Entity,Year,Universal suffrage to women (OWID based on Paxton et al (2006)),First women in parliament (OWID based on Paxton et al (2006)),10% Share of women in parliament (OWID based on Paxton et al (2006)),20% Share of women in parliament (OWID based on Paxton et al (2006)),30% Share of women in parliament (OWID based on Paxton et al (2006))
Socialist Federal Republic of Yugoslavia,1978,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1979,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1980,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1981,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1982,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1983,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1984,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1985,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1986,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1987,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1988,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1989,Yes,Yes,Yes,Yes,No
Socialist Federal Republic of Yugoslavia,1990,Yes,Yes,Yes,Yes,No
Solomon Islands,1978,Yes,No,No,No,No
Solomon Islands,1979,Yes,No,No,No,No
Solomon Islands,1980,Yes,No,No,No,No
Solomon Islands,1981,Yes,No,No,No,No
Solomon Islands,1982,Yes,No,No,No,No
Solomon Islands,1983,Yes,No,No,No,No
Solomon Islands,1984,Yes,No,No,No,No
Solomon Islands,1985,Yes,No,No,No,No
Solomon Islands,1986,Yes,No,No,No,No
Solomon Islands,1987,Yes,No,No,No,No
Solomon Islands,1988,Yes,No,No,No,No
Solomon Islands,1989,Yes,No,No,No,No
Solomon Islands,1990,Yes,No,No,No,No
Solomon Islands,1991,Yes,No,No,No,No
Solomon Islands,1992,Yes,No,No,No,No
Solomon Islands,1993,Yes,Yes,No,No,No
Solomon Islands,1994,Yes,Yes,No,No,No
Solomon Islands,1995,Yes,Yes,No,No,No
Solomon Islands,1996,Yes,Yes,No,No,No
Solomon Islands,1997,Yes,Yes,No,No,No
Solomon Islands,1998,Yes,Yes,No,No,No
Solomon Islands,1999,Yes,Yes,No,No,No
Solomon Islands,2000,Yes,Yes,No,No,No
Solomon Islands,2001,Yes,Yes,No,No,No
Solomon Islands,2002,Yes,Yes,No,No,No
Solomon Islands,2003,Yes,Yes,No,No,No
Solomon Islands,2004,Yes,Yes,No,No,No
Solomon Islands,2005,Yes,Yes,No,No,No
Solomon Islands,2006,Yes,Yes,No,No,No
Solomon Islands,2007,Yes,Yes,No,No,No
Solomon Islands,2008,Yes,Yes,No,No,No
Solomon Islands,2009,Yes,Yes,No,No,No
Solomon Islands,2010,Yes,Yes,No,No,No
Solomon Islands,2011,Yes,Yes,No,No,No
Solomon Islands,2012,Yes,Yes,No,No,No
Solomon Islands,2013,Yes,Yes,No,No,No
Solomon Islands,2014,Yes,Yes,No,No,No
Solomon Islands,2015,Yes,Yes,No,No,No
Solomon Islands,2016,Yes,Yes,No,No,No
Solomon Islands,2017,Yes,Yes,No,No,No
Somalia,1960,Yes,No,No,No,No
Somalia,1961,Yes,No,No,No,No
Somalia,1962,Yes,No,No,No,No
Somalia,1963,Yes,No,No,No,No
Somalia,1964,Yes,No,No,No,No
Somalia,1965,Yes,No,No,No,No
Somalia,1966,Yes,No,No,No,No
Somalia,1967,Yes,No,No,No,No
Somalia,1968,Yes,No,No,No,No
Somalia,1969,Yes,No,No,No,No
Somalia,1970,Yes,No,No,No,No
Somalia,1971,Yes,No,No,No,No
Somalia,1972,Yes,No,No,No,No
Somalia,1973,Yes,No,No,No,No
Somalia,1974,Yes,No,No,No,No
Somalia,1975,Yes,No,No,No,No
Somalia,1976,Yes,No,No,No,No
Somalia,1977,Yes,No,No,No,No
Somalia,1978,Yes,No,No,No,No
Somalia,1979,Yes,Yes,Yes,No,No
Somalia,1980,Yes,Yes,Yes,No,No
Somalia,1981,Yes,Yes,Yes,No,No
Somalia,1982,Yes,Yes,Yes,No,No
Somalia,1983,Yes,Yes,Yes,No,No
Somalia,1984,Yes,Yes,Yes,No,No
Somalia,1985,Yes,Yes,Yes,No,No
Somalia,1986,Yes,Yes,Yes,No,No
Somalia,1987,Yes,Yes,Yes,No,No
Somalia,1988,Yes,Yes,Yes,No,No
Somalia,1989,Yes,Yes,Yes,No,No
Somalia,1990,Yes,Yes,Yes,No,No
Somalia,1991,Yes,Yes,Yes,No,No
Somalia,1992,Yes,Yes,Yes,No,No
Somalia,1993,Yes,Yes,Yes,No,No
Somalia,1994,Yes,Yes,Yes,No,No
Somalia,1995,Yes,Yes,Yes,No,No
Somalia,1996,Yes,Yes,Yes,No,No
Somalia,1997,Yes,Yes,Yes,No,No
Somalia,1998,Yes,Yes,Yes,No,No
Somalia,1999,Yes,Yes,Yes,No,No
Somalia,2000,Yes,Yes,Yes,No,No
Somalia,2001,Yes,Yes,Yes,No,No
Somalia,2002,Yes,Yes,Yes,No,No
Somalia,2003,Yes,Yes,Yes,No,No
Somalia,2004,Yes,Yes,Yes,No,No
Somalia,2005,Yes,Yes,Yes,No,No
Somalia,2006,Yes,Yes,Yes,No,No
Somalia,2007,Yes,Yes,Yes,No,No
Somalia,2008,Yes,Yes,Yes,No,No
Somalia,2009,Yes,Yes,Yes,No,No
Somalia,2010,Yes,Yes,Yes,No,No
Somalia,2011,Yes,Yes,Yes,No,No
Somalia,2012,Yes,Yes,Yes,No,No
Somalia,2013,Yes,Yes,Yes,No,No
Somalia,2014,Yes,Yes,Yes,No,No
Somalia,2015,Yes,Yes,Yes,No,No
Somalia,2016,Yes,Yes,Yes,No,No
Somalia,2017,Yes,Yes,Yes,Yes,No
South Africa,1910,No,No,No,No,No
South Africa,1911,No,No,No,No,No
South Africa,1912,No,No,No,No,No
South Africa,1913,No,No,No,No,No
South Africa,1914,No,No,No,No,No
South Africa,1915,No,No,No,No,No
South Africa,1916,No,No,No,No,No
South Africa,1917,No,No,No,No,No
South Africa,1918,No,No,No,No,No
South Africa,1919,No,No,No,No,No
South Africa,1920,No,No,No,No,No
South Africa,1921,No,No,No,No,No
South Africa,1922,No,No,No,No,No
South Africa,1923,No,No,No,No,No
South Africa,1924,No,No,No,No,No
South Africa,1925,No,No,No,No,No
South Africa,1926,No,No,No,No,No
South Africa,1927,No,No,No,No,No
South Africa,1928,No,No,No,No,No
South Africa,1929,No,No,No,No,No
South Africa,1930,No,No,No,No,No
South Africa,1931,No,No,No,No,No
South Africa,1932,No,No,No,No,No
South Africa,1933,No,Yes,No,No,No
South Africa,1934,No,Yes,No,No,No
South Africa,1935,No,Yes,No,No,No
South Africa,1936,No,Yes,No,No,No
South Africa,1937,No,Yes,No,No,No
South Africa,1938,No,Yes,No,No,No
South Africa,1939,No,Yes,No,No,No
South Africa,1940,No,Yes,No,No,No
South Africa,1941,No,Yes,No,No,No
South Africa,1942,No,Yes,No,No,No
South Africa,1943,No,Yes,No,No,No
South Africa,1944,No,Yes,No,No,No
South Africa,1945,No,Yes,No,No,No
South Africa,1946,No,Yes,No,No,No
South Africa,1947,No,Yes,No,No,No
South Africa,1948,No,Yes,No,No,No
South Africa,1949,No,Yes,No,No,No
South Africa,1950,No,Yes,No,No,No
South Africa,1951,No,Yes,No,No,No
South Africa,1952,No,Yes,No,No,No
South Africa,1953,No,Yes,No,No,No
South Africa,1954,No,Yes,No,No,No
South Africa,1955,No,Yes,No,No,No
South Africa,1956,No,Yes,No,No,No
South Africa,1957,No,Yes,No,No,No
South Africa,1958,No,Yes,No,No,No
South Africa,1959,No,Yes,No,No,No
South Africa,1960,No,Yes,No,No,No
South Africa,1961,No,Yes,No,No,No
South Africa,1962,No,Yes,No,No,No
South Africa,1963,No,Yes,No,No,No
South Africa,1964,No,Yes,No,No,No
South Africa,1965,No,Yes,No,No,No
South Africa,1966,No,Yes,No,No,No
South Africa,1967,No,Yes,No,No,No
South Africa,1968,No,Yes,No,No,No
South Africa,1969,No,Yes,No,No,No
South Africa,1970,No,Yes,No,No,No
South Africa,1971,No,Yes,No,No,No
South Africa,1972,No,Yes,No,No,No
South Africa,1973,No,Yes,No,No,No
South Africa,1974,No,Yes,No,No,No
South Africa,1975,No,Yes,No,No,No
South Africa,1976,No,Yes,No,No,No
South Africa,1977,No,Yes,No,No,No
South Africa,1978,No,Yes,No,No,No
South Africa,1979,No,Yes,No,No,No
South Africa,1980,No,Yes,No,No,No
South Africa,1981,No,Yes,No,No,No
South Africa,1982,No,Yes,No,No,No
South Africa,1983,No,Yes,No,No,No
South Africa,1984,No,Yes,No,No,No
South Africa,1985,No,Yes,No,No,No
South Africa,1986,No,Yes,No,No,No
South Africa,1987,No,Yes,No,No,No
South Africa,1988,No,Yes,No,No,No
South Africa,1989,No,Yes,No,No,No
South Africa,1990,No,Yes,No,No,No
South Africa,1991,No,Yes,No,No,No
South Africa,1992,No,Yes,No,No,No
South Africa,1993,No,Yes,No,No,No
South Africa,1994,Yes,Yes,Yes,Yes,No
South Africa,1995,Yes,Yes,Yes,Yes,No
South Africa,1996,Yes,Yes,Yes,Yes,No
South Africa,1997,Yes,Yes,Yes,Yes,No
South Africa,1998,Yes,Yes,Yes,Yes,No
South Africa,1999,Yes,Yes,Yes,Yes,Yes
South Africa,2000,Yes,Yes,Yes,Yes,Yes
South Africa,2001,Yes,Yes,Yes,Yes,Yes
South Africa,2002,Yes,Yes,Yes,Yes,Yes
South Africa,2003,Yes,Yes,Yes,Yes,Yes
South Africa,2004,Yes,Yes,Yes,Yes,Yes
South Africa,2005,Yes,Yes,Yes,Yes,Yes
South Africa,2006,Yes,Yes,Yes,Yes,Yes
South Africa,2007,Yes,Yes,Yes,Yes,Yes
South Africa,2008,Yes,Yes,Yes,Yes,Yes
South Africa,2009,Yes,Yes,Yes,Yes,Yes
South Africa,2010,Yes,Yes,Yes,Yes,Yes
South Africa,2011,Yes,Yes,Yes,Yes,Yes
South Africa,2012,Yes,Yes,Yes,Yes,Yes
South Africa,2013,Yes,Yes,Yes,Yes,Yes
South Africa,2014,Yes,Yes,Yes,Yes,Yes
South Africa,2015,Yes,Yes,Yes,Yes,Yes
South Africa,2016,Yes,Yes,Yes,Yes,Yes
South Africa,2017,Yes,Yes,Yes,Yes,Yes
South Korea,1948,Yes,Yes,No,No,No
South Korea,1949,Yes,Yes,No,No,No
South Korea,1950,Yes,Yes,No,No,No
South Korea,1951,Yes,Yes,No,No,No
South Korea,1952,Yes,Yes,No,No,No
South Korea,1953,Yes,Yes,No,No,No
South Korea,1954,Yes,Yes,No,No,No
South Korea,1955,Yes,Yes,No,No,No
South Korea,1956,Yes,Yes,No,No,No
South Korea,1957,Yes,Yes,No,No,No
South Korea,1958,Yes,Yes,No,No,No
South Korea,1959,Yes,Yes,No,No,No
South Korea,1960,Yes,Yes,No,No,No
South Korea,1961,Yes,Yes,No,No,No
South Korea,1962,Yes,Yes,No,No,No
South Korea,1963,Yes,Yes,No,No,No
South Korea,1964,Yes,Yes,No,No,No
South Korea,1965,Yes,Yes,No,No,No
South Korea,1966,Yes,Yes,No,No,No
South Korea,1967,Yes,Yes,No,No,No
South Korea,1968,Yes,Yes,No,No,No
South Korea,1969,Yes,Yes,No,No,No
South Korea,1970,Yes,Yes,No,No,No
South Korea,1971,Yes,Yes,No,No,No
South Korea,1972,Yes,Yes,No,No,No
South Korea,1973,Yes,Yes,No,No,No
South Korea,1974,Yes,Yes,No,No,No
South Korea,1975,Yes,Yes,No,No,No
South Korea,1976,Yes,Yes,No,No,No
South Korea,1977,Yes,Yes,No,No,No
South Korea,1978,Yes,Yes,No,No,No
South Korea,1979,Yes,Yes,No,No,No
South Korea,1980,Yes,Yes,No,No,No
South Korea,1981,Yes,Yes,No,No,No
South Korea,1982,Yes,Yes,No,No,No
South Korea,1983,Yes,Yes,No,No,No
South Korea,1984,Yes,Yes,No,No,No
South Korea,1985,Yes,Yes,No,No,No
South Korea,1986,Yes,Yes,No,No,No
South Korea,1987,Yes,Yes,No,No,No
South Korea,1988,Yes,Yes,No,No,No
South Korea,1989,Yes,Yes,No,No,No
South Korea,1990,Yes,Yes,No,No,No
South Korea,1991,Yes,Yes,No,No,No
South Korea,1992,Yes,Yes,No,No,No
South Korea,1993,Yes,Yes,No,No,No
South Korea,1994,Yes,Yes,No,No,No
South Korea,1995,Yes,Yes,No,No,No
South Korea,1996,Yes,Yes,No,No,No
South Korea,1997,Yes,Yes,No,No,No
South Korea,1998,Yes,Yes,No,No,No
South Korea,1999,Yes,Yes,No,No,No
South Korea,2000,Yes,Yes,No,No,No
South Korea,2001,Yes,Yes,No,No,No
South Korea,2002,Yes,Yes,No,No,No
South Korea,2003,Yes,Yes,No,No,No
South Korea,2004,Yes,Yes,Yes,No,No
South Korea,2005,Yes,Yes,Yes,No,No
South Korea,2006,Yes,Yes,Yes,No,No
South Korea,2007,Yes,Yes,Yes,No,No
South Korea,2008,Yes,Yes,Yes,No,No
South Korea,2009,Yes,Yes,Yes,No,No
South Korea,2010,Yes,Yes,Yes,No,No
South Korea,2011,Yes,Yes,Yes,No,No
South Korea,2012,Yes,Yes,Yes,No,No
South Korea,2013,Yes,Yes,Yes,No,No
South Korea,2014,Yes,Yes,Yes,No,No
South Korea,2015,Yes,Yes,Yes,No,No
South Korea,2016,Yes,Yes,Yes,No,No
South Korea,2017,Yes,Yes,Yes,No,No
South Sudan,2011,Yes,Yes,Yes,Yes,No
South Sudan,2012,Yes,Yes,Yes,Yes,No
South Sudan,2013,Yes,Yes,Yes,Yes,No
South Sudan,2014,Yes,Yes,Yes,Yes,No
South Sudan,2015,Yes,Yes,Yes,Yes,No
South Sudan,2016,Yes,Yes,Yes,Yes,No
South Sudan,2017,Yes,Yes,Yes,Yes,No
South Vietnam,1954,Yes,No,No,No,No
South Vietnam,1955,Yes,No,No,No,No
South Vietnam,1956,Yes,No,No,No,No
South Vietnam,1957,Yes,No,No,No,No
South Vietnam,1958,Yes,No,No,No,No
South Vietnam,1959,Yes,No,No,No,No
South Vietnam,1960,Yes,No,No,No,No
South Vietnam,1961,Yes,No,No,No,No
South Vietnam,1962,Yes,No,No,No,No
South Vietnam,1963,Yes,No,No,No,No
South Vietnam,1964,Yes,No,No,No,No
South Vietnam,1965,Yes,No,No,No,No
South Vietnam,1966,Yes,No,No,No,No
South Vietnam,1967,Yes,No,No,No,No
South Vietnam,1968,Yes,No,No,No,No
South Vietnam,1969,Yes,No,No,No,No
South Vietnam,1970,Yes,No,No,No,No
South Vietnam,1971,Yes,No,No,No,No
South Vietnam,1972,Yes,No,No,No,No
South Vietnam,1973,Yes,No,No,No,No
South Vietnam,1974,Yes,No,No,No,No
Spain,1893,No,No,No,No,No
Spain,1894,No,No,No,No,No
Spain,1895,No,No,No,No,No
Spain,1896,No,No,No,No,No
Spain,1897,No,No,No,No,No
Spain,1898,No,No,No,No,No
Spain,1899,No,No,No,No,No
Spain,1900,No,No,No,No,No
Spain,1901,No,No,No,No,No
Spain,1902,No,No,No,No,No
Spain,1903,No,No,No,No,No
Spain,1904,No,No,No,No,No
Spain,1905,No,No,No,No,No
Spain,1906,No,No,No,No,No
Spain,1907,No,No,No,No,No
Spain,1908,No,No,No,No,No
Spain,1909,No,No,No,No,No
Spain,1910,No,No,No,No,No
Spain,1911,No,No,No,No,No
Spain,1912,No,No,No,No,No
Spain,1913,No,No,No,No,No
Spain,1914,No,No,No,No,No
Spain,1915,No,No,No,No,No
Spain,1916,No,No,No,No,No
Spain,1917,No,No,No,No,No
Spain,1918,No,No,No,No,No
Spain,1919,No,No,No,No,No
Spain,1920,No,No,No,No,No
Spain,1921,No,No,No,No,No
Spain,1922,No,No,No,No,No
Spain,1923,No,No,No,No,No
Spain,1924,No,No,No,No,No
Spain,1925,No,No,No,No,No
Spain,1926,No,No,No,No,No
Spain,1927,No,No,No,No,No
Spain,1928,No,No,No,No,No
Spain,1929,No,No,No,No,No
Spain,1930,No,No,No,No,No
Spain,1931,Yes,Yes,No,No,No
Spain,1932,Yes,Yes,No,No,No
Spain,1933,Yes,Yes,No,No,No
Spain,1934,Yes,Yes,No,No,No
Spain,1935,Yes,Yes,No,No,No
Spain,1936,Yes,Yes,No,No,No
Spain,1937,Yes,Yes,No,No,No
Spain,1938,Yes,Yes,No,No,No
Spain,1939,Yes,Yes,No,No,No
Spain,1940,Yes,Yes,No,No,No
Spain,1941,Yes,Yes,No,No,No
Spain,1942,Yes,Yes,No,No,No
Spain,1943,Yes,Yes,No,No,No
Spain,1944,Yes,Yes,No,No,No
Spain,1945,Yes,Yes,No,No,No
Spain,1946,Yes,Yes,No,No,No
Spain,1947,Yes,Yes,No,No,No
Spain,1948,Yes,Yes,No,No,No
Spain,1949,Yes,Yes,No,No,No
Spain,1950,Yes,Yes,No,No,No
Spain,1951,Yes,Yes,No,No,No
Spain,1952,Yes,Yes,No,No,No
Spain,1953,Yes,Yes,No,No,No
Spain,1954,Yes,Yes,No,No,No
Spain,1955,Yes,Yes,No,No,No
Spain,1956,Yes,Yes,No,No,No
Spain,1957,Yes,Yes,No,No,No
Spain,1958,Yes,Yes,No,No,No
Spain,1959,Yes,Yes,No,No,No
Spain,1960,Yes,Yes,No,No,No
Spain,1961,Yes,Yes,No,No,No
Spain,1962,Yes,Yes,No,No,No
Spain,1963,Yes,Yes,No,No,No
Spain,1964,Yes,Yes,No,No,No
Spain,1965,Yes,Yes,No,No,No
Spain,1966,Yes,Yes,No,No,No
Spain,1967,Yes,Yes,No,No,No
Spain,1968,Yes,Yes,No,No,No
Spain,1969,Yes,Yes,No,No,No
Spain,1970,Yes,Yes,No,No,No
Spain,1971,Yes,Yes,No,No,No
Spain,1972,Yes,Yes,No,No,No
Spain,1973,Yes,Yes,No,No,No
Spain,1974,Yes,Yes,No,No,No
Spain,1975,Yes,Yes,No,No,No
Spain,1976,Yes,Yes,No,No,No
Spain,1977,Yes,Yes,No,No,No
Spain,1978,Yes,Yes,No,No,No
Spain,1979,Yes,Yes,No,No,No
Spain,1980,Yes,Yes,No,No,No
Spain,1981,Yes,Yes,No,No,No
Spain,1982,Yes,Yes,No,No,No
Spain,1983,Yes,Yes,No,No,No
Spain,1984,Yes,Yes,No,No,No
Spain,1985,Yes,Yes,No,No,No
Spain,1986,Yes,Yes,No,No,No
Spain,1987,Yes,Yes,No,No,No
Spain,1988,Yes,Yes,No,No,No
Spain,1989,Yes,Yes,Yes,No,No
Spain,1990,Yes,Yes,Yes,No,No
Spain,1991,Yes,Yes,Yes,No,No
Spain,1992,Yes,Yes,Yes,No,No
Spain,1993,Yes,Yes,Yes,No,No
Spain,1994,Yes,Yes,Yes,No,No
Spain,1995,Yes,Yes,Yes,No,No
Spain,1996,Yes,Yes,Yes,Yes,No
Spain,1997,Yes,Yes,Yes,Yes,No
Spain,1998,Yes,Yes,Yes,Yes,No
Spain,1999,Yes,Yes,Yes,Yes,No
Spain,2000,Yes,Yes,Yes,Yes,No
Spain,2001,Yes,Yes,Yes,Yes,No
Spain,2002,Yes,Yes,Yes,Yes,No
Spain,2003,Yes,Yes,Yes,Yes,No
Spain,2004,Yes,Yes,Yes,Yes,Yes
Spain,2005,Yes,Yes,Yes,Yes,Yes
Spain,2006,Yes,Yes,Yes,Yes,Yes
Spain,2007,Yes,Yes,Yes,Yes,Yes
Spain,2008,Yes,Yes,Yes,Yes,Yes
Spain,2009,Yes,Yes,Yes,Yes,Yes
Spain,2010,Yes,Yes,Yes,Yes,Yes
Spain,2011,Yes,Yes,Yes,Yes,Yes
Spain,2012,Yes,Yes,Yes,Yes,Yes
Spain,2013,Yes,Yes,Yes,Yes,Yes
Spain,2014,Yes,Yes,Yes,Yes,Yes
Spain,2015,Yes,Yes,Yes,Yes,Yes
Spain,2016,Yes,Yes,Yes,Yes,Yes
Spain,2017,Yes,Yes,Yes,Yes,Yes
Sri Lanka,1948,Yes,Yes,No,No,No
Sri Lanka,1949,Yes,Yes,No,No,No
Sri Lanka,1950,Yes,Yes,No,No,No
Sri Lanka,1951,Yes,Yes,No,No,No
Sri Lanka,1952,Yes,Yes,No,No,No
Sri Lanka,1953,Yes,Yes,No,No,No
Sri Lanka,1954,Yes,Yes,No,No,No
Sri Lanka,1955,Yes,Yes,No,No,No
Sri Lanka,1956,Yes,Yes,No,No,No
Sri Lanka,1957,Yes,Yes,No,No,No
Sri Lanka,1958,Yes,Yes,No,No,No
Sri Lanka,1959,Yes,Yes,No,No,No
Sri Lanka,1960,Yes,Yes,No,No,No
Sri Lanka,1961,Yes,Yes,No,No,No
Sri Lanka,1962,Yes,Yes,No,No,No
Sri Lanka,1963,Yes,Yes,No,No,No
Sri Lanka,1964,Yes,Yes,No,No,No
Sri Lanka,1965,Yes,Yes,No,No,No
Sri Lanka,1966,Yes,Yes,No,No,No
Sri Lanka,1967,Yes,Yes,No,No,No
Sri Lanka,1968,Yes,Yes,No,No,No
Sri Lanka,1969,Yes,Yes,No,No,No
Sri Lanka,1970,Yes,Yes,No,No,No
Sri Lanka,1971,Yes,Yes,No,No,No
Sri Lanka,1972,Yes,Yes,No,No,No
Sri Lanka,1973,Yes,Yes,No,No,No
Sri Lanka,1974,Yes,Yes,No,No,No
Sri Lanka,1975,Yes,Yes,No,No,No
Sri Lanka,1976,Yes,Yes,No,No,No
Sri Lanka,1977,Yes,Yes,No,No,No
Sri Lanka,1978,Yes,Yes,No,No,No
Sri Lanka,1979,Yes,Yes,No,No,No
Sri Lanka,1980,Yes,Yes,No,No,No
Sri Lanka,1981,Yes,Yes,No,No,No
Sri Lanka,1982,Yes,Yes,No,No,No
Sri Lanka,1983,Yes,Yes,No,No,No
Sri Lanka,1984,Yes,Yes,No,No,No
Sri Lanka,1985,Yes,Yes,No,No,No
Sri Lanka,1986,Yes,Yes,No,No,No
Sri Lanka,1987,Yes,Yes,No,No,No
Sri Lanka,1988,Yes,Yes,No,No,No
Sri Lanka,1989,Yes,Yes,No,No,No
Sri Lanka,1990,Yes,Yes,No,No,No
Sri Lanka,1991,Yes,Yes,No,No,No
Sri Lanka,1992,Yes,Yes,No,No,No
Sri Lanka,1993,Yes,Yes,No,No,No
Sri Lanka,1994,Yes,Yes,No,No,No
Sri Lanka,1995,Yes,Yes,No,No,No
Sri Lanka,1996,Yes,Yes,No,No,No
Sri Lanka,1997,Yes,Yes,No,No,No
Sri Lanka,1998,Yes,Yes,No,No,No
Sri Lanka,1999,Yes,Yes,No,No,No
Sri Lanka,2000,Yes,Yes,No,No,No
Sri Lanka,2001,Yes,Yes,No,No,No
Sri Lanka,2002,Yes,Yes,No,No,No
Sri Lanka,2003,Yes,Yes,No,No,No
Sri Lanka,2004,Yes,Yes,No,No,No
Sri Lanka,2005,Yes,Yes,No,No,No
Sri Lanka,2006,Yes,Yes,No,No,No
Sri Lanka,2007,Yes,Yes,No,No,No
Sri Lanka,2008,Yes,Yes,No,No,No
Sri Lanka,2009,Yes,Yes,No,No,No
Sri Lanka,2010,Yes,Yes,No,No,No
Sri Lanka,2011,Yes,Yes,No,No,No
Sri Lanka,2012,Yes,Yes,No,No,No
Sri Lanka,2013,Yes,Yes,No,No,No
Sri Lanka,2014,Yes,Yes,No,No,No
Sri Lanka,2015,Yes,Yes,No,No,No
Sri Lanka,2016,Yes,Yes,No,No,No
Sri Lanka,2017,Yes,Yes,No,No,No
Sudan,1956,No,No,No,No,No
Sudan,1957,No,No,No,No,No
Sudan,1958,No,No,No,No,No
Sudan,1959,No,No,No,No,No
Sudan,1960,No,No,No,No,No
Sudan,1961,No,No,No,No,No
Sudan,1962,No,No,No,No,No
Sudan,1963,No,No,No,No,No
Sudan,1964,Yes,Yes,No,No,No
Sudan,1965,Yes,Yes,No,No,No
Sudan,1966,Yes,Yes,No,No,No
Sudan,1967,Yes,Yes,No,No,No
Sudan,1968,Yes,Yes,No,No,No
Sudan,1969,Yes,Yes,No,No,No
Sudan,1970,Yes,Yes,No,No,No
Sudan,1971,Yes,Yes,No,No,No
Sudan,1972,Yes,Yes,No,No,No
Sudan,1973,Yes,Yes,No,No,No
Sudan,1974,Yes,Yes,No,No,No
Sudan,1975,Yes,Yes,No,No,No
Sudan,1976,Yes,Yes,No,No,No
Sudan,1977,Yes,Yes,No,No,No
Sudan,1978,Yes,Yes,No,No,No
Sudan,1979,Yes,Yes,No,No,No
Sudan,1980,Yes,Yes,No,No,No
Sudan,1981,Yes,Yes,No,No,No
Sudan,1982,Yes,Yes,No,No,No
Sudan,1983,Yes,Yes,No,No,No
Sudan,1984,Yes,Yes,No,No,No
Sudan,1985,Yes,Yes,No,No,No
Sudan,1986,Yes,Yes,No,No,No
Sudan,1987,Yes,Yes,No,No,No
Sudan,1988,Yes,Yes,No,No,No
Sudan,1989,Yes,Yes,No,No,No
Sudan,1990,Yes,Yes,No,No,No
Sudan,1991,Yes,Yes,No,No,No
Sudan,1992,Yes,Yes,No,No,No
Sudan,1993,Yes,Yes,No,No,No
Sudan,1994,Yes,Yes,No,No,No
Sudan,1995,Yes,Yes,No,No,No
Sudan,1996,Yes,Yes,No,No,No
Sudan,1997,Yes,Yes,No,No,No
Sudan,1998,Yes,Yes,No,No,No
Sudan,1999,Yes,Yes,No,No,No
Sudan,2000,Yes,Yes,No,No,No
Sudan,2001,Yes,Yes,No,No,No
Sudan,2002,Yes,Yes,No,No,No
Sudan,2003,Yes,Yes,No,No,No
Sudan,2004,Yes,Yes,No,No,No
Sudan,2005,Yes,Yes,Yes,No,No
Sudan,2006,Yes,Yes,Yes,No,No
Sudan,2007,Yes,Yes,Yes,No,No
Sudan,2008,Yes,Yes,Yes,No,No
Sudan,2009,Yes,Yes,Yes,No,No
Sudan,2010,Yes,Yes,Yes,Yes,No
Sudan,2011,Yes,Yes,Yes,Yes,No
Sudan,2012,Yes,Yes,Yes,Yes,No
Sudan,2013,Yes,Yes,Yes,Yes,No
Sudan,2014,Yes,Yes,Yes,Yes,No
Sudan,2015,Yes,Yes,Yes,Yes,Yes
Sudan,2016,Yes,Yes,Yes,Yes,Yes
Sudan,2017,Yes,Yes,Yes,Yes,Yes
Suriname,1975,Yes,Yes,No,No,No
Suriname,1976,Yes,Yes,No,No,No
Suriname,1977,Yes,Yes,No,No,No
Suriname,1978,Yes,Yes,No,No,No
Suriname,1979,Yes,Yes,No,No,No
Suriname,1980,Yes,Yes,No,No,No
Suriname,1981,Yes,Yes,No,No,No
Suriname,1982,Yes,Yes,No,No,No
Suriname,1983,Yes,Yes,No,No,No
Suriname,1984,Yes,Yes,No,No,No
Suriname,1985,Yes,Yes,Yes,No,No
Suriname,1986,Yes,Yes,Yes,No,No
Suriname,1987,Yes,Yes,Yes,No,No
Suriname,1988,Yes,Yes,Yes,No,No
Suriname,1989,Yes,Yes,Yes,No,No
Suriname,1990,Yes,Yes,Yes,No,No
Suriname,1991,Yes,Yes,Yes,No,No
Suriname,1992,Yes,Yes,Yes,No,No
Suriname,1993,Yes,Yes,Yes,No,No
Suriname,1994,Yes,Yes,Yes,No,No
Suriname,1995,Yes,Yes,Yes,No,No
Suriname,1996,Yes,Yes,Yes,No,No
Suriname,1997,Yes,Yes,Yes,No,No
Suriname,1998,Yes,Yes,Yes,No,No
Suriname,1999,Yes,Yes,Yes,No,No
Suriname,2000,Yes,Yes,Yes,No,No
Suriname,2001,Yes,Yes,Yes,No,No
Suriname,2002,Yes,Yes,Yes,No,No
Suriname,2003,Yes,Yes,Yes,No,No
Suriname,2004,Yes,Yes,Yes,No,No
Suriname,2005,Yes,Yes,Yes,Yes,No
Suriname,2006,Yes,Yes,Yes,Yes,No
Suriname,2007,Yes,Yes,Yes,Yes,No
Suriname,2008,Yes,Yes,Yes,Yes,No
