Entity,Year,Value of global merchandise imports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Austria,1929,27.44158,18.35896
Austria,1930,23.69316,16.25964
Austria,1931,21.33188,12.80655
Austria,1932,14.65651,8.23497
Austria,1933,11.76707,7.1306
Austria,1934,11.53322,7.64328
Austria,1935,11.90678,7.86125
Austria,1936,12.19775,8.36848
Austria,1937,14.80346,12.39308
Austria,1948,15.21105,6.0994
Austria,1949,15.96792,8.08327
Austria,1950,16.35897,11.5815
Austria,1951,20.16801,13.80697
Austria,1952,17.37207,13.40482
Austria,1953,15.96824,15.76996
Austria,1954,18,16.85278
Austria,1955,21.32486,17.13959
Austria,1956,21.07093,18.46656
Austria,1957,22.19697,18.29041
Austria,1958,20.36496,17.44526
Austria,1959,20.41096,17.26027
Austria,1960,21.36456,16.96879
Austria,1961,20.20036,16.41194
Austria,1962,19.91333,16.26202
Austria,1963,19.88733,15.79021
Austria,1964,20.1887,15.69141
Austria,1965,20.95442,15.96547
Austria,1966,21.36727,15.45416
Austria,1967,19.94398,15.62944
Austria,1968,20.07295,15.99518
Austria,1969,20.80057,17.75702
Austria,1970,23.10776,18.57593
Austria,1971,23.50262,17.75837
Austria,1972,23.65214,17.60573
Austria,1973,24.14656,17.92533
Austria,1974,25.69298,20.38792
Austria,1975,23.49541,18.80103
Austria,1976,26.87528,19.83162
Austria,1977,27.62653,19.06262
Austria,1978,25.85926,19.70203
Austria,1979,27.44608,20.97339
Austria,1980,29.84722,21.35602
Austria,1981,29.67595,23.47148
Austria,1982,27.41085,22.99885
Austria,1983,26.96711,22.98641
Austria,1984,28.97471,24.62689
Austria,1985,30.29097,26.29609
Austria,1986,27.14935,23.65836
Austria,1987,26.41501,23.09106
Austria,1988,27.79723,24.53775
Austria,1989,29.30666,25.82201
Austria,1990,29.68053,25.33664
Austria,1991,29.31591,24.70409
Austria,1992,27.83259,23.63032
Austria,1993,25.48171,22.90169
Austria,1994,27.25215,23.17926
Austria,1995,27.55745,23.93405
Austria,1996,28.44143,24.42941
Austria,1997,30.22765,27.64099
Austria,1998,30.76773,28.21788
Austria,1999,32.87956,30.43231
Austria,2000,36.71544,34.34234
Austria,2001,37.90115,35.91876
Austria,2002,36.66049,36.86658
Austria,2003,38.17875,37.27357
Austria,2004,39.99369,39.45878
Austria,2005,40.41043,39.73094
Austria,2006,41.07573,40.93993
Austria,2007,42.24175,42.38588
Austria,2008,43.14687,42.50026
Austria,2009,35.99549,34.47912
Austria,2010,40.34414,38.20161
Austria,2011,44.0073,41.04068
Austria,2012,43.18377,40.93461
Austria,2013,42.06592,41.04978
Austria,2014,40.99956,41.32315
Austria-Hungary,1870,12.18592,10.05431
Austria-Hungary,1871,14.60573,11.33493
Austria-Hungary,1872,18.26617,11.31895
Austria-Hungary,1873,17.46146,13.26088
Austria-Hungary,1874,18.43417,15.52414
Austria-Hungary,1875,17.41286,18.85744
Austria-Hungary,1876,14.37581,16.56109
Austria-Hungary,1877,13.50313,15.49519
Austria-Hungary,1878,14.709,16.44092
Austria-Hungary,1879,15.84252,19.23438
Austria-Hungary,1880,15.71648,17.18779
Austria-Hungary,1881,17.15529,19.4953
Austria-Hungary,1882,15.44095,18.50785
Austria-Hungary,1883,14.41888,17.37371
Austria-Hungary,1884,13.63835,15.42513
Austria-Hungary,1885,12.19129,15.24482
Austria-Hungary,1886,11.72267,16.11763
Austria-Hungary,1887,11.35757,14.74536
Austria-Hungary,1888,10.34592,16.23645
Austria-Hungary,1889,12.44803,18.81925
Austria-Hungary,1890,14.62266,19.0017
Austria-Hungary,1891,14.47895,18.58543
Austria-Hungary,1892,14.70522,17.0927
Austria-Hungary,1893,14.33034,17.03378
Austria-Hungary,1894,14.84925,16.85875
Austria-Hungary,1895,15.25706,15.66543
Austria-Hungary,1896,15.64672,17.15902
Austria-Hungary,1897,16.76434,17.00816
Austria-Hungary,1898,16.39498,16.15142
Austria-Hungary,1899,15.19364,17.58026
Austria-Hungary,1900,14.86874,17.02184
Austria-Hungary,1901,15.02165,17.13783
Austria-Hungary,1902,15.54423,17.29048
Austria-Hungary,1903,16.1974,18.37761
Austria-Hungary,1904,17.88328,18.23928
Austria-Hungary,1905,16.73678,17.49828
Austria-Hungary,1906,15.86787,16.1314
Austria-Hungary,1907,15.95866,15.67362
Austria-Hungary,1908,15.79743,14.85657
Austria-Hungary,1909,17.18253,14.50809
Austria-Hungary,1910,17.10436,14.50082
Austria-Hungary,1911,18.63883,14.04188
Austria-Hungary,1912,19.19065,14.75048
Austria-Hungary,1913,18.92469,15.38649
Azerbaijan,1992,,31.47946
Azerbaijan,1993,,25.01206
Azerbaijan,1994,31.09885,19.76619
Azerbaijan,1995,29.61012,20.80284
Azerbaijan,1996,41.27007,19.83159
Azerbaijan,1997,37.64162,19.6835
Azerbaijan,1998,34.39347,13.60652
Azerbaijan,1999,23.02112,20.27843
Azerbaijan,2000,22.71938,33.09552
Azerbaijan,2001,25.07351,40.5423
Azerbaijan,2002,26.92196,34.75612
Azerbaijan,2003,36.08843,35.62124
Azerbaijan,2004,47.46443,41.64962
Azerbaijan,2005,36.96681,57.74797
Azerbaijan,2006,32.94535,62.0246
Azerbaijan,2007,22.20512,64.3543
Azerbaijan,2008,20.91268,62.6096
Azerbaijan,2009,17.30313,47.63218
Azerbaijan,2010,17.63064,50.04664
Azerbaijan,2011,17.43193,52.30333
Azerbaijan,2012,20.4019,47.10254
Azerbaijan,2013,21.46492,43.1976
Azerbaijan,2014,20.47249,39.09678
Bahamas,1960,45.13486,7.26139
Bahamas,1961,48.32817,7.15953
Bahamas,1962,52.61222,7.82557
Bahamas,1963,46.94612,5.34611
Bahamas,1964,55.50467,10.96886
Bahamas,1965,58.03747,9.93235
Bahamas,1966,59.51794,10.55441
Bahamas,1967,55.92259,9.22716
Bahamas,1968,52.13107,11.40476
Bahamas,1969,56.13693,11.94061
Bahamas,1970,62.55489,20.34451
Bahamas,1971,89.45588,51.83291
Bahamas,1972,82.06126,58.09952
Bahamas,1973,114.04234,78.95812
Bahamas,1974,301.77261,228.27957
Bahamas,1975,480.94931,420.71957
Bahamas,1976,486.59714,466.03021
Bahamas,1977,469.65637,457.31274
Bahamas,1978,378.37817,367.30417
Bahamas,1979,308.34354,332.05032
Bahamas,1980,180.85948,361.56445
Bahamas,1981,192.49283,429.75815
Bahamas,1982,114.20896,285.91968
Bahamas,1983,186.37929,229.0351
Bahamas,1984,200.77065,166.63316
Bahamas,1985,137.5766,113.46793
Bahamas,1986,132.98888,109.26592
Bahamas,1987,112.04644,100.52285
Bahamas,1988,68.97158,76.15849
Bahamas,1989,98.04703,90.97093
Bahamas,1990,73.03443,34.48574
Bahamas,1991,71.47527,30.56221
Bahamas,1992,85.24093,37.23058
Bahamas,1993,105.84541,30.88569
Bahamas,1994,81.2151,19.4214
Bahamas,1995,63.85593,19.2862
Bahamas,1996,105.58409,17.36679
Bahamas,1997,46.59631,14.39488
Bahamas,1998,52.21308,11.10626
Bahamas,1999,53.27084,14.04508
Bahamas,2000,62.1893,15.21838
Bahamas,2001,52.41741,15.30691
Bahamas,2002,84.1005,19.25738
Bahamas,2003,80.23493,22.56496
Bahamas,2004,78.12148,24.42768
Bahamas,2005,119.60309,32.2023
Bahamas,2006,138.6376,27.67728
Bahamas,2007,142.62779,27.85081
Bahamas,2008,168.75822,35.77056
Bahamas,2009,149.38583,29.75409
Bahamas,2010,171.85869,35.16789
Bahamas,2011,171.96742,34.6199
Bahamas,2012,157.93002,34.19741
Bahamas,2013,127.58561,40.18739
Bahamas,2014,142.22667,40.53111
Bahrain,1971,171.12383,154.21129
Bahrain,1972,176.31361,209.19386
Bahrain,1973,140.79878,132.81232
Bahrain,1974,158.40996,177.93617
Bahrain,1975,161.24503,160.20779
Bahrain,1976,164.08528,141.06718
Bahrain,1977,140.41884,127.53404
Bahrain,1978,119.56069,110.74115
Bahrain,1979,119.71336,120.04623
Bahrain,1980,113.37853,117.48502
Bahrain,1981,118.92229,124.25359
Bahrain,1982,99.13283,102.62128
Bahrain,1983,89.47482,84.2051
Bahrain,1984,90.21899,79.30924
Bahrain,1985,86.27927,76.30355
Bahrain,1986,78.79292,75.77757
Bahrain,1987,79.99921,69.43588
Bahrain,1988,71.90969,65.30694
Bahrain,1989,81.10723,70.28976
Bahrain,1990,91.12756,90.736
Bahrain,1991,91.77416,76.10117
Bahrain,1992,95.89536,72.93103
Bahrain,1993,82.9896,71.65019
Bahrain,1994,67.56576,62.00444
Bahrain,1995,63.52202,71.15365
Bahrain,1996,67.07068,75.41879
Bahrain,1997,66.75043,98.11846
Bahrain,1998,57.62896,104.29969
Bahrain,1999,52.68613,98.89004
Bahrain,2000,41.48449,85.23203
Bahrain,2001,41.80384,90.72784
Bahrain,2002,40.84551,87.61466
Bahrain,2003,40.95801,92.6516
Bahrain,2004,39.79364,101.91125
Bahrain,2005,39.55387,99.50073
Bahrain,2006,39.46585,106.76379
Bahrain,2007,40.51555,110.75426
Bahrain,2008,47.60317,112.15176
Bahrain,2009,40.59576,99.42272
Bahrain,2010,45.84065,114.63808
Bahrain,2011,45.22881,115.44078
Bahrain,2012,46.59395,114.94852
Bahrain,2013,42.87347,109.27999
Bahrain,2014,44.43544,109.523
Bangladesh,1972,10.85689,4.17207
Bangladesh,1973,12.27889,4.41489
Bangladesh,1974,8.70284,2.76796
Bangladesh,1975,6.78628,1.68189
Bangladesh,1976,9.29603,3.95755
Bangladesh,1977,11.65509,4.92153
Bangladesh,1978,11.30926,3.86424
Bangladesh,1979,12.3842,4.21471
Bangladesh,1980,14.39273,4.35615
Bangladesh,1981,13.09338,3.90796
Bangladesh,1982,13.05494,4.14598
Bangladesh,1983,13.01081,4.51455
Bangladesh,1984,14.23198,5.01547
Bangladesh,1985,11.33909,4.50385
Bangladesh,1986,11.71281,4.4389
Bangladesh,1987,11.23675,5.26646
Bangladesh,1988,11.41521,5.47257
Bangladesh,1989,12.56923,5.37784
Bangladesh,1990,11.57051,6.04762
Bangladesh,1991,11.05071,6.15377
Bangladesh,1992,11.76592,7.52897
Bangladesh,1993,12.10416,8.02923
Bangladesh,1994,13.5746,9.43014
Bangladesh,1995,17.12202,10.41634
Bangladesh,1996,14.93358,9.17229
Bangladesh,1997,14.5014,9.95152
Bangladesh,1998,14.74501,10.12587
Bangladesh,1999,16.29091,10.04299
Bangladesh,2000,16.86494,11.96525
Bangladesh,2001,16.69071,12.056
Bangladesh,2002,14.34063,11.6651
Bangladesh,2003,16.34825,12.65643
Bangladesh,2004,17.80104,14.3143
Bangladesh,2005,19.94573,14.26262
Bangladesh,2006,22.41131,17.1882
Bangladesh,2007,23.2096,16.61357
Bangladesh,2008,26.01873,16.80963
Bangladesh,2009,21.3253,15.16363
Bangladesh,2010,24.12649,16.04745
Bangladesh,2011,28.13532,18.68635
Bangladesh,2012,25.616,18.8934
Bangladesh,2013,25.03099,18.84088
Bangladesh,2014,24.08248,17.6459
Barbados,1966,62.21683,33.01772
Barbados,1967,58.20058,30.2671
Barbados,1968,60.67007,29.21777
Barbados,1969,63.01522,24.04631
Barbados,1970,76.4799,25.07714
Barbados,1971,64.96741,21.24651
Barbados,1972,60.65559,19.20045
Barbados,1973,59.19332,18.80386
Barbados,1974,59.95506,24.88796
Barbados,1975,53.71205,26.48092
Barbados,1976,54.33891,19.81669
Barbados,1977,55.22652,19.26582
Barbados,1978,56.53259,23.48097
Barbados,1979,63.28545,22.66777
Barbados,1980,50.67953,21.20776
Barbados,1981,51.2282,17.50278
Barbados,1982,47.50431,22.14114
Barbados,1983,50.58646,25.9774
Barbados,1984,48.77169,28.9334
Barbados,1985,43.08538,24.55099
Barbados,1986,37.9341,17.70687
Barbados,1987,30.19333,9.17233
Barbados,1988,31.93846,9.59632
Barbados,1989,33.78735,9.73574
Barbados,1990,34.80673,10.40434
Barbados,1991,34.68805,10.20507
Barbados,1992,28.25554,8.4258
Barbados,1993,27.8205,7.94572
Barbados,1994,28.26135,7.33284
Barbados,1995,33.80063,10.60645
Barbados,1996,34.37006,15.77599
Barbados,1997,39.05308,11.76403
Barbados,1998,35.5528,9.5691
Barbados,1999,36.79172,8.75865
Barbados,2000,37.03732,8.74676
Barbados,2001,34.28943,9.72711
Barbados,2002,33.78357,13.13495
Barbados,2003,36.70534,13.09554
Barbados,2004,42.01252,15.539
Barbados,2005,41.0535,15.33072
Barbados,2006,37.66214,7.5272
Barbados,2007,36.01276,9.28209
Barbados,2008,45.42568,10.46777
Barbados,2009,32.60039,7.71061
Barbados,2010,45.47632,10.63348
Barbados,2011,60.55163,11.5585
Barbados,2012,44.05495,13.1009
Barbados,2013,48.69867,12.97774
Barbados,2014,48.24778,11.18631
Belarus,1992,,20.2423
Belarus,1993,,12.00426
Belarus,1994,34.27456,25.0134
Belarus,1995,41.32287,33.21613
Belarus,1996,47.02416,38.49524
Belarus,1997,61.14927,51.00785
Belarus,1998,56.03917,46.44412
Belarus,1999,54.98,48.73821
Belarus,2000,67.88371,57.56201
Belarus,2001,67.12271,60.35887
Belarus,2002,62.29795,54.95615
Belarus,2003,64.83993,55.78147
Belarus,2004,70.63258,59.42419
Belarus,2005,55.30635,52.88365
Belarus,2006,60.44237,53.37075
Belarus,2007,63.37411,53.61634
Belarus,2008,64.82286,53.61256
Belarus,2009,58.04588,43.24889
Belarus,2010,63.1726,45.78608
Belarus,2011,76.60402,69.33788
Belarus,2012,72.94518,72.35272
Belarus,2013,58.85637,50.79824
Belarus,2014,53.2197,47.36482
Belgium,1835,11.0703,8.84902
Belgium,1836,11.24319,8.69663
Belgium,1837,11.48383,7.42649
Belgium,1838,11.36496,8.85968
Belgium,1839,9.68134,7.44564
Belgium,1840,11.15648,7.57628
Belgium,1841,11.23099,8.27031
Belgium,1842,12.7846,7.94346
Belgium,1843,12.13088,8.96844
Belgium,1844,11.45283,10.11142
Belgium,1845,12.86899,10.28483
Belgium,1846,11.30833,7.74019
Belgium,1847,11.02231,7.82368
Belgium,1848,9.90284,8.22014
Belgium,1849,11.14772,9.65312
Belgium,1850,11.82134,11.18799
Belgium,1851,11.32888,10.39617
Belgium,1852,12.96722,11.1699
Belgium,1853,12.75204,12.59041
Belgium,1854,12.45042,14.10306
Belgium,1855,13.48544,12.06951
Belgium,1856,14.24177,12.09453
Belgium,1857,14.55846,13.87155
Belgium,1858,15.37329,13.31542
Belgium,1859,15.69868,14.38552
Belgium,1860,16.37913,14.90731
Belgium,1861,17.33328,14.12133
Belgium,1862,17.97747,15.33212
Belgium,1863,18.52559,16.04027
Belgium,1864,19.38713,16.79839
Belgium,1865,20.94525,16.65973
Belgium,1866,19.17891,16.50598
Belgium,1867,19.90428,15.33593
Belgium,1868,21.32998,16.20191
Belgium,1869,21.2363,16.25249
Belgium,1870,20.37544,15.27201
Belgium,1871,26.98568,18.7686
Belgium,1872,22.68683,18.51311
Belgium,1873,23.81214,19.3911
Belgium,1874,22.31789,19.2473
Belgium,1875,25.11266,21.16749
Belgium,1876,28.54955,20.96587
Belgium,1877,28.05402,21.28313
Belgium,1878,29.46293,22.25642
Belgium,1879,31.1574,22.47474
Belgium,1880,30.83261,22.31868
Belgium,1881,29.40225,23.63014
Belgium,1882,28.87134,23.81307
Belgium,1883,28.22018,24.42014
Belgium,1884,28.23575,26.48492
Belgium,1885,27.34703,24.36181
Belgium,1886,28.01088,24.79919
Belgium,1887,28.40157,24.60709
Belgium,1888,29.8159,24.16764
Belgium,1889,28.88377,27.0678
Belgium,1890,29.9284,25.72062
Belgium,1891,32.48527,27.41737
Belgium,1892,28.6325,25.52012
Belgium,1893,29.44371,25.34637
Belgium,1894,30.22133,25.02249
Belgium,1895,31.50186,25.97222
Belgium,1896,32.69034,27.00891
Belgium,1897,31.72396,27.3678
Belgium,1898,35.38651,30.92637
Belgium,1899,37.10526,32.00054
Belgium,1900,35.00969,30.38226
Belgium,1901,36.24776,29.83771
Belgium,1902,38.03732,30.76449
Belgium,1903,41.23213,32.75663
Belgium,1904,41.79495,32.79729
Belgium,1905,44.57406,33.90156
Belgium,1906,47.12536,36.89022
Belgium,1907,49.29619,37.20607
Belgium,1908,45.64269,34.38111
Belgium,1909,50.65717,38.42345
Belgium,1910,55.13771,44.05146
Belgium,1911,56.46182,44.83847
Belgium,1912,59.00526,47.02655
Belgium,1913,58.29304,42.97007
Belgium,1920,45.37967,31.07422
Belgium,1921,35.8078,25.55544
Belgium,1922,33.38425,22.66242
Belgium,1923,37.49029,27.61084
Belgium,1924,41.61887,32.57953
Belgium,1925,39.98734,33.11274
Belgium,1926,41.75383,36.20639
Belgium,1927,41.56098,38.07805
Belgium,1928,40.21561,38.82825
Belgium,1929,39.80994,35.62611
Belgium,1930,34.30323,28.85865
Belgium,1931,29.11296,28.15068
Belgium,1932,23.10808,21.3842
Belgium,1933,22.11177,20.72697
Belgium,1934,21.03022,20.68946
Belgium,1935,26.69096,24.67174
Belgium,1936,30.36169,27.61707
Belgium,1937,32.57056,29.79545
Belgium,1938,27.78811,26.10328
Belgium,1939,24.17189,26.76298
Belgium,1946,26.57279,13.86461
Belgium,1947,32.68679,23.55455
Belgium,1948,26.25615,22.05681
Belgium,1949,25.28207,24.80662
Belgium,1950,28.77988,24.29728
Belgium,1951,31.93058,33.15414
Belgium,1952,30.41779,30.28677
Belgium,1953,31.39843,27.13304
Belgium,1954,30.06083,26.69001
Belgium,1955,31.10118,30.24888
Belgium,1956,33.737,32.44947
Belgium,1957,33.13381,30.62494
Belgium,1958,30.10638,29.33016
Belgium,1959,32.13885,30.85273
Belgium,1960,33.78072,32.30285
Belgium,1961,33.88509,31.54802
Belgium,1962,34.19025,32.52182
Belgium,1963,35.62969,33.83096
Belgium,1964,37.17587,34.86568
Belgium,1965,36.95934,36.65151
Belgium,1966,38.44465,36.614
Belgium,1967,35.9697,35.15999
Belgium,1968,39.27377,38.22448
Belgium,1969,42.27157,42.55499
Belgium,1970,42.62912,43.20208
Belgium,1971,42.9881,42.39406
Belgium,1972,41.39206,43.16197
Belgium,1973,45.93952,46.72037
Belgium,1974,53.06386,50.40801
Belgium,1975,46.38768,43.60576
Belgium,1976,49.49939,45.93899
Belgium,1977,48.50882,45.04054
Belgium,1978,47.87148,44.18944
Belgium,1979,52.08966,48.48622
Belgium,1980,56.34377,50.70571
Belgium,1981,58.94803,52.81245
Belgium,1982,62.72021,56.5415
Belgium,1983,62.70379,59.22362
Belgium,1984,66.06503,61.8227
Belgium,1985,64.82523,62.00646
Belgium,1986,58.61664,57.02241
Belgium,1987,57.14346,55.25179
Belgium,1988,59.86328,56.88334
Belgium,1989,63.12633,60.37586
Belgium,1990,60.90183,57.17673
Belgium,1991,59.77286,57.60139
Belgium,1992,57.03529,53.51253
Belgium,1993,50.30477,53.709
Belgium,1994,53.76709,59.25786
Belgium,1995,54.65839,60.96124
Belgium,1996,57.03808,62.10743
Belgium,1997,61.72818,67.48374
Belgium,1998,62.65331,68.48326
Belgium,1999,60.84683,67.09007
Belgium,2000,73.61176,78.43806
Belgium,2001,75.03019,79.07448
Belgium,2002,76.301,82.47962
Belgium,2003,70.51681,78.44775
Belgium,2004,77.09985,83.01975
Belgium,2005,82.24521,86.29564
Belgium,2006,85.78764,89.49373
Belgium,2007,87.32323,91.37286
Belgium,2008,90.1185,91.26827
Belgium,2009,72.92665,76.59539
Belgium,2010,80.34266,82.38803
Belgium,2011,87.94569,87.63789
Belgium,2012,87.57513,86.66756
Belgium,2013,85.83032,86.76746
Belgium,2014,84.34707,86.17075
Belize,1960,82.64322,27.78522
Belize,1961,88.10278,43.38395
Belize,1962,115.82796,28.9099
Belize,1963,66.37014,54.81463
Belize,1964,65.8235,60.50628
Belize,1965,78.77592,48.91448
Belize,1966,69.10677,36.27921
Belize,1967,60.06266,44.97744
Belize,1968,89.33489,49.73037
Belize,1969,164.25574,52.87135
Belize,1970,90.58575,45.46007
Belize,1971,70.90294,52.31617
Belize,1972,60.54583,39.93188
Belize,1973,55.96376,42.57912
Belize,1974,62.56663,52.27369
Belize,1975,74.97482,59.10153
Belize,1976,75.21632,43.81883
Belize,1977,66.84319,46.068
Belize,1978,78.87748,76.99707
Belize,1979,88.09223,60.56456
Belize,1980,69.25751,57.25762
Belize,1981,83.95438,46.90513
Belize,1982,71.40865,51.29261
Belize,1983,58.66508,41.12593
Belize,1984,61.62494,44.19725
Belize,1985,61.25173,43.08821
Belize,1986,53.51942,40.64999
Belize,1987,51.47243,36.35841
Belize,1988,63.48336,39.79765
Belize,1989,59.70513,40.35455
Belize,1990,55.16863,31.72038
Belize,1991,53.88093,25.82039
Belize,1992,53.94634,28.79354
Belize,1993,50.47814,26.88071
Belize,1994,44.62304,32.4322
Belize,1995,44.9014,35.236
Belize,1996,47.34059,39.20947
Belize,1997,44.73967,39.44302
Belize,1998,47.10589,37.90802
Belize,1999,50.06057,51.43794
Belize,2000,53.1902,39.06207
Belize,2001,55.57127,31.39403
Belize,2002,51.39543,22.44564
Belize,2003,55.50058,32.17684
Belize,2004,52.21033,30.98065
Belize,2005,69.11301,29.43648
Belize,2006,60.60263,31.75867
Belize,2007,63.09137,34.01889
Belize,2008,75.24924,36.04512
Belize,2009,61.10323,29.58999
Belize,2010,63.74679,29.54373
Belize,2011,75.08043,34.88619
Belize,2012,87.39807,33.63608
Belize,2013,75.99643,30.88169
Belize,2014,69.75475,26.90706
Benin,1959,12.5289,8.18786
Benin,1960,7.73667,6.76406
Benin,1961,11.92354,6.49218
Benin,1962,10.06619,4.94851
Benin,1963,13.03521,5.51338
Benin,1964,11.45212,6.04109
Benin,1965,11.76233,5.65695
Benin,1966,11.03672,5.34785
Benin,1967,14.5855,5.09369
Benin,1968,15.57199,6.86497
Benin,1969,16.87507,8.21168
Benin,1970,19.05537,9.77946
Benin,1971,23.01081,13.38305
Benin,1972,22.74574,10.18761
Benin,1973,22.12932,11.05326
Benin,1974,26.36775,12.08301
Benin,1975,29.00778,7.3274
Benin,1976,34.23379,6.20253
Benin,1977,38.78124,5.63189
Benin,1978,33.49122,5.68427
Benin,1979,36.26827,5.74802
Benin,1980,38.68314,5.3372
Benin,1981,54.03555,3.13654
Benin,1982,63.701,2.62618
Benin,1983,33.92311,7.4258
Benin,1984,28.84513,15.88713
Benin,1985,37.36071,19.03008
Benin,1986,30.53281,14.07078
Benin,1987,25.96178,16.64093
Benin,1988,28.6524,13.9485
Benin,1989,19.65216,14.51114
Benin,1990,20.90492,14.69414
Benin,1991,23.59198,16.61265
Benin,1992,33.09552,19.76034
Benin,1993,29.51477,16.8824
Benin,1994,31.69894,24.90495
Benin,1995,37.82623,19.35817
Benin,1996,36.85103,22.3623
Benin,1997,41.39829,18.6924
Benin,1998,39.76687,16.57779
Benin,1999,39.24357,15.68897
Benin,2000,48.91619,15.25775
Benin,2001,50.78392,13.95411
Benin,2002,46.64872,14.66654
Benin,2003,40.59628,13.85273
Benin,2004,38.97763,12.57497
Benin,2005,49.19499,12.03726
Benin,2006,70.93155,14.31244
Benin,2007,86.04557,17.53669
Benin,2008,98.30154,17.97691
Benin,2009,85.09583,17.25651
Benin,2010,87.92377,18.38688
Benin,2011,110.42883,16.00673
Benin,2012,72.91279,17.86352
Benin,2013,78.19238,20.85437
Benin,2014,87.8723,20.99307
Bermuda,1960,110.45779,12.19416
