Entity,Year,Cumulative production (LaFond (2017)),Unit cost (LaFond (2017))
Pentaerythritol,1961,711.8,29.17142857
Pentaerythritol,1962,774.2,26.2395087
Pentaerythritol,1963,836.2,24.41658137
Pentaerythritol,1964,905.4,24.81211499
Pentaerythritol,1965,974.7,22.53549696
Pentaerythritol,1966,1044,23.2202381
Pentaerythritol,1967,1124.8,21.8765792
Pentaerythritol,1968,1210.5,21.25865385
Pentaerythritol,1969,1302.9,21.667295
Pentaerythritol,1970,1394.9,20.74412297
Pentaerythritol,1971,1480.1,18.06534824
Pentaerythritol,1972,1568.2,14.05108878
Phenol,1959,5962.7,14.96181631
Phenol,1960,6614.7,14.61758691
Phenol,1961,7345.4,14.79387755
Phenol,1962,8076.7,12.46878199
Phenol,1963,8849.9,9.759467758
Phenol,1964,9734.6,9.977412731
Phenol,1965,10797.4,9.545638945
Phenol,1966,11970.8,9.347222222
Phenol,1967,13260.3,8.587949466
Phenol,1968,14557.5,7.098076923
Phenol,1969,16020.8,7.372290292
Phenol,1970,17657,6.2920434
Phenol,1971,19365.2,5.640584695
Phenol,1972,21332.3,5.42881072
Photovoltaics,1976,0.32,66.10483509
Photovoltaics,1977,0.77,46.44053919
Photovoltaics,1978,1.77,33.28268777
Photovoltaics,1979,3.27,29.69249275
Photovoltaics,1980,6.57,23.75536076
Photovoltaics,1981,11.87,17.91879972
Photovoltaics,1982,19.57,18.03281778
Photovoltaics,1983,34.07,16.84394443
Photovoltaics,1984,51.57,13.71777349
Photovoltaics,1985,70.97,12.49436648
Photovoltaics,1986,91.97,11.688438
Photovoltaics,1987,116.87,9.801145644
Photovoltaics,1988,148.37,9.732873463
Photovoltaics,1989,186.27,9.78995465
Photovoltaics,1990,228.97,10.00979872
Photovoltaics,1991,277.17,9.294041424
Photovoltaics,1992,331.27,8.779085653
Photovoltaics,1993,386.97,7.822745141
Photovoltaics,1994,447.97,7.645051978
Photovoltaics,1995,519.47,7.070296464
Photovoltaics,1996,602.07,5.880830563
Photovoltaics,1997,716.17,5.823568563
Photovoltaics,1998,850.97,4.892791833
Photovoltaics,1999,1026.47,4.479716716
Photovoltaics,2000,1278.47,3.650031142
Photovoltaics,2001,1631.37,3.438769955
Photovoltaics,2002,2136.27,3.514611115
Photovoltaics,2003,2811.57,3.320772752
Photovoltaics,2004,3861.37,3.536793321
Photovoltaics,2005,5269.07,3.580157424
Photovoltaics,2006,7251.47,3.885921402
Photovoltaics,2007,10324.47,3.908058849
Photovoltaics,2008,15816.27,3.558856423
Photovoltaics,2009,23729.27,2.3692676
Photovoltaics,2010,41131.57,1.589153601
Photovoltaics,2011,64710.87,1.441280262
Photovoltaics,2012,90772.67,0.774728408
Photovoltaics,2013,124572.67,0.823302284
Photovoltaics,2014,164472.67,0.71
PhthalicAnhydride,1955,2948.2,21.43784994
PhthalicAnhydride,1956,3279.6,20.2478355
PhthalicAnhydride,1957,3594.8,19.84008307
PhthalicAnhydride,1958,3950.6,20.14285714
PhthalicAnhydride,1959,4251.9,16.58513932
PhthalicAnhydride,1960,4609.8,17.94376278
PhthalicAnhydride,1961,5010.9,17.99693878
PhthalicAnhydride,1962,5390.7,14.27123849
PhthalicAnhydride,1963,5818.1,9.957011259
PhthalicAnhydride,1964,6276.7,9.987679671
PhthalicAnhydride,1965,6834.2,8.542596349
PhthalicAnhydride,1966,7442.5,9.393849206
PhthalicAnhydride,1967,8117.7,11.60447036
PhthalicAnhydride,1968,8845.2,12.04615385
PhthalicAnhydride,1969,9589,10.56738926
PhthalicAnhydride,1970,10349,8.226039783
PhthalicAnhydride,1971,11083,6.283748925
PhthalicAnhydride,1972,11877.4,5.845896147
PolyesterFiber,1960,290.6,128.797546
PolyesterFiber,1961,392.7,120.4459184
PolyesterFiber,1962,493.7,116.6601842
PolyesterFiber,1963,642.4,116.6601842
PolyesterFiber,1964,849.5,100.6190965
PolyesterFiber,1965,1096,85.20791075
PolyesterFiber,1966,1474.5,81.37202381
PolyesterFiber,1967,1973.7,56.34013605
PolyesterFiber,1968,2682.1,52.86730769
PolyesterFiber,1969,3762.9,42.4269557
PolyesterFiber,1970,5065,37.08679928
PolyesterFiber,1971,6530.4,32.68787618
PolyesterFiber,1972,8349.8,30.16499162
PolyethyleneHD,1958,745,34.42752868
PolyethyleneHD,1959,815.5,34.07223942
PolyethyleneHD,1960,930.9,33.38957055
PolyethyleneHD,1961,1155.4,32.49897959
PolyethyleneHD,1962,1442.1,31.5087001
PolyethyleneHD,1963,1865.8,23.98157625
PolyethyleneHD,1964,2381.7,21.24948665
PolyethyleneHD,1965,3040,18.72920892
PolyethyleneHD,1966,3824.4,17.42757937
PolyethyleneHD,1967,4734.7,16.41885326
PolyethyleneHD,1968,5816.9,14.92115385
PolyethyleneHD,1969,7078.2,14.35061263
PolyethyleneHD,1970,8687.8,12.49367089
PolyethyleneHD,1971,10292.3,10.27773001
PolyethyleneHD,1972,12182.1,9.80318258
PolyethyleneLD,1958,2365,33.37643379
PolyethyleneLD,1959,3159.3,33.03199174
PolyethyleneLD,1960,4238.9,28.65235174
PolyethyleneLD,1961,5351.6,23.52857143
PolyethyleneLD,1962,6671.2,21.2691914
PolyethyleneLD,1963,8263.7,18.60184237
PolyethyleneLD,1964,10008.7,17.05338809
PolyethyleneLD,1965,12003.8,17.06592292
PolyethyleneLD,1966,14266.7,17.15079365
PolyethyleneLD,1967,16914.3,14.31681244
PolyethyleneLD,1968,19630.7,11.66730769
PolyethyleneLD,1969,22937.2,11.4137606
PolyethyleneLD,1970,26817.5,11.36166365
PolyethyleneLD,1971,31057.1,10.85898538
PolyethyleneLD,1972,35548.6,10.20268007
Polystyrene,1944,21,0.55
Polystyrene,1945,32,0.52
Polystyrene,1946,55,0.45
Polystyrene,1947,128,0.41
Polystyrene,1948,230,0.335
Polystyrene,1949,370,0.395
Polystyrene,1950,560,0.425
Polystyrene,1951,800,0.415
Polystyrene,1952,1050,0.41
Polystyrene,1953,1300,0.4
Polystyrene,1954,1550,0.395
Polystyrene,1955,1775,0.365
Polystyrene,1956,2075,0.335
Polystyrene,1957,2450,0.295
Polystyrene,1958,2750,0.28
Polystyrene,1959,2975,0.24
Polystyrene,1960,3450,0.245
Polystyrene,1961,3725,0.2
Polystyrene,1962,4100,0.195
Polystyrene,1963,4550,0.17
Polystyrene,1964,5150,0.155
Polystyrene,1965,5700,0.15
Polystyrene,1966,6500,0.157
Polystyrene,1967,7300,0.145
Polystyrene,1968,8200,0.128
Polyvinylchloride,1947,367,0.469
Polyvinylchloride,1948,503,0.465
Polyvinylchloride,1949,676,0.493
Polyvinylchloride,1950,903,0.462
Polyvinylchloride,1951,1228,0.456
Polyvinylchloride,1952,1639,0.446
Polyvinylchloride,1953,1995,0.442
Polyvinylchloride,1954,2430,0.424
Polyvinylchloride,1955,2826,0.374
Polyvinylchloride,1956,3353,0.341
Polyvinylchloride,1957,3990,0.298
Polyvinylchloride,1958,4679,0.27
Polyvinylchloride,1959,5336,0.246
Polyvinylchloride,1960,6241,0.223
Polyvinylchloride,1961,7177,0.182
Polyvinylchloride,1962,8154,0.17
Polyvinylchloride,1963,9369,0.168
Polyvinylchloride,1964,10755,0.156
Polyvinylchloride,1965,12392,0.154
Polyvinylchloride,1966,14229,0.141
Polyvinylchloride,1967,16389,0.128
Polyvinylchloride,1968,18531,0.123
PrimaryAluminum,1930,1183.5,0.483
PrimaryAluminum,1931,1298.5,0.473
PrimaryAluminum,1932,1387.5,0.58
PrimaryAluminum,1933,1439.5,0.593
PrimaryAluminum,1934,1482.5,0.511
PrimaryAluminum,1935,1519.5,0.481
PrimaryAluminum,1936,1579.5,0.48
PrimaryAluminum,1937,1691.5,0.451
PrimaryAluminum,1938,1837.5,0.456
PrimaryAluminum,1939,1980.5,0.463
PrimaryAluminum,1940,2144.5,0.426
PrimaryAluminum,1941,2350.5,0.35
PrimaryAluminum,1942,2659.5,0.283
PrimaryAluminum,1943,3180.5,0.264
PrimaryAluminum,1944,4100.5,0.258
PrimaryAluminum,1945,4876.5,0.251
PrimaryAluminum,1946,5371.5,0.225
PrimaryAluminum,1947,5781.5,0.201
PrimaryAluminum,1948,6353.5,0.198
PrimaryAluminum,1949,6976.5,0.215
PrimaryAluminum,1950,7579.5,0.221
PrimaryAluminum,1951,8298.5,0.222
PrimaryAluminum,1952,9135.5,0.222
PrimaryAluminum,1953,10072.5,0.237
PrimaryAluminum,1954,11324.5,0.243
PrimaryAluminum,1955,12785.5,0.26
PrimaryAluminum,1956,14351.5,0.277
PrimaryAluminum,1957,16030.5,0.282
PrimaryAluminum,1958,17678.5,0.269
PrimaryAluminum,1959,19244.5,0.265
PrimaryAluminum,1960,21198.5,0.252
PrimaryAluminum,1961,23212.5,0.215
PrimaryAluminum,1962,25116.5,0.226
PrimaryAluminum,1963,27234.5,0.211
PrimaryAluminum,1964,29234.5,0.218
PrimaryAluminum,1965,32100.5,0.221
PrimaryAluminum,1966,34854.5,0.215
PrimaryAluminum,1967,37882.5,0.213
PrimaryAluminum,1968,41091,0.21
PrimaryMagnesium,1930,2760,0.974
PrimaryMagnesium,1931,3347,0.67
PrimaryMagnesium,1932,3847,0.746
PrimaryMagnesium,1933,4347,0.763
PrimaryMagnesium,1934,5347,0.711
PrimaryMagnesium,1935,7347,0.704
PrimaryMagnesium,1936,9347,0.702
PrimaryMagnesium,1937,11347,0.674
PrimaryMagnesium,1938,13617,0.683
PrimaryMagnesium,1939,16027,0.625
PrimaryMagnesium,1940,21352,0.615
PrimaryMagnesium,1941,27613,0.477
PrimaryMagnesium,1942,43908,0.424
PrimaryMagnesium,1943,92871,0.361
PrimaryMagnesium,1944,276455,0.352
PrimaryMagnesium,1945,433555,0.343
PrimaryMagnesium,1946,466374,0.307
PrimaryMagnesium,1947,471664,0.275
PrimaryMagnesium,1948,484008,0.258
PrimaryMagnesium,1949,494011,0.259
PrimaryMagnesium,1950,505609,0.274
PrimaryMagnesium,1951,521335,0.286
PrimaryMagnesium,1952,562261,0.28
PrimaryMagnesium,1953,668037,0.301
PrimaryMagnesium,1954,761112,0.301
PrimaryMagnesium,1955,830841,0.324
PrimaryMagnesium,1956,891976,0.361
PrimaryMagnesium,1957,960332,0.362
PrimaryMagnesium,1958,1041585,0.352
PrimaryMagnesium,1959,1071681,0.347
PrimaryMagnesium,1960,1102714,0.341
PrimaryMagnesium,1961,1142784,0.337
PrimaryMagnesium,1962,1183529,0.333
PrimaryMagnesium,1963,1252484,0.329
PrimaryMagnesium,1964,1328329,0.323
PrimaryMagnesium,1965,1407817,0.318
PrimaryMagnesium,1966,1489178,0.309
PrimaryMagnesium,1967,1568972,0.306
PrimaryMagnesium,1968,1666000,0.296
RefinedCaneSugar,1936,610,0.1118
RefinedCaneSugar,1937,618,0.1087
RefinedCaneSugar,1938,625,0.1022
RefinedCaneSugar,1939,637,0.1088
RefinedCaneSugar,1940,647,0.0995
RefinedCaneSugar,1941,655,0.1059
RefinedCaneSugar,1942,667,0.1056
RefinedCaneSugar,1943,675,0.0988
RefinedCaneSugar,1944,684,0.0957
RefinedCaneSugar,1945,695,0.0924
RefinedCaneSugar,1946,705,0.0967
RefinedCaneSugar,1947,711,0.1108
RefinedCaneSugar,1948,723,0.097
RefinedCaneSugar,1949,734,0.1004
RefinedCaneSugar,1950,745,0.0995
RefinedCaneSugar,1951,755,0.0978
RefinedCaneSugar,1952,766,0.0984
RefinedCaneSugar,1953,779,0.0985
RefinedCaneSugar,1954,792,0.0972
RefinedCaneSugar,1955,804,0.0947
RefinedCaneSugar,1956,817,0.0935
RefinedCaneSugar,1957,826,0.094
RefinedCaneSugar,1958,838,0.0925
RefinedCaneSugar,1959,853,0.0916
RefinedCaneSugar,1960,864,0.091
RefinedCaneSugar,1961,878,0.09
RefinedCaneSugar,1962,890,0.091
RefinedCaneSugar,1963,908,0.1115
RefinedCaneSugar,1964,916,0.0977
RefinedCaneSugar,1965,930,0.0923
RefinedCaneSugar,1966,946,0.0913
RefinedCaneSugar,1967,957,0.0901
RefinedCaneSugar,1968,975,0.0886
Sodium,1957,6481.2,17.38629283
Sodium,1958,6747.2,17.28571429
Sodium,1959,6967.8,17.15892673
Sodium,1960,7191.8,16.66359918
Sodium,1961,7419.4,16.56326531
Sodium,1962,7637.6,16.9160696
Sodium,1963,7875.8,16.86591607
Sodium,1964,8127,16.93429158
Sodium,1965,8405.6,15.99188641
Sodium,1966,8708.8,15.22619048
Sodium,1967,9038.6,14.9154519
Sodium,1968,9367.6,14.86153846
Sodium,1969,9680.4,14.95098963
Sodium,1970,10009.8,14.41500904
Sodium,1971,10352.2,13.97076526
Sodium,1972,10658.4,14.22026801
SodiumChlorate,1958,618.1,8.541188738
SodiumChlorate,1959,685.3,8.40247678
SodiumChlorate,1960,773.6,8.258691207
SodiumChlorate,1961,865.2,8.308163265
SodiumChlorate,1962,968.4,8.21801433
SodiumChlorate,1963,1080.2,8.103377687
SodiumChlorate,1964,1204.5,8.087268994
SodiumChlorate,1965,1340.8,7.411764706
SodiumChlorate,1966,1475.1,6.639880952
SodiumChlorate,1967,1629.3,6.003887269
SodiumChlorate,1968,1784.8,5.730769231
SodiumChlorate,1969,1952.2,5.770970782
SodiumChlorate,1970,2139.4,5.608499096
SodiumChlorate,1971,2337.1,5.39810834
SodiumChlorate,1972,2532.9,5.358458961
Styrene,1958,9117.3,12.41397289
Styrene,1959,10341,11.92363261
Styrene,1960,11912.3,11.6605317
Styrene,1961,13656.9,10.89387755
Styrene,1962,15418.5,10.25997953
Styrene,1963,17360.7,9.481064483
Styrene,1964,19515.1,8.31724846
Styrene,1965,22086.5,7.737322515
Styrene,1966,24950.8,7.965277778
Styrene,1967,28142.2,7.496598639
Styrene,1968,31420.3,6.435576923
Styrene,1969,35118.2,5.982092366
Styrene,1970,39766.1,5.849005425
Styrene,1971,44101.4,5.175408426
Styrene,1972,48783,4.781407035
TitaniumSponge,1951,58,5.84
TitaniumSponge,1952,558,5.72
TitaniumSponge,1953,1633,5.66
TitaniumSponge,1954,3874,5.58
TitaniumSponge,1955,9244,4.44
TitaniumSponge,1956,16644,3.39
TitaniumSponge,1957,31244,2.53
TitaniumSponge,1958,48494,2.02
TitaniumSponge,1959,52994,1.7
TitaniumSponge,1960,56892,1.55
TitaniumSponge,1961,62203,1.4
TitaniumSponge,1962,68930,1.3
TitaniumSponge,1963,75660,1.23
TitaniumSponge,1964,83539,1.21
TitaniumSponge,1965,91539,1.19
TitaniumSponge,1966,100689,1.16
TitaniumSponge,1967,116789,1.12
TitaniumSponge,1968,136000,1.08
Transistor,1968,0,4.678589286
Transistor,1969,2,3.567396669
Transistor,1970,5,2.155532171
Transistor,1971,10,1.103027409
Transistor,1972,19,0.589689161
Transistor,1973,39,0.32748535
Transistor,1974,89,0.195507392
Transistor,1975,179,0.065019757
Transistor,1976,379,0.032767453
Transistor,1977,879,0.018281466
Transistor,1978,1879,0.010952251
Transistor,1979,3879,0.005058634
Transistor,1980,8879,0.002938864
Transistor,1981,18879,0.001370008
Transistor,1982,38879,0.000668019
Transistor,1983,78879,0.00048377
Transistor,1984,148879,0.000437762
Transistor,1985,258879,0.000197308
Transistor,1986,458879,0.000140079
Transistor,1987,808879,9.84E-05
Transistor,1988,1408879,7.59E-05
Transistor,1989,2408879,3.91E-05
Transistor,1990,4408879,2.24E-05
Transistor,1991,7523761.151,1.50E-05
Transistor,1992,12405981.64,1.04E-05
Transistor,1993,19916726.54,9.04E-06
Transistor,1994,30846856.92,7.63E-06
Transistor,1995,47566383.91,6.70E-06
Transistor,1996,74025479.71,4.20E-06
Transistor,1997,111869568.4,2.37E-06
Transistor,1998,179269568.4,1.17E-06
Transistor,1999,301269568.4,8.32E-07
Transistor,2000,508269568.4,6.67E-07
Transistor,2001,855269568.4,2.87E-07
Transistor,2002,1388269568,1.95E-07
Transistor,2003,2164269568,1.49E-07
Transistor,2004,3374269568,1.14E-07
Transistor,2005,5694269568,4.60E-08
Urea,1961,4988,4.389795918
Urea,1962,5903,4.451381781
Urea,1963,6932,4.411463664
Urea,1964,8038,4.372689938
Urea,1965,9282,4.096348884
Urea,1966,10677,4.128968254
Urea,1967,12449,3.537414966
Urea,1968,14629,2.970192308
Urea,1969,17065,2.374175306
Urea,1970,20041,2.604882459
Urea,1971,23291,2.442820292
Urea,1972,26472,2.211892797
VinylAcetate,1960,1904,15.67791411
VinylAcetate,1961,2155,15.03265306
VinylAcetate,1962,2433,14.24257932
VinylAcetate,1963,2751,13.5209826
VinylAcetate,1964,3156,11.68583162
VinylAcetate,1965,3596,10.89249493
VinylAcetate,1966,4108,10.61210317
VinylAcetate,1967,4714,10.85228377
VinylAcetate,1968,5317,10.22403846
VinylAcetate,1969,6035,9.372290292
VinylAcetate,1970,6765,7.692585895
VinylAcetate,1971,7568,6.705932932
VinylAcetate,1972,8499,5.845896147
VinylChloride,1962,8773,7.654042989
VinylChloride,1963,10085,7.144319345
VinylChloride,1964,11520,6.516427105
VinylChloride,1965,13135,6.216024341
VinylChloride,1966,15135,5.882936508
VinylChloride,1967,17635,5.121477162
VinylChloride,1968,20059,4.396153846
VinylChloride,1969,23028,4.119698398
VinylChloride,1970,26764,3.561482821
VinylChloride,1971,30804,3.5855546
VinylChloride,1972,35140,3.325795645
Wheat,1867,170,79.36507937
Wheat,1868,381,77.51937984
Wheat,1869,627,72.99270073
Wheat,1870,917,82.6446281
Wheat,1871,1171,81.96721311
Wheat,1872,1443,84.74576271
Wheat,1873,1714,77.51937984
Wheat,1874,2036,76.92307692
Wheat,1875,2392,90.09009009
Wheat,1876,2706,91.74311927
Wheat,1877,3015,70.92198582
Wheat,1878,3411,74.07407407
Wheat,1879,3860,76.92307692
Wheat,1880,4319,75.75757576
Wheat,1881,4821,90.90909091
Wheat,1882,5227,66.22516556
Wheat,1883,5779,81.30081301
Wheat,1884,6218,67.56756757
Wheat,1885,6789,87.71929825
Wheat,1886,7189,70.92198582
Wheat,1887,7703,75.18796992
Wheat,1888,8194,82.6446281
Wheat,1889,8618,71.42857143
Wheat,1890,9122,81.96721311
Wheat,1891,9571,60.60606061
Wheat,1892,10249,70.42253521
Wheat,1893,10861,80.64516129
Wheat,1894,11367,74.07407407
Wheat,1895,11909,71.94244604
Wheat,1896,12451,78.125
Wheat,1897,12974,71.42857143
Wheat,1898,13580,65.78947368
Wheat,1899,14348,80
Wheat,1900,15003,81.96721311
Wheat,1901,15602,66.66666667
Wheat,1902,16365,67.11409396
Wheat,1903,17052,72.99270073
Wheat,1904,17715,77.51937984
Wheat,1905,18271,65.78947368
Wheat,1906,18977,62.5
Wheat,1907,19718,70.42253521
Wheat,1908,20347,69.93006993
Wheat,1909,20990,64.51612903
Wheat,1910,21674,72.99270073
Wheat,1911,22299,80.64516129
Wheat,1912,22917,66.22516556
Wheat,1913,23647,69.44444444
Wheat,1914,24398,62.11180124
Wheat,1915,25295,59.88023952
Wheat,1916,26304,84.03361345
Wheat,1917,26939,75.75757576
Wheat,1918,27559,67.56756757
Wheat,1919,28463,77.51937984
Wheat,1920,29415,74.07407407
Wheat,1921,30258,78.74015748
Wheat,1922,31077,72.46376812
Wheat,1923,31924,75.18796992
Wheat,1924,32683,62.5
Wheat,1925,33525,78.125
Wheat,1926,34194,68.02721088
Wheat,1927,35026,68.02721088
Wheat,1928,35901,64.93506494
Wheat,1929,36815,76.92307692
Wheat,1930,37639,70.42253521
Wheat,1931,38526,61.34969325
Wheat,1932,39468,76.33587786
Wheat,1933,40224,89.28571429
Wheat,1934,40776,82.6446281
Wheat,1935,41302,81.96721311
Wheat,1936,41930,78.125
Wheat,1937,42560,73.52941176
Wheat,1938,43434,75.18796992
Wheat,1939,44354,70.92198582
Wheat,1940,45095,65.35947712
Wheat,1941,45910,59.52380952
Wheat,1942,46852,51.28205128
Wheat,1943,47821,60.97560976
Wheat,1944,48665,56.49717514
Wheat,1945,49725,58.82352941
Wheat,1946,50833,58.13953488
Wheat,1947,51985,54.94505495
Wheat,1948,53344,55.86592179
Wheat,1949,54639,68.96551724
Wheat,1950,55737,60.60606061
Wheat,1951,56756,62.5
Wheat,1952,57744,54.34782609
Wheat,1953,59050,57.80346821
Wheat,1954,60223,55.24861878
Wheat,1955,61207,50.50505051
Wheat,1956,62144,49.5049505
Wheat,1957,63149,45.87155963
Wheat,1958,64105,36.36363636
Wheat,1959,65562,46.2962963
Wheat,1960,66680,38.31417625
Wheat,1961,68034.7,41.84100418
Wheat,1962,69267.1,40
Wheat,1963,70359.1,39.68253968
Wheat,1964,71505.9,38.75968992
Wheat,1965,72789.3,37.73584906
Wheat,1966,74104.9,38.02281369
Wheat,1967,75409.8,38.02281369
Wheat,1968,76917.4,35.21126761
Wheat,1969,78474,32.67973856
Wheat,1970,79916.7,32.25806452
Wheat,1971,81268.3,29.49852507
Wheat,1972,82886.9,30.58103976
Wheat,1973,84433.1,31.64556962
Wheat,1974,86143.9,36.63003663
Wheat,1975,87925.8,32.67973856
Wheat,1976,90052.73,33.00330033
Wheat,1977,92201.51,32.5732899
Wheat,1978,94247.04,31.84713376
Wheat,1979,96022.56,29.3255132
Wheat,1980,98156.62,29.85074627
Wheat,1981,100537.55,28.9017341
Wheat,1982,103322.91,28.16901408
Wheat,1983,106087.88,25.38071066
Wheat,1984,108507.7,25.77319588
Wheat,1985,111102.48,26.66666667
Wheat,1986,113526.6,29.06976744
Wheat,1987,115617.17,26.52519894
Wheat,1988,117724.86,29.3255132
Wheat,1989,119537.06,30.58103976
Wheat,1990,121573.68,25.3164557
Wheat,1991,124303.46,29.15451895
Wheat,1992,126283.6,25.44529262
Wheat,1993,128750.4,26.17801047
Wheat,1994,131146.84,26.59574468
Wheat,1995,133467.82,27.93296089
Wheat,1996,135650.53,27.54820937
Wheat,1997,137927.92,25.3164557
Wheat,1998,140409.39,23.14814815
Wheat,1999,142956.71,23.41920375
Wheat,2000,145252.27,23.80952381
Wheat,2001,147480.43,24.87562189
Wheat,2002,149427.88,28.57142857
Wheat,2003,151033.76,22.62443439
Wheat,2004,153378.18,23.14814815
Wheat,2005,155534.97,23.80952381
Wheat,2006,157638.3,25.90673575
Wheat,2007,159446.72,24.87562189
Wheat,2008,161497.81,22.27171492
WindTurbine,1982,10,11075
WindTurbine,1983,15,11451
WindTurbine,1984,40,10811
WindTurbine,1985,156,10199
WindTurbine,1986,399,9576
WindTurbine,1987,611,8485
WindTurbine,1988,699,7722
WindTurbine,1989,801,7614
WindTurbine,1990,937,7928
WindTurbine,1991,1099,8152
WindTurbine,1992,1265,7456
WindTurbine,1993,1431,7033
WindTurbine,1994,1641,6644
WindTurbine,1995,2027,6100
WindTurbine,1996,2601,5946
WindTurbine,1997,3327,6041
WindTurbine,1998,4295,5958
WindTurbine,1999,5511,5702
WindTurbine,2000,7710,5563
