Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
Switzerland,1996,0.19560,23.61290,0.80658,27.06964
Switzerland,1997,0.22561,25.95949,1.34102,30.37806
Switzerland,1998,0.24249,26.63834,1.43673,29.55123
Switzerland,1999,0.22387,27.05539,1.37349,30.17435
Switzerland,2000,0.27448,30.14962,0.50193,32.50396
Taiwan,1962,0.28572,13.31751,0.71241,17.90117
Taiwan,1963,0.26224,14.26350,1.09047,23.26190
Taiwan,1964,1.01569,13.81907,1.18978,22.68538
Taiwan,1965,0.85657,16.13806,1.15087,20.71382
Taiwan,1966,0.75548,16.84449,0.90295,18.57419
Taiwan,1967,0.67328,20.39907,0.85239,19.33025
Taiwan,1968,0.80544,18.84857,0.60716,21.42205
Taiwan,1969,0.70691,22.52892,0.54117,22.61287
Taiwan,1970,0.64737,25.58211,0.62322,23.68351
Taiwan,1971,0.79363,26.12783,0.97258,27.47405
Taiwan,1972,0.64438,66.91499,0.70363,18.40428
Taiwan,1973,1.01215,83.63941,0.68194,23.57637
Taiwan,1974,0.70153,146.62186,1.19034,37.01222
Taiwan,1975,0.65866,139.80402,1.19820,34.09393
Taiwan,1976,0.64826,105.20814,0.75132,40.03607
Taiwan,1977,0.37850,32.20982,0.71990,41.11948
Taiwan,1978,0.19195,28.03075,0.80067,40.20019
Taiwan,1979,0.76735,39.13959,1.17995,47.05685
Taiwan,1980,0.58511,42.02415,1.01885,44.45644
Taiwan,1981,0.44147,35.45629,0.97377,43.23284
Taiwan,1982,0.24487,31.08109,1.00018,41.77296
Taiwan,1983,0.12510,24.14521,0.23301,39.94669
Taiwan,1984,0.22720,30.38243,0.47615,49.58118
Taiwan,1985,0.26445,27.16923,0.54234,50.52662
Taiwan,1986,0.37939,27.08716,0.60756,51.22103
Taiwan,1987,0.30867,29.03770,0.55502,52.67633
Taiwan,1988,0.29447,33.34228,0.69065,50.12520
Taiwan,1989,0.31769,29.26098,0.78940,42.94254
Taiwan,1990,0.28577,28.18551,0.82915,40.42500
Taiwan,1991,0.50162,32.17925,0.68059,41.59839
Taiwan,1992,0.46411,30.94638,0.62667,37.57523
Taiwan,1993,0.52182,31.28488,0.60561,39.26379
Taiwan,1994,0.59771,31.56644,0.66870,39.61300
Taiwan,1995,0.65210,35.28074,0.76680,42.12989
Taiwan,1996,0.69240,33.05470,0.80206,41.84345
Taiwan,1997,0.94488,35.41356,0.85328,41.56066
Taiwan,1998,1.04476,34.96854,0.75417,42.59251
Taiwan,1999,1.02790,33.87144,0.78837,42.89328
Taiwan,2000,1.44280,38.91975,0.71189,48.38886
Tajikistan,1992,,20.04428,,16.09726
Tajikistan,1993,0.23299,14.75643,0.11390,19.33117
Tajikistan,1994,0.08693,9.89673,0.30418,34.45271
Tajikistan,1995,1.57517,26.95395,0.80574,42.67381
Tajikistan,1996,0.45766,28.28463,0.07787,30.11651
Tajikistan,1997,1.01912,26.46861,0.02238,28.93255
Tajikistan,1998,0.56517,16.84159,0.35076,20.28590
Tajikistan,1999,0.30198,17.64161,0.39606,23.34856
Tajikistan,2000,0.19696,19.56042,0.18801,45.77057
Tanzania,1962,0.62034,5.01987,1.38944,9.35451
Tanzania,1963,0.59192,5.71590,1.28372,9.69985
Tanzania,1964,0.41147,5.15179,0.80610,9.83116
Tanzania,1965,0.62385,4.97375,1.25858,8.97296
Tanzania,1966,0.61225,5.66523,1.05578,9.68342
Tanzania,1967,0.63911,5.43233,1.02543,8.87175
Tanzania,1968,0.52494,6.11748,0.91546,8.80324
Tanzania,1969,0.44542,5.47618,1.22150,8.02114
Tanzania,1970,0.52878,10.31385,1.06934,8.00230
Tanzania,1971,0.37955,12.43529,1.19973,6.61674
Tanzania,1972,0.27432,11.59428,1.20647,7.05789
Tanzania,1973,0.27932,12.10576,1.30784,7.67886
Tanzania,1974,0.52483,17.41392,1.14624,7.91542
Tanzania,1975,0.56390,14.10493,0.86615,5.64264
Tanzania,1976,2.19869,9.78790,1.51988,7.51975
Tanzania,1977,1.03792,8.57087,1.16906,7.15938
Tanzania,1978,0.10823,10.76644,0.08032,5.53406
Tanzania,1979,0.87420,11.25623,1.12580,5.92885
Tanzania,1980,0.63981,10.61506,0.66690,4.85384
Tanzania,1981,0.06021,6.51228,0.06580,3.64411
Tanzania,1982,0.03580,5.87066,0.04823,2.95408
Tanzania,1983,0.02242,4.13960,0.03383,2.88355
Tanzania,1984,0.09618,5.15012,0.34907,3.43285
Tanzania,1985,0.18013,4.52322,0.19204,2.57831
Tanzania,1986,0.48744,6.42296,0.49844,4.60887
Tanzania,1987,0.98061,10.98850,0.68252,5.56389
Tanzania,1988,0.45319,9.74613,0.72454,4.81287
Tanzania,1989,0.36626,9.37747,0.54423,5.61488
Tanzania,1990,0.46421,11.08970,0.81799,4.96770
Tanzania,1991,0.82015,9.07990,0.73791,4.12588
Tanzania,1992,1.31107,12.99258,0.88568,4.97896
Tanzania,1993,1.08354,12.30394,1.32204,5.72118
Tanzania,1994,1.10392,11.68945,1.08729,5.58986
Tanzania,1995,1.20058,13.00380,1.53845,6.57344
Tanzania,1996,0.87064,9.15415,0.97066,5.69729
Tanzania,1997,0.83470,8.78885,0.78901,4.44687
Tanzania,1998,0.89724,7.49902,1.14189,3.76070
Tanzania,1999,0.70083,7.32096,1.11782,3.16043
Tanzania,2000,0.12230,6.01457,0.10380,3.65213
Thailand,1962,0.31889,15.41066,0.31754,12.68411
Thailand,1963,0.16347,16.33868,0.21381,12.11629
Thailand,1964,0.34416,16.82049,0.76207,13.14392
Thailand,1965,0.32445,17.05497,1.86662,12.28227
Thailand,1966,0.22689,22.32495,2.29180,10.67145
Thailand,1967,0.39794,18.10576,1.26113,10.69867
Thailand,1968,0.32459,18.14216,0.98384,10.53257
Thailand,1969,0.30186,18.75952,0.65140,9.56014
Thailand,1970,0.24211,16.57686,0.29174,9.22740
Thailand,1971,0.21866,15.92974,0.89182,9.57298
Thailand,1972,0.24405,16.65106,1.35707,10.66182
Thailand,1973,0.23470,17.37382,0.65144,11.74330
Thailand,1974,0.28250,21.34859,0.70650,15.89655
Thailand,1975,0.31737,20.05545,1.20345,13.83995
Thailand,1976,0.43603,18.93328,0.81074,15.43185
Thailand,1977,0.42768,21.22283,0.88764,15.40781
Thailand,1978,0.28793,20.30187,0.40637,15.07681
Thailand,1979,0.46380,23.74849,0.64616,17.71229
Thailand,1980,0.60914,26.63116,0.67170,17.66672
Thailand,1981,0.40192,26.45880,0.80455,17.26347
Thailand,1982,0.31839,21.60968,0.96643,16.71642
Thailand,1983,0.39903,23.62487,0.93287,13.92747
Thailand,1984,0.30907,22.76197,1.48841,15.22521
Thailand,1985,0.52875,20.80698,0.99088,16.51770
Thailand,1986,0.59828,18.70068,1.03333,19.04725
Thailand,1987,0.85920,22.65862,1.08270,21.50040
Thailand,1988,1.02014,29.43605,1.23418,23.76975
Thailand,1989,0.99212,31.96832,1.12039,25.52823
Thailand,1990,1.14528,35.43003,0.94546,25.09753
Thailand,1991,1.53379,34.51708,0.94906,26.89645
Thailand,1992,0.91345,33.26724,0.96933,27.19109
Thailand,1993,0.98552,33.81780,1.09785,26.87959
Thailand,1994,1.01949,35.23732,1.24781,28.77365
Thailand,1995,1.19755,39.60833,1.55898,30.11098
Thailand,1996,1.08731,37.22003,1.33224,30.01550
Thailand,1997,1.27728,38.81477,1.79032,38.01888
Thailand,1998,1.37757,34.10928,2.34185,47.64529
Thailand,1999,1.57262,36.00309,2.37806,46.56855
Thailand,2000,2.06147,43.61846,2.51115,55.26767
Togo,1962,1.83350,13.40285,3.98167,11.47592
Togo,1963,2.27736,13.12052,1.13580,12.86370
Togo,1964,1.68742,18.57537,0.35680,17.10171
Togo,1965,1.45234,18.26870,0.49429,15.80428
Togo,1966,1.67147,16.73552,0.88864,16.74885
Togo,1967,1.59121,14.97683,0.65634,13.88782
Togo,1968,1.23017,15.43833,0.58016,18.15927
Togo,1969,1.25082,16.68791,0.69605,20.91059
Togo,1970,1.92010,20.99645,0.70564,23.77140
Togo,1971,1.34816,20.71375,1.19531,19.83821
Togo,1972,1.16292,22.11585,0.75647,16.60553
Togo,1973,1.01177,22.68815,0.69292,18.76266
Togo,1974,0.77960,19.76692,0.76707,39.25211
Togo,1975,0.93090,26.47483,0.71860,25.55829
Togo,1976,1.02568,30.17918,0.55062,25.97849
Togo,1977,0.90500,38.93034,0.32427,25.48636
Togo,1978,0.07002,48.32328,0.04018,21.60415
Togo,1979,0.96016,42.29406,0.65804,22.25397
Togo,1980,0.40545,38.50993,0.54370,23.44293
Togo,1981,2.18596,41.77461,2.72648,22.00151
Togo,1982,0.56461,47.81751,0.25124,18.63491
Togo,1983,1.05067,57.02783,0.00041,20.65180
Togo,1984,1.14386,33.45844,1.15174,26.86811
Togo,1985,2.30914,34.49624,1.22997,23.56462
Togo,1986,1.41618,33.45919,0.92177,21.55145
Togo,1987,0.54455,30.54522,0.88192,15.29487
Togo,1988,0.79360,29.09773,1.47935,14.03711
Togo,1989,0.47839,34.70390,1.79635,15.67154
Togo,1990,0.91648,26.77266,1.97489,10.65491
Togo,1991,0.81398,26.79954,1.40925,12.13529
Togo,1992,1.18169,27.89681,0.58480,9.62603
Togo,1993,0.44946,20.92557,1.22705,8.16928
Togo,1994,2.37307,29.61175,1.64506,17.66970
Togo,1995,2.49875,32.29043,1.26213,16.93355
Togo,1996,1.97133,24.55059,1.13360,14.83244
Togo,1997,2.24906,27.62938,2.41910,16.06986
Togo,1998,1.93663,29.09315,1.76537,15.29600
Togo,1999,1.35799,29.62576,2.32854,12.75971
Togo,2000,0.45018,33.80881,0.94998,10.79121
Trinidad and Tobago,1962,0.16637,39.25129,0.10625,36.86981
Trinidad and Tobago,1963,0.12518,43.36733,0.08557,42.88429
Trinidad and Tobago,1964,0.15722,40.44110,0.05892,39.82974
Trinidad and Tobago,1965,0.14912,47.15989,0.19854,38.81367
Trinidad and Tobago,1966,0.16162,44.32649,0.24188,41.46302
Trinidad and Tobago,1967,0.15202,44.78034,0.23459,44.18224
Trinidad and Tobago,1968,0.35428,49.68696,0.38050,51.36390
Trinidad and Tobago,1969,1.35083,51.99332,0.20783,49.87843
Trinidad and Tobago,1970,0.45499,59.60122,0.28309,49.63102
Trinidad and Tobago,1971,0.44504,67.23812,0.30766,48.90199
Trinidad and Tobago,1972,0.47266,58.44227,0.20154,43.31270
Trinidad and Tobago,1973,0.41897,52.45912,1.08261,47.63603
Trinidad and Tobago,1974,0.31516,72.80983,0.45354,83.38277
Trinidad and Tobago,1975,0.27245,48.19067,0.12908,64.20881
Trinidad and Tobago,1976,0.38074,63.50900,1.57660,78.95523
Trinidad and Tobago,1977,0.43240,50.06254,1.37787,65.64751
Trinidad and Tobago,1978,0.43531,45.73920,1.24525,51.49783
Trinidad and Tobago,1979,0.41769,41.20389,0.97608,49.41745
Trinidad and Tobago,1980,0.41797,47.04696,1.71061,54.07006
Trinidad and Tobago,1981,0.37025,38.86877,9.07472,47.12913
Trinidad and Tobago,1982,1.26349,39.00827,1.96913,31.78232
Trinidad and Tobago,1983,0.50159,31.78557,0.94708,25.27576
Trinidad and Tobago,1984,0.01391,16.17982,0.15070,22.89360
Trinidad and Tobago,1985,0.01750,13.47565,0.24082,23.70425
Trinidad and Tobago,1986,0.02123,20.94660,0.01201,25.47964
Trinidad and Tobago,1987,0.01640,15.27678,0.02970,26.48422
Trinidad and Tobago,1988,0.02542,13.66382,0.23203,23.30571
Trinidad and Tobago,1989,0.11730,19.87271,0.15392,25.36133
Trinidad and Tobago,1990,0.02393,16.33802,0.32399,27.59834
Trinidad and Tobago,1991,0.04774,20.63883,0.39604,27.63158
Trinidad and Tobago,1992,0.02557,19.44685,0.04135,25.10901
Trinidad and Tobago,1993,0.06196,23.41340,0.13284,27.30683
Trinidad and Tobago,1994,0.02917,21.32324,0.15540,34.14220
Trinidad and Tobago,1995,0.04571,24.75523,0.01220,30.90900
Trinidad and Tobago,1996,0.08099,26.57279,0.02922,29.86140
Trinidad and Tobago,1997,0.16114,33.71291,0.04896,34.09714
Trinidad and Tobago,1998,0.09896,33.04357,0.01056,27.59465
Trinidad and Tobago,1999,0.08252,29.26271,0.03300,28.88836
Trinidad and Tobago,2000,0.01550,17.74569,0.00386,38.60429
Tunisia,1962,0.51683,19.81014,0.16429,17.68957
Tunisia,1963,0.59242,17.08909,0.31437,15.82694
Tunisia,1964,0.68933,17.94503,0.51947,13.78281
Tunisia,1965,0.50945,19.31706,0.68739,12.93834
Tunisia,1966,0.53227,18.32671,0.60277,13.04243
Tunisia,1967,0.54884,18.52815,0.19490,12.27436
Tunisia,1968,0.32807,14.31349,0.16196,10.74043
Tunisia,1969,0.43986,15.54528,0.14604,8.85094
Tunisia,1970,0.43002,17.90956,0.41230,11.35088
Tunisia,1971,0.26074,17.24262,0.43321,11.97701
Tunisia,1972,0.35313,17.68774,0.34674,12.46770
Tunisia,1973,0.33050,18.80356,0.18748,12.38871
Tunisia,1974,0.65047,26.19937,0.25767,20.67170
Tunisia,1975,0.53737,27.23639,0.09081,16.82052
Tunisia,1976,0.66177,28.02785,0.10558,14.91665
Tunisia,1977,0.51577,29.00272,0.47232,15.57503
Tunisia,1978,0.27223,26.50720,0.18099,13.60920
Tunisia,1979,0.53401,32.31288,0.43691,18.91365
Tunisia,1980,0.49123,34.88241,0.40819,22.78860
Tunisia,1981,0.49914,39.21964,0.79829,18.78816
Tunisia,1982,0.29240,31.12008,0.06909,16.02301
Tunisia,1983,0.01229,27.76513,,16.43969
Tunisia,1984,0.49247,32.34998,0.51558,16.57896
Tunisia,1985,0.49046,25.93247,0.45258,17.19398
Tunisia,1986,0.40416,26.56712,0.48962,17.08675
Tunisia,1987,0.56187,25.30577,0.46871,20.43572
Tunisia,1988,0.83914,29.52727,0.93181,19.73817
Tunisia,1989,0.86823,34.54144,1.19852,23.57973
Tunisia,1990,0.88787,36.41993,0.66586,25.16896
Tunisia,1991,0.89729,33.88562,1.25584,24.63278
Tunisia,1992,0.77161,35.12979,1.20366,22.89418
Tunisia,1993,0.62950,36.20918,0.71752,23.30619
Tunisia,1994,0.60332,35.75585,0.95030,25.10434
Tunisia,1995,0.66909,37.88202,0.81803,25.97196
Tunisia,1996,0.71894,33.81647,0.95967,25.28935
Tunisia,1997,0.79216,36.16237,1.17867,26.04318
Tunisia,1998,0.93513,36.07793,1.34338,26.11457
Tunisia,1999,0.88178,34.22632,1.25345,25.94316
Tunisia,2000,0.89839,35.68641,0.54020,27.88970
Turkey,1962,0.08181,6.47335,0.04195,3.93250
Turkey,1963,0.07633,6.19235,0.03329,3.48361
Turkey,1964,0.03384,4.39844,0.03640,3.42939
Turkey,1965,0.04679,4.12211,0.03003,3.75219
Turkey,1966,0.03655,4.42851,0.02680,3.43388
Turkey,1967,0.06832,3.73368,0.03196,3.16710
Turkey,1968,0.08475,3.72118,0.03298,2.89768
Turkey,1969,0.06456,3.30995,0.03268,2.58372
Turkey,1970,0.03764,3.24939,0.06152,2.29054
Turkey,1971,0.04057,4.03999,0.07612,2.67355
Turkey,1972,0.06486,4.55849,0.08272,2.72409
Turkey,1973,0.02337,5.11364,0.10431,3.25877
Turkey,1974,0.08025,6.43002,0.05055,2.82164
Turkey,1975,0.13839,6.24404,0.06524,2.18894
Turkey,1976,0.10698,5.77087,0.07926,2.46752
Turkey,1977,0.09671,5.80215,0.11578,2.06959
Turkey,1978,0.11205,4.34298,0.21470,2.14983
Turkey,1979,0.04773,3.33094,0.10294,1.80991
Turkey,1980,0.12144,6.41413,0.10556,2.75590
Turkey,1981,0.15063,7.23499,0.17539,3.37573
Turkey,1982,0.14129,8.14066,0.30784,4.97343
Turkey,1983,0.39608,14.55769,0.52384,7.36024
Turkey,1984,0.23655,11.17801,0.08789,5.07072
Turkey,1985,0.14002,10.56570,0.36995,6.69904
Turkey,1986,0.18333,9.28867,0.47724,6.38553
Turkey,1987,0.20741,10.25812,0.42554,7.09370
Turkey,1988,0.17930,9.66416,0.55957,8.14227
Turkey,1989,0.11928,8.74447,0.30325,7.67538
Turkey,1990,0.19941,9.93575,0.23433,6.37240
Turkey,1991,0.18344,9.88844,0.29317,6.56024
Turkey,1992,0.20698,10.17097,0.33370,6.47556
Turkey,1993,0.44991,11.42320,0.25174,5.72284
Turkey,1994,0.57235,12.21807,0.45455,9.24932
Turkey,1995,0.74339,14.44278,0.48540,8.41449
Turkey,1996,0.68138,16.38296,0.54761,8.69053
Turkey,1997,0.78413,17.41075,0.53636,9.20042
Turkey,1998,0.75184,15.67050,0.63044,9.24421
Turkey,1999,0.60020,14.87153,0.64086,10.12215
Turkey,2000,0.79263,18.36452,0.50681,9.53160
Uganda,1962,0.26995,5.06888,0.76790,6.77979
Uganda,1963,0.39624,5.44824,0.46308,9.36979
Uganda,1964,0.39168,5.41774,0.89971,18.00715
Uganda,1965,0.40162,8.89963,0.87982,21.54347
Uganda,1966,0.49921,9.79957,0.60746,26.06020
Uganda,1967,0.38854,9.24912,0.70033,26.71978
Uganda,1968,0.40657,9.85007,0.82905,24.61714
Uganda,1969,0.52545,9.06682,0.80922,20.76405
Uganda,1970,0.56280,7.95762,0.96220,14.64158
Uganda,1971,0.72348,11.28900,0.39078,11.45892
Uganda,1972,0.41246,5.96592,0.22877,13.29416
Uganda,1973,0.29960,4.20379,0.16247,13.27952
Uganda,1974,0.24748,5.04011,0.17933,11.65751
Uganda,1975,0.19966,3.50526,0.29480,7.53997
Uganda,1976,2.45071,2.03445,0.26903,9.82531
Uganda,1977,1.83434,2.75720,0.17740,8.41727
Uganda,1978,0.92323,1.96898,0.08825,4.11108
Uganda,1979,0.78074,0.46258,0.04240,2.94185
Uganda,1980,0.64200,0.72074,0.02393,1.74643
Uganda,1981,0.12600,2.10266,0.01240,3.99505
Uganda,1982,0.02552,3.02371,0.00283,7.05572
Uganda,1983,0.04400,2.74286,0.00237,6.83258
Uganda,1984,0.11121,3.49832,,11.87091
Uganda,1985,0.27020,2.48783,0.00799,8.47060
Uganda,1986,0.84298,2.29688,0.00378,8.49179
Uganda,1987,0.61819,4.03548,0.00232,5.48584
Uganda,1988,0.30609,2.80133,0.00663,4.83657
Uganda,1989,0.49939,3.82663,0.02138,4.85527
Uganda,1990,0.30431,5.72988,0.02211,4.75100
Uganda,1991,0.77868,6.76872,0.04571,5.10866
Uganda,1992,0.73740,5.01552,0.09399,4.72524
Uganda,1993,0.75376,5.01589,0.14563,3.71526
Uganda,1994,0.53957,3.79658,0.09824,6.82469
Uganda,1995,0.56935,5.00959,0.05819,8.97879
Uganda,1996,0.47019,4.41922,0.06198,8.53551
Uganda,1997,0.54882,4.23461,0.05603,7.52835
Uganda,1998,0.58388,4.56420,0.03653,5.88515
Uganda,1999,0.51198,4.15028,0.05713,5.82466
Uganda,2000,0.02375,4.00814,0.02946,4.87608
Ukraine,1990,,,,0.00049
Ukraine,1991,,,,0.00089
Ukraine,1992,0.00382,8.25140,,8.53310
Ukraine,1993,0.39072,8.24582,0.32506,10.13554
Ukraine,1994,0.17410,8.35073,0.68052,12.45402
Ukraine,1995,0.18559,13.02870,1.26068,14.96170
Ukraine,1996,0.10364,30.02577,0.46818,26.48821
Ukraine,1997,0.11563,28.29901,0.58248,20.44590
Ukraine,1998,0.07914,29.23972,0.69412,23.88393
Ukraine,1999,0.13601,28.97435,0.97571,27.32796
Ukraine,2000,0.02593,32.14057,0.72098,37.75529
United Arab Emirates,1970,0.57523,8.00485,0.07157,10.85725
United Arab Emirates,1971,1.28042,6.41886,1.02658,11.11786
United Arab Emirates,1972,1.05600,15.40266,0.15972,39.42937
United Arab Emirates,1973,0.91045,15.98899,0.15055,40.66860
United Arab Emirates,1974,0.94680,11.21693,0.13032,50.09607
United Arab Emirates,1975,0.77794,14.83122,0.58412,43.92993
United Arab Emirates,1976,1.04512,15.63215,0.46057,43.19123
United Arab Emirates,1977,0.93816,15.07038,0.48202,36.74249
United Arab Emirates,1978,0.02468,17.20242,0.32585,37.25176
United Arab Emirates,1979,0.96328,19.44920,0.97382,37.25866
United Arab Emirates,1980,0.30934,16.96081,1.08351,44.13686
United Arab Emirates,1981,0.84345,16.54351,1.03376,39.65232
United Arab Emirates,1982,0.84089,17.46359,1.08290,35.69888
United Arab Emirates,1983,0.68148,13.15929,0.73968,30.83200
United Arab Emirates,1984,0.99556,15.50186,1.70985,35.97257
United Arab Emirates,1985,1.04299,15.24065,2.26509,36.13780
United Arab Emirates,1986,1.30914,18.25975,1.45575,28.09167
United Arab Emirates,1987,1.12907,18.59594,2.48137,29.40089
United Arab Emirates,1988,1.53193,21.55885,2.64719,29.45305
United Arab Emirates,1989,1.59476,20.58180,2.99356,31.09832
United Arab Emirates,1990,1.62880,20.51413,4.10660,35.32458
United Arab Emirates,1991,1.58092,17.66831,4.19981,38.07383
United Arab Emirates,1992,1.91491,21.01839,4.07496,34.60275
United Arab Emirates,1993,2.35668,21.38966,3.43456,31.37030
United Arab Emirates,1994,3.01412,29.87961,3.81234,28.41899
United Arab Emirates,1995,2.45205,28.70840,3.88455,28.08198
United Arab Emirates,1996,2.40419,27.57887,3.95541,29.48573
United Arab Emirates,1997,2.16874,28.17485,4.28121,31.42878
United Arab Emirates,1998,2.31146,29.55859,3.41673,25.06651
United Arab Emirates,1999,3.28259,26.25544,4.05616,24.50746
United Arab Emirates,2000,0.61328,33.23189,2.04408,31.14577
United Kingdom,1962,1.05140,11.31142,1.10810,10.19341
United Kingdom,1963,1.00621,11.50868,1.05335,10.69825
United Kingdom,1964,0.90836,12.45863,1.04850,10.56429
United Kingdom,1965,0.97321,12.06706,1.08710,10.65697
United Kingdom,1966,0.84275,11.77855,0.90086,10.82397
United Kingdom,1967,0.83843,12.43461,0.82373,10.30947
United Kingdom,1968,0.90596,13.85277,0.81543,11.90362
United Kingdom,1969,0.78633,13.44151,0.79220,12.44343
United Kingdom,1970,0.64320,14.02141,0.74232,13.16240
United Kingdom,1971,0.56853,13.81809,0.81926,12.92921
United Kingdom,1972,0.49967,14.12396,0.62854,12.54415
United Kingdom,1973,0.59045,17.44617,0.63683,14.00744
United Kingdom,1974,0.72231,22.84776,0.73156,16.42247
United Kingdom,1975,0.65768,19.25536,0.77880,15.42400
United Kingdom,1976,0.78377,21.68360,0.82493,17.33368
United Kingdom,1977,0.85115,21.78470,0.94372,18.39537
United Kingdom,1978,0.64859,19.97035,1.00911,17.28264
United Kingdom,1979,0.62404,19.87437,0.77453,17.17629
United Kingdom,1980,0.57253,17.49474,0.73482,16.15278
United Kingdom,1981,0.52637,17.24637,0.71280,16.05216
United Kingdom,1982,0.52991,17.61569,0.72625,15.83796
United Kingdom,1983,0.41611,18.77534,0.73325,16.03732
United Kingdom,1984,0.54732,21.54661,0.67849,18.80549
United Kingdom,1985,0.48610,21.24974,0.70235,18.65326
United Kingdom,1986,0.40581,20.06727,0.60982,16.40175
United Kingdom,1987,0.38560,19.68021,0.58577,15.48043
United Kingdom,1988,0.38139,19.91697,0.50378,14.00039
United Kingdom,1989,0.38258,20.55664,0.49658,14.43635
United Kingdom,1990,0.36853,19.72822,0.43569,14.94581
United Kingdom,1991,0.33995,17.74525,0.35739,14.53488
United Kingdom,1992,0.35435,18.13356,0.39008,14.92219
United Kingdom,1993,0.44815,19.30010,0.45743,15.44904
United Kingdom,1994,0.45867,18.96702,0.44380,16.43679
United Kingdom,1995,0.48681,20.48673,0.51101,17.98828
United Kingdom,1996,0.58635,20.87158,0.50447,18.42663
United Kingdom,1997,0.53811,20.26890,0.51841,17.35899
United Kingdom,1998,0.51468,19.47365,0.46959,16.12134
United Kingdom,1999,0.50775,19.39377,0.45210,16.25187
United Kingdom,2000,0.56317,20.43477,0.27353,17.25731
United States,1962,0.18493,2.32588,0.29871,2.95218
United States,1963,0.18753,2.31172,0.30022,2.96705
United States,1964,0.19257,2.33308,0.34416,3.20722
United States,1965,0.18083,2.51080,0.32564,3.15734
United States,1966,0.17305,2.77867,0.30536,3.24705
United States,1967,0.15519,2.79337,0.29713,3.22278
United States,1968,0.16039,3.17879,0.24629,3.29762
United States,1969,0.14907,3.22449,0.19075,3.40302
United States,1970,0.14837,3.47851,0.19943,3.81697
United States,1971,0.14807,3.67463,0.17378,3.57546
United States,1972,0.11504,3.74530,0.14472,3.72910
United States,1973,0.14134,4.13047,0.18886,4.72203
United States,1974,0.22905,6.05853,0.27199,6.01384
United States,1975,0.18277,5.32556,0.32515,5.86501
United States,1976,0.22297,5.96324,0.27964,5.58054
United States,1977,0.24669,6.51644,0.25161,5.39999
United States,1978,0.22075,6.94240,0.26423,4.61777
United States,1979,0.24330,7.28048,0.24894,6.60102
United States,1980,0.24388,7.68577,0.31327,7.55774
United States,1981,0.21842,7.47808,0.30387,6.96318
United States,1982,0.21663,6.77772,0.26060,5.97050
United States,1983,0.21389,6.68889,0.25256,5.20937
United States,1984,0.21637,7.72361,0.23711,4.99215
United States,1985,0.18693,7.74562,0.20791,4.73641
United States,1986,0.18648,7.95232,0.17999,4.57873
United States,1987,0.20070,8.13238,0.17706,4.85460
United States,1988,0.19561,8.19944,0.20909,5.63279
United States,1989,0.20259,8.16293,0.22339,5.92407
United States,1990,0.20556,8.09079,0.21418,6.25312
United States,1991,0.20220,7.76506,0.20643,6.62332
United States,1992,0.23750,7.95826,0.23001,6.79934
United States,1993,0.26395,8.23832,0.24081,6.71320
United States,1994,0.28483,8.88527,0.23671,7.10881
United States,1995,0.31696,9.47468,0.27613,7.86056
