Entity,Year,Population (BoE (2017)),Real GDP per capita (BoE (2017)),Real GDP (at market prices) (BoE (2017))
England,1898,29580200,5038.447436,149038282848
England,1899,29920500,5175.344722,154848901754
England,1900,30253300,5101.102912,154325196736
England,1901,30594000,5176.072692,158356767952
England,1902,30907400,5195.749488,160587107729
England,1903,31201800,5086.148588,158696991015
England,1904,31521500,5105.403737,160929983900
England,1905,31844400,5226.807135,166444537144
England,1906,32170700,5298.461415,170455212634
England,1907,32653000,5343.071684,174467319690
England,1908,32833600,5097.138954,167357421574
England,1909,33169900,5182.05032,171888090894
England,1910,33381700,5296.030687,176790507600
England,1911,33704300,5430.7862,183040847312
England,1912,33852000,5497.709483,186108461428
England,1913,34055300,5717.630028,194715605890
England,1914,34443500,5786.023931,199290915260
England,1915,34817777.81,6089.478978,212022126008
England,1916,34830066.44,6206.932064,216187856209
England,1917,34830983.21,6258.903184,218003751710
England,1918,34804927.82,6400.411078,222765845576
England,1919,34633600,5795.882919,200732290677
England,1920,34967800,5298.771376,185286377716
England,1921,35274300,4719.930006,166492227012
England,1922,35518900,4980.573691,176904498870
England,1923,35745000,5103.455111,182423002955
England,1924,36064800,5306.491558,191377556753
England,1925,36198200,5481.096857,198405840257
England,1926,36382800,5275.850998,191950231705
England,1927,36562400,5678.530426,207620700852
England,1928,36795700,5689.217102,209338725708
England,1929,36922900,5837.407881,215534027464
England,1930,37172100,5746.45385,213607757170
England,1931,37394700,5428.235549,202987239875
England,1932,37619100,5419.382255,203872282983
England,1933,37781900,5573.785287,210588198331
England,1934,37912600,5899.241928,223655599513
England,1935,38107300,6084.957325,231881294281
England,1936,38322100,6348.366399,243282731966
England,1937,38552000,6529.276618,251716672171
England,1938,38749200,6539.041726,253382635668
England,1939,38973000,6803.3896,265148502868
England,1940,39339000,7501.049454,295083784460
England,1941,39145000,8235.124198,322363936729
England,1942,39371400,8354.380794,328923667999
England,1943,39803100,8411.570998,334806601599
England,1944,39999500,7964.18599,318563457500
England,1945,40213700,7501.013727,301643515731
England,1946,40226600,7278.593882,292793084651
England,1947,40549000,7125.713188,288940544064
England,1948,40950000,7314.017094,299509000000
England,1949,41214000,7537.996797,310671000000
England,1950,41421000,7736.751889,320464000000
England,1951,41228000,8044.241777,331648000000
England,1952,41367000,8179.780985,338373000000
England,1953,41515000,8612.935084,357566000000
England,1954,41673000,8965.373263,373614000000
England,1955,41838000,9252.545533,387108000000
England,1956,42059000,9376.732685,394376000000
England,1957,42296000,9523.288254,402797000000
England,1958,42494000,9575.893067,406918000000
England,1959,42763000,9875.803849,422319000000
England,1960,43146000,10436.79599,450306000000
England,1961,43566200,10630.35105,463124000000
England,1962,44006300,10658.01942,469020000000
England,1963,44311000,11139.717,493612000000
England,1964,44648000,11675.28221,521278000000
England,1965,44978600,11876.42568,534185000000
England,1966,45265300,11965.36862,541616000000
England,1967,45562000,12160.6602,554064000000
England,1968,45790700,12781.21977,585261000000
England,1969,46013500,12972.38854,596905000000
England,1970,46167200,13269.594,612620000000
England,1971,46411700,13699.36891,635811000000
England,1972,46571900,14246.50916,663487000000
England,1973,46686200,15180.31024,708711000000
England,1974,46682700,14838.47335,692700000000
England,1975,46674400,14626.81898,682698000000
England,1976,46659900,15029.07207,701255000000
England,1977,46639800,15382.57025,717440000000
England,1978,46638200,15956.25474,744171000000
England,1979,46698100,16465.01678,768885000000
England,1980,46787200,16104.04128,753463000000
England,1981,46820805,16009.42145,749574000000
England,1982,46777337,16393.3445,766837000000
England,1983,46813693,17066.86546,798963000000
England,1984,46912444,17364.00687,814588000000
England,1985,47057359,18073.09246,850472000000
England,1986,47187643,18540.99812,874906000000
England,1987,47300419,19473.31587,921096000000
England,1988,47412342,20532.71277,973504000000
England,1989,47552651,21017.14582,999421000000
England,1990,47699116,21152.90774,1008975000000
England,1991,47875035,20923.26408,1001702000000
England,1992,47997973,20976.55249,1006832000000
England,1993,48102319,21466.42868,1032585000000
England,1994,48228781,22189.46815,1070171000000
England,1995,48383461,22600.47085,1093489000000
England,1996,48519129,23079.12411,1119779000000
England,1997,48664777,23677.86459,1152278000000
England,1998,48820583,24397.45547,1191098000000
England,1999,49032872,25124.69594,1231936000000
England,2000,49233311,25974.8933,1278830000000
England,2001,49449746,26500.25745,1310431000000
England,2002,49679267,26940.11166,1338365000000
England,2003,49925517,27756.0671,1385736000000
England,2004,50194600,28251.42545,1418069000000
England,2005,50606034,28933.50623,1464210000000
England,2006,50965186,29433.75896,1500097000000
England,2007,51381093,29934.33791,1538059000000
England,2008,51815853,29560.25832,1531690000000
England,2009,52196381,28032.24998,1463182000000
England,2010,52642452,28391.3067,1494588000000
England,2011,53107169,28519.36996,1514583000000
England,2012,53493729,28609.61516,1530435000000
England,2013,53865817,28804.03726,1551553000000
England,2014,54316618,29533.66868,1604169000000
England,2015,54786300,29985.63509,1642802000000
England,2016,55219000,30280.95402,1672084000000
