Entity,Year,welfare,mean,pop,d1avgincome,d2avgincome,d3avgincome,d4avgincome,d5avgincome,d6avgincome,d7avgincome,d8avgincome,d9avgincome,d10avgincome,q1avgincome,q2avgincome,q3avgincome,q4avgincome,q5avgincome,flag
Benin,2003,c,78.68,7.52,22.50248,32.41616,39.57604,46.26384,54.52524,63.41608,74.50996,90.0886,118.72812,244.85216,27.45932,42.91994,58.97066,82.29928,181.79014,0
Benin,2011,c,82.43,9.46,20.27778,29.6748,36.43406,42.94603,50.44716,59.92661,73.03298,93.55805,133.86632,284.21864,24.97629,39.690045,55.186885,83.295515,209.04248,0
Benin,2015,c,82.610001,10.58,8.261,18.50464,35.27447,44.36157,53.36606,63.52709,77.07513,95.08411,119.86711,310.77882,13.38282,39.81802,58.446575,86.07962,215.322965,0
Bhutan,2003,c,148.53999,.62,41.73974,55.25688,67.73424,80.36014,96.551,114.82142,141.113,175.57428,233.65342,478.59588,48.49831,74.04719,105.68621,158.34364,356.12465,0
Bhutan,2007,c,179.64999,.69,49.04445,70.60245,88.0285,105.81385,125.3957,149.64845,179.65,218.27475,282.58945,527.63205,59.82345,96.921175,137.522075,198.962375,405.11075,0
Bhutan,2012,c,245.77,.75,67.58675,97.81646,120.91884,144.02122,170.07284,199.56524,238.15113,288.04244,376.27387,755.49698,82.701605,132.47003,184.81904,263.096785,565.885425,0
Bhutan,2017,c,267.04999,.81,73.1717,105.2177,130.8545,157.29245,187.73615,224.8561,271.58985,334.61365,439.29725,745.87065,89.1947,144.073475,206.296125,303.10175,592.58395,0
Bolivia,1991,I,232.86,6.8600001,54.02352,76.61094,100.1298,125.04582,152.75616,185.58942,226.80564,284.55492,383.98614,739.09764,65.31723,112.58781,169.17279,255.68028,561.54189,0
Bolivia,1997,i,285.01001,7.8699999,13.68048,44.17655,75.24264,106.02372,139.36989,177.27622,228.008,308.95084,464.5663,1292.80536,28.928515,90.63318,158.323055,268.47942,878.68583,0
Bolivia,1999,i,249.53999,8.1800003,6.48804,25.45308,55.89696,87.08946,123.5223,167.1918,222.34014,297.20214,447.42522,1063.0404,15.97056,71.49321,145.35705,259.77114,755.23281,0
Bolivia,2000,i,233.00999,8.3400002,5.59224,19.57284,47.30103,75.72825,107.88363,140.97105,184.0779,254.44692,380.50533,1114.48683,12.58254,61.51464,124.42734,219.26241,747.49608,0
Bolivia,2001,i,241.67999,8.5,11.35896,34.31856,63.32016,93.0468,122.29008,157.33368,199.86936,270.43992,397.5636,1067.25888,22.83876,78.18348,139.81188,235.15464,732.41124,0
Bolivia,2002,i,241.53999,8.6499996,9.17852,31.64174,58.93576,87.43748,116.90536,149.7548,193.71508,261.82936,380.18396,1125.81794,20.41013,73.18662,133.33008,227.77222,753.00095,0
Bolivia,2004,i,277.89999,8.9700003,25.5668,60.3043,86.4269,113.1053,142.0069,175.3549,224.5432,297.0751,434.3577,1220.5368,42.93555,99.7661,158.6809,260.80915,827.44725,0
Bolivia,2005,i,295.60001,9.1300001,14.78,43.1576,75.0824,106.1204,137.7496,180.9072,237.958,329.0028,493.3564,1338.1812,28.9688,90.6014,159.3284,283.4804,915.7688,0
Bolivia,2006,i,314.91,9.2799997,18.26478,52.90488,85.65552,118.09125,155.56554,201.5424,264.20949,359.62722,521.49096,1371.74796,35.58483,101.873385,178.55397,311.918355,946.61946,0
Bolivia,2007,i,313.64001,9.4399996,24.46392,66.17804,93.15108,120.7514,162.46552,208.88424,268.78948,351.2768,528.16976,1312.26976,45.32098,106.95124,185.67488,310.03314,920.21976,0
Bolivia,2008,i,328.94,9.6000004,28.94672,75.32726,113.81324,149.33876,191.44308,238.81044,300.32222,387.49132,536.1722,1267.73476,52.13699,131.576,215.12676,343.90677,901.95348,0
Bolivia,2009,i,347.76999,9.7600002,28.86491,81.37818,128.32713,168.32068,214.92186,266.73959,327.25157,412.80299,564.77848,1283.96684,55.121545,148.323905,240.830725,370.02728,924.37266,0
Bolivia,2011,i,382.06,10.08,42.79072,101.62796,151.67782,199.05326,244.90046,300.68122,375.56498,471.8441,645.29934,1287.16014,72.20934,175.36554,272.79084,423.70454,966.22974,0
Bolivia,2012,i,391.01999,10.24,35.97384,98.53704,150.5427,201.3753,252.59892,312.816,390.23796,487.99296,663.16992,1316.56434,67.25544,175.959,282.70746,439.11546,989.86713,0
Bolivia,2013,i,431.01999,10.4,43.53302,110.34112,162.06352,215.94102,271.11158,334.47152,410.76206,523.6893,720.23442,1518.05244,76.93707,189.00227,302.79155,467.22568,1119.14343,0
Bolivia,2014,i,433.42001,10.56,48.54304,114.8563,166.8667,215.84316,268.7204,330.26604,405.68112,516.20322,705.60776,1562.4791,81.69967,191.35493,299.49322,460.94217,1134.04343,0
Bolivia,2015,i,417.82999,10.72,46.79696,115.32108,164.20719,212.67547,264.90422,326.32523,402.37029,508.08128,683.56988,1453.63057,81.05902,188.44133,295.614725,455.225785,1068.600225,0
Bolivia,2016,i,402.67999,10.89,43.89212,111.13968,165.90416,216.64184,271.00364,328.58688,405.09608,511.80628,680.12652,1292.20012,77.5159,191.273,299.79526,458.45118,986.16332,0
Bolivia,2017,i,406.41,11.05,50.39484,116.23326,168.66015,219.4614,273.51393,335.28825,412.50615,516.1407,684.39444,1287.91329,83.31405,194.060775,304.40109,464.323425,986.153865,0
Bolivia (Urban),1992,i,197.14,4.0999999,32.13382,57.76202,74.51892,92.85294,111.58124,135.63232,168.5547,219.41682,306.74984,772.19738,44.94792,83.68593,123.60678,193.98576,539.47361,0
Bosnia and Herzegovina,2001,c,373.04001,3.77,133.92136,193.9808,231.65784,264.48536,298.432,335.736,384.60424,440.56024,521.13688,925.88528,163.95108,248.0716,317.084,412.58224,723.51108,0
Bosnia and Herzegovina,2004,c,564.39001,3.78,165.93066,251.15355,312.67206,369.67545,426.11445,492.14808,576.80658,689.68458,871.98255,1487.73204,208.542105,341.173755,459.131265,633.24558,1179.857295,0
Bosnia and Herzegovina,2007,c,615.02002,3.77,185.12102,274.91394,343.79618,408.37328,472.95038,547.98282,643.92594,769.39002,958.20116,1544.31522,230.01748,376.08473,510.4666,706.65798,1251.25819,0
Bosnia and Herzegovina,2011,c,585.77002,3.6900001,172.21638,264.76804,329.78851,390.70859,453.38598,523.67838,614.47273,726.94057,909.70081,1472.62578,218.49221,360.24855,488.53218,670.70665,1191.163295,0
Botswana,1986,C,122.48,1.23,17.51464,26.45568,36.37656,47.88968,61.48496,78.3872,100.92352,134.36056,195.3556,525.80664,21.98516,42.13312,69.93608,117.64204,360.58112,0
Botswana,1993,C,174.25,1.49,20.73575,32.062,44.2595,58.1995,74.75325,95.31475,122.84625,163.4465,238.89675,892.16,26.398875,51.2295,85.034,143.146375,565.528375,0
Botswana,2003,c,252.13,1.8,20.67466,36.55885,50.17387,66.05806,84.96781,111.94572,158.8419,240.78415,412.98894,1338.30604,28.616755,58.115965,98.456765,199.813025,875.64749,0
Botswana,2009,c,290.42001,1.98,30.4941,51.98518,72.605,92.64398,119.94346,157.11722,207.06946,283.44992,448.11806,1440.77362,41.23964,82.62449,138.53034,245.25969,944.44584,0
Botswana,2016,c,232.69,2.25,35.60157,56.31098,72.1339,90.7491,113.08734,144.96587,189.87504,263.17239,396.03838,965.19812,45.956275,81.4415,129.026605,226.523715,680.61825,0
Brazil,1981,i,246.78999,124.03,20.73036,45.16257,64.90577,86.87008,113.02982,145.35931,191.01546,263.07814,405.22918,1132.51931,32.946465,75.887925,129.194565,227.0468,768.874245,0
Brazil,1982,i,251.64,126.95,21.13776,44.79192,64.1682,86.8158,112.98636,146.70612,193.51116,267.74496,415.45764,1163.33172,32.96484,75.492,129.84624,230.62806,789.39468,0
Brazil,1983,i,212.39,129.88,17.84076,37.59303,53.30989,71.36304,92.81443,120.00035,160.35445,224.07145,352.77979,993.9852,27.716895,62.336465,106.40739,192.21295,673.382495,0
Brazil,1984,i,211.14,132.8,18.79146,39.0609,54.8964,72.8433,93.74616,121.61664,160.67754,221.697,345.63618,982.43442,28.92618,63.86985,107.6814,191.18727,664.0353,0
Brazil,1985,i,222.83,135.67999,20.94602,43.45185,61.50108,82.66993,106.51274,139.26875,184.28041,253.58054,388.61552,947.91882,32.198935,72.085505,122.890745,218.930475,668.26717,0
Brazil,1986,i,398.37,138.5,34.25982,71.30823,103.17783,137.43765,178.86813,232.24971,306.34653,417.89013,646.55451,1855.20909,52.784025,120.30774,205.55892,362.11833,1250.8818,0
Brazil,1987,i,312.79999,141.27,23.1472,51.2992,75.6976,102.5984,136.3808,178.6088,238.0408,328.7528,511.428,1482.0464,37.2232,89.148,157.4948,283.3968,996.7372,0
Brazil,1988,i,308.39001,144,19.73696,46.2585,69.07936,95.29251,126.74829,167.76416,224.50792,315.17458,502.36731,1516.97041,32.99773,82.185935,147.256225,269.84125,1009.66886,0
Brazil,1989,i,358.04001,146.69,21.4824,49.76756,74.83036,102.75748,136.77128,182.6004,247.76368,354.81764,578.59264,1831.3746,35.62498,88.79392,159.68584,301.29066,1204.98362,0
Brazil,1990,i,280.79001,149.35001,21.34004,44.08403,65.14328,88.16806,117.9318,155.27687,208.90776,293.14476,464.42666,1349.75753,32.712035,76.65567,136.604335,251.02626,907.092095,0
Brazil,1992,i,223.57001,154.56,18.33274,44.714,66.84743,91.44013,119.38638,154.48687,199.20087,264.93045,389.23537,887.34933,31.52337,79.14378,136.936625,232.06566,638.29235,0
Brazil,1993,i,281.25,157.13,19.40625,46.6875,69.46875,93.9375,123.1875,160.03125,207.5625,284.90625,445.21875,1362.375,33.046875,81.703125,141.609375,246.234375,903.796875,0
Brazil,1995,i,377.01999,162.3,28.65352,63.33936,93.12394,126.3017,166.26582,213.0163,281.63394,391.72378,614.16558,1792.35308,45.99644,109.71282,189.64106,336.67886,1203.25933,0
Brazil,1996,i,379.06,164.91,25.01796,60.27054,90.59534,125.0898,165.64922,214.54796,286.94842,401.8036,625.82806,1794.8491,42.64425,107.84257,190.09859,344.37601,1210.33858,0
Brazil,1997,i,374.67999,167.55,25.85292,60.32348,89.9232,123.26972,164.10984,212.44356,284.00744,396.03676,615.22456,1775.60852,43.0882,106.59646,188.2767,340.0221,1195.41654,0
Brazil,1998,i,386.10001,170.17,28.9575,64.4787,95.3667,129.3435,169.884,218.1465,289.9611,401.1579,626.6403,1837.4499,46.7181,112.3551,194.01525,345.5595,1232.0451,0
Brazil,1999,i,362.09,172.75999,28.24302,62.27948,91.60877,123.83478,162.9405,208.20175,273.01586,378.38405,590.2067,1701.823,45.26125,107.721775,185.571125,325.699955,1146.01485,0
Brazil,2001,i,405.60999,177.75,31.63758,68.9537,102.61933,140.74667,185.36377,241.74356,315.97019,433.19148,666.41723,1869.8621,50.29564,121.683,213.553665,374.580835,1268.139665,0
Brazil,2002,i,411.85001,180.14999,35.4191,72.89745,106.2573,143.73565,189.03915,245.05075,319.18375,436.561,670.07995,1899.86405,54.158275,124.996475,217.04495,377.872375,1284.972,0
Brazil,2003,i,391.73999,182.48,33.2979,70.5132,103.02762,139.85118,182.55084,237.78618,309.86634,421.1205,640.4949,1778.89134,51.90555,121.4394,210.16851,365.49342,1209.69312,0
Brazil,2004,i,393.70999,184.74001,37.00874,75.98603,109.05767,145.6727,188.9808,244.1002,315.75542,425.2068,641.7473,1753.58434,56.497385,127.365185,216.5405,370.48111,1197.66582,0
Brazil,2005,i,413.60999,186.92,39.70656,81.06756,115.8108,154.69014,200.18724,258.09264,331.71522,443.38992,665.08488,1845.94143,60.38706,135.25047,229.13994,387.55257,1255.513155,0
Brazil,2006,i,444.29001,189.00999,43.98471,90.19087,128.8441,171.05165,219.47926,279.9027,359.8749,477.61175,714.86261,1957.09745,67.08779,149.947875,249.69098,418.743325,1335.98003,0
Brazil,2007,i,459.42001,191.03,44.10432,94.64052,135.5289,181.01148,233.84478,299.54184,380.39976,501.22722,739.20678,1984.23498,69.37242,158.27019,266.69331,440.81349,1361.72088,0
Brazil,2008,i,484.07001,192.98,50.34328,104.07505,148.60949,196.53242,252.20047,320.45434,403.71438,530.05665,777.90049,2057.2975,77.209165,172.570955,286.327405,466.885515,1417.598995,0
Brazil,2009,i,498.92001,194.89999,52.3866,108.76456,155.16412,206.05396,262.93084,333.27856,419.0928,547.81416,799.26984,2104.44456,80.57558,180.60904,298.1047,483.45348,1451.8572,0
Brazil,2011,i,537.09003,198.69,56.93154,121.38234,173.48007,228.26325,290.0286,366.83247,456.5265,589.18773,847.52802,2240.20239,89.15694,200.87166,328.430535,522.857115,1543.865205,0
Brazil,2012,i,581.23999,200.56,65.09888,134.84768,190.64672,249.9332,316.7758,398.1494,491.72904,634.71408,906.7344,2423.7708,99.97328,220.28996,357.4626,563.22156,1665.2526,0
Brazil,2013,i,612.10999,202.41,66.10788,140.17319,200.15997,262.59519,332.98784,419.29535,517.84506,668.42412,961.62481,2552.4987,103.140535,231.37758,376.141595,593.13459,1757.061755,0
Brazil,2014,i,619.41998,204.21001,76.80808,150.51906,211.22222,273.78364,345.01694,432.35516,532.08178,685.69794,974.34766,2512.36752,113.66357,242.50293,388.68605,608.88986,1743.35759,0
Brazil,2015,i,585.52002,205.96001,70.2624,141.69584,200.83336,261.14192,329.06224,412.20608,506.4748,647.58512,923.36504,2362.5732,105.97912,230.98764,370.63416,577.02996,1642.96912,0
Brazil,2016,i,610.14001,207.64999,61.62414,133.01052,192.1941,255.03852,323.98434,409.40394,509.4669,662.0019,971.34288,2583.9429,97.31733,223.61631,366.69414,585.7344,1777.64289,0
Brazil,2017,i,602.28998,209.28999,58.42213,131.90151,190.92593,254.76867,324.03202,410.15949,513.75337,659.50755,959.44797,2520.58365,95.16182,222.8473,367.095755,586.63046,1740.01581,0
Bulgaria,1989,C,713.52002,8.8800001,325.36512,420.26328,493.75584,557.97264,619.33536,683.55216,756.3312,850.51584,998.21448,1429.18056,372.8142,525.86424,651.44376,803.42352,1213.69752,0
Bulgaria,1992,I,606.64001,8.54,210.50408,294.82704,363.37736,425.25464,485.91864,550.82912,625.44584,724.32816,885.6944,1500.82736,252.66556,394.316,518.37388,674.887,1193.26088,0
Bulgaria,1994,C,411.89999,8.4399996,180.8241,240.1377,283.7991,320.4582,355.4697,390.8931,431.6712,483.5706,567.5982,864.5781,210.4809,302.12865,373.1814,457.6209,716.08815,0
Bulgaria,1995,c,381.41,8.4099998,114.80441,182.69539,226.17613,260.88444,295.59275,332.97093,385.60551,452.73367,556.09578,1005.39676,148.7499,243.530285,314.28184,419.16959,780.74627,0
Bulgaria,1997,C,214.39,8.3100004,96.90428,120.0584,139.78228,158.00543,176.22858,195.95246,219.10658,249.76435,299.93161,488.16603,108.48134,148.893855,186.09052,234.435465,394.04882,0
Bulgaria,2001,c,302.72,8.0100002,78.10176,135.61856,177.39392,210.3904,243.08416,278.80512,319.67232,371.43744,458.01536,754.68096,106.86016,193.89216,260.94464,345.55488,606.34816,0
Bulgaria,2003,c,283.53,7.7800002,97.53432,150.55443,181.17567,207.82749,230.79342,260.56407,293.17002,335.98305,407.71614,669.98139,124.044375,194.50158,245.678745,314.576535,538.848765,0
Bulgaria,2006,i,315.88,7.5999999,51.48844,127.29964,177.84044,218.90484,252.704,287.13492,331.98988,392.95472,480.45348,838.02964,89.39404,198.37264,269.91946,362.4723,659.24156,0
Bulgaria,2007,i,447.09,7.5500002,99.25398,191.80161,244.11114,288.82014,336.65877,390.75666,457.37307,539.63763,674.21172,1247.82819,145.527795,266.46564,363.707715,498.50535,961.019955,1
Bulgaria,2008,i,491.59,7.4899998,119.45637,221.70709,284.13902,336.73915,386.38974,442.431,510.76201,598.26503,755.08224,1260.43676,170.58173,310.439085,414.41037,554.51352,1007.7595,0
Bulgaria,2009,i,512.97998,7.4400001,122.08924,226.73716,291.88562,350.87832,405.2542,465.78584,538.11602,630.9654,781.78152,1316.30668,174.4132,321.38197,435.52002,584.54071,1049.0441,0
Bulgaria,2010,i,491.23001,7.4000001,104.14076,203.86045,270.1765,324.2118,381.19448,440.63331,508.42305,606.66905,752.56436,1320.42624,154.000605,297.19415,410.913895,557.54605,1036.4953,0
Bulgaria,2011,i,455.16,7.3499999,94.67328,197.53944,263.08248,315.88104,363.67284,413.74044,476.09736,556.20552,686.83644,1183.416,146.10636,289.48176,388.70664,516.15144,935.12622,0
Bulgaria,2012,i,478.5,7.3099999,96.1785,198.5775,266.046,317.724,368.9235,424.908,488.07,581.856,733.5405,1308.6975,147.378,291.885,396.91575,534.963,1021.119,0
Bulgaria,2013,i,534.31,7.27,96.1758,209.98383,293.8705,355.85046,415.15887,476.60452,553.54516,652.39251,817.4943,1471.48974,153.079815,324.86048,445.881695,602.968835,1144.49202,0
Bulgaria,2014,i,569.5,7.2199998,112.1915,230.078,304.113,366.758,427.6945,493.7565,573.4865,685.1085,863.362,1638.4515,171.13475,335.4355,460.7255,629.2975,1250.90675,0
Burkina Faso,1994,c,40.810001,9.8199997,9.18225,13.38568,16.20157,19.1807,22.4455,26.68974,33.13772,43.46265,63.41874,161.07707,11.283965,17.691135,24.56762,38.300185,112.247905,0
Burkina Faso,1998,c,49.310001,10.97,9.81269,15.58196,19.62538,23.32363,27.41636,32.24874,38.31387,47.78139,68.24504,210.75094,12.697325,21.474505,29.83255,43.04763,139.49799,0
Burkina Faso,2003,c,71.800003,12.65,16.3704,25.0582,31.6638,37.6232,44.4442,55.0706,66.6304,83.4316,115.0954,242.5404,20.7143,34.6435,49.7574,75.031,178.8179,0
Burkina Faso,2009,c,72.57,15.14,19.81161,28.81029,35.48673,42.0906,48.98475,57.40287,68.14323,83.52807,108.92757,232.58685,24.31095,38.788665,53.19381,75.83565,170.75721,0
Burkina Faso,2014,c,83.839996,17.59,30.1824,39.48864,45.94432,52.06464,58.85568,67.32352,78.30656,94.7392,123.41248,248.1664,34.83552,49.00448,63.0896,86.52288,185.78944,0
Burundi,1992,C,42.790001,5.6599998,14.59139,19.38387,23.74845,27.98466,32.43482,37.31288,43.2179,51.13405,64.39895,113.73582,16.98763,25.866555,34.87385,47.175975,89.067385,0
Burundi,1999,c,39.27,6.1900001,6.79371,13.39107,18.22128,22.42317,26.78214,32.35848,38.0919,46.26006,59.76894,128.56998,10.09239,20.322225,29.57031,42.17598,94.16946,0
Burundi,2006,c,47.68,7.6799998,19.11968,23.41088,26.74848,30.13376,34.0912,38.90688,45.34368,54.64128,71.09088,133.36096,21.26528,28.44112,36.49904,49.99248,102.22592,0
Burundi,2014,c,54.34,9.8900003,14.99784,22.2794,27.38736,32.38664,37.7663,43.52634,50.97092,62.27364,83.19454,168.56268,18.63862,29.887,40.64632,56.62228,125.87861,0
Cameroon,1996,c,92.879997,13.81,23.03424,33.62256,41.14584,47.55456,55.54224,65.20176,78.948,103.37544,144.70704,335.7612,28.3284,44.3502,60.372,91.16172,240.23412,0
Cameroon,2001,c,131.46001,15.67,32.73354,48.37728,59.8143,71.51424,85.71192,101.35566,121.20612,149.73294,201.92256,442.3629,40.55541,65.66427,93.53379,135.46953,322.14273,0
Cameroon,2007,c,124.21,18.4,30.55566,41.85877,53.03767,64.83762,78.12809,95.76591,118.24792,149.30042,199.9781,410.38984,36.207215,58.937645,86.947,133.77417,305.18397,0
Cameroon,2014,c,161.66,22.24,27.80552,45.10314,59.65254,77.27348,98.28928,123.02326,154.06198,195.28528,269.64888,566.45664,36.45433,68.46301,110.65627,174.67363,418.05276,0
Canada,1981,i,1274,24.9,335.062,588.588,746.564,868.868,1005.186,1156.792,1345.344,1605.24,1993.81,3091.998,461.825,807.716,1080.989,1475.292,2542.904,0
Canada,1987,i,1310.83,26.549999,372.27572,625.26591,782.56551,914.95934,1044.73151,1196.78779,1382.92565,1637.22667,2027.85401,3125.01872,498.770815,848.762425,1120.75965,1510.07616,2576.436365,0
Canada,1991,i,1319.12,28.17,383.86392,633.1776,792.79112,931.29872,1060.57248,1212.27128,1399.58632,1646.26176,2018.2536,3113.1232,508.52076,862.04492,1136.42188,1522.92404,2565.6884,0
Canada,1994,i,1343.62,29.110001,388.30618,636.87588,800.79752,941.87762,1078.92686,1237.47402,1416.17548,1679.525,2083.95462,3173.63044,512.59103,871.33757,1158.20044,1547.85024,2628.79253,0
Canada,1997,i,1347.73,29.99,370.62575,623.99899,793.81297,946.10646,1094.35676,1250.69344,1432.63699,1676.57612,2078.19966,3210.29286,497.31237,869.959715,1172.5251,1554.606555,2644.24626,0
Canada,1998,i,1388.83,30.25,372.20644,620.80701,797.18842,949.95972,1097.1757,1256.89115,1456.88267,1709.64973,2112.41043,3515.12873,496.506725,873.57407,1177.033425,1583.2662,2813.76958,0
Canada,2000,i,1408.9301,30.77,376.18431,626.97385,804.49903,955.25454,1115.87256,1276.49058,1470.92292,1735.80176,2130.30216,3595.58936,501.57908,879.876785,1196.18157,1603.36234,2862.94576,0
Canada,2004,i,1518.61,32,397.87582,663.63257,854.97743,1022.02453,1190.59024,1369.78622,1591.50328,1884.59501,2329.54774,3883.08577,530.754195,938.50098,1280.18823,1738.049145,3106.316755,0
Canada,2007,i,1665.67,32.889999,456.39358,742.88882,937.77221,1112.66756,1287.56291,1484.11197,1722.30278,2045.44276,2535.14974,4332.40767,599.6412,1025.219885,1385.83744,1883.87277,3433.778705,0
Canada,2010,i,1702.55,34.009998,464.79615,752.5271,965.34585,1145.81615,1329.69155,1527.18735,1774.0571,2097.5416,2587.876,4380.66115,608.661625,1055.581,1428.43945,1935.79935,3484.268575,0
Canada,2013,i,1745.0699,35.150002,413.58159,738.16461,977.2392,1176.17718,1375.11516,1594.99398,1863.73476,2202.27834,2703.11343,4408.04682,575.8731,1076.70819,1485.05457,2033.00655,3555.580125,0
