Entity,Year,welfare,mean,pop,d1avgincome,d2avgincome,d3avgincome,d4avgincome,d5avgincome,d6avgincome,d7avgincome,d8avgincome,d9avgincome,d10avgincome,q1avgincome,q2avgincome,q3avgincome,q4avgincome,q5avgincome,flag
China (Urban),2014,C,396.16,740.23999,105.77472,157.67168,203.62624,248.39232,293.95072,343.86688,403.68704,483.3152,616.0288,1105.2864,131.7232,226.00928,318.9088,443.50112,860.6576,0
China (Urban),2015,C,418.14001,761.03003,115.40664,168.92856,216.59652,263.01006,310.25988,362.52738,424.83024,508.45824,646.86258,1164.93804,142.1676,239.80329,336.39363,466.64424,905.90031,0
Colombia,1992,i,292.81,35.560001,31.03786,76.71622,103.94755,130.30045,161.0455,197.35394,246.54602,321.79819,474.93782,1184.70926,53.87704,117.124,179.19972,284.172105,829.82354,0
Colombia,1996,i,265.69,38.049999,12.22174,52.34093,80.23838,105.47893,133.64207,167.65039,212.02062,278.44312,402.25466,1212.60916,32.281335,92.858655,150.64623,245.23187,807.43191,0
Colombia,1999,i,254.10001,39.82,8.8935,42.9429,70.1316,95.0334,122.4762,154.7469,197.9439,263.7558,393.6009,1191.729,25.9182,82.5825,138.61155,230.84985,792.66495,0
Colombia,2000,i,283.37,40.400002,3.68381,50.15649,82.46067,108.53071,137.71782,173.42244,221.31197,292.43784,431.85588,1332.12237,26.92015,95.49569,155.57013,256.874905,881.989125,0
Colombia,2001,i,237.87,40.990002,12.36924,44.48169,70.88526,93.48291,117.98352,146.76579,187.9173,248.81202,365.60619,1090.39608,28.425465,82.184085,132.374655,218.36466,728.001135,0
Colombia,2002,i,282,41.57,28.764,59.502,84.6,109.416,138.744,175.122,223.626,295.536,441.048,1263.642,44.133,97.008,156.933,259.581,852.345,0
Colombia,2003,i,282.13,42.150002,32.44495,65.73629,91.97438,119.05886,147.27186,182.82024,230.21808,302.72549,452.25439,1196.51333,49.09062,105.51662,165.04605,266.471785,824.38386,0
Colombia,2004,i,299.57999,42.720001,37.14792,68.60382,93.46896,118.63368,147.99252,184.2417,235.76946,314.85858,470.93976,1324.1436,52.87587,106.05132,166.11711,275.31402,897.54168,0
Colombia,2005,i,315.89999,43.290001,38.5398,73.6047,101.7198,130.7826,162.0567,201.5442,255.879,337.0653,504.4923,1352.6838,56.07225,116.2512,181.80045,296.47215,928.58805,0
Colombia,2008,i,359.32001,44.900002,33.05744,73.6606,105.9994,139.77548,178.94136,228.1682,292.8458,389.8622,574.912,1575.6182,53.35902,122.88744,203.55478,341.354,1075.2651,0
Colombia,2009,i,360.26999,45.419998,38.18862,78.89913,111.32343,144.46827,184.09797,232.37415,297.58302,394.49565,572.10876,1549.161,58.543875,127.89585,208.23606,346.039335,1060.63488,0
Colombia,2010,i,388.59,45.919998,42.35631,85.4898,119.29713,154.65882,195.07218,247.14324,316.70085,420.06579,615.13797,1690.3665,63.923055,136.977975,221.10771,368.38332,1152.752235,0
Colombia,2011,i,403.17001,46.41,47.57406,92.7291,129.0144,166.50921,208.84206,262.86684,335.03427,442.68066,638.62128,1708.23129,70.15158,147.761805,235.85445,388.857465,1173.426285,0
Colombia,2012,i,408.76999,46.880001,47.82609,95.65218,132.85025,172.50094,217.05687,273.46713,347.4545,457.41363,653.21446,1691.08149,71.739135,152.675595,245.262,402.434065,1172.147975,0
Colombia,2013,i,429.72,47.34,49.84752,100.55448,140.08872,180.91212,229.04076,287.05296,363.54312,476.55948,684.11424,1785.05688,75.201,160.50042,258.04686,420.0513,1234.58556,0
Colombia,2014,i,449.25,47.790001,53.0115,105.57375,147.354,190.482,239.45025,300.099,380.0655,497.769,712.06125,1866.63375,79.292625,168.918,269.774625,438.91725,1289.3475,0
Colombia,2015,i,439.76999,48.23,56.29056,110.38227,151.28088,194.81811,244.07235,304.32084,382.5999,496.06056,697.03545,1760.39931,83.336415,173.049495,274.196595,439.33023,1228.71738,0
Colombia,2016,i,434.63,48.650002,56.06727,111.69991,152.98976,195.5835,243.82743,302.50248,377.69347,485.48171,680.63058,1739.82389,83.88359,174.28663,273.164955,431.58759,1210.227235,0
Colombia,2017,i,431.25,49.07,60.375,115.575,156.54375,199.2375,247.5375,304.89375,379.06875,487.3125,680.94375,1681.0125,87.975,177.890625,276.215625,433.190625,1180.978125,0
Colombia (Urban),1988,I,292.38,22.6,35.67036,61.98456,89.76066,120.75294,156.13092,198.52602,253.20108,331.55892,471.60894,1204.89798,48.82746,105.2568,177.32847,292.38,838.25346,0
Colombia (Urban),1989,I,290.76999,23.200001,38.96318,63.38786,89.55716,118.63416,152.07271,192.48974,244.82834,320.71931,456.79967,1230.24787,51.17552,104.09566,172.281225,282.773825,843.52377,0
Colombia (Urban),1991,I,295.64999,24.42,39.6171,67.11255,96.3819,128.3121,164.3814,207.5463,262.5372,341.7714,481.61385,1167.52185,53.364825,112.347,185.96385,302.1543,824.56785,0
Comoros,2004,c,246.86,.60000002,38.01644,60.97442,79.98264,99.48458,119.23338,146.63484,180.45466,228.3455,328.57066,1187.3966,49.49543,89.73361,132.93411,204.40008,757.98363,0
Comoros,2014,c,180.10001,.75999999,28.9961,51.5086,71.3196,92.2112,112.5625,137.9566,176.8582,222.6036,300.5869,606.2166,40.25235,81.7654,125.25955,199.7309,453.40175,0
Congo,2005,c,83.870003,3.72,16.43852,24.65778,32.45769,39.75438,48.47686,59.46383,74.6443,96.19889,137.5468,309.06095,20.54815,36.106035,53.970345,85.421595,223.303875,0
Congo,2011,c,117.42,4.5100002,18.31752,30.99888,41.91894,54.6003,69.2778,85.36434,105.79542,136.91172,185.64102,445.37406,24.6582,48.25962,77.32107,121.35357,315.50754,0
Costa Rica,1981,I,166.39,2.45,17.80373,37.93692,58.40289,80.03359,103.82736,131.4481,165.72444,213.47837,293.84474,561.23347,27.870325,69.21824,117.63773,189.601405,427.539105,0
Costa Rica,1986,I,172.33,2.8,26.36649,63.41744,92.54121,118.21838,142.86157,168.36641,196.80086,232.47317,284.68916,397.22065,44.891965,105.379795,155.61399,214.637015,340.954905,0
Costa Rica,1989,i,269.31,3.02,16.42791,70.28991,106.91607,140.31051,176.39805,218.1411,267.15552,335.82957,453.78735,907.84401,43.35891,123.61329,197.269575,301.492545,680.81568,0
Costa Rica,1990,i,286.23001,3.0999999,27.19185,80.43063,119.07168,152.84682,187.76688,230.70138,284.79885,358.93242,475.71426,944.559,53.81124,135.95925,209.23413,321.865635,710.13663,0
Costa Rica,1991,i,262.54999,3.1800001,25.46735,69.05065,102.9196,135.4758,168.81965,208.4647,258.61175,321.3612,435.04535,900.5465,47.259,119.1977,188.642175,289.986475,667.795925,0
Costa Rica,1992,i,278.95001,3.26,29.84765,80.61655,114.9274,146.1698,180.7596,220.3705,271.1394,342.5506,461.9412,940.89835,55.2321,130.5486,200.56505,306.845,701.419775,0
Costa Rica,1993,i,323.17001,3.3399999,32.64017,92.10345,131.20702,167.07889,208.12148,253.04211,313.79807,400.08446,544.86462,1089.40607,62.37181,149.142955,230.581795,356.941265,817.135345,0
Costa Rica,1994,i,365.07999,3.4300001,41.25404,104.0478,147.49232,185.82572,228.90516,281.47668,344.27044,437.00076,593.98516,1286.907,72.65092,166.65902,255.19092,390.6356,940.44608,0
Costa Rica,1995,i,348.39001,3.51,39.01968,99.98793,142.14312,182.90475,225.75672,273.13776,339.33186,427.12614,578.67579,1176.16464,69.503805,162.523935,249.44724,383.229,877.420215,0
Costa Rica,1996,i,329.85999,3.5999999,34.6353,90.7115,131.28428,168.55846,207.8118,255.6415,317.65518,404.40836,556.47382,1131.4198,62.6734,149.92137,231.72665,361.03177,843.94681,0
Costa Rica,1997,i,348.26001,3.6800001,44.57728,102.04018,141.74182,179.00564,222.53814,273.03584,335.72264,422.09112,582.98724,1178.8601,73.30873,160.37373,247.78699,378.90688,880.92367,0
Costa Rica,1998,i,391.28,3.77,53.21408,116.21016,158.4684,199.94408,247.68024,302.06816,372.88984,474.23136,656.95912,1331.13456,84.71212,179.20624,274.8742,423.5606,994.04684,0
Costa Rica,1999,i,381.17999,3.8499999,44.21688,105.58686,147.13548,187.54056,230.99508,283.59792,351.06678,454.36656,639.23886,1367.67384,74.90187,167.33802,257.2965,402.71667,1003.45635,0
Costa Rica,2000,i,377.98999,3.9300001,42.71287,103.19127,147.03811,187.86103,230.5739,286.13843,357.95653,454.34398,621.41556,1348.66832,72.95207,167.44957,258.356165,406.150255,985.04194,0
Costa Rica,2001,i,515.97998,4,54.69388,123.8352,176.46516,227.0312,282.75704,354.47826,449.41858,589.76514,849.81906,2052.05246,89.26454,201.74818,318.61765,519.59186,1450.93576,0
Costa Rica,2002,i,524.46002,4.0599999,57.6906,127.96824,178.84086,229.71348,286.35516,354.0105,444.74208,586.87074,853.82088,2124.58746,92.82942,204.27717,320.18283,515.80641,1489.20417,0
Costa Rica,2003,i,513.75,4.1300001,59.08125,129.97875,184.43625,238.89375,297.46125,371.44125,471.10875,611.87625,871.83375,1900.875,94.53,211.665,334.45125,541.4925,1386.354375,0
Costa Rica,2004,i,479.42999,4.1900001,61.36704,129.92553,179.30682,227.72925,282.38427,347.58675,435.80187,573.39828,805.4424,1750.39893,95.646285,203.518035,314.98551,504.600075,1277.920665,0
Costa Rica,2005,i,498.45001,4.25,72.27525,139.566,190.4079,242.2467,297.0762,363.8685,455.5833,593.65395,843.3774,1786.4448,105.920625,216.3273,330.47235,524.618625,1314.9111,0
Costa Rica,2006,i,520.67999,4.3099999,71.33316,142.14564,191.61024,241.07484,296.26692,366.03804,452.9916,589.40976,852.35316,2003.57664,106.7394,216.34254,331.15248,521.20068,1427.9649,0
Costa Rica,2007,i,577.78998,4.3699999,88.97966,161.7812,216.09346,270.98351,329.3403,399.25289,494.01045,641.92469,929.66411,2246.44752,125.38043,243.538485,364.296595,567.96757,1588.055815,0
Costa Rica,2008,i,582.53998,4.4299998,87.96354,164.27628,220.78266,272.04618,333.79542,411.27324,515.5479,664.67814,959.44338,2196.1758,126.11991,246.41442,372.53433,590.11302,1577.80959,0
Costa Rica,2009,i,636.15002,4.4899998,85.88025,166.03515,223.9248,282.4506,348.6102,437.03505,547.72515,716.3049,1045.8306,2508.33945,125.9577,253.1877,392.822625,632.015025,1777.085025,0
Costa Rica,2010,i,630.90002,4.5500002,99.0513,181.6992,241.0038,297.7848,362.7675,447.939,558.3465,726.1659,1053.603,2340.639,140.37525,269.3943,405.35325,642.2562,1697.121,0
Costa Rica,2011,i,651.62,4.5999999,96.43976,178.54388,238.49292,301.04844,374.02988,463.30182,583.1999,763.69864,1103.19266,2414.2521,137.49182,269.77068,418.66585,673.44927,1758.72238,0
Costa Rica,2012,i,673.84998,4.6500001,99.7298,184.6349,248.65065,314.0141,389.4853,479.7812,598.3788,789.07835,1140.1542,2494.5927,142.18235,281.332375,434.63325,693.728575,1817.37345,0
Costa Rica,2013,i,693.78003,4.71,100.5981,184.54548,252.53592,315.6699,387.12924,480.09576,611.91396,826.29198,1187.75136,2591.96208,142.57179,284.10291,433.6125,719.10297,1889.85672,0
Costa Rica,2014,i,696.78998,4.7600002,103.12492,189.52688,255.72193,320.5234,396.47351,496.81127,627.80779,818.03146,1186.63337,2572.54868,146.3259,288.122665,446.64239,722.919625,1879.591025,0
Costa Rica,2015,i,697.26001,4.8099999,103.19448,193.14102,261.4725,327.01494,400.9245,493.66008,619.86414,815.7942,1190.22282,2565.9168,148.16775,294.24372,447.29229,717.82917,1878.06981,0
Costa Rica,2016,i,717.25,4.8600001,106.153,196.5265,263.23075,332.804,410.98425,508.53025,639.787,839.89975,1200.6765,2673.908,151.33975,298.017375,459.75725,739.843375,1937.29225,0
Costa Rica,2017,i,731.75,4.9099998,116.34825,205.62175,272.94275,341.72725,417.82925,515.88375,646.13525,851.757,1244.70675,2704.548,160.985,307.335,466.8565,748.946125,1974.627375,0
Cote d'Ivoire,1985,c,267.17001,10.22,47.82343,84.42572,111.40989,137.85972,165.91257,202.24769,244.72772,306.97833,418.92256,951.39237,66.124575,124.634805,184.08013,275.853025,685.157465,0
Cote d'Ivoire,1986,c,221.48,10.62,62.23588,90.36384,110.07556,130.89468,153.70712,181.83508,214.17116,264.89008,352.37468,654.03044,76.29986,120.48512,167.7711,239.53062,503.20256,0
Cote d'Ivoire,1987,c,202.42,11.02,49.5929,77.52686,95.74466,114.3673,136.6335,162.74568,192.70384,231.7709,314.56068,648.35126,63.55988,105.05598,149.68959,212.23737,481.45597,0
Cote d'Ivoire,1988,c,159.95,11.42,43.02655,65.8994,82.69415,98.36925,113.2446,134.19805,161.8694,197.6982,249.2021,453.13835,54.462975,90.5317,123.721325,179.7838,351.170225,0
Cote d'Ivoire,1993,c,128.96001,13.62,29.40288,47.7152,61.256,74.7968,89.88512,107.81056,129.21792,158.74976,210.2048,380.68992,38.55904,68.0264,98.84784,143.98384,295.44736,0
Cote d'Ivoire,1995,c,134,14.54,36.314,51.858,62.98,73.298,87.502,107.334,127.702,155.574,198.052,439.252,44.086,68.139,97.418,141.638,318.652,0
Cote d'Ivoire,1998,c,116.42,15.88,29.80352,44.12318,56.4637,69.61916,82.19252,94.64946,110.24974,139.23832,187.66904,350.19136,36.96335,63.04143,88.42099,124.74403,268.9302,0
Cote d'Ivoire,2002,c,123.8,17.370001,28.474,46.5488,59.6716,71.3088,81.4604,95.0784,113.4008,141.6272,195.3564,404.9498,37.5114,65.4902,88.2694,127.514,300.1531,0
Cote d'Ivoire,2008,c,118.78,19.5,21.85552,38.84106,52.61954,64.1412,76.73188,93.36108,114.0288,143.96136,194.44286,387.69792,30.34829,58.38037,85.04648,128.99508,291.07039,0
Cote d'Ivoire,2015,c,116.93,23.110001,24.67223,42.0948,54.02166,65.71466,77.99231,93.19321,112.60359,140.316,185.33405,373.35749,33.383515,59.86816,85.59276,126.459795,279.34577,0
Croatia,1988,I,591.21002,4.7600002,254.81151,354.726,421.53273,475.92405,526.1769,576.42975,632.5947,703.5399,814.68738,1152.26829,304.768755,448.72839,551.303325,668.0673,983.477835,0
Croatia,1998,c,990.54999,4.5,349.66415,513.1049,617.11265,706.26215,804.3266,917.2493,1051.9641,1234.2253,1483.8439,2226.7564,431.384525,661.6874,860.78795,1143.0947,1855.30015,0
Croatia,1999,C,498.03,4.5500002,188.75337,270.92832,320.73132,366.05205,412.36884,462.66987,520.44135,594.14979,706.70457,1137.50052,229.840845,343.391685,437.519355,557.29557,922.102545,0
Croatia,2000,C,559.85999,4.4299998,198.19044,266.49336,326.39838,382.94424,440.04996,501.63456,574.97622,672.39186,832.51182,1403.00916,232.3419,354.67131,470.84226,623.68404,1117.76049,0
Croatia,2001,C,528.44,4.4400001,186.01088,251.009,308.08052,361.9814,417.4676,477.18132,547.99228,641.52616,794.77376,1299.43396,218.50994,335.03096,447.32446,594.75922,1047.10386,0
Croatia,2004,c,828.44,4.4400001,291.61088,424.16128,503.69152,585.70708,666.8942,753.8804,860.74916,1011.52524,1231.89028,1954.28996,357.88608,544.6993,710.3873,936.1372,1593.09012,0
Croatia,2008,c,819.06,4.4299998,269.47074,384.13914,467.68326,544.6749,615.93312,705.21066,806.7741,936.18558,1176.98922,2283.53928,326.80494,506.17908,660.57189,871.47984,1730.26425,0
Croatia,2009,i,618.63,4.4299998,155.27613,274.67172,356.94951,430.56648,494.904,575.94453,663.17136,780.71106,954.54609,1498.32186,214.973925,393.757995,535.424265,721.94121,1226.433975,1
Croatia,2010,i,572.40002,4.4200001,137.9484,255.8628,333.1368,402.9696,460.782,533.4768,619.3368,728.0928,885.5028,1367.4636,196.9056,368.0532,497.1294,673.7148,1126.4832,1
Croatia,2011,i,552.06,4.2800002,136.35882,244.56258,319.64274,383.12964,448.82478,518.38434,602.29746,703.32444,855.693,1308.3822,190.4607,351.38619,483.60456,652.81095,1082.0376,0
Croatia,2012,i,524.71997,4.27,131.18,230.8768,303.81288,363.63096,417.1524,489.03904,570.37064,671.6416,819.08792,1250.40776,181.0284,333.72192,453.09572,621.00612,1034.74784,0
Croatia,2013,i,516.85999,4.2600002,131.7993,233.62072,297.71136,361.802,421.75776,484.29782,562.86054,655.37848,794.93068,1223.92448,182.71001,329.75668,453.02779,609.11951,1009.42758,0
Croatia,2014,i,545.42999,4.2399998,140.72094,245.98893,316.89483,379.61928,440.70744,512.15877,591.24612,693.24153,827.96274,1305.75942,193.354935,348.257055,476.433105,642.243825,1066.86108,0
Croatia,2015,i,569.42999,4.1999998,153.17667,260.79894,340.51914,403.72587,469.21032,543.23622,617.26212,718.05123,866.67246,1321.64703,206.987805,372.122505,506.22327,667.656675,1094.159745,0
Cyprus,2004,i,1317.14,1.01,482.07324,674.37568,794.23542,915.4123,1048.44344,1189.37742,1351.38564,1585.83656,1933.56152,3196.69878,578.22446,854.82386,1118.91043,1468.6111,2565.13015,0
Cyprus,2005,i,1406.36,1.03,534.4168,722.86904,845.22236,966.16932,1109.61804,1265.724,1431.67448,1656.69208,2037.81564,3493.39824,628.64292,905.69584,1187.67102,1544.18328,2765.60694,0
Cyprus,2006,i,1541.9399,1.05,578.2275,780.22164,914.37042,1060.85472,1207.33902,1364.6169,1541.94,1790.19234,2167.96764,4010.58594,679.22457,987.61257,1285.97796,1666.06617,3089.27679,0
Cyprus,2007,i,1544.88,1.0599999,573.15048,777.07464,906.84456,1042.794,1205.0064,1382.6676,1569.59808,1815.234,2247.8004,3930.17472,675.11256,974.81928,1293.837,1692.41604,3088.98756,0
Cyprus,2008,i,1532.98,1.08,564.13664,761.89106,892.19436,1030.16256,1181.92758,1356.6873,1539.11192,1779.78978,2210.55716,4011.80866,663.01385,961.17846,1269.30744,1659.45085,3111.18291,0
Cyprus,2009,i,1515.55,1.1,531.95805,753.22835,885.0812,1009.3563,1153.33355,1329.13735,1530.7055,1788.349,2211.18745,3964.6788,642.5932,947.21875,1241.23545,1659.52725,3087.933125,0
Cyprus,2010,i,1540.08,1.11,549.80856,776.20032,922.50792,1044.17424,1181.24136,1347.57,1544.70024,1808.05392,2273.15808,3953.38536,663.00444,983.34108,1264.40568,1676.37708,3113.27172,0
Cyprus,2011,i,1532.99,1.12,524.28258,761.89603,895.26616,1016.37237,1155.87446,1324.50336,1526.85804,1792.06531,2244.29736,4088.48433,643.089305,955.819265,1240.18891,1659.461675,3166.390845,0
Cyprus,2012,i,1447.8,1.14,476.3262,680.466,818.007,935.2788,1065.5808,1223.391,1413.0528,1679.448,2129.7138,4056.7356,578.3961,876.6429,1144.4859,1546.2504,3093.2247,0
Cyprus,2013,i,1389.5699,1.14,437.71455,628.08564,739.25124,844.85856,972.699,1128.33084,1308.97494,1561.87668,1987.0851,4285.43388,532.900095,792.0549,1050.51492,1435.42581,3136.25949,0
Cyprus,2014,i,1295.0601,1.15,391.10812,586.66218,708.39782,818.47792,949.27898,1093.03064,1265.27362,1490.61406,1914.09868,3729.7728,488.88515,763.43787,1021.15481,1377.94384,2821.93574,0
Cyprus,2015,i,1319.55,1.16,422.256,614.9103,741.5871,860.3466,990.98205,1144.04985,1316.9109,1546.5126,1939.7385,3619.52565,518.58315,800.96685,1067.51595,1431.71175,2779.632075,0
Czech Republic,1993,I,511.56,10.33,237.36384,296.19324,335.58336,373.95036,413.85204,458.35776,512.07156,583.1784,696.23316,1208.81628,266.77854,354.76686,436.1049,547.62498,952.52472,0
Czech Republic,1996,I,592.06,10.32,255.76992,349.3154,401.41668,447.0053,493.77804,544.10314,603.30914,680.27694,801.64924,1343.38414,302.54266,424.21099,518.94059,641.79304,1072.51669,0
Czech Republic,2004,i,688.46002,10.2,247.15714,375.89916,456.44898,526.6719,582.43716,638.20242,706.35996,804.80974,957.64786,1588.96568,311.52815,491.56044,610.31979,755.58485,1273.30677,0
Czech Republic,2005,i,706.89001,10.21,267.20442,389.49639,475.03008,547.13286,602.27028,654.58014,721.0278,815.75106,976.92198,1619.48499,328.350405,511.08147,628.42521,768.38943,1298.203485,0
Czech Republic,2006,i,745.87,10.24,278.20951,416.94133,504.95399,575.81164,633.24363,690.67562,766.75436,867.44681,1039.74278,1685.6662,347.57542,540.382815,661.959625,817.100585,1362.70449,0
Czech Republic,2007,i,785.31,10.3,308.62683,456.26511,539.50797,607.04463,664.37226,725.62644,801.80151,908.60367,1089.22497,1751.2413,382.44597,573.2763,694.99935,855.20259,1420.233135,0
Czech Republic,2008,i,804.62,10.38,316.21566,471.50732,554.38318,618.75278,675.07618,738.64116,815.08006,920.48528,1095.89244,1839.36132,393.86149,586.56798,706.85867,867.78267,1467.62688,0
Czech Republic,2009,i,816.27002,10.44,313.44768,472.62033,560.77749,630.16044,689.74815,758.31483,837.49302,948.50574,1128.08514,1824.36345,393.034005,595.468965,724.03149,892.99938,1476.224295,0
Czech Republic,2010,i,814.82001,10.47,303.11304,461.18812,554.0776,625.78176,687.70808,756.96778,836.82014,954.15422,1140.748,1826.82644,382.15058,589.92968,722.33793,895.48718,1483.78722,0
Czech Republic,2011,i,813.95001,10.5,301.97545,459.0678,556.7418,630.81125,695.92725,761.8572,839.18245,950.6936,1136.2742,1808.5969,380.521625,593.776525,728.892225,894.938025,1472.43555,0
Czech Republic,2012,i,800.23999,10.51,311.29336,454.53632,542.56272,619.38576,684.2052,747.42416,821.84648,932.2796,1117.13504,1771.73136,382.91484,580.97424,715.81468,877.06304,1444.4332,0
Czech Republic,2013,i,805.53998,10.51,305.29966,455.93564,548.57274,621.87688,686.32008,749.1522,824.87296,930.3987,1114.06182,1818.10378,380.61765,585.22481,717.73614,877.63583,1466.0828,0
Czech Republic,2014,i,824.34003,10.53,318.19524,478.94154,568.7946,637.21482,699.86466,764.98752,846.59718,959.53176,1145.8326,1823.44008,398.56839,603.00471,732.42609,903.06447,1484.63634,0
Czech Republic,2015,i,858.34998,10.55,331.3231,498.70135,594.83655,665.22125,727.8808,799.12385,883.24215,998.26105,1187.09805,1896.9535,415.012225,630.0289,763.502325,940.7516,1542.025775,0
Democratic Republic of Congo,2005,c,22.98,54.75,5.0556,8.02002,10.27206,12.45516,14.98296,17.97036,22.0608,27.55302,36.9978,74.4552,6.53781,11.36361,16.47666,24.80691,55.7265,0
Democratic Republic of Congo,2012,c,46.470001,68.980003,9.71223,16.03215,20.77209,25.60497,30.6702,36.66483,44.65767,55.81047,76.07139,148.65753,12.87219,23.18853,33.667515,50.23407,112.36446,0
Denmark,2003,i,1369.3199,5.3899999,544.98936,799.68288,925.66032,1037.94456,1161.18336,1284.42216,1436.41668,1647.29196,1928.00256,2924.86752,672.33612,981.80244,1222.80276,1541.85432,2426.43504,0
Denmark,2004,i,1393.3101,5.4000001,560.11062,826.23283,955.81066,1068.66877,1188.49343,1319.46457,1472.72867,1683.11848,1985.46675,2875.79184,693.171725,1012.239715,1253.979,1577.923575,2430.629295,0
Denmark,2005,i,1409.35,5.4200001,558.1026,828.6978,971.04215,1083.79015,1197.9475,1329.01705,1479.8175,1691.22,2001.277,2952.58825,693.4002,1027.41615,1263.482275,1585.51875,2476.932625,0
Denmark,2006,i,1453.75,5.4400001,582.95375,848.99,982.735,1101.9425,1221.15,1353.44125,1510.44625,1731.41625,2045.42625,3160.4525,715.971875,1042.33875,1287.295625,1620.93125,2602.939375,0
Denmark,2007,i,1480.46,5.46,583.30124,866.0691,1008.19326,1119.22776,1237.66456,1366.46458,1524.8738,1751.38418,2078.56584,3270.33614,724.68517,1063.71051,1302.06457,1638.12899,2674.45099,0
Denmark,2008,i,1464.9301,5.4899998,580.11228,862.84377,1004.94198,1123.60131,1248.12036,1382.89392,1538.1765,1754.98614,2072.87595,3079.28286,721.478025,1064.271645,1315.50714,1646.58132,2576.079405,0
Denmark,2009,i,1486.35,5.52,521.70885,848.70585,1000.31355,1128.13965,1258.93845,1398.65535,1557.6948,1789.5654,2123.99415,3234.2976,685.20735,1064.2266,1328.7969,1673.6301,2679.145875,0
Denmark,2010,i,1560.05,5.5500002,580.3386,872.06795,1029.633,1174.71765,1302.64175,1444.6063,1619.3319,1856.4595,2209.0308,3511.67255,726.203275,1102.175325,1373.624025,1737.8957,2860.351675,0
Denmark,2011,i,1535.17,5.5700002,572.61841,865.83588,1013.2122,1142.16648,1272.65593,1421.56742,1595.04163,1822.24679,2164.5897,3483.30073,719.227145,1077.68934,1347.111675,1708.64421,2823.945215,0
Denmark,2012,i,1526.03,5.5900002,558.52698,863.73298,1004.12774,1124.68411,1254.39666,1399.36951,1564.18075,1803.76746,2157.80642,3526.65533,711.12998,1064.405925,1326.883085,1683.974105,2842.230875,0
Denmark,2013,i,1563.1899,5.6100001,558.05883,864.44407,1012.94712,1141.1287,1278.68942,1424.06609,1592.89061,1838.31144,2221.29299,3700.07073,711.25145,1077.03791,1351.377755,1715.601025,2960.68186,0
Denmark,2014,i,1573.97,5.6399999,544.59362,887.71908,1034.09829,1161.58986,1287.50746,1433.88667,1607.02337,1852.56269,2225.59358,3705.12538,716.15635,1097.844075,1360.697065,1729.79303,2965.35948,0
Denmark,2015,i,1588.9,5.6799998,592.6597,900.9063,1043.9073,1163.0748,1290.1868,1439.5434,1614.3224,1852.6574,2208.571,3783.1709,746.783,1103.49105,1364.8651,1733.4899,2995.87095,0
Djibouti,2002,c,134.17,.75,30.99327,49.6429,64.13326,77.8186,92.71147,110.0194,131.4866,160.73566,211.18358,412.84109,40.318085,70.97593,101.365435,146.11113,312.012335,0
Djibouti,2012,c,164.87,.88,20.77362,49.62587,71.22384,89.85415,108.48446,129.58782,157.12111,192.23842,262.96765,566.98793,35.199745,80.538995,119.03614,174.679765,414.97779,0
Djibouti,2013,c,147.25999,.89999998,25.18146,47.27046,61.99646,80.55122,97.78064,116.48266,138.71892,168.75996,233.70162,502.1566,36.22596,71.27384,107.13165,153.73944,367.92911,0
Djibouti,2017,c,154.5,.95999998,29.973,53.3025,72.615,88.374,106.296,126.2265,150.792,182.001,236.076,499.1895,41.63775,80.4945,116.26125,166.3965,367.63275,0
Dominican Republic,1986,I,408.57999,6.6300001,56.38404,104.1879,151.1746,199.38704,251.68528,311.33796,385.29094,487.84452,663.9425,1475.38238,80.28597,175.28082,281.51162,436.56773,1069.66244,0
Dominican Republic,1989,I,242.69,7.04,40.28654,61.40057,83.48536,107.99705,135.66371,168.66955,211.1403,272.05549,380.05254,966.14889,50.843555,95.741205,152.16663,241.597895,673.100715,0
Dominican Republic,1992,I,330.92001,7.4699998,53.27812,89.3484,118.46936,148.58308,182.66784,223.371,275.32544,349.45152,480.49584,1388.2094,71.31326,133.52622,203.01942,312.38848,934.35262,0
Dominican Republic,1996,i,366.20999,8.0299997,53.83287,103.63743,141.35706,179.07669,223.02189,270.9954,332.88489,426.63465,593.99262,1336.6665,78.73515,160.216875,247.008645,379.75977,965.32956,0
Dominican Republic,1997,i,401.06,8.1599998,52.53886,106.68196,148.3922,192.10774,239.83388,292.7738,361.35506,464.02642,634.47692,1518.41316,79.61041,170.24997,266.30384,412.69074,1076.44504,0
Dominican Republic,2000,i,431.53,8.5600004,53.50972,107.01944,146.7202,186.85249,234.75232,296.02958,375.4311,490.21808,689.15341,1735.61366,80.26458,166.786345,265.39095,432.82459,1212.383535,0
Dominican Republic,2001,i,414.51001,8.6999998,61.76199,108.60162,146.73654,187.77303,234.19815,290.98602,358.13664,467.56728,664.04502,1624.8792,85.181805,167.254785,262.592085,412.85196,1144.46211,0
Dominican Republic,2002,i,402.45001,8.8299999,51.11115,101.4174,144.47955,187.5417,233.01855,289.36155,363.0099,465.63465,646.3347,1542.59085,76.264275,166.010625,261.19005,414.322275,1094.462775,0
Dominican Republic,2003,i,358.85001,8.9700003,47.3682,89.7125,122.7267,154.66435,194.13785,240.07065,302.8694,387.91685,550.83475,1498.19875,68.54035,138.695525,217.10425,345.393125,1024.51675,0
