Entity,Year,Average monthly precipitation,Precipitation weighted by Population,Precipitation weighted by Area
Angola,1973,8.298343345,7.956242057,8.324349385
Angola,1974,8.811151848,8.029379634,8.824675954
Angola,1975,9.003778056,8.563955332,9.028906666
Angola,1976,9.156254025,8.476471719,9.175256666
Angola,1977,8.978325312,7.956581622,9.005111496
Angola,1978,8.532746379,7.207851628,8.547145516
Angola,1979,8.602229534,8.251950709,8.628327951
Angola,1980,7.28532451,6.356889906,7.310309181
Angola,1981,7.479162653,6.900191723,7.497233147
Angola,1982,8.023896224,7.424237584,8.046595897
Angola,1983,7.8129988,7.478635736,7.841659618
Angola,1984,8.336698713,8.907837179,8.365127871
Angola,1985,8.221165853,8.014703251,8.249711273
Angola,1986,8.849611388,8.852479763,8.873845105
Angola,1987,7.567570091,7.514114533,7.597706438
Angola,1988,9.071392215,8.580887062,9.102254638
Angola,1989,8.077267651,7.139621446,8.09968834
Angola,1990,8.102467952,7.599869189,8.129646054
Angola,1991,9.142894639,8.298215875,9.174134461
Angola,1992,7.39209536,7.19736863,7.422751737
Angola,1993,8.000783253,7.30605217,8.01981751
Angola,1994,7.71953526,7.721573721,7.752713964
Angola,1995,6.390280457,6.137724251,6.41583277
Angola,1996,7.692832528,7.581699144,7.718604909
Angola,1997,9.367021242,9.188280066,9.391708424
Angola,1998,8.569685496,8.40325079,8.606535869
Angola,1999,9.765500781,9.467729627,9.799364086
Angola,2000,8.813705934,8.449627094,8.836240908
Angola,2001,7.689851733,7.253293755,7.709037463
Angola,2002,7.854350958,7.532431429,7.884634274
Angola,2003,7.094603367,6.888597126,7.115807333
Angola,2004,8.728217165,7.82339818,8.743720708
Angola,2005,7.056899027,6.900407699,7.082586553
Angola,2006,9.637273622,9.147213004,9.656616157
Angola,2007,8.147942705,8.083710361,8.18092324
Angola,2008,9.049383005,8.153147871,9.06801354
Angola,2009,9.321808891,9.139794914,9.34819533
Angola,2010,8.903970365,8.874738252,8.92998336
Angola,2011,9.250843344,8.927533511,9.277330261
Angola,2012,7.579030465,6.991942788,7.599907642
Angola,2013,8.299565301,8.268822102,8.338809073
Angola,2014,7.438419462,6.959611125,7.46141157
Antarctica,1900,1.796737024,1.796737024,2.161378703
Antarctica,1901,1.925146,1.925146,2.469529755
Antarctica,1902,1.676173942,1.676173942,2.456259099
Antarctica,1903,2.273516615,2.273516615,3.063483911
Antarctica,1904,2.036195485,2.036195485,2.889701074
Antarctica,1905,1.842163838,1.842163838,2.83245603
Antarctica,1906,1.818453761,1.818453761,2.4924764
Antarctica,1907,1.476798317,1.476798317,2.099839489
Antarctica,1908,2.104157772,2.104157772,2.55360179
Antarctica,1909,2.27411573,2.27411573,2.921305961
Antarctica,1910,1.855156909,1.855156909,2.582196463
Antarctica,1911,2.235758839,2.235758839,2.872408909
Antarctica,1912,2.162348614,2.162348614,2.774592614
Antarctica,1913,2.968859343,2.968859343,3.683894539
Antarctica,1914,1.471539116,1.471539116,1.910499787
Antarctica,1915,2.984816058,2.984816058,3.767757302
Antarctica,1916,2.482631477,2.482631477,3.170652432
Antarctica,1917,2.697633109,2.697633109,3.363220648
Antarctica,1918,2.508393825,2.508393825,3.160371862
Antarctica,1919,1.769422392,1.769422392,2.615625048
Antarctica,1920,2.237455525,2.237455525,2.70555662
Antarctica,1921,2.091152816,2.091152816,2.69106924
Antarctica,1922,3.257403824,3.257403824,3.797873529
Antarctica,1923,2.182820352,2.182820352,2.9510625
Antarctica,1924,2.186878266,2.186878266,2.57588874
Antarctica,1925,3.021602146,3.021602146,3.473864328
Antarctica,1926,1.634475623,1.634475623,2.23766523
Antarctica,1927,2.292666291,2.292666291,2.693532096
Antarctica,1928,2.546108447,2.546108447,2.936834777
Antarctica,1929,3.896245344,3.896245344,4.001443417
Antarctica,1930,1.686357641,1.686357641,2.252447118
Antarctica,1931,1.846841157,1.846841157,2.812334385
Antarctica,1932,2.815092005,2.815092005,3.236369096
Antarctica,1933,2.257715734,2.257715734,2.627289217
Antarctica,1934,2.481999354,2.481999354,2.986967972
Antarctica,1935,3.168768276,3.168768276,3.961619933
Antarctica,1936,1.65493315,1.65493315,2.403753696
Antarctica,1937,1.665476047,1.665476047,2.246281662
Antarctica,1938,2.154407348,2.154407348,2.637749951
Antarctica,1939,1.837531861,1.837531861,2.760581378
Antarctica,1940,2.308861845,2.308861845,3.111530273
Antarctica,1941,2.541871247,2.541871247,3.067077076
Antarctica,1942,1.636970722,1.636970722,2.426190506
Antarctica,1943,2.362450349,2.362450349,2.967601078
Antarctica,1944,2.192712328,2.192712328,2.832006969
Antarctica,1945,2.684198354,2.684198354,3.439377393
Antarctica,1946,2.48446909,2.48446909,3.284261423
Antarctica,1947,2.359954344,2.359954344,3.169781383
Antarctica,1948,1.572397535,1.572397535,2.143719947
Antarctica,1949,2.025055974,2.025055974,2.631493629
Antarctica,1950,2.529540909,2.529540909,3.285474176
Antarctica,1951,1.631809957,1.631809957,2.249891721
Antarctica,1952,1.593766991,1.593766991,2.520285896
Antarctica,1953,1.465169175,1.465169175,2.369765946
Antarctica,1954,1.827515253,1.827515253,2.862743235
Antarctica,1955,2.066759819,2.066759819,2.744580595
Antarctica,1956,2.101146284,2.101146284,2.885465834
Antarctica,1957,1.663411128,1.663411128,2.531143405
Antarctica,1958,1.092128016,1.092128016,1.883686442
Antarctica,1959,1.343460536,1.343460536,2.285515416
Antarctica,1960,1.236709715,1.236709715,2.080480594
Antarctica,1961,1.294010555,1.294010555,2.184499002
Antarctica,1962,1.279794829,1.279794829,2.205426635
Antarctica,1963,1.362146535,1.362146535,2.309224138
Antarctica,1964,2.190810506,2.190810506,3.602514808
Antarctica,1965,1.291532271,1.291532271,2.142211374
Antarctica,1966,2.042156855,2.042156855,3.300601083
Antarctica,1967,1.72852544,1.72852544,2.870371204
Antarctica,1968,1.369671794,1.369671794,2.305425484
Antarctica,1969,1.493192962,1.493192962,2.150714942
Antarctica,1970,1.103646528,1.103646528,1.831325008
Antarctica,1971,1.340946742,1.340946742,2.151816006
Antarctica,1972,1.453351087,1.453351087,2.355114506
Antarctica,1973,1.222263731,1.222263731,1.981555663
Antarctica,1974,1.183190426,1.183190426,1.921423144
Antarctica,1975,1.293149634,1.293149634,2.027362
Antarctica,1976,1.22596884,1.22596884,2.03914408
Antarctica,1977,1.418230104,1.418230104,2.264767693
Antarctica,1978,0.983700696,0.983700696,1.660040177
Antarctica,1979,1.059951043,1.059951043,1.798317127
Antarctica,1980,1.106829935,1.106829935,1.824904534
Antarctica,1981,1.041355799,1.041355799,1.776949807
Antarctica,1982,1.536503641,1.536503641,2.389196335
Antarctica,1983,1.027215261,1.027215261,1.722473087
Antarctica,1984,1.008326384,1.008326384,1.656349154
Antarctica,1985,0.755867592,0.755867592,1.295695294
Antarctica,1986,0.877718965,0.877718965,1.528887847
Antarctica,1987,0.953611295,0.953611295,1.674624805
Antarctica,1988,0.938461926,0.938461926,1.59500888
Antarctica,1989,0.798392957,0.798392957,1.398870924
Antarctica,1990,1.064389558,1.064389558,1.869191084
Antarctica,1991,0.821641615,0.821641615,1.463629202
Antarctica,1992,0.919264092,0.919264092,1.60719063
Antarctica,1993,0.818450807,0.818450807,1.47526857
Antarctica,1994,0.790139919,0.790139919,1.404331948
Antarctica,1995,0.922502605,0.922502605,1.558886802
Antarctica,1996,0.95904888,0.95904888,1.632762805
Antarctica,1997,1.047046676,1.047046676,1.673193062
Antarctica,1998,0.883074514,0.883074514,1.519836848
Antarctica,1999,0.855317156,0.855317156,1.467162566
Antarctica,2000,1.165635493,1.165635493,2.063574393
Antarctica,2001,0.950898099,0.950898099,1.665218434
Antarctica,2002,1.107746761,1.107746761,1.879318041
Antarctica,2003,1.063893672,1.063893672,1.812908687
Antarctica,2004,0.837078712,0.837078712,1.45143982
Antarctica,2005,1.326502772,1.326502772,2.097431548
Antarctica,2006,1.12470251,1.12470251,1.793856554
Antarctica,2007,1.150147737,1.150147737,1.866554096
Antarctica,2008,0.888694476,0.888694476,1.54784815
Antarctica,2009,0.974743683,0.974743683,1.70720266
Antarctica,2010,0.952294203,0.952294203,1.647901853
Antarctica,2011,0.862150566,0.862150566,1.526778658
Antarctica,2012,0.837973892,0.837973892,1.446389566
Antarctica,2013,0.923455775,0.923455775,1.594580103
Antarctica,2014,0.990416041,0.990416041,1.701501069
Argentina,1900,5.578473823,10.55754177,5.679081566
Argentina,1901,4.017766135,5.98007043,4.046613426
Argentina,1902,4.651012484,6.394501481,4.733441335
Argentina,1903,4.968522153,7.813746364,5.119945508
Argentina,1904,5.87430271,7.326191571,5.998235979
Argentina,1905,4.841473386,7.47366053,4.969172665
Argentina,1906,3.859771041,5.465576488,3.942751306
Argentina,1907,4.345294375,5.874887493,4.460286401
Argentina,1908,4.063928779,6.164244935,4.197035108
Argentina,1909,3.69406854,5.692555378,3.778379287
Argentina,1910,4.164771036,5.662898486,4.283712659
Argentina,1911,4.665935176,7.850565244,4.793602442
Argentina,1912,4.849133953,8.811142031,4.983561256
Argentina,1913,4.575719591,7.347477818,4.680981952
Argentina,1914,6.363134845,10.95317647,6.525014496
Argentina,1915,4.99068242,7.100635983,5.108910552
Argentina,1916,3.497384025,4.643214842,3.558163943
Argentina,1917,3.586457032,5.483282167,3.621036908
Argentina,1918,5.398413612,7.253720512,5.577206896
Argentina,1919,5.906146293,9.32564466,6.062682728
Argentina,1920,5.111811624,7.291710981,5.250418843
Argentina,1921,5.031564823,7.005797287,5.15853089
Argentina,1922,5.209069284,8.04382566,5.340794421
Argentina,1923,4.728232968,7.087068629,4.84676555
Argentina,1924,3.401189415,4.898072785,3.446214462
Argentina,1925,4.918946624,8.020733769,5.040672174
Argentina,1926,5.091578945,6.972230529,5.188985548
Argentina,1927,4.487997316,6.860611552,4.62014372
Argentina,1928,4.919719752,7.451285607,5.061855932
Argentina,1929,3.904704134,5.489532759,3.968055208
Argentina,1930,5.147699229,8.317942623,5.299171526
Argentina,1931,4.717561701,6.865498927,4.856517249
Argentina,1932,5.248696108,7.557888612,5.351118968
Argentina,1933,4.343490186,6.279340659,4.410528072
Argentina,1934,4.791052623,6.821156005,4.881793378
Argentina,1935,4.152854594,5.92458881,4.231507233
Argentina,1936,4.363296902,7.912589851,4.468024056
Argentina,1937,3.566222122,5.494768771,3.619860254
Argentina,1938,4.372656111,6.553752029,4.47218298
Argentina,1939,5.384273709,8.27050988,5.529551663
Argentina,1940,5.872031676,9.562580797,6.019740361
Argentina,1941,5.042888042,7.539932719,5.181948878
Argentina,1942,4.186619831,6.334219835,4.312607913
Argentina,1943,4.571984086,6.556618013,4.695676747
Argentina,1944,4.523802413,6.80800436,4.591643835
Argentina,1945,4.901332891,7.455715705,4.968448026
Argentina,1946,5.532462839,8.907235887,5.654188659
Argentina,1947,4.216370798,6.372549973,4.342843729
Argentina,1948,4.649683312,7.044005693,4.753655515
Argentina,1949,4.823550405,6.532257522,4.934641328
Argentina,1950,4.495494353,6.765065722,4.575110202
Argentina,1951,4.488902769,7.042637583,4.57148964
Argentina,1952,4.288112547,6.80215182,4.423425493
Argentina,1953,5.046197594,8.104723149,5.165838623
Argentina,1954,4.526659975,7.071232457,4.658353953
Argentina,1955,4.483650754,6.447472818,4.579755611
Argentina,1956,5.052271035,7.305069978,5.214657001
Argentina,1957,5.094983649,6.74532546,5.197818724
Argentina,1958,5.13328279,8.355045756,5.257550837
Argentina,1959,5.582394437,10.25109669,5.768409151
Argentina,1960,4.526374517,6.547434075,4.654161776
Argentina,1961,5.205347162,8.031585876,5.337380756
Argentina,1962,3.619563633,5.665991555,3.707060243
Argentina,1963,5.369634999,8.697874475,5.466801811
Argentina,1964,4.345153874,6.772575466,4.452715276
Argentina,1965,4.768127409,6.653601127,4.879964442
Argentina,1966,5.154391172,7.763669255,5.282045262
Argentina,1967,4.450848201,7.669787842,4.534779969
Argentina,1968,4.413982302,6.959766561,4.548840227
Argentina,1969,4.608918373,6.942231923,4.703357512
Argentina,1970,4.333665621,6.686458703,4.436122285
Argentina,1971,4.40571514,7.462770961,4.492808021
Argentina,1972,5.288357117,7.687096155,5.415193392
Argentina,1973,5.221843586,7.904224995,5.378015697
Argentina,1974,4.436024383,6.366234912,4.585648886
Argentina,1975,4.534477401,6.547663599,4.649290023
Argentina,1976,4.887836751,7.407950979,4.965940137
Argentina,1977,5.480091437,7.675495792,5.619824039
Argentina,1978,5.183560804,8.265935239,5.305113875
Argentina,1979,5.086960304,6.826757142,5.230429629
Argentina,1980,5.135347163,7.718461617,5.253303944
Argentina,1981,5.03248662,7.547900093,5.188484169
Argentina,1982,5.101178261,7.678778384,5.246555973
Argentina,1983,4.843310287,7.055490193,5.006674858
Argentina,1984,5.763511003,8.500974485,5.959603594
Argentina,1985,5.218654465,8.376150983,5.398410064
Argentina,1986,5.267122355,8.091434044,5.453271741
Argentina,1987,4.896762555,7.147253872,5.033533615
Argentina,1988,3.813676775,6.300863145,3.923065146
Argentina,1989,4.227915548,6.486435742,4.359899015
Argentina,1990,5.326599019,8.910621531,5.493910402
Argentina,1991,5.500417784,8.048409232,5.672590762
Argentina,1992,5.867107498,8.603426643,6.050632811
Argentina,1993,5.121080141,8.545756722,5.248277971
Argentina,1994,5.007607046,7.339700536,5.142467894
Argentina,1995,4.20835266,6.221066145,4.304580991
Argentina,1996,5.09015165,7.080734044,5.250176506
Argentina,1997,5.40677149,7.751994636,5.50630195
Argentina,1998,5.162913314,7.810190219,5.333319584
Argentina,1999,4.438740719,6.559269978,4.556081888
Argentina,2000,5.771784873,9.068501544,5.911708551
Argentina,2001,6.018221824,9.495771097,6.157538214
Argentina,2002,6.199495995,9.835250143,6.35954901
Argentina,2003,5.005320397,8.191967547,5.130704018
Argentina,2004,5.030760474,6.984235343,5.150460428
Argentina,2005,4.853197301,6.85840038,4.968398993
Argentina,2006,5.082035386,7.943960045,5.211312964
Argentina,2007,5.207109728,8.422248748,5.399570426
Argentina,2008,4.729017993,6.263493895,4.849112426
Argentina,2009,4.756749919,7.878914224,4.880508526
Argentina,2010,4.70474651,7.478625158,4.851234765
Argentina,2011,4.711852516,6.710054146,4.864599724
Argentina,2012,5.326600501,9.083088156,5.439185338
Argentina,2013,4.457328269,7.022951884,4.566030492
Argentina,2014,6.264765086,10.83663028,6.434570669
Armenia,1900,4.932564075,4.873695077,4.931553775
Armenia,1901,4.718397471,4.730865491,4.716782693
Armenia,1902,4.063076936,3.933097993,4.060435039
Armenia,1903,4.171346096,4.151799312,4.171324318
Armenia,1904,5.670192278,5.789831932,5.669865961
Armenia,1905,4.531602603,4.48887599,4.532004999
Armenia,1906,4.437884588,4.456888481,4.43718132
Armenia,1907,4.754102542,4.73255877,4.752973797
Armenia,1908,4.189230772,4.141616471,4.188403385
Armenia,1909,4.357307654,4.318824178,4.355475243
Armenia,1910,3.796282108,3.741291737,3.795227178
Armenia,1911,3.989743545,3.747657662,3.989208473
Armenia,1912,4.585512785,4.76561687,4.58190567
Armenia,1913,3.69416677,3.754087961,3.69398889
Armenia,1914,4.576474428,4.655884561,4.574103096
Armenia,1915,4.785961518,4.692274782,4.782507527
Armenia,1916,4.025320512,4.135710498,4.023722831
Armenia,1917,3.221794844,3.25938984,3.219859959
Armenia,1918,3.820833371,3.757788289,3.820997597
Armenia,1919,4.777820495,4.791518813,4.775947375
Armenia,1920,5.200769204,5.186638335,5.199387216
Armenia,1921,4.528525683,4.591114196,4.527252064
Armenia,1922,4.588012787,4.724069641,4.587647198
Armenia,1923,3.988141023,4.083511523,3.987968696
Armenia,1924,3.671410322,3.541670039,3.670778965
Armenia,1925,3.484423106,3.456332194,3.483416677
Armenia,1926,4.058589752,3.921602582,4.057675542
Armenia,1927,4.258333353,4.242139945,4.257045288
Armenia,1928,4.531858994,4.454941788,4.530157077
Armenia,1929,4.403589762,4.293193866,4.404235144
Armenia,1930,4.310064151,4.252099946,4.30828782
Armenia,1931,5.089551265,4.864566449,5.089150115
Armenia,1932,4.225448718,4.229465442,4.226240582
Armenia,1933,4.247115392,4.416930799,4.245322799
Armenia,1934,3.736346135,3.674655427,3.735422814
Armenia,1935,3.916987162,3.962582647,3.916065917
Armenia,1936,5.209487291,5.197193405,5.207450307
Armenia,1937,4.213140983,3.993977739,4.212522372
Armenia,1938,3.697820517,3.867083555,3.695666027
Armenia,1939,4.632243578,4.494134164,4.631147656
Armenia,1940,4.38846148,4.465416503,4.387246348
Armenia,1941,3.284999976,3.309870421,3.28351488
Armenia,1942,4.447179446,4.593861554,4.446359273
Armenia,1943,3.693012806,3.549177031,3.692850776
Armenia,1944,3.838205081,3.87453571,3.836043058
Armenia,1945,3.621794866,3.404234014,3.622266392
Armenia,1946,5.049487224,5.382729525,5.046990009
Armenia,1947,4.368525615,4.256473024,4.367952434
Armenia,1948,3.645512865,3.683393406,3.644309327
Armenia,1949,3.188653854,3.133463813,3.187965612
Armenia,1950,3.976730768,4.012631456,3.975302599
Armenia,1951,5.061218023,5.012561818,5.058336247
Armenia,1952,3.310641023,3.254218978,3.31119713
Armenia,1953,4.288397477,4.346810061,4.28915871
Armenia,1954,3.936153815,3.995766462,3.934383297
Armenia,1955,4.356153855,4.200243115,4.353140399
Armenia,1956,4.127307653,4.12752325,4.127054888
Armenia,1957,3.786474338,3.77132316,3.787766442
Armenia,1958,3.99166672,3.74405971,3.991817321
Armenia,1959,4.730769249,4.6577479,4.726425962
Armenia,1960,4.055576985,4.167378081,4.054303402
Armenia,1961,2.853974333,2.758036448,2.853574065
Armenia,1962,3.821089818,3.638432589,3.820466394
Armenia,1963,6.106282051,6.102658214,6.103475907
Armenia,1964,3.565512822,3.405096998,3.565343888
Armenia,1965,4.588589723,4.644294629,4.58649516
Armenia,1966,4.293333329,4.394650386,4.293442798
Armenia,1967,5.124230752,5.318655956,5.122342216
Armenia,1968,4.457051222,4.465153689,4.455198484
Armenia,1969,4.967884596,5.122297316,4.969011291
Armenia,1970,3.360897431,3.231105762,3.35866522
Armenia,1971,3.896538459,4.067922954,3.893404932
Armenia,1972,4.769551314,4.740670899,4.76939134
Armenia,1973,4.187564171,4.118294213,4.187735841
Armenia,1974,4.328012833,4.047744084,4.327544619
Armenia,1975,4.181089768,3.978420632,4.181275138
Armenia,1976,4.523461525,4.288593986,4.522272208
Armenia,1977,4.089166678,3.903056275,4.088356117
Armenia,1978,4.346538489,4.379837162,4.345715272
Armenia,1979,3.464102552,3.36398201,3.463150749
Armenia,1980,3.261666665,3.127375492,3.26126473
Armenia,1981,4.343782113,4.073387803,4.344348467
Armenia,1982,4.420576939,4.204618678,4.421254038
Armenia,1983,4.453397384,4.323230684,4.45029344
Armenia,1984,3.704166687,3.490774136,3.703056653
Armenia,1985,3.554166684,3.415016059,3.554321992
Armenia,1986,4.46801281,4.413066081,4.46735733
Armenia,1987,4.676410272,4.90564745,4.676739061
Armenia,1988,5.125705114,5.120763668,5.122803812
Armenia,1989,3.35967947,3.377369199,3.356612005
Armenia,1990,3.535192306,3.520662216,3.533254682
Armenia,1991,3.973910203,4.041724426,3.972668343
Armenia,1992,4.461602541,4.413281111,4.46114917
Armenia,1993,4.414358964,4.49645715,4.413096209
Armenia,1994,4.889743603,5.143163706,4.88887077
Armenia,1995,3.497115346,3.467838373,3.495634056
Armenia,1996,3.838076958,3.983049226,3.836123594
Armenia,1997,4.568717993,4.086622983,4.57163113
Armenia,1998,3.631602517,3.640838274,3.629750773
