Entity,Year,bioweapons_status_current,bioweapons_status_current_num,bioweapons_status_hist,bioweapons_status_hist_num,bioweapons_convention,bioweapons_convention_num,chemweapons_status_current,chemweapons_status_current_num,chemweapons_status_hist,chemweapons_status_hist_num,chemweapons_convention,chemweapons_convention_num,num_bioweapons_curr_neither,num_bioweapons_curr_allepur,num_bioweapons_hist_neither,num_bioweapons_hist_allepur,num_bioweapons_hist_pur,num_bioweapons_hist_alleposs,num_bioweapons_hist_poss,num_bioweapons_hist_use,num_chemweapons_curr_neither,num_chemweapons_curr_allepur,num_chemweapons_curr_poss,num_chemweapons_curr_alleuse,num_chemweapons_curr_use,num_chemweapons_hist_neither,num_chemweapons_hist_pur,num_chemweapons_hist_alleposs,num_chemweapons_hist_poss,num_chemweapons_hist_alleuse,num_chemweapons_hist_use
Russia,2022,allegedly pursues,1,possessed,4,ratified,2,allegedly recently used,3,possessed,3,ratified,2,,,,,,,,,,,,,,,,,,,
Rwanda,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Saint Lucia,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Samoa,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
San Marino,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Senegal,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Serbia,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,possessed,3,ratified,2,,,,,,,,,,,,,,,,,,,
Seychelles,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Sierra Leone,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Singapore,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Slovakia,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Slovenia,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Solomon Islands,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Somalia,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,signed,1,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
South Africa,2022,neither pursues nor possesses,0,used,5,ratified,2,neither pursues nor possesses,0,allegedly used,4,ratified,2,,,,,,,,,,,,,,,,,,,
South Korea,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,possessed,3,ratified,2,,,,,,,,,,,,,,,,,,,
South Sudan,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,neither signed nor ratified,0,neither pursues nor possesses,0,neither pursued nor possessed,0,neither signed nor ratified,0,,,,,,,,,,,,,,,,,,,
Spain,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Sri Lanka,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Sudan,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Suriname,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Sweden,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Switzerland,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Syria,2022,neither pursues nor possesses,0,possessed,4,ratified,2,recently used,4,used,5,ratified,2,,,,,,,,,,,,,,,,,,,
Tajikistan,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Tanzania,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Thailand,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Timor-Leste,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Togo,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Tonga,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Tunisia,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Turkey,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Turkmenistan,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Tuvalu,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,neither signed nor ratified,0,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Uganda,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Ukraine,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
United Arab Emirates,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
United Kingdom,2022,neither pursues nor possesses,0,possessed,4,ratified,2,neither pursues nor possesses,0,used,5,ratified,2,,,,,,,,,,,,,,,,,,,
United States,2022,allegedly pursues,1,possessed,4,ratified,2,possesses,2,used,5,ratified,2,,,,,,,,,,,,,,,,,,,
Uruguay,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Uzbekistan,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Vanuatu,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Venezuela,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Vietnam,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
World,2022,,,,,,,,,,,,,193,4,181,4,2,1,6,3,192,1,1,2,1,175,2,1,9,2,8
Yemen,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Zambia,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
Zimbabwe,2022,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,neither pursues nor possesses,0,neither pursued nor possessed,0,ratified,2,,,,,,,,,,,,,,,,,,,
