Entity,Year,GDP per capita PPP 2011 – WDI (2016)
Comoros,1993,1483.725284
Comoros,1994,1365.887729
Comoros,1995,1376.053717
Comoros,1996,1321.345558
Comoros,1997,1337.839345
Comoros,1998,1319.42986
Comoros,1999,1310.236529
Comoros,2000,1415.811812
Comoros,2001,1413.160339
Comoros,2002,1411.075861
Comoros,2003,1406.373692
Comoros,2004,1399.263573
Comoros,2005,1404.626972
Comoros,2006,1407.269885
Comoros,2007,1384.476069
Comoros,2008,1356.573552
Comoros,2009,1349.698762
Comoros,2010,1346.126178
Comoros,2011,1347.797753
Comoros,2012,1354.7606
Comoros,2013,1368.533787
Comoros,2014,1363.563075
Congo,1990,5256.711101
Congo,1991,5242.779712
Congo,1992,5241.141136
Congo,1993,5056.297339
Congo,1994,4654.743467
Congo,1995,4713.407895
Congo,1996,4784.431584
Congo,1997,4625.922509
Congo,1998,4669.83295
Congo,1999,4430.777828
Congo,2000,4647.953197
Congo,2001,4711.630046
Congo,2002,4817.088911
Congo,2003,4747.382251
Congo,2004,4795.791318
Congo,2005,5034.244872
Congo,2006,5197.570128
Congo,2007,4962.42361
Congo,2008,5078.872963
Congo,2009,5295.164185
Congo,2010,5595.296553
Congo,2011,5632.435875
Congo,2012,5698.126379
Congo,2013,5749.124358
Congo,2014,5988.158823
Costa Rica,1990,7291.224388
Costa Rica,1991,7291.147446
Costa Rica,1992,7758.563693
Costa Rica,1993,8125.372758
Costa Rica,1994,8299.301778
Costa Rica,1995,8415.330434
Costa Rica,1996,8287.393017
Costa Rica,1997,8545.373355
Costa Rica,1998,9054.88277
Costa Rica,1999,9592.249622
Costa Rica,2000,9574.127325
Costa Rica,2001,9504.427925
Costa Rica,2002,9620.41796
Costa Rica,2003,10080.84573
Costa Rica,2004,10356.94022
Costa Rica,2005,10809.61208
Costa Rica,2006,11592.33328
Costa Rica,2007,12338.47791
Costa Rica,2008,12503.70437
Costa Rica,2009,12214.68076
Costa Rica,2010,12659.03419
Costa Rica,2011,13072.14256
Costa Rica,2012,13589.14979
Costa Rica,2013,13900.09157
Costa Rica,2014,14232.17543
Cote d'Ivoire,1990,3220.49458
Cote d'Ivoire,1991,3110.577036
Cote d'Ivoire,1992,2996.911062
Cote d'Ivoire,1993,2890.8175
Cote d'Ivoire,1994,2819.432078
Cote d'Ivoire,1995,2925.862867
Cote d'Ivoire,1996,3056.966612
Cote d'Ivoire,1997,3079.310265
Cote d'Ivoire,1998,3142.375455
Cote d'Ivoire,1999,3112.207408
Cote d'Ivoire,2000,2977.695346
Cote d'Ivoire,2001,2919.894236
Cote d'Ivoire,2002,2817.730324
Cote d'Ivoire,2003,2730.779825
Cote d'Ivoire,2004,2716.127584
Cote d'Ivoire,2005,2712.568435
Cote d'Ivoire,2006,2701.001919
Cote d'Ivoire,2007,2693.915344
Cote d'Ivoire,2008,2705.126462
Cote d'Ivoire,2009,2733.025953
Cote d'Ivoire,2010,2726.288634
Cote d'Ivoire,2011,2546.906812
Cote d'Ivoire,2012,2752.989454
Cote d'Ivoire,2013,2934.486894
Cote d'Ivoire,2014,3108.425908
Croatia,1995,12543.38192
Croatia,1996,13797.28182
Croatia,1997,14463.14735
Croatia,1998,14964.82736
Croatia,1999,14652.29823
Croatia,2000,15644.0323
Croatia,2001,16130.28947
Croatia,2002,16976.561
Croatia,2003,17920.10248
Croatia,2004,18655.94813
Croatia,2005,19419.6278
Croatia,2006,20358.04663
Croatia,2007,21425.78956
Croatia,2008,21873.09611
Croatia,2009,20282.87028
Croatia,2010,19988.79228
Croatia,2011,20571.24751
Croatia,2012,20182.86197
Croatia,2013,20023.82282
Croatia,2014,20033.08754
Cuba,1990,13694.41238
Cuba,1991,12135.50524
Cuba,1992,10658.97993
Cuba,1993,9021.203484
Cuba,1994,9039.100477
Cuba,1995,9216.531384
Cuba,1996,9894.244254
Cuba,1997,10128.14271
Cuba,1998,10105.82423
Cuba,1999,10694.09959
Cuba,2000,11289.78192
Cuba,2001,11612.81613
Cuba,2002,11743.89103
Cuba,2003,12156.21565
Cuba,2004,12828.17542
Cuba,2005,14239.34421
Cuba,2006,15937.41403
Cuba,2007,17081.41262
Cuba,2008,17774.86494
Cuba,2009,18020.94639
Cuba,2010,18433.90221
Cuba,2011,18924.76327
Cuba,2012,19462.4683
Cuba,2013,19950.28063
Cyprus,1990,23802.44362
Cyprus,1991,23365.72991
Cyprus,1992,24891.00631
Cyprus,1993,24467.20502
Cyprus,1994,25380.37056
Cyprus,1995,26444.75216
Cyprus,1996,26449.53837
Cyprus,1997,26703.75719
Cyprus,1998,27721.42745
Cyprus,1999,28697.55301
Cyprus,2000,30004.81833
Cyprus,2001,30744.63369
Cyprus,2002,31373.18972
Cyprus,2003,31858.38757
Cyprus,2004,32811.73792
Cyprus,2005,33592.00918
Cyprus,2006,34528.40611
Cyprus,2007,35455.00798
Cyprus,2008,35827.6811
Cyprus,2009,34166.39583
Cyprus,2010,33747.30568
Cyprus,2011,32983.11391
Cyprus,2012,31709.76545
Cyprus,2013,30080.99931
Cyprus,2014,29673.18385
Czech Republic,1990,19838.70506
Czech Republic,1991,17576.59552
Czech Republic,1992,17469.69227
Czech Republic,1993,17462.34573
Czech Republic,1994,17963.88936
Czech Republic,1995,19093.19908
Czech Republic,1996,19934.1085
Czech Republic,1997,19821.04674
Czech Republic,1998,19777.13468
Czech Republic,1999,20082.04835
Czech Republic,2000,21003.2123
Czech Republic,2001,21725.60402
Czech Republic,2002,22126.05415
Czech Republic,2003,22929.56142
Czech Republic,2004,24056.66872
Czech Republic,2005,25571.06651
Czech Republic,2006,27255.56532
Czech Republic,2007,28595.24498
Czech Republic,2008,29127.85461
Czech Republic,2009,27560.08039
Czech Republic,2010,28110.58605
Czech Republic,2011,28604.21266
Czech Republic,2012,28307.05047
Czech Republic,2013,28148.2026
Czech Republic,2014,28715.13873
Democratic Republic of Congo,1990,1267.706482
Democratic Republic of Congo,1991,1117.89816
Democratic Republic of Congo,1992,961.4705513
Democratic Republic of Congo,1993,799.5685604
Democratic Republic of Congo,1994,740.3448132
Democratic Republic of Congo,1995,721.1448617
Democratic Republic of Congo,1996,693.3620875
Democratic Republic of Congo,1997,637.7704308
Democratic Republic of Congo,1998,612.4359306
Democratic Republic of Congo,1999,571.9955642
Democratic Republic of Congo,2000,518.497586
Democratic Republic of Congo,2001,493.2332372
Democratic Republic of Congo,2002,492.606662
Democratic Republic of Congo,2003,503.9594908
Democratic Republic of Congo,2004,520.9566193
Democratic Republic of Congo,2005,535.4236872
Democratic Republic of Congo,2006,546.0274623
Democratic Republic of Congo,2007,561.7040825
Democratic Republic of Congo,2008,577.6153399
Democratic Republic of Congo,2009,575.1624171
Democratic Republic of Congo,2010,596.3228484
Democratic Republic of Congo,2011,617.1479614
Democratic Republic of Congo,2012,640.5886153
Democratic Republic of Congo,2013,673.393848
Democratic Republic of Congo,2014,711.5201297
Denmark,1990,33255.86616
Denmark,1991,33601.02042
Denmark,1992,34151.67856
Denmark,1993,34007.58613
Denmark,1994,35765.65282
Denmark,1995,36670.39545
Denmark,1996,37520.94249
Denmark,1997,38583.78675
Denmark,1998,39296.65872
Denmark,1999,40321.49134
Denmark,2000,41692.70929
Denmark,2001,41885.55364
Denmark,2002,41946.63684
Denmark,2003,41995.87836
Denmark,2004,42992.87786
Denmark,2005,43919.47006
Denmark,2006,45437.40581
Denmark,2007,45609.28889
Denmark,2008,45016.56204
Denmark,2009,42498.14003
Denmark,2010,42997.37336
Denmark,2011,43314.05636
Denmark,2012,42868.64471
Denmark,2013,42482.73245
Denmark,2014,42757.54325
Djibouti,1990,3112.435007
Djibouti,1991,2870.390577
Djibouti,1992,2794.890316
Djibouti,1993,2560.228679
Djibouti,1994,2494.616869
Djibouti,1995,2366.81569
Djibouti,1996,2228.531852
Djibouti,1997,2171.771557
Djibouti,1998,2134.664
Djibouti,1999,2143.131867
Djibouti,2000,2116.579578
Djibouti,2001,2126.008956
Djibouti,2002,2148.401158
Djibouti,2003,2184.339737
Djibouti,2004,2235.460091
Djibouti,2005,2274.428861
Djibouti,2006,2351.769361
Djibouti,2007,2439.649974
Djibouti,2008,2548.21647
Djibouti,2009,2642.328099
Djibouti,2010,2699.22995
Djibouti,2011,2782.971292
Djibouti,2012,2879.19705
Djibouti,2013,2982.993726
Djibouti,2014,3120.044328
Dominica,1990,6722.40906
Dominica,1991,6770.818037
Dominica,1992,6896.883185
Dominica,1993,6990.459225
Dominica,1994,7073.924669
Dominica,1995,7214.120201
Dominica,1996,7427.702743
Dominica,1997,7579.987371
Dominica,1998,8009.510501
Dominica,1999,8109.577486
Dominica,2000,8166.06484
Dominica,2001,8206.9366
Dominica,2002,8046.191881
Dominica,2003,8633.552626
Dominica,2004,8880.311536
Dominica,2005,8845.181993
Dominica,2006,9085.256944
Dominica,2007,9648.451354
Dominica,2008,10315.8732
Dominica,2009,10179.14992
Dominica,2010,10223.04454
Dominica,2011,10189.39821
Dominica,2012,10021.67006
Dominica,2013,10036.36898
Dominica,2014,10377.21429
Dominican Republic,1990,5323.258403
Dominican Republic,1991,5269.374595
Dominican Republic,1992,5711.909416
Dominican Republic,1993,6009.46683
Dominican Republic,1994,6035.605478
Dominican Republic,1995,6254.744675
Dominican Republic,1996,6586.713876
Dominican Republic,1997,6996.846597
Dominican Republic,1998,7367.425992
Dominican Republic,1999,7738.361877
Dominican Republic,2000,8048.610185
Dominican Republic,2001,8067.501516
Dominican Republic,2002,8403.86373
Dominican Republic,2003,8255.939033
Dominican Republic,2004,8239.990591
Dominican Republic,2005,8872.085845
Dominican Republic,2006,9678.684074
Dominican Republic,2007,10351.99515
Dominican Republic,2008,10531.00152
Dominican Republic,2009,10486.72277
Dominican Republic,2010,11207.89699
Dominican Republic,2011,11375.62039
Dominican Republic,2012,11527.70732
Dominican Republic,2013,11930.01116
Dominican Republic,2014,12652.5233
East Asia & Pacific (all income levels),1990,4872.154097
East Asia & Pacific (all income levels),1991,5075.811761
East Asia & Pacific (all income levels),1992,5284.768893
East Asia & Pacific (all income levels),1993,5519.262222
East Asia & Pacific (all income levels),1994,5794.79747
East Asia & Pacific (all income levels),1995,6087.160743
East Asia & Pacific (all income levels),1996,6385.415357
East Asia & Pacific (all income levels),1997,6616.628757
East Asia & Pacific (all income levels),1998,6522.622092
East Asia & Pacific (all income levels),1999,6728.320818
East Asia & Pacific (all income levels),2000,7043.960676
East Asia & Pacific (all income levels),2001,7245.928306
East Asia & Pacific (all income levels),2002,7555.499853
East Asia & Pacific (all income levels),2003,7922.964792
East Asia & Pacific (all income levels),2004,8374.703184
East Asia & Pacific (all income levels),2005,8852.879436
East Asia & Pacific (all income levels),2006,9439.471503
East Asia & Pacific (all income levels),2007,10175.6713
East Asia & Pacific (all income levels),2008,10634.42841
East Asia & Pacific (all income levels),2009,10938.569
East Asia & Pacific (all income levels),2010,11769.28088
East Asia & Pacific (all income levels),2011,12398.90926
East Asia & Pacific (all income levels),2012,13020.05527
East Asia & Pacific (all income levels),2013,13651.19957
East Asia & Pacific (all income levels),2014,14248.68545
East Asia & Pacific (developing only),1990,2193.817121
East Asia & Pacific (developing only),1991,2339.301275
East Asia & Pacific (developing only),1992,2548.94812
East Asia & Pacific (developing only),1993,2783.841535
East Asia & Pacific (developing only),1994,3035.751153
East Asia & Pacific (developing only),1995,3287.359413
East Asia & Pacific (developing only),1996,3532.052263
East Asia & Pacific (developing only),1997,3725.034951
East Asia & Pacific (developing only),1998,3713.411944
East Asia & Pacific (developing only),1999,3886.456522
East Asia & Pacific (developing only),2000,4127.478427
East Asia & Pacific (developing only),2001,4351.257909
East Asia & Pacific (developing only),2002,4640.185624
East Asia & Pacific (developing only),2003,4989.931451
East Asia & Pacific (developing only),2004,5377.532146
East Asia & Pacific (developing only),2005,5833.494003
East Asia & Pacific (developing only),2006,6389.160936
East Asia & Pacific (developing only),2007,7087.765567
East Asia & Pacific (developing only),2008,7613.499278
East Asia & Pacific (developing only),2009,8109.232382
East Asia & Pacific (developing only),2010,8825.65041
East Asia & Pacific (developing only),2011,9485.823983
East Asia & Pacific (developing only),2012,10112.50858
East Asia & Pacific (developing only),2013,10746.86353
East Asia & Pacific (developing only),2014,11374.5392
Ecuador,1990,7472.029516
Ecuador,1991,7611.73471
Ecuador,1992,7595.023206
Ecuador,1993,7571.246256
Ecuador,1994,7720.726385
Ecuador,1995,7726.196813
Ecuador,1996,7696.582743
Ecuador,1997,7867.059252
Ecuador,1998,7964.484759
Ecuador,1999,7443.335645
Ecuador,2000,7387.615879
Ecuador,2001,7550.25845
Ecuador,2002,7727.719713
Ecuador,2003,7808.192788
Ecuador,2004,8311.702585
Ecuador,2005,8607.766035
Ecuador,2006,8837.374359
Ecuador,2007,8879.620602
Ecuador,2008,9285.839983
Ecuador,2009,9183.530679
Ecuador,2010,9352.342984
Ecuador,2011,9926.952496
Ecuador,2012,10322.29471
Ecuador,2013,10625.6889
Ecuador,2014,10848.81847
Egypt,1990,6013.946679
Egypt,1991,5942.629774
Egypt,1992,6076.225534
Egypt,1993,6129.079259
Egypt,1994,6251.488614
Egypt,1995,6419.993884
Egypt,1996,6617.20909
Egypt,1997,6855.63486
Egypt,1998,7005.977767
Egypt,1999,7301.887396
Egypt,2000,7556.264546
Egypt,2001,7681.19848
Egypt,2002,7718.147559
Egypt,2003,7817.020178
Egypt,2004,7987.812351
Egypt,2005,8195.120939
Egypt,2006,8603.053987
Egypt,2007,9054.810548
Egypt,2008,9534.023121
Egypt,2009,9798.765846
Egypt,2010,10101.5845
Egypt,2011,10071.20526
Egypt,2012,10066.88203
Egypt,2013,10050.07183
Egypt,2014,10045.77995
El Salvador,1990,4532.286684
El Salvador,1991,4633.076462
El Salvador,1992,4917.359116
El Salvador,1993,5212.376466
El Salvador,1994,5461.5696
El Salvador,1995,5747.777422
El Salvador,1996,5789.231469
El Salvador,1997,5983.178322
El Salvador,1998,6160.098821
El Salvador,1999,6328.890636
El Salvador,2000,6424.887207
El Salvador,2001,6497.898502
El Salvador,2002,6616.535992
El Salvador,2003,6738.174942
El Salvador,2004,6834.883405
El Salvador,2005,7052.073845
El Salvador,2006,7302.958274
El Salvador,2007,7559.486084
El Salvador,2008,7633.133889
El Salvador,2009,7372.901469
El Salvador,2010,7452.561702
El Salvador,2011,7596.509131
El Salvador,2012,7717.696782
El Salvador,2013,7837.79136
El Salvador,2014,7967.149952
Equatorial Guinea,1990,1056.021994
Equatorial Guinea,1991,1010.371838
Equatorial Guinea,1992,1315.270759
Equatorial Guinea,1993,1410.37787
Equatorial Guinea,1994,1589.300154
Equatorial Guinea,1995,1804.175249
Equatorial Guinea,1996,2904.887823
Equatorial Guinea,1997,7019.424708
Equatorial Guinea,1998,8399.529126
Equatorial Guinea,1999,10205.29049
Equatorial Guinea,2000,11665.27687
Equatorial Guinea,2001,18429.99353
Equatorial Guinea,2002,21293.3761
Equatorial Guinea,2003,23474.74243
Equatorial Guinea,2004,31356.5771
Equatorial Guinea,2005,35458.14352
Equatorial Guinea,2006,37016.04315
Equatorial Guinea,2007,40298.15363
Equatorial Guinea,2008,42972.75067
Equatorial Guinea,2009,39809.73281
Equatorial Guinea,2010,37154.48501
Equatorial Guinea,2011,36754.81047
Equatorial Guinea,2012,37726.0484
Equatorial Guinea,2013,34235.66528
Equatorial Guinea,2014,33141.85216
Eritrea,1992,1096.214781
Eritrea,1993,1247.578554
Eritrea,1994,1513.744792
Eritrea,1995,1549.029716
Eritrea,1996,1672.104518
Eritrea,1997,1772.242405
Eritrea,1998,1762.249082
Eritrea,1999,1714.987749
Eritrea,2000,1611.530603
Eritrea,2001,1695.157366
Eritrea,2002,1684.563046
Eritrea,2003,1581.440995
Eritrea,2004,1550.504363
Eritrea,2005,1542.4898
Eritrea,2006,1487.379556
Eritrea,2007,1473.727947
Eritrea,2008,1301.683616
Eritrea,2009,1324.794401
Eritrea,2010,1326.115387
Eritrea,2011,1411.157638
Estonia,1995,11068.95197
Estonia,1996,11831.52729
Estonia,1997,13379.2604
Estonia,1998,14064.57972
Estonia,1999,14000.0303
Estonia,2000,15298.2294
Estonia,2001,16370.34594
Estonia,2002,17475.4222
Estonia,2003,18889.62054
Estonia,2004,20199.06451
Estonia,2005,22219.25947
Estonia,2006,24646.49364
Estonia,2007,26677.5769
Estonia,2008,25299.54109
Estonia,2009,21615.96339
Estonia,2010,22198.88421
Estonia,2011,23954.86597
Estonia,2012,25286.69613
Estonia,2013,25774.70693
Estonia,2014,26611.72977
Ethiopia,1990,652.3522359
Ethiopia,1991,584.7654822
Ethiopia,1992,515.2389964
Ethiopia,1993,562.5150436
Ethiopia,1994,560.6593939
Ethiopia,1995,575.5667669
Ethiopia,1996,626.9423287
Ethiopia,1997,627.298045
Ethiopia,1998,588.0835631
Ethiopia,1999,600.7876033
Ethiopia,2000,619.1143358
Ethiopia,2001,651.3962638
Ethiopia,2002,642.4932831
Ethiopia,2003,610.8927458
Ethiopia,2004,674.4873963
Ethiopia,2005,733.5148176
Ethiopia,2006,791.0241819
Ethiopia,2007,858.1436979
Ethiopia,2008,925.6903736
Ethiopia,2009,980.9334744
Ethiopia,2010,1075.553702
Ethiopia,2011,1165.216838
Ethiopia,2012,1233.952174
Ethiopia,2013,1330.372786
Ethiopia,2014,1430.803443
Euro area,1990,28119.10919
Euro area,1991,28775.36348
Euro area,1992,29047.97244
Euro area,1993,28737.38627
Euro area,1994,29364.29404
Euro area,1995,30021.64526
Euro area,1996,30477.12218
Euro area,1997,31247.98716
Euro area,1998,32114.69229
Euro area,1999,32975.6476
Euro area,2000,34125.6652
Euro area,2001,34719.61255
Euro area,2002,34908.77369
Euro area,2003,34995.30176
Euro area,2004,35607.52356
Euro area,2005,36043.86244
Euro area,2006,37061.03165
Euro area,2007,38016.77759
Euro area,2008,38016.99036
Euro area,2009,36152.45659
Euro area,2010,36800.10318
Euro area,2011,37277.8422
Euro area,2012,37016.2826
Euro area,2013,36772.22838
Euro area,2014,36943.10178
Europe & Central Asia (all income levels),1990,20199.61146
Europe & Central Asia (all income levels),1991,19988.03141
Europe & Central Asia (all income levels),1992,19456.50355
Europe & Central Asia (all income levels),1993,19065.22809
Europe & Central Asia (all income levels),1994,18924.92524
Europe & Central Asia (all income levels),1995,19253.40231
Europe & Central Asia (all income levels),1996,19526.51566
Europe & Central Asia (all income levels),1997,20048.01148
Europe & Central Asia (all income levels),1998,20436.88842
Europe & Central Asia (all income levels),1999,20996.47185
Europe & Central Asia (all income levels),2000,21956.80607
Europe & Central Asia (all income levels),2001,22457.62886
Europe & Central Asia (all income levels),2002,22896.11965
Europe & Central Asia (all income levels),2003,23406.82756
Europe & Central Asia (all income levels),2004,24232.54004
Europe & Central Asia (all income levels),2005,24941.6473
Europe & Central Asia (all income levels),2006,25998.46463
Europe & Central Asia (all income levels),2007,27036.66137
Europe & Central Asia (all income levels),2008,27354.17169
Europe & Central Asia (all income levels),2009,25965.39962
Europe & Central Asia (all income levels),2010,26605.64227
Europe & Central Asia (all income levels),2011,27208.08688
Europe & Central Asia (all income levels),2012,27275.46514
Europe & Central Asia (all income levels),2013,27393.53611
Europe & Central Asia (all income levels),2014,27650.81166
Europe & Central Asia (developing only),1990,9031.055363
Europe & Central Asia (developing only),1991,8402.581451
Europe & Central Asia (developing only),1992,7825.531753
Europe & Central Asia (developing only),1993,7526.317211
Europe & Central Asia (developing only),1994,6807.247039
Europe & Central Asia (developing only),1995,6834.778172
Europe & Central Asia (developing only),1996,7015.348818
Europe & Central Asia (developing only),1997,7226.369547
Europe & Central Asia (developing only),1998,7323.294009
Europe & Central Asia (developing only),1999,7221.6175
Europe & Central Asia (developing only),2000,7638.28553
Europe & Central Asia (developing only),2001,7752.794687
Europe & Central Asia (developing only),2002,8208.910182
Europe & Central Asia (developing only),2003,8704.939766
Europe & Central Asia (developing only),2004,9477.692517
Europe & Central Asia (developing only),2005,10133.83529
Europe & Central Asia (developing only),2006,10926.08647
Europe & Central Asia (developing only),2007,11672.86049
Europe & Central Asia (developing only),2008,12082.82039
Europe & Central Asia (developing only),2009,11493.46886
Europe & Central Asia (developing only),2010,12070.37301
Europe & Central Asia (developing only),2011,12708.4346
Europe & Central Asia (developing only),2012,12909.31253
Europe & Central Asia (developing only),2013,13316.58706
Europe & Central Asia (developing only),2014,13500.80652
European Union,1990,24738.81733
European Union,1991,24954.01909
European Union,1992,25111.68266
European Union,1993,25001.32889
European Union,1994,25659.04787
European Union,1995,26406.50391
European Union,1996,26927.96722
European Union,1997,27627.35173
European Union,1998,28417.23226
European Union,1999,29189.78888
European Union,2000,30276.11564
European Union,2001,30896.9094
European Union,2002,31256.65535
European Union,2003,31598.35557
European Union,2004,32322.73757
European Union,2005,32908.54456
European Union,2006,33948.55907
European Union,2007,34938.10724
European Union,2008,35053.20546
European Union,2009,33429.75551
European Union,2010,34031.20557
European Union,2011,34558.08111
European Union,2012,34419.26778
European Union,2013,34400.03162
European Union,2014,34771.4937
Fiji,1990,6241.05425
Fiji,1991,6016.045121
Fiji,1992,6305.30804
Fiji,1993,6350.143668
Fiji,1994,6581.238977
Fiji,1995,6660.244983
Fiji,1996,6900.027897
Fiji,1997,6676.902937
Fiji,1998,6700.698305
Fiji,1999,7234.495118
Fiji,2000,7070.05243
Fiji,2001,7184.953433
Fiji,2002,7401.454709
Fiji,2003,7466.910105
Fiji,2004,7846.04439
Fiji,2005,7867.654234
Fiji,2006,7959.454831
Fiji,2007,7822.362605
Fiji,2008,7823.698793
Fiji,2009,7636.934278
Fiji,2010,7788.540338
Fiji,2011,7486.761437
Fiji,2012,7549.708351
Fiji,2013,7896.551022
Fiji,2014,8388.12539
Finland,1990,28598.52566
Finland,1991,26760.52868
Finland,1992,25725.87714
Finland,1993,25413.6593
Finland,1994,26301.15413
Finland,1995,27303.27454
Finland,1996,28209.56576
Finland,1997,29884.17258
Finland,1998,31422.90849
Finland,1999,32743.29396
Finland,2000,34516.59549
Finland,2001,35326.8706
Finland,2002,35833.51787
Finland,2003,36460.98491
Finland,2004,37782.60268
Finland,2005,38700.26402
Finland,2006,40115.38666
Finland,2007,42016.15951
Finland,2008,42122.39902
Finland,2009,38454.93265
Finland,2010,39424.85425
Finland,2011,40251.37351
Finland,2012,39488.97271
Finland,2013,38866.74249
Finland,2014,38534.98821
Fragile and conflict affected situations,1990,2849.315583
Fragile and conflict affected situations,1991,2098.325383
Fragile and conflict affected situations,1992,2173.200579
Fragile and conflict affected situations,1993,2272.995013
Fragile and conflict affected situations,1994,2290.341018
Fragile and conflict affected situations,1995,2313.403513
Fragile and conflict affected situations,1996,2436.647551
Fragile and conflict affected situations,1997,2618.544465
Fragile and conflict affected situations,1998,2932.683034
Fragile and conflict affected situations,1999,3099.935421
Fragile and conflict affected situations,2000,3081.426179
Fragile and conflict affected situations,2001,3080.500625
Fragile and conflict affected situations,2002,2955.164763
Fragile and conflict affected situations,2003,2682.826292
Fragile and conflict affected situations,2004,3023.47516
Fragile and conflict affected situations,2005,3124.292923
Fragile and conflict affected situations,2006,3241.714732
Fragile and conflict affected situations,2007,3313.339677
Fragile and conflict affected situations,2008,3401.639611
Fragile and conflict affected situations,2009,3440.180352
Fragile and conflict affected situations,2010,3531.97166
Fragile and conflict affected situations,2011,3205.879843
Fragile and conflict affected situations,2012,3497.869353
Fragile and conflict affected situations,2013,3518.457116
Fragile and conflict affected situations,2014,3395.905373
France,1990,29423.93276
France,1991,29706.06904
France,1992,30031.56837
France,1993,29718.53215
France,1994,30302.53848
France,1995,30822.82377
France,1996,31140.19004
France,1997,31755.52808
France,1998,32763.80347
France,1999,33706.25135
France,2000,34773.43177
France,2001,35195.97327
France,2002,35331.74549
France,2003,35369.71775
France,2004,36088.56012
France,2005,36393.38892
France,2006,36998.85848
France,2007,37638.98746
France,2008,37502.32318
France,2009,36212.46368
France,2010,36742.30675
France,2011,37325.30434
France,2012,37224.18804
France,2013,37306.28339
France,2014,37214.40686
Gabon,1990,19184.9442
Gabon,1991,19816.91303
Gabon,1992,18700.89447
Gabon,1993,18934.56567
Gabon,1994,19131.75513
Gabon,1995,19569.00442
Gabon,1996,19761.28082
Gabon,1997,20366.24224
Gabon,1998,20548.61407
Gabon,1999,18257.12042
Gabon,2000,17489.55052
Gabon,2001,17453.6042
Gabon,2002,17021.78455
Gabon,2003,17022.70659
Gabon,2004,16765.73233
Gabon,2005,17037.21496
Gabon,2006,16055.06836
Gabon,2007,16717.02884
Gabon,2008,15849.25698
Gabon,2009,15309.76906
Gabon,2010,16334.47862
Gabon,2011,17100.70052
Gabon,2012,17594.95633
Gabon,2013,18171.87556
Gabon,2014,18536.76837
Gambia,1990,1516.959363
Gambia,1991,1510.259872
Gambia,1992,1513.141516
Gambia,1993,1514.514025
Gambia,1994,1475.396089
Gambia,1995,1447.73963
Gambia,1996,1439.290179
Gambia,1997,1468.348543
Gambia,1998,1477.498783
Gambia,1999,1527.35942
Gambia,2000,1564.233418
Gambia,2001,1605.013824
Gambia,2002,1504.67318
Gambia,2003,1557.22991
Gambia,2004,1613.968079
Gambia,2005,1547.922452
Gambia,2006,1515.672531
Gambia,2007,1520.927481
Gambia,2008,1557.143565
Gambia,2009,1604.830329
Gambia,2010,1654.908123
Gambia,2011,1532.494002
Gambia,2012,1570.254716
Gambia,2013,1592.65032
Georgia,1990,8018.298313
Georgia,1991,6282.088552
Georgia,1992,3434.725186
Georgia,1993,2409.758898
Georgia,1994,2181.12818
Georgia,1995,2298.155966
Georgia,1996,2620.820891
Georgia,1997,2950.516779
Georgia,1998,3072.16029
Georgia,1999,3185.008893
Georgia,2000,3268.66713
Georgia,2001,3450.654995
Georgia,2002,3664.097001
Georgia,2003,4095.691307
Georgia,2004,4346.231893
Georgia,2005,4716.381381
Georgia,2006,5116.000024
Georgia,2007,5760.09225
Georgia,2008,5899.567549
Georgia,2009,5641.935572
Georgia,2010,5938.318175
Georgia,2011,6322.499298
Georgia,2012,6702.375754
Georgia,2013,6930.29138
Georgia,2014,7233.37689
Germany,1990,31469.84684
Germany,1991,32837.28093
Germany,1992,33215.49129
Germany,1993,32682.33771
Germany,1994,33369.51891
Germany,1995,33849.72903
Germany,1996,34027.9401
Germany,1997,34606.51401
Germany,1998,35286.2469
Germany,1999,35964.17944
Germany,2000,36979.33911
Germany,2001,37543.10307
Germany,2002,37480.03552
Germany,2003,37193.36526
Germany,2004,37636.68656
Germany,2005,37924.19686
Germany,2006,39371.83807
Germany,2007,40709.97116
Germany,2008,41228.90077
Germany,2009,39011.02873
Germany,2010,40664.90299
Germany,2011,42142.5489
Germany,2012,43035.05014
Germany,2013,43045.59704
Germany,2014,43602.35925
Ghana,1990,1919.596636
Ghana,1991,1965.301688
Ghana,1992,1984.962902
Ghana,1993,2024.226324
Ghana,1994,2035.727833
Ghana,1995,2066.127772
Ghana,1996,2109.834341
Ghana,1997,2148.397179
Ghana,1998,2199.254844
Ghana,1999,2244.140387
Ghana,2000,2272.709916
Ghana,2001,2306.185994
Ghana,2002,2349.755137
Ghana,2003,2408.977579
Ghana,2004,2478.564079
Ghana,2005,2557.426725
Ghana,2006,2651.388993
Ghana,2007,2695.883828
Ghana,2008,2867.717576
Ghana,2009,2930.953263
Ghana,2010,3083.867385
Ghana,2011,3430.857389
Ghana,2012,3659.238875
Ghana,2013,3833.790485
Ghana,2014,3894.004399
Greece,1990,21153.41852
Greece,1991,21597.82971
Greece,1992,21510.81255
Greece,1993,20973.16215
Greece,1994,21215.23525
Greece,1995,21494.99761
Greece,1996,21955.80447
Greece,1997,22797.01645
Greece,1998,23557.32919
Greece,1999,24174.72293
Greece,2000,25110.77372
Greece,2001,25994.23981
Greece,2002,26935.35884
Greece,2003,28406.6498
Greece,2004,29743.33558
Greece,2005,29821.24191
Greece,2006,31407.6751
Greece,2007,32334.02498
