Entity,Year,"Female suicide rates for selected countries, 1950-2005 (WHO (2015))",Female suicide rate (WHO (2005))
Portugal,1988,,3.085557
Portugal,1989,,3.051861
Portugal,1990,,3.523117
Portugal,1991,,3.671722
Portugal,1992,,3.683841
Portugal,1993,,2.952558
Portugal,1994,,2.548767
Portugal,1995,,3.395956
Portugal,1996,,2.22119
Portugal,1997,,2.068861
Portugal,1998,,1.814767
Portugal,1999,,1.79163
Portugal,2000,,1.389155
Portugal,2001,,2.32396
Portugal,2002,,3.671439
Portugal,2003,,3.534476
Portugal,2004,,3.381770134
Qatar,2004,,1.045888662
Romania,1989,,5.014796
Romania,1990,,4.192598
Romania,1991,,3.973474
Romania,1992,,4.349811
Romania,1993,,4.347254
Romania,1994,,4.401498
Romania,1995,,4.051436
Romania,1996,,3.588795
Romania,1997,,3.560557
Romania,1998,,3.631034
Romania,1999,,3.619731
Romania,2000,,3.615755
Romania,2002,,3.855283
Romania,2003,,3.69424
Romania,2004,,3.121014
Russia,1980,11.74176,11.74176
Russia,1981,11.10731,11.10731
Russia,1982,11.11159,11.11159
Russia,1985,10.43172,10.43172
Russia,1986,9.077941,9.077941
Russia,1987,8.884953,8.884953
Russia,1988,9.290985,9.290985
Russia,1989,8.938926,8.938926
Russia,1990,9.153014,9.153014
Russia,1991,8.857314,8.857314
Russia,1992,9.652694,9.652694
Russia,1993,10.85074,10.85074
Russia,1994,11.25802,11.25802
Russia,1995,11.46194,11.46194
Russia,1996,10.38183,10.38183
Russia,1997,10.09711,10.09711
Russia,1998,9.408822,9.408822
Russia,1999,10.43329,10.43329
Russia,2000,9.611029,9.611029
Russia,2001,9.607494,9.607494
Russia,2002,9.507463,9.507463
Russia,2003,8.762399,8.762399
Russia,2004,8.535518,8.535518
Rwanda,2004,,8.442500114
Saint Lucia,2004,,3.418027878
Saint Vincent and the Grenadines,2004,,2.656747818
Samoa,2004,,5.327689648
San Marino,2004,,1.48657012
Sao Tome and Principe,2004,,4.831316948
Saudi Arabia,2004,,1.565913439
Senegal,2004,,4.915722847
Serbia,1998,,8.27764
Serbia,1999,,8.78235
Serbia,2000,,8.410382
Serbia,2001,,7.373667
Serbia,2002,,6.859787
Serbia,2003,,6.705021
Serbia,2004,,6.408779
Serbia and Montenegro,1997,,8.296897
Serbia and Montenegro,1998,,7.301694
Serbia and Montenegro,1999,,7.754066
Serbia and Montenegro,2000,,7.298211
Serbia and Montenegro,2001,,7.597809
Serbia and Montenegro,2002,,6.965185
Serbia and Montenegro,2004,,7.888039589
Seychelles,2004,,0.181349486
Sierra Leone,2004,,5.969195366
Singapore,1963,,8.783051
Singapore,1964,,6.314593
Singapore,1965,,9.557222
Singapore,1966,,12.75478
Singapore,1967,,12.00578
Singapore,1968,,13.36652
Singapore,1969,,9.926293
Singapore,1970,,10.17527
Singapore,1971,,12.70751
Singapore,1972,,10.04345
Singapore,1973,,12.3076
Singapore,1974,,11.04292
Singapore,1975,,12.11277
Singapore,1976,,13.04941
Singapore,1977,,10.16335
Singapore,1978,,11.37953
Singapore,1979,,11.69068
Singapore,1980,,11.12292
Singapore,1981,,7.922733
Singapore,1982,,9.559989
Singapore,1983,,10.14531
Singapore,1984,,8.15266
Singapore,1985,,11.86326
Singapore,1986,,11.81259
Singapore,1987,,10.68006
Singapore,1988,,11.93868
Singapore,1989,,14.02505
Singapore,1990,,11.16215
Singapore,1991,,8.649853
Singapore,1992,,8.135537
Singapore,1993,,7.110344
Singapore,1994,,8.529442
Singapore,1995,,9.003538
Singapore,1996,,5.782323
Singapore,1997,,6.473236
Singapore,1998,,8.096891
Singapore,1999,,5.253664
Singapore,2000,,6.083872
Singapore,2001,,6.494368
Singapore,2002,,7.102538
Singapore,2003,,6.3655
Singapore,2004,,6.623429
Slovakia,1992,,4.573492
Slovakia,1993,,3.821248
Slovakia,1994,,3.597469
Slovakia,1995,,4.147551
Slovakia,1996,,3.37746
Slovakia,1997,,3.290371
Slovakia,1998,,2.69374
Slovakia,1999,,3.184771
Slovakia,2000,,4.106474
Slovakia,2001,,3.365531
Slovakia,2002,,2.965688
Slovakia,2003,,3.029095
Slovakia,2004,,3.281882
Slovenia,1985,,12.53832
Slovenia,1986,,11.278
Slovenia,1987,,14.18022
Slovenia,1988,,14.21275
Slovenia,1989,,13.43268
Slovenia,1990,,10.27987
Slovenia,1991,,11.83989
Slovenia,1992,,11.20632
Slovenia,1993,,10.36683
Slovenia,1994,,11.13168
Slovenia,1995,,9.963476
Slovenia,1996,,11.27626
Slovenia,1997,,9.36951
Slovenia,1998,,10.72607
Slovenia,1999,,10.64391
Slovenia,2000,,11.61877
Slovenia,2001,,8.804616
Slovenia,2002,,7.833283
Slovenia,2003,,8.426601
Slovenia,2004,,10.38242
Solomon Islands,2004,,4.040680885
Somalia,2004,,26.97296906
South Africa,2004,,7.15562439
South Korea,1985,,5.164001
South Korea,1986,,4.503972
South Korea,1987,,4.490364
South Korea,1988,,4.082624
South Korea,1989,,4.329062
South Korea,1990,,4.475991
South Korea,1991,,4.283374
South Korea,1992,,4.848248
South Korea,1993,,5.720911
South Korea,1994,,5.958957
South Korea,1995,,6.443645
South Korea,1996,,7.577933
South Korea,1997,,7.614263
South Korea,1998,,9.56099
South Korea,1999,,8.383825
South Korea,2000,,7.674746
South Korea,2002,,10.06169
South Korea,2003,,12.45745
South Korea,2004,,12.98079
Spain,1951,2.915054,2.915054
Spain,1952,3.295042,3.295042
Spain,1953,2.903252,2.903252
Spain,1954,2.741883,2.741883
Spain,1955,2.602778,2.602778
Spain,1956,2.761642,2.761642
Spain,1957,2.79407,2.79407
Spain,1958,2.625093,2.625093
Spain,1959,2.562132,2.562132
Spain,1960,2.803123,2.803123
Spain,1961,2.385278,2.385278
Spain,1962,2.371431,2.371431
Spain,1963,2.402251,2.402251
Spain,1964,2.240458,2.240458
Spain,1965,2.283824,2.283824
Spain,1966,2.059052,2.059052
Spain,1967,2.123657,2.123657
Spain,1968,2.122182,2.122182
Spain,1969,1.938205,1.938205
Spain,1970,1.93455,1.93455
Spain,1971,1.917329,1.917329
Spain,1972,2.058717,2.058717
Spain,1973,2.115611,2.115611
Spain,1974,2.00362,2.00362
Spain,1975,1.77509,1.77509
Spain,1976,1.929668,1.929668
Spain,1977,1.910029,1.910029
Spain,1978,1.954299,1.954299
Spain,1979,1.853791,1.853791
Spain,1980,1.883753,1.883753
Spain,1981,2.020587,2.020587
Spain,1982,2.28023,2.28023
Spain,1983,2.525702,2.525702
Spain,1984,2.763804,2.763804
Spain,1985,2.842288,2.842288
Spain,1986,2.970881,2.970881
Spain,1987,3.256647,3.256647
Spain,1988,3.251727,3.251727
Spain,1989,3.022854,3.022854
Spain,1990,3.133903,3.133903
Spain,1991,2.96489,2.96489
Spain,1992,2.581168,2.581168
Spain,1993,2.883488,2.883488
Spain,1994,2.781699,2.781699
Spain,1995,2.815258,2.815258
Spain,1996,3.340948,3.340948
Spain,1997,3.125757,3.125757
Spain,1998,2.807407,2.807407
Spain,2001,2.681486,2.681486
Spain,2002,2.882634,2.882634
Spain,2003,2.899261,2.899261
Spain,2004,2.90705,2.90705
Sri Lanka,1950,,5.011446
Sri Lanka,1951,,5.744753
Sri Lanka,1952,,6.003711
Sri Lanka,1953,,5.24056
Sri Lanka,1954,,6.659508
Sri Lanka,1955,,5.416183
Sri Lanka,1956,,5.432433
Sri Lanka,1957,,5.603672
Sri Lanka,1958,,5.405377
Sri Lanka,1959,,6.397889
Sri Lanka,1960,,7.043905
Sri Lanka,1961,,7.529852
Sri Lanka,1962,,7.576896
Sri Lanka,1963,,7.620313
Sri Lanka,1964,,10.14845
Sri Lanka,1965,,9.222506
Sri Lanka,1966,,9.719633
Sri Lanka,1967,,11.24375
Sri Lanka,1968,,10.70995
Sri Lanka,1977,,13.8749
Sri Lanka,1980,,19.61821
Sri Lanka,1981,,20.28778
Sri Lanka,1982,,20.90057
Sri Lanka,1983,,22.912
Sri Lanka,1984,,22.64383
Sri Lanka,1985,,21.2685
Sri Lanka,1986,,18.22672
Sri Lanka,2004,,11.60693264
Sudan,2004,,5.942135334
Suriname,2004,,9.536875725
Swaziland,2004,,10.95679283
Sweden,1951,6.732965,6.732965
Sweden,1952,6.355847,6.355847
Sweden,1953,8.111773,8.111773
Sweden,1954,7.265455,7.265455
Sweden,1955,7.44846,7.44846
Sweden,1956,8.021605,8.021605
Sweden,1957,7.768376,7.768376
Sweden,1958,7.471743,7.471743
Sweden,1959,8.108604,8.108604
Sweden,1960,7.636769,7.636769
Sweden,1961,7.284967,7.284967
Sweden,1962,8.2514,8.2514
Sweden,1963,9.054564,9.054564
Sweden,1964,9.76568,9.76568
Sweden,1965,9.071277,9.071277
Sweden,1966,9.653698,9.653698
Sweden,1967,10.20974,10.20974
Sweden,1968,10.59062,10.59062
Sweden,1969,11.44526,11.44526
Sweden,1970,12.03901,12.03901
Sweden,1971,10.92553,10.92553
Sweden,1972,10.18762,10.18762
Sweden,1973,10.68142,10.68142
Sweden,1974,10.09709,10.09709
Sweden,1975,10.09,10.09
Sweden,1976,10.32404,10.32404
Sweden,1977,9.669584,9.669584
Sweden,1978,10.30105,10.30105
Sweden,1979,11.4315,11.4315
Sweden,1980,9.911782,9.911782
Sweden,1981,8.982367,8.982367
Sweden,1982,9.636292,9.636292
Sweden,1983,9.449626,9.449626
Sweden,1984,10.33465,10.33465
Sweden,1985,9.789674,9.789674
Sweden,1986,8.991082,8.991082
Sweden,1987,9.136179,9.136179
Sweden,1988,9.808012,9.808012
Sweden,1989,9.041406,9.041406
Sweden,1990,8.702847,8.702847
Sweden,1991,8.587622,8.587622
Sweden,1992,7.952881,7.952881
Sweden,1993,8.081827,8.081827
Sweden,1994,6.964609,6.964609
Sweden,1995,7.473848,7.473848
Sweden,1996,6.875292,6.875292
Sweden,1997,6.559667,6.559667
Sweden,1998,6.12134,6.12134
Sweden,1999,6.816168,6.816168
Sweden,2000,6.059021,6.059021
Sweden,2001,6.287191,6.287191
Sweden,2002,5.752751,5.752751
Sweden,2003,6.393465,6.393465
Sweden,2004,5.873864,5.873864
Switzerland,1951,10.56031,10.56031
Switzerland,1952,10.23782,10.23782
Switzerland,1953,9.007576,9.007576
Switzerland,1954,10.58802,10.58802
Switzerland,1955,10.81122,10.81122
Switzerland,1956,10.37492,10.37492
Switzerland,1957,9.359056,9.359056
Switzerland,1958,10.11771,10.11771
Switzerland,1959,8.415977,8.415977
Switzerland,1960,9.792006,9.792006
Switzerland,1961,9.92152,9.92152
Switzerland,1962,9.488377,9.488377
Switzerland,1963,8.777312,8.777312
Switzerland,1964,8.980412,8.980412
Switzerland,1965,8.868424,8.868424
Switzerland,1966,9.2642,9.2642
Switzerland,1967,8.265817,8.265817
Switzerland,1968,8.602951,8.602951
Switzerland,1969,8.789406,8.789406
Switzerland,1970,8.986479,8.986479
Switzerland,1971,10.31645,10.31645
Switzerland,1972,10.10586,10.10586
Switzerland,1973,9.492155,9.492155
Switzerland,1974,11.08497,11.08497
Switzerland,1975,11.43602,11.43602
Switzerland,1976,11.17744,11.17744
Switzerland,1977,12.54905,12.54905
Switzerland,1978,12.59602,12.59602
Switzerland,1979,13.63322,13.63322
Switzerland,1980,13.08645,13.08645
Switzerland,1981,12.42186,12.42186
Switzerland,1982,12.3916,12.3916
Switzerland,1983,11.6622,11.6622
Switzerland,1984,11.83314,11.83314
Switzerland,1985,12.83876,12.83876
Switzerland,1986,10.98364,10.98364
Switzerland,1987,10.70665,10.70665
Switzerland,1988,10.14532,10.14532
Switzerland,1989,10.74188,10.74188
Switzerland,1990,10.18671,10.18671
Switzerland,1991,9.104451,9.104451
Switzerland,1992,8.590002,8.590002
Switzerland,1993,9.120775,9.120775
Switzerland,1994,9.546003,9.546003
Switzerland,1995,8.803282,8.803282
Switzerland,1996,9.073054,9.073054
Switzerland,1997,7.795402,7.795402
Switzerland,2001,7.853479,7.853479
Switzerland,2002,9.060589,9.060589
Switzerland,2003,7.772471,7.772471
Switzerland,2004,7.944855,7.944855
Syria,2004,,0.446933389
Tajikistan,2004,,2.107353687
Tanzania,2004,,7.750602245
Thailand,2004,,5.488035202
Timor,2004,,6.960760593
Togo,2004,,4.514622211
Tonga,2004,,5.062223911
Trinidad and Tobago,1951,,2.726427
Trinidad and Tobago,1952,,3.557668
Trinidad and Tobago,1953,,2.513744
Trinidad and Tobago,1954,,3.52006
Trinidad and Tobago,1955,,2.951571
Trinidad and Tobago,1956,,2.004345
Trinidad and Tobago,1957,,1.002481
Trinidad and Tobago,1958,,1.997751
Trinidad and Tobago,1960,,1.929697
Trinidad and Tobago,1961,,2.060731
Trinidad and Tobago,1962,,1.422584
Trinidad and Tobago,1963,,0.6129742
Trinidad and Tobago,1967,,1.817805
Trinidad and Tobago,1968,,5.748702
Trinidad and Tobago,1970,,4.756058
Trinidad and Tobago,1971,,1.656986
Trinidad and Tobago,1972,,6.732993
Trinidad and Tobago,1973,,5.951644
Trinidad and Tobago,1974,,6.169045
Trinidad and Tobago,1975,,6.241136
Trinidad and Tobago,1976,,5.048275
Trinidad and Tobago,1977,,5.142674
Trinidad and Tobago,1978,,1.132487
Trinidad and Tobago,1979,,3.493548
Trinidad and Tobago,1980,,1.637456
Trinidad and Tobago,1981,,2.97772
Trinidad and Tobago,1982,,3.640255
Trinidad and Tobago,1983,,4.719494
Trinidad and Tobago,1984,,3.369459
Trinidad and Tobago,1985,,0.7385139
Trinidad and Tobago,1986,,5.986737
Trinidad and Tobago,1987,,4.617908
Trinidad and Tobago,1988,,7.859989
Trinidad and Tobago,1989,,6.960498
Trinidad and Tobago,1990,,7.57019
Trinidad and Tobago,1991,,5.057765
Trinidad and Tobago,1992,,4.470154
Trinidad and Tobago,1993,,4.523787
Trinidad and Tobago,1994,,5.045835
Trinidad and Tobago,1995,,6.311679
Trinidad and Tobago,1996,,5.349893
Trinidad and Tobago,1997,,4.776528
Trinidad and Tobago,1998,,4.401545
Trinidad and Tobago,1999,,4.499389
Trinidad and Tobago,2000,,4.841399
Trinidad and Tobago,2001,,5.463157
Trinidad and Tobago,2002,,3.737824
Trinidad and Tobago,2004,,7.175161362
Tunisia,2004,,1.971736789
Turkey,2004,,2.639457464
Turkmenistan,1981,,6.226524
Turkmenistan,1982,,6.27384
Turkmenistan,1985,,4.886627
Turkmenistan,1986,,7.469977
Turkmenistan,1987,,7.609131
Turkmenistan,1988,,6.029309
Turkmenistan,1989,,5.757218
Turkmenistan,1990,,5.822345
Turkmenistan,1991,,5.606867
Turkmenistan,1992,,5.243183
Turkmenistan,1993,,4.095586
Turkmenistan,1994,,4.861675
Turkmenistan,1995,,2.616967
Turkmenistan,1996,,3.076711
Turkmenistan,1997,,3.446744
Turkmenistan,1998,,4.092763
Turkmenistan,2004,,4.012059212
Tuvalu,2004,,7.446298599
Uganda,2004,,8.046066284
Ukraine,1981,,7.436482
Ukraine,1982,,7.745018
Ukraine,1985,,7.111
Ukraine,1986,,6.966435
Ukraine,1987,,7.1759
Ukraine,1988,,7.015817
Ukraine,1989,,7.286044
Ukraine,1990,,6.774807
Ukraine,1991,,6.531469
Ukraine,1992,,7.356577
Ukraine,1993,,7.255165
Ukraine,1994,,7.740508
Ukraine,1995,,7.520094
Ukraine,1996,,7.687284
Ukraine,1997,,7.998254
Ukraine,1998,,8.130715
Ukraine,1999,,7.55036
Ukraine,2000,,7.670717
Ukraine,2001,,6.383736
Ukraine,2002,,6.361105
Ukraine,2003,,6.256175
Ukraine,2004,,5.39009
United Arab Emirates,2004,,0.274214566
United Kingdom,1950,5.367217,5.367217
United Kingdom,1951,5.466589,5.466589
United Kingdom,1952,5.059583,5.059583
United Kingdom,1953,5.663029,5.663029
United Kingdom,1954,6.053491,6.053491
United Kingdom,1955,6.340184,6.340184
United Kingdom,1956,6.697222,6.697222
United Kingdom,1957,6.864992,6.864992
United Kingdom,1958,6.803025,6.803025
United Kingdom,1959,6.780856,6.780856
United Kingdom,1960,6.661391,6.661391
United Kingdom,1961,6.950402,6.950402
United Kingdom,1962,7.493289,7.493289
United Kingdom,1963,7.807155,7.807155
United Kingdom,1964,7.645912,7.645912
United Kingdom,1965,7.214386,7.214386
United Kingdom,1966,6.986245,6.986245
United Kingdom,1967,6.294775,6.294775
United Kingdom,1968,6.129091,6.129091
United Kingdom,1969,5.7487,5.7487
United Kingdom,1970,5.405731,5.405731
United Kingdom,1971,5.371745,5.371745
United Kingdom,1972,5.229085,5.229085
United Kingdom,1973,5.33337,5.33337
United Kingdom,1974,5.380699,5.380699
United Kingdom,1975,5.148705,5.148705
United Kingdom,1976,5.041883,5.041883
United Kingdom,1977,5.316658,5.316658
United Kingdom,1978,5.232867,5.232867
United Kingdom,1979,5.512966,5.512966
United Kingdom,1980,5.566744,5.566744
United Kingdom,1981,5.229814,5.229814
United Kingdom,1982,4.948067,4.948067
United Kingdom,1983,4.734631,4.734631
United Kingdom,1984,4.635503,4.635503
United Kingdom,1985,4.682991,4.682991
United Kingdom,1986,3.999975,3.999975
United Kingdom,1987,3.807797,3.807797
United Kingdom,1988,3.846012,3.846012
United Kingdom,1989,3.181611,3.181611
United Kingdom,1990,3.194811,3.194811
United Kingdom,1991,3.013177,3.013177
United Kingdom,1992,3.054398,3.054398
United Kingdom,1993,2.900457,2.900457
United Kingdom,1994,2.795025,2.795025
United Kingdom,1995,2.725696,2.725696
United Kingdom,1996,2.828773,2.828773
United Kingdom,1997,2.762585,2.762585
United Kingdom,1998,2.856035,2.856035
United Kingdom,1999,2.861329,2.861329
United Kingdom,2000,2.871172,2.871172
United Kingdom,2001,2.635219,2.635219
United Kingdom,2002,2.755822,2.755822
United Kingdom,2003,2.660466,2.660466
United Kingdom,2004,2.879764,2.879764
United States,1950,4.960009,4.960009
United States,1951,4.561817,4.561817
United States,1952,4.287655,4.287655
United States,1953,4.190372,4.190372
United States,1954,4.078955,4.078955
United States,1955,4.496099,4.496099
United States,1956,4.375252,4.375252
United States,1957,4.237473,4.237473
United States,1958,4.739722,4.739722
United States,1959,4.696201,4.696201
United States,1960,4.97594,4.97594
United States,1961,4.965976,4.965976
United States,1962,5.601066,5.601066
United States,1963,5.965665,5.965665
United States,1964,5.833147,5.833147
United States,1965,6.312077,6.312077
United States,1966,6.091924,6.091924
United States,1967,6.288045,6.288045
United States,1968,6.063595,6.063595
United States,1969,6.495037,6.495037
United States,1970,6.764477,6.764477
United States,1971,6.994441,6.994441
United States,1972,6.896132,6.896132
United States,1973,6.578322,6.578322
United States,1974,6.579705,6.579705
United States,1975,6.739123,6.739123
United States,1976,6.497314,6.497314
United States,1977,6.599395,6.599395
United States,1978,6.084483,6.084483
United States,1979,5.831119,5.831119
United States,1980,5.254861,5.254861
United States,1981,5.563645,5.563645
United States,1982,5.313848,5.313848
United States,1983,5.124713,5.124713
United States,1984,5.124178,5.124178
United States,1985,4.825583,4.825583
United States,1986,5.030247,5.030247
United States,1987,4.862983,4.862983
United States,1988,4.656812,4.656812
United States,1989,4.476208,4.476208
United States,1990,4.463702,4.463702
United States,1991,4.323066,4.323066
United States,1992,4.237412,4.237412
United States,1993,4.269796,4.269796
United States,1994,4.120951,4.120951
United States,1995,4.027353,4.027353
United States,1996,4.012577,4.012577
United States,1997,4.041173,4.041173
United States,1998,3.971198,3.971198
United States,1999,3.740543,3.740543
United States,2000,3.634614,3.634614
United States,2001,3.722382,3.722382
United States,2002,3.841498,3.841498
United States,2003,3.837264,3.837264
United States,2004,4.175814,4.175814
Uruguay,1955,,7.821382
Uruguay,1956,,9.487456
Uruguay,1957,,7.101563
Uruguay,1958,,5.600165
Uruguay,1959,,5.789924
Uruguay,1960,,7.090849
Uruguay,1963,,4.748742
Uruguay,1964,,3.986283
Uruguay,1965,,5.687175
Uruguay,1966,,5.505983
Uruguay,1967,,5.024784
Uruguay,1968,,4.872096
Uruguay,1969,,5.634128
Uruguay,1970,,5.243791
Uruguay,1971,,4.628649
Uruguay,1972,,4.473436
Uruguay,1973,,4.54467
Uruguay,1974,,6.014835
Uruguay,1975,,4.083939
Uruguay,1976,,5.437172
Uruguay,1977,,4.145528
Uruguay,1978,,4.677876
Uruguay,1980,,2.957085
Uruguay,1981,,2.594344
Uruguay,1982,,3.678551
Uruguay,1983,,3.279607
Uruguay,1984,,3.863088
Uruguay,1985,,3.107611
Uruguay,1986,,3.52106
Uruguay,1987,,3.911052
Uruguay,1988,,3.361566
Uruguay,1989,,4.188364
Uruguay,1990,,3.695709
Uruguay,1993,,5.488769
Uruguay,1994,,4.154894
Uruguay,1995,,5.791384
Uruguay,1996,,4.79489
Uruguay,1997,,4.889874
Uruguay,1998,,5.797886
Uruguay,1999,,4.640351
Uruguay,2000,,5.195457
Uruguay,2001,,5.992177
Uruguay,2004,,5.87522
USSR,1982,,9.485607
USSR,1983,,9.808056
USSR,1984,,10.17777
USSR,1985,,8.968728
USSR,1986,,8.041356
USSR,1987,,8.053088
USSR,1988,,8.14377
USSR,1989,,8.102757
USSR,1990,,8.005068
Uzbekistan,1981,,4.706081
Uzbekistan,1982,,4.700735
Uzbekistan,1985,,5.843649
Uzbekistan,1986,,5.153222
Uzbekistan,1987,,5.550764
Uzbekistan,1988,,5.186389
Uzbekistan,1989,,5.754392
Uzbekistan,1990,,5.557875
Uzbekistan,1991,,4.245213
Uzbekistan,1992,,3.858855
Uzbekistan,1993,,3.871968
Uzbekistan,1994,,3.723653
Uzbekistan,1995,,3.704561
Uzbekistan,1996,,3.800148
Uzbekistan,1997,,3.434181
Uzbekistan,1998,,3.408654
Uzbekistan,1999,,3.905299
Uzbekistan,2000,,4.224298
Uzbekistan,2001,,3.965342
Uzbekistan,2002,,3.367691
Uzbekistan,2003,,3.1516
Uzbekistan,2004,,2.460547
Vanuatu,2004,,4.640526295
Venezuela,1955,,2.761771
Venezuela,1956,,3.440769
Venezuela,1957,,2.740319
Venezuela,1958,,3.402511
Venezuela,1959,,4.563677
Venezuela,1960,,3.825712
Venezuela,1961,,4.445967
Venezuela,1962,,4.279155
Venezuela,1963,,4.085367
Venezuela,1964,,3.904315
Venezuela,1965,,3.980485
Venezuela,1966,,4.737731
Venezuela,1967,,4.284422
Venezuela,1968,,4.133926
Venezuela,1969,,5.088382
Venezuela,1970,,4.608035
Venezuela,1971,,4.265741
Venezuela,1972,,4.063846
Venezuela,1973,,3.198213
Venezuela,1974,,2.95806
Venezuela,1975,,3.108485
Venezuela,1976,,2.485117
Venezuela,1977,,2.247088
Venezuela,1978,,2.456438
Venezuela,1979,,1.899036
Venezuela,1980,,2.16434
Venezuela,1981,,2.010783
Venezuela,1982,,2.33286
Venezuela,1983,,2.257488
Venezuela,1985,,2.101539
Venezuela,1986,,2.033747
Venezuela,1987,,1.909971
Venezuela,1988,,1.672729
Venezuela,1989,,2.104551
Venezuela,1990,,2.247543
Venezuela,1992,,1.615445
Venezuela,1993,,1.602647
Venezuela,1994,,2.075771
Venezuela,1996,,1.528837
Venezuela,1997,,1.824896
Venezuela,1998,,1.777638
Venezuela,1999,,1.890461
Venezuela,2000,,1.627371
Venezuela,2001,,1.898149
Venezuela,2002,,1.837916
Venezuela,2003,,1.756944
Venezuela,2004,,1.579628
Vietnam,2004,,9.281546593
West Germany,1952,,10.05357
West Germany,1953,,10.19366
West Germany,1954,,11.24959
West Germany,1955,,11.23531
West Germany,1956,,10.62746
West Germany,1957,,10.5677
West Germany,1958,,10.54551
West Germany,1959,,10.60355
West Germany,1960,,10.6596
West Germany,1961,,10.97472
West Germany,1962,,10.41092
West Germany,1963,,10.88167
West Germany,1964,,11.36707
West Germany,1965,,11.32999
West Germany,1966,,11.49965
West Germany,1967,,11.43323
West Germany,1968,,11.69543
West Germany,1969,,12.1856
West Germany,1970,,12.59102
West Germany,1971,,12.24174
West Germany,1972,,11.52183
West Germany,1973,,11.98623
West Germany,1974,,12.04591
West Germany,1975,,11.84409
West Germany,1976,,12.11986
West Germany,1977,,12.74571
West Germany,1978,,12.15791
West Germany,1979,,11.39117
West Germany,1980,,10.89978
West Germany,1981,,11.09901
West Germany,1982,,10.52612
West Germany,1983,,10.85313
West Germany,1984,,9.769133
West Germany,1985,,9.466913
West Germany,1986,,8.796329
West Germany,1987,,8.562513
West Germany,1988,,7.769985
West Germany,1989,,7.13517
West Germany,1990,,6.796198
Yemen,2004,,5.373616695
Yugoslavia,1968,,6.980638
Yugoslavia,1969,,7.668771
Yugoslavia,1978,,8.268257
Yugoslavia,1979,,7.954185
Yugoslavia,1980,,7.97878
Yugoslavia,1981,,8.267892
Yugoslavia,1982,,9.055255
Yugoslavia,1983,,8.625981
Yugoslavia,1984,,8.548234
Yugoslavia,1985,,8.234728
Yugoslavia,1986,,8.31718
Yugoslavia,1987,,9.230215
Yugoslavia,1988,,8.753218
Yugoslavia,1989,,8.518538
Yugoslavia,1990,,7.793037
Zambia,2004,,7.959890842
Zimbabwe,2004,,9.376058578
