Entity,Year,"Real GDP per capita in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Real GDP per capita in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Population (Maddison Project Database (2018)),"Total real GDP in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Total real GDP in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Maddison region definition (Maddison (2010)),Average real GDP per capita across Maddison's definitions (Maddison Project Database (2018)),Average real GDP per capita across OWID regions (OWID calculations based on Maddison Project Database (2018)),"Real GDP per capita, 2011 benchmarks, by region (Maddison Project Database (2018))",Population by region (Maddison Project Database (2018))
Finland,1,,,20000,,,Western Europe Maddison definition,,,,
Finland,1000,,,40000,,,Western Europe Maddison definition,,,,
Finland,1500,,,300000,,,Western Europe Maddison definition,,,,
Finland,1600,812,1209,400000,324800000,483600000,Western Europe Maddison definition,,,,
Finland,1650,850,1266,,,,Western Europe Maddison definition,,,,
Finland,1700,907,1352,400000,362800000,540800000,Western Europe Maddison definition,,,,
Finland,1750,1013,1509,,,,Western Europe Maddison definition,,,,
Finland,1800,827,1232,,,,Western Europe Maddison definition,,,,
Finland,1820,895,1334,1169000,1046254976,1559446016,Western Europe Maddison definition,,,,
Finland,1821,,,1186000,,,Western Europe Maddison definition,,,,
Finland,1822,,,1202000,,,Western Europe Maddison definition,,,,
Finland,1823,,,1219000,,,Western Europe Maddison definition,,,,
Finland,1824,,,1235000,,,Western Europe Maddison definition,,,,
Finland,1825,,,1252000,,,Western Europe Maddison definition,,,,
Finland,1826,,,1268000,,,Western Europe Maddison definition,,,,
Finland,1827,,,1310000,,,Western Europe Maddison definition,,,,
Finland,1828,,,1326000,,,Western Europe Maddison definition,,,,
Finland,1829,,,1343000,,,Western Europe Maddison definition,,,,
Finland,1830,,,1364000,,,Western Europe Maddison definition,,,,
Finland,1831,,,1374000,,,Western Europe Maddison definition,,,,
Finland,1832,,,1378000,,,Western Europe Maddison definition,,,,
Finland,1833,,,1383000,,,Western Europe Maddison definition,,,,
Finland,1834,,,1387000,,,Western Europe Maddison definition,,,,
Finland,1835,,,1391000,,,Western Europe Maddison definition,,,,
Finland,1836,,,1399000,,,Western Europe Maddison definition,,,,
Finland,1837,,,1409000,,,Western Europe Maddison definition,,,,
Finland,1838,,,1420000,,,Western Europe Maddison definition,,,,
Finland,1839,,,1430000,,,Western Europe Maddison definition,,,,
Finland,1840,,,1441000,,,Western Europe Maddison definition,,,,
Finland,1841,,,1456000,,,Western Europe Maddison definition,,,,
Finland,1842,,,1476000,,,Western Europe Maddison definition,,,,
Finland,1843,,,1495000,,,Western Europe Maddison definition,,,,
Finland,1844,,,1516000,,,Western Europe Maddison definition,,,,
Finland,1845,,,1536000,,,Western Europe Maddison definition,,,,
Finland,1846,,,1555000,,,Western Europe Maddison definition,,,,
Finland,1847,,,1573000,,,Western Europe Maddison definition,,,,
Finland,1848,,,1591000,,,Western Europe Maddison definition,,,,
Finland,1849,,,1610000,,,Western Europe Maddison definition,,,,
Finland,1850,1035,1543,1628000,1684979968,2512004096,Western Europe Maddison definition,,,,
Finland,1851,,,1642000,,,Western Europe Maddison definition,,,,
Finland,1852,,,1652000,,,Western Europe Maddison definition,,,,
Finland,1853,,,1663000,,,Western Europe Maddison definition,,,,
Finland,1854,,,1673000,,,Western Europe Maddison definition,,,,
Finland,1855,,,1683000,,,Western Europe Maddison definition,,,,
Finland,1856,,,1692000,,,Western Europe Maddison definition,,,,
Finland,1857,,,1703000,,,Western Europe Maddison definition,,,,
Finland,1858,,,1715000,,,Western Europe Maddison definition,,,,
Finland,1859,,,1726000,,,Western Europe Maddison definition,,,,
Finland,1860,1038,1546,1738000,1804044032,2686948096,Western Europe Maddison definition,,,,
Finland,1861,1041,1551,1754000,1825913984,2720453888,Western Europe Maddison definition,,,,
Finland,1862,974,1451,1774000,1727875968,2574074112,Western Europe Maddison definition,,,,
Finland,1863,1041,1550,1794000,1867554048,2780699904,Western Europe Maddison definition,,,,
Finland,1864,1052,1568,1813000,1907276032,2842784000,Western Europe Maddison definition,,,,
Finland,1865,1034,1540,1833000,1895321984,2822820096,Western Europe Maddison definition,,,,
Finland,1866,1041,1551,1840000,1915440000,2853839872,Western Europe Maddison definition,,,,
Finland,1867,963,1434,1831000,1763252992,2625654016,Western Europe Maddison definition,,,,
Finland,1868,1090,1624,1776000,1935840000,2884224000,Western Europe Maddison definition,,,,
Finland,1869,1197,1783,1734000,2075597952,3091721984,Western Europe Maddison definition,,,,
Finland,1870,1238,1845,1754000,2171451904,3236130048,Western Europe Maddison definition,,,,
Finland,1871,1224,1824,1786000,2186063872,3257664000,Western Europe Maddison definition,,,,
Finland,1872,1244,1854,1819000,2262835968,3372425984,Western Europe Maddison definition,,,,
Finland,1873,1297,1932,1847000,2395558912,3568403968,Western Europe Maddison definition,,,,
Finland,1874,1308,1949,1873000,2449883904,3650477056,Western Europe Maddison definition,,,,
Finland,1875,1316,1961,1899000,2499084032,3723939072,Western Europe Maddison definition,,,,
Finland,1876,1368,2039,1928000,2637504000,3931192064,Western Europe Maddison definition,,,,
Finland,1877,1316,1961,1957000,2575411968,3837677056,Western Europe Maddison definition,,,,
Finland,1878,1274,1899,1983000,2526341888,3765716992,Western Europe Maddison definition,,,,
Finland,1879,1268,1890,2014000,2553752064,3806459904,Western Europe Maddison definition,,,,
Finland,1880,1255,1870,2047000,2568985088,3827889920,Western Europe Maddison definition,,,,
Finland,1881,1206,1797,2072000,2498831872,3723384064,Western Europe Maddison definition,,,,
Finland,1882,1307,1947,2098000,2742085888,4084805888,Western Europe Maddison definition,,,,
Finland,1883,1336,1991,2130000,2845680128,4240829952,Western Europe Maddison definition,,,,
Finland,1884,1325,1974,2164000,2867300096,4271736064,Western Europe Maddison definition,,,,
Finland,1885,1338,1993,2195000,2936910080,4374635008,Western Europe Maddison definition,,,,
Finland,1886,1386,2065,2224000,3082464000,4592560128,Western Europe Maddison definition,,,,
Finland,1887,1386,2065,2259000,3130973952,4664835072,Western Europe Maddison definition,,,,
Finland,1888,1415,2108,2296000,3248839936,4839967744,Western Europe Maddison definition,,,,
Finland,1889,1441,2148,2331000,3358970880,5006987776,Western Europe Maddison definition,,,,
Finland,1890,1501,2236,2364000,3548364032,5285903872,Western Europe Maddison definition,,,,
Finland,1891,1467,2186,2394000,3511997952,5233284096,Western Europe Maddison definition,,,,
Finland,1892,1391,2072,2451000,3409340928,5078472192,Western Europe Maddison definition,,,,
Finland,1893,1457,2171,2430000,3540509952,5275530240,Western Europe Maddison definition,,,,
Finland,1894,1521,2266,2511000,3819230976,5689926144,Western Europe Maddison definition,,,,
Finland,1895,1622,2416,2483000,4027426048,5998927872,Western Europe Maddison definition,,,,
Finland,1896,1706,2542,2515000,4290589952,6393129984,Western Europe Maddison definition,,,,
Finland,1897,1765,2630,2549000,4498984960,6703869952,Western Europe Maddison definition,,,,
Finland,1898,1813,2701,2589000,4693856768,6992888832,Western Europe Maddison definition,,,,
Finland,1899,1746,2602,2624000,4581504000,6827648000,Western Europe Maddison definition,,,,
Finland,1900,1813,2701,2646000,4797197824,7146846208,Western Europe Maddison definition,,,,
Finland,1901,1778,2649,2667000,4741925888,7064883200,Western Europe Maddison definition,,,,
Finland,1902,1729,2576,2686000,4644093952,6919136256,Western Europe Maddison definition,,,,
Finland,1903,1832,2729,2706000,4957391872,7384673792,Western Europe Maddison definition,,,,
Finland,1904,1881,2802,2735000,5144535040,7663470080,Western Europe Maddison definition,,,,
Finland,1905,1893,2820,2762000,5228466176,7788839936,Western Europe Maddison definition,,,,
Finland,1906,1950,2905,2788000,5436599808,8099140096,Western Europe Maddison definition,,,,
Finland,1907,1993,2970,2821000,5622253056,8378370048,Western Europe Maddison definition,,,,
Finland,1908,1987,2961,2861000,5684807168,8471420928,Western Europe Maddison definition,,,,
Finland,1909,2047,3051,2899000,5934253056,8844849152,Western Europe Maddison definition,,,,
Finland,1910,2071,3086,2929000,6065958912,9038894080,Western Europe Maddison definition,,,,
Finland,1911,2107,3139,2962000,6240933888,9297718272,Western Europe Maddison definition,,,,
Finland,1912,2197,3274,2998000,6586606080,9815451648,Western Europe Maddison definition,,,,
Finland,1913,2293,3417,3027000,6940911104,10343259136,Western Europe Maddison definition,,,,
Finland,1914,2174,3239,3053000,6637221888,9888666624,Western Europe Maddison definition,,,,
Finland,1915,2045,3046,3083000,6304735232,9390818304,Western Europe Maddison definition,,,,
Finland,1916,2057,3065,3105000,6386984960,9516824576,Western Europe Maddison definition,,,,
Finland,1917,1718,2559,3124000,5367031808,7994315776,Western Europe Maddison definition,,,,
Finland,1918,1488,2218,3125000,4649999872,6931250176,Western Europe Maddison definition,,,,
Finland,1919,1802,2685,3117000,5616834048,8369144832,Western Europe Maddison definition,,,,
Finland,1920,2005,2988,3133000,6281665024,9361403904,Western Europe Maddison definition,,,,
Finland,1921,2048,3051,3170000,6492160000,9671669760,Western Europe Maddison definition,,,,
Finland,1922,2236,3332,3210000,7177560064,10695719936,Western Europe Maddison definition,,,,
Finland,1923,2376,3540,3243000,7705368064,11480219648,Western Europe Maddison definition,,,,
Finland,1924,2417,3601,3272000,7908424192,11782471680,Western Europe Maddison definition,,,,
Finland,1925,2530,3769,3304000,8359119872,12452775936,Western Europe Maddison definition,,,,
Finland,1926,2599,3872,3339000,8678061056,12928608256,Western Europe Maddison definition,,,,
Finland,1927,2778,4140,3368000,9356304384,13943520256,Western Europe Maddison definition,,,,
Finland,1928,2942,4383,3396000,9991031808,14884668416,Western Europe Maddison definition,,,,
Finland,1929,2952,4398,3424000,10107648000,15058751488,Western Europe Maddison definition,,,,
Finland,1930,2914,4316,3449000,10050385920,14885883904,Western Europe Maddison definition,,,,
Finland,1931,2838,4178,3476000,9864888320,14522728448,Western Europe Maddison definition,,,,
Finland,1932,2821,4128,3503000,9881962496,14460384256,Western Europe Maddison definition,,,,
Finland,1933,3006,4374,3526000,10599155712,15422724096,Western Europe Maddison definition,,,,
Finland,1934,3345,4838,3549000,11871405056,17170062336,Western Europe Maddison definition,,,,
Finland,1935,3482,5007,3576000,12451632128,17905031168,Western Europe Maddison definition,,,,
Finland,1936,3713,5308,3601000,13370513408,19114108928,Western Europe Maddison definition,,,,
Finland,1937,3920,5571,3626000,14213919744,20200445952,Western Europe Maddison definition,,,,
Finland,1938,4112,5811,3656000,15033472000,21245016064,Western Europe Maddison definition,,,,
Finland,1939,3926,5517,3686000,14471235584,20335661056,Western Europe Maddison definition,,,,
Finland,1940,3732,5214,3698000,13800936448,19281371136,Western Europe Maddison definition,,,,
Finland,1941,3871,5379,3702000,14330441728,19913058304,Western Europe Maddison definition,,,,
Finland,1942,3899,5387,3708000,14457492480,19974995968,Western Europe Maddison definition,,,,
Finland,1943,4356,5985,3721000,16208675840,22270185472,Western Europe Maddison definition,,,,
Finland,1944,4366,5965,3735000,16307009536,22279274496,Western Europe Maddison definition,,,,
Finland,1945,4110,5585,3758000,15445380096,20988430336,Western Europe Maddison definition,,,,
Finland,1946,4413,5963,3806000,16795878400,22695178240,Western Europe Maddison definition,,,,
Finland,1947,4478,6017,3859000,17280602112,23219603456,Western Europe Maddison definition,,,,
Finland,1948,4793,6407,3912000,18750216192,25064183808,Western Europe Maddison definition,,,,
Finland,1949,5046,6708,3963000,19997298688,26583803904,Western Europe Maddison definition,,,,
Finland,1950,5208,6886,4009000,20878872576,27605972992,Western Europe Maddison definition,,,,
Finland,1951,5879,7401,4047000,23792312320,29951846400,Western Europe Maddison definition,,,,
Finland,1952,5988,7568,4091000,24496908288,30960687104,Western Europe Maddison definition,,,,
Finland,1953,5968,7531,4139000,24701552640,31170809856,Western Europe Maddison definition,,,,
Finland,1954,6592,8097,4187000,27600703488,33902139392,Western Europe Maddison definition,,,,
Finland,1955,6850,8413,4235000,29009750016,35629056000,Western Europe Maddison definition,,,,
Finland,1956,6954,8573,4282000,29777027072,36709584896,Western Europe Maddison definition,,,,
Finland,1957,7284,8888,4324000,31496015872,38431711232,Western Europe Maddison definition,,,,
Finland,1958,7378,8863,4360000,32168079360,38642679808,Western Europe Maddison definition,,,,
Finland,1959,7804,9315,4395000,34298580992,40939425792,Western Europe Maddison definition,,,,
Finland,1960,8428,10087,4430000,37336039424,44685410304,Western Europe Maddison definition,,,,
Finland,1961,9173,10779,4461000,40920752128,48085118976,Western Europe Maddison definition,,,,
Finland,1962,9419,11040,4491000,42300727296,49580638208,Western Europe Maddison definition,,,,
Finland,1963,9527,11323,4523000,43090620416,51213930496,Western Europe Maddison definition,,,,
Finland,1964,9793,11829,4549000,44548358144,53810122752,Western Europe Maddison definition,,,,
Finland,1965,10471,12417,4564000,47789645824,56671186944,Western Europe Maddison definition,,,,
Finland,1966,10837,12668,4581000,49644298240,58032107520,Western Europe Maddison definition,,,,
Finland,1967,11238,12865,4606000,51762229248,59256188928,Western Europe Maddison definition,,,,
Finland,1968,11946,13102,4626000,55262195712,60609851392,Western Europe Maddison definition,,,,
Finland,1969,13251,14372,4624000,61272625152,66456129536,Western Europe Maddison definition,,,,
Finland,1970,14416,15505,4606000,66400096256,71416029184,Western Europe Maddison definition,,,,
Finland,1971,14773,15809,4612000,68133076992,72911110144,Western Europe Maddison definition,,,,
Finland,1972,15786,16914,4640000,73247039488,78480957440,Western Europe Maddison definition,,,,
Finland,1973,16765,17946,4666000,78225489920,83736035328,Western Europe Maddison definition,,,,
Finland,1974,17124,18394,4691000,80328687616,86286254080,Western Europe Maddison definition,,,,
Finland,1975,16657,18523,4711000,78471127040,87261855744,Western Europe Maddison definition,,,,
Finland,1976,16540,18389,4726000,78168039424,86906413056,Western Europe Maddison definition,,,,
Finland,1977,16612,18383,4739000,78724268032,87117037568,Western Europe Maddison definition,,,,
Finland,1978,17094,18713,4753000,81247780864,88942886912,Western Europe Maddison definition,,,,
Finland,1979,18409,19964,4765000,87718887424,95128461312,Western Europe Maddison definition,,,,
Finland,1980,19372,20964,4780000,92598157312,100208000000,Western Europe Maddison definition,,,,
Finland,1981,19526,21264,4800000,93724803072,102067000000,Western Europe Maddison definition,,,,
Finland,1982,19712,21831,4827000,95149826048,105378000000,Western Europe Maddison definition,,,,
Finland,1983,19782,22288,4856000,96061390848,108231000000,Western Europe Maddison definition,,,,
Finland,1984,20059,22838,4882000,97928036352,111495000000,Western Europe Maddison definition,,,,
Finland,1985,20173,23511,4902000,98888048640,115251000000,Western Europe Maddison definition,,,,
Finland,1986,21076,23992,4917000,103631000000,117969000000,Western Europe Maddison definition,,,,
Finland,1987,22011,24903,4932000,108558000000,122822000000,Western Europe Maddison definition,,,,
Finland,1988,23662,26046,4947000,117056000000,128850000000,Western Europe Maddison definition,,,,
Finland,1989,24741,27434,4962000,122765000000,136128000000,Western Europe Maddison definition,,,,
Finland,1990,24185,27306,4986000,120586000000,136148000000,Western Europe Maddison definition,,,,
Finland,1991,22060,25551,5014000,110609000000,128113000000,Western Europe Maddison definition,,,,
Finland,1992,21775,24563,5042000,109790000000,123847000000,Western Europe Maddison definition,,,,
Finland,1993,21397,24265,5066000,108397000000,122926000000,Western Europe Maddison definition,,,,
Finland,1994,22629,25112,5088000,115136000000,127770000000,Western Europe Maddison definition,,,,
Finland,1995,25012,26069,5108000,127761000000,133160000000,Western Europe Maddison definition,,,,
Finland,1996,24489,26935,5125000,125506000000,138042000000,Western Europe Maddison definition,,,,
Finland,1997,27027,28534,5140000,138919000000,146665000000,Western Europe Maddison definition,,,,
Finland,1998,29634,30003,5153000,152704000000,154605000000,Western Europe Maddison definition,,,,
Finland,1999,31092,31263,5165000,160590000000,161473000000,Western Europe Maddison definition,,,,
Finland,2000,32972,32957,5176000,170663000000,170585000000,Western Europe Maddison definition,,,,
Finland,2001,33349,33730,5188000,173015000000,174991000000,Western Europe Maddison definition,,,,
Finland,2002,33569,34214,5201000,174592000000,177947000000,Western Europe Maddison definition,,,,
Finland,2003,33435,34813,5213000,174297000000,181480000000,Western Europe Maddison definition,,,,
Finland,2004,35055,36075,5228000,183268000000,188600000000,Western Europe Maddison definition,,,,
Finland,2005,35871,36951,5246000,188179000000,193845000000,Western Europe Maddison definition,,,,
Finland,2006,36964,38302,5266000,194652000000,201698000000,Western Europe Maddison definition,,,,
Finland,2007,39772,40117,5289000,210354000000,212179000000,Western Europe Maddison definition,,,,
Finland,2008,40357,40219,5313000,214417000000,213684000000,Western Europe Maddison definition,,,,
Finland,2009,37818,36717,5339000,201910000000,196032000000,Western Europe Maddison definition,,,,
Finland,2010,38074,37643,5363000,204191000000,201879000000,Western Europe Maddison definition,,,,
Finland,2011,38432,38432,5388000,207072000000,207072000000,Western Europe Maddison definition,,,,
Finland,2012,38865,37704,5414000,210415000000,204129000000,Western Europe Maddison definition,,,,
Finland,2013,37913,37246,5439000,206209000000,202581000000,Western Europe Maddison definition,,,,
Finland,2014,37943,36858,5462000,207245000000,201318000000,Western Europe Maddison definition,,,,
Finland,2015,37920,36836,5480000,207802000000,201861000000,Western Europe Maddison definition,,,,
Finland,2016,38335,37239,5495000,210651000000,204628000000,Western Europe Maddison definition,,,,
Former USSR,1,,,3900000,,,Eastern Europe Maddison definition,,,,
Former USSR,1000,,,7100000,,,Eastern Europe Maddison definition,,,,
Former USSR,1500,,,16950000,,,Eastern Europe Maddison definition,,,,
Former USSR,1600,,,20700000,,,Eastern Europe Maddison definition,,,,
Former USSR,1700,,,26550000,,,Eastern Europe Maddison definition,,,,
Former USSR,1820,,,54765000,,,Eastern Europe Maddison definition,,,,
Former USSR,1850,,,73750000,,,Eastern Europe Maddison definition,,,,
Former USSR,1870,,,88672000,,,Eastern Europe Maddison definition,,,,
Former USSR,1885,1728,1860,,,,Eastern Europe Maddison definition,,,,
Former USSR,1886,1661,1788,,,,Eastern Europe Maddison definition,,,,
