Entity,Year,total_passenger_vehicle_sales,share_european_car_sales,vehicle_price_eur,diesel_share,gas_share,full_hybrid_share,plugin_hybrid_share,mild_hybrid_share,battery_electric_share,petrol_share,co2_per_km,fuel_efficiency_per_km,diesel_number,gas_number,full_hybrid_number,plugin_hybrid_number,mild_hybrid_number,battery_electric_number,petrol_number,all_hybrid_share,all_hybrid_number,full_mild_hybrid_share,diesel_gas_share,full_mild_hybrid_number,diesel_gas_number,battery_plugin_electric_share,battery_plugin_electric_number
Germany,2013,2952257,0.249653881,28869.53095,47.53673723,0.016801132,0.827862239,0,0,0.249408742,51.36919065,135.3842414,5.514497942,1403406.653,496.0126008,24440.6209,0,0,7363.187057,1516550.527,0.827862239,24440.6209,0.827862239,47.55353837,24440.6209,1403902.665,0.249408742,7363.187057
Germany,2014,3036629,0.242664942,29587.57319,47.84751376,0.007771778,0.738088432,0.114699594,0,0.315580308,50.97634613,131.5071158,5.369679591,1452951.478,236.0000777,22413.00738,3483.001147,0,9583.003156,1547962.51,0.852788027,25896.00853,0.738088432,47.85528553,22413.00738,1453187.479,0.430279903,13066.0043
Germany,2015,3205919,0.234018798,30774.85728,48.12866451,0.004616461,0.556657857,0.347544651,0,0.387657954,50.57485857,127.2171798,5.204801293,1542966,148,17846,11142,0,12428,1621389,0.904202508,28988,0.556657857,48.13328097,17846,1543114,0.735202605,23570
Germany,2016,3351469,0.228844742,31661.51463,45.97721281,0.002297516,0.977369463,0.410628848,0,0.341852544,52.29063881,125.3741058,5.153508645,1540912.035,77.0005514,32756.23457,13762.09855,0,11457.08204,1752504.55,1.387998311,46518.33312,0.977369463,45.97951033,32756.23457,1540989.035,0.752481392,25219.1806
Germany,2017,3441122,0.226965276,33035.46331,38.84862963,0.000494038,1.386445338,0.856952715,0,0.730537078,58.17694121,126.2480381,5.261190699,1336828.741,17.00045452,47709.27553,29488.7884,0,25138.67209,2001939.523,2.243398052,77198.06393,1.386445338,38.84912366,47709.27553,1336845.741,1.587489792,54627.46049
Germany,2018,3435601,0.227724789,33519.21943,32.38429958,5.8217E-05,1.547116164,0.870780434,0.814601051,1.052242751,63.3309018,127.6430847,5.497620256,1112595.32,2.000103044,53152.7384,29916.54128,27986.44184,36150.86247,2175797.096,3.232497648,111055.7215,2.361717215,32.3843578,81139.18024,1112597.32,1.923023184,66067.40375
Germany,2019,3607031,0.233203119,35205.52773,33.89951459,8.32E-05,1.645501114,1.237577645,2.664464163,1.759369237,58.79349008,130.1603501,5.65211049,1222766,3.00018881,59353.73529,44639.8093,96108.04833,63460.99377,2120699.413,5.547542922,200101.5929,4.309965277,33.89959776,155461.7836,1222769,2.996946882,108100.8031
Greece,2001,280294,0.01824091,15694.89337,0.884687308,0,0,0,0,0,99.11531269,167.1640078,6.972668808,2479.725444,0,0,0,0,0,277814.2746,0,0,0,0.884687308,0,2479.725444,0,0
Greece,2002,268489,0.017882784,16170.01816,0.757790263,0,0.001490246,0,0,0,99.24071949,167.1445772,6.972071076,2034.583499,0,4.00114749,0,0,0,266450.4154,0.001490246,4.00114749,0.001490246,0.757790263,4.00114749,2034.583499,0,0
Greece,2003,257293,0.017225765,17259.79998,1.585209378,0,0.00155527,0,0,0,98.41323535,168.9246788,7.058049331,4078.632766,0,4.001601929,0,0,0,253210.3656,0.00155527,4.001601929,0.00155527,1.585209378,4.001601929,4078.632766,0,0
Greece,2004,289750,0.019015518,18447.31331,2.82831213,0,0.038677773,0,0,0,97.1330101,168.3955298,7.024709342,8195.034396,0,112.0688464,0,0,0,281442.8968,0.038677773,112.0688464,0.038677773,2.82831213,112.0688464,8195.034396,0,0
Greece,2005,269705,0.017656452,19148.75547,1.496242694,0,0.08423787,0,0,0,98.41951944,167.8149183,7.010548619,4035.441358,0,227.1937471,0,0,0,265442.3649,0.08423787,227.1937471,0.08423787,1.496242694,227.1937471,4035.441358,0,0
Greece,2006,267644,0.017331009,19381.20962,2.165599381,0,0.199251592,0,0,0,97.63514903,165.7469512,6.925986194,5796.096807,0,533.2849298,0,0,0,261314.6183,0.199251592,533.2849298,0.199251592,2.165599381,533.2849298,5796.096807,0,0
Greece,2007,279733,0.017935812,20229.10605,2.890880352,0,0.395153734,0,0,0,96.71396591,165.1674858,6.911957488,8086.746336,0,1105.375396,0,0,0,270540.8783,0.395153734,1105.375396,0.395153734,2.890880352,1105.375396,8086.746336,0,0
Greece,2008,267215,0.018636709,21010.97086,3.573126317,0,0.87437912,0,0,0,95.55249456,160.9603608,6.751775689,9547.929488,0,2336.472165,0,0,0,255330.5983,0.87437912,2336.472165,0.87437912,3.573126317,2336.472165,9547.929488,0,0
Greece,2009,220454,0.01564435,22180.85823,3.247964068,0,0.760383821,0,0,0.00045369,95.99119842,158.0114051,6.675908164,7160.266706,0,1676.29655,0,0,1.000176939,211616.4366,0.760383821,1676.29655,0.760383821,3.247964068,1676.29655,7160.266706,0.00045369,1.000176939
Greece,2010,141496,0.010634416,19456.65156,3.988862359,0.001417003,0.770849422,0,0,0,95.23887122,144.9083499,6.149181921,5644.080684,2.005002019,1090.721098,0,0,0,134759.1932,0.770849422,1090.721098,0.770849422,3.990279362,1090.721098,5646.085686,0,0
Greece,2011,97679,0.007446643,19084.13405,9.9200213,0,1.023030998,0,0,0,89.0569477,135.1740304,5.739218962,9689.777606,0,999.2864487,0,0,0,86989.93595,1.023030998,999.2864487,1.023030998,9.9200213,999.2864487,9689.777606,0,0
Greece,2012,58481,0.00487007,19977.54163,39.88645885,0.001709957,0.7848703,0,0,0.003419914,59.32354098,122.4275582,5.058798353,23326,1,459,0,0,2,34693,0.7848703,459,0.7848703,39.88816881,459,23327,0.003419914,2
Greece,2013,58694,0.004963384,19906.2169,57.85528087,0,0.662770688,0,0,0.005111342,41.4768371,112.421504,4.54564314,33957.57855,0,389.0066277,0,0,3.000051113,24344.41477,0.662770688,389.0066277,0.662770688,57.85528087,389.0066277,33957.57855,0.005111342,3.000051113
Greece,2014,71216,0.005691056,20987.02575,63.70338126,0,0.596776005,0.01263761,0,0.075825657,35.61137947,109.9712064,4.412534957,45367,0,425,9,0,54,25361,0.609413615,434,0.596776005,63.70338126,425,45367,0.088463267,63
Greece,2015,75805,0.005533451,21552.95855,63.05256909,0,1.139766506,0.05672449,0,0.042213574,35.70872634,106.0857812,4.274988696,47797,0,864,43,0,32,27069,1.196490997,907,1.139766506,63.05256909,864,47797,0.098938065,75
Greece,2016,78873,0.0053856,22442.02255,54.49266542,0,1.86629138,0.098893157,0,0.02535722,43.51679282,106.7223366,4.354238931,42980,0,1472,78,0,20,34323,1.965184537,1550,1.86629138,54.49266542,1472,42980,0.124250377,98
Greece,2017,88079,0.005809406,22436.8905,44.29432668,0,2.658976601,0.180519761,0,0.042007743,52.82416921,108.8806829,4.502210817,39014,0,2342,159,0,37,46527,2.839496361,2501,2.658976601,44.29432668,2342,39014,0.222527504,196
Greece,2018,103431,0.006855803,22506.19045,35.66048863,0,3.421604741,0.220436813,0.047374578,0.070578453,60.57951678,111.8767881,4.667935841,36884,0,3539,228,49,73,62658,3.689416132,3816,3.46897932,35.66048863,3588,36884,0.291015266,301
Greece,2019,114125,0.007378452,23555.39698,26.9388828,0,4.39194518,0.401338965,0.566957009,0.164741759,67.53613428,114.5265149,4.95539153,30744,0,5012.307436,458.0280937,647.039687,188.0115319,77075.61325,5.360241154,6117.375217,4.958902189,26.9388828,5659.347123,30744,0.566080723,646.0396257
Iceland,2016,18507,,,44.47446636,0,3.761145636,3.263982707,0,1.248311267,47.25209403,123.1189087,4.983562651,8230.889489,0,696.0752229,604.0652797,0,231.0249662,8744.945042,7.025128344,1300.140503,3.761145636,44.47446636,696.0752229,8230.889489,4.512293975,835.0902459
Iceland,2017,21404,,,41.72039996,0,4.864031399,6.789085132,0,1.948416036,44.67806747,118.9533569,4.850362278,8929.834408,0,1041.097281,1453.135782,0,417.0389683,9562.893561,11.65311653,2494.233062,4.864031399,41.72039996,1041.097281,8929.834408,8.737501168,1870.17475
Ireland,2001,164573,0.010710045,20203.19736,12.79715415,0,0.011593283,0,0,0,87.19125256,169.311945,6.965802582,21060.66051,0,19.07941399,0,0,0,143493.2601,0.011593283,19.07941399,0.011593283,12.79715415,19.07941399,21060.66051,0,0
Ireland,2002,156079,0.010395685,21398.30826,16.27799228,0,0.005791506,0,0,0,83.71621622,168.1161775,6.895930331,25406.52757,0,9.039324324,0,0,0,130663.4331,0.005791506,9.039324324,0.005791506,16.27799228,9.039324324,25406.52757,0,0
Ireland,2003,145223,0.009722679,22286.47235,16.88799315,0,0.006211866,0,0,0,83.10579498,168.3991197,6.898480962,24525.2503,0,9.021058226,0,0,0,120688.7286,0.006211866,9.021058226,0.006211866,16.88799315,9.021058226,24525.2503,0,0
Ireland,2004,154136,0.010115534,24013.71219,18.68018717,0,0.156406814,0,0,0,81.16340602,168.3367502,6.887791582,28792.89329,0,241.079207,0,0,0,125102.0275,0.156406814,241.079207,0.156406814,18.68018717,241.079207,28792.89329,0,0
Ireland,2005,171742,0.011243226,24357.92115,21.76848818,0,0.184046563,0,0,0,78.04746526,166.4429171,6.812351579,37385.63697,0,316.0852476,0,0,0,134040.2778,0.184046563,316.0852476,0.184046563,21.76848818,316.0852476,37385.63697,0,0
Ireland,2006,178483,0.011557481,25295.00293,24.73596819,0.032192113,0.341688222,0,0,0,74.89015147,164.5584166,6.73211846,44149.49811,57.45744993,609.8553896,0,0,0,133666.1891,0.341688222,609.8553896,0.341688222,24.76816031,609.8553896,44206.95556,0,0
Ireland,2007,186325,0.011946714,25325.5562,27.18127683,0.420721051,0.560422016,0,0,0,71.8375801,163.5762411,6.679757384,50645.51406,783.9084986,1044.206321,0,0,0,133851.3711,0.560422016,1044.206321,0.560422016,27.60199789,1044.206321,51429.42256,0,0
Ireland,2008,151616,0.010574344,23065.57228,33.73545227,1.814520149,0.788286043,0,0,0,63.66174154,157.5832528,6.43679336,51148.34331,2751.102869,1195.167767,0,0,0,96521.38605,0.788286043,1195.167767,0.788286043,35.54997242,1195.167767,53899.44618,0,0
Ireland,2009,57455,0.00407725,22028.51429,54.65847594,0.831870704,0.457071815,0,0,0.003656575,44.04892497,144.0371879,5.781003466,31404.02735,477.9513127,262.6106114,0,0,2.100884891,25308.30984,0.457071815,262.6106114,0.457071815,55.49034664,262.6106114,31881.97866,0.003656575,2.100884891
Ireland,2010,88380,0.006642376,23962.6505,63.21976444,3.595518529,0.772191899,0,0,0.019534616,32.39299052,132.8156918,5.311650115,55873.62781,3177.719276,682.4632002,0,0,17.26469405,28628.92502,0.772191899,682.4632002,0.772191899,66.81528296,682.4632002,59051.34708,0.019534616,17.26469405
Ireland,2011,89896,0.0068533,25523.18005,70.81113883,1.517092576,0.628188704,0,0,0.051693525,26.99188636,129.0846941,5.126093574,63656.38136,1363.805542,564.7165172,0,0,46.47041108,24264.62617,0.628188704,564.7165172,0.628188704,72.32823141,564.7165172,65020.18691,0.051693525,46.47041108
Ireland,2012,79498,0.006620284,28087.2295,73.1754258,1.501924577,0.811341166,0,0,0.172331379,24.33897708,125.7046408,4.982334023,58173,1194,645,0,0,137,19349,0.811341166,645,0.811341166,74.67735037,645,59367,0.172331379,137
Ireland,2013,74367,0.006288751,24743.44562,72.32507102,0.002692769,0.794366728,0,0,0.063280061,26.81458942,122.1302226,4.801241976,53785.98557,2.002531202,590.7467047,0,0,47.05948326,19941.20571,0.794366728,590.7467047,0.794366728,72.32776379,590.7467047,53787.9881,0.063280061,47.05948326
Ireland,2014,96344,0.0076991,26947.83812,73.40978561,0,1.044894055,0.030151172,0,0.236010896,25.27915826,118.7901496,4.691537619,70725.92385,0,1006.692728,29.0488449,0,227.3823377,24354.95224,1.075045227,1035.741573,1.044894055,73.40978561,1006.692728,70725.92385,0.266162068,256.4311825
Ireland,2015,124945,0.009120467,29897.24881,71.06006643,0,1.214934571,0.077634159,0,0.372964104,27.27440074,114.1102453,4.536438902,88786,0,1518,97,0,466,34078,1.29256873,1615,1.214934571,71.06006643,1518,88786,0.450598263,563
Ireland,2016,146600,0.01001013,26953.0927,69.909493,0,1.752805308,0.204766975,0,0.267562181,27.86537254,112.2147967,4.484389693,102487.3167,0,2569.612581,300.1883856,0,392.2461572,40850.63614,1.957572283,2869.800967,1.752805308,69.909493,2569.612581,102487.3167,0.472329156,692.4345428
Ireland,2017,131332,0.008662234,27496.25009,65.17195415,0,3.381955288,0.235365807,0,0.473778421,30.73694634,111.975971,4.500629329,85591.63082,0,4441.589519,309.1106219,0,622.2226759,40367.44636,3.617321095,4750.700141,3.381955288,65.17195415,4441.589519,85591.63082,0.709144228,931.3332978
Ireland,2018,125557,0.008322399,27885.47647,54.34656171,0,5.508592735,0.540979819,0.096404357,0.98236836,38.52509302,112.8260523,4.639243733,68235.91249,0,6916.423781,679.2380311,121.0424179,1233.432242,48370.95104,6.145976911,7716.70423,5.604997092,54.34656171,7037.466199,68235.91249,1.523348179,1912.670273
Ireland,2019,117100,0.007570793,30687.27168,46.41417592,0,8.635171276,1.099689831,0.435774525,2.941905275,40.47328317,109.6682282,4.797265719,54351,0,10111.78556,1287.736792,510.2919689,3444.971077,47394.2146,10.17063563,11909.81433,9.070945802,46.41417592,10622.07753,54351,4.041595106,4732.707869
Italy,2001,2445319,0.159135921,16573.55135,36.31542551,0,0.000940573,0,0,0.006011486,63.67762243,158.4855445,6.393353878,888028,0,23,0,0,147,1557121,0.000940573,23,0.000940573,36.31542551,23,888028,0.006011486,147
Italy,2002,2336432,0.155618694,17474.36813,43.34686394,0,0.000642005,0,0,5.39E-03,56.64710122,157.0861475,6.281993594,1012770,0,15,0,0,126,1323521,0.000642005,15,0.000642005,43.34686394,15,1012770,0.005392838,126
Italy,2003,2276953,0.152441991,17541.69135,48.57372989,0,0.000483102,0,0,0.006016813,51.41977019,154.6813084,6.16256183,1106001,0,11,0,0,137,1170804,0.000483102,11,0.000483102,48.57372989,11,1106001,0.006016813,137
Italy,2004,2290106,0.150293535,18602.94431,58.45144286,0,0.021571054,0,0,0.001833976,41.52515211,149.6929614,5.898438209,1338600,0,494,0,0,42,950970,0.021571054,494,0.021571054,58.45144286,494,1338600,0.001833976,42
Italy,2005,2264661,0.148257828,19155.15036,58.83161269,0,0.048969823,0,0,0.023270601,41.09614688,150.0433359,5.911175317,1332336.588,0,1109.00049,0,0,527.0002327,930688.411,0.048969823,1109.00049,0.048969823,58.83161269,1109.00049,1332336.588,0.023270601,527.0002327
Italy,2006,2354141,0.152439952,19825.74453,58.54521883,0,0.092900128,0,0,0.001104437,41.36077661,149.1618033,5.881816744,1378237,0,2187,0,0,26,973691,0.092900128,2187,0.092900128,58.54521883,2187,1378237,0.001104437,26
Italy,2007,2512972,0.161125762,19953.8743,55.8757519,0.012375785,0.136889707,0,0,0.000835664,43.97414695,147.5706389,5.836844333,1404142,311,3440,0,0,21,1105058,0.136889707,3440,0.136889707,55.88812768,3440,1404453,0.000835664,21
Italy,2008,2174323,0.151646522,20403.26997,50.71100292,0.008186456,0.153611032,0,0,0.003541332,49.12365826,146.5223531,5.848614313,1102621,178,3340,0,0,77,1068107,0.153611032,3340,0.153611032,50.71918938,3340,1102799,0.003541332,77
Italy,2009,2165081,0.153643322,19667.31808,41.88406808,0.017458931,0.34922481,0,0,0.002032257,57.74721592,141.0942795,5.770842667,906824,378,7561,0,0,44,1250274,0.34922481,7561,0.34922481,41.90152701,7561,907202,0.002032257,44
Italy,2010,1967376,0.147862095,20278.05956,46.03126194,0.025821195,0.244945552,0,0,0.005286229,53.69268508,136.1480672,5.686570531,905608,508,4819,0,0,104,1056337,0.244945552,4819,0.244945552,46.05708314,4819,906116,0.005286229,104
Italy,2011,1743989,0.132954517,21401.63145,55.24341037,0.00613536,0.289451367,0,0,0.016685885,44.44431702,130.569547,5.317327562,963439,107,5048,0,0,291,775104,0.289451367,5048,0.289451367,55.24954573,5048,963546,0.016685885,291
Italy,2012,1396079,0.116260017,21514.23079,53.14477189,0.005945222,0.464228744,0,0,0.04304914,46.342005,126.0488437,5.351401619,741943,83,6481,0,0,601,646971,0.464228744,6481,0.464228744,53.15071712,6481,742026,0.04304914,601
Italy,2013,1286716,0.108809512,21730.21064,54.0215619,0.000233152,1.085400485,0,0,0.088986364,44.8038181,120.6854856,5.072272746,695104.0804,3.000004663,13966.02171,0,0,1145.00178,576497.8961,1.085400485,13966.02171,1.085400485,54.02179505,13966.02171,695107.0804,0.088986364,1145.00178
Italy,2014,1370952,0.109556349,22270.85765,55.24756173,0.000291768,1.530397512,0.0197673,0,0.090229337,43.11175235,118.2341456,4.92497561,757417.5525,4.000002918,20981.0153,271.0001977,0,1237.000902,591041.4311,1.550164813,21252.0155,1.530397512,55.2478535,20981.0153,757421.5525,0.109996637,1508.0011
Italy,2015,1583616,0.115597404,22959.69804,55.58557125,0.000442026,1.592747232,0.05645308,0,0.092257214,42.6725292,115.8686053,4.787766101,880262,7,25223,894,0,1461,675769,1.649200311,26117,1.592747232,55.58601328,25223,880269,0.148710293,2355
Italy,2016,1844180,0.125924153,23738.34918,57.26490907,0,1.970848833,0.074341984,0,0.074450433,40.61544968,113.1701109,4.63754995,1056068,0,36346,1371,0,1373,749022,2.045190817,37717,1.970848833,57.26490907,36346,1056068,0.148792417,2744
Italy,2017,1976601,0.130370208,24548.06975,56.56202206,0.000202371,2.987660904,0.143936722,0,0.099212623,40.20696532,112.5808198,4.622044215,1118005.494,4.000076901,59054.13531,2845.054696,0,1961.037701,794731.2786,3.131597627,61899.19001,2.987660904,56.56222443,59054.13531,1118009.494,0.243149346,4806.092397
Italy,2018,1916705,0.127046546,25348.88827,51.39207723,0.001356495,3.733596841,0.241664858,0.107476167,0.260342755,44.26348565,114.2532877,4.863461794,985034.5139,26.00001356,71562.03734,4632.002417,2060.001075,4990.002603,848400.4426,4.082737867,78254.04083,3.841073009,51.39343373,73622.03841,985060.5139,0.502007613,9622.00502
Italy,2019,1924158,0.124401384,25768.81712,41.02329434,0.000987447,3.882433527,0.337239119,1.05381378,0.555101099,53.14713068,118.7528439,5.135058607,789353,19.0000395,74704.1553,6489.01349,20277.04215,10681.0222,1022634.767,5.273486426,101470.2109,4.936247307,41.02428179,94981.19745,789372,0.892340218,17170.03569
Luxembourg,2001,43164,0.002809017,23631.35254,58.44917061,0,0.009266982,0,0,0,41.54156241,174.6155768,6.892099444,25229,0,4,0,0,0,17931,0.009266982,4,0.009266982,58.44917061,4,25229,0,0
Luxembourg,2002,43677,0.002909119,23951.4551,61.81743252,0,0,0,0,0,38.18256748,172.2235586,6.77538328,27000,0,0,0,0,0,16677,0,0,0,61.81743252,0,27000,0,0
Luxembourg,2003,43768,0.002930267,24741.05462,65.83348565,0,0,0,0,0,34.16651435,172.5956966,6.756153392,28814,0,0,0,0,0,14954,0,0,0,65.83348565,0,28814,0,0
Luxembourg,2004,48271,0.003167897,25096.56454,72.45136832,0,0.029002921,0,0,0,27.51962876,169.4246403,6.594123081,34973,0,14,0,0,0,13284,0.029002921,14,0.029002921,72.45136832,14,34973,0,0
Luxembourg,2005,48517,0.003176204,25621.36925,75.37564153,0,0.10924006,0,0,0,24.51511841,167.7425322,6.515231071,36570,0,53,0,0,0,11894,0.10924006,53,0.10924006,75.37564153,53,36570,0,0
Luxembourg,2006,50837,0.003291897,26400.04949,77.31770167,0,0.175069339,0,0,0,22.50722899,167.6905543,6.490661039,39306,0,89,0,0,0,11442,0.175069339,89,0.175069339,77.31770167,89,39306,0,0
Luxembourg,2007,51332,0.003291285,27758.64576,77.47798644,0,0.241564716,0,0,0,22.28044884,165.9502457,6.437575538,39771,0,124,0,0,0,11437,0.241564716,124,0.241564716,77.47798644,124,39771,0,0
Luxembourg,2008,52359,0.003651739,28527.80323,77.00108864,0,0.286483699,0,0,0.001909891,22.71051777,159.7254486,6.21284185,40317,0,150,0,0,1,11891,0.286483699,150,0.286483699,77.00108864,150,40317,0.001909891,1
Luxembourg,2009,47265,0.003354125,27783.68152,72.95461758,0.00211573,0.270813498,0,0,0,26.77245319,152.6493529,5.995989427,34482,1,128,0,0,0,12654,0.270813498,128,0.270813498,72.95673331,128,34483,0,0
Luxembourg,2010,49726,0.003737257,28345.01202,75.22221775,0.012066122,0.492699996,0,0,0.00201102,24.27100511,147.250129,5.790051056,37405,6,245,0,0,1,12069,0.492699996,245,0.492699996,75.23428388,245,37411,0.00201102,1
Luxembourg,2011,49881,0.003802721,29880.18634,76.57023716,0.020047714,0.567350294,0,0,0.062147912,22.78021692,143.919164,5.669862117,38194,10,283,0,0,31,11363,0.567350294,283,0.567350294,76.59028488,283,38204,0.062147912,31
Luxembourg,2012,50398,0.004196949,30336.39222,76.09230525,0.02777888,1.196476051,0,0,0.196436367,22.48700345,138.3330226,5.465647436,38349,14,603,0,0,99,11333,1.196476051,603,1.196476051,76.12008413,603,38363,0.196436367,99
Luxembourg,2013,46624,0.0039427,30341.09652,73.43213795,0.004289636,0.705645161,0,0,0.403225806,25.45470144,133.2031419,5.29471165,34237,2,329,0,0,188,11868,0.705645161,329,0.705645161,73.43642759,329,34239,0.403225806,188
Luxembourg,2014,49793,0.003979088,31311.27346,71.99003876,0,0.821400598,0.120498865,0,0.729018135,26.33904364,129.4180998,5.183089278,35846,0,409,60,0,363,13115,0.941899464,469,0.821400598,71.99003876,409,35846,0.849517,423
Luxembourg,2015,46473,0.003392336,33023.5804,70.81531212,0,0.815527295,0.243151938,0,0.157080455,27.96892819,127.4191022,5.081114127,32910,0,379,113,0,73,12998,1.058679233,492,0.815527295,70.81531212,379,32910,0.400232393,186
Luxembourg,2016,50561,0.003452402,33991.50037,64.81082257,0,1.133284547,0.397539606,0,0.286782303,33.37157097,125.7017842,5.076911175,32769,0,573,201,0,145,16873,1.530824153,774,1.133284547,64.81082257,573,32769,0.684321908,346
Luxembourg,2017,52775,0.003480868,35104.74443,53.95736618,0.001894837,1.510184747,1.280909522,0,0.731406916,42.5182378,126.0680857,5.182400234,28476,1,797,676,0,386,22439,2.791094268,1473,1.510184747,53.95926101,797,28477,2.012316438,1062
Luxembourg,2018,53093,0.003519207,36578.03463,47.12574399,0.001883523,1.431477435,1.21675582,0.403073909,0.813681911,49.00738341,130.3489679,5.406342176,25020.47126,1.000018835,760.0143148,646.0121676,214.0040307,432.0081368,26019.49007,3.051307165,1620.030513,1.834551345,47.12762751,974.0183455,25021.47128,2.030437731,1078.020304
Luxembourg,2019,55327,0.003577022,37763.48106,43.56281743,0,1.476675041,1.590543496,2.067706545,1.78213169,49.5201258,129.8055917,5.653128804,24102,0,817,880,1144,986,27398,5.134925082,2841,3.544381586,43.56281743,1961,24102,3.372675186,1866
Netherlands,2001,530287,0.034509898,21629.19828,22.86999913,0,0.07222899,0,0,0.002451637,77.05532024,173.7460875,7.09681128,121276.6323,0,383.0209464,0,0,13.00071097,408614.346,0.07222899,383.0209464,0.07222899,22.86999913,383.0209464,121276.6323,0.002451637,13.00071097
Netherlands,2002,510744,0.034018244,22125.21054,21.56646583,0,0.012336227,0,0,0.002741384,78.41845656,172.1880896,7.059793039,110149.4302,0,63.0065382,0,0,14.00145293,400517.5618,0.012336227,63.0065382,0.012336227,21.56646583,63.0065382,110149.4302,0.002741384,14.00145293
Netherlands,2003,488976,0.032736941,23491.01808,22.64904972,0,0.003887898,0,0,0,77.34706239,177.0191987,7.261571355,110748.4173,0,19.01088611,0,0,0,378208.5718,0.003887898,19.01088611,0.003887898,22.64904972,19.01088611,110748.4173,0,0
Netherlands,2004,483883,0.031755948,24371.62201,24.65569184,0,0.243540084,0,0,0,75.10076807,172.4693521,7.05168303,119304.7014,0,1178.449063,0,0,0,363399.8496,0.243540084,1178.449063,0.243540084,24.65569184,1178.449063,119304.7014,0,0
Netherlands,2005,465196,0.030454425,25460.86436,26.76758329,0,0.631195204,0,0,0.000430409,72.60079109,169.6947967,6.920706508,124521.7268,0,2936.294839,0,0,2.002246736,337735.9761,0.631195204,2936.294839,0.631195204,26.76758329,2936.294839,124521.7268,0.000430409,2.002246736
Netherlands,2006,484010,0.031341564,25714.09489,26.85503365,0.051161914,0.651848354,0,0,0.000207133,72.44174895,166.5441421,6.781443681,129981.0484,247.6287799,3155.011216,0,0,1.002545668,350625.3091,0.651848354,3155.011216,0.651848354,26.90619556,3155.011216,130228.6771,0.000207133,1.002545668
Netherlands,2007,505539,0.032413953,26425.53468,28.39882936,0.098547027,0.73373825,0,0,0.000397367,70.768488,165.0270641,6.709203049,143567.1579,498.1936568,3709.333013,0,0,2.00884539,357762.3065,0.73373825,3709.333013,0.73373825,28.49737638,3709.333013,144065.3516,0.000397367,2.00884539
Netherlands,2008,499952,0.034868776,25876.53532,25.22509676,0.059450047,2.376194273,0,0,0,72.33925892,157.8228551,6.450030503,126113.3757,297.2216985,11879.83079,0,0,0,361661.5718,2.376194273,11879.83079,2.376194273,25.2845468,11879.83079,126410.5974,0,0
Netherlands,2009,387279,0.027482959,25066.95468,20.17107221,0.033808736,4.232333635,0,0,0.005721478,75.55706395,148.5294214,6.151858921,78118.32673,130.9341354,16390.93938,0,0,22.15808445,292616.6417,4.232333635,16390.93938,4.232333635,20.20488094,16390.93938,78249.26086,0.005721478,22.15808445
Netherlands,2010,483061,0.03630542,22548.55789,20.40526077,0.020908938,3.333216022,0,0,0.025049322,76.21556495,137.5385197,5.747924501,98569.85674,101.0029273,16101.46665,0,0,121.0035069,368167.6702,3.333216022,16101.46665,3.333216022,20.42616971,16101.46665,98670.85966,0.025049322,121.0035069
Netherlands,2011,555917,0.042380816,22202.39084,28.19051148,0.051986458,2.677932198,0,0,0.157758214,68.92181165,128.1435678,5.345122152,156715.8457,289.0015596,14887.08034,0,0,877.0047327,383148.0677,2.677932198,14887.08034,2.677932198,28.24249794,14887.08034,157004.8473,0.157758214,877.0047327
Netherlands,2012,502541,0.041849655,24123.02107,28.43151106,0.07581471,4.480629441,0,0,0.761927883,66.25011691,120.3029546,5.06825145,142880,381,22517,0,0,3829,332934,4.480629441,22517,4.480629441,28.50732577,22517,143261,0.761927883,3829
Netherlands,2013,417024,0.035265107,26012.73499,24.83598066,0.007913214,5.678809853,0,0,5.426785988,64.05051028,109.3608542,4.717618947,103572,33,23682,0,0,22631,267106,5.678809853,23682,5.678809853,24.84389388,23682,103605,5.426785988,22631
Netherlands,2014,387825,0.030992107,25883.75765,27.10214585,0.001031412,3.738609348,3.057104106,0,0.871542837,65.22956645,107.9843627,4.581143308,105108.8972,4.000072199,14499.2617,11856.214,0,3380.061008,252976.5661,6.795713453,26355.4757,3.738609348,27.10317726,14499.2617,105112.8972,3.928646943,15236.27501
Netherlands,2015,452388,0.033022449,28365.31582,29.26425988,0.000221049,3.32325349,8.914692697,0,0.780745732,57.71682715,101.8555318,4.305719969,132388,1,15034,40329,0,3532,261104,12.23794619,55363,3.32325349,29.26448093,15034,132389,9.695438429,43861
Netherlands,2016,384698,0.026267918,28367.49666,19.04948817,0,2.862505134,4.925162075,0,0.982848884,72.17999574,108.2781237,4.677826161,73283,0,11012,18947,0,3781,277675,7.787667209,29959,2.862505134,19.04948817,11012,73283,5.908010959,22728
Netherlands,2017,418065,0.027574215,29045.12094,17.68887613,0,4.228289859,0.391326708,0,1.803308098,75.8881992,109.4839214,4.781866303,73951,0,17677,1636,0,7539,317262,4.619616567,19313,4.228289859,17.68887613,17677,73951,2.194634806,9175
Netherlands,2018,443530,0.029398867,31865.41856,12.8685771,0.00E+00,4.624715352,0.740874349,0.163912249,5.375735576,76.22618538,106.7039954,4.881682228,57076,0,20512,3286,727,23843,338086,5.52950195,24525,4.788627601,12.8685771,21239,57076,6.116609925,27129
