Entity,Year,Total tax (% of GDP) (OECD (2018)),"Taxes on income, profits, and capital gains (% of GDP) (OECD (2018))",Social security contributions (SSC) (% of GDP) (OECD (2018),Taxes on payroll and workforce (% of GDP) (OECD (2018)),Taxes on property (% of GDP) (OECD (2018)),Taxes on goods and services (% of GDP) (OECD (2018)),Other tax (% of GDP) (OECD (2018))
Sweden,1993,44.3570938,18.1520329,12.1053944,0.5748620,1.4224690,12.0751638,0.0271700
Sweden,1994,44.5925407,18.9187546,12.1180916,0.5815640,1.4301500,11.5020180,0.0419620
Sweden,1995,45.6185684,17.9134007,12.6118488,0.9450180,1.2348940,12.8370609,0.0763450
Sweden,1996,47.3722115,18.5343361,13.5570707,1.1092510,1.7186110,12.4017553,0.0511900
Sweden,1997,48.3212929,19.0158672,13.5427275,1.5006480,1.8314620,12.3823519,0.0482350
Sweden,1998,48.4256973,18.8648758,13.3156090,2.2145770,1.7349060,12.0785255,0.0611020
Sweden,1999,48.8037186,19.7319393,11.6734600,3.5142601,1.7233920,11.9744635,0.0437470
Sweden,2000,48.9844704,19.9677334,12.8961420,2.1049750,1.6758120,12.1327429,0.0621490
Sweden,2001,46.8322449,17.6679001,13.3448324,2.0633800,1.4826270,12.0621748,0.0770460
Sweden,2002,45.1740265,16.0757484,13.1822376,2.1215091,1.4537600,12.1543827,0.0641160
Sweden,2003,45.4732361,16.6723404,12.8168983,2.2324200,1.4414610,12.1516600,0.0375370
Sweden,2004,45.6537094,17.3745251,12.5525007,2.1652250,1.4504991,11.9356947,0.0476240
Sweden,2005,46.6163292,18.2156429,12.5193958,2.1473989,1.3798161,12.1589069,0.0463380
Sweden,2006,45.9710579,18.1083794,11.7819090,2.5465460,1.3550100,11.9884272,0.0389970
Sweden,2007,44.9705772,17.4003239,11.7833891,2.5258660,1.0987860,11.9539347,0.0536340
Sweden,2008,44.0066528,15.9187031,11.0037222,3.6784110,1.0219060,12.1824589,0.0476030
Sweden,2009,44.0904617,15.5198545,10.8647814,3.7278459,1.0426511,12.7299414,0.0605130
Sweden,2010,43.2191582,15.3328438,10.9280977,3.0544050,1.0371790,12.6724987,0.0403700
Sweden,2011,42.5056458,14.7936678,9.8996124,4.2482748,0.9990060,12.3694878,0.0479620
Sweden,2012,42.5698547,14.5029268,10.1939812,4.3510070,1.0192770,12.3173752,0.0497300
Sweden,2013,42.9050598,14.8286257,9.9918623,4.5669541,1.0923970,12.2453089,0.0479090
Sweden,2014,42.5845680,14.8741016,9.8721504,4.5064540,1.0651881,12.0864096,0.0345350
Sweden,2015,43.0812874,15.4714565,9.6396360,4.6220832,1.0441290,12.1230602,0.0322760
Sweden,2016,44.0436287,15.8669672,9.9634523,4.6184158,1.0500910,12.3584824,0.0490140
Sweden,2017,43.9563446,15.7726068,9.6533155,5.0574622,0.9886710,12.2998829,0.0490640
Switzerland,1990,23.7445526,11.1664524,5.5402961,,2.1072240,4.8918972,0.0386820
Switzerland,1991,23.5561371,11.0777283,5.7263899,,1.9221700,4.7899551,0.0398960
Switzerland,1992,23.9950027,11.4977694,5.8374581,,1.9520479,4.6695142,0.0382140
Switzerland,1993,24.5140934,11.1200132,6.5676980,,2.0719230,4.7144060,0.0400540
Switzerland,1994,24.9302578,11.6608477,6.3909402,,2.1418271,4.6909690,0.0456740
Switzerland,1995,25.5188293,11.1232119,6.8476281,,2.0632470,5.4399781,0.0447640
Switzerland,1996,26.0034962,11.5330572,6.8914962,,2.1700530,5.3649511,0.0439390
Switzerland,1997,25.6298904,11.1540499,6.8411040,,2.2575829,5.3316050,0.0455490
Switzerland,1998,26.3623238,11.7103901,6.5411549,,2.5285130,5.5349841,0.0472810
Switzerland,1999,26.5684376,11.2391520,6.6844029,,2.6395609,5.9588962,0.0464250
Switzerland,2000,27.6069603,12.1733751,6.6663752,,2.6623170,6.0585780,0.0463160
Switzerland,2001,27.0344448,11.4508429,6.8722339,,2.5455420,6.1217299,0.0440940
Switzerland,2002,27.6245804,11.9707413,7.0406618,,2.4925289,6.0735421,0.0471070
Switzerland,2003,26.9312267,11.5819616,6.8136330,,2.3584650,6.1279082,0.0492570
Switzerland,2004,26.6084671,11.5686026,6.4510660,,2.3875229,6.1525669,0.0487090
Switzerland,2005,26.6462860,11.8749170,6.3259721,,2.2344420,6.1632519,0.0477030
Switzerland,2006,26.4461403,11.9720516,6.1534400,,2.2159181,6.0591002,0.0456310
Switzerland,2007,26.2041969,12.0126810,6.0479460,,2.1027191,5.9980850,0.0427660
Switzerland,2008,26.5826855,12.4147501,6.0847702,,2.0193000,5.9804969,0.0833680
Switzerland,2009,26.9776268,12.3788242,6.4456220,,2.0563750,5.9977388,0.0990650
Switzerland,2010,26.5946236,12.1104364,6.2843819,,2.0150700,6.0886731,0.0960630
Switzerland,2011,26.8931217,12.1941357,6.5733132,,1.9520380,6.0784101,0.0952260
Switzerland,2012,26.9101429,12.1816607,6.6730738,,1.8266670,6.1330910,0.0956500
Switzerland,2013,26.9975319,12.3037271,6.6624231,,1.8665971,6.0619221,0.1028630
Switzerland,2014,26.8815842,12.2077255,6.6416669,,1.9147980,6.0026779,0.1147160
Switzerland,2015,27.5947304,12.8065157,6.7193689,,1.9897190,5.9581499,0.1209760
Switzerland,2016,27.7630806,12.9228163,6.7370791,,2.0156970,5.9493961,0.1380910
Switzerland,2017,28.4563961,13.2293444,6.7044001,,2.0321071,6.3514628,0.1390840
Togo,2000,9.4395332,2.0424049,,0.1760520,0.0320370,7.0075979,0.1814410
Togo,2001,10.8614740,3.0648980,,0.1874750,0.0419750,7.3711381,0.1959870
Togo,2002,9.6341906,2.1602330,,0.1792730,0.0321140,7.0919018,0.1706680
Togo,2003,11.8827553,3.5136371,,0.1757560,0.0332950,7.9566851,0.2033820
Togo,2004,13.1873484,3.8512890,,0.2124540,0.0305770,8.8796272,0.2134000
Togo,2005,13.2921925,3.2682490,,0.1839950,0.0431050,9.5955238,0.2013180
Togo,2006,14.4990005,3.4697349,,0.1937230,0.0414270,10.5332422,0.2608740
Togo,2007,15.2378244,3.1816320,,0.2438290,0.0501570,11.4285231,0.3336830
Togo,2008,14.4420528,2.7144880,,0.2402240,0.1097880,11.0832539,0.2942980
Togo,2009,14.6408529,3.1723340,,0.2532810,0.1066450,10.7954340,0.3131590
Togo,2010,14.9833746,2.5900071,,0.2875500,0.0982860,11.6871281,0.3204040
Togo,2011,17.9804096,2.8543200,,0.2481630,0.1003710,14.3859844,0.3915720
Togo,2012,18.9849911,2.7533760,,0.2821120,0.1084140,15.5002394,0.3408500
Togo,2013,19.5191002,3.7209301,,0.2279320,0.1180070,15.0397320,0.4125000
Togo,2014,20.9073563,4.2500482,,0.3501980,0.1525860,15.7517481,0.4027780
Togo,2015,21.6183434,3.9394360,,0.1472040,0.1519520,17.0471878,0.3325640
Togo,2016,22.2247543,5.1850362,,0.1471010,0.1484040,16.5691566,0.1750580
Trinidad and Tobago,1990,24.3977318,12.5842361,0.8880540,,0.7197620,9.9656200,0.2400600
Trinidad and Tobago,1991,26.9175911,15.3565464,0.8906340,,0.7846860,9.7607450,0.1249800
Trinidad and Tobago,1992,24.9460983,12.2359695,0.8081720,,1.5881751,10.1919470,0.1218350
Trinidad and Tobago,1993,25.2473984,11.4764166,0.9763360,,1.2046640,11.4496489,0.1403330
Trinidad and Tobago,1994,23.5345535,12.0596142,0.8257380,,0.9340410,9.5553761,0.1597840
Trinidad and Tobago,1995,23.7447929,13.3952312,0.7366450,,0.7614910,8.6636553,0.1877700
Trinidad and Tobago,1996,24.5591602,14.6159801,0.7134010,,0.7137070,8.3149719,0.2011000
Trinidad and Tobago,1997,22.5345135,11.5155334,0.7516160,,0.7080520,9.2651167,0.2941970
Trinidad and Tobago,1998,16.7927704,7.3183432,0.6890690,,0.5080670,8.1056404,0.1716520
Trinidad and Tobago,1999,20.4825058,9.4591427,0.7868830,,0.6244920,9.4177132,0.1942760
Trinidad and Tobago,2000,22.3536701,12.3195000,1.4261670,,0.5625190,7.8209162,0.2245690
Trinidad and Tobago,2001,23.8723583,13.8959703,1.4067510,,0.5584300,7.8021531,0.2090550
Trinidad and Tobago,2002,22.1394939,11.4236841,1.4279350,,0.6029350,8.4686069,0.2163330
Trinidad and Tobago,2003,23.6119156,14.6571779,1.2897080,,0.4892730,6.9433069,0.2324490
Trinidad and Tobago,2004,23.9822884,14.8100271,1.1689090,,0.4726330,7.3192291,0.2114900
Trinidad and Tobago,2005,28.0901394,19.8135223,1.2162290,,0.4029380,6.4036169,0.2538330
Trinidad and Tobago,2006,31.6389942,23.0830402,1.2246170,,0.3639830,6.6144338,0.3529190
Trinidad and Tobago,2007,27.6173229,19.5455761,1.1407360,,0.3559470,6.3461881,0.2288750
Trinidad and Tobago,2008,31.5260391,23.4918232,1.2320640,,0.3413510,6.2493062,0.2114930
Trinidad and Tobago,2009,25.7719879,16.9924107,1.8911721,,0.3881710,6.3591681,0.1410650
Trinidad and Tobago,2010,28.7233429,19.2441921,1.9412390,,0.3178220,7.0941939,0.1258940
Trinidad and Tobago,2011,27.8978024,20.0925789,1.7281880,,0.2981630,5.6616502,0.1172220
Trinidad and Tobago,2012,27.8540802,19.1305714,1.8739311,,0.2869470,6.4325318,0.1300990
Trinidad and Tobago,2013,28.1733589,18.9166069,2.0790560,,0.3755250,6.6568031,0.1453700
Trinidad and Tobago,2014,30.2382908,20.8611584,2.4567280,,0.4405560,6.3105922,0.1692550
Trinidad and Tobago,2015,29.9164524,18.7727337,2.7559810,,0.1961840,7.9311528,0.2604010
Trinidad and Tobago,2016,23.3965302,11.5148335,2.8924110,,0.3680040,8.3977203,0.2235610
Trinidad and Tobago,2017,22.1538658,10.8607597,3.1017351,,0.3655520,7.6137972,0.2120220
Tunisia,2000,24.4491272,5.5176091,5.2695332,0.3624430,0.2753680,12.6696901,0.3544860
Tunisia,2001,24.8158569,5.8516459,5.3486209,0.3396280,0.2739580,12.6610613,0.3409420
Tunisia,2002,24.8312778,6.2529192,5.5377631,0.2455340,0.2537680,12.2034359,0.3378590
Tunisia,2003,24.2462425,6.2552438,5.6030889,0.3346930,0.2413820,11.5172014,0.2946340
Tunisia,2004,24.1299305,6.2410560,5.5692062,0.3118110,0.2423330,11.4471216,0.3184020
Tunisia,2005,24.2303982,6.9914150,5.5097799,0.2727020,0.2476230,10.9069176,0.3019610
Tunisia,2006,24.3683262,6.8856721,6.0013771,0.2996360,0.2943880,10.4902391,0.3970140
Tunisia,2007,25.2126045,7.5092158,6.2498121,0.2981200,0.2855640,10.3853588,0.4845340
Tunisia,2008,26.8378334,8.3428669,6.4558392,0.2581500,0.2842340,10.9936638,0.5030790
Tunisia,2009,26.6597958,7.9832082,6.9586992,0.2902650,0.2927440,10.6398563,0.4950240
Tunisia,2010,27.1870651,8.0735846,7.3412342,0.3156210,0.2810790,10.7337637,0.4417830
Tunisia,2011,29.1410809,9.2399101,8.0784922,0.3288150,0.3373090,10.6462059,0.5103480
Tunisia,2012,29.1063099,8.4156427,8.2994061,0.3185630,0.3240090,11.2177896,0.5308980
Tunisia,2013,29.8163071,9.1527758,8.6545115,0.3219730,0.3246800,10.7993374,0.5630290
Tunisia,2014,30.9320488,9.8436213,8.5160074,0.3520510,0.3174610,11.2593937,0.6435140
Tunisia,2015,30.2556248,9.0691280,8.9170294,0.3720620,0.3328740,10.8294191,0.7351120
Tunisia,2016,29.4277573,8.1707191,9.3111897,0.3816360,0.3308860,10.5366907,0.6966350
Turkey,1990,14.5474968,4.8683372,2.8591681,,0.3309630,4.0615768,2.4274521
Turkey,1991,15.2462568,5.2984018,2.9925339,,0.3404250,4.4597778,2.1551189
Turkey,1992,16.2941933,5.3004680,3.3195109,,0.3319310,4.8517361,2.4905469
Turkey,1993,16.4684582,5.2668390,3.2434471,,0.3527180,5.2379198,2.3675339
Turkey,1994,16.1561565,4.7933612,2.5553391,,1.3069350,5.9970341,1.5034879
Turkey,1995,16.3900928,4.6412520,1.9795610,,0.4997190,6.1580768,3.1114841
Turkey,1996,18.4642982,4.8355331,2.9092760,,0.3313750,7.0709562,3.3171580
Turkey,1997,20.2436714,5.5537248,2.9339261,,0.5463970,7.5176582,3.6919651
Turkey,1998,20.6148491,6.8389158,2.9842501,,0.7120340,7.4341531,2.6454959
Turkey,1999,22.5898609,7.0865850,4.1834278,,0.6371780,8.1007938,2.5818751
Turkey,2000,23.5915928,6.9666042,4.4194808,,0.7450960,9.9027109,1.5577000
Turkey,2001,25.5510635,7.3720541,5.5021572,,0.6205850,10.2470579,1.8092090
Turkey,2002,24.0086212,5.9533310,4.7491789,,0.6879130,11.2621651,1.3560340
Turkey,2003,25.2008057,5.9694510,5.2429371,,0.8183090,12.4566479,0.7134600
Turkey,2004,23.3215885,5.1552229,5.5706539,,0.7130110,11.1306171,0.7520830
Turkey,2005,23.3658714,5.0965090,5.2428050,,0.7797300,11.5191698,0.7276570
Turkey,2006,23.5648079,5.0860729,5.2734952,,0.8409110,11.4767199,0.8876090
Turkey,2007,23.0621490,5.4741111,5.0032492,,0.8655140,10.9904270,0.7288500
Turkey,2008,23.1452541,5.5223141,5.7938838,,0.8409840,10.5226831,0.4653910
Turkey,2009,23.4858398,5.6514368,5.7641568,,0.8524930,10.7214527,0.4962990
Turkey,2010,24.8163815,5.2858939,6.1806030,,1.0072629,11.8319321,0.5106890
Turkey,2011,25.8987923,5.4357200,7.2204332,,1.0513340,11.7138271,0.4774780
Turkey,2012,24.9461136,5.4476938,6.7787929,,1.0518770,11.2319689,0.4357800
Turkey,2013,25.3464375,5.1250391,6.9552770,,1.1758860,11.6735344,0.4167000
Turkey,2014,24.5820351,5.1948352,7.0140691,,1.1970381,10.8410721,0.3350200
Turkey,2015,25.0880909,5.0945668,7.2812238,,1.2221560,11.1160021,0.3741420
Turkey,2016,25.3019295,5.3507028,7.2932768,,1.2218850,11.0387201,0.3973430
Turkey,2017,24.8914719,5.3239632,7.3019791,,1.1224970,10.8124008,0.3306310
Uganda,1992,6.6892672,0.8771560,,,,5.3787270,0.4333830
Uganda,1993,7.8896370,1.1862090,,,,6.6117291,0.0916980
Uganda,1994,8.9291048,1.3086309,,,,7.5807929,0.0396800
Uganda,1995,10.1384277,1.4997420,,,,8.3335342,0.3051530
Uganda,1996,10.8185854,1.4057781,,,,9.1634912,0.2493170
Uganda,1997,11.1651297,1.5481350,,,,9.5519896,0.0650050
Uganda,1998,10.8235188,1.6782399,,,,9.1152802,0.0299990
Uganda,1999,11.3577900,2.0437880,,,,9.2860355,0.0279650
Uganda,2000,10.7481060,1.9557960,,,,8.7716732,0.0206370
Uganda,2001,10.6535606,2.1954720,,,,8.4375334,0.0205560
Uganda,2002,10.9797049,2.5502391,,,,8.4036617,0.0258040
Uganda,2003,11.4050560,2.8123651,,,,8.5503035,0.0423880
Uganda,2004,11.7051487,3.0964651,,,,8.5769739,0.0317100
Uganda,2005,12.0596809,3.4914780,,,,8.5509701,0.0172320
Uganda,2006,12.2521286,3.5279701,,,,8.7192783,0.0048800
Uganda,2007,12.3007650,3.6236939,,,,8.6936979,-0.0166270
Uganda,2008,12.0961447,3.4714451,,,,8.6645994,-0.0398990
Uganda,2009,11.0821190,3.2392139,,,,7.8265028,0.0164020
Uganda,2010,10.4041233,3.2795980,,,,7.0025892,0.1219360
Uganda,2011,10.6071434,3.4676039,,,,7.0615520,0.0779880
Uganda,2012,10.9443588,3.6715651,,,,7.1392059,0.1335890
Uganda,2013,11.2704964,4.0239201,,,,7.2165999,0.0299760
Uganda,2014,11.5691175,3.9372461,,,,7.6050940,0.0267780
Uganda,2015,12.6485939,4.3899512,,,,8.2289352,0.0297080
Uganda,2016,13.1266117,4.5822849,,,,8.5376940,0.0066330
United Kingdom,1990,32.8768692,12.9250431,5.5966401,,2.6861660,10.2044430,1.4645760
United Kingdom,1991,31.6917858,11.8904390,5.5856328,,2.3726549,10.5346584,1.3084019
United Kingdom,1992,30.9000702,11.1683064,5.5054522,,2.2738299,10.7315111,1.2209710
United Kingdom,1993,29.8832607,10.5053587,5.5469990,,2.9946280,10.5364437,0.2998300
United Kingdom,1994,30.6146297,10.9952278,5.6449580,,3.1948640,10.7795801,
United Kingdom,1995,29.4845104,10.8851843,5.2445502,,2.9571099,10.3976679,
United Kingdom,1996,29.3108940,10.7262087,5.1469288,,3.0127339,10.4250240,
United Kingdom,1997,29.9618626,11.0798950,5.3328252,,3.1397760,10.4093666,
United Kingdom,1998,31.4621716,12.2586098,5.3456378,,3.3019321,10.3759136,
United Kingdom,1999,32.2199898,12.4054699,5.5027452,,3.5011120,10.6448278,
United Kingdom,2000,32.9239426,13.0534878,5.5310502,,3.7760439,10.3981209,
United Kingdom,2001,32.5804825,12.8661652,5.5890379,,3.7405159,10.2268991,
United Kingdom,2002,31.5455513,12.0561543,5.3603010,,3.7739360,10.2152567,
United Kingdom,2003,31.2722721,11.4695330,5.7147560,,3.7189050,10.2354364,
United Kingdom,2004,32.2830276,12.0496264,6.0344868,,3.8384309,10.2187300,
United Kingdom,2005,32.6760788,12.7936363,6.0816431,,3.8767149,9.7866936,
United Kingdom,2006,32.9034958,12.9833374,6.1088672,,4.0695758,9.6052809,
United Kingdom,2007,32.9657555,13.1086998,6.0469351,,4.1125131,9.5630579,
United Kingdom,2008,32.2980957,12.6861954,6.2235250,,3.8034019,9.4395733,
United Kingdom,2009,31.2246246,12.0572100,6.1439109,,3.7999289,9.0651722,
United Kingdom,2010,32.3111801,12.1327324,6.1321630,,3.8909810,9.9705439,
United Kingdom,2011,33.2069168,12.2054958,6.1683288,,3.8554709,10.7997589,
United Kingdom,2012,32.4057198,11.5602589,6.1566310,,3.8550129,10.6635504,
United Kingdom,2013,32.1993904,11.4420376,6.0229468,,3.9795680,10.5893965,
United Kingdom,2014,31.8245735,11.1532593,5.9166241,,4.0489731,10.5458183,
United Kingdom,2015,32.1560783,11.3322630,6.0167031,,4.0385809,10.6062279,
United Kingdom,2016,32.7340698,11.6824341,6.1892109,,4.1304898,10.5634661,
United Kingdom,2017,33.2580795,11.9407663,6.3816891,0.0900690,4.1864581,10.4915543,
United States,1990,25.9618683,11.7354393,6.6387839,,3.0145881,4.5730572,
United States,1991,25.7887897,11.1873531,6.7252531,,3.1566191,4.7195649,
United States,1992,25.6714973,11.1156559,6.6941581,,3.1215119,4.7401719,
United States,1993,25.8742847,11.4271441,6.6607471,,3.0313499,4.7550430,
United States,1994,26.2082005,11.5845718,6.6711769,,3.0601380,4.8923130,
United States,1995,26.4654408,12.0502338,6.6606469,,2.9590580,4.7954998,
United States,1996,26.9540195,12.7089806,6.5883060,,2.9628651,4.6938691,
United States,1997,27.3855572,13.1970034,6.5691242,,2.9636011,4.6558299,
United States,1998,27.7857780,13.5602512,6.6333351,,2.9511609,4.6410298,
United States,1999,27.8470135,13.6888981,6.6094899,,2.9463730,4.6022511,
United States,2000,28.2020550,14.1360826,6.6418929,,2.8698430,4.5542369,
United States,2001,27.1585178,13.1213694,6.6648822,,2.9070339,4.4652328,
United States,2002,24.9418964,10.9182472,6.5923400,,2.9796360,4.4516730,
United States,2003,24.3991795,10.4420652,6.5025058,,2.9598711,4.4947371,
United States,2004,24.6229401,10.6779022,6.4687471,,2.9504941,4.5257978,
United States,2005,25.9329071,12.0276346,6.3496819,,2.9618919,4.5936990,
United States,2006,26.6625404,12.7781258,6.3018551,,2.9921429,4.5904169,
United States,2007,26.7129574,12.8991117,6.2678261,,3.0548911,4.4911289,
United States,2008,25.6901207,11.8862038,6.3191280,,3.0890341,4.3957558,
United States,2009,23.0165443,9.2753077,6.2601309,,3.2420170,4.2390881,
United States,2010,23.4942894,9.9672070,6.1330471,,3.0879080,4.3061271,
United States,2011,23.8995037,11.0379410,5.4665732,,2.9701259,4.4248619,
United States,2012,24.0693817,11.2926283,5.4553580,,2.8999541,4.4214411,
United States,2013,25.6533203,12.0904245,6.1733198,,2.8904500,4.4991250,
United States,2014,25.9753933,12.4483833,6.1885762,,2.8505290,4.4879060,
United States,2015,26.2354317,12.7448912,6.2290249,,2.8310201,4.4304962,
United States,2016,25.8881340,12.4196482,6.2241278,,2.8665240,4.3778348,
United States,2017,27.1433258,12.4046259,6.2569971,,4.1794019,4.3023009,
Uruguay,1990,19.8809776,0.9472670,5.9685102,,1.9348050,11.0547714,-0.0243750
Uruguay,1991,20.6205063,0.8546560,6.5206900,,1.7853200,11.4193420,0.0404980
Uruguay,1992,21.6802940,1.2011631,6.7099400,,2.0451109,11.6644278,0.0596510
Uruguay,1993,21.0888290,1.5082560,6.4471269,,1.9727989,11.0864801,0.0741670
Uruguay,1994,20.8080750,1.5024800,6.3318691,,1.8947660,11.0169754,0.0619850
Uruguay,1995,21.0764599,1.6183580,6.3179011,,1.9620640,11.2093410,-0.0312060
Uruguay,1996,21.3451996,1.8676929,6.1045699,,2.1526799,11.2691212,-0.0488640
Uruguay,1997,21.9867897,1.8363431,6.0750728,,2.3637440,11.8014193,-0.0897900
Uruguay,1998,22.1211071,2.0947559,6.1621261,,2.2211609,11.7210493,-0.0779840
Uruguay,1999,21.7612324,2.0500920,6.4254150,,2.1262879,11.2116680,-0.0522300
Uruguay,2000,21.8783035,2.0350981,6.4017458,,2.3637140,11.1835461,-0.1058000
Uruguay,2001,22.1467552,1.9080870,6.0929770,,2.3803849,11.7985220,-0.0332150
Uruguay,2002,21.2517853,1.7929420,5.2652378,,2.7036810,11.4856806,0.0042440
Uruguay,2003,21.6622047,1.5914381,4.4412098,,3.1097431,12.4194317,0.1003810
Uruguay,2004,22.8764095,2.4565549,4.4216089,,2.9066629,12.9739361,0.1176480
Uruguay,2005,24.0465336,2.8161421,5.0408659,,2.9313049,13.1298170,0.1284050
Uruguay,2006,25.2242146,3.0613551,5.3368020,,2.6493530,14.0491915,0.1275130
Uruguay,2007,25.0541363,3.4001169,5.1819730,,2.5350850,13.8225384,0.1144250
Uruguay,2008,26.1470127,5.3847389,5.4670191,,2.4215550,12.7782326,0.0954670
Uruguay,2009,25.9505577,5.3363252,6.0070362,,2.3799980,12.1012096,0.1259900
Uruguay,2010,26.2805729,5.4535651,6.1555481,,2.3472321,12.2315969,0.0926310
Uruguay,2011,26.6584549,5.4323330,6.4694629,,2.2893651,12.3794279,0.0878650
Uruguay,2012,26.9462948,5.5069342,6.9727302,,2.2328000,12.1440601,0.0897710
Uruguay,2013,27.5604191,5.9518862,7.2994571,,2.1860771,12.0079927,0.1150060
Uruguay,2014,27.4275360,5.6571741,7.5905700,,2.1966741,11.8435183,0.1396010
Uruguay,2015,27.2513065,5.9349680,7.4692931,,2.2270770,11.5269156,0.0930520
Uruguay,2016,29.0162392,6.5402002,8.8710861,,2.1373560,11.3629742,0.1046230
Uruguay,2017,30.8970108,7.5287061,9.6501846,,2.1023459,11.4974566,0.1183170
Venezuela,1990,18.0550079,15.1120892,0.8875790,,0.0495340,2.0058050,
Venezuela,1991,18.3422203,14.8868132,0.7865570,,0.0581750,2.6106761,
Venezuela,1992,13.9625196,9.6838789,0.9039830,,0.0813770,3.2932811,
Venezuela,1993,13.6136570,8.8884630,0.7682430,,0.0604720,3.8964789,
Venezuela,1994,14.3700390,7.4009399,1.0133539,,1.2981740,4.6575708,
Venezuela,1995,12.8361368,6.3881421,0.6910620,,0.0346870,5.7222462,
Venezuela,1996,13.7063274,7.5868630,0.3210020,,0.0183610,5.7801008,
Venezuela,1997,17.6335773,9.6520433,0.3815080,,0.0137280,7.5862980,
Venezuela,1998,12.9449377,3.4330211,0.7446770,,0.1819590,8.5852814,
Venezuela,1999,13.8052187,4.1622448,0.8076060,,1.0682909,7.7670760,
Venezuela,2000,13.6193581,5.8822331,0.7413240,,0.5020710,6.4937310,
Venezuela,2001,12.1536865,4.5370841,0.7572410,,0.1444990,6.7148619,
Venezuela,2002,11.2186279,3.0033081,0.6030900,,1.4446670,6.1675630,
Venezuela,2003,11.8769379,3.4331210,0.5936290,,1.5232821,6.3269048,
Venezuela,2004,13.3024406,3.8779709,0.6269720,,0.9503200,7.8471770,
Venezuela,2005,15.8786497,6.0933661,0.6214870,,0.9318920,8.2319050,
Venezuela,2006,16.3378353,7.0297108,0.6964370,,0.1001650,8.5115232,
Venezuela,2007,16.9556980,7.5950012,0.8527470,,0.5488700,7.9590788,
Venezuela,2008,14.2157412,5.8489480,0.7504010,,0.9224210,6.6939712,
Venezuela,2009,14.2120028,5.5094519,0.9529200,,0.0247200,7.7249122,
Venezuela,2010,11.8095865,3.6226590,0.9529190,,0.0218000,7.2122078,
Venezuela,2011,13.4467916,3.9248950,0.9529180,,0.0201450,7.8865409,0.6622920
Venezuela,2012,14.1125374,4.3253360,0.9529200,,0.0211660,8.5727558,0.2403600
Venezuela,2013,14.4241123,4.1718869,0.9538510,,0.0235900,9.0787296,0.1960550
Venezuela,2014,17.9209042,6.1982532,,,0.0345160,11.4234343,0.2647010
Venezuela,2015,20.1878777,4.7264900,,,0.0488920,15.1497173,0.2627790
Venezuela,2016,,,,,0.0382610,10.7697506,0.1107540
Venezuela,2017,,,,,0.8300080,5.0670028,0.0417570
