Entity,Year,Cropland (HYDE (2017)),Grazing (HYDE (2017)),Total Irrigated Area (HYDE (2017)),Irrigated Non-rice Crops (HYDE (2017)),Irrigated Rice (HYDE (2017)),Pastureland (HYDE (2017)),Rangeland (HYDE (2017)),Total Rainfed Area (HYDE (2017)),Rainfed Non-rice Crops (HYDE (2017)),Total Rice Area (HYDE (2017)),Built-up Area (HYDE (2017)),Total population (HYDE (2017)),Urban population (HYDE (2017)),Rural Population (HYDE (2017)),Agricultural area (crops & grazing) (HYDE (2017)),Cropland per capita (HYDE (2017)),Grazing land per capita (HYDE (2017)),Agricultural land per capita (HYDE (2017))
Canada,-8000,0,0,0,0,0,0,0,0,0,0,0,21307.99,0,21307.99,0,0,0,0
Canada,-7000,0,0,0,0,0,0,0,0,0,0,0,23675.63,0,23675.63,0,0,0,0
Canada,-6000,0,0,0,0,0,0,0,0,0,0,0,26306.43,0,26306.43,0,0,0,0
Canada,-5000,0,0,0,0,0,0,0,0,0,0,0,29229.77,0,29229.77,0,0,0,0
Canada,-4000,0,0,0,0,0,0,0,0,0,0,0,32478.35,0,32478.35,0,0,0,0
Canada,-3000,0,0,0,0,0,0,0,0,0,0,0,36088.58,0,36088.58,0,0,0,0
Canada,-2000,0,0,0,0,0,0,0,0,0,0,0,40101.3,0,40101.3,0,0,0,0
Canada,-1000,0,0,0,0,0,0,0,0,0,0,0,44563.36,0,44563.36,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,49527.06,0,49527.06,0,0,0,0
Canada,100,0,0,0,0,0,0,0,0,0,0,0,54040.92,0,54040.92,0,0,0,0
Canada,200,0,0,0,0,0,0,0,0,0,0,0,58970.76,0.01,58970.76,0,0,0,0
Canada,300,0,0,0,0,0,0,0,0,0,0,0,64357.17,0.02,64357.14,0,0,0,0
Canada,400,0,0,0,0,0,0,0,0,0,0,0,70246.05,0.07,70245.97,0,0,0,0
Canada,500,0,0,0,0,0,0,0,0,0,0,0,76689.39,0.23,76689.16,0,0,0,0
Canada,600,0,0,0,0,0,0,0,0,0,0,0,83747.01,0.77,83746.25,0,0,0,0
Canada,700,0,0,0,0,0,0,0,0,0,0,0,91489.41,2.51,91486.88,0,0,0,0
Canada,800,0,0,0,0,0,0,0,0,0,0,0,100000.2,8.23,99991.95,0,0,0,0
Canada,900,0,0,0,0,0,0,0,0,0,0,1,100000.2,24.69,99975.49,0,0,0,0
Canada,1000,0,0,0,0,0,0,0,0,0,0,3,100000.2,74.07,99926.1,0,0,0,0
Canada,1100,0,0,0,0,0,0,0,0,0,0,10,119999.9,266.67,119733.3,0,0,0,0
Canada,1200,0,0,0,0,0,0,0,0,0,0,37,140000.4,933.33,139067.1,0,0,0,0
Canada,1300,0,0,0,0,0,0,0,0,0,0,126,159999.6,3200,156799.6,0,0,0,0
Canada,1400,0,0,0,0,0,0,0,0,0,0,140,179999.8,3570.21,176429.6,0,0,0,0
Canada,1500,999.9996,0,0,0,0,0,0,999.9996,999.9996,0,182,200000.3,4628.05,195372.3,999.9996,0.004999991,0,0.004999991
Canada,1600,999.9993,0,0,0,0,0,0,999.9993,999.9993,0,211,200000.3,5399.39,194600.9,999.9993,0.004999989,0,0.004999989
Canada,1700,22503.2,0,0,0,0,0,0,22503.2,22503.2,0,211,200000.3,6299.29,193701.1,22503.2,0.112515831,0,0.112515831
Canada,1710,29551.96,0,0,0,0,0,0,29551.96,29551.96,0,255,227284.7,8351.78,218932.9,29551.96,0.130021774,0,0.130021774
Canada,1720,39420.53,0,0,0,0,0,0,39420.53,39420.53,0,323,264289.4,11330.12,252959.1,39420.53,0.149156682,0,0.149156682
Canada,1730,51666.65,0,0,0,0,0,0,51666.65,51666.65,0,408,308210.2,15415.21,292795.2,51666.65,0.167634459,0,0.167634459
Canada,1740,69021.09,0,0,0,0,0,0,69021.09,69021.09,0,513,360422.5,21031.03,339391.4,69021.09,0.191500503,0,0.191500503
Canada,1750,91443.15,0,0,0,0,0,0,91443.15,91443.15,0,643,422572.2,28767.19,393805.1,91443.15,0.216396512,0,0.216396512
Canada,1760,122193.3,0,0,0,0,0,0,122193.3,122193.3,0,807,496640.2,39444.31,457195.5,122193.3,0.24603989,0,0.24603989
Canada,1770,163927.7,40916.88,0,0,0,18.87773,40897.98,163927.7,163927.7,0,1015,584998.8,54205.55,530793,204844.58,0.280218865,0.069943528,0.350162393
Canada,1780,220271.4,61375.34,0,0,0,78.9521,61296.41,220271.4,220271.4,0,1283,690497.2,74644.38,615851.8,281646.74,0.319004045,0.088885719,0.407889764
Canada,1790,297921.1,92062.76,0,0,0,226.4482,91836.31,297921.1,297921.1,0,1632,816556.2,102983.5,713572.5,389983.86,0.364850699,0.112745161,0.477595859
Canada,1800,434376,138095,0,0,0,476.9985,137617.9,434376,434376,0,2095,967276.7,142324.6,824952.6,572471,0.449071088,0.142766801,0.591837889
Canada,1810,593860.8,225502.6,3239.98,3239.98,0,1850.014,223651.8,590620.7,590620.7,0,2716,1147594,196998.8,950595.2,819363.4,0.517483361,0.19650033,0.713983691
Canada,1820,815682.2,338259.6,6480,6480,0,3864.787,334394.6,809202.1,809202.1,0,3594,1375128,275400.7,1099725,1153941.8,0.5931682,0.245984083,0.839152283
Canada,1830,1125665,507372.8,9719.999,9719.999,0,7951.746,499419.3,1115945,1115945,0,4818,1651498,385877.5,1265626,1633037.8,0.6816024,0.307219748,0.988822148
Canada,1840,1563047,761080.3,12960,12960,0,15552.46,745527.2,1550087,1550087,0,6553,1987827,541869.2,1445955,2324127.3,0.786309372,0.382870491,1.169179863
Canada,1850,2177984,1141580,16200,16200,0,28843.42,1112736,2161784,2161784,0,9045,2397799,762563.8,1635236,3319564,0.908326344,0.476094952,1.384421296
Canada,1860,3540646,1712395,19439.99,19439.99,0,60599.51,1651818,3521205,3521205,0,15015,3397656,1274109,2123550,5253041,1.042084896,0.503993047,1.546077943
Canada,1870,4908126,2574614,22679.99,22679.99,0,98225.18,2476390,4885445,4885445,0,20858,3892448,1767782,2124662,7482740,1.260935535,0.661438252,1.922373786
Canada,1880,6088163,3137105,25919.99,25919.99,0,126181.4,3010922,6062244,6062244,0,26608,4536768,2246774,2289986,9225268,1.3419604,0.691484555,2.033444955
Canada,1890,7635577,4012424,29160,29160,0,166179.8,3846264,7606417,7606417,0,34026,5099386,2855653,2243725,11648001,1.49735223,0.786844534,2.284196764
Canada,1900,8389981,4046474,32399.98,32399.98,0,171785.7,3874715,8357583,8357583,0,39728,5510632,3306369,2204240,12436455,1.522507945,0.734303071,2.256811016
Canada,1910,14486810,5858334,67493.18,67493.18,0,348658.8,5509711,14419330,14419330,0,53572,7239124,4411947,2827152,20345144,2.00118274,0.809260071,2.81044281
Canada,1920,20241880,9629938,102586.4,102586.4,0,687593.1,8942412,20139300,20139300,0,67121,8850135,5459212,3390937,29871818,2.28718319,1.088111989,3.375295179
Canada,1930,23599910,12290640,137679.5,137679.5,0,961537.9,11329150,23462220,23462220,0,81929,10476191,6569528,3906693,35890550,2.252718569,1.173197396,3.425915965
Canada,1940,33177430,15739000,172772.7,172772.7,0,1227915,14511080,33004620,33004620,0,94366,11690041,7448760,4241260,48916430,2.838093553,1.346359692,4.184453245
Canada,1950,42754930,15738500,207865.9,207865.9,0,1243791,14494710,42547040,42547040,0,114555,13736981,8890308,4846683,58493430,3.112396385,1.145702975,4.25809936
Canada,1960,52332120,17035600,242959.1,242959.1,0,1502631,15532990,52089150,52089150,0,162245,17908978,12368137,5540872,69367720,2.922116494,0.951232393,3.873348887
Canada,1970,52605140,16060980,292245,292245,0,1465366,14595610,52312920,52312920,0,219559,21716820,16429664,5287190,68666120,2.422322421,0.73956408,3.161886501
Canada,1980,50295330,15920900,413724.7,413724.7,0,1508965,14411880,49881620,49881620,0,252619,24516274,18549754,5966500,66216230,2.051507909,0.649401292,2.7009092
Canada,1990,51753980,15902950,498413.1,498413.1,0,1499864,14403030,51255590,51255590,0,294428,27700982,21213866,6487004,67656930,1.868308495,0.574093366,2.442401861
Canada,2000,52165290,15435010,544228.4,544228.4,0,1437889,13997110,51621050,51621050,0,344901,30667294,24389282,6278100,67600300,1.701007269,0.503305248,2.204312516
Canada,2001,52109620,15390940,552558.3,552558.3,0,1432507,13958510,51557060,51557060,0,349776,31002280,24688308,6313999,67500560,1.680831861,0.496445423,2.177277284
Canada,2002,52116440,15399980,560888.4,560888.4,0,1433883,13966130,51555530,51555530,0,354677,31337146,24988022,6349147,67516420,1.663088272,0.491428926,2.154517198
Canada,2003,52123640,15410020,569912.6,569912.6,0,1434775,13975290,51553730,51553730,0,359603,31671998,25288456,6383662,67533660,1.645732612,0.486550296,2.132282908
Canada,2004,52130540,15419930,578242.5,578242.5,0,1434906,13985080,51552310,51552310,0,364552,32006934,25589594,6417458,67550470,1.62872645,0.481768419,2.11049487
Canada,2005,52137700,15429930,586572.6,586572.6,0,1434296,13995660,51551130,51551130,0,369430,32341844,25891430,6450572,67567630,1.612081859,0.477088752,2.089170611
Canada,2006,52144590,15441030,590043.3,590043.3,0,1434046,14006960,51554530,51554530,0,374529,32676752,26193982,6482930,67585620,1.59577029,0.472538703,2.068308992
Canada,2007,52148770,15293340,593505.6,593505.6,0,1420251,13873110,51555260,51555260,0,379555,33011756,26497258,6514554,67442110,1.579703,0.463269509,2.04297251
Canada,2008,52148560,15145690,593508.5,593508.5,0,1406700,13739090,51555030,51555030,0,384604,33346550,26801196,6545576,67294250,1.563836739,0.454190613,2.018027352
Canada,2009,52148520,14998150,593511.5,593511.5,0,1391356,13606820,51555000,51555000,0,389679,33681540,27105874,6575812,67146670,1.548281937,0.445292882,1.993574819
Canada,2010,48416990,14850560,593514.3,593514.3,0,1376419,13474160,47823470,47823470,0,394778,34016340,27411236,6605340,63267550,1.423345075,0.436571365,1.85991644
Canada,2011,47893360,14702980,593514.2,593514.2,0,1361933,13341060,47299830,47299830,0,401465,34391120,27825728,6565572,62596340,1.392608324,0.42752257,1.820130894
Canada,2012,50744760,14600010,594671,594671,0,1353155,13246840,50150080,50150080,0,408181,34765836,28242674,6523421,65344770,1.459615699,0.419952795,1.879568494
Canada,2013,48151490,14437500,594285.7,594285.7,0,1342973,13094550,47557220,47557220,0,414926,35140600,28662042,6478786,62588990,1.370252358,0.410849559,1.781101916
Canada,2014,47771180,14300740,594568.5,594568.5,0,1339120,12961680,47176620,47176620,0,421859,35515180,29083886,6431716,62071920,1.345091873,0.402665564,1.747757438
Canada,2015,48285400,14165370,594885.7,594885.7,0,1332451,12833050,47690520,47690520,0,428767,35890144,29508200,6382164,62450770,1.345366572,0.394686909,1.740053481
Canada,2016,47912430,14030090,595203,595203,0,1323898,12706220,47317220,47317220,0,435730,36264824,29934944,6330260,61942520,1.321181925,0.386878756,1.708060682
China,-10000,0,0,0,0,0,0,0,0,0,0,18,239409,597.08,238811.9,0,0,0,0
China,-9000,0,0,0,0,0,0,0,0,0,0,37,392191.4,1243.91,390947.6,0,0,0,0
China,-8000,693.7143,0,0,0,0,0,0,693.7143,74.18759,619.5261,77,644557.5,2591.48,641966.2,693.7143,0.001076264,0,0.001076264
China,-7000,30821.84,0,0,0,0,0,0,30821.84,29322.61,1499.225,160,1062160,5398.93,1056761,30821.84,0.029018076,0,0.029018076
China,-6000,125557.9,5489072,0,0,0,0,5489072,125557.9,121933.9,3624.086,333,1754127,11247.76,1742880,5614629.9,0.071578569,3.129232946,3.200811515
China,-5000,469682.8,12730610,0,0,0,734.2122,12729870,469682.8,460852.6,8829.911,693,2902155,23432.83,2878721,13200292.8,0.161839323,4.386605815,4.548445138
China,-4000,1348454,20160350,34135.85,14512.09,19623.75,30630.53,20129720,1314318,1312687,21254.45,1444,4808514,48818.39,4759705,21508804,0.280430503,4.192636228,4.473066731
China,-3000,3010894,32160110,76043.47,28785.68,47257.84,272463.6,31887550,2934853,2931000,51110.89,3009,7976498,101705,7874790,35171004,0.377470664,4.031858342,4.409329006
China,-2000,6214298,51654220,152087,38446.35,113640.7,1439276,50214930,6062211,6053088,122763.8,6269,13244401,211885.5,13032530,57868518,0.469201891,3.900079739,4.369281631
China,-1000,12276030,55202760,304174.2,140468.9,163705.2,1449603,53754320,11971870,11958450,177120.8,7836,13387018,264856.9,13122165,67478790,0.917010047,4.123603927,5.040613974
China,0,24351020,93407580,909999.3,91000.01,819000.2,10908350,82497640,23441020,23128510,1131509,43700,58370352,1477086,56893420,117758600,0.417181311,1.600257268,2.017438579
China,100,22071750,45632520,921249.7,92124.99,829124.5,3685379,41947110,21150520,20980000,999645.4,48425,51828672,1636806,50191880,67704270,0.425859841,0.880449339,1.30630918
China,200,18969780,42398070,932500.3,156747.6,775752.7,2800315,39597690,18037290,17976600,836440.5,50813,43588452,1717546,41870880,61367850,0.435201966,0.972690427,1.407892393
China,300,10020820,32442650,943748.4,551723.3,392025.6,852982,31589210,9077026,9045121,423929.3,32221,22337392,1089105,21248230,42463470,0.448611906,1.452392025,1.901003931
China,400,13854250,37856420,954999.7,419936.6,535063.5,1533238,36322120,12899280,12856510,577831.2,44147,30522936,1492209,29030818,51710670,0.453896375,1.240261422,1.694157797
China,500,17448200,42897680,966250.1,304471.7,661778.4,2191444,40705730,16482120,16429730,714180.6,54813,37748584,1852738,35895928,60345880,0.462221311,1.136405011,1.598626322
China,600,23841650,50981610,977499.6,97750,879749.7,3569077,47412420,22864150,22786000,957897.2,73865,50645676,2496712,48149180,74823260,0.47075391,1.006633024,1.477386934
China,700,20263830,47942910,988750.5,254373.4,734376.9,2653612,45288630,19275020,19216960,792434.4,61302,42174060,2072051,40102268,68206740,0.480480893,1.136786688,1.617267581
China,800,16332830,44769640,1000000,425555.1,574445.1,1783097,42986850,15333040,15286930,620558.6,48140,33302704,1627186,31675452,61102470,0.490435551,1.344324473,1.834760024
China,900,20088520,50309470,1160714,467876,692838.3,2449672,47859000,18927750,18872640,747956.3,58292,40179588,1970339,38209208,70397990,0.499968292,1.252115129,1.752083421
China,1000,19230660,50854570,1188571,547975.1,640596.3,2171745,48682600,18041990,17990710,691874.4,54115,37368992,1829140,35539912,70085230,0.514615433,1.360876151,1.875491584
China,1100,47339380,89480970,1216429,121642.8,1094786,8192447,81289100,46122940,45523060,1694652,173384,91389928,5860758,85528872,136820350,0.517993405,0.979111943,1.497105348
China,1200,55273720,107312900,1245867,124586.8,1121281,9969370,97342900,54027710,53219660,1929331,213460,104509890,7215830,97294120,162586620,0.528885065,1.026820524,1.555705589
China,1300,44203680,99997470,1273868,127386.8,1146481,6917099,93079490,42929830,42583490,1492808,142125,80989840,4802783,76187008,144201150,0.545792904,1.234691537,1.780484441
China,1400,40267840,79401690,1301839,130183.9,1171655,5842644,73562810,38966030,38811540,1326150,126657,72044440,4280246,67764224,119669530,0.558930571,1.102120996,1.661051568
China,1500,52407230,90962910,1665004,166500.5,1498504,8330136,82635410,50742230,50549840,1690897,162220,92070640,5482294,86588040,143370140,0.569206753,0.987968694,1.557175447
China,1600,57237010,95623790,1715063,171506.2,1543557,9264926,86362380,55521940,55256390,1809100,174317,98864584,5891266,92973792,152860800,0.578943517,0.967219869,1.546163386
China,1700,59931520,97590760,1771577,177264.8,1594312,9571666,88022560,58159880,57897670,1856511,177696,101032370,6000262,95032680,157522280,0.593191271,0.965935571,1.559126842
China,1710,62584360,100935100,1987188,207988.4,1779201,10138910,90798440,60597130,60430930,1945391,186190,105783020,6285956,99497232,163519460,0.591629545,0.954171095,1.54580064
China,1720,65516880,110377700,2202801,220434.7,1982365,12250740,98132240,63314040,63066900,2229504,213858,121296360,7220116,114076690,175894580,0.54013888,0.909983614,1.450122493
China,1730,66873310,115725300,2418411,245840.5,2172571,13284230,102448200,64455040,64258460,2369157,227548,128916990,7681621,121235450,182598610,0.51873155,0.897672991,1.416404541
China,1740,67549910,125497000,2634021,263604.6,2370417,15388940,110116300,64915980,64624720,2661725,256132,144907070,8646361,136261200,193046910,0.466160209,0.866051601,1.33221181
China,1750,68749230,145498200,2849634,285189.7,2564446,19940070,125564800,65899660,65154950,3309161,319259,180330930,10778416,169552910,214247430,0.381239258,0.806839958,1.188079216
China,1760,69536800,156823200,3065249,306884.2,2758364,22214520,134614300,66471600,65577470,3652473,352916,199124510,11914093,187210540,226360000,0.349212661,0.78756352,1.136776181
China,1770,70492680,170476600,3280858,329314.4,2951543,25073450,145410400,67211890,66088130,4075311,394385,222288110,13313585,208972780,240969280,0.317123035,0.766917313,1.084040347
China,1780,72408270,201199000,3496470,351689.5,3144780,32207560,168992100,68911660,66966130,5090339,493558,277923810,16663343,261261550,273607270,0.260532806,0.723935815,0.984468621
China,1790,74690170,214923500,3712082,374007.6,3338075,35190200,179736900,70978330,68804550,5511837,540408,301052740,18244434,282808510,289613670,0.248096629,0.713906474,0.962003103
China,1800,76837620,213102800,3927700,396265.1,3531432,34200640,178904700,72909760,71050440,5390639,534330,294430180,18036582,276393180,289940420,0.260970598,0.723780422,0.98475102
China,1810,80238340,240995400,4627676,473823.9,4153853,40844130,200166100,75610790,73462780,6301689,631730,344439740,21326628,323113760,321233740,0.232953201,0.699673621,0.932626822
China,1820,82792720,248448500,5327668,551323,4776346,42150930,206313500,77464990,75741790,6499629,658856,355331360,22241734,333089890,331241220,0.233001444,0.699202288,0.932203732
China,1830,84013220,269345700,6027649,629362.8,5398286,46898990,222459900,77985540,76235280,7148530,732797,391057890,24742274,366316060,353358920,0.214835763,0.688761707,0.90359747
China,1840,84517850,283954600,6727630,707216.7,6020414,49814610,234151000,77790140,76252870,7557716,783471,413646140,26457598,387188580,368472450,0.204324039,0.686467424,0.890791462
China,1850,85017540,296505700,7427624,785032.9,6642583,52154240,244358200,77589890,76341620,7890791,827254,432058140,27940540,404118240,381523240,0.196773379,0.686263427,0.883036806
China,1860,85349270,295754100,8127609,964799.6,7162805,50876270,244887800,77221780,76626660,7757861,822849,424903170,27819536,397084960,381103370,0.200867576,0.696050585,0.896918161
China,1870,85247950,259615800,8827588,2747014,6080564,40926150,218697600,76420340,75904840,6596067,708485,361143260,23986556,337155840,344863750,0.236050231,0.718872062,0.954922293
China,1880,85675320,259953000,9527571,3377467,6150099,40353250,219608300,76147540,75624760,6672881,725417,365494980,24598542,340896860,345628320,0.23440902,0.711235487,0.945644507
China,1890,88068460,269900200,10227550,3887230,6340323,40689420,229221400,77840620,77301430,6879477,790555,377046340,26858852,350189380,357968660,0.233574632,0.715827662,0.949402294
China,1900,90565140,286843100,10927540,4172864,6754682,42567530,244283800,79637600,79058180,7334180,961592,402005730,32775794,369230750,377408240,0.225283207,0.713529879,0.938813086
China,1910,93649150,303815700,12625310,5441615,7183687,44193830,259631800,81023980,80293390,7914250,1657275,425567360,56806280,368762780,397464850,0.220057173,0.713907429,0.933964602
China,1920,99396590,315714200,14469300,6465122,8004175,48690880,267029500,85030030,84219010,8815217,1845612,474905860,64292608,410616130,415110790,0.20929746,0.664793229,0.874090688
China,1930,104160300,312833800,16240200,5951240,10288940,49084970,263754200,88059880,87027620,11321270,1871337,492829700,67760104,425074050,416994100,0.211351507,0.634770591,0.846122099
China,1940,104515300,315023000,18011040,9390592,8620470,51173430,263853200,86633830,85719610,9534729,1885860,526690460,74095520,452597890,419538300,0.198437807,0.598117915,0.796555723
China,1950,105177100,310100600,19635320,8485332,11150010,51181210,258923000,85541750,84382110,12309720,1904563,544998910,78833912,466168510,415277700,0.192985891,0.568993065,0.761978955
China,1960,106024000,367269500,38760020,22498570,16261500,62309220,304964600,67264390,65724050,17801820,2046580,646644800,108883880,537762430,473293500,0.163960183,0.567961731,0.731921914
China,1970,105374400,402281800,39803580,19939930,19863620,74092480,328196600,65571360,63756090,21679040,2278273,830104770,151094370,679024320,507656200,0.126941085,0.484615695,0.61155678
China,1980,105409200,457916800,41948150,21305710,20642390,92658180,365262100,63462110,61645590,22458920,2483942,1002437300,207142720,795306430,563326000,0.105152911,0.456803433,0.561956344
China,1990,132632100,524780400,43173920,23152280,20021550,112890800,411903000,89457990,87763340,21716160,3364186,1167237400,332932610,834325440,657412500,0.11362907,0.449591831,0.563220901
China,2000,130374400,520041100,46653520,28564700,18088810,111521400,408523000,83722340,82195860,19615220,4326265,1293221900,476179010,817070780,650415500,0.100813635,0.402128281,0.502941916
China,2001,132767400,519956900,48170140,30509340,17660870,111496000,408462800,84598070,83384200,18874740,4448607,1300611800,493203170,807435010,652724300,0.102080728,0.399778704,0.501859433
China,2002,131769800,519961600,49703800,32171960,17531970,111504200,408459600,82065560,81129410,18468090,4573549,1308002200,510388700,797646340,651731400,0.100741268,0.39752349,0.498264758
China,2003,129862500,506721500,52826840,36114120,16712700,111349700,395375600,77036580,76386280,17362910,4701665,1315399700,527735710,787695810,636584000,0.098724745,0.385222454,0.483947199
China,2004,135770000,506610100,53215960,35108410,18107530,111306700,395306000,82553420,82126310,18534640,4840469,1322803800,545245500,777582400,642380100,0.102638048,0.382982042,0.48562009
China,2005,132229400,506388100,53545440,34863070,18682350,111283200,395109500,78683920,78512710,18853530,4982801,1330192600,562917310,767302660,638617500,0.099406206,0.380687804,0.48009401
China,2006,132197100,507183600,54110290,35146900,18963470,111262200,395926000,78087070,77915880,19134650,5122232,1337583200,580751420,756865090,639380700,0.098832805,0.379179105,0.47801191
China,2007,123922100,507136800,54643850,35923150,18720640,111253600,395885600,69277740,69106570,18891820,5272332,1344975700,598746110,746271230,631058900,0.092137055,0.377060195,0.46919725
China,2008,123984400,506942400,54820690,35899910,18920480,111195800,395747000,69163620,68992480,19091650,5420433,1352375600,616902910,735501760,630926800,0.091678968,0.374853258,0.466532227
China,2009,125784200,506688700,55427460,36259770,19167560,111149700,395538600,70357860,70186710,19338720,5573448,1359773600,635222530,724575360,632472900,0.092503782,0.372627252,0.465131034
China,2010,123657600,506605000,57047470,37730280,19317140,111117200,395487400,66610610,66439460,19488290,5746775,1367159800,653703680,713491140,630262600,0.090448534,0.370552879,0.461001413
China,2011,123649400,506528400,57051640,37611530,19440160,111058300,395471200,66598320,66427190,19611300,5854007,1370989700,665853120,705170820,630177800,0.090189883,0.369461857,0.459651739
China,2012,123680800,506378500,57771340,38241210,19530170,110955100,395424900,65910120,65738980,19701300,5962156,1374822000,678063360,696801150,630059300,0.089961319,0.368322954,0.458284272
China,2013,123328800,506242600,58509090,38750800,19758140,111029200,395211800,64819840,64648750,19929260,6071699,1378656400,690329090,688360190,629571400,0.089455792,0.367199978,0.45665577
China,2014,122554500,506150500,59309020,39413630,19895480,111108600,395043600,63244960,63073860,20066590,6189364,1382492500,702653950,679877120,628705000,0.088647497,0.366114464,0.454761961
China,2015,122615400,506024200,59963990,39940630,20023310,111184400,394843200,62651740,62480660,20194410,6309932,1386330900,715039490,671326910,628639600,0.088445984,0.365009681,0.453455665
China,2016,122208100,505894200,60484960,40311680,20173150,111302600,394594400,61722790,61551700,20344250,6426391,1390154500,727480580,662724800,628102300,0.087909725,0.363912213,0.451821938
Europe (excl. Russia),-10000,0,0,0,0,0,0,0,0,0,0,0,263426.61,2.16,263424.48,0,0,0,0
Europe (excl. Russia),-9000,0,0,0,0,0,0,0,0,0,0,0,348032.18,6.43,348025.74,0,0,0,0
Europe (excl. Russia),-8000,0,0,0,0,0,0,0,0,0,0,1,468431.68,22.8,468408.81,0,0,0,0
Europe (excl. Russia),-7000,97443.7047,0,551.5587,551.5587,0,0,0,96892.1547,96892.1547,0,4,642868.44,89.48,642778.92,97443.7047,0.151576432,0,0.151576432
Europe (excl. Russia),-6000,457490.459,94000.1,1654.676,1654.676,0,0,94000.1,455835.759,455835.759,0,22,936381.8,476.09,935905.8,551490.559,0.488572566,0.100386509,0.588959075
Europe (excl. Russia),-5000,2054581.47,866001.2,10479.62,10479.62,0,2814.4772,863186.8,2044102.47,2044102.47,0,134,1686137.2,3060.25,1683077.1,2920582.67,1.218513814,0.513600673,1.732114486
Europe (excl. Russia),-4000,3895038.5,1474001.6,17171.46,17171.46,0,6257.254705,1467744.2,3877867.5,3877867.5,0,742,2779141.1,16195.09,2762946.5,5369040.1,1.401525997,0.530380267,1.931906264
Europe (excl. Russia),-3000,7385877.7,2544001.5,23370.17,23370.17,0,29742.837,2514258.4,7362507.7,7362507.7,0,1444,4414704.8,30286.45,4384417.5,9929879.2,1.673017344,0.576256311,2.249273655
Europe (excl. Russia),-2000,14809414.6,5303887.4,44884.43,44870.11,14.31685,386870.0136,4917017.9,14764530.6,14764530.6,14.31685,4496,9305060.6,89653.63,9215403.6,20113302,1.591544132,0.570000307,2.16154444
Europe (excl. Russia),-1000,24993724.3,9668756.9,63937.48,63905.27,32.2129,1908098.996,7760660,24929794.3,24929794.3,32.2129,9781,16594150.2,195496.7,16398655.2,34662481.2,1.506176815,0.582660563,2.088837378
Europe (excl. Russia),0,46435539.2,21276659.3,116694.99,116630.56,64.42581,11495786.65,9780850.4,46318849.2,46318849.2,64.42581,32812,36996852.7,617566.11,36379285.7,67712198.5,1.255121336,0.575093765,1.830215101
Europe (excl. Russia),100,49297221.5,22110637.5,129836.28,129731.58,104.6919,12401177.56,9709499,49167381.5,49167381.5,104.6919,36103,38813358.2,697375.23,38115959.2,71407859,1.270109668,0.569665665,1.839775333
Europe (excl. Russia),200,50284096.5,22785713,198404.82,198235.71,169.1177,13261123,9524550,50085686.5,50085686.5,169.1177,39616,40567251.3,793779.15,39773482.2,73069809.5,1.239524367,0.561677517,1.801201885
Europe (excl. Russia),300,46564574.5,21312697.1,181918.52,181682.96,235.5569,11860310.21,9452395.9,46382654.5,46382654.5,235.5569,42562,38535244.1,880089.74,37655140,67877271.6,1.208363294,0.55307025,1.761433544
Europe (excl. Russia),400,42643543.3,19899719.8,164573.4,164247.24,326.1556,10489975.7,9409765.8,42478963.3,42478963.3,326.1556,47798,36511324.8,1039881.78,35471412.6,62543263.1,1.167953876,0.545028698,1.712982573
Europe (excl. Russia),500,36919733.3,17501818.8,134355.1,133906.63,448.464,8267612.427,9234138.5,36785373.3,36785373.3,448.464,45460,32211581.7,1151904.34,31059669.4,54421552.1,1.146163316,0.543339317,1.689502633
Europe (excl. Russia),600,31879526.8,15108763.7,108827.89,108216.35,611.5418,6349927.329,8758853.6,31770697.8,31770697.8,611.5418,38255,27766338.9,1104299.44,26662006.1,46988290.5,1.148135767,0.54413957,1.692275336
Europe (excl. Russia),700,34635923,22983806.1,122902.97,121893.92,1009.044,11458857.83,11524947.9,34513013,34513013,1009.044,52701,30390536.4,1493117.29,28897447,57619729.1,1.139694362,0.756281686,1.895976048
Europe (excl. Russia),800,38255088.2,34886737.1,136191.08,134539.91,1651.163,19429557.82,15457186.7,38118918.2,38118918.2,1651.163,66890,33314139,1719235.06,31594858,73141825.3,1.14831388,1.047205125,2.195519005
Europe (excl. Russia),900,43517141,50079375.9,147567.47,144832.73,2734.739,31191953.67,18887819.3,43369571,43369571,2734.739,128824,37106473,3442445.37,33663932,93596516.9,1.172764143,1.349612934,2.522377077
Europe (excl. Russia),1000,48283868,58585961.3,163359.14,137237.09,26122.059,39970248.71,18615530.6,48120518,48117530,29111.067,133472,41071403,3314599.72,37756765,106869829.3,1.175607953,1.426441685,2.602049638
Europe (excl. Russia),1100,53076049,84231900,156410.04,118405.79,38004.25,63763238.19,20468798.9,52919647,52915636,42017.283,162106,46152986,3630589.78,42522392,137307949,1.150002494,1.825058513,2.975061007
Europe (excl. Russia),1200,71091274,97059670,194864.68,143932.79,50931.845,79904694.3,17154558,70896404,70891754,55577.636,212019,62440876,4938367.51,57502433,168150944,1.138537422,1.554425181,2.692962604
Europe (excl. Russia),1300,87416644,101869973,223264.53,147872.07,75392.47,87729549,14140504,87193394,87187334,81460.413,305289,84624523,7329978.92,77294492,189286617,1.03299423,1.203787855,2.236782085
