Entity,Year,Asses (HYDE & FAO (2017)),Buffalo (HYDE & FAO (2017)),Cattle (HYDE & FAO (2017)),Goats (HYDE & FAO (2017)),Horses (HYDE & FAO (2017)),Mules (HYDE & FAO (2017)),Pigs (HYDE & FAO (2017)),Sheep (HYDE & FAO (2017)),Chickens (HYDE & FAO (2017)),Turkeys (HYDE & FAO (2017)),Poultry (HYDE & FAO (2017))
Europe,1999,823126,249390,150612408,19032071,7101814,265928,205150071,152049198,1766565,116921,1883486
Europe,2000,800154,232499,146959186,18940725,6998036,257847,200337186,146692240,1739754,115554,1855308
Europe,2001,765480,234880,142558998,18706477,6929412,253456,192161649,136175189,1713144,117729,1830873
Europe,2002,702226,244726,140897013,18213787,6658093,242617,194575275,135023930,1717110,112873,1829983
Europe,2003,666801,238762,138490920,19148294,6630454,234630,197837329,135493294,1817206,114637,1931843
Europe,2004,633315,279706,134507745,18635333,6561731,229335,192298847,138032742,1807338,118948,1926286
Europe,2005,619154,266096,131012940,18310598,6386879,229254,190266681,137276469,1801218,112755,1913973
Europe,2006,593762,229667,128504663,17886469,6374734,222343,192916741,136305707,1818447,111638,1930085
Europe,2007,574182,257050,128163465,17750168,6361165,222975,197597280,135525306,1866074,109211,1975285
Europe,2008,558057,332883,127567947,17818677,6427083,221583,191128249,133806179,1809707,110334,1920041
Europe,2009,551523,368434,126189127,17151303,6328608,226726,187346928,131655882,1880284,108517,1988801
Europe,2010,540569,390597,124739858,17090607,6269921,225355,189164196,129956884,1946608,110652,2057260
Europe,2011,541127,379421,121757926,16568055,5951267,224493,187525848,128508823,1995886,111160,2107046
Europe,2012,512561,372823,122383140,17143654,5869372,228158,183226417,127218867,2010155,112785,2122940
Europe,2013,509877,425868,121804034,16676758,5748843,231608,182945373,129620703,2129248,110803,2240051
Europe,2014,514707,395037,122011237,16534309,5550955,235953,185545718,130118333,2114988,110786,2225774
Oceania,1890,,342.9231911,11871973.21,145834.4556,1738253.744,0,1837113.222,114085128.8,,,
Oceania,1900,,379.1795532,13127165.54,161253.1469,1489735.882,0,1619515.932,79125124.23,,,
Oceania,1910,,419.2692045,14515066.03,178302.0157,2577646.733,0,2189527.607,116327038.6,,,
Oceania,1920,,463.5974287,13439393.08,197153.4162,2785581.835,0,1970592.331,101424142,,,
Oceania,1930,,512.6123588,16821706.99,217997.9255,2115446.366,0,2545092.584,141221284.7,,,
Oceania,1940,,566.8095078,21320310.23,241046.2696,1988926.63,0,3318129.917,150381573.8,,,
Oceania,1950,,626.736778,19996755.57,266531.4542,1282299.096,0,2948378.578,144406041.2,,,
Oceania,1961,,700,24091336,300580,710978,,3105072,201150492,26304,240,26544
Oceania,1962,,584,24953035,297703,680811,,3192468,206709297,27059,253,27312
Oceania,1963,,1284,25584186,325686,666482,,3090249,208824910,27313,255,27568
Oceania,1964,,727,26093461,326170,659193,,3131797,216279986,27991,257,28248
Oceania,1965,,497,25980116,329910,652541,,3291771,224376438,28949,273,29222
Oceania,1966,,849,25537357,320235,626821,,3345576,214913914,29316,322,29638
Oceania,1967,,655,26440175,284836,607673,,3355212,224274552,29647,375,30022
Oceania,1968,,680,27911923,310430,577214,,3646276,227393390,30540,375,30915
Oceania,1969,,549,29684226,314806,585955,,3803684,234547205,31842,475,32317
Oceania,1970,,500,31425050,287530,583394,,4003783,240363368,35016,635,35651
Oceania,1971,,322,32873915,319591,577563,,4185590,236712430,37875,605,38480
Oceania,1972,,451,36524936,330948,575831,,4739672,223800105,48008,696,48704
Oceania,1973,,433,38575540,350815,570996,,4838004,196720633,50965,751,51716
Oceania,1974,,391,40719259,308887,577579,,4104011,201066524,54184,651,54835
Oceania,1975,,394,42681342,311179,550501,,3782715,206981201,51419,520,51939
Oceania,1976,,382,43062559,308291,518852,,3819041,205051468,53563,443,54006
Oceania,1977,,369,40886985,262822,549910,,3958405,194473234,54514,490,55004
Oceania,1978,,444,38369925,248046,572397,,3979293,193617273,53738,442,54180
Oceania,1979,,435,35764890,271522,612606,,4062257,197754198,53780,588,54368
Oceania,1980,,343,34955561,287773,637775,,4310040,204763797,57989,1152,59141
Oceania,1981,,380,33833126,356808,644269,,4274647,204297986,59660,987,60647
Oceania,1982,,338,33085678,392125,623014,,4243960,208283882,58029,783,58812
Oceania,1983,,226,30754120,576090,617226,,4381417,203504663,61628,554,62182
Oceania,1984,,220,30588295,564702,590477,,4458436,208986082,61410,634,62044
Oceania,1985,,215,31320650,790889,585740,,4535224,217606981,64989,756,65745
Oceania,1986,,198,32389940,1883708,517421,,4594521,214251433,67083,683,67766
Oceania,1987,,198,30588253,2245461,478580,,4688413,213406754,71878,1354,73232
Oceania,1988,,198,30591356,2907952,504000,,4788333,217049332,80737,1712,82449
Oceania,1989,,197,30938161,2789630,489027,,4733492,222178532,69078,1239,70317
Oceania,1990,,195,31880512,2939193,474155,,4701710,228156168,76702,1372,78074
Oceania,1991,,65,32451556,2810465,469480,,4563033,218406787,72359,1595,73954
Oceania,1992,,65,32727427,2945252,453403,,4933634,200778546,77670,1456,79126
Oceania,1993,,65,33104403,2555910,428626,,4896275,188413604,86102,1206,87308
Oceania,1994,,65,35392079,2462460,394509,,5159346,182048356,90014,969,90983
Oceania,1995,,195,35778288,2203199,385309,,5166763,169692492,87956,1133,89089
Oceania,1996,,195,36163772,2314299,374259,,5089612,168525092,97217,1356,98573
Oceania,1997,,195,36693495,2347405,381559,,5140124,166321038,103450,1345,104795
Oceania,1998,,195,36489731,2254340,371959,,5343764,161907420,111708,1395,113103
Oceania,1999,,195,36108686,2065880,366278,,5253103,161152228,114939,1459,116398
Oceania,2000,,195,37352705,2396231,369589,,5135554,160828340,108621,1493,110114
Oceania,2001,,195,37745185,2615229,373099,,5543489,150926240,114392,861,115253
Oceania,2002,,195,38230293,3218810,372460,,5826262,145753737,113017,729,113746
Oceania,2003,,195,37114200,2961980,377011,,5569049,138820228,114193,922,115115
Oceania,2004,,195,37793367,3371780,372680,,5484928,140573516,109114,832,109946
Oceania,2005,,195,38411977,3853780,369657,,5602765,141019438,108488,779,109267
Oceania,2006,,195,38711880,3747236,402793,,5642533,131141840,123668,1317,124985
Oceania,2007,,210,38441754,2932091,411336,,5594846,124187400,129255,2132,131387
Oceania,2008,,210,37784840,3118341,403256,,5364448,114041180,120961,1658,122619
Oceania,2009,,220,38600908,3805439,403607,,5302402,105139024,121121,1361,122482
Oceania,2010,,220,37333452,3913891,404190,,5311206,100664048,108954,1364,110318
Oceania,2011,,235,39268575,3907230,398127,,5353202,104247428,117287,1368,118655
Oceania,2012,,235,39346605,3962956,404483,,5246124,106000757,128484,1371,129855
Oceania,2013,,245,40223880,3954037,407282,,5143971,106351149,126263,1375,127638
Oceania,2014,,245,40226178,3992930,404766,,5345671,102431992,126014,1377,127391
South America,1890,1534140.64,31108.03234,57719233.18,7397391.296,11818811.87,961027.5618,11581066.13,64960529.89,,,
South America,1900,1624125.953,34397.00232,64560831.4,8179497.914,12964488.32,805846.4225,12695482.95,71807744.03,,,
South America,1910,1679716.945,38033.70641,79171524.61,9044294.596,15822084.07,1312638.908,14647162.69,79530038.54,,,
South America,1920,1775368.606,42054.9096,81331015.3,9358309.396,15916972.33,1351788.311,14983685.54,91066687.38,,,
South America,1930,1990426.988,46501.26397,99395109.74,11797111.98,17617989.96,948310.9039,19101908.91,96029037.65,,,
South America,1940,2036041.839,51417.71963,104478681.9,12352817.09,14928717.1,1308613.886,20830445.31,104911824,,,
South America,1950,2694509.04,56853.97915,124909059.5,14908375.5,15308152.22,1797701.912,24471680.53,120429099.8,,,
South America,1961,2953428,63000,144503265,18692321,12237776,2513476,38347380,118441402,259304,1629,260933
South America,1962,3023395,68000,147145578,18957900,12078026,2573339,37989062,116874327,264407,1730,266137
South America,1963,3104330,61000,146432368,19571450,12118634,2642266,38880488,115973854,268097,1866,269963
South America,1964,3226622,63000,151271583,19544746,12261756,2708363,39986776,116594098,288891,1963,290854
South America,1965,3291001,82000,158049697,19707201,12310360,2746088,40923916,119611068,287733,2084,289817
South America,1966,3497064,87000,163438064,19861765,12435859,2743287,41877611,120507663,287844,2214,290058
South America,1967,3638779,91000,169667056,17828982,12528427,2714246,42698762,120220794,296833,1910,298743
South America,1968,3724277,96000,173225958,17988485,12589701,2784098,42566178,118638385,313318,2001,315319
South America,1969,3695940,106000,173952200,18217140,11892887,2702500,43974439,119727536,328748,2093,330841
South America,1970,3733432,118000,177440444,18395242,12445623,2705200,45210566,115447105,342364,2122,344486
South America,1971,3800910,129000,183254700,18619493,12463265,2707200,46670918,111336353,364062,2126,366188
South America,1972,3828680,140000,191733843,19178354,12595244,2759800,47075530,105974013,410839,2431,413270
South America,1973,3914979,159000,198230140,19687317,12827663,2790893,48818994,106276417,437577,2637,440214
South America,1974,4087462,203000,206068115,19680269,13028530,2908196,49755404,100526187,456074,3171,459245
South America,1975,4230561,267000,211864211,19050751,13306095,2986689,51363850,101542594,505515,3226,508741
South America,1976,4045867,320000,222852922,19312065,13175402,2812653,51782234,102100046,550113,2829,552942
South America,1977,4041599,343000,232431883,18733650,12585772,2718032,50914030,102381334,550986,2872,553858
South America,1978,3971449,393000,229918082,18667757,12320390,2702530,50298852,99686540,564001,3198,567199
South America,1979,3951067,474000,231857501,18939982,12609427,2806460,52983432,100423327,627908,3606,631514
South America,1980,3939910,495000,242041667,18075876,12778648,2858518,52014356,103123847,726651,3899,730550
South America,1981,3929759,542000,244689652,18598751,13054291,3008115,50332737,105284489,747329,4881,752210
South America,1982,3889803,623574,245602441,18802263,13001572,3092778,51674234,102836078,774451,5188,779639
South America,1983,3786948,702182,246580963,18371923,13050416,3102352,50586449,100289199,733434,5739,739173
South America,1984,3799979,804478,249733439,19096342,13263836,3214337,51439634,97292173,755000,6398,761398
South America,1985,3793334,882642,250603216,19420000,13527326,3218833,50417663,100205415,775169,6813,781982
South America,1986,3800289,985339,253546348,20234463,13708760,3189943,51006531,102096493,831924,7228,839152
South America,1987,3883543,1082613,257519833,20687598,13876349,3237362,51030170,103858754,871472,7547,879019
South America,1988,3919329,1181889,264346685,21357918,13988285,3278710,51472009,105035701,873784,7649,881433
South America,1989,3978236,1285618,269374604,21733332,14508079,3321243,51776701,105196689,888896,8427,897323
South America,1990,3967162,1397662,271818065,22132330,14612859,3356164,51271268,102745983,915732,8833,924565
South America,1991,3969519,1432682,276699724,22697338,14740937,3369789,52337961,102185824,1006283,7870,1014153
South America,1992,3960721,1423918,281090805,22893591,14861064,3395110,53120395,99392596,1068213,8918,1077131
South America,1993,3858240,1499460,283478173,21743828,14964060,3345980,53438416,88610698,1105663,9368,1115031
South America,1994,3844570,1571929,289149873,22324310,15155854,3342270,55446678,85999791,1177490,17950,1195440
South America,1995,3852030,1642650,293005403,21678396,15325422,3310544,55425552,83826338,1253494,19267,1272761
South America,1996,3715963,1046826,289460240,17721625,14658371,2595778,48530313,78879703,1286561,22366,1308927
South America,1997,3708577,978417,291873757,18468491,14896916,2580657,48992412,76053533,1350184,23069,1373253
South America,1998,3679120,1017786,292024753,18677248,14936278,2554562,49234373,74799090,1396103,25272,1421375
South America,1999,3673771,1068709,293739717,19262481,15268039,2592921,47007775,74717053,1468835,27671,1496506
South America,2000,3665547,1102976,298808969,20194814,15349315,2590005,47803520,73657705,1563808,32968,1596776
South America,2001,3658445,1119218,306031231,20212632,15503238,2574556,49886958,71995187,1626260,36087,1662347
South America,2002,3509182,1115115,319235879,20613482,15167320,2538185,48956711,68067004,1604611,37440,1642051
South America,2003,3528076,1149258,335142456,21067357,15266913,2519009,49147897,69393062,1629821,39896,1669717
South America,2004,3480788,1134222,345559855,21617902,15216367,2529820,49987425,71067249,1681118,45208,1726326
South America,2005,3470853,1174429,349890411,21979016,15171128,2491515,51676172,72881220,1768845,46013,1814858
South America,2006,3521084,1157870,351119977,22129726,14989247,2612887,55067234,73737605,1817352,47113,1864465
South America,2007,3457583,1132986,346514438,21268958,14849609,2593180,56751019,73784303,1954187,53403,2007590
South America,2008,3360891,1147290,349076059,21248146,14732413,2519429,57826609,73149042,2097322,57642,2154964
South America,2009,3246602,1136031,350010294,21158074,14750206,2489120,59450077,71538226,2103592,57748,2161340
South America,2010,3178749,1185232,347043414,21088071,14336354,2378741,62313392,71030235,2198600,60662,2259262
South America,2011,3105959,1278835,347918285,21356728,14162465,2201210,63698175,70532011,2219532,62897,2282429
South America,2012,3000546,1262641,349914618,20370287,13021460,2192046,63467763,68244917,2219395,63934,2283329
South America,2013,2963071,1333027,349946367,20582544,12826564,2165236,61585665,68508108,2221849,64616,2286465
South America,2014,2997610,1320295,351850974,20651432,12906208,2190617,64326473,68019357,2315147,65011,2380158
United States,1890,17.26675047,0,59968000,1701388.918,15732000,27593.58289,72483516.58,42693013.05,,,
United States,1900,44.78550384,0,59739000,1881272.269,17856000,37302.43613,76544617.27,45085013.78,,,
United States,1910,116.1620629,0,59993000,2080174.21,18972000,50374.33155,79692309.85,46939014.34,,,
United States,1920,301.2944748,0,70400000,2300105.528,20091000,67153.89186,63374902.37,37328011.41,,,
United States,1930,781.4802723,0,61003000,2543289.603,13742000,63957.21925,77549705.73,45677013.96,,,
United States,1940,2026.958564,0,68309000,2812184.886,10444000,47938.20559,76851916.27,45266013.83,,,
United States,1950,5257.408492,0,77963000,3109509.757,5548000,26535.94771,44451395.57,26182008,,,
United States,1961,15000,,97700000,3473000,2367000,20000,55560000,32725008,751000,107496,858496
United States,1962,15000,,100369008,3647000,2130000,20000,61837008,30969008,782000,91837,873837
United States,1963,15000,,104488000,3683000,1819000,20000,62726000,29176000,780000,93849,873849
United States,1964,16000,,107903008,3904000,1502000,22000,62060000,27116000,792000,100892,892892
United States,1965,16000,,109000000,4060000,2719000,22000,56106000,25127008,833500,105703,939203
United States,1966,16000,,108862000,4222000,2863000,22000,50519008,24734000,851300,116285,967585
United States,1967,18000,,108783008,3969000,3105000,24000,57125008,23953008,881700,126314,1008014
United States,1968,18000,,109371008,3572000,3475000,24000,58818000,22223008,887400,106512,993912
United States,1969,18000,,110015008,3215000,3758000,24000,60829008,21350000,912700,106529,1019229
United States,1970,19000,,112369008,2572000,4141000,24000,57046000,20423008,920900,116139,1037039
United States,1971,19000,,114578000,2133000,4557000,24000,67285008,19731008,925000,119657,1044657
United States,1972,19000,,117862000,1650000,4556000,25000,62412000,18739008,935000,128664,1063664
United States,1973,20000,,121539008,1775000,4605000,25000,59017008,17641008,907000,132231,1039231
United States,1974,20000,,127788000,1560000,4655000,25000,60614000,16310000,909000,131909,1040909
United States,1975,20000,,132028000,1350000,4705000,25000,54693008,14515000,886800,124165,1010965
United States,1976,20000,,127980000,1270000,4735000,25000,49267008,13311000,926000,140021,1066021
United States,1977,21000,,122810000,1400000,4743000,26000,54934000,12722100,954000,136390,1090390
United States,1978,21000,,116375008,1355000,4953000,26000,56539008,12421000,1001000,138939,1139939
United States,1979,21000,,110864000,1360000,4973000,26000,60356000,12365300,1060000,156457,1216457
United States,1980,21000,,111242000,1400000,5013000,26000,67318000,12699000,1053000,165243,1218243
United States,1981,23000,,114351008,1380000,5031000,26000,64462000,12947000,1078000,170876,1248876
United States,1982,23000,,115444000,1410000,5051000,26000,58698000,12997000,1072000,165464,1237464
United States,1983,23000,,115001008,1420000,5079000,28000,54534000,12140000,1064000,170723,1234723
United States,1984,24000,,113360000,1420000,5108000,28000,56694000,11559000,1089000,171296,1260296
United States,1985,24000,,109582000,1550000,5151000,28000,54073008,10716000,1115000,185427,1300427
United States,1986,24000,,105378000,1770000,5151000,28000,52314000,10145000,1145000,207232,1352232
United States,1987,24000,,102118000,1780000,5048000,28000,50920000,10389000,1214000,240438,1454438
United States,1988,26000,,99622000,1800000,5076000,28000,54384000,10945000,1232000,242421,1474421
United States,1989,55000,,96740000,1850000,5067000,28000,55466000,10853000,1278000,261394,1539394
United States,1990,53000,,95816000,1900000,5069000,28000,53788000,11358000,1332000,282445,1614445
United States,1991,52000,,96393000,1830000,5100000,28000,54416000,11174000,1389000,284910,1673910
United States,1992,51000,,97556000,2000000,5121000,28000,57649000,10797000,1440000,289880,1729880
United States,1993,52000,,99176000,1960000,5130000,28000,58202000,10201000,1498000,287650,1785650
United States,1994,52000,,100976000,1960000,5110000,28000,57940000,9836000,1558000,286585,1844585
United States,1995,52000,,102785000,1850000,5130000,28000,59738000,8989000,1611000,292356,1903356
United States,1996,52000,,103548000,1900000,5150000,28000,58201000,8465000,1661000,302713,1963713
United States,1997,52000,,101656000,1650000,5170000,28000,56124000,8024000,1706000,301251,2007251
United States,1998,52000,,99744000,1400000,5237000,28000,61158000,7825000,1726000,285603,2011603
United States,1999,52000,,99115000,2250000,5170000,28000,62206000,7215000,1785000,270192,2055192
United States,2000,52000,,98198000,2300000,5240000,28000,59342000,7032000,1860000,270466,2130466
United States,2001,52000,,97277000,2400000,5500000,28000,59138000,6965000,1900000,272660,2172660
United States,2002,52000,,96723000,2530466,6000000,28000,59721600,6623000,1940000,275477,2215477
United States,2003,52000,,96100000,2530000,7000000,28000,59554200,6321000,1920000,269556,2189556
United States,2004,52000,,94888000,2525000,8000000,28000,60443700,6105000,1965000,255987,2220987
United States,2005,52000,,95438000,2715000,9200000,28000,60975000,6135000,1990000,249666,2239666
United States,2006,52000,,96701504,2837000,9500000,0,61448900,6230000,1995000,256334,2251334
United States,2007,52000,,96573000,3048000,9500000,0,62515800,6120000,2005000,266663,2271663
United States,2008,52000,,96034496,3118000,9500000,0,68176800,5950000,2015000,273088,2288088
United States,2009,52000,,94521000,3069000,9800000,0,64887200,5747000,1926000,247359,2173359
United States,2010,52000,,93881200,3038000,10000000,0,64925000,5620000,1956000,244188,2200188
United States,2011,52000,,92682400,2996000,10150000,0,66360800,5480000,1932000,248500,2180500
United States,2012,52000,,91160200,2703000,10250000,0,66224000,5375000,1929600,253500,2183100
United States,2013,52000,,90095200,2632000,10250000,0,64774600,5360000,1945900,240000,2185900
United States,2014,52000,,88526000,2611000,10260000,0,67776300,5245000,1982900,237500,2220400
World,1890,8062097.339,43443626.27,410084060.2,137465210.5,97793548.9,2074799.936,177059596.8,625291353.9,,,
World,1900,10015937.71,47965214.59,448446979.4,148987102.4,102259917.3,2313132.985,194578854.3,603973846.8,,,
World,1910,13305703.19,52857260,517029811.9,175210397.3,109524496.6,2898697.294,215882270.7,683872528.2,,,
World,1920,16814802.06,58227643.83,592207267.4,186360732.7,108331171.5,3413909.936,208027654.5,677924763,,,
World,1930,23165498.04,64445979.37,665312781.2,229367015.2,106138173.2,3509379.256,245506424,779258295.3,,,
World,1940,25760502.97,71243256.95,692221008.5,236278850.6,82678106.64,4429245.752,257166821.1,770687412.7,,,
World,1950,31181035.66,78886070.37,771452806.7,265718842.5,72392237.75,6365585.422,249609766.5,778928983.4,,,
World,1961,36958302,88321807,942175069,348726793,62161208,10476736,406180364,994268736,3906690,204241,4110931
World,1962,35599457,89302827,957172513,363660819,60002130,11028479,422960866,997193122,4048728,174077,4222805
World,1963,35371329,89769135,970382904,369855953,58650457,10576876,447860838,999696719,4163131,161262,4324393
World,1964,36118309,93361741,987575200,368323406,57784834,10760655,459063275,1013486149,4231221,153758,4384979
World,1965,36766287,94373552,1008908424,367424287,58673511,10591096,496424493,1030878735,4349674,154790,4504464
World,1966,37291037,98895534,1027750977,368784918,59230613,10602681,510430408,1040688491,4445629,166655,4612284
World,1967,37919025,101173121,1049782778,370531563,59656570,10755467,547590302,1059154631,4666511,174158,4840669
World,1968,38315613,104401433,1064668338,377038611,60256741,11765149,547009259,1074022618,4823170,155205,4978375
World,1969,38346349,106224772,1069887690,377836878,60101345,11871764,537643813,1080720926,4988438,157950,5146388
World,1970,38855521,107262744,1081641464,377693648,60997234,12406696,547231126,1063272612,5209733,178971,5388704
World,1971,39636476,108708343,1096646411,381646309,61459313,12460564,618410886,1066495990,5381140,201685,5582825
World,1972,39702641,109633501,1119330011,384847128,61110685,12635905,669138115,1037794191,5538868,213432,5752300
World,1973,39322473,111124233,1138722624,385059708,61053916,12895390,684133152,1017700464,5662376,223539,5885915
World,1974,39676778,113043926,1166767929,394211973,61538654,13210051,687594781,1028883233,5803950,231885,6035835
World,1975,39732087,113030110,1187927592,405451809,61983292,13454347,685650456,1047921744,5893257,228196,6121453
World,1976,39514773,113821289,1199671280,416144460,61681276,13510589,682371515,1048035438,6061596,227822,6289418
World,1977,39306082,114840922,1204693621,422399870,60641699,13577889,711244438,1037904497,6258969,246924,6505893
World,1978,39218052,116637541,1206219455,439064898,60041841,13638505,737451089,1050542345,6587622,267148,6854770
World,1979,39047151,118973623,1211069690,454859987,59774719,13882543,764957041,1069312864,6923979,295629,7219608
World,1980,38901524,121493833,1217018356,464323188,59626063,12928547,797777532,1098674103,7218607,313887,7532494
World,1981,39364571,124212022,1228589591,474049851,59545788,13184894,780626614,1112748725,7513928,323465,7837393
World,1982,40263348,127542439,1242283701,481634834,59490474,13426096,769433706,1131468147,7748195,321939,8070134
World,1983,40756790,130092471,1249419026,491339450,59565981,13597862,776499380,1127013693,7958785,328225,8287010
World,1984,40608093,133173476,1255289724,483899533,59453903,13790457,788162665,1119541796,8274833,327290,8602123
World,1985,40864223,136241764,1260012902,486078510,60019036,13959377,793467788,1118781903,8614186,343277,8957463
World,1986,41794114,141829517,1266650034,499598547,60150756,14132607,825577345,1126522365,9059121,368585,9427706
World,1987,42290334,141762124,1266575758,522215805,60176776,14385281,835829784,1142088337,9559725,397579,9957304
World,1988,42868431,143622953,1272139327,545236617,59982315,14555373,829502334,1162707845,9931482,399323,10330805
World,1989,43484038,145643417,1289183336,573432973,60224639,14737841,844211498,1197251128,10252775,416604,10669379
World,1990,43759437,148184210,1296635892,589009979,61004718,14830217,849391422,1205576679,10620328,439502,11059830
World,1991,43988059,150214579,1295835292,594785415,61154192,14947057,854872152,1182095881,11053268,443274,11496542
World,1992,44350339,153194578,1301082886,603208443,61069239,15070944,855233051,1158890453,11521389,430392,11951781
World,1993,42143016,154809057,1299595190,610707651,59168162,15016709,848928734,1118529489,11859745,434867,12294612
World,1994,42398258,156559851,1309031258,639192546,59225035,14892557,850577282,1108887923,12507508,440189,12947697
World,1995,42849147,158535500,1312364997,669017015,59728685,14540427,845055367,1072824867,12936682,451701,13388383
World,1996,41932068,159528028,1307963747,680069122,59225782,13749974,835867330,1050933965,13518655,473039,13991694
World,1997,41097459,159190892,1308130949,694192448,57941494,13095504,830370218,1042617165,14133656,472159,14605815
World,1998,41261735,160667087,1300651721,714830863,57674329,13061353,837064647,1047300543,13073162,463553,13536715
World,1999,41746363,162276347,1301178507,733212474,57727396,13052813,851567960,1056577425,13635547,451212,14086759
World,2000,41625101,164114424,1302894674,751425384,57760944,12932688,856102245,1059595326,14376955,456686,14833641
World,2001,41937752,166281138,1311649405,771243720,57800474,12786142,854908967,1039449525,14968212,464949,15433161
World,2002,42511552,168899181,1328406922,790476709,56862338,12669565,863757057,1034306749,15918683,461957,16380640
World,2003,42317977,171634884,1347349777,815369417,57699629,12420740,873087749,1046117506,16104237,460452,16564689
World,2004,42220383,174090073,1367412806,849060437,58419322,12224296,872351376,1080040790,16715487,456953,17172440
World,2005,42295139,177024993,1387583405,883248053,59348698,11962978,883778427,1115772607,17215708,445206,17660914
World,2006,42625063,180554679,1409026391,892796762,59557488,11821592,903175023,1123000955,17607332,453007,18060339
World,2007,42825999,183959082,1428077804,927124527,59798470,11677898,919188144,1137302398,18418605,470798,18889403
World,2008,42673191,185839568,1440887536,943268631,59764283,11142577,925372819,1125000465,18959039,482857,19441896
World,2009,42986968,187345718,1448628701,951661202,60207520,11083077,941076750,1115031029,19663378,455749,20119127
World,2010,43467702,188185436,1453726838,955498477,59764794,10467043,974686768,1116738323,20129120,458741,20587861
World,2011,43801972,190365142,1450864736,958895802,59633691,10508522,968515687,1139112817,19906901,467515,20374416
World,2012,44306906,192296626,1463414295,975392126,58811578,10389563,971390036,1158752673,20459678,477241,20936919
World,2013,42486372,193004738,1464670498,990680261,58593609,10267730,976530337,1182810417,21310948,463854,21774802
World,2014,42761904,194463729,1474526581,1011251833,58832221,10157135,985673301,1195624523,21409683,462873,21872556
