Entity,Year,Correlates of War,Conflict Catalogue – Total,Conflict Catalogue – Military only,PRIO–UCDP
"death rate (per 100,000)",1910,2.2140858,12.476406,1.6569554,1.2221714
"death rate (per 100,000)",1911,2.3160739,12.87753,2.0174975,1.5851039
"death rate (per 100,000)",1912,4.4040794,15.209529,4.3095117,3.4082148
"death rate (per 100,000)",1913,6.9412236,17.453299,6.4235244,6.0002313
"death rate (per 100,000)",1914,88.596855,231.95685,142.48337,168.78021
"death rate (per 100,000)",1915,97.312408,246.84122,141.40718,114.06941
"death rate (per 100,000)",1916,106.15697,245.94456,140.63208,69.320061
"death rate (per 100,000)",1917,117.62549,252.20398,143.10782,63.339317
"death rate (per 100,000)",1918,85.860336,250.90054,143.19031,95.378601
"death rate (per 100,000)",1919,14.744767,15.905644,8.5165901,12.091183
"death rate (per 100,000)",1920,14.663725,15.794296,8.5805721,12.478387
"death rate (per 100,000)",1921,11.075963,10.415597,4.4976254,10.724934
"death rate (per 100,000)",1922,1.3729166,2.6298273,1.0575569,.71599424
"death rate (per 100,000)",1923,.81660515,1.0814484,.39343688,.53538489
"death rate (per 100,000)",1924,.74785888,.57336217,.48002359,.7395519
"death rate (per 100,000)",1925,1.0984297,.64748907,.56026918,.41725531
"death rate (per 100,000)",1926,3.3403986,1.7796264,.79467326,.94724357
"death rate (per 100,000)",1927,2.5636306,8.0188494,.78559941,.78003919
"death rate (per 100,000)",1928,2.8058312,17.614143,10.508146,11.083476
"death rate (per 100,000)",1929,1.0950947,8.6036911,2.4218805,3.059495
"death rate (per 100,000)",1930,3.8407495,10.334634,3.6671622,7.2475843
"death rate (per 100,000)",1931,4.8557544,10.180121,3.1214266,3.4565573
"death rate (per 100,000)",1932,5.8300776,12.498283,4.6627045,4.1853452
"death rate (per 100,000)",1933,5.5701118,11.427237,4.2305846,5.942256
"death rate (per 100,000)",1934,4.7884445,10.494743,3.3723094,5.4313536
"death rate (per 100,000)",1935,4.7601142,13.752507,3.7546141,5.4352703
"death rate (per 100,000)",1936,9.0965881,32.101448,8.1373539,.8505559
"death rate (per 100,000)",1937,14.289888,236.40256,109.47639,21.039522
"death rate (per 100,000)",1938,14.234243,230.40773,107.80643,31.875088
"death rate (per 100,000)",1939,58.896191,234.06761,112.64137,28.608187
"death rate (per 100,000)",1940,41.516613,209.86957,103.87198,193.51857
"death rate (per 100,000)",1941,150.6344,333.37839,98.379486,132.51357
"death rate (per 100,000)",1942,127.42796,331.50076,97.808548,198.46094
"death rate (per 100,000)",1943,127.51534,209.00288,97.302345,185.27557
"death rate (per 100,000)",1944,125.70066,208.26309,96.767082,195.74586
"death rate (per 100,000)",1945,122.33537,232.68993,104.70983,135.72731
"death rate (per 100,000)",1946,12.935265,51.163185,12.963161,12.182408
"death rate (per 100,000)",1947,13.092103,66.244766,12.981596,16.266987
"death rate (per 100,000)",1948,12.922298,58.505363,13.303965,19.094584
"death rate (per 100,000)",1949,12.194529,30.36862,12.954356,17.071171
"death rate (per 100,000)",1950,20.629013,62.312725,18.183146,21.207144
"death rate (per 100,000)",1951,10.422765,58.556255,17.658436,14.998752
"death rate (per 100,000)",1952,10.231368,21.676933,17.508097,5.3564243
"death rate (per 100,000)",1953,10.183866,21.410505,17.069799,3.3405793
"death rate (per 100,000)",1954,1.687183,9.7525368,3.3886545,2.3283107
"death rate (per 100,000)",1955,.4542501,4.7159753,1.1400433,.83003587
"death rate (per 100,000)",1956,.88618386,8.2174501,4.2606673,1.1688323
"death rate (per 100,000)",1957,.5798921,6.9561753,3.6570938,.74679905
"death rate (per 100,000)",1958,.68779242,6.3530188,3.6398661,1.1742988
"death rate (per 100,000)",1959,.47216499,9.7107573,3.636502,1.4499786
"death rate (per 100,000)",1960,.89148015,6.9418426,2.9861152,.77545834
"death rate (per 100,000)",1961,.937015,8.0777254,3.1933987,1.0358777
"death rate (per 100,000)",1962,1.055784,8.5399456,3.488863,1.3091522
"death rate (per 100,000)",1963,.81654179,4.9255614,2.8076837,1.568936
"death rate (per 100,000)",1964,.85323083,9.5758829,6.1403394,1.2680733
"death rate (per 100,000)",1965,3.9781015,20.955734,10.323103,2.3160002
"death rate (per 100,000)",1966,3.0880787,22.06966,9.6045704,2.131103
"death rate (per 100,000)",1967,3.6096649,18.488855,12.352886,2.9841595
"death rate (per 100,000)",1968,2.9994969,17.748957,11.726167,5.9411139
"death rate (per 100,000)",1969,3.0140874,18.189442,12.279531,4.8419485
"death rate (per 100,000)",1970,3.1395457,17.489552,11.780868,5.0327935
"death rate (per 100,000)",1971,3.7866004,23.602297,18.072239,4.9933276
"death rate (per 100,000)",1972,3.3403959,12.388943,5.6710944,7.2483664
"death rate (per 100,000)",1973,3.7485061,8.7156677,4.4091415,5.1584487
"death rate (per 100,000)",1974,3.2496476,7.9645882,3.9110787,5.656148
"death rate (per 100,000)",1975,3.7169847,18.204788,4.5761828,2.5633531
"death rate (per 100,000)",1976,1.3336867,12.199148,1.3468964,1.9503731
"death rate (per 100,000)",1977,1.0563233,13.411215,2.5419159,.41369429
"death rate (per 100,000)",1978,1.2997429,15.148887,3.216203,1.6838834
"death rate (per 100,000)",1979,1.5059935,16.98855,4.3019161,2.8893518
"death rate (per 100,000)",1980,4.3908577,6.8425598,3.8719375,2.131798
"death rate (per 100,000)",1981,3.8290358,7.178885,3.8391678,3.5407631
"death rate (per 100,000)",1982,4.0166893,7.4213357,4.1400046,4.2980399
"death rate (per 100,000)",1983,3.9049163,8.0380812,4.0185208,4.1614022
"death rate (per 100,000)",1984,3.9028683,8.0224562,4.0031495,4.6383524
"death rate (per 100,000)",1985,3.7601428,7.8429995,3.8956566,4.1770287
"death rate (per 100,000)",1986,4.1068425,7.9437532,4.0679083,3.9776158
"death rate (per 100,000)",1987,3.6588578,7.2548275,3.5762696,3.2968502
"death rate (per 100,000)",1988,3.3682883,8.5408993,3.6109021,2.4811218
"death rate (per 100,000)",1989,.71653217,5.6470551,2.251519,1.0405295
"death rate (per 100,000)",1990,.80807549,5.9812641,2.4838769,1.5006777
"death rate (per 100,000)",1991,.79525715,5.6040955,2.1010859,1.3010693
"death rate (per 100,000)",1992,.56321084,5.8105297,1.9147627,.66428864
"death rate (per 100,000)",1993,.58384305,3.7930841,1.5730965,.66058707
"death rate (per 100,000)",1994,.57098329,12.258058,1.2639577,.58848649
"death rate (per 100,000)",1995,.39693698,3.236671,1.1831956,.49571735
"death rate (per 100,000)",1996,.16602619,2.0448244,.44507262,.48192793
"death rate (per 100,000)",1997,.17935973,2.1886437,.43912515,.67312443
"death rate (per 100,000)",1998,.81334049,2.2180564,.43340966,.66417915
"death rate (per 100,000)",1999,.99109286,2.3167298,.44853362,1.3320427
"death rate (per 100,000)",2000,.83930272,1.1517252,.051503822,1.2626207
"death rate (per 100,000)",2001,.33346254,,,.35926634
"death rate (per 100,000)",2002,.25134179,,,.31050721
"death rate (per 100,000)",2003,.46950096,,,.34036785
"death rate (per 100,000)",2004,.27357841,,,.2970725
"death rate (per 100,000)",2005,.28629693,,,.18640611
"death rate (per 100,000)",2006,.23937486,,,.29788402
"death rate (per 100,000)",2007,.21810023,,,.28642809
"death rate (per 100,000)",2008,,,,.42272514
"death rate (per 100,000)",2009,,,,.50434679
"death rate (per 100,000)",2010,,,,.30393702
"death rate (per 100,000)",2011,,,,.32695854
"death rate (per 100,000)",2012,,,,.87068677
"death rate (per 100,000)",2013,,,,1.2587941
"death rate (per 100,000)",2014,,,,1.44195
"death rate (per 100,000)",2015,,,,1.3327895
number of deaths,1400,,3333.3333,0,
number of deaths,1401,,3333.3333,0,
number of deaths,1402,,5170.833,0,
number of deaths,1403,,2137.5,0,
number of deaths,1404,,337.5,0,
number of deaths,1405,,1117.5,0,
number of deaths,1406,,5484.1665,0,
number of deaths,1407,,15484.166,0,
number of deaths,1408,,5970.833,0,
number of deaths,1409,,8020.8335,0,
number of deaths,1410,,7683.3335,0,
number of deaths,1411,,7016.6665,0,
number of deaths,1412,,6250,0,
number of deaths,1413,,6850,0,
number of deaths,1414,,7350,0,
number of deaths,1415,,9916.667,0,
number of deaths,1416,,9601.667,0,
number of deaths,1417,,9466.667,0,
number of deaths,1418,,9416.667,0,
number of deaths,1419,,14502.167,0,
number of deaths,1420,,10879.167,0,
number of deaths,1421,,10879.167,0,
number of deaths,1422,,10879.167,0,
number of deaths,1423,,10279.167,0,
number of deaths,1424,,10279.167,0,
number of deaths,1425,,4509.167,0,
number of deaths,1426,,5629.167,0,
number of deaths,1427,,5629.167,0,
number of deaths,1428,,9089.167,0,
number of deaths,1429,,7489.167,0,
number of deaths,1430,,7489.167,0,
number of deaths,1431,,4029.1667,0,
number of deaths,1432,,4029.1667,0,
number of deaths,1433,,4829.167,0,
number of deaths,1434,,8029.167,0,
number of deaths,1435,,6636.667,0,
number of deaths,1436,,2636.6667,0,
number of deaths,1437,,2566.6667,0,
number of deaths,1438,,2582.6667,0,
number of deaths,1439,,2682.6667,0,
number of deaths,1440,,3066.6667,0,
number of deaths,1441,,3066.6667,0,
number of deaths,1442,,9595.2383,0,
number of deaths,1443,,9495.2383,0,
number of deaths,1444,,10495.238,0,
number of deaths,1445,,8528.5713,0,
number of deaths,1446,,6508.5713,0,
number of deaths,1447,,6428.5713,0,
number of deaths,1448,,6428.5713,0,
number of deaths,1449,,35200,0,
number of deaths,1450,,35200,0,
number of deaths,1451,,2700,0,
number of deaths,1452,,2700,0,
number of deaths,1453,,2700,0,
number of deaths,1454,,8800,0,
number of deaths,1455,,2429.0322,0,
number of deaths,1456,,2429.0322,0,
number of deaths,1457,,1549.0322,0,
number of deaths,1458,,1429.0322,0,
number of deaths,1459,,12229.032,0,
number of deaths,1460,,11429.032,0,
number of deaths,1461,,13429.032,0,
number of deaths,1462,,7229.0322,0,
number of deaths,1463,,2429.0322,0,
number of deaths,1464,,2429.0322,0,
number of deaths,1465,,12869.032,0,
number of deaths,1466,,8169.0322,0,
number of deaths,1467,,6129.0322,0,
number of deaths,1468,,6829.0322,0,
number of deaths,1469,,4986.1753,0,
number of deaths,1470,,4986.1753,0,
number of deaths,1471,,6896.1753,0,
number of deaths,1472,,7246.1753,0,
number of deaths,1473,,4996.1753,0,
number of deaths,1474,,7646.1753,0,
number of deaths,1475,,17546.176,0,
number of deaths,1476,,16929.033,0,
number of deaths,1477,,10329.032,0,
number of deaths,1478,,8165.0322,0,
number of deaths,1479,,2129.0322,0,
number of deaths,1480,,7159.0322,0,
number of deaths,1481,,6049.0322,0,
number of deaths,1482,,7429.0322,0,
number of deaths,1483,,7679.0322,0,
number of deaths,1484,,3745.699,0,
number of deaths,1485,,3859.9846,0,
number of deaths,1486,,1730.9524,0,
number of deaths,1487,,1480.9524,0,
number of deaths,1488,,2600.9524,0,
number of deaths,1489,,10200.952,0,
number of deaths,1490,,10667.619,0,
number of deaths,1491,,3067.6191,0,
number of deaths,1492,,2953.3333,0,
number of deaths,1493,,1036,36,
number of deaths,1494,,2500,0,
number of deaths,1495,,12958.333,0,
number of deaths,1496,,4058.3333,0,
number of deaths,1497,,5791.6665,0,
number of deaths,1498,,3858.3333,0,
number of deaths,1499,,2333.3333,800,
number of deaths,1500,,29533.334,800,
number of deaths,1501,,29233.334,800,
number of deaths,1502,,32145.666,801,
number of deaths,1503,,28733.334,800,
number of deaths,1504,,4533.333,0,
number of deaths,1505,,1200,0,
number of deaths,1506,,7700,0,
number of deaths,1507,,3600,0,
number of deaths,1508,,12733.333,3333.3333,
number of deaths,1509,,6636.6665,3333.3333,
number of deaths,1510,,7965,3333.3333,
number of deaths,1511,,6530.1113,80,
number of deaths,1512,,21552.777,0,
number of deaths,1513,,20379.445,100,
number of deaths,1514,,24469.445,150,
number of deaths,1515,,22319.445,0,
number of deaths,1516,,23152.777,0,
number of deaths,1517,,5208.7778,0,
number of deaths,1518,,4977.7778,0,
number of deaths,1519,,37177.777,666.66669,
number of deaths,1520,,35733.332,666.66669,
number of deaths,1521,,48966.664,5666.6665,
number of deaths,1522,,70733.336,60000,
number of deaths,1523,,20768.334,5000,
number of deaths,1524,,98533.336,5000,
number of deaths,1525,,159533.33,5000,
number of deaths,1526,,96650,9000,
number of deaths,1527,,62146.668,4000,
number of deaths,1528,,19296.666,4000,
number of deaths,1529,,12700,7600,
number of deaths,1530,,13230,7600,
number of deaths,1531,,10680,7600,
number of deaths,1532,,15600,7600,
number of deaths,1533,,19444.5,7600,
number of deaths,1534,,10211.167,0,
number of deaths,1535,,10566.667,0,
number of deaths,1536,,44066.668,0,
number of deaths,1537,,54975,0,
number of deaths,1538,,23075,0,
number of deaths,1539,,1500,0,
number of deaths,1540,,1940,0,
number of deaths,1541,,112800,0,
number of deaths,1542,,136966.67,25666.666,
number of deaths,1543,,30698.666,25666.666,
number of deaths,1544,,34891.664,27041.666,
number of deaths,1545,,4275,1375,
number of deaths,1546,,8521.5,1375,
number of deaths,1547,,14784,1375,
number of deaths,1548,,11008.5,0,
number of deaths,1549,,8187.5,0,
number of deaths,1550,,13220.833,0,
number of deaths,1551,,22333.334,19000,
number of deaths,1552,,23580.541,19000,
number of deaths,1553,,22347.209,19000,
number of deaths,1554,,25067.209,19000,
number of deaths,1555,,24067.209,19000,
number of deaths,1556,,8667.208,0,
number of deaths,1557,,17983.875,3666.6667,
number of deaths,1558,,16008.542,3666.6667,
number of deaths,1559,,17226.002,3666.6667,
number of deaths,1560,,10739.335,0,
number of deaths,1561,,13327.214,0,
number of deaths,1562,,21277.215,3000,
number of deaths,1563,,18027.215,3000,
number of deaths,1564,,10993.881,0,
number of deaths,1565,,11993.881,0,
number of deaths,1566,,35170.613,24000,
number of deaths,1567,,15170.612,1500,
number of deaths,1568,,15412.849,1500,
number of deaths,1569,,10556.182,0,
number of deaths,1570,,19396.182,9500,
number of deaths,1571,,53396.184,9500,
number of deaths,1572,,44427.637,9500,
number of deaths,1573,,45574.637,9500,
number of deaths,1574,,24605.303,0,
number of deaths,1575,,6535.3032,0,
number of deaths,1576,,8535.3027,0,
number of deaths,1577,,12313.637,0,
number of deaths,1578,,32603.637,0,
number of deaths,1579,,13936.97,1333.3334,
number of deaths,1580,,31496.971,1333.3334,
number of deaths,1581,,11246.97,1333.3334,
number of deaths,1582,,13213.637,0,
number of deaths,1583,,5638.6367,0,
number of deaths,1584,,3238.6365,0,
number of deaths,1585,,5638.6367,0,
number of deaths,1586,,9638.6367,0,
number of deaths,1587,,15405.303,0,
number of deaths,1588,,19318.939,0,
number of deaths,1589,,21036.834,0,
number of deaths,1590,,21186.834,0,
number of deaths,1591,,18536.834,0,
number of deaths,1592,,17776.834,0,
number of deaths,1593,,24205.406,0,
number of deaths,1594,,32052.072,0,
number of deaths,1595,,31852.072,0,
number of deaths,1596,,29052.072,0,
number of deaths,1597,,25238.738,0,
number of deaths,1598,,27138.738,0,
number of deaths,1599,,23025.102,0,
number of deaths,1600,,26216.77,0,
number of deaths,1601,,24466.77,0,
number of deaths,1602,,23716.77,0,
number of deaths,1603,,22816.77,0,
number of deaths,1604,,25016.77,0,
number of deaths,1605,,22100.102,0,
number of deaths,1606,,22162.602,0,
number of deaths,1607,,15734.031,0,
number of deaths,1608,,12576.137,0,
number of deaths,1609,,12576.137,0,
number of deaths,1610,,7575,0,
number of deaths,1611,,7575,0,
number of deaths,1612,,5700,0,
number of deaths,1613,,5700,0,
number of deaths,1614,,12175,0,
number of deaths,1615,,13425,0,
number of deaths,1616,,8750,0,
number of deaths,1617,,13750,0,
number of deaths,1618,,315658.5,66870.969,
number of deaths,1619,,359045.63,66870.969,
number of deaths,1620,,313925.63,66870.969,
number of deaths,1621,,329886.34,66870.969,
number of deaths,1622,,325483.34,66870.969,
number of deaths,1623,,274336.34,66870.969,
number of deaths,1624,,275826.81,66870.969,
number of deaths,1625,,443206.81,66870.969,
number of deaths,1626,,443206.81,66870.969,
number of deaths,1627,,452948.47,66870.969,
number of deaths,1628,,456037.38,66870.969,
number of deaths,1629,,456787.38,66870.969,
number of deaths,1630,,276212.38,66870.969,
number of deaths,1631,,280409.59,66870.969,
number of deaths,1632,,284069.59,66870.969,
number of deaths,1633,,283944.59,66870.969,
number of deaths,1634,,283944.59,66870.969,
number of deaths,1635,,295436.03,66870.969,
number of deaths,1636,,296436.03,66870.969,
number of deaths,1637,,306186.03,66870.969,
number of deaths,1638,,304186.03,66870.969,
number of deaths,1639,,296036.03,66870.969,
number of deaths,1640,,295836.03,66870.969,
number of deaths,1641,,295969.34,66870.969,
number of deaths,1642,,296780,66870.969,
number of deaths,1643,,296780,66870.969,
number of deaths,1644,,344113.31,66870.969,
number of deaths,1645,,348373.31,67130.969,
number of deaths,1646,,348113.31,66870.969,
number of deaths,1647,,338613.31,66870.969,
number of deaths,1648,,446655,93870.969,
number of deaths,1649,,151158.33,27000,
number of deaths,1650,,52634.668,0,
number of deaths,1651,,72634.664,0,
number of deaths,1652,,85311.664,0,
number of deaths,1653,,82895,0,
number of deaths,1654,,70500,0,
number of deaths,1655,,57555.715,0,
number of deaths,1656,,61718.215,0,
number of deaths,1657,,81341.547,4000,
number of deaths,1658,,73191.547,4000,
number of deaths,1659,,68208.211,0,
number of deaths,1660,,64045.715,0,
number of deaths,1661,,67645.711,0,
number of deaths,1662,,65626.664,0,
number of deaths,1663,,23626.666,0,
number of deaths,1664,,32826.668,0,
number of deaths,1665,,38493.332,0,
number of deaths,1666,,31083.332,0,
number of deaths,1667,,24633.332,0,
number of deaths,1668,,8350,0,
number of deaths,1669,,7350,0,
number of deaths,1670,,7000,0,
number of deaths,1671,,6000,0,
number of deaths,1672,,66407.141,0,
number of deaths,1673,,66407.141,0,
number of deaths,1674,,50657.145,0,
number of deaths,1675,,44857.145,0,
number of deaths,1676,,43857.145,0,
number of deaths,1677,,46257.145,2400,
number of deaths,1678,,47423.813,2400,
number of deaths,1679,,5566.6665,2400,
number of deaths,1680,,3566.6667,2400,
number of deaths,1681,,3566.6667,2400,
number of deaths,1682,,1166.6666,0,
number of deaths,1683,,26254.9,0,
number of deaths,1684,,25088.234,0,
number of deaths,1685,,22588.234,0,
number of deaths,1686,,22588.234,0,
number of deaths,1687,,24588.234,0,
number of deaths,1688,,80588.234,0,
number of deaths,1689,,82788.234,0,
number of deaths,1690,,80588.234,0,
number of deaths,1691,,80588.234,0,
number of deaths,1692,,80588.234,0,
number of deaths,1693,,82463.234,0,
number of deaths,1694,,82463.234,0,
number of deaths,1695,,85588.234,5000,
number of deaths,1696,,92021.57,5833.3335,
number of deaths,1697,,92021.57,5833.3335,
number of deaths,1698,,28421.568,5833.3335,
number of deaths,1699,,27588.234,5000,
number of deaths,1700,,41363.637,41363.637,
number of deaths,1701,,122435.06,36363.637,
number of deaths,1702,,123235.06,36363.637,
number of deaths,1703,,128035.06,36363.637,
number of deaths,1704,,128035.06,36363.637,
number of deaths,1705,,128035.06,36363.637,
number of deaths,1706,,128035.06,36363.637,
number of deaths,1707,,141485.06,36363.637,
number of deaths,1708,,141485.06,36363.637,
number of deaths,1709,,127235.06,36363.637,
number of deaths,1710,,127312.84,36363.637,
number of deaths,1711,,129312.84,36363.637,
number of deaths,1712,,122512.84,36363.637,
number of deaths,1713,,122512.84,36363.637,
number of deaths,1714,,131582.84,36363.637,
number of deaths,1715,,48274.746,36363.637,
number of deaths,1716,,58441.414,45530.305,
number of deaths,1717,,65028.914,45530.305,
number of deaths,1718,,75195.578,45530.305,
number of deaths,1719,,43951.137,36363.637,
number of deaths,1720,,43451.137,36363.637,
number of deaths,1721,,36363.637,36363.637,
number of deaths,1722,,2000,0,
number of deaths,1723,,2000,0,
number of deaths,1724,,0,0,
number of deaths,1725,,0,0,
number of deaths,1726,,0,0,
number of deaths,1727,,0,0,
number of deaths,1728,,0,0,
number of deaths,1729,,266.66666,266.66666,
number of deaths,1730,,266.66666,266.66666,
number of deaths,1731,,266.66666,266.66666,
number of deaths,1732,,0,0,
number of deaths,1733,,28333.334,0,
number of deaths,1734,,28333.334,0,
number of deaths,1735,,28333.334,0,
number of deaths,1736,,72600,0,
number of deaths,1737,,50000,0,
number of deaths,1738,,50000,0,
number of deaths,1739,,55200,0,
number of deaths,1740,,49696.668,0,
number of deaths,1741,,53030,3333.3333,
number of deaths,1742,,53030,3333.3333,
number of deaths,1743,,45230,3333.3333,
number of deaths,1744,,50912.668,316,
number of deaths,1745,,52191,316,
number of deaths,1746,,38291,316,
number of deaths,1747,,37041,316,
number of deaths,1748,,37041,316,
number of deaths,1749,,280.33334,252,
number of deaths,1750,,280.33334,252,
number of deaths,1751,,280.33334,252,
number of deaths,1752,,280.33334,252,
number of deaths,1753,,280.33334,252,
number of deaths,1754,,321.7619,293.42856,
number of deaths,1755,,333403.09,200041.42,
number of deaths,1756,,457472.09,200610.42,
number of deaths,1757,,457443.78,200610.42,
number of deaths,1758,,124311.18,811.17859,
number of deaths,1759,,124641.18,1141.1786,
number of deaths,1760,,124311.18,811.17859,
number of deaths,1761,,124429.75,769.75,
number of deaths,1762,,124660,0,
number of deaths,1763,,128028.34,3368.3333,
number of deaths,1764,,3528.3333,3368.3333,
number of deaths,1765,,6861.6665,3368.3333,
number of deaths,1766,,4669.583,1336.25,
number of deaths,1767,,4669.583,1336.25,
number of deaths,1768,,11199.583,1336.25,
number of deaths,1769,,11199.583,1336.25,
number of deaths,1770,,9633.333,0,
number of deaths,1771,,26600,0,
number of deaths,1772,,26300,0,
number of deaths,1773,,26500,0,
number of deaths,1774,,56500,0,
number of deaths,1775,,32819.445,375,
number of deaths,1776,,24819.445,375,
number of deaths,1777,,4819.4443,375,
number of deaths,1778,,9302.7773,375,
number of deaths,1779,,9302.7773,375,
number of deaths,1780,,11402.777,375,
number of deaths,1781,,11965.277,375,
number of deaths,1782,,11965.277,375,
number of deaths,1783,,11590.277,0,
number of deaths,1784,,1562.5,0,
number of deaths,1785,,1000,0,
number of deaths,1786,,18000,0,
number of deaths,1787,,31916.666,0,
number of deaths,1788,,76916.664,0,
number of deaths,1789,,85916.664,0,
number of deaths,1790,,79316.664,0,
number of deaths,1791,,213900,54083.332,
number of deaths,1792,,276697.13,54083.332,
number of deaths,1793,,288510.47,54083.332,
number of deaths,1794,,287970.47,54083.332,
number of deaths,1795,,285320.47,54083.332,
number of deaths,1796,,282951.03,54083.332,
number of deaths,1797,,260951.03,54083.332,
number of deaths,1798,,377863.38,54083.332,
number of deaths,1799,,358189.56,54083.332,
number of deaths,1800,,339189.56,54083.332,
number of deaths,1801,,330726.22,54083.332,
number of deaths,1802,,323517.88,54083.332,
number of deaths,1803,,438498.5,149974.36,
number of deaths,1804,,455066.38,149974.36,
number of deaths,1805,,452294.16,149974.36,
number of deaths,1806,,636696.5,143307.69,
number of deaths,1807,,498108.78,143307.69,
number of deaths,1808,,501775.47,143307.69,
number of deaths,1809,,644775.44,143307.69,
number of deaths,1810,,535431,143307.69,
number of deaths,1811,,468443.72,143307.69,
number of deaths,1812,,700293.69,144557.69,
number of deaths,1813,,772908,145057.69,
number of deaths,1814,,778574.69,145057.69,
number of deaths,1815,,442388.66,144557.69,
number of deaths,1816,15308.667,68910.039,0,
number of deaths,1817,21153.334,17076.703,7500,
number of deaths,1818,24424.762,101040.12,7500,
number of deaths,1819,10938.096,62317.895,0,
number of deaths,1820,12521.429,36262.34,8000,
number of deaths,1821,15729.762,68595.672,16333.333,
number of deaths,1822,12479.762,37702.816,13333.333,
number of deaths,1823,17529.762,35119.48,14958.333,
number of deaths,1824,19029.762,33869.48,13958.333,
number of deaths,1825,56241.664,46369.48,24041.666,
number of deaths,1826,82000,98786.148,30041.666,
number of deaths,1827,63766.664,62636.148,20916.666,
number of deaths,1828,118003.8,126207.58,88788.094,
number of deaths,1829,108350.48,112517.1,87871.43,
number of deaths,1830,53590.477,48333.77,26238.096,
number of deaths,1831,52632.145,34325.434,22704.762,
number of deaths,1832,10265.477,27058.768,11038.095,
number of deaths,1833,6015.4761,24818.59,15119.345,
number of deaths,1834,25872.619,38268.59,25119.346,
number of deaths,1835,21488.809,9121.4033,6014.5835,
number of deaths,1836,24046.162,13371.403,6514.5835,
number of deaths,1837,33137.828,15468.373,5414.5835,
number of deaths,1838,34996.164,21369.449,9914.583,
number of deaths,1839,37097.551,45072.047,26164.584,
number of deaths,1840,63104.883,45076.809,27497.916,
number of deaths,1841,15033.742,28328.891,13010.606,
number of deaths,1842,16333.742,21398.891,10010.606,
number of deaths,1843,13262.798,27165.557,6927.2725,
number of deaths,1844,6326.7974,13065.558,1927.2727,
number of deaths,1845,12776.798,26465.557,2427.2727,
number of deaths,1846,22918.297,27517.506,10427.272,
number of deaths,1847,20901.631,40625.84,32927.273,
number of deaths,1848,58713.742,127008.87,104527.27,
number of deaths,1849,70434.742,111478.87,92027.273,
number of deaths,1850,3904.5752,156033.42,151677.27,
number of deaths,1851,10154.575,160016.75,156327.27,
number of deaths,1852,10532.353,165863.42,155900,
number of deaths,1853,39583.332,362234.25,227320.83,
number of deaths,1854,79108.336,360734.25,223070.83,
number of deaths,1855,86175,358421.59,222224.83,
number of deaths,1856,113885,362134.25,225437.5,
number of deaths,1857,14035,176134.25,165387.5,
number of deaths,1858,11160,175500.92,167754.17,
number of deaths,1859,44160,207737.5,182143.17,
number of deaths,1860,43817.141,177906.73,168906.73,
number of deaths,1861,145757.14,343570.84,276061.94,
number of deaths,1862,150683.47,339635.34,268895.28,
number of deaths,1863,172287.64,385743.66,291395.28,
number of deaths,1864,213550.78,527565.19,331897.75,
number of deaths,1865,201165.95,509828.19,314085.75,
number of deaths,1866,110389.28,300786.19,93938.539,
number of deaths,1867,50957.141,218878.19,57480.543,
number of deaths,1868,65760.172,221433.39,61748.723,
number of deaths,1869,65910.172,213537.56,56727.891,
number of deaths,1870,173666,329037.56,140868.39,
number of deaths,1871,153082.2,196661.36,98858.914,
number of deaths,1872,38812.695,57811.363,14487.412,
number of deaths,1873,28719.697,105363.56,12253.896,
number of deaths,1874,28719.697,88966.125,15087.229,
number of deaths,1875,38819.695,138966.13,24337.229,
number of deaths,1876,49154.695,140966.13,24837.229,
number of deaths,1877,183354.7,263332.78,148603.89,
number of deaths,1878,179419.7,260166.13,143937.23,
number of deaths,1879,25623.6,140027.42,20741.715,
number of deaths,1880,15523.6,27806,23456,
number of deaths,1881,19123.6,28347.666,24222.666,
number of deaths,1882,27669.268,15437.5,9350,
number of deaths,1883,18223.6,16429.166,13216.667,
number of deaths,1884,22909.092,13029.167,10466.667,
number of deaths,1885,33092.426,18274.369,15066.667,
number of deaths,1886,8609.0908,3957.7019,2600,
number of deaths,1887,9509.0908,2307.7019,1100,
number of deaths,1888,14109.091,4141.0352,2100,
number of deaths,1889,8109.0908,4391.0352,2350,
number of deaths,1890,3459.0908,3552.9797,1683.3334,
number of deaths,1891,14659.091,14019.646,6233.3335,
number of deaths,1892,8515.7578,13736.313,9150,
number of deaths,1893,14150.758,25386.313,9816.666,
number of deaths,1894,27710.758,38625.203,26066.666,
number of deaths,1895,56560,59721.535,29300,
number of deaths,1896,38316.668,57386.109,28000,
number of deaths,1897,33386.668,53527.777,24166.666,
number of deaths,1898,33451.668,241527.78,30666.666,
number of deaths,1899,46037.5,76157.141,32398.809,
number of deaths,1900,48140.5,89157.141,33898.809,24965
number of deaths,1901,40258.332,79257.141,29898.809,18463
number of deaths,1902,41591.668,70739.195,28398.809,18513
number of deaths,1903,11196.667,49683.637,17718.254,17264
number of deaths,1904,101465.5,105058.64,68718.258,35672
number of deaths,1905,101402.16,190891.97,117468.26,98194
number of deaths,1906,30922.666,107368.16,56944.445,12606
number of deaths,1907,16246.5,109018.16,53444.445,8100
number of deaths,1908,7196.5,4184.8291,994.44446,1150
number of deaths,1909,15596.5,200834.83,5994.4443,3050
number of deaths,1910,38746.5,218337.11,28996.719,21388
number of deaths,1911,40750,226572.81,35496.719,27889
