Entity,Year,Government spending (%GDP) (World Bank),"Government spending, employee compensation (World Bank)",Government spending on interests (World Bank)
Congo,2003,20.24841857,36.96820187,28.63426282
Congo,2004,30.79457438,17.83007667,4.460411128
Congo,2005,24.79095596,17.92117481,10.85276273
Congo,2006,20.22888735,17.57211353,24.53272485
Congo,2007,21.16652936,19.73351088,13.24166972
Congo,2008,16.26508296,28.68000676,21.26963214
Congo,2009,16.06042374,27.18070944,6.759576607
Congo,2010,13.3867093,25.56554266,7.092843313
Costa Rica,1973,15.54750831,55.69620253,8.860759494
Costa Rica,1974,15.05784798,54.27135678,8.542713568
Costa Rica,1975,16.30505943,,7.299270073
Costa Rica,1976,16.34777225,55.32544379,6.804733728
Costa Rica,1977,16.1408549,51.05882353,7.529411765
Costa Rica,1978,20.53394925,49.83870968,7.258064516
Costa Rica,1979,21.28127096,50.81521739,8.423913043
Costa Rica,1980,21.59133407,51.4541387,10.06711409
Costa Rica,1981,18.09021274,52.7589545,8.80929332
Costa Rica,1982,16.62477154,47.62492289,9.870450339
Costa Rica,1983,16.59637334,41.37168142,9.07079646
Costa Rica,1984,15.95470438,39.21568627,10.78431373
Costa Rica,1985,15.93941373,39.86013986,9.505309505
Costa Rica,1986,19.56707287,32.83731817,9.747533857
Costa Rica,1987,19.83646895,38.48480682,8.895916403
Costa Rica,1988,17.66642506,44.41433674,10.59243749
Costa Rica,1989,18.62878267,45.42650602,10.33253012
Costa Rica,1990,18.70852363,45.31903147,12.78491995
Costa Rica,1991,18.50473697,43.69261108,17.07031491
Costa Rica,1992,17.7618076,42.3521945,16.15974223
Costa Rica,1993,19.2520968,40.92339184,12.70232364
Costa Rica,1994,22.84776629,35.73521261,13.9520152
Costa Rica,1995,21.27714138,38.27422271,20.37586769
Costa Rica,1996,22.17843645,37.01382015,20.89702702
Costa Rica,1997,21.0370588,37.36360016,18.10752688
Costa Rica,1998,20.43823394,38.43051021,15.66117152
Costa Rica,1999,19.96448606,39.00993396,18.23075642
Costa Rica,2000,20.74520062,39.86444734,17.26285641
Costa Rica,2001,22.16565221,39.18010303,17.88820499
Costa Rica,2002,24.20716851,40.88515202,17.75865724
Costa Rica,2003,23.29028242,42.85889948,18.35229019
Costa Rica,2004,22.54360785,42.58844677,18.18231337
Costa Rica,2005,22.73668621,41.41273761,18.19402953
Costa Rica,2006,21.7803335,41.95533799,17.46777113
Costa Rica,2007,21.6130953,41.62249402,14.33925371
Costa Rica,2008,22.3689116,43.95833868,9.753786779
Costa Rica,2009,25.89287587,45.57550778,8.363313286
Costa Rica,2010,26.57351937,47.950461,8.079128681
Costa Rica,2011,26.31724306,49.1556558,8.321365427
Costa Rica,2012,27.05060078,47.66048402,7.758968323
Costa Rica,2013,27.44029892,47.52125233,9.409821984
Costa Rica,2014,27.14567287,47.79364386,9.6664086
Cote d'Ivoire,2001,12.44636836,47.40415914,25.43156295
Cote d'Ivoire,2002,13.21872345,46.02209294,23.34975447
Cote d'Ivoire,2003,14.29486426,42.41566407,17.1424078
Cote d'Ivoire,2004,14.32857734,43.55598117,14.8511691
Cote d'Ivoire,2005,14.80621699,42.22438732,13.27287716
Cote d'Ivoire,2006,13.83877022,45.75731698,10.23988821
Cote d'Ivoire,2007,15.05226292,43.63586808,11.32461161
Cote d'Ivoire,2008,15.43965546,42.49208908,10.86034987
Cote d'Ivoire,2009,14.56762769,44.61184699,10.08587032
Cote d'Ivoire,2010,14.9026473,43.5820026,10.58033114
Cote d'Ivoire,2011,13.87457815,43.31656356,13.19416027
Cote d'Ivoire,2012,15.20021094,44.54264718,11.10003908
Cote d'Ivoire,2013,13.5659785,49.53582514,10.24088458
Cote d'Ivoire,2014,13.12429175,53.23791382,6.231305926
Croatia,1991,,22.69450659,0.372856078
Croatia,1992,,16.1340995,6.515460156
Croatia,1993,,20.96975954,2.799966564
Croatia,1994,,25.90616984,3.461151278
Croatia,1995,35.67927969,26.61822016,3.351118432
Croatia,1996,35.32724546,24.94758661,2.71577268
Croatia,1997,35.06068321,24.76765872,3.480571565
Croatia,1998,36.65944089,25.34572885,3.415098461
Croatia,1999,38.41548131,26.11577577,3.486141437
Croatia,2000,38.683222,25.829357,3.964259135
Croatia,2001,36.9587211,24.55431755,4.540389972
Croatia,2002,35.65945961,26.89014037,4.832726073
Croatia,2003,34.73378914,27.34103695,4.901177348
Croatia,2004,34.65551642,26.7602086,4.996123826
Croatia,2005,34.17289991,26.31814938,5.420216804
Croatia,2006,33.53892459,25.83568774,5.465261111
Croatia,2007,33.84168097,25.81251433,5.006646803
Croatia,2008,34.13607127,25.4705694,4.129383415
Croatia,2009,36.42488683,26.19152097,4.570403778
Croatia,2010,37.36856027,25.59191959,5.344720157
Croatia,2011,36.81073321,26.1412221,6.080831944
Croatia,2012,36.59503219,26.18331354,7.205776766
Cyprus,1972,,44.8535745,4.801894918
Cyprus,1973,,40.94716495,4.333118557
Cyprus,1974,,39.78494624,3.321083435
Cyprus,1975,30.21400575,40.1674179,3.824855119
Cyprus,1976,25.88200156,38.76417496,4.778986346
Cyprus,1977,23.34436206,38.28085451,6.661941885
Cyprus,1978,23.74333745,37.67670048,6.327956095
Cyprus,1979,22.50079365,40.97805377,7.896408158
Cyprus,1980,24.51006136,38.9804132,7.88301583
Cyprus,1981,25.72945141,39.78881051,9.303873286
Cyprus,1982,26.7528542,39.07509391,10.7808454
Cyprus,1983,30.54279868,35.48303474,12.0830693
Cyprus,1984,26.65619705,37.5371669,14.71248247
Cyprus,1985,27.20010641,36.30816549,14.44091676
Cyprus,1986,25.26953632,38.85647896,15.5114451
Cyprus,1987,27.37332961,36.02093166,14.87174225
Cyprus,1988,27.70279005,33.99587644,15.09983361
Cyprus,1989,27.4752965,32.73879598,15.77674209
Cyprus,1990,50.40163665,30.66985011,15.13198037
Cyprus,1991,51.9479482,31.34122797,15.92208655
Cyprus,1992,50.69858638,30.25491197,15.56733391
Cyprus,1993,50.18478707,31.86600682,16.92069367
Cyprus,1994,50.97395482,32.53300769,17.0327047
Cyprus,1995,46.04682657,41.18131203,6.661825224
Cyprus,1996,48.02884388,41.69347632,7.645218945
Cyprus,1997,50.52946457,41.03687477,7.549389477
Cyprus,1998,54.13770817,37.57605427,8.829288761
Cyprus,1999,53.42787908,38.05040795,8.832953457
Cyprus,2000,54.12369786,37.75507146,9.678482606
Cyprus,2001,55.66217519,35.78098357,9.399951282
Cyprus,2002,58.09446754,35.46360917,8.447158524
Cyprus,2003,63.72186112,36.28126971,8.446499895
Cyprus,2004,61.33779259,36.42486206,8.219733853
Cyprus,2005,63.45232413,34.84118111,8.189299657
Cyprus,2006,62.55712199,35.33794388,7.821257955
Cyprus,2007,61.11899282,35.42365772,7.542268973
Cyprus,2008,62.47574878,34.66027481,6.85861662
Cyprus,2009,39.24086773,35.97255651,5.627022989
Cyprus,2010,39.05693455,35.28621699,4.902355817
Cyprus,2011,40.01182342,35.05066051,5.158394254
Cyprus,2012,40.37996797,34.23872828,6.9556786
Cyprus,2013,41.07856199,32.79054145,7.503694747
Cyprus,2014,47.88113059,25.80945337,5.885089833
Czech Republic,1993,31.31218917,8.227402469,4.803854132
Czech Republic,1994,30.79563517,9.870982954,3.579705002
Czech Republic,1995,30.23672328,8.738004291,3.216158233
Czech Republic,1996,29.27962918,8.817117587,2.760354154
Czech Republic,1997,29.41569468,8.572696578,3.193811132
Czech Republic,1998,28.94043509,7.880994849,3.068665998
Czech Republic,1999,29.05627319,8.301952387,2.656920114
Czech Republic,2000,30.81213674,9.924657141,2.619764779
Czech Republic,2001,32.48268706,10.00363996,2.185777251
Czech Republic,2002,34.33946476,9.793947444,1.487389148
Czech Republic,2003,34.3166392,8.557889864,1.869099572
Czech Republic,2004,32.48461242,8.475649597,2.853204922
Czech Republic,2005,32.99819642,8.548264674,2.141810037
Czech Republic,2006,32.70864419,8.394391244,2.737079768
Czech Republic,2007,31.14969679,8.590315013,2.845425603
Czech Republic,2008,31.33348907,8.369603576,3.254466088
Czech Republic,2009,34.53178837,8.038237377,3.423671819
Czech Republic,2010,34.01896121,7.899606763,2.861877886
Czech Republic,2011,33.6102002,7.19096669,3.327430853
Czech Republic,2012,33.16762379,7.294185927,3.071974314
Democratic Republic of Congo,1990,,25.36812961,7.411488731
Democratic Republic of Congo,1991,18.04733333,37.4829153,2.175760038
Democratic Republic of Congo,1992,16.54664783,12.15498727,12.97478907
Democratic Republic of Congo,1993,17.53699232,20.08066865,6.439370537
Democratic Republic of Congo,1994,4.571445837,21.7272115,13.44680637
Democratic Republic of Congo,1995,8.208428497,58.42040565,0.645359557
Democratic Republic of Congo,1996,11.48736402,57.09605674,3.032579947
Democratic Republic of Congo,1997,9.708125121,55.2063349,0.103006502
Democratic Republic of Congo,1998,10.85451317,48.68202756,2.559770555
Democratic Republic of Congo,1999,10.10538512,39.71739546,5.652090892
Democratic Republic of Congo,2000,2.045767706,27.13746607,
Democratic Republic of Congo,2001,5.649167394,18.67409004,
Democratic Republic of Congo,2002,7.481772825,17.35347334,2.042696735
Democratic Republic of Congo,2003,7.698880968,20.4709809,2.464794073
Democratic Republic of Congo,2004,10.26298005,22.08147701,9.247904391
Democratic Republic of Congo,2005,13.11640396,19.73565511,13.4297351
Democratic Republic of Congo,2006,14.58478648,22.41849804,11.58291022
Democratic Republic of Congo,2007,13.02725586,27.32245186,3.12237047
Democratic Republic of Congo,2008,12.72662201,33.07952339,3.000241074
Democratic Republic of Congo,2009,11.54392867,32.07323801,3.696702742
Democratic Republic of Congo,2010,8.794872269,42.60517977,3.150276549
Denmark,1972,29.41538513,20.70206829,1.427141244
Denmark,1973,27.05013916,21.29243239,1.613032662
Denmark,1974,30.40113838,20.25153228,1.494865876
Denmark,1975,31.19667062,20.46012057,1.629824683
Denmark,1976,30.0933345,18.79836084,2.118282099
Denmark,1977,30.52380754,17.94328033,3.426034788
Denmark,1978,31.41076216,17.01430788,3.793407267
Denmark,1979,32.89647364,16.00621281,6.585089248
Denmark,1980,36.11149141,13.78423352,6.972890522
Denmark,1981,38.3595774,13.61790678,9.290275649
Denmark,1982,39.47628374,13.3075237,10.91920196
Denmark,1983,39.96018319,12.94794271,13.25483064
Denmark,1984,39.45086054,12.45171571,17.32436198
Denmark,1985,37.74208566,12.51170436,19.23693633
Denmark,1986,35.24743654,12.50983446,18.50596058
Denmark,1987,35.07437721,12.96014847,17.77624183
Denmark,1988,36.65258033,13.11740349,16.32325395
Denmark,1989,37.00921525,12.78443628,15.42364818
Denmark,1990,37.04479745,12.40121293,15.57598155
Denmark,1991,36.6587934,12.023716,15.18799715
Denmark,1992,37.63104685,11.69279386,13.32904688
Denmark,1993,40.35396889,11.53037983,14.12539031
Denmark,1994,40.71214928,11.32256525,13.54468854
Denmark,1995,42.32437966,10.30580029,13.13265783
Denmark,1996,40.99027227,10.33602102,13.14531463
Denmark,1997,39.32942976,10.41427259,12.25891039
Denmark,1998,38.97568947,10.52770489,11.11829823
Denmark,1999,38.17591487,11.08675379,10.39893494
Denmark,2000,36.793397,10.90152719,9.739541514
Denmark,2001,36.6254814,10.98923413,8.844818525
Denmark,2002,36.63870277,11.19594353,8.097270203
Denmark,2003,37.08158199,10.8934437,7.140604764
Denmark,2004,36.83113642,10.70311514,6.482079403
Denmark,2005,34.88755699,10.70055501,5.500050587
Denmark,2006,33.21980635,11.0240897,4.922950872
Denmark,2007,36.05801074,11.42353271,4.025869657
Denmark,2008,36.84115075,11.43835213,3.348046092
Denmark,2009,42.13645438,11.13844629,4.105860511
Denmark,2010,42.55699695,11.043816,4.132988264
Denmark,2011,42.69724512,10.80960587,4.257466343
Denmark,2012,43.79969458,10.41155298,3.80494892
Denmark,2013,41.94066782,10.89561082,3.780301597
Dominica,2000,25.37540099,52.62929161,18.47023033
Dominica,2001,25.71181631,51.93115029,16.87657431
Dominica,2002,25.29123027,53.72940156,17.38941891
Dominica,2003,24.49097129,49.93520518,19.26565875
Dominica,2004,23.03626012,46.88974689,17.84641785
Dominica,2005,23.74,45.70345409,10.90985678
Dominica,2006,23.16888046,44.88124488,14.16871417
Dominica,2007,23.54130053,43.85964912,10.52631579
Dominica,2008,23.89652385,40.66305819,8.288227334
Dominica,2009,21.83951552,43.57019064,4.887348354
Dominica,2010,23.76594149,40.30934343,6.628787879
Dominica,2011,24.23190547,42.33465407,7.497714112
Dominica,2012,25.80152672,39.8816568,12.81065089
Dominican Republic,1972,11.36214965,62.79893711,1.107174491
Dominican Republic,1973,10.67514013,59.9280863,1.757890531
Dominican Republic,1974,11.27290129,50.93996361,1.970891449
Dominican Republic,1975,9.362931421,55.43026706,1.810089021
Dominican Republic,1976,10.391254,49.29371651,2.313687287
Dominican Republic,1978,10.75527815,49.95131451,2.414800389
Dominican Republic,1979,14.83596394,45.03554793,7.060554057
Dominican Republic,1980,14.07178383,47.401136,6.944593291
Dominican Republic,1981,13.16361671,50.41814761,7.777545474
Dominican Republic,1982,11.410095,55.99207659,7.637284032
Dominican Republic,1983,12.15727195,50.14310246,9.273039496
Dominican Republic,1984,11.20285791,51.76704398,6.834874276
Dominican Republic,1985,10.70386841,43.82697685,3.147498066
Dominican Republic,1986,11.26727351,41.72406908,1.138065289
Dominican Republic,1987,8.478547939,42.81653067,1.205580416
Dominican Republic,1988,9.451301651,37.95091471,0.77621747
Dominican Republic,1989,8.487014786,41.23516496,9.536118291
Dominican Republic,1990,6.896088666,48.19054031,6.759323827
Dominican Republic,1991,5.566493283,38.56633433,10.68626738
Dominican Republic,1992,7.066754684,34.26124197,6.367994028
Dominican Republic,1993,8.624081487,31.72918141,11.72303359
Dominican Republic,1994,8.060969053,36.00521077,8.824387497
Dominican Republic,1995,7.830793187,41.25713317,9.147407851
Dominican Republic,1996,8.131433803,40.89144841,5.543809824
Dominican Republic,1997,10.46067781,43.40918116,3.878202225
Dominican Republic,1998,10.4368118,46.34203398,4.003324304
Dominican Republic,1999,10.95753164,44.31503212,4.721764987
Dominican Republic,2000,11.12909826,49.44983744,5.688599891
Dominican Republic,2001,12.51525373,48.2965075,5.905021856
Dominican Republic,2002,12.77961946,48.53052018,7.777025686
Dominican Republic,2003,10.89621457,45.15903009,11.69389958
Dominican Republic,2004,13.72693192,28.21542924,12.42788572
Dominican Republic,2005,14.44098409,34.4349395,8.527491118
Dominican Republic,2006,14.58778847,33.03829173,9.480123501
Dominican Republic,2007,13.6157659,34.46071379,8.496442395
Dominican Republic,2008,15.44017219,31.31666909,9.873560874
Dominican Republic,2009,15.1518994,35.683322,12.21398915
Dominican Republic,2010,14.23999993,37.20639131,12.71175784
Dominican Republic,2011,13.96401305,36.77548558,14.48083688
Dominican Republic,2012,15.89161743,32.00288627,15.137792
Dominican Republic,2013,15.82287824,37.98518992,14.63328793
Ecuador,1990,7.293867971,40.68406841,24.84248425
Ecuador,1991,9.876301241,46.03458557,23.79248658
Ecuador,1992,16.6600397,41.88516429,23.76369067
Ecuador,1993,20.88830998,44.91654021,24.60799191
Ecuador,1994,21.5223657,48.63868987,25.54759468
Egypt,1990,24.02907514,26.55729189,16.27635167
Egypt,1991,27.62116498,23.42565171,19.13626452
Egypt,1992,34.94392523,17.42753101,18.07970045
Egypt,1993,31.48453608,20.26031434,27.49058612
Egypt,1994,31,20.66728111,30.69308756
Egypt,1995,28.125,22.03050109,26.02178649
Egypt,1996,26.94812554,22.72602274,25.93377441
Egypt,1997,24.23204212,23.85889218,23.98615616
Egypt,2002,27.24835049,29.84870792,19.66506528
Egypt,2003,27.33245509,29.92735271,20.79254774
Egypt,2004,26.89037709,28.83623629,21.08598533
Egypt,2005,27.38885794,28.48483616,20.20896474
Egypt,2006,32.76367169,23.35053849,17.20105425
Egypt,2007,29.33523093,24.14114591,17.56030515
Egypt,2008,30.31820436,23.40004874,15.08533054
Egypt,2009,30.07712531,24.55380813,13.9585815
Egypt,2010,28.86025195,24.80473989,17.86158371
Egypt,2011,29.1899278,24.33595162,19.07980824
Egypt,2012,29.00295787,25.90355553,19.43979037
El Salvador,1998,109.2143833,63.24562139,9.689742202
El Salvador,1999,128.8783525,65.37166263,9.108395635
El Salvador,2000,134.7713205,62.62527541,8.868425513
El Salvador,2001,20.4254056,50.27469606,6.869173785
El Salvador,2002,17.90070387,43.20968372,11.28074971
El Salvador,2003,15.26647039,47.97788516,11.31861913
El Salvador,2004,17.04297298,41.53760446,13.37047354
El Salvador,2005,17.60579859,39.24904469,12.47383286
El Salvador,2006,19.43161175,36.5189891,14.23419425
El Salvador,2007,17.38183229,39.9158702,12.2217135
El Salvador,2008,19.09523587,36.94010703,10.56618527
El Salvador,2009,22.02507139,36.00843845,10.09537204
El Salvador,2010,20.79716878,38.26329023,10.75116739
El Salvador,2011,21.81860497,37.54104841,10.03445108
El Salvador,2012,20.56765882,41.31191041,10.15707002
El Salvador,2013,20.76719957,41.96756971,10.62487641
Equatorial Guinea,2007,4.061607907,25.01728009,0.364192793
Equatorial Guinea,2008,4.993279758,15.73379335,0.455271209
Equatorial Guinea,2009,6.972531678,20.99928966,0.184272081
Estonia,1991,,8.253059099,0.260348867
Estonia,1995,2.085350178,23.46454956,1.400374904
Estonia,1996,2.263794417,20.05260715,1.121770076
Estonia,1997,1.893843838,23.03476237,0.623169908
Estonia,1998,1.979541932,22.9618262,0.984717693
Estonia,1999,2.078105902,25.54176911,0.497455543
Estonia,2000,1.874127994,26.23376623,0.602376347
Estonia,2001,1.769844687,21.55391066,0.491743879
Estonia,2002,1.760853952,21.80409002,0.588290223
Estonia,2003,1.746751659,22.11578859,0.541971263
Estonia,2004,1.762898796,21.4997946,0.556447698
Estonia,2005,1.714763666,21.41509746,0.463315352
Estonia,2006,1.700534393,20.47362277,0.380788259
Estonia,2007,1.680639064,21.47137306,0.306633585
Estonia,2008,1.964872835,21.56951556,0.267821977
Estonia,2009,2.343149103,20.69145039,0.219814122
Estonia,2010,2.205702155,20.60989054,0.1870226
Estonia,2011,2.008499199,20.81519664,0.20045819
Estonia,2012,1.963276249,20.54346254,0.310963263
Estonia,2013,1.976789607,20.64509547,0.312856001
Ethiopia,1990,16.08524824,48.11416167,5.616813439
Ethiopia,1991,13.27510748,56.68684794,7.240931942
Ethiopia,1992,11.39437578,44.59366699,9.171217954
Ethiopia,1993,10.46705828,47.35842367,13.43582211
Ethiopia,1994,12.43934556,41.17576244,19.1994382
Ethiopia,1995,11.86534759,39.68064153,14.74746764
Ethiopia,1996,11.09548648,41.10805173,15.54776804
Ethiopia,1997,12.3955205,31.79932646,13.51409947
Ethiopia,1998,16.0038959,25.68604908,10.45070782
Ethiopia,1999,18.15917265,21.75411537,9.54461931
Ethiopia,2001,14.51271891,23.27935426,10.75460129
Ethiopia,2002,17.24556187,16.0806149,8.614831274
Ethiopia,2003,15.76337329,16.95958574,8.718128976
Ethiopia,2004,16.16704923,13.75123955,7.821929452
Ethiopia,2005,14.8516589,12.3431842,6.991207646
Ethiopia,2006,9.515827033,21.38256661,19.23329821
Ethiopia,2007,7.693193532,27.46872792,18.20898254
Ethiopia,2008,12.87806064,15.85326682,4.897778674
Ethiopia,2009,12.15311671,14.97128305,3.36909866
Ethiopia,2010,12.50319755,14.464349,3.270054656
Ethiopia,2011,10.58393132,12.8011161,3.67639998
Fiji,1990,23.95656566,64.03212885,14.44322638
Fiji,1991,23.57884427,53.19016366,14.26227465
Fiji,1992,24.21013769,50.92305208,12.17459947
Fiji,1993,27.58754709,45.60248411,10.25703689
Fiji,1994,26.98323604,46.87976702,10.15670503
Fiji,1995,26.76350644,46.13600507,11.82998692
Fiji,1996,26.96251673,40.32818629,10.43518197
Fiji,2004,24.92124643,44.08091887,10.10382268
Fiji,2005,24.49545391,42.17465313,10.28471865
Fiji,2006,26.30340028,44.76546468,10.01371376
Finland,1972,20.64277311,14.9972286,2.209201045
Finland,1973,19.85754064,14.65476432,2.022046392
Finland,1974,21.07349213,13.67819579,1.314724919
Finland,1975,24.6914245,12.93019784,0.981709593
Finland,1976,25.36495067,12.94494238,0.915492958
Finland,1977,26.16351382,12.31361231,1.242113007
Finland,1978,26.14854131,12.08785583,1.579459349
Finland,1979,25.97463466,11.82363394,2.152376721
Finland,1980,25.35602018,11.88286496,2.359242994
Finland,1981,25.80523948,11.95079387,2.677593759
Finland,1982,27.03431156,11.75376928,3.114196903
Finland,1983,28.0608833,10.86612988,3.820202172
Finland,1984,26.98463958,11.02593378,4.401519212
Finland,1985,27.79364279,10.7072406,4.71459125
Finland,1986,28.22844283,10.35687831,4.326603483
Finland,1987,28.70695904,10.58803182,4.115358008
Finland,1988,27.59146227,11.0041615,4.108294419
Finland,1989,26.86829968,10.8120315,3.579727987
Finland,1990,28.13955321,10.20759314,3.104374495
Finland,1991,34.40849336,9.32606374,3.251082008
Finland,1992,39.09419849,8.383485522,4.234078476
Finland,1993,41.88359525,7.446952987,8.413530208
Finland,1994,40.42232123,7.110638454,10.14751183
Finland,1995,49.34757904,8.670710394,7.375346972
Finland,1996,45.73388203,9.143885509,8.573999486
Finland,1997,41.27309505,9.451919921,9.578820698
Finland,1998,38.38862953,9.856533876,8.67072036
Finland,1999,37.35650749,9.942211161,7.558948834
Finland,2000,34.7810452,10.29687929,7.515877872
Finland,2001,34.12837431,10.10467805,7.175315454
Finland,2002,35.24334239,10.01109793,5.531743906
Finland,2003,35.79095989,10.13677924,4.884972718
Finland,2004,35.49915761,10.05545878,4.559351559
Finland,2005,35.61656335,10.00871065,4.256263984
Finland,2006,35.22831288,9.791313786,3.884293443
Finland,2007,33.6004159,9.768235688,3.730879046
Finland,2008,34.35014016,9.764051698,3.527201683
Finland,2009,39.3478393,9.54780924,3.134871053
Finland,2010,39.58845537,9.306061833,3.228027542
Finland,2011,39.01985584,9.109844047,3.302611367
Finland,2012,40.10751127,8.957719762,3.308291319
Finland,2013,41.17135017,8.931280385,2.894274759
Finland,2014,41.72496444,8.764944891,2.845367084
France,1972,29.88930023,18.27922078,1.493506494
France,1973,29.23883816,18.49493488,1.244573082
France,1974,30.99327177,17.77101381,1.381409506
France,1975,33.46096161,17.63573354,2.156334232
France,1976,33.66679344,17.5223584,1.921165949
France,1977,34.03302316,17.68816422,2.052700539
France,1978,34.99137269,17.09657321,2.168224299
France,1979,35.38811025,16.50129422,2.340379638
France,1980,36.34872234,20.65519156,2.174717749
France,1981,38.74441333,19.81697939,3.175945863
France,1982,39.7981462,19.3758551,3.179360219
France,1983,40.52597126,19.03307595,4.131612308
France,1984,40.91741865,18.82186171,4.226387358
France,1985,41.19582744,18.42246119,4.544791008
France,1986,40.60937881,17.91517488,4.626824566
France,1987,40.42770273,17.5513922,4.41635481
France,1988,39.54539422,17.10412964,4.334701377
France,1989,38.60612883,17.18429765,4.674444269
France,1990,38.762191,17.16387413,5.182598358
France,1991,39.99120159,16.84850591,5.30924253
France,1992,41.31986415,16.67802551,5.767046377
France,1993,43.50702445,16.55275523,6.056630256
France,1994,43.66278534,16.46065101,6.386485373
France,1995,47.19104351,22.34768236,5.911727223
France,1996,47.23066683,22.56796752,6.142256356
France,1997,47.44452463,22.24452931,6.1768575
France,1998,45.69142154,22.63979102,6.249797957
France,1999,45.46462367,22.56074643,5.818380877
France,2000,44.2375421,22.69795003,5.810003733
France,2001,44.59401319,22.34531143,5.803832761
France,2002,45.54888258,22.07918629,5.709442988
France,2003,45.82151752,21.98982182,5.496155972
France,2004,45.23278251,21.75682375,5.480016234
France,2005,45.38496923,21.56754328,5.399063657
France,2006,44.95545758,21.23652812,5.178332416
France,2007,44.48694691,20.83415216,5.347637262
France,2008,45.03979357,20.27970645,5.584526401
France,2009,48.34657561,19.95437999,4.55918466
France,2010,49.63024767,19.255411,4.540700853
France,2011,47.96857743,19.57179506,5.094202196
France,2012,48.57761189,19.3258841,4.989076183
France,2013,48.56521149,19.29398798,4.405382552
France,2014,49.186955,19.10959442,4.192133311
Gambia,1990,17.16006953,28.67906044,21.39441581
Georgia,1997,15.3789522,11.29193433,10.00713776
Georgia,1998,14.35653636,11.15117892,17.76699029
Georgia,1999,14.4160141,13.11796378,18.18404307
Georgia,2000,11.55706477,10.99656357,24.31271478
Georgia,2001,10.81210976,13.49778271,15.9368071
Georgia,2002,11.26203154,13.33809694,17.47052519
Georgia,2003,10.69114991,14.36216689,18.40323285
Georgia,2004,14.57814411,16.26867756,9.942745427
Georgia,2005,17.31957858,16.7287723,5.967108859
Georgia,2006,20.30540972,16.12442413,3.58915753
Georgia,2007,22.89072987,15.51413882,2.503856041
Georgia,2008,29.12054003,16.4383315,2.147730751
Georgia,2009,30.94247775,16.91912386,3.004330404
Georgia,2010,26.35300581,18.17433458,3.671453398
Georgia,2011,24.34646427,17.08312946,4.769778468
Georgia,2012,25.38093035,15.80064744,3.738613265
Germany,1972,20.24514255,12.01763485,1.581950207
Germany,1973,20.66405155,11.98558263,1.615110868
Germany,1974,22.27830168,11.74584555,1.833822092
Germany,1975,24.5751452,10.84528966,1.911884136
Germany,1976,24.73544507,10.26698502,2.269837824
Germany,1977,24.8111263,10.07340355,2.608291989
Germany,1978,24.80042872,9.905570523,2.710425341
Germany,1979,24.34463805,9.766183378,2.955891362
Germany,1980,25.4809535,9.446053502,3.22014185
Germany,1981,26.27023898,9.274670497,3.848428523
Germany,1982,26.5124157,9.001044764,4.526641485
Germany,1983,26.09149396,8.991378131,5.294336155
Germany,1984,26.29625083,8.623751387,5.229374769
Germany,1985,25.86343361,8.685479807,5.346987258
Germany,1986,25.44162632,8.726230789,5.346878527
Germany,1987,25.85476234,8.682196339,5.252911814
Germany,1988,25.64277353,8.50275206,5.222550985
Germany,1989,24.65059377,8.541305425,5.053257369
Germany,1990,24.77944202,8.20514272,4.93327484
Germany,1991,31.20369667,6.426334196,5.168412597
Germany,1992,31.43117524,6.416706859,6.440352889
Germany,1993,31.84901776,6.307820491,6.365102281
Germany,1994,31.88074021,6.121060479,6.77589073
Germany,1995,38.39247346,5.021213206,6.095521839
Germany,1996,32.5024918,5.974106455,7.131266152
Germany,1997,31.93026247,5.940961348,7.12501413
Germany,1998,31.79052933,5.85374825,7.139116529
Germany,1999,31.66668281,5.887633645,6.717909583
Germany,2000,31.317943,5.827970032,6.743276638
Germany,2001,30.76500677,5.806024475,6.41619609
Germany,2002,31.13679055,5.795447607,6.162796445
Germany,2003,31.58183489,5.746624792,5.737354202
Germany,2004,30.40693731,5.790627815,5.670557018
Germany,2005,30.44996219,5.736278762,5.498343589
Germany,2006,29.21942965,5.788981458,5.552314191
Germany,2007,27.96986348,5.792613099,5.765299518
Germany,2008,28.23026537,5.853265965,5.749973036
Germany,2009,30.99452095,5.823471711,5.173286543
Germany,2010,31.25609482,5.672312153,4.625718913
Germany,2011,28.86157477,5.919404022,5.282742196
Germany,2012,28.45781637,5.979287552,4.814196407
Germany,2013,28.6664516,5.93881743,4.068120238
Germany,2014,28.42141546,5.948575366,3.690013745
Ghana,2001,18.71164176,35.81593601,39.12661102
Ghana,2002,20.02902665,45.97831541,30.64399495
Ghana,2003,22.02037568,41.68566745,24.94099521
Ghana,2004,23.47931102,39.67417787,18.51234939
Ghana,2005,22.74578899,40.11420113,16.00374766
Ghana,2006,15.62096949,42.25660807,13.4628319
Ghana,2007,17.86514415,37.51485576,10.63699659
Ghana,2008,20.54609475,34.6307486,10.95353671
Ghana,2009,18.02795239,39.94597678,15.64649484
Ghana,2010,20.15750429,35.72511665,15.50876473
Ghana,2011,21.14092605,38.39500244,12.74092991
Greece,1972,16.09428474,57.85986011,5.767578844
Greece,1973,15.80969279,53.24029822,5.209329
Greece,1974,18.19953513,52.47560535,5.637874955
Greece,1975,17.90481857,54.68034439,5.929046834
Greece,1976,19.36353985,49.05377808,6.285454958
Greece,1977,20.30911672,49.31456232,5.501976869
Greece,1978,20.15286548,36.19553277,5.880019529
Greece,1979,19.97638433,36.24727128,7.707382417
