Entity,Year,Exports to Africa (CEPII Dyadic (2016)),Exports to Antarctica (CEPII Dyadic (2016)),Exports to Asia (CEPII Dyadic (2016)),Exports to Eastern Europe (CEPII Dyadic (2016)),Exports to North America (CEPII Dyadic (2016)),Exports to Oceania (CEPII Dyadic (2016)),Exports to South America (CEPII Dyadic (2016)),Exports to Western Europe (CEPII Dyadic (2016)) ,Exports to lower-middle income grouping (CEPII Dyadic (2016)),Exports to high-income grouping (CEPII Dyadic (2016)),Exports to low-income grouping (CEPII Dyadic (2016)),Exports to upper-middle income grouping (CEPII Dyadic (2016)),Exports to the World (CEPII Dyadic (2016))
Senegal,1970,3.71598,,0.60078,0.92743,0.11675,,0.00370,13.19236,1.94466,14.00605,1.62610,0.13018,
Senegal,1971,2.72710,,0.35554,0.45118,0.10944,0.00236,0.01720,9.82591,1.40353,10.27331,1.30798,0.09422,
Senegal,1972,3.12623,,0.53924,0.52252,0.24697,0.00094,0.00336,13.01495,1.34973,13.56059,1.71714,0.30555,
Senegal,1973,3.16485,,0.44914,0.26517,0.15021,0.00129,0.00340,11.59749,1.64527,12.12333,1.48596,0.13037,
Senegal,1974,3.76320,,1.02166,0.55781,0.20280,0.00127,0.19683,19.06428,1.98533,19.96811,1.64937,0.69192,
Senegal,1975,3.74719,,0.63916,0.73309,0.11186,,0.03203,15.30451,2.42674,15.90382,1.35364,0.16361,
Senegal,1976,3.45636,,0.63127,0.92930,0.17646,0.04667,0.07570,16.45580,2.31099,17.42665,1.11943,0.12043,
Senegal,1977,5.00045,,0.83032,1.04719,0.13151,0.00969,0.02340,17.75131,3.85119,18.89191,1.29590,0.06114,
Senegal,1978,4.50864,,0.74754,0.83603,0.07854,0.00116,,10.47902,3.17604,11.46034,1.36266,0.08842,
Senegal,1979,3.33257,,1.17613,1.06713,0.16841,0.07596,0.00338,10.76615,2.60194,12.06833,1.02802,0.35222,
Senegal,1980,4.16173,,0.85269,0.61177,0.31408,0.01724,0.00077,8.01365,2.89566,9.02091,1.43229,0.24057,
Senegal,1981,5.15544,,1.07737,0.38500,0.10882,0.01716,0.12872,6.74874,2.90374,7.55802,2.59340,0.34761,
Senegal,1982,5.29903,,0.83757,0.97315,0.04660,0.01196,0.02097,9.04685,2.65194,9.77307,2.78741,0.26033,
Senegal,1983,3.79056,,0.91714,1.27934,0.12256,0.01795,0.02667,11.53434,2.64676,12.61844,1.28630,0.21649,
Senegal,1984,4.60062,,1.04393,0.89290,0.11175,0.03101,0.04587,11.86131,3.23570,12.66500,1.76912,0.27886,
Senegal,1985,4.02592,,2.66206,0.32172,0.57037,0.01080,0.01968,8.18935,4.42992,9.44065,1.31397,0.08893,
Senegal,1986,2.87023,,1.91332,0.24225,0.17617,0.00948,0.02182,7.09936,2.76628,8.03385,1.27117,0.07414,
Senegal,1987,2.63903,,1.25084,0.22999,0.16367,0.03056,0.02119,6.85758,2.10649,7.44185,1.27677,0.18200,
Senegal,1988,2.35297,,1.53361,0.42486,0.19214,0.03589,0.00203,8.75562,2.22141,9.51763,1.15743,0.11671,
Senegal,1989,2.33613,,2.11048,0.42413,0.25787,0.01111,0.00237,9.09218,2.17025,10.21304,1.35887,0.15106,
Senegal,1990,3.03168,,2.45405,0.38521,0.19968,0.00739,0.00356,7.69442,2.95097,8.35686,1.84011,0.34118,
Senegal,1991,2.10003,,3.19237,0.14722,0.32820,0.01199,0.03583,7.90892,3.21852,9.03860,1.12104,0.32381,
Senegal,1992,2.76779,,3.18351,0.07734,0.37286,0.00873,0.02350,5.50540,3.12840,6.48405,1.79242,0.50813,
Senegal,1993,2.43535,,1.45504,0.03873,0.32280,0.00844,0.05126,4.79854,1.39615,5.66666,1.44603,0.59353,
Senegal,1994,3.52218,,2.06588,0.09599,0.34160,0.00685,0.02831,8.70615,1.77221,9.93992,2.03769,0.99259,
Senegal,1995,3.73999,,1.93964,0.06889,0.17454,0.00649,0.08631,8.08714,2.40189,8.85995,2.01650,0.79867,
Senegal,1996,3.83570,,2.16321,0.08101,0.14662,0.00392,0.34568,7.46807,1.77550,8.57055,2.17809,1.51856,
Senegal,1997,3.86842,,2.40255,0.05276,0.23434,0.00439,0.12530,7.55563,2.45163,8.41027,2.02135,1.36015,
Senegal,1998,4.59200,,2.86995,0.05536,0.14355,0.01301,0.09959,7.42735,3.89016,8.28449,2.25009,0.77562,
Senegal,1999,3.94262,,2.45966,0.02022,0.23395,0.00598,0.01427,9.30414,3.60251,9.95220,2.08235,0.34378,
Senegal,2000,4.43327,,1.78150,0.03002,0.32055,0.00425,0.06453,7.90010,2.48412,8.61709,2.98478,0.44822,
Senegal,2001,4.81321,,2.57271,0.02314,2.16601,0.00326,0.04772,8.44059,3.85630,10.89821,2.87191,0.43954,
Senegal,2002,5.85216,,3.60871,0.01929,0.09736,0.00659,0.01494,7.37441,4.79062,7.92171,3.95015,0.31082,
Senegal,2003,6.28158,,2.87438,0.02342,0.10273,0.00546,0.00271,5.65647,4.30464,6.20983,4.09064,0.34123,
Senegal,2004,6.02886,,2.73757,0.02459,0.06249,0.03778,0.04643,5.02189,3.33792,5.63779,4.66822,0.31565,
Senegal,2005,7.59137,,3.73095,0.02350,0.09952,0.03412,0.02567,7.47918,4.95965,8.03142,5.65965,0.33359,
Senegal,2006,6.76063,,2.13272,0.02020,0.29482,0.03464,0.03764,4.17647,2.73986,5.01237,5.36682,0.33807,
Senegal,2007,6.95904,,1.94329,0.03902,0.23161,0.03449,0.09046,4.59102,2.73998,5.34360,5.34060,0.46475,
Senegal,2008,7.89514,,2.16130,0.02610,0.15501,0.02650,0.19195,3.44835,3.03262,4.12142,6.30754,0.44276,
Senegal,2009,6.49455,,2.70016,0.02963,0.07426,0.02036,0.01357,2.88026,3.32439,3.41704,4.90723,0.56413,
Senegal,2010,8.23817,,2.59195,0.03025,0.06204,0.01699,0.01765,3.13225,2.93789,3.79009,6.63683,0.72449,
Senegal,2011,7.64013,,4.32590,0.04074,0.06435,0.01034,0.02667,4.02967,4.52254,4.85534,5.81156,0.94835,
Senegal,2012,7.77779,,2.48655,0.09084,0.13447,0.01837,0.09572,3.10441,3.01440,4.20316,5.60160,0.88897,
Senegal,2013,8.08393,,2.74760,0.21349,0.16316,0.00938,0.08664,3.08845,2.85149,4.68082,5.99734,0.86302,
Senegal,2014,8.21378,,3.46628,0.30413,0.20517,0.00769,0.06002,3.34454,3.65898,5.27012,5.85039,0.82213,
Serbia and Montenegro,1923,,,,1.08367,0.04448,,0.00692,8.06330,,8.10777,,0.12586,
Serbia and Montenegro,1924,,,,1.55719,0.07275,,0.01952,7.83916,,7.97496,,0.16703,
Serbia and Montenegro,1925,,,,3.88426,0.12164,,0.01237,8.87507,,9.07985,,2.49596,
Serbia and Montenegro,1926,0.11977,,,3.51320,0.08897,,0.00019,11.81503,,11.96097,,1.90537,
Serbia and Montenegro,1927,0.13452,,0.00219,1.63493,0.09037,,0.05233,12.49264,,12.67783,,0.36516,
Serbia and Montenegro,1928,0.04862,,0.01612,1.40255,0.10524,,0.08903,10.14585,0.04845,10.43737,0.00017,0.34827,
Serbia and Montenegro,1929,0.00057,,0.02051,3.25242,0.21454,,0.14399,10.74809,,11.12410,0.00057,2.54546,
Serbia and Montenegro,1930,0.00081,,0.00540,1.36383,0.12183,,0.10663,13.64557,,13.88498,0.00081,0.25510,
Serbia and Montenegro,1931,,,0.02424,2.15104,0.11639,,0.07115,10.99264,,11.31349,,0.27475,
Serbia and Montenegro,1932,,,0.00172,1.29999,0.07323,,,8.04580,,8.26219,,0.14086,
Serbia and Montenegro,1933,,,0.00565,1.37855,0.17729,,0.05873,10.09682,,10.46356,,0.23964,
Serbia and Montenegro,1934,,,0.00399,1.80220,0.46041,,0.07980,13.67053,,14.38429,,0.35111,
Serbia and Montenegro,1935,,,,2.09035,0.65029,,0.20134,13.42662,,14.40995,,0.39795,
Serbia and Montenegro,1936,,,0.00334,1.92153,0.52580,,0.11699,11.04732,,11.95225,,0.33595,
Serbia and Montenegro,1937,0.21315,,0.01956,1.68482,0.64969,0.00302,0.19737,15.38926,0.22364,16.30774,,0.52995,
Serbia and Montenegro,1938,0.33468,,0.00918,1.45152,0.52784,0.14026,0.28052,11.61551,0.33582,12.77425,0.00805,0.42079,
Serbia and Montenegro,1939,0.00530,,,1.57090,0.53220,,0.00153,7.94765,0.00050,8.53370,0.00480,0.00153,
Serbia and Montenegro,1951,0.34483,,0.26437,2.29253,1.44253,0.06954,0.33678,4.90230,0.39655,6.63793,0.00575,0.42874,
Serbia and Montenegro,1952,0.38455,,0.18127,2.79672,1.86016,0.02374,0.31247,6.03366,0.39707,8.05136,0.00906,0.45921,
Serbia and Montenegro,1953,0.21255,,0.15084,2.06308,1.20329,,0.12684,3.21906,0.20569,4.51765,0.00343,1.04902,
Serbia and Montenegro,1954,0.15332,,0.31800,2.23509,0.71834,,0.47927,2.87743,0.24134,3.74114,0.01136,1.42760,
Serbia and Montenegro,1955,0.18558,,0.32120,1.47514,0.68047,0.00262,0.52986,2.52865,0.24268,3.48772,0.01190,0.88342,
Serbia and Montenegro,1956,0.14605,,0.48683,1.71919,0.77451,0.00243,0.62846,2.88673,0.27218,4.09562,0.01328,0.99358,
Serbia and Montenegro,1957,0.34483,,0.57815,1.98555,0.82387,0.00227,0.07888,3.28077,0.52653,4.69085,0.01858,0.57031,
Serbia and Montenegro,1958,0.70354,,0.38499,1.96678,0.66054,0.00215,0.08267,3.62713,0.74262,4.90209,0.11921,0.31542,
Serbia and Montenegro,1959,0.39519,,0.65444,1.73285,0.64180,0.00174,0.10923,2.90000,0.74138,4.24145,0.05849,0.38697,
Serbia and Montenegro,1960,0.48324,,0.91713,2.09954,0.82729,0.00187,0.15008,3.96160,1.06006,5.29664,0.02552,0.59997,
Serbia and Montenegro,1961,0.43514,,0.61536,2.38432,0.82156,0.00536,0.10797,3.70046,0.71440,5.29812,0.03572,0.69865,
Serbia and Montenegro,1962,0.67219,,0.65378,2.53530,0.92848,0.00169,0.23250,3.75885,0.83640,5.48567,0.20411,0.68201,
Serbia and Montenegro,1963,1.04082,,0.71137,2.47828,0.79738,0.01064,0.32434,4.71720,0.98834,6.21997,0.41399,0.80175,
Serbia and Montenegro,1964,0.68493,,0.86734,2.82238,0.93651,0.02435,0.24485,4.35068,1.02246,6.00637,0.14386,0.86042,
Serbia and Montenegro,1965,0.72660,,1.08898,3.91049,1.08510,0.01169,0.14223,4.40443,1.31076,6.38956,0.06397,1.09394,
Serbia and Montenegro,1966,0.83911,,1.16374,3.87102,1.16513,0.00700,0.12534,4.96180,1.38783,6.98561,0.09693,1.07810,
Serbia and Montenegro,1967,0.66727,,0.99227,2.99360,1.15606,0.00729,0.06767,5.24260,0.90240,7.19766,0.06851,1.06242,
Serbia and Montenegro,1968,0.47816,,0.95804,3.29676,1.29258,0.02077,0.10625,5.01343,0.80193,6.86646,0.03863,1.25483,
Serbia and Montenegro,1969,0.50180,,0.98502,3.74090,1.07636,0.03086,0.09621,5.20534,0.77787,6.99042,0.06194,1.02690,
Serbia and Montenegro,1970,0.38233,,0.65619,3.48781,0.81283,0.02526,0.06624,4.43821,0.56542,5.94087,0.03736,0.75990,
Serbia and Montenegro,1971,0.44779,,0.62230,4.97290,0.86916,0.01468,0.14478,4.93431,0.61483,6.74466,0.03245,1.19376,
Serbia and Montenegro,1972,0.36840,,0.58676,4.94122,1.04143,0.00823,0.04624,5.16660,0.34799,7.19879,0.02264,1.10254,
Serbia and Montenegro,1973,0.46965,,0.94264,5.52133,1.04827,0.01617,0.16829,6.16494,0.42004,8.28263,0.05519,1.65391,
Serbia and Montenegro,1974,0.65618,,1.55947,5.26360,1.32716,0.02999,0.15868,5.13513,0.68803,7.73819,0.08112,2.14131,
Serbia and Montenegro,1975,0.69293,,0.69711,4.69090,1.11535,0.02708,0.07403,3.33696,0.62577,5.37557,0.14372,1.27005,
Serbia and Montenegro,1976,0.57905,,0.71826,3.86487,1.17584,0.02814,0.13933,3.27024,0.62752,5.31887,0.04747,1.09198,
Serbia and Montenegro,1977,0.70367,,0.78647,3.23403,0.94767,0.01980,0.10576,3.23390,0.72563,4.90515,0.03476,1.13328,
Serbia and Montenegro,1978,0.83990,,0.84309,3.21940,0.86678,0.02388,0.19847,3.27132,0.90575,4.88129,0.03984,1.19232,
Serbia and Montenegro,1979,0.53793,,1.08323,3.65905,0.76425,0.02093,0.03423,4.17409,0.53963,5.77229,0.04480,1.37315,
Serbia and Montenegro,1980,0.83626,,1.45808,4.17313,0.84464,0.02599,0.05646,3.92418,0.80870,5.50823,0.08363,1.95434,
Serbia and Montenegro,1981,0.86319,,1.95588,4.05170,0.82255,0.02979,0.06522,3.12532,0.64934,4.75034,0.05472,2.55530,
Serbia and Montenegro,1982,1.16387,,2.39830,4.60367,0.73173,0.03336,0.03083,3.70945,0.61009,5.19290,0.07345,3.20711,
Serbia and Montenegro,1983,1.66248,,2.70745,6.65486,1.02962,0.06163,0.02976,5.67666,0.86622,7.96417,0.10006,3.73548,
Serbia and Montenegro,1984,0.81010,,1.07831,3.34169,0.65073,0.02928,0.01754,3.07815,0.49439,4.43639,0.03182,1.62404,
Serbia and Montenegro,1985,0.58289,,1.08205,3.53659,0.79985,0.03096,0.02304,3.04375,0.40848,4.46223,0.04920,1.68795,
Serbia and Montenegro,1986,0.58046,,0.91754,3.86698,0.85536,0.02623,0.03456,3.38784,0.43417,4.79324,0.06688,1.52254,
Serbia and Montenegro,1987,0.57615,,1.04852,4.28639,0.98169,0.03912,0.04243,4.20379,0.47504,5.80960,0.06945,1.50486,
Serbia and Montenegro,1988,0.58012,,1.30899,4.56593,1.05667,0.04649,0.04395,4.89425,0.52396,6.80386,0.05599,1.58176,
Serbia and Montenegro,1989,0.50885,,1.01824,4.75713,0.96498,0.05336,0.03919,5.05648,0.37741,6.68784,0.06295,1.63660,
Serbia and Montenegro,1990,0.71861,,1.06416,5.63901,0.86409,0.04767,0.03248,6.08820,0.53782,7.57085,0.26094,1.28685,
Serbia and Montenegro,1991,0.73019,,1.30091,1.13248,0.88162,0.05202,0.02770,11.12953,0.52615,12.61594,0.33737,1.52373,
Serbia and Montenegro,1992,0.45806,,0.49978,0.56608,0.42611,0.02644,0.03244,7.48811,0.28224,7.61150,0.24342,1.24093,
Seychelles,1969,0.42437,,,0.06078,,,,,0.37575,0.06078,0.04863,,
Seychelles,1970,1.26953,,4.93706,,2.17014,,,0.54253,4.99674,2.71267,0.03798,1.17187,
Seychelles,1971,0.77848,,3.55095,0.04553,4.55250,,0.05008,0.91050,3.60103,5.50853,,0.77848,
Seychelles,1972,1.41948,,1.04421,0.03263,3.26643,,0.25126,1.30526,1.55979,4.60106,,1.15842,
Seychelles,1973,0.78870,,0.54206,,2.71030,,0.26832,1.38225,0.94589,4.09255,,0.65318,
Seychelles,1974,0.44280,,2.27196,2.31833,2.32528,,0.33152,2.31833,2.29746,4.63666,,0.75578,
Seychelles,1975,0.74054,,3.09603,0.20919,2.10446,,0.18409,2.09191,3.12950,4.18383,,0.90371,
Seychelles,1976,0.98216,,8.50261,,2.02926,0.10146,0.08929,0.81171,1.92577,9.63900,,0.95172,
Seychelles,1977,1.70656,,2.69657,,0.30995,0.03100,0.06819,1.23980,2.10330,2.35563,0.02015,0.91745,
Seychelles,1978,1.59902,,1.75331,0.10520,0.36001,,0.10286,0.81821,1.63759,1.39096,0.01403,0.73055,
Seychelles,1979,1.59436,,1.05295,,0.15716,,0.08644,0.95866,0.90444,1.27297,0.18780,0.57441,
Seychelles,1980,2.13291,,1.52690,0.14251,0.46825,0.01357,0.11197,1.11973,1.47736,1.68299,0.19137,0.72205,
Seychelles,1981,1.23435,,1.11037,0.07747,0.25823,0.01291,0.04261,2.22075,0.98581,2.63391,0.11749,0.69011,
Seychelles,1982,1.13243,,1.76524,0.00676,21.70208,,0.09668,0.85186,1.36906,23.23678,0.02840,0.44148,
Seychelles,1983,1.17849,,1.50634,0.02045,2.04481,0.00682,0.09270,0.74976,1.16827,3.43528,0.05317,0.23583,
Seychelles,1984,0.45601,,2.74265,0.06609,0.19826,,0.10905,3.95868,2.11482,4.68564,0.01652,0.30136,
Seychelles,1985,1.23751,,3.85168,0.05921,6.07209,0.05921,0.05211,9.69876,0.76086,16.21197,0.00829,3.71549,
Seychelles,1986,0.60044,,8.35465,,3.89703,0.32716,0.04763,10.44500,1.07540,14.81352,0.00962,7.50491,
Seychelles,1987,0.30411,,8.68466,0.00642,5.69710,0.55362,0.03530,13.58784,0.58654,19.92241,0.00241,8.15671,
Seychelles,1988,0.52373,,9.32499,0.53553,1.82307,0.20787,0.03100,38.46719,0.50822,40.53336,0.00125,8.87134,
Seychelles,1989,0.06342,,13.15838,0.54151,1.99956,0.18500,0.05991,19.90247,0.14279,22.77054,0.00017,12.49244,
Seychelles,1990,0.05121,,9.03868,0.04424,0.15283,,0.04775,15.83027,0.14680,16.36863,0.02477,8.58827,
Seychelles,1991,0.98209,,11.40005,0.07439,0.27820,0.01500,0.00676,19.76972,0.49880,20.74469,0.04026,11.24247,
Seychelles,1992,0.57405,,6.33206,0.20585,0.32463,0.00496,9.44588,7.95398,0.10186,18.45219,0.19892,6.07754,
Seychelles,1993,0.50658,,4.33286,0.08912,0.97857,0.00693,0.06183,4.83499,0.05776,6.32986,0.00047,4.06175,
Seychelles,1994,0.76767,,8.93053,0.05058,0.60748,0.01741,0.00007,4.63900,0.05708,5.57474,0.01920,9.01408,
Seychelles,1995,0.62387,,4.31261,0.11694,0.60204,0.01358,,4.44100,0.96622,5.78094,0.00722,3.01889,
Seychelles,1996,0.85680,,10.88621,0.26132,0.88686,0.02893,,7.25470,6.12657,9.24454,0.16577,4.28596,
Seychelles,1997,0.70914,,2.94715,0.05152,0.67308,0.12102,0.00001,14.04063,0.20841,16.05152,0.28252,2.00012,
Seychelles,1998,0.77801,,1.10816,0.06475,0.40471,0.02990,,16.22347,0.33349,17.70406,0.00557,0.56588,
Seychelles,1999,0.61257,,2.55557,0.04527,0.92487,0.04192,,19.93905,0.29553,22.07379,0.01901,1.73091,
Seychelles,2000,1.00814,,3.91274,0.10138,1.31539,0.03697,0.00804,23.85637,0.25583,27.42704,0.01843,2.53772,
Seychelles,2001,2.38689,,5.26607,0.17790,3.93747,0.12631,0.01342,29.61958,0.85198,36.50448,0.44165,3.72954,
Seychelles,2002,6.61434,,7.19521,0.36028,4.02162,0.13170,0.00589,37.76604,0.63411,45.47254,1.14815,8.84028,
Seychelles,2003,2.05789,,10.94267,0.10801,2.20937,0.10419,0.00154,41.28405,0.58229,46.46945,0.20766,9.44833,
Seychelles,2004,3.07360,,6.09128,0.37469,1.12455,0.23863,0.03663,37.42531,1.42650,43.19469,1.17739,2.56611,
Seychelles,2005,3.23222,,7.02166,0.69464,0.99507,0.27115,0.00642,37.39634,1.05217,44.19923,0.91419,3.45191,
Seychelles,2006,4.86965,,4.43889,0.34313,1.67414,0.32179,0.00891,26.23528,1.08948,31.69111,0.81960,4.29159,
Seychelles,2007,5.81609,,4.62132,0.43178,1.39366,0.37726,1.26731,21.80785,0.78746,27.87769,0.76609,6.28404,
Seychelles,2008,5.37131,,5.48429,0.25368,0.75097,0.28824,1.94894,26.29234,1.78758,32.10912,1.98539,4.50767,
Seychelles,2009,3.32551,,8.61417,0.25377,0.82666,0.26185,0.17028,30.37129,4.07841,35.84633,1.84950,2.04928,
Seychelles,2010,3.97950,,9.55178,0.41456,0.54100,0.51722,0.48182,22.83851,1.55108,29.25811,2.12796,5.38724,
Seychelles,2011,3.16659,,6.03397,0.30906,0.65948,0.38771,0.08088,24.62755,1.05446,30.63264,1.95901,1.61913,
Seychelles,2012,3.97441,,7.87423,0.58523,0.70582,0.23579,0.02784,25.40613,1.01697,33.25371,1.93323,2.60553,
Seychelles,2013,5.32836,,5.72686,0.32275,0.65197,0.17277,0.03178,27.80590,0.86688,33.22180,1.63910,4.31263,
Seychelles,2014,4.80012,,5.83556,0.64054,0.41106,0.23408,0.11611,25.43325,1.13762,30.37036,1.68802,4.27471,
Sierra Leone,1960,0.18633,,0.03105,1.86330,0.43477,,,20.86895,0.06211,21.33478,0.12422,,
Sierra Leone,1961,0.21352,,0.03050,2.44177,0.42704,,,26.41575,0.03050,26.87482,0.09151,0.09151,
Sierra Leone,1962,0.11671,,0.02918,2.63187,0.02918,,,23.98448,0.02918,24.04868,0.08753,,
Sierra Leone,1963,0.11275,,0.02869,2.29803,0.34429,,,23.84184,0.02869,24.18891,0.11275,,
Sierra Leone,1964,0.39371,,0.08068,2.77128,3.22712,,,22.53608,0.16136,25.92589,0.23235,,
Sierra Leone,1965,0.32027,,0.11130,2.87161,1.78085,,,25.68313,0.08348,27.58084,0.23680,0.02783,
Sierra Leone,1966,0.19788,,0.13316,3.86297,4.31475,,,18.80261,0.13316,23.33139,0.09135,0.00027,
Sierra Leone,1967,0.24599,,0.14335,5.79996,3.18238,,,22.70673,0.08601,26.06973,0.15998,,
Sierra Leone,1968,0.26617,,0.60935,4.73837,2.72843,,,31.55883,0.33347,34.87236,0.14491,0.00303,
Sierra Leone,1969,0.22949,,2.35924,2.77716,4.29249,,0.00073,24.47649,0.39539,30.72915,0.17666,0.00049,
Sierra Leone,1970,0.35381,,2.22762,2.45734,2.07246,,0.00023,20.66686,0.20303,25.01366,0.25437,0.00529,
Sierra Leone,1971,0.33703,,2.71792,3.43335,5.83984,0.00048,0.00048,19.82722,0.10297,28.43660,0.25098,0.02884,
Sierra Leone,1972,0.38780,,2.71863,2.64498,6.16957,0.00021,0.19575,19.44192,0.16561,28.34950,0.22648,0.23873,
Sierra Leone,1973,0.25945,,1.88742,3.25868,16.55998,,0.00017,19.21492,0.08196,37.73845,0.21922,0.00174,
Sierra Leone,1974,0.39847,,1.96179,3.04506,11.08573,0.00154,0.00015,17.50719,0.18462,30.60836,0.26164,0.01588,
Sierra Leone,1975,0.40882,,2.28959,3.25759,6.82681,0.00927,0.00015,11.51669,0.07659,20.56567,0.36330,0.06492,
Sierra Leone,1976,0.42512,,1.35873,2.03061,8.84374,0.00168,0.00017,13.26636,0.11464,22.83257,0.36242,0.59960,
Sierra Leone,1977,0.57713,,0.17578,1.69129,9.90260,0.00289,0.00029,13.06691,0.25867,23.05900,0.46561,0.00014,
Sierra Leone,1978,0.46656,,0.08847,1.35314,7.95230,0.00208,0.00010,13.43356,0.12349,21.48277,0.37846,,
Sierra Leone,1979,0.33958,,0.31099,1.14299,8.22995,0.00270,,18.43020,0.12044,27.03054,0.27772,0.00009,
Sierra Leone,1980,0.18657,,0.13264,2.77373,7.27728,,,16.98305,0.03021,24.50836,0.17089,,
Sierra Leone,1981,0.40266,,0.17805,2.50262,4.26074,0.00090,,11.34881,0.24102,16.10918,0.16388,,
Sierra Leone,1982,0.23664,,0.33635,1.72925,2.88722,,0.00077,4.44046,0.04508,7.50524,0.20444,0.27019,
Sierra Leone,1983,0.68037,,0.11697,3.76242,2.32155,0.00703,0.08059,9.19421,0.07576,11.81705,0.66630,0.08681,
Sierra Leone,1984,0.50347,,0.14346,2.20695,3.75182,,0.53068,10.83614,0.10842,14.86383,0.43551,0.63367,
Sierra Leone,1985,0.48006,,0.14238,3.31314,2.25816,,0.20705,11.35151,0.04443,14.01696,0.43797,0.20705,
Sierra Leone,1986,0.05027,,0.33277,8.49073,1.61471,0.00204,,19.16229,0.33683,21.27273,0.04621,,
Sierra Leone,1987,0.05722,,0.06311,4.46594,4.19288,,0.00086,15.76769,0.10235,20.36282,0.00372,,
Sierra Leone,1988,0.14523,,0.13519,3.42153,5.12264,0.00379,,10.21295,0.04813,15.62626,0.13463,0.05673,
Sierra Leone,1989,0.30275,,0.86202,4.74538,8.29349,0.00160,0.51349,13.03117,0.29933,22.19744,0.00342,0.97113,
Sierra Leone,1990,1.20769,,0.82006,6.72206,7.88586,0.00002,1.39791,17.24302,1.22838,26.32464,0.00507,1.71485,
Sierra Leone,1991,0.58949,,0.39376,0.98268,8.26863,0.00060,1.95602,26.66654,0.39659,36.20976,0.04973,2.12988,
Sierra Leone,1992,0.90202,,0.37868,3.82745,10.31645,0.00860,0.70655,41.57075,0.46494,55.81499,0.00107,1.22357,
Sierra Leone,1993,0.44705,,2.51710,0.15046,7.36154,0.00168,0.01941,10.24997,0.39262,18.19902,0.00658,2.14899,
Sierra Leone,1994,0.12875,,1.61559,1.18580,6.70478,0.00654,0.01359,21.40964,0.13710,30.69733,0.02765,0.20262,
Sierra Leone,1995,0.17332,,1.37414,0.94239,3.84232,0.06742,0.00632,16.22466,0.03937,21.90464,0.13160,0.55202,
Sierra Leone,1996,0.18527,,1.18984,1.11277,3.74500,0.03839,,16.63540,0.06024,21.96234,0.12390,0.76019,
Sierra Leone,1997,0.27943,,0.44909,0.33823,3.13778,0.00550,0.00336,19.88049,0.24099,23.60095,0.05114,0.20080,
Sierra Leone,1998,0.22108,,0.44014,0.50102,2.10454,0.00127,0.00744,15.08234,0.03724,17.83714,0.13449,0.34896,
Sierra Leone,1999,0.30382,,0.50036,0.35131,1.74665,0.10719,0.00263,12.45894,0.05313,14.74790,0.09464,0.57522,
Sierra Leone,2000,0.97635,,0.60359,0.28628,1.04992,0.00405,0.00725,18.50694,0.28822,19.93133,0.68517,0.52965,
Sierra Leone,2001,0.46741,,0.49454,0.29449,0.66036,0.00992,0.01054,3.46162,0.21714,4.70665,0.08564,0.38904,
Sierra Leone,2002,0.39106,,0.49321,0.18483,0.47348,0.00109,0.01165,7.52878,0.45359,8.30437,0.07850,0.24759,
Sierra Leone,2003,0.28248,,0.60195,0.13083,0.69744,0.01076,0.00384,9.26119,0.65429,10.11176,0.08820,0.13334,
Sierra Leone,2004,0.29469,,0.50672,0.73845,1.00096,0.01441,0.00237,11.22934,0.38873,12.95362,0.08766,0.35580,
Sierra Leone,2005,0.51520,,0.47634,0.18058,0.74970,0.03278,0.00352,10.92850,0.48379,11.85875,0.15951,0.38344,
Sierra Leone,2006,0.36271,,0.44767,0.14245,2.42654,0.17724,0.02279,8.24876,0.31791,11.03577,0.18111,0.29215,
Sierra Leone,2007,0.73824,,2.38824,0.13199,3.35326,0.12392,0.02006,8.47811,1.89376,12.05575,0.56131,0.72170,
Sierra Leone,2008,0.41381,,1.18246,0.20450,2.36958,0.10167,0.03962,5.88678,0.99244,8.44290,0.18621,0.57559,
Sierra Leone,2009,0.94056,,0.92464,0.31033,1.30922,0.21076,0.04638,5.43451,0.88780,7.22238,0.19479,0.87031,
Sierra Leone,2010,0.42948,,1.39826,2.36512,1.21353,0.25983,0.02340,6.13812,0.45754,8.14313,0.10498,3.12072,
Sierra Leone,2011,0.39077,,1.76809,2.81116,1.07354,0.36155,0.02728,6.30301,0.89751,8.12044,0.10655,3.61092,
Sierra Leone,2012,0.38558,,15.68314,2.12029,0.49250,0.09492,0.05234,6.52071,0.42417,9.30180,0.09107,15.53243,
Sierra Leone,2013,0.55280,,29.73817,1.04464,0.86244,0.39136,0.04972,4.03021,0.23249,5.96253,0.07136,30.40296,
Sierra Leone,2014,0.38897,,35.82668,1.73532,0.60558,0.04017,0.08585,4.74081,0.45428,5.95678,0.08044,36.93190,
Singapore,1900,,,,,,0.73360,,,,0.73360,,,
Singapore,1901,,,,,,0.64879,,,,0.64879,,,
Singapore,1902,,,,,,0.69812,,,,0.69812,,,
Singapore,1903,,,,,,0.89521,,,,0.89521,,,
Singapore,1904,,,,,,0.97232,,,,0.97232,,,
Singapore,1905,,,,,,0.83671,,,,0.83671,,,
Singapore,1906,,,,,,0.79337,,,,0.79337,,,
Singapore,1907,,,,,,0.85933,,,,0.85933,,,
Singapore,1908,,,,,,0.82629,,,,0.82629,,,
Singapore,1909,,,,,,0.68791,,,,0.68791,,,
Singapore,1910,,,,,,0.56271,,,,0.56271,,,
