Entity,Year,"Gross value added of Agriculture to GDP (GGDC, 2017)","Gross value added of Mining to GDP (GGDC, 2017)","Gross value added of Manufacturing to GDP (GGDC, 2017)","Gross value added of Utilities to GDP (GGDC, 2017)","Gross value added of Construction to GDP (GGDC, 2017)","Gross value added of Trade, Restaurants and Hotel to GDP (GGDC, 2017)","Gross value added of Transport, Storage and Communication to GDP (GGDC, 2017)","Gross value added of Finance, insurance, real estate and business services to GDP (GGDC, 2017)","Gross value added of government services to GDP (GGDC, 2017)","Gross value added of Community, social and personal services to GDP (GGDC, 2017)","Summation of all sectors GDP (GGDC, 2017)"
Egypt,1989,39471.3602079771,52900.7095633122,58752.4181821265,3732.1559443027,9354.8323322353,36470.9457213810,27475.6663177204,12094.5612728715,21541.2706527293,7410.8457660572,269204.7659607130
Egypt,1990,41060.2497078745,55370.9602644807,62116.0695873923,4167.2384260133,9877.3828153043,37266.8282412742,29318.7326047022,12939.9738834665,22281.1084075988,7665.3722320969,282063.9161702040
Egypt,1991,44018.5390351339,46607.7669890823,67988.0173088908,4043.6288264606,10417.7290852056,38286.5804087036,28332.9643478326,13757.6772083173,24708.0886322296,8500.3265118126,286661.3183536690
Egypt,1992,45114.9417601787,47331.5345883900,69959.1379211596,4182.0593628619,10518.2713852113,39435.9705037889,28380.7111701242,14605.8899408834,25772.8739005998,8732.9932468736,294034.3837800720
Egypt,1993,46844.8216152495,51398.2485745991,72884.5312107967,4338.7044435266,10949.8298729281,40133.5313890821,28861.9991388235,16107.1322219932,26819.9127478306,9019.9859166423,307358.6971314720
Egypt,1994,48203.1427690551,51469.9087329464,78491.2742856946,4599.1724264923,11577.8325468098,42712.9212990183,29394.8536755977,16748.8641176046,28039.3454004165,9508.2361584047,320745.5514120400
Egypt,1995,49683.2864478656,51469.9087329464,84382.7347823647,4841.4258651947,12216.6628529999,45254.2624333932,30779.5115220539,19077.1655009622,29334.8341436003,9914.7456491103,336954.5379304910
Egypt,1996,60175.4018774518,52508.4025317733,76850.6537416019,4376.5023564594,14631.0514325995,47807.6518548152,33149.5438855772,33928.4091420588,30950.5846983683,9480.5630041755,363858.7645248810
Egypt,1997,60977.4894663694,61747.2925111720,83906.9999990058,5070.2534031761,16349.8575655828,50300.1537166759,36276.1402633218,34620.3439237126,33794.6196958864,9975.3163734460,393018.4669183490
Egypt,1998,65350.3760139791,73913.8964213201,76827.6696218565,5264.9596465335,17190.7262325686,52243.7749782337,34637.6398115047,39088.7101873316,37288.0980783991,10893.7912870504,412699.6422787770
Egypt,1999,65538.7611005477,33333.4973309248,75954.0666712534,6442.8233977108,19572.8208281301,54168.6647841182,36365.5797762913,43218.5310873943,40219.5618189284,11791.6364897462,386605.9432850450
Egypt,2000,65797.7102587595,53595.3965454310,77323.8977882328,6427.4306238535,19469.1158455550,56056.6889140377,35729.6314141975,44941.0222498698,43728.2713604719,11884.9233938142,414954.0883942230
Egypt,2001,68239.0706995613,60744.8620147462,80788.3726166038,6151.6837088294,19877.1103536257,56431.6541422427,38272.2398294927,46001.4453179057,46795.8516654452,12796.0890204987,436098.3793689510
Egypt,2002,67807.5332022189,50072.4128893571,85115.8114667203,6732.6742853405,18863.9610327789,64017.5977613948,40657.6591391864,40911.6588316904,45936.1946853244,13754.1071184170,433869.6104124290
Egypt,2003,70682.4384679855,54492.3841878753,77148.1532315650,7098.2855574457,17920.2968607049,59429.5651627360,41427.2123647056,41262.0277808023,46058.4085733015,13924.5618362454,429443.3340233670
Egypt,2004,72841.2684994310,66716.0167313493,86721.2126980773,7163.0477575014,19227.9272164762,67364.1251731685,47062.1827059939,43245.9211004976,49224.7733843744,14303.4146582822,473869.8899251520
Egypt,2005,75291.2000000000,64025.9000000000,89980.9000000000,7837.5000000000,20106.0000000000,73078.5000000000,51915.3000000000,37090.7000000000,51754.6000000000,15117.8000000000,486198.4000000000
Egypt,2006,76944.3705091977,85871.9022104917,95012.1469334359,8488.2645019190,24469.3661554262,77922.8581361045,64463.7094838481,48740.0573304701,53385.9284095559,15470.4515526347,550769.0552230840
Egypt,2007,85905.0402436398,79600.0792840679,98044.9736247405,8738.0980710792,29486.8114951191,85399.8668051701,78751.3113219444,45889.0140375553,51734.9926885516,27485.5125444624,591035.7001163300
Egypt,2008,83734.8978521680,98210.1606817643,104329.8367670630,9446.0936105284,33453.5175146271,93541.0244222016,88817.4664284377,49698.4456348738,53586.1673920091,27692.2091577559,642509.8194614290
Egypt,2009,87331.3808318180,97890.5129818041,109860.5775158390,9967.8447927260,37922.1016056077,100609.4681144100,96296.3776570545,51985.8821562389,59222.2645276116,27590.3644029860,678676.7745860960
Egypt,2010,90235.6125309575,93678.9714333487,115490.7318236080,10527.0335237514,41145.9168358422,106293.0451866700,100488.9302968990,54980.6070373158,61547.9824967812,29121.3050973625,703510.1362625360
Egypt,2011,95604.7069431920,82328.8513515506,117445.7283811800,11116.8675981224,43266.4293158569,108971.0436763160,106661.6120687250,56350.5463171650,63969.0725723671,30160.5259708101,715875.3841952850
Egypt,2012,101349.9050245960,96715.7264328888,120151.9323719380,11842.9477292336,45129.8848551640,111575.9112661310,109476.5059135280,58495.4372838274,66864.7229306972,32288.2526101755,753891.2264181800
Ethiopia,1961,23576.2402145575,29.0116416724,566.5720229968,111.3102255274,785.0569551236,1506.4225672838,263.5703266498,134.9872125622,506.5024201354,214.1344840953,27693.8080706044
Ethiopia,1962,23999.4838886220,38.6821888965,606.4714612361,133.5722706329,862.9633705175,1646.3046628173,289.5561335026,148.4859338184,528.9140316459,262.2545928808,28516.6885345701
Ethiopia,1963,24532.4574041107,38.6821888965,638.3910118274,166.9653382912,892.9273764383,1764.6664359611,311.8296822336,167.4459697814,564.7726100625,267.0666037593,29345.2046213620
Ethiopia,1964,25049.7552279673,48.3527361206,742.1295512494,189.2273833967,934.8769847273,2001.3899822485,360.0890378174,183.5043556281,605.1135107813,279.0966309557,30393.5354008923
Ethiopia,1965,25394.6204438718,77.3643777930,821.9284277278,233.7514736076,994.8049965688,2195.0728837564,408.3483934012,217.0740310122,654.4190561042,339.2467669375,31336.6308507806
Ethiopia,1966,25880.5668844644,87.0349250171,913.6971356780,256.0135187131,1120.6538214360,2442.5565912388,449.1832327413,230.2471758577,708.2069237292,356.0888050124,32444.2490138880
Ethiopia,1967,26742.7299242255,87.0349250171,1057.3351133392,300.5376089241,1306.4306581446,2453.3167524337,482.5935558377,251.2478754048,770.9594359584,372.9308430874,33825.1166923724
Ethiopia,1968,26973.4032703229,77.3643777930,1013.4457312761,322.0045809901,1823.7421268059,3829.5676135550,605.0980738581,256.6047900004,583.5438824657,399.3969029194,35884.1713499865
Ethiopia,1969,27542.3975240298,67.6938305689,1129.1541021698,332.7380670231,1876.3500727715,4053.9563409117,638.5083969545,277.0352947046,634.6572152365,423.4569573121,36975.9478016824
Ethiopia,1970,28188.2828931025,87.0349250171,1232.8926415917,364.9385251221,1665.9182889092,4442.8968016634,723.8903337566,332.9716100872,677.2516592121,437.8929899477,38153.9706684097
Ethiopia,1971,28757.1840369659,90.8190521918,1346.3171670896,411.6419673252,1834.2637159990,4669.0860859018,798.3921038974,373.0128456847,691.3765566051,476.4253712128,39448.5189028734
Ethiopia,1972,29779.6685252610,87.9809568108,1401.4319013105,430.1061188939,1935.9724115324,4862.3206399863,875.1178074753,393.7961173756,755.6820105259,528.7193172153,41050.7958063870
Ethiopia,1973,29994.9284175336,96.4952429538,1471.3237744166,455.0870298398,1900.0236484560,5031.5881175952,925.1563098087,413.9595344368,839.6879792316,556.7929092799,41685.0429635519
Ethiopia,1974,29830.4083570110,91.7650839854,1456.5466355313,482.2401939114,1884.2412646663,5371.6210150927,941.8358105865,507.4701686238,910.6841740228,577.7104876809,42054.5231911121
Ethiopia,1975,29294.4315591647,81.9060253754,1438.6205722529,480.1660425397,1849.1912347270,5335.9423515238,946.7310071073,625.0203223691,1020.1269248150,592.5694807015,41664.7055205764
Ethiopia,1976,30181.2880625080,68.2550211462,1446.8276855611,465.6469829381,1510.7771525548,5292.3350960508,978.3866112746,767.6080458786,1070.0790060251,613.8733381648,42395.0770021019
Ethiopia,1977,30204.6263915433,61.4295190316,1473.3928154796,472.9065127389,1607.4668903183,5177.3705134399,1015.9164512668,774.5056791535,1171.2382458628,623.5406348288,42582.3936536634
Ethiopia,1978,29764.4172197386,59.1543516600,1428.0377156187,476.0177397964,1534.3452761346,4528.5474092799,989.4823900549,826.1393910970,1362.2610287822,623.5406348288,41591.9431569911
Ethiopia,1979,30493.5388096016,59.1543516600,1676.4108815234,550.6871891762,1652.7902048949,5218.9956209369,1073.3534237766,863.3866107815,1362.7630597491,653.6166688946,43604.6968209949
Ethiopia,1980,31947.7581394939,61.4295190316,1801.8933244717,576.6140813220,1928.9602683819,5474.0319938552,1145.1496394138,918.7647522172,1417.4844351452,818.6768082320,46090.7629615645
Ethiopia,1981,32766.2091956647,61.4295190316,1882.0206675592,601.5038977819,1938.6292421583,5638.5502758673,1190.5117938391,981.4346774006,1467.1855008719,834.4309213141,47361.9056914887
Ethiopia,1982,32346.1192730284,71.2885776416,1955.2367573346,676.1733471617,1917.4783620225,5807.0328538315,1256.7601200862,1025.7766055964,1512.8703188631,875.6064441423,47444.3426597083
Ethiopia,1983,33834.1389415236,69.0134102700,2057.1777436885,719.7305259666,2085.4767813866,6173.0695134085,1344.2209645897,1169.2473777144,1643.1473547832,780.5446936128,49875.7673069440
Ethiopia,1984,29661.4066639964,85.6979709947,2148.5358734082,772.6213859440,2293.3597175781,6200.1588690812,1400.6788977954,1102.8330230389,1666.2407792622,802.5646471253,46134.0978282244
Ethiopia,1985,25151.4757704067,106.9328664624,2179.8524899788,842.1054568947,2229.3027663098,5863.1937131529,1531.2174716812,1162.5468196759,1753.8451829927,823.3314325517,41643.8039701067
Ethiopia,1986,28010.8234622204,107.6912555862,2249.1809997661,887.7367870713,2264.9571071101,6201.4803010652,1715.2768608603,1142.0509950876,1811.3277287069,850.1850343962,45240.7105318703
Ethiopia,1987,32260.8136565543,84.1811927470,2367.3202360703,953.0725552786,2353.7908036803,6694.3744311094,1719.5193645116,1272.1206511287,1858.7696550824,896.5522535810,50460.5147997435
Ethiopia,1988,31576.7591848285,100.1073643478,2407.9238492791,1025.6678532868,2283.6907438018,6777.6246461035,1861.1537171778,1413.6206708824,2081.4203889187,933.7892481387,50461.7576667649
Ethiopia,1989,32282.5424456562,101.6241425954,2454.7907858020,1057.8171995475,2173.1018562348,6934.8750522033,1885.6296997814,1367.5050655588,2154.4658946080,965.2974743029,51377.6496162901
Ethiopia,1990,32355.7765126292,148.6442682739,2352.2018694500,1109.6709838391,1947.0895942126,6640.8564357561,1932.9499328150,1363.9577113031,2255.1231034787,993.0461962088,51099.3166079665
Ethiopia,1991,32534.4354452446,302.5972604148,1948.7574573545,1054.7059724900,1557.9133997145,6029.6941431410,1718.8666716422,1723.0753090049,2347.4968013951,1021.8690621886,50239.4115225900
Ethiopia,1992,31646.1099752362,224.5076448239,1841.2998926420,1092.7133949221,1332.4702079631,5138.5800529600,1971.6411821778,1635.4613102419,2690.7292882657,1350.2775902938,48923.7905395264
Ethiopia,1993,33632.2350435520,322.1196643125,2506.3750904574,1159.2263841782,1689.1415262563,7022.1924711270,2116.0837596267,1783.9183637014,3099.7628218421,1402.1315684157,54733.1866934694
Ethiopia,1994,32402.5443274268,253.7912506705,2727.0987368940,1216.2375178263,1847.2882428580,7502.4335975719,2226.8230690042,1968.8812499788,3704.4210888681,1526.5811159082,55376.1001970067
Ethiopia,1995,33504.2230762582,283.0748565171,2971.0564513765,1282.7505070825,1985.2460169148,8148.0911120144,2306.2664866011,2131.9406365654,3919.6082956627,1759.5783242692,58291.8357632618
Ethiopia,1996,35071.3998879762,312.3584623637,3197.5886148246,1206.7356622183,2133.2982622440,8847.1087516175,2527.7451053561,2314.4698006549,4798.1411895181,2087.2954659995,62496.1412027728
Ethiopia,1997,36277.8157009572,361.1644721080,3383.4611591922,1368.2672075546,2318.3635689056,9583.4784788329,2797.3712499274,2511.6012978715,4926.1864695942,2195.8431268680,65723.5527318116
Ethiopia,1998,32442.3184908370,370.9408134606,3387.2219198066,1418.0461625738,2632.1487586253,9509.9935033159,2926.7905624226,2558.9501975184,5321.2387274362,2233.1426697382,62800.7918057346
Ethiopia,1999,33544.6424025443,339.6951853134,3665.7903590114,1441.4091115261,2783.7022100381,9773.2175832220,2904.5303856375,2754.5888832006,6845.7981059097,2268.8827942219,66322.2570206249
Ethiopia,2000,34568.7413099374,377.5007287424,3939.5106048823,1498.5207492717,2862.2695386865,10360.3839662143,3167.0645727229,2984.6019409086,8462.8835791948,2367.0529392507,70588.5299298116
Ethiopia,2001,37895.7446687405,397.1494595117,4080.0977334211,1548.3471515251,3091.8436750728,10938.3924400476,3599.8590699637,3232.5012675271,8217.4930427524,2458.9258054350,75460.3543139970
Ethiopia,2002,37185.0780715087,439.0411470560,4132.3602015783,1698.0912817021,3593.5011673956,11337.2372953772,3802.6092825187,3340.2102832058,7555.6821316333,2600.7101772964,75684.5210392722
Ethiopia,2003,33286.2866110235,456.9449432132,4165.0967379014,1780.2235070934,4083.6490053078,11746.8833151737,4200.6345355016,3774.4960811959,7825.4355300318,2648.1265026468,73967.7767690891
Ethiopia,2004,38926.6261460120,466.2266053420,4439.6134576182,1897.3890325063,4881.1784122226,12362.2767874899,4600.8229360278,4072.9013355561,8244.3803542678,2766.4144248427,82657.8294918854
Ethiopia,2005,44198.3721608772,485.4851706433,5007.1649572585,2047.0188134639,5249.5946264884,13947.3095681919,5486.2562979502,4557.8439404334,9278.7125828260,2975.2407138209,93232.9988319536
Ethiopia,2006,49019.7600843856,520.2857768849,5537.8075946491,2228.1492557837,5800.3791651812,16437.6799042425,5798.4577226359,5434.1690403483,9976.1020046752,3240.6528958657,103993.4434446520
Ethiopia,2007,53651.3017605496,440.1257794566,5999.8768940924,2531.4471571720,6432.9502729722,19485.8152134406,6339.4009192529,6069.5028719324,11524.3095429042,3500.9124340837,115975.6428458570
Ethiopia,2008,57675.9721592041,534.3734288829,6618.6453291669,2654.1635507355,7162.6191305728,22828.3975681197,7066.4805156503,7157.0592684385,13101.8668789918,3889.3495202760,128688.9273500380
Ethiopia,2009,61344.6739933858,602.6459638914,7219.3057362503,2786.9365983283,7998.8974680881,26014.8748972203,7696.6074907093,8654.1239765876,15288.0352283305,4127.2411472177,141733.3425000090
Ethiopia,2010,66024.8130762459,868.8173091627,8056.4876191347,2856.4493009960,8869.9850089241,29211.7365337846,8808.0901987345,9440.1072016616,17174.1276014430,4448.7166480016,155759.3304980890
Ethiopia,2011,71976.9321230532,1370.3250051745,9033.6814552607,3401.6622903241,10004.1108582097,32139.4182568952,9663.3157914070,11618.3145014800,18422.9794898300,4665.4235521859,172296.1633238200
Ethiopia,2012,75526.0800204524,1544.4796470103,10268.9702541400,4019.9679553674,11250.4981640870,36290.9974570429,10830.7017557740,13629.0833104255,20439.0544448917,4960.5069147305,188760.3399239220
France,1950,14439.5514359681,4295.2554696355,24077.1064937992,2553.0969023997,27347.6118153942,27181.1444459184,7524.7993691624,7950.1028716959,88115.3209290830,9887.1740474228,213371.1637804790
France,1951,14035.3471968433,4622.3775749389,26355.7278638460,2950.5850428931,28412.6963534508,28652.6812018579,8179.1297490896,8004.3081185484,92301.6426896984,10660.2185360190,224174.7143271850
France,1952,14344.9504438325,4892.6088793199,26805.5844433402,3149.3291131398,27848.8280685973,29667.5341369887,8375.4288630677,8094.6501966359,97500.7842311079,11127.9429324805,231807.6413085100
France,1953,15428.5618082947,4736.1591767836,27558.6052394501,3225.7691401577,28224.7402584996,31139.0708929283,8179.1297490896,8618.6342495431,97770.8695059863,11361.8051307112,236243.3451514440
France,1954,16400.3720002330,4921.0542797811,28815.2698147763,3546.8172536332,31012.7556669419,32864.3208826505,8627.8134381825,8925.7973150404,98783.6892867803,11836.0256993458,245733.9156373650
France,1955,16383.1718198447,5290.8444857762,30521.7909695968,3867.8653671086,34208.0092811116,35672.0806698456,9263.4486643974,9341.3708742427,101011.8928045270,12596.0778435958,258156.5527800470
France,1956,14835.1555848988,5319.2898862374,33401.8510274457,4250.0655021983,35461.0499141194,38209.2130076724,9927.1266211807,9431.7129523302,104995.6506089840,13265.1835774227,269096.2986824890
France,1957,16039.1682120789,5617.9665910796,35289.2927631497,4571.1136156738,37277.9588319806,40594.1174052297,10796.4512687982,10118.3127457948,106346.0769833760,14181.1438538265,280831.6022709880
France,1958,16090.7687532438,5916.6432959218,36511.7291204709,5014.4657723779,39157.5197814923,40594.1174052297,11198.3970736106,11166.2808516093,106886.2475331330,14525.4409789996,287061.6105660890
France,1959,17017.5273710379,6174.9094715374,37315.5335897753,5270.9601852873,41759.2018390464,41091.8832849969,11515.7605534296,11398.9117026845,111302.6245203420,14851.4764189307,297698.7889370680
