Entity,Year,0 to 4 (UN Population Division (2015)),5 to 14 (UN Population Division (2015)),15 to 24 (UN Population Division (2015)),25 to 60 (UN Population Division (2015)),70+ (UN Population Division (2015))
Gabon,1965,70.969,102.272,83.96,254.781,20.53
Gabon,1966,74.055,104.661,84.909,257.864,21.073
Gabon,1967,77.016,107.52,86.059,261.707,21.527
Gabon,1968,79.904,110.713,87.285,266.104,21.872
Gabon,1969,82.708,114.055,88.475,270.789,22.087
Gabon,1970,85.489,117.33,89.604,275.53,22.166
Gabon,1971,89.066,121.768,90.826,277.243,22.831
Gabon,1972,91.79,126.597,92.238,279.131,23.373
Gabon,1973,94.026,131.715,93.857,281.224,23.803
Gabon,1974,96.268,136.966,95.728,283.609,24.131
Gabon,1975,98.944,142.131,97.908,286.367,24.369
Gabon,1976,101.815,147.955,100.325,288.602,25.077
Gabon,1977,104.836,153.883,103.056,291.312,25.699
Gabon,1978,108.078,159.799,106.138,294.492,26.227
Gabon,1979,111.512,165.599,109.649,298.124,26.66
Gabon,1980,115.18,171.199,113.625,302.161,27
Gabon,1981,119.293,177.266,117.874,305.396,27.764
Gabon,1982,123.232,183.432,122.618,309.155,28.43
Gabon,1983,127.091,189.706,127.755,313.435,29.03
Gabon,1984,131.009,196.106,133.142,318.235,29.596
Gabon,1985,135.136,202.563,138.687,323.55,30.155
Gabon,1986,139.744,209.622,144.235,328.257,31.181
Gabon,1987,143.951,217.087,150.021,333.634,32.184
Gabon,1988,147.886,224.843,155.952,339.644,33.148
Gabon,1989,151.657,232.718,161.94,346.296,34.037
Gabon,1990,155.364,240.52,167.948,353.591,26.795
Gabon,1991,159.157,248.787,173.916,360.466,27.407
Gabon,1992,162.544,257.119,179.938,368.105,28.02
Gabon,1993,165.645,265.4,186.087,376.443,28.674
Gabon,1994,168.601,273.49,192.498,385.382,29.411
Gabon,1995,171.538,281.253,199.257,394.867,30.257
Gabon,1996,174.421,289.007,206.189,404.457,30.943
Gabon,1997,177.241,296.474,213.429,414.673,31.672
Gabon,1998,179.965,303.569,220.902,425.505,32.47
Gabon,1999,182.474,310.22,228.515,436.96,33.343
Gabon,2000,184.719,316.367,236.195,449.038,34.292
Gabon,2001,187.21,322.725,243.89,460.094,34.977
Gabon,2002,189.144,328.751,251.764,471.864,35.683
Gabon,2003,190.824,334.453,259.705,484.422,36.409
Gabon,2004,192.763,339.811,267.554,497.832,37.125
Gabon,2005,195.35,344.774,275.209,512.151,37.822
Gabon,2006,198.187,350.02,282.654,526.659,38.194
Gabon,2007,201.851,354.915,289.83,541.991,38.521
Gabon,2008,206.164,359.552,296.745,558.209,38.86
Gabon,2009,210.803,364.093,303.44,575.386,39.258
Gabon,2010,215.583,368.689,309.909,593.51,39.737
Gabon,2011,221.399,374.095,315.978,610.64,39.902
Gabon,2012,226.668,380.066,321.941,628.816,40.11
Gabon,2013,231.388,386.649,327.716,647.905,40.402
Gabon,2014,235.518,393.839,333.249,667.787,40.818
Gabon,2015,239.08,401.468,338.557,688.405,57.782
Gabon,2016,242.794,409.638,343.365,708.627,58.718
Gabon,2017,244.815,418.701,348.189,729.965,59.562
Gabon,2018,245.745,428.285,353.063,752.151,60.331
Gabon,2019,246.445,437.806,358.076,774.845,61.04
Gabon,2020,247.538,446.723,363.338,797.857,61.713
Gabon,2021,247.638,455.565,369.195,821.042,62.99
Gabon,2022,249.111,463.239,375.145,844.292,64.175
Gabon,2023,251.512,469.712,381.443,867.785,65.301
Gabon,2024,254.019,475.145,388.443,891.778,66.412
Gabon,2025,256.042,479.853,396.306,916.346,67.534
Gabon,2026,258.573,484.139,404.757,939.941,69.186
Gabon,2027,260.293,487.914,414.088,964.212,70.823
Gabon,2028,261.414,491.375,423.846,989.167,72.481
Gabon,2029,262.446,494.716,433.332,1014.772,74.192
Gabon,2030,263.777,497.949,442.094,1041.035,75.995
Gabon,2031,265.356,501.432,450.256,1066.974,78.43
Gabon,2032,266.954,504.977,457.747,1093.663,80.894
Gabon,2033,268.613,508.506,464.517,1121.125,83.435
Gabon,2034,270.253,511.903,470.583,1149.472,86.102
Gabon,2035,271.855,515.093,475.966,1178.723,88.933
Gabon,2036,273.685,518.515,480.701,1207.694,92.352
Gabon,2037,275.34,521.89,484.682,1237.637,95.874
Gabon,2038,276.856,525.204,488.132,1268.286,99.489
Gabon,2039,278.287,528.446,491.392,1299.254,103.172
Gabon,2040,279.689,531.575,494.692,1330.26,106.925
Gabon,2041,281.274,535.011,498.173,1360.152,111.1
Gabon,2042,282.665,538.407,501.729,1390.134,115.297
Gabon,2043,283.907,541.723,505.315,1420.165,119.576
Gabon,2044,285.053,544.907,508.817,1450.26,124.011
Gabon,2045,286.148,547.906,512.173,1480.408,128.657
Gabon,2046,287.367,551.193,515.658,1509.398,133.775
Gabon,2047,288.468,554.318,519.052,1538.469,139.003
Gabon,2048,289.45,557.253,522.372,1567.501,144.437
Gabon,2049,290.309,559.974,525.635,1596.353,150.188
Gabon,2050,291.038,562.459,528.854,1624.908,156.351
Gabon,2051,291.936,565.219,532.296,1651.894,163.095
Gabon,2052,292.61,567.778,535.691,1678.752,170.086
Gabon,2053,293.076,570.114,539.012,1705.42,177.369
Gabon,2054,293.356,572.204,542.22,1731.845,184.984
Gabon,2055,293.471,574.018,545.285,1757.981,192.969
Gabon,2056,293.714,576.093,548.528,1782.574,201.396
Gabon,2057,293.686,577.918,551.632,1807.083,210.019
Gabon,2058,293.461,579.46,554.578,1831.482,218.838
Gabon,2059,293.144,580.682,557.346,1855.754,227.826
Gabon,2060,292.821,581.549,559.924,1879.869,236.977
Gabon,2061,292.602,582.661,562.703,1902.758,246.246
Gabon,2062,292.456,583.395,565.251,1925.625,255.497
Gabon,2063,292.346,583.762,567.572,1948.442,264.769
Gabon,2064,292.18,583.798,569.685,1971.211,274.086
Gabon,2065,291.914,583.551,571.581,1993.887,283.485
Gabon,2066,291.982,583.632,573.626,2015.216,292.8
Gabon,2067,291.816,583.519,575.457,2036.622,302.053
Gabon,2068,291.473,583.239,577.035,2058.053,311.247
Gabon,2069,291.052,582.811,578.299,2079.474,320.359
Gabon,2070,290.629,582.224,579.226,2100.83,329.399
Gabon,2071,290.467,582.073,580.243,2120.973,338.226
Gabon,2072,290.218,581.818,580.927,2141.19,346.853
Gabon,2073,289.888,581.44,581.308,2161.258,355.471
Gabon,2074,289.45,580.911,581.434,2180.926,364.32
Gabon,2075,288.897,580.209,581.344,2200.019,373.548
Gabon,2076,288.583,579.925,581.449,2217.356,382.972
Gabon,2077,288.041,579.513,581.34,2234.386,392.563
Gabon,2078,287.328,578.953,581.053,2250.89,402.468
Gabon,2079,286.532,578.23,580.631,2266.609,412.834
Gabon,2080,285.717,577.311,580.111,2281.388,423.75
Gabon,2081,285.065,576.789,579.945,2294.189,435.025
Gabon,2082,284.407,576.045,579.663,2306.24,446.684
Gabon,2083,283.721,575.071,579.275,2317.701,458.582
Gabon,2084,282.961,573.874,578.777,2328.875,470.45
Gabon,2085,282.1,572.475,578.168,2339.925,482.129
Gabon,2086,281.521,571.482,577.884,2349.726,493.316
Gabon,2087,280.745,570.305,577.475,2359.567,504.239
Gabon,2088,279.814,568.957,576.924,2369.302,515.004
Gabon,2089,278.804,567.449,576.213,2378.771,525.699
Gabon,2090,277.771,565.781,575.331,2387.874,536.378
Gabon,2091,276.971,564.564,574.753,2395.805,546.505
Gabon,2092,276.101,563.171,573.972,2403.569,556.516
Gabon,2093,275.173,561.605,573.003,2411.118,566.437
Gabon,2094,274.186,559.868,571.86,2418.436,576.275
Gabon,2095,273.15,557.957,570.562,2425.482,586.052
Gabon,2096,272.379,556.499,569.578,2431.491,595.133
Gabon,2097,271.506,554.874,568.404,2437.405,604.074
Gabon,2098,270.561,553.093,567.057,2443.103,612.948
Gabon,2099,269.581,551.166,565.562,2448.466,621.808
Gabon,2100,268.604,549.103,563.934,2453.416,630.68
Gambia,1950,45.488,65.761,51.287,105.107,3.729
Gambia,1951,44.817,66.607,52.616,104.946,3.733
Gambia,1952,43.555,67.944,54.974,106.562,3.736
Gambia,1953,42.779,69.414,58.052,109.542,3.715
Gambia,1954,43.431,70.636,61.473,113.521,3.652
Gambia,1955,46.122,71.248,64.881,118.251,3.531
Gambia,1956,49.127,72.505,68.272,123.314,3.688
Gambia,1957,53.416,73.648,70.836,128.916,3.787
Gambia,1958,58.366,74.767,72.371,134.943,3.818
Gambia,1959,62.889,76.022,72.964,141.314,3.777
Gambia,1960,65.881,77.598,72.818,147.969,3.663
Gambia,1961,68.785,81.27,72.11,150.754,3.817
Gambia,1962,69.663,84.546,72.254,153.143,3.919
Gambia,1963,69.004,87.338,73.333,155.415,3.98
Gambia,1964,68.26,89.437,75.148,157.698,4.009
Gambia,1965,68.967,90.474,77.346,160.067,4.011
Gambia,1966,71.029,91.486,80.051,161.353,4.263
Gambia,1967,73.897,92.371,82.362,163.231,4.481
Gambia,1968,77.638,93.334,83.961,165.914,4.662
Gambia,1969,81.711,94.661,84.851,169.769,4.808
Gambia,1970,85.607,96.651,85.072,175.032,4.921
Gambia,1971,89.068,103.013,85.197,177.647,5.268
Gambia,1972,91.701,109.245,86.948,181.046,5.598
Gambia,1973,93.86,115.103,90.185,184.797,5.915
Gambia,1974,96.135,120.304,94.39,188.462,6.221
Gambia,1975,98.919,124.754,98.799,192.075,6.523
Gambia,1976,101.305,131.426,102.735,193.836,7.107
Gambia,1977,104.637,137.613,106.293,195.602,7.678
Gambia,1978,108.712,143.472,109.301,198.116,8.227
Gambia,1979,113.205,148.968,112.171,202.062,8.749
Gambia,1980,118.12,154.027,115.221,207.758,9.245
Gambia,1981,124.279,161.763,116.048,213.559,9.764
Gambia,1982,129.15,169.576,118.727,220.511,10.238
Gambia,1983,133.486,177.621,123.199,228.25,10.674
Gambia,1984,138.301,186.132,129.211,236.37,11.083
Gambia,1985,144.336,195.08,136.371,244.828,11.477
Gambia,1986,150.024,205.496,146.824,252.19,12.064
Gambia,1987,156.352,216.567,157.638,260.929,12.648
Gambia,1988,163.091,227.813,167.75,271.197,13.209
Gambia,1989,169.541,238.399,176.418,283.075,13.713
Gambia,1990,175.069,247.727,183.403,296.471,12.203
Gambia,1991,181.373,259.852,185.579,307.854,12.656
Gambia,1992,186.91,270.465,188.117,318.742,13.121
Gambia,1993,191.814,279.61,191.682,329.111,13.639
Gambia,1994,196.506,287.623,196.899,338.919,14.213
Gambia,1995,201.491,294.743,203.935,348.293,14.844
Gambia,1996,207.738,302.68,212.659,354.937,15.084
Gambia,1997,213.288,310.41,222.891,361.86,15.363
Gambia,1998,218.568,318.039,233.891,369.64,15.74
Gambia,1999,224.205,325.598,244.718,378.988,16.235
Gambia,2000,230.93,332.931,254.716,390.316,16.828
Gambia,2001,239.332,343.612,261.199,402.531,16.934
Gambia,2002,247.079,355.488,267.765,416.506,17.072
Gambia,2003,254.689,368.137,274.459,431.856,17.286
Gambia,2004,262.55,381.071,281.461,448.122,17.579
Gambia,2005,270.971,393.852,288.862,465.072,17.945
Gambia,2006,279.845,408.741,295.426,481.499,18.023
Gambia,2007,288.409,424.026,302.697,498.741,18.099
Gambia,2008,296.959,439.444,310.795,516.682,18.297
Gambia,2009,305.836,454.753,319.851,535.173,18.742
Gambia,2010,315.375,469.763,329.849,554.179,19.467
Gambia,2011,325.546,486.505,339.861,572.42,20.047
Gambia,2012,335.88,503.286,350.988,591.191,20.801
Gambia,2013,346.272,520.015,363.098,610.764,21.663
Gambia,2014,356.425,536.691,376.035,631.542,22.499
Gambia,2015,366.225,553.269,389.624,653.78,28.026
Gambia,2016,376.823,571.562,402.707,675.293,28.601
Gambia,2017,385.478,590.567,416.931,698.497,28.945
Gambia,2018,392.909,609.939,432.019,723.176,29.222
Gambia,2019,400.206,629.163,447.608,749.012,29.619
Gambia,2020,408.236,647.689,463.442,775.906,30.23
Gambia,2021,416.135,667.876,478.959,802.572,31.402
Gambia,2022,424.733,687.343,494.859,830.293,32.665
Gambia,2023,433.909,705.873,511.247,859.296,34.001
Gambia,2024,443.196,723.41,528.356,889.877,35.377
Gambia,2025,452.332,740.035,546.211,922.18,36.777
Gambia,2026,462.374,757.917,563.662,953.733,38.571
Gambia,2027,471.298,775.492,582.112,987.124,40.339
Gambia,2028,479.464,792.727,601.239,1022.303,42.11
Gambia,2029,487.492,809.578,620.58,1059.144,43.891
Gambia,2030,495.922,825.866,639.78,1097.609,45.693
Gambia,2031,505.052,843.948,658.052,1135.437,47.874
Gambia,2032,513.634,861.997,676.522,1175.006,49.96
Gambia,2033,521.886,879.763,695.022,1216.365,52.048
Gambia,2034,529.936,896.972,713.401,1259.636,54.25
Gambia,2035,537.985,913.388,731.5,1304.894,56.624
Gambia,2036,546.687,931.472,748.467,1349.436,59.553
Gambia,2037,554.475,949.301,765.433,1396.055,62.546
Gambia,2038,561.615,966.661,782.443,1444.687,65.505
Gambia,2039,568.426,983.331,799.633,1495.224,68.236
Gambia,2040,575.228,999.072,817.022,1547.554,70.68
Gambia,2041,582.563,1016.423,833.845,1598.747,73.393
Gambia,2042,589.046,1033.285,851.166,1651.783,75.741
Gambia,2043,594.905,1049.422,868.825,1706.447,78.007
Gambia,2044,600.348,1064.606,886.6,1762.517,80.543
Gambia,2045,605.609,1078.632,904.29,1819.89,83.524
Gambia,2046,611.381,1094.107,921.207,1875.279,87.549
Gambia,2047,616.148,1108.86,938.358,1932.186,91.745
Gambia,2048,620.209,1122.684,955.61,1990.657,96.058
Gambia,2049,623.913,1135.382,972.818,2050.747,100.393
Gambia,2050,627.607,1146.765,989.803,2112.456,104.726
Gambia,2051,631.863,1159.572,1005.913,2172.252,109.877
Gambia,2052,635.437,1171.487,1022.031,2233.738,114.858
Gambia,2053,638.544,1182.346,1038.03,2296.902,119.706
Gambia,2054,641.384,1192.03,1053.763,2361.773,124.409
Gambia,2055,644.19,1200.433,1069.051,2428.321,128.999
Gambia,2056,647.779,1210.293,1083.318,2492.561,134.433
Gambia,2057,650.586,1219.38,1097.387,2558.561,139.563
Gambia,2058,652.842,1227.576,1111.133,2626.142,144.524
Gambia,2059,654.795,1234.78,1124.417,2695.113,149.436
Gambia,2060,656.716,1240.877,1137.082,2765.319,154.398
Gambia,2061,659.469,1248.549,1148.671,2832.394,160.636
Gambia,2062,661.364,1255.643,1159.919,2900.878,166.675
Gambia,2063,662.702,1262.001,1170.746,2970.533,172.66
Gambia,2064,663.813,1267.46,1181.073,3041.093,178.745
Gambia,2065,665.018,1271.861,1190.794,3112.335,185.066
Gambia,2066,666.99,1277.893,1199.646,3179.626,193.11
Gambia,2067,668.475,1283.291,1208.137,3247.78,201.021
Gambia,2068,669.611,1287.925,1216.255,3316.618,208.941
Gambia,2069,670.492,1291.693,1224.014,3385.986,216.98
Gambia,2070,671.27,1294.517,1231.363,3455.735,225.217
Gambia,2071,672.983,1299.012,1238.09,3520.633,235.404
Gambia,2072,673.811,1303.048,1244.677,3586.202,245.428
Gambia,2073,674.001,1306.493,1251.042,3652.211,255.393
Gambia,2074,673.846,1309.201,1257.056,3718.414,265.421
Gambia,2075,673.617,1311.01,1262.604,3784.616,275.619
Gambia,2076,674.119,1314.503,1267.71,3845.483,287.847
Gambia,2077,673.922,1317.463,1272.594,3906.771,299.742
Gambia,2078,673.242,1319.729,1277.231,3968.207,311.533
Gambia,2079,672.305,1321.141,1281.594,4029.493,323.479
Gambia,2080,671.331,1321.561,1285.613,4090.387,335.8
Gambia,2081,671.052,1323.529,1289.412,4145.36,350.602
Gambia,2082,670.33,1324.798,1293.044,4200.429,365.146
Gambia,2083,669.273,1325.274,1296.477,4255.524,379.46
Gambia,2084,667.957,1324.887,1299.663,4310.621,393.538
Gambia,2085,666.489,1323.593,1302.52,4365.613,407.445
Gambia,2086,665.856,1323.817,1305.215,4414.432,423.646
Gambia,2087,664.516,1323.487,1307.779,4463.731,439.056
Gambia,2088,662.679,1322.524,1310.107,4513.217,453.919
Gambia,2089,660.621,1320.839,1312.051,4562.601,468.463
Gambia,2090,658.588,1318.342,1313.478,4611.652,482.885
Gambia,2091,657.268,1317.348,1314.677,4654.161,500.1
Gambia,2092,655.6,1315.827,1315.523,4697.005,516.456
Gambia,2093,653.696,1313.698,1316.014,4739.967,532.159
Gambia,2094,651.63,1310.887,1316.151,4782.842,547.438
Gambia,2095,649.501,1307.355,1315.898,4825.447,562.483
Gambia,2096,648.135,1305.184,1315.425,4861.02,581.013
Gambia,2097,646.278,1302.62,1314.728,4897.079,598.561
Gambia,2098,644.066,1299.619,1313.795,4933.349,615.37
Gambia,2099,641.707,1296.121,1312.593,4969.518,631.685
Gambia,2100,639.427,1292.068,1311.063,5005.326,647.711
Georgia,1950,286.651,660.49,709.624,1652.785,217.454
Georgia,1951,319.411,635.543,724.94,1681.586,223.218
Georgia,1952,344.287,612.218,737.844,1723.323,228.649
Georgia,1953,364.376,593.954,746.354,1771.751,233.697
Georgia,1954,382.395,583.934,749.917,1819.983,238.581
Georgia,1955,402.67,580.322,749.247,1863.9,243.325
Georgia,1956,437.109,579.641,745.877,1890.711,250.309
Georgia,1957,458.566,594.167,739.882,1917.576,257.146
Georgia,1958,471.457,622.424,728.357,1945.962,262.674
Georgia,1959,480.726,659.755,709.813,1979.105,265.447
Georgia,1960,491.117,699.871,685.559,2018.42,264.802
Georgia,1961,500.002,739.137,661.32,2059.251,266.023
Georgia,1962,509.285,779.038,634.399,2105.044,264.335
Georgia,1963,517.936,817.651,608.972,2152.294,260.526
Georgia,1964,522.023,854.488,591.396,2196.128,255.548
Georgia,1965,518.246,890.262,585.591,2233.265,249.964
Georgia,1966,506.713,924.549,589.352,2260.55,248.797
Georgia,1967,488.823,954.231,606.602,2281.743,246.554
Georgia,1968,467.32,978.069,635.422,2297.943,243.687
Georgia,1969,448.133,995.101,670.312,2310.496,241.104
Georgia,1970,434.981,1005.627,706.412,2320.815,239.492
Georgia,1971,413.563,1011.033,742.64,2336.491,245.817
Georgia,1972,412.005,1005.298,776.759,2345.034,252.384
Georgia,1973,423.738,990.489,808.836,2350.685,258.762
Georgia,1974,437.306,970.523,839.573,2360.051,264.181
Georgia,1975,443.777,950.401,868.764,2377.132,268.191
Georgia,1976,455.139,926.442,885.383,2400.745,274.309
Georgia,1977,454.991,906.368,898.194,2434.578,279.411
Georgia,1978,446.275,891.353,907.279,2475.159,284.455
Georgia,1979,437.067,881.254,911.711,2517.074,290.131
Georgia,1980,434.162,873.617,911.552,2557.602,296.308
Georgia,1981,434.792,866.634,916.257,2590.559,303.55
Georgia,1982,438.668,863.85,913.888,2624.101,311.343
Georgia,1983,445.655,864.321,905.157,2660.099,318.859
Georgia,1984,453.013,866.917,892.727,2702.353,324.342
Georgia,1985,458.748,870.747,879.45,2751.932,326.451
Georgia,1986,466.79,871.792,871.727,2801.726,328.026
Georgia,1987,471.329,875.773,861.914,2859.147,326.835
Georgia,1988,471.534,881.196,848.943,2916.16,323.939
Georgia,1989,467.049,885.566,832.614,2960.572,320.809
Georgia,1990,457.926,886.119,814.212,2983.848,222.082
Georgia,1991,450.863,878.815,798.227,2971.053,217.961
Georgia,1992,438.796,868.116,783.385,2936.401,213.19
Georgia,1993,423.258,855.739,769.821,2886.23,210.307
Georgia,1994,405.697,844.131,757.375,2830.826,212.472
Georgia,1995,386.603,835.049,746.253,2778.56,220.968
Georgia,1996,359.555,826.116,738.02,2732.26,234.789
Georgia,1997,335.101,815.907,730.922,2689.896,253.002
Georgia,1998,312.998,803.071,725.449,2653.145,272.568
Georgia,1999,293.358,785.798,722.427,2622.284,289.345
Georgia,2000,276.176,763.326,722.321,2596.437,301.189
Georgia,2001,258.007,737.774,724.239,2571.207,307.655
Georgia,2002,246.341,705.886,728.328,2550.632,309.662
Georgia,2003,239.455,668.75,733.768,2533.493,309.436
Georgia,2004,235.7,628.347,739.172,2517.379,309.879
Georgia,2005,234.864,586.328,743.414,2500.474,312.479
Georgia,2006,246.88,548.863,738.212,2471.781,315.354
Georgia,2007,253.815,517.201,731.347,2444.266,319.37
Georgia,2008,257.526,491.633,721.041,2419.319,322.719
Georgia,2009,260.445,471.516,705.164,2399.405,322.94
Georgia,2010,264.677,454.609,683.342,2385.335,319.166
Georgia,2011,274.055,439.585,656.119,2368.534,310.258
Georgia,2012,277.731,428.923,626.562,2357.312,299.783
Georgia,2013,277.659,422.011,597.147,2349.964,288.882
Georgia,2014,275.857,418.614,570.159,2346.159,278.23
Georgia,2015,274.768,418.298,546.186,2346.988,413.572
Georgia,2016,274.056,427.601,517.05,2354.302,406.772
Georgia,2017,269.543,443.288,489.073,2369.436,401.192
Georgia,2018,263.323,462.735,463.078,2387.646,396.899
Georgia,2019,257.207,482.319,440.542,2402.964,393.745
Georgia,2020,251.782,499.378,422.658,2411.666,391.544
Georgia,2021,239.834,513.539,408.673,2415.43,395.554
Georgia,2022,234.007,522.269,398.795,2410.564,400.207
Georgia,2023,231.935,525.44,393.921,2399.139,405.654
Georgia,2024,230.212,524.168,394.886,2384.185,411.753
Georgia,2025,226.493,520.174,401.763,2366.872,418.906
Georgia,2026,224.684,513.434,412.407,2341.73,430.719
Georgia,2027,220.012,504.395,428.836,2314.764,442.836
Georgia,2028,213.172,493.91,448.475,2286.481,455.711
Georgia,2029,206.057,483.037,467.315,2257.772,469.422
Georgia,2030,200.066,472.123,482.729,2229.943,483.509
Georgia,2031,194.903,461.178,493.7,2202.597,499.672
Georgia,2032,189.929,450.838,500.89,2176.636,516.443
Georgia,2033,185.547,440.894,504.523,2153.081,532.554
Georgia,2034,181.848,430.907,505.278,2133.267,546.571
Georgia,2035,178.979,420.597,503.549,2117.564,558.054
Georgia,2036,176.791,410.383,497.901,2105.484,568.711
Georgia,2037,175.845,400.419,488.986,2097.501,576.743
Georgia,2038,175.882,390.782,477.988,2091.935,582.995
Georgia,2039,176.578,381.648,466.543,2086.373,588.579
Georgia,2040,177.769,373.235,455.716,2079.279,594.041
Georgia,2041,180.658,365.893,444.314,2070.297,599.453
Georgia,2042,183.147,360.032,433.719,2060.212,604.306
Georgia,2043,185.262,355.671,423.821,2048.771,608.812
Georgia,2044,187.045,352.748,414.132,2036.082,613.199
Georgia,2045,188.585,351.033,404.395,2022.287,617.586
Georgia,2046,190.877,350.511,393.611,2006.601,622.752
Georgia,2047,191.612,351.7,383.142,1990.036,628.112
Georgia,2048,191.194,354.182,373.343,1972.371,633.457
Georgia,2049,190.077,357.376,364.608,1953.598,638.422
Georgia,2050,188.601,360.677,357.205,1933.779,642.866
Georgia,2051,186.222,363.908,350.082,1913.28,648.157
Georgia,2052,183.629,366.972,344.075,1892.118,652.851
Georgia,2053,180.838,369.466,339.491,1869.73,657.604
Georgia,2054,177.788,371.075,336.647,1845.43,663.191
Georgia,2055,174.437,371.695,335.664,1818.984,669.904
Georgia,2056,170.509,371.285,335.413,1790.887,678.711
Georgia,2057,166.848,369.578,336.658,1760.864,688.56
Georgia,2058,163.37,366.617,339.18,1730.024,698.636
Georgia,2059,160.014,362.632,342.481,1699.793,707.879
Georgia,2060,156.746,357.86,346.12,1671.011,715.734
Georgia,2061,153.931,352.401,349.025,1643.969,722.552
Georgia,2062,151.163,346.378,351.967,1618.568,728.002
Georgia,2063,148.51,339.909,354.686,1595.123,731.925
Georgia,2064,146.132,333.177,356.775,1574.096,734.028
Georgia,2065,144.189,326.33,357.938,1555.889,733.986
Georgia,2066,143.096,319.599,357.287,1541.418,731.176
Georgia,2067,142.084,313.216,355.431,1529.617,726.637
Georgia,2068,141.228,307.215,352.576,1520.477,720.147
Georgia,2069,140.597,301.614,349.011,1514.164,711.252
Georgia,2070,140.298,296.399,344.929,1510.629,699.786
Georgia,2071,140.796,291.727,339.483,1510.456,685.437
Georgia,2072,141.109,287.858,333.358,1512.721,669.185
Georgia,2073,141.317,284.735,326.889,1515.901,652.197
Georgia,2074,141.497,282.251,320.439,1517.85,636.273
Georgia,2075,141.732,280.249,314.239,1517.157,622.654
Georgia,2076,142.361,278.771,307.565,1514.533,610.982
Georgia,2077,142.576,278.005,301.134,1509.509,601.641
Georgia,2078,142.454,277.759,295.139,1501.727,594.9
Georgia,2079,142.065,277.839,289.759,1491.1,590.775
Georgia,2080,141.502,278.071,285.138,1477.818,588.999
Georgia,2081,140.872,278.429,280.603,1462.442,589.593
Georgia,2082,139.831,278.884,276.702,1444.072,593.273
Georgia,2083,138.485,279.301,273.567,1423.879,598.758
Georgia,2084,136.954,279.56,271.269,1403.591,604.238
Georgia,2085,135.313,279.549,269.793,1384.234,608.726
Georgia,2086,133.448,279.217,268.454,1366.323,612.543
Georgia,2087,131.56,278.469,267.698,1349.129,615.844
Georgia,2088,129.656,277.239,267.51,1332.592,618.744
Georgia,2089,127.734,275.537,267.787,1316.549,621.475
Georgia,2090,125.803,273.409,268.408,1300.932,624.145
Georgia,2091,124.023,271.009,268.839,1287.071,625.621
Georgia,2092,122.262,268.209,269.36,1273.742,627.081
Georgia,2093,120.562,265.06,269.94,1261.13,628.256
Georgia,2094,118.964,261.639,270.424,1249.294,629.095
Georgia,2095,117.486,257.99,270.669,1238.173,629.715
Georgia,2096,116.495,254.437,270.343,1229.487,628.006
Georgia,2097,115.535,250.913,269.651,1221.729,625.76
Georgia,2098,114.625,247.415,268.6,1214.699,623.121
Georgia,2099,113.837,243.924,267.157,1208.088,620.341
Georgia,2100,113.353,240.444,265.312,1201.758,617.343
Germany,1950,4598.769,11617.285,10016.636,39515.328,4038.228
Germany,1951,4739.438,11315.243,10203.686,39671.558,4181.746
Germany,1952,4899.008,10916.033,10480.025,39826.004,4300.392
Germany,1953,5033.28,10483.531,10808.063,39992.278,4403.569
Germany,1954,5133.586,10095.001,11117.679,40170.029,4499.393
Germany,1955,5230.25,9785.496,11358.491,40348.052,4591.451
Germany,1956,5468.245,9587.784,11478.972,40358.881,4729.687
Germany,1957,5582.572,9528.085,11574.437,40405.96,4863.951
Germany,1958,5635.496,9587.32,11621.311,40485.495,4988.876
Germany,1959,5688.237,9727.196,11586.065,40623.731,5099.031
Germany,1960,5783.612,9904.493,11453.716,40843.3,5194.544
Germany,1961,5832.852,10109.701,11284.536,41121.407,5337.994
Germany,1962,5953.123,10340.002,10999.117,41487.079,5459.173
Germany,1963,6114.941,10578.538,10658.37,41901.756,5566.784
Germany,1964,6259.893,10810.007,10356.69,42311.602,5672.574
Germany,1965,6348.482,11033.278,10150.466,42676.647,5781.864
Germany,1966,6451.236,11267.296,10032.793,42864.958,5941.733
Germany,1967,6469.635,11508.014,9989.598,43048.654,6090.975
Germany,1968,6407.14,11752.878,10004.872,43215.046,6231.064
Germany,1969,6272.979,11994.04,10055.23,43352.045,6363.977
Germany,1970,6074.349,12212.452,10131.824,43455.85,6492.13
Germany,1971,5827.66,12409.575,10281.978,43362.381,6703.185
Germany,1972,5483.993,12566.742,10489.575,43259.863,6899.931
Germany,1973,5093.892,12666.871,10736.836,43155.979,7079.306
Germany,1974,4731.404,12688.761,10997.928,43058.226,7237.609
Germany,1975,4440.616,12620.292,11255.042,42976.763,7374.614
Germany,1976,4037.278,12482.598,11566.1,42905.571,7612.926
Germany,1977,3879.744,12176.796,11859.257,42801.648,7807.282
Germany,1978,3888.207,11725.437,12135.561,42709.984,7967.526
Germany,1979,3940.408,11176.646,12400.845,42680.132,8106.986
Germany,1980,3956.736,10593.783,12648.313,42730.942,8229.753
Germany,1981,4121.43,10001.641,12793.776,42663.204,8410.318
Germany,1982,4163.795,9445.935,12922.539,42695.533,8584.546
Germany,1983,4122.619,8961.047,13002.488,42849.862,8721.435
Germany,1984,4080.467,8574.104,12985.288,43155.775,8771.142
Germany,1985,4099.541,8279.228,12845.496,43634.308,8711.436
Germany,1986,4151.311,8090.347,12614.537,44197.573,8618.109
Germany,1987,4204.417,8018.229,12271.18,44944.366,8426.189
