Entity,Year,0 to 4 (UN Population Division (2015)),5 to 14 (UN Population Division (2015)),15 to 24 (UN Population Division (2015)),25 to 60 (UN Population Division (2015)),70+ (UN Population Division (2015))
Algeria,2086,3273.482,6664.091,6587.1,32443.994,13643.279
Algeria,2087,3254.999,6664.045,6583.353,32271.128,13772.813
Algeria,2088,3235.346,6656.773,6584.131,32105.591,13899.932
Algeria,2089,3214.048,6642.829,6587.831,31945.904,13950.136
Algeria,2090,3190.512,6622.668,6592.653,31789.833,13995.077
Algeria,2091,3169.403,6606.21,6607.037,31668.579,14038.048
Algeria,2092,3147.496,6582.272,6620.779,31555.078,14082.647
Algeria,2093,3125.03,6551.431,6632.431,31449.019,14128.603
Algeria,2094,3102.325,6514.504,6639.905,31348.939,
Algeria,2095,3079.652,6472.463,6641.764,31253.979,
Algeria,2096,3063.105,6438.231,6649.616,31207.75,
Algeria,2097,3047.9,6399.347,6650.681,31168.202,
Algeria,2098,3034.313,6356.406,6644.465,31131.075,
Algeria,2099,3022.681,6310.233,6630.631,31091.2,
Algeria,2100,3013.849,6262.026,6609.282,31045.796,
Angola,1950,738.31,1055.477,820.007,1668.489,81.855
Angola,1951,773.931,1074.487,829.738,1687.976,83.684
Angola,1952,818.193,1090.544,839.795,1707.24,84.847
Angola,1953,858.306,1106.261,852.593,1731.673,85.324
Angola,1954,891.366,1121.99,868.166,1762.196,88.888
Angola,1955,920.046,1136.862,885.423,1797.085,92.023
Angola,1956,964.744,1162.12,891.858,1812.055,94.65
Angola,1957,985.779,1197.617,903.253,1835.442,96.718
Angola,1958,993.447,1239.955,917.046,1863.434,98.199
Angola,1959,998.794,1284.463,930.67,1893.033,102.472
Angola,1960,1011.283,1324.39,943.268,1923.261,106.261
Angola,1961,1024.35,1377.075,949.666,1944.777,109.588
Angola,1962,1040.684,1428.545,955.824,1967.163,112.512
Angola,1963,1060.881,1474.928,963.813,1990.88,115.077
Angola,1964,1082.052,1513.107,977.042,2017.326,120.211
Angola,1965,1103.216,1541.409,997.335,2046.806,125.055
Angola,1966,1131.454,1575.954,1014.762,2062.026,129.417
Angola,1967,1150.846,1608.271,1039.821,2082.038,133.091
Angola,1968,1165.74,1638.512,1071.531,2106.627,136.015
Angola,1969,1183.025,1666.858,1108.041,2134.932,141.36
Angola,1970,1209.283,1691.688,1148.103,2166.571,145.562
Angola,1971,1243.327,1731.542,1184.514,2189.374,148.801
Angola,1972,1274.018,1776.547,1226.686,2218.373,151.328
Angola,1973,1305.164,1824.001,1272.312,2254.088,128.649
Angola,1974,1340.108,1870.618,1318.377,2297.928,132.17
Angola,1975,1382.618,1912.918,1363.084,2350.515,135.755
Angola,1976,1432.667,1968.152,1398.482,2397.735,139.386
Angola,1977,1478.616,2027.366,1433.884,2455.193,142.992
Angola,1978,1524.36,2089.908,1470.853,2522.43,146.623
Angola,1979,1574.524,2155.229,1511.885,2598.732,150.721
Angola,1980,1634.077,2221.18,1558.39,2683.226,154.394
Angola,1981,1703.157,2308.424,1603.704,2762.454,157.941
Angola,1982,1767.308,2405.13,1656.853,2853.165,161.664
Angola,1983,1828.369,2505.244,1714.857,2950.768,165.801
Angola,1984,1886.317,2601.269,1774.028,3050.213,171.242
Angola,1985,1940.981,2686.835,1832.531,3148.847,176.947
Angola,1986,2001.817,2777.947,1878.832,3223.744,182.988
Angola,1987,2053.592,2863.886,1925.498,3297.174,189.387
Angola,1988,2100.904,2945.939,1975.416,3373.844,196.233
Angola,1989,2151.576,3026.328,2032.181,3459.579,202.721
Angola,1990,2214.524,3104.766,2097.76,3557.513,209.188
Angola,1991,2291.019,3208.46,2163.388,3650.31,215.841
Angola,1992,2363.522,3321.19,2240.923,3759.063,222.853
Angola,1993,2435.236,3436.777,2326.629,3879.208,230.405
Angola,1994,2507.35,3547.676,2415.511,4005.188,237.507
Angola,1995,2581.223,3647.265,2504.572,4133.944,245
Angola,1996,2666.669,3759.599,2578.532,4237.711,252.784
Angola,1997,2741.238,3871.989,2655.103,4345.656,260.512
Angola,1998,2811.837,3985.226,2736.005,4462.094,268.183
Angola,1999,2889.277,4100.411,2823.333,4592.427,333.075
Angola,2000,2985.559,4215.61,2918.105,4739.398,344.752
Angola,2001,3101.14,4362.702,3008.139,4882.342,354.931
Angola,2002,3212.457,4525.6,3109.108,5045.808,364.725
Angola,2003,3324.337,4698.601,3218.494,5225.331,375.621
Angola,2004,3439.469,4874.693,3333.53,5415.712,388.427
Angola,2005,3560.404,5046.867,3452.697,5613.867,408.041
Angola,2006,3693.471,5239.416,3562.576,5796.695,428.679
Angola,2007,3816.015,5439.845,3679.335,5989.93,449.699
Angola,2008,3931.911,5645.15,3803.485,6194.147,470.311
Angola,2009,4045.484,5852.032,3936.034,6410.826,490.217
Angola,2010,4162.211,6055.746,4077.684,6640.916,514.941
Angola,2011,4290.563,6281.245,4214.762,6860.911,538.692
Angola,2012,4402.86,6515.287,4363.957,7097.723,561.663
Angola,2013,4505.958,6752.136,4524.29,7349.74,584.112
Angola,2014,4608.389,6984.562,4694.451,7614.929,606.273
Angola,2015,4717.892,7205.189,4873.602,7892.216,660.208
Angola,2016,4835.663,7441.594,5049.536,8159.413,686.166
Angola,2017,4951.603,7673.814,5235.184,8439.981,711.656
Angola,2018,5068.089,7899.545,5430.392,8734.894,736.919
Angola,2019,5186.421,8117.486,5634.965,9045.708,768.046
Angola,2020,5309.644,8325.821,5848.164,9373.278,798.498
Angola,2021,5450.167,8551.697,6054.792,9689.006,828.657
Angola,2022,5577.45,8781.398,6272.161,10025.32,859.017
Angola,2023,5697.301,9012.605,6497.255,10382.417,890.104
Angola,2024,5817.472,9242.297,6725.772,10760.402,928.639
Angola,2025,5945.5,9465.728,6954.899,11159.386,966.879
Angola,2026,6088.214,9710.262,7171.498,11552.828,1005.579
Angola,2027,6221.106,9961.236,7391.158,11970.227,1045.637
Angola,2028,6348.765,10214.731,7613.445,12411.069,1087.705
Angola,2029,6475.422,10466.158,7838.355,12875.318,1138.642
Angola,2030,6606.13,10710.333,8065.821,13362.712,1190.361
Angola,2031,6749.882,10973.966,8282.493,13845.241,1243.027
Angola,2032,6880.89,11242.105,8503.7,14353.908,1296.74
Angola,2033,7003.707,11510.906,8730.047,14886.495,1351.854
Angola,2034,7123.281,11775.96,8962.595,15440.33,1415.569
Angola,2035,7244.94,12032.102,9201.885,16013.67,1479.389
Angola,2036,7376.87,12304.936,9435.787,16578.238,1543.991
Angola,2037,7495.474,12578.851,9678.506,17165.236,1610.099
Angola,2038,7605.615,12849.925,9928.923,17774.071,1678.433
Angola,2039,7712.701,13113.765,10185.305,18404.632,1756.038
Angola,2040,7822.183,13365.593,10446.262,19056.734,1834.307
Angola,2041,7940.267,13630.728,10701.55,19701.949,1913.929
Angola,2042,8049.366,13891.948,10962.605,20370.877,1995.592
Angola,2043,8152.695,14146.369,11228.525,21062.772,2080.12
Angola,2044,8253.219,14391.274,11498.158,21777.034,2174.838
Angola,2045,8354.509,14623.671,11770.313,22513.071,2270.498
Angola,2046,8466.215,14867.352,12035.002,23240.015,2368.442
Angola,2047,8566.563,15107.217,12302.992,23991.66,2470.21
Angola,2048,8659.582,15341.075,12572.727,24767.336,2577.172
Angola,2049,8750.146,15566.566,12842.033,25566.482,2697.622
Angola,2050,8843.031,15780.679,13109.233,26388.41,2820.458
Angola,2051,8945.849,16006.268,13366.89,27202.418,2947.202
Angola,2052,9040.951,16228.134,13622.949,28041.267,3079.557
Angola,2053,9130.92,16444.248,13876.907,28903.593,3218.958
Angola,2054,9217.994,16652.534,14128.303,29788.272,3373.106
Angola,2055,9304.95,16850.589,14376.597,30694.04,3530.558
Angola,2056,9402.25,17059.606,14615.733,31587.639,3692.759
Angola,2057,9489.081,17265.932,14852.438,32504.754,3861.297
Angola,2058,9568.443,17467.657,15086.512,33442.968,4037.534
Angola,2059,9643.763,17662.53,15317.694,34399.777,4228.13
Angola,2060,9718.466,17847.772,15545.743,35373.097,4422.185
Angola,2061,9801.116,18043.315,15767.407,36329.589,4620.308
Angola,2062,9874.889,18234.978,15986.605,37304.899,4822.729
Angola,2063,9942.285,18420.69,16203.331,38296.579,5030.134
Angola,2064,10005.793,18598.151,16417.486,39302.341,5248.635
Angola,2065,10067.964,18764.98,16628.888,40320.143,5467.685
Angola,2066,10136.71,18940.056,16836.338,41315.354,5689.454
Angola,2067,10198.518,19108.725,17041.236,42325.056,5916.221
Angola,2068,10254.948,19269.578,17243.543,43346.829,6149.912
Angola,2069,10307.509,19421.269,17443.026,44378.232,6395.374
Angola,2070,10357.953,19562.341,17639.336,45417.086,6642.256
Angola,2071,10415.708,19711.135,17832.907,46426.702,6892.788
Angola,2072,10465.77,19853.359,18023.374,47447.405,7149.159
Angola,2073,10509.83,19987.953,18210.118,48476.94,7413.233
Angola,2074,10549.819,20113.801,18392.065,49513.171,7689.259
Angola,2075,10587.712,20229.499,18568.403,50554.172,7967.021
Angola,2076,10632.686,20353.219,18741.743,51562.595,8248.987
Angola,2077,10670.769,20470.342,18909.411,52579.815,8537.439
Angola,2078,10703.291,20579.817,19071.313,53604.113,8834.203
Angola,2079,10731.468,20680.508,19227.277,54634.37,9144.117
Angola,2080,10756.718,20771.149,19377.111,55669.052,9455.801
Angola,2081,10788.893,20870.017,19524.983,56668.913,9771.618
Angola,2082,10813.648,20962.026,19666.573,57677.61,10093.545
Angola,2083,10832.696,21046.251,19802.033,58691.592,10423.171
Angola,2084,10848.215,21121.616,19931.347,59707.17,
Angola,2085,10862.22,21186.927,20054.442,60721.238,
Angola,2086,10883.064,21261.076,20177.609,61694.837,
Angola,2087,10899.796,21327.572,20294.223,62671.583,
Angola,2088,10912.668,21385.82,20404.482,63648.464,
Angola,2089,10921.347,21435.352,20508.42,64623.02,
Angola,2090,10926.097,21475.68,20605.964,65592.761,
Angola,2091,10939.346,21525.582,20704.028,66514.589,
Angola,2092,10943.591,21569.501,20795.77,67438.054,
Angola,2093,10940.648,21606.804,20881.11,68359.126,
Angola,2094,10933.106,21636.542,20959.615,69273.881,
Angola,2095,10923.526,21657.324,21031.024,70179.115,
Angola,2096,10919.682,21688.004,21104.247,71033.92,
Angola,2097,10911.281,21711.385,21170.015,71885.833,
Angola,2098,10899.523,21726.423,21228.837,72731.142,
Angola,2099,10884.281,21732.262,21281.397,73567.414,
Angola,2100,10864.678,21728.482,21328.27,74392.953,
Antigua and Barbuda,1950,6.602,11.582,9.121,17.969,1.027
Antigua and Barbuda,1951,7.043,11.999,9.371,18.837,1.056
Antigua and Barbuda,1952,7.518,12.226,9.522,19.559,1.062
Antigua and Barbuda,1953,7.866,12.346,9.636,20.188,1.056
Antigua and Barbuda,1954,8.062,12.42,9.745,20.706,1.046
Antigua and Barbuda,1955,8.143,12.485,9.865,21.083,1.035
Antigua and Barbuda,1956,8.479,12.816,9.738,20.918,1.111
Antigua and Barbuda,1957,8.593,13.245,9.753,20.63,1.19
Antigua and Barbuda,1958,8.585,13.74,9.899,20.249,1.271
Antigua and Barbuda,1959,8.554,14.27,10.135,19.835,1.349
Antigua and Barbuda,1960,8.569,14.803,10.446,19.437,1.426
Antigua and Barbuda,1961,8.47,15.109,10.805,19.579,1.44
Antigua and Barbuda,1962,8.449,15.449,11.141,19.827,1.445
Antigua and Barbuda,1963,8.499,15.794,11.464,20.165,1.446
Antigua and Barbuda,1964,8.587,16.109,11.794,20.569,1.441
Antigua and Barbuda,1965,8.687,16.377,12.146,21.012,1.431
Antigua and Barbuda,1966,8.763,16.571,12.512,21.518,1.454
Antigua and Barbuda,1967,8.909,16.703,12.867,22.051,1.472
Antigua and Barbuda,1968,9.084,16.786,13.219,22.601,1.486
Antigua and Barbuda,1969,9.227,16.856,13.568,23.157,1.499
Antigua and Barbuda,1970,9.3,16.931,13.913,23.713,1.512
Antigua and Barbuda,1971,9.419,16.964,14.201,24.171,1.583
Antigua and Barbuda,1972,9.39,17.043,14.497,24.621,1.654
Antigua and Barbuda,1973,9.234,17.165,14.775,25.075,1.723
Antigua and Barbuda,1974,8.988,17.312,15.012,25.558,1.785
Antigua and Barbuda,1975,8.677,17.451,15.196,26.091,1.838
Antigua and Barbuda,1976,8.299,17.498,15.327,26.744,1.914
Antigua and Barbuda,1977,7.834,17.531,15.416,27.462,1.98
Antigua and Barbuda,1978,7.329,17.501,15.457,28.177,2.044
Antigua and Barbuda,1979,6.867,17.343,15.448,28.788,2.107
Antigua and Barbuda,1980,6.492,17.022,15.388,29.226,2.173
Antigua and Barbuda,1981,6.029,16.538,15.286,29.592,2.305
Antigua and Barbuda,1982,5.924,15.82,15.093,29.683,2.43
Antigua and Barbuda,1983,6.047,14.947,14.843,29.581,2.54
Antigua and Barbuda,1984,6.203,14.042,14.58,29.407,2.631
Antigua and Barbuda,1985,6.292,13.212,14.314,29.224,2.702
Antigua and Barbuda,1986,6.64,12.254,14.134,28.751,2.826
Antigua and Barbuda,1987,6.714,11.589,13.875,28.348,2.958
Antigua and Barbuda,1988,6.632,11.293,13.464,28.044,3.105
Antigua and Barbuda,1989,6.565,11.379,12.889,27.868,3.266
Antigua and Barbuda,1990,6.587,11.797,12.2,27.872,2.522
Antigua and Barbuda,1991,6.197,12.193,11.742,28.788,2.506
Antigua and Barbuda,1992,6.042,12.644,11.3,29.914,2.485
Antigua and Barbuda,1993,6.052,13.102,10.924,31.205,2.467
Antigua and Barbuda,1994,6.14,13.508,10.689,32.55,2.472
Antigua and Barbuda,1995,6.262,13.846,10.628,33.841,2.512
Antigua and Barbuda,1996,6.445,13.991,10.743,35.225,2.516
Antigua and Barbuda,1997,6.721,14.174,10.831,36.59,2.536
Antigua and Barbuda,1998,7.049,14.427,10.849,37.911,2.553
Antigua and Barbuda,1999,7.352,14.758,10.79,39.162,2.548
Antigua and Barbuda,2000,7.554,15.134,10.719,40.301,2.53
Antigua and Barbuda,2001,7.76,15.192,11.285,40.73,2.581
Antigua and Barbuda,2002,7.842,15.234,11.896,41.028,2.594
Antigua and Barbuda,2003,7.814,15.334,12.462,41.259,2.565
Antigua and Barbuda,2004,7.731,15.516,12.912,41.519,2.515
Antigua and Barbuda,2005,7.655,15.734,13.231,41.88,2.479
Antigua and Barbuda,2006,7.566,15.791,13.539,42.476,2.489
Antigua and Barbuda,2007,7.488,15.792,13.822,43.164,2.525
Antigua and Barbuda,2008,7.428,15.744,14.087,43.922,2.581
Antigua and Barbuda,2009,7.372,15.664,14.35,44.709,2.649
Antigua and Barbuda,2010,7.321,15.563,14.621,45.49,2.727
Antigua and Barbuda,2011,7.294,15.448,14.882,46.202,2.813
Antigua and Barbuda,2012,7.277,15.319,15.141,46.912,2.914
Antigua and Barbuda,2013,7.269,15.184,15.379,47.64,3.018
Antigua and Barbuda,2014,7.272,15.048,15.567,48.429,3.101
Antigua and Barbuda,2015,7.28,14.92,15.691,49.3,4.627
Antigua and Barbuda,2016,7.318,14.806,15.754,50.183,4.677
Antigua and Barbuda,2017,7.343,14.713,15.754,51.142,4.707
Antigua and Barbuda,2018,7.362,14.642,15.704,52.135,4.736
Antigua and Barbuda,2019,7.379,14.591,15.622,53.115,4.791
Antigua and Barbuda,2020,7.399,14.555,15.521,54.044,4.894
Antigua and Barbuda,2021,7.429,14.542,15.408,54.881,5.064
Antigua and Barbuda,2022,7.446,14.549,15.28,55.674,5.278
Antigua and Barbuda,2023,7.455,14.573,15.145,56.42,5.529
Antigua and Barbuda,2024,7.457,14.603,15.012,57.125,5.808
Antigua and Barbuda,2025,7.449,14.636,14.888,57.787,6.112
Antigua and Barbuda,2026,7.436,14.683,14.784,58.368,6.451
Antigua and Barbuda,2027,7.413,14.725,14.695,58.899,6.821
Antigua and Barbuda,2028,7.381,14.763,14.622,59.381,7.216
Antigua and Barbuda,2029,7.342,14.793,14.566,59.819,7.632
Antigua and Barbuda,2030,7.298,14.809,14.529,60.211,8.068
Antigua and Barbuda,2031,7.246,14.826,14.522,60.545,8.513
Antigua and Barbuda,2032,7.196,14.826,14.531,60.847,8.963
Antigua and Barbuda,2033,7.145,14.804,14.555,61.091,9.45
Antigua and Barbuda,2034,7.092,14.765,14.586,61.244,10.014
Antigua and Barbuda,2035,7.04,14.711,14.616,61.286,10.676
Antigua and Barbuda,2036,6.991,14.659,14.662,61.217,11.401
Antigua and Barbuda,2037,6.944,14.589,14.709,61.054,12.205
Antigua and Barbuda,2038,6.898,14.505,14.748,60.849,13.044
Antigua and Barbuda,2039,6.854,14.41,14.778,60.68,13.837
Antigua and Barbuda,2040,6.816,14.306,14.794,60.586,14.544
Antigua and Barbuda,2041,6.792,14.214,14.809,60.566,15.123
Antigua and Barbuda,2042,6.767,14.119,14.808,60.619,15.622
Antigua and Barbuda,2043,6.743,14.022,14.79,60.742,16.041
Antigua and Barbuda,2044,6.722,13.924,14.752,60.938,16.38
Antigua and Barbuda,2045,6.7,13.826,14.699,61.204,16.638
Antigua and Barbuda,2046,6.694,13.749,14.647,61.557,16.747
Antigua and Barbuda,2047,6.683,13.677,14.575,61.993,16.769
Antigua and Barbuda,2048,6.669,13.61,14.49,62.461,16.746
Antigua and Barbuda,2049,6.651,13.549,14.396,62.9,16.739
Antigua and Barbuda,2050,6.635,13.489,14.298,63.268,16.783
Antigua and Barbuda,2051,6.626,13.448,14.209,63.572,16.837
Antigua and Barbuda,2052,6.616,13.41,14.112,63.805,16.949
Antigua and Barbuda,2053,6.604,13.376,14.013,63.988,17.094
Antigua and Barbuda,2054,6.585,13.343,13.918,64.151,17.247
Antigua and Barbuda,2055,6.566,13.309,13.825,64.303,17.395
Antigua and Barbuda,2056,6.551,13.287,13.749,64.432,17.52
Antigua and Barbuda,2057,6.526,13.266,13.679,64.556,17.641
Antigua and Barbuda,2058,6.5,13.238,13.614,64.646,17.787
Antigua and Barbuda,2059,6.468,13.208,13.552,64.69,17.977
Antigua and Barbuda,2060,6.436,13.174,13.495,64.685,18.207
Antigua and Barbuda,2061,6.405,13.148,13.457,64.625,18.457
Antigua and Barbuda,2062,6.373,13.114,13.417,64.506,18.771
Antigua and Barbuda,2063,6.338,13.074,13.38,64.354,19.119
Antigua and Barbuda,2064,6.306,13.027,13.348,64.194,19.471
Antigua and Barbuda,2065,6.272,12.975,13.318,64.036,19.823
Antigua and Barbuda,2066,6.242,12.929,13.297,63.858,20.173
Antigua and Barbuda,2067,6.211,12.877,13.274,63.677,20.533
Antigua and Barbuda,2068,6.179,12.817,13.25,63.497,20.899
Antigua and Barbuda,2069,6.149,12.752,13.222,63.322,21.26
Antigua and Barbuda,2070,6.119,12.68,13.189,63.148,21.626
Antigua and Barbuda,2071,6.099,12.624,13.165,62.999,21.924
Antigua and Barbuda,2072,6.078,12.564,13.135,62.863,22.213
Antigua and Barbuda,2073,6.055,12.501,13.098,62.728,22.503
Antigua and Barbuda,2074,6.031,12.435,13.05,62.59,22.8
Antigua and Barbuda,2075,6.01,12.362,12.996,62.45,23.095
Antigua and Barbuda,2076,6.001,12.314,12.951,62.358,23.282
Antigua and Barbuda,2077,5.986,12.261,12.899,62.259,23.48
Antigua and Barbuda,2078,5.971,12.208,12.836,62.157,23.677
Antigua and Barbuda,2079,5.955,12.155,12.769,62.052,23.868
Antigua and Barbuda,2080,5.937,12.101,12.7,61.94,24.058
Antigua and Barbuda,2081,5.929,12.069,12.646,61.846,24.169
Antigua and Barbuda,2082,5.919,12.034,12.585,61.743,24.287
Antigua and Barbuda,2083,5.903,11.998,12.522,61.621,24.42
Antigua and Barbuda,2084,5.884,11.958,12.455,61.473,24.577
Antigua and Barbuda,2085,5.865,11.918,12.387,61.306,24.744
Antigua and Barbuda,2086,5.854,11.898,12.339,61.165,24.825
Antigua and Barbuda,2087,5.839,11.873,12.286,60.997,24.937
Antigua and Barbuda,2088,5.822,11.842,12.233,60.804,25.072
Antigua and Barbuda,2089,5.8,11.809,12.181,60.596,25.22
Antigua and Barbuda,2090,5.777,11.772,12.129,60.379,25.378
Antigua and Barbuda,2091,5.76,11.753,12.096,60.182,25.467
Antigua and Barbuda,2092,5.74,11.727,12.063,59.967,25.581
Antigua and Barbuda,2093,5.715,11.694,12.028,59.739,25.717
Antigua and Barbuda,2094,5.688,11.656,11.991,59.498,25.872
Antigua and Barbuda,2095,5.659,11.61,11.953,59.253,26.037
Antigua and Barbuda,2096,5.638,11.583,11.936,59.046,26.114
Antigua and Barbuda,2097,5.614,11.547,11.916,58.834,26.208
Antigua and Barbuda,2098,5.59,11.503,11.891,58.617,26.318
Antigua and Barbuda,2099,5.567,11.451,11.862,58.401,26.438
Antigua and Barbuda,2100,5.541,11.392,11.829,58.191,26.566
Argentina,1950,1947.133,3288.295,3146.727,8375.755,392.425
Argentina,1951,1999.944,3356.327,3163.534,8573.43,413.897
Argentina,1952,2046.18,3431.728,3176.33,8776.426,435.433
Argentina,1953,2086.659,3512.074,3187.215,8981.05,457.152
Argentina,1954,2121.136,3594.361,3200.156,9184.012,479.376
Argentina,1955,2150.262,3675.429,3217.899,9383.468,502.292
Argentina,1956,2180.294,3761.543,3234.657,9564.882,533.15
Argentina,1957,2203.793,3847.338,3257.312,9742.145,564.26
Argentina,1958,2222.57,3930.674,3286.786,9915.977,595.319
Argentina,1959,2238.746,4009.249,3323.966,10087.649,625.92
Argentina,1960,2253.969,4081.369,3369.383,10258.405,655.949
Argentina,1961,2268.06,4156.212,3424.897,10415.723,688.187
Argentina,1962,2284.366,4223.077,3488.821,10572.249,719.169
Argentina,1963,2302.222,4281.52,3559.521,10729.397,749.185
Argentina,1964,2319.775,4332.007,3634.54,10888.851,778.753
Argentina,1965,2335.883,4375.587,3711.887,11051.72,808.312
Argentina,1966,2356.292,4420.837,3792.124,11194.675,844.819
Argentina,1967,2374.059,4460.507,3874.605,11342.627,880.403
Argentina,1968,2392.84,4496.496,3957.645,11498.797,915.495
Argentina,1969,2418.862,4531.126,4038.873,11666.405,950.726
Argentina,1970,2456.968,4565.765,4116.536,11847.22,986.573
Argentina,1971,2502.195,4613.48,4198.839,12021.459,1030.469
Argentina,1972,2559.8,4661.722,4277.369,12210.465,1073.594
Argentina,1973,2628.689,4709.826,4349.914,12409.3,1115.659
Argentina,1974,2707.975,4756.781,4413.709,12609.745,1156.295
Argentina,1975,2796.674,4803.067,4466.705,12805.267,1195.262
Argentina,1976,2906.027,4858.116,4489.772,12977.448,1245.79
Argentina,1977,3026.688,4920.851,4503.194,13135.231,1292.603
