Entity,Year,Accidents involving casualties,Deaths,Deaths (per million vehicles),Injuries,Road deaths per 100 million vehicle kilometres
Germany,2016,308145,3206,56.62,396666,
Greece,1970,18289,931,,24788,
Greece,1971,17950,940,,24860,
Greece,1972,17727,968,,24622,
Greece,1973,17627,1057,,24209,
Greece,1974,15594,943,,21603,
Greece,1975,15895,1060,,22241,
Greece,1976,16009,1063,,22173,
Greece,1977,16902,1181,,23412,
Greece,1978,17449,1173,,24159,
Greece,1979,18553,1257,,25893,
Greece,1980,18233,1225,,25443,
Greece,1981,19841,1354,,27707,
Greece,1982,22401,1557,,31571,
Greece,1983,20389,1586,,28374,
Greece,1984,21501,1704,,29810,
Greece,1985,21537,1704,,30473,
Greece,1986,19462,1451,,27502,
Greece,1987,18966,1502,,26478,
Greece,1988,20753,1511,,29370,
Greece,1989,20299,1699,,28913,
Greece,1990,19609,1737,,27391,
Greece,1991,20764,1790,,28949,
Greece,1992,22006,1829,,30284,
Greece,1993,22165,1830,,29910,
Greece,1994,22222,1909,407.99,30297,
Greece,1995,22798,2043,413.98,31180,
Greece,1996,23775,2157,414.25,32755,
Greece,1997,24295,2105,382.87,33464,
Greece,1998,24819,2182,374.4,33721,
Greece,1999,24231,2116,335.29,32706,
Greece,2000,23001,2037,307.61,30763,
Greece,2001,19671,1880,268.65,26336,
Greece,2002,16809,1634,223.62,22459,
Greece,2003,15751,1605,211.6,20737,
Greece,2004,15547,1670,212.47,20179,
Greece,2005,16914,1658,199.57,22048,
Greece,2006,16019,1657,191.01,20675,
Greece,2007,15499,1612,181.16,19766,
Greece,2008,15083,1553,167.78,19010,
Greece,2009,14789,1456,153.89,18641,
Greece,2010,15032,1258,133.11,19108,
Greece,2011,13849,1141,120.05,17259,
Greece,2012,12398,988,104.07,15640,
Greece,2013,12109,879,92.97,15175,
Greece,2014,11690,795,84.05,14564,
Greece,2015,11440,793,83.32,14096,
Greece,2016,11353,816,85.99,13777,
Hungary,1970,23225,1707,,30228,
Hungary,1971,22949,1934,,30289,
Hungary,1972,20244,1923,,26463,
Hungary,1973,19418,1831,,25642,
Hungary,1974,20217,1764,,26482,
Hungary,1975,19764,1904,,25804,
Hungary,1976,18584,1622,,23969,
Hungary,1977,20121,1803,,25688,
Hungary,1978,19945,2018,,24896,
Hungary,1979,20465,1750,,25448,
Hungary,1980,18994,1630,,23827,
Hungary,1981,18308,1603,,23257,
Hungary,1982,18221,1548,,22716,
Hungary,1983,18971,1591,,23895,
Hungary,1984,19298,1590,,24764,
Hungary,1985,19563,1756,,24840,
Hungary,1986,19332,1632,,24822,
Hungary,1987,19842,1573,,25482,
Hungary,1988,21315,1706,,27776,
Hungary,1989,24367,2162,,32052,
Hungary,1990,27801,2432,,36996,
Hungary,1991,24589,2120,,32676,
Hungary,1992,24623,2101,,32577,
Hungary,1993,19527,1678,,25430,
Hungary,1994,20722,1562,613.75,26961,
Hungary,1995,19817,1589,598.94,25886,
Hungary,1996,18393,1370,498.36,23939,
Hungary,1997,19097,1391,502.89,24757,
Hungary,1998,20147,1371,490.17,26392,
Hungary,1999,18923,1306,488.96,24670,
Hungary,2000,17493,1200,443.46,22698,
Hungary,2001,18505,1239,436.27,24149,
Hungary,2002,19686,1429,480.5,25978,
Hungary,2003,19976,1326,422.16,26627,
Hungary,2004,20957,1296,392.13,28054,
Hungary,2005,20777,1278,379.23,27505,
Hungary,2006,20977,1303,376.92,27977,
Hungary,2007,20635,1232,347.43,27452,
Hungary,2008,19174,996,274.76,25369,
Hungary,2009,17864,822,225.82,23274,
Hungary,2010,16308,740,203.3,20917,
Hungary,2011,15827,638,179.87,20172,
Hungary,2012,15174,605,169.56,18979,
Hungary,2013,15691,591,160.12,20090,
Hungary,2014,15847,626,165.65,20124,
Hungary,2015,16331,644,165.72,20899,
Hungary,2016,16627,607,150.92,21936,
Iceland,1970,709,21,,892,
Iceland,1971,789,24,,1044,
Iceland,1972,898,23,,1172,
Iceland,1973,963,25,,1192,
Iceland,1974,1025,20,,1319,
Iceland,1975,507,33,,641,
Iceland,1976,439,19,,528,
Iceland,1977,434,37,,499,
Iceland,1978,504,27,,682,
Iceland,1979,443,27,,561,
Iceland,1980,522,25,,661,
Iceland,1981,501,24,,683,
Iceland,1982,541,24,,720,
Iceland,1983,466,18,,595,
Iceland,1984,551,27,,735,
Iceland,1985,619,24,,865,
Iceland,1986,553,24,,744,
Iceland,1987,673,24,,931,
Iceland,1988,647,29,,882,
Iceland,1989,536,28,,775,
Iceland,1990,583,24,,833,
Iceland,1991,784,27,,1101,
Iceland,1992,924,21,,1306,
Iceland,1993,1003,17,,1417,
Iceland,1994,1016,12,89.55,1461,
Iceland,1995,1076,24,179.1,1631,
Iceland,1996,1085,10,72.99,1558,
Iceland,1997,1041,15,105.63,1496,
Iceland,1998,1122,27,180,1578,
Iceland,1999,1195,21,131.25,1705,
Iceland,2000,1002,32,184.97,1488,
Iceland,2001,863,24,131.15,1278,
Iceland,2002,1007,29,145,1485,
Iceland,2003,807,23,113.86,1221,
Iceland,2004,810,23,110.58,1156,
Iceland,2005,687,19,86.76,1013,
Iceland,2006,915,31,130.8,1327,
Iceland,2007,1147,15,59.52,1658,
Iceland,2008,1085,12,45.28,1573,
Iceland,2009,893,17,65.38,1282,
Iceland,2010,883,8,30.77,1253,
Iceland,2011,849,12,45.98,1205,
Iceland,2012,742,9,33.83,1035,
Iceland,2013,822,15,55.56,1217,
Iceland,2014,808,4,14.6,1168,
Iceland,2015,912,16,56.14,1308,
Iceland,2016,986,18,59.41,1411,
India,1990,282600,54100,,,
India,1991,295131,56278,,,
India,1992,275541,60113,,,
India,1993,284646,60380,,,
India,1994,325864,64463,,,
India,1995,351999,70781,,,
India,1996,371204,74665,,,
India,1997,373671,76977,,,
India,1998,385018,79919,,,
India,1999,386456,81966,,,
India,2000,391449,78911,,,
India,2001,405637,80888,,,
India,2002,407497,84674,,,
India,2003,406726,85998,,,
India,2004,429910,92618,,,
India,2005,439255,94968,,465282,
India,2006,460920,105749,,496481,
India,2007,479216,114444,,513340,
India,2008,484704,119860,,523193,
India,2009,486384,125660,,515458,
India,2010,499628,134513,,527512,
India,2011,497686,142485,,511412,
India,2012,490383,138258,,509667,
India,2013,486476,137572,,494893,
India,2014,489400,139671,,493474,
India,2015,501423,146133,,500279,
India,2016,480652,150785,,494624,
Ireland,1970,6405,540,,9269,
Ireland,1971,6486,576,,9629,
Ireland,1972,6223,640,,8955,
Ireland,1973,6020,592,,8762,
Ireland,1974,5632,594,,8288,
Ireland,1975,4914,586,,7198,
Ireland,1976,5117,525,,7798,
Ireland,1977,5617,583,,8515,
Ireland,1978,6143,628,,9313,
Ireland,1979,5694,614,,8250,
Ireland,1980,5683,564,,8504,
Ireland,1981,5591,572,,8283,
Ireland,1982,5482,533,,8006,
Ireland,1983,5594,535,,7946,
Ireland,1984,5737,465,,8210,
Ireland,1985,5518,410,,7818,
Ireland,1986,5776,387,,8329,
Ireland,1987,5752,462,,8409,
Ireland,1988,5577,463,,8437,
Ireland,1989,5831,460,,8803,
Ireland,1990,6067,478,,9429,
Ireland,1991,6494,445,,9874,
Ireland,1992,6677,415,,10188,
Ireland,1993,6376,431,,9831,
Ireland,1994,6610,404,336.11,10229,
Ireland,1995,8117,437,346.28,12673,
Ireland,1996,8686,453,338.31,13319,
Ireland,1997,8496,472,329.61,13115,
Ireland,1998,8239,458,303.11,12773,
Ireland,1999,7807,413,256.84,12340,
Ireland,2000,7757,415,246.44,12043,
Ireland,2001,6909,411,232.2,10222,
Ireland,2002,6625,376,203.24,9206,
Ireland,2003,5985,335,172.95,8262,
Ireland,2004,5781,374,183.69,7867,
Ireland,2005,6533,396,185.13,9318,
Ireland,2006,6018,365,158.97,8575,
Ireland,2007,5158,338,138.41,7806,
Ireland,2008,5580,279,111.69,7921,
Ireland,2009,6615,238,96.45,9742,
Ireland,2010,5780,212,87.73,8270,
Ireland,2011,5230,186,76.7,7235,
Ireland,2012,5610,163,67.83,7942,
Ireland,2013,4976,188,75.73,6880,
Ireland,2014,5797,193,76.73,8079,
Ireland,2015,5831,162,63.03,7840,
Ireland,2016,,186,70.86,,
Israel,1970,13355,529,,18997,
Israel,1971,14757,623,,20383,
Israel,1972,15303,651,,21360,
Israel,1973,14606,683,,21047,
Israel,1974,14719,716,,20839,
Israel,1975,14309,648,,20458,
Israel,1976,14322,602,,20318,
Israel,1977,15753,636,,22085,
Israel,1978,16695,619,,23425,
Israel,1979,14367,566,,20067,
Israel,1980,12716,434,,17447,
Israel,1981,13174,436,,18092,
Israel,1982,12727,385,,18104,
Israel,1983,13785,436,,19431,
Israel,1984,13152,399,,18717,
Israel,1985,12761,387,,18322,
Israel,1986,14568,415,,20791,
Israel,1987,14955,493,,21680,
Israel,1988,15497,511,,22577,
Israel,1989,16213,475,,23587,
Israel,1990,17496,427,,27241,
Israel,1991,19417,444,,31097,
Israel,1992,22259,507,,37331,
Israel,1993,21938,505,,37487,
Israel,1994,20152,539,392.54,35858,
Israel,1995,21688,550,376.97,37974,
Israel,1996,25405,517,335.09,46017,
Israel,1997,25491,530,327.8,46921,
Israel,1998,25337,548,327.21,48742,
Israel,1999,22798,476,275.18,45027,
Israel,2000,19925,461,251.7,39817,
Israel,2001,18140,542,283.04,37047,
Israel,2002,18490,525,267.85,37679,
Israel,2003,17745,445,224.49,36635,
Israel,2004,17762,467,229.18,36452,
Israel,2005,16986,437,207.37,35034,
Israel,2006,17190,405,186.16,35493,
Israel,2007,16016,382,167.28,32423,
Israel,2008,16531,412,172.34,31399,
Israel,2009,16308,314,127.71,31518,
Israel,2010,14724,352,137.17,27732,
Israel,2011,14127,341,127.09,26800,
Israel,2012,12484,263,95.26,23641,
Israel,2013,13048,277,97.18,24017,
Israel,2014,11772,279,94.07,21631,
Israel,2015,12122,322,104.15,21842,
Israel,2016,12015,335,,21901,
Italy,1970,307710,11025,,239261,
Italy,1971,313265,10912,,255405,
Italy,1972,332591,11964,,279738,
Italy,1973,325286,11586,,277120,
Italy,1974,287400,10365,,244618,
Italy,1975,282266,10272,,240170,
Italy,1976,272710,9641,,227617,
Italy,1977,265562,8879,,218233,
Italy,1978,263674,8602,,216158,
Italy,1979,270923,8983,,230557,
Italy,1980,163770,9220,,232093,
Italy,1981,165721,8718,,233960,
Italy,1982,159858,8322,,225748,
Italy,1983,161114,8300,,228044,
Italy,1984,159051,7759,,225312,
Italy,1985,157786,7700,,223802,
Italy,1986,155427,7642,,220801,
Italy,1987,158208,7327,,224838,
Italy,1988,166033,7494,,235680,
Italy,1989,160828,6923,,223252,
Italy,1990,161782,7151,,228175,
Italy,1991,170702,8098,,248786,
Italy,1992,166815,8029,,249123,
Italy,1993,153393,7177,,223277,
Italy,1994,170679,7104,182.16,246288,
Italy,1995,182761,7033,176.67,266604,
Italy,1996,190068,6688,165.31,278803,
Italy,1997,190031,6724,162.19,277686,
Italy,1998,204615,6849,166.18,300206,
Italy,1999,225646,6688,156.4,329687,
Italy,2000,256546,7061,159.4,367074,
Italy,2001,263100,7096,155.44,373286,
Italy,2002,265402,6980,148.76,378491,
Italy,2003,252271,6563,135.88,356475,
Italy,2004,243490,6122,126.62,343179,
Italy,2005,240011,5818,128.76,334858,
Italy,2006,238124,5669,122.36,332955,
Italy,2007,230871,5131,110.79,325850,
Italy,2008,218963,4725,92.18,310745,
Italy,2009,215405,4237,83.19,307258,
Italy,2010,212997,4114,80.32,304720,
Italy,2011,205638,3860,75.23,292019,
Italy,2012,188228,3753,73.17,266864,
Italy,2013,181660,3401,66.34,258093,
Italy,2014,177031,3381,65.54,251147,
Italy,2015,174539,3428,66.04,246920,
Italy,2016,175791,3283,62.34,249175,
Japan,1970,718080,21795,,976066,
Japan,1971,700290,21161,,944806,
Japan,1972,659283,20693,,884423,
Japan,1973,586713,18946,,785576,
Japan,1974,490452,14862,,647990,
Japan,1975,472938,14030,,619229,
Japan,1976,471041,12654,,611037,
Japan,1977,460649,11629,,590527,
Japan,1978,464037,11418,,591481,
Japan,1979,471573,11006,,593742,
Japan,1980,476677,11388,,596091,
Japan,1981,485578,11335,,604730,
Japan,1982,502261,11795,,623470,
Japan,1983,526362,12376,,651966,
Japan,1984,518642,12041,,641542,
Japan,1985,552788,12039,,678568,
Japan,1986,579190,12112,,709535,
Japan,1987,590723,12151,,719375,
Japan,1988,614481,13447,,749742,
Japan,1989,661363,14412,,811506,
Japan,1990,643097,14595,,786927,
Japan,1991,662392,14442,,821354,
Japan,1992,695346,14888,,855455,
Japan,1993,724678,13272,,876306,
Japan,1994,729461,12772,155.37,879604,
Japan,1995,761794,12675,151.82,920686,
Japan,1996,771085,11675,137.4,940472,
Japan,1997,780401,11256,130.05,957311,
Japan,1998,803882,10808,123.46,989082,
Japan,1999,850371,10378,117.94,1049033,
Japan,2000,931950,10410,117.49,1154370,
Japan,2001,947253,10071,112.85,1179725,
Japan,2002,936950,9645,107.5,1166780,
Japan,2003,948281,8944,99.26,1180505,
Japan,2004,952720,8572,95.1,1182481,
Japan,2005,934346,7997,88.41,1156053,
Japan,2006,887267,7336,80.28,1097643,
Japan,2007,832704,6695,73.03,1033753,
Japan,2008,766394,6079,66.68,944833,
Japan,2009,737637,5840,64.3,910354,
Japan,2010,725924,5828,64.42,895417,
Japan,2011,692084,5535,61.3,853769,
Japan,2012,665157,5261,58.36,824569,
Japan,2013,629033,5165,57.03,780715,
Japan,2014,573842,4838,53.23,710649,
Japan,2015,536899,4885,53.5,665255,
Japan,2016,499201,4698,51.44,618059,
Latvia,1970,4669,646,,4323,
Latvia,1971,4376,637,,4170,
Latvia,1972,4061,644,,3865,
Latvia,1973,3965,590,,3817,
Latvia,1974,4260,641,,3979,
Latvia,1975,4770,669,,4358,
Latvia,1976,4794,671,,4100,
Latvia,1977,4790,659,,4212,
Latvia,1978,4683,641,,4042,
Latvia,1979,4601,662,,4030,
Latvia,1980,4717,653,,3894,
Latvia,1981,4418,645,,3808,
Latvia,1982,4367,637,,3755,
Latvia,1983,4791,656,,3926,
Latvia,1984,4638,586,,4026,
Latvia,1985,3767,539,,4164,
Latvia,1986,3740,471,,4088,
Latvia,1987,3655,512,,4008,
Latvia,1988,4036,577,,4578,
Latvia,1989,4600,802,,4987,
Latvia,1990,4325,877,,4716,
Latvia,1991,4271,923,,4543,
Latvia,1992,3474,729,,3766,
Latvia,1993,3389,670,,3721,
Latvia,1994,3814,717,,4380,
Latvia,1995,4056,611,1383.92,4903,
Latvia,1996,3711,550,,4324,
Latvia,1997,3925,525,,4674,
Latvia,1998,4540,627,,5414,
Latvia,1999,4442,604,,5244,
Latvia,2000,4482,588,,5449,
Latvia,2001,4766,517,,5852,
Latvia,2002,5083,518,,6300,
Latvia,2003,5379,493,,6639,
Latvia,2004,5081,516,,6416,
Latvia,2005,4466,442,491.99,5600,
Latvia,2006,4302,407,411.78,5404,
Latvia,2007,4781,419,386.53,6088,
Latvia,2008,4196,316,283.28,5408,
Latvia,2009,3160,254,236.08,3930,
Latvia,2010,3193,218,296.12,4023,
Latvia,2011,3386,179,251.23,4224,
Latvia,2012,3358,177,244.91,4179,
Latvia,2013,3489,179,240.79,4338,
Latvia,2014,3728,212,276.38,4603,
Latvia,2015,3692,188,237.21,4566,
Latvia,2016,3792,158,,4648,
Liechtenstein,1970,338,12,,102,
Liechtenstein,1971,349,8,,109,
Liechtenstein,1972,390,9,,120,
Liechtenstein,1973,315,5,,98,
Liechtenstein,1974,340,13,,126,
Liechtenstein,1975,331,8,,105,
Liechtenstein,1976,325,8,,111,
Liechtenstein,1977,394,8,,122,
Liechtenstein,1978,392,13,,127,
Liechtenstein,1979,352,12,,111,
Liechtenstein,1980,344,9,,135,
Liechtenstein,1981,324,4,,104,
Liechtenstein,1982,348,2,,123,
Liechtenstein,1983,355,5,,139,
Liechtenstein,1984,344,2,,110,
Liechtenstein,1985,287,3,,91,
Liechtenstein,1986,345,4,,116,
Liechtenstein,1987,317,4,,100,
Liechtenstein,1988,287,3,,102,
Liechtenstein,1989,363,2,,137,
Liechtenstein,1990,340,3,,118,
Liechtenstein,1991,326,3,,106,
Liechtenstein,1992,282,1,,83,
Liechtenstein,1993,295,2,,67,
Liechtenstein,1994,458,3,,112,
Liechtenstein,1995,424,2,,80,
Liechtenstein,1996,403,3,,94,
Liechtenstein,1997,367,6,,89,
Liechtenstein,1998,355,0,,94,
Liechtenstein,1999,363,0,,123,
Liechtenstein,2000,424,3,,153,
Liechtenstein,2001,573,2,,169,
Liechtenstein,2002,582,0,,138,
Liechtenstein,2003,565,5,,147,
Liechtenstein,2004,512,1,,123,
Liechtenstein,2005,435,2,,109,
Liechtenstein,2006,448,0,,97,
Liechtenstein,2007,420,0,,116,
Liechtenstein,2008,402,1,,109,
Liechtenstein,2009,358,1,,111,
Liechtenstein,2010,366,0,,114,
Liechtenstein,2011,327,2,,105,
Liechtenstein,2012,403,1,,108,
Liechtenstein,2013,468,2,,111,
Liechtenstein,2014,465,3,,98,
Liechtenstein,2015,445,2,,111,
Liechtenstein,2016,434,0,,105,
Lithuania,1970,4679,667,,4264,
Lithuania,1971,4799,761,,4428,
Lithuania,1972,4747,738,,4342,
Lithuania,1973,4809,686,,4383,
Lithuania,1974,5077,780,,4540,
Lithuania,1975,6065,899,,5220,
Lithuania,1976,6215,831,,4939,
Lithuania,1977,6035,789,,5046,
Lithuania,1978,6122,803,,4777,
Lithuania,1979,6410,799,,4099,
Lithuania,1980,6192,779,,4730,
Lithuania,1981,6329,743,,4762,
Lithuania,1982,6321,818,,4533,
Lithuania,1983,6424,784,,4666,
Lithuania,1984,6050,712,,4570,
Lithuania,1985,4323,649,,4500,
Lithuania,1986,4254,617,,4626,
Lithuania,1987,4287,623,,4690,
Lithuania,1988,4778,765,,5285,
Lithuania,1989,5481,942,,5961,
Lithuania,1990,5135,933,,5491,
Lithuania,1991,6067,1093,,6638,
Lithuania,1992,4049,779,,4251,
Lithuania,1993,4319,892,,4556,
Lithuania,1994,3902,765,872.36,4146,
Lithuania,1995,4144,671,752.61,4509,
Lithuania,1996,4579,667,648.68,5223,
Lithuania,1997,5319,726,758.19,6197,
Lithuania,1998,6445,829,754.37,7667,
Lithuania,1999,6356,748,619.71,7696,
Lithuania,2000,5807,641,498.29,6960,
Lithuania,2001,5972,706,510.22,7103,
Lithuania,2002,6091,697,471.23,7428,
Lithuania,2003,5965,709,448.6,7266,
Lithuania,2004,6357,752,460.12,7862,
Lithuania,2005,6772,773,434.21,8466,
Lithuania,2006,6588,760,389.68,8252,
Lithuania,2007,6448,740,374.95,8043,
Lithuania,2008,4796,499,236.85,5818,
Lithuania,2009,3805,370,173.41,4426,
Lithuania,2010,3530,299,139.42,4230,
Lithuania,2011,3266,296,136.15,3919,
Lithuania,2012,3391,302,134.95,3951,
Lithuania,2013,3391,256,112.48,4007,
Lithuania,2014,3225,267,179.33,3747,
Lithuania,2015,3033,242,156.21,3594,
Lithuania,2016,3213,192,118.96,3768,
Luxembourg,1970,1607,132,,2367,
Luxembourg,1971,1602,86,,2383,
Luxembourg,1972,1805,107,,2629,
Luxembourg,1973,1817,108,,2844,
Luxembourg,1974,1886,127,,2765,
Luxembourg,1975,1866,124,,2759,
Luxembourg,1976,1696,100,,2443,
Luxembourg,1977,1698,110,,2488,
Luxembourg,1978,1564,102,,2173,
Luxembourg,1979,1565,90,,2286,
Luxembourg,1980,1577,98,,2283,
Luxembourg,1981,1487,100,,2141,
Luxembourg,1982,1361,75,,1964,
Luxembourg,1983,1429,85,,2118,
Luxembourg,1984,1423,70,,2117,
Luxembourg,1985,1332,79,,1997,
Luxembourg,1986,1348,79,,1983,
Luxembourg,1987,1181,68,,1682,
Luxembourg,1988,1258,84,,1863,
Luxembourg,1989,1296,67,,1848,
Luxembourg,1990,1216,71,,1778,
Luxembourg,1991,1129,83,,1642,
Luxembourg,1992,1139,69,,1656,
Luxembourg,1993,1184,78,,1642,
Luxembourg,1994,1110,66,252.87,1550,
Luxembourg,1995,1145,70,252.71,1660,
Luxembourg,1996,1050,71,254.48,1538,
Luxembourg,1997,1017,60,210.53,1498,
Luxembourg,1998,1058,57,193.22,1518,
Luxembourg,1999,1076,58,188.93,1529,
Luxembourg,2000,901,76,238.31,1257,
Luxembourg,2001,774,70,211.29,1178,
Luxembourg,2002,771,62,181.85,1103,
Luxembourg,2003,720,53,150.48,1052,
Luxembourg,2004,716,50,138.6,990,
Luxembourg,2005,777,47,127.49,1053,
Luxembourg,2006,805,43,113.67,1089,
Luxembourg,2007,954,45,116.02,1326,
Luxembourg,2008,927,35,88.06,1239,
Luxembourg,2009,869,48,117.71,1156,
Luxembourg,2010,876,32,77.78,1185,
Luxembourg,2011,962,33,78.73,1308,
Luxembourg,2012,1019,34,79.05,1378,
Luxembourg,2013,949,45,101.77,1252,
Luxembourg,2014,908,35,81.16,1226,
Luxembourg,2015,983,36,81.22,1348,
Macedonia,1970,3137,148,,2573,
Macedonia,1971,2085,174,,2819,
Macedonia,1972,2129,202,,2956,
Macedonia,1973,2137,206,,2885,
Macedonia,1974,2138,235,,2928,
Macedonia,1975,2101,213,,2830,
Macedonia,1976,2445,214,,3387,
Macedonia,1977,2524,278,,3379,
Macedonia,1978,2595,264,,3493,
Macedonia,1979,2124,270,,2883,
Macedonia,1980,1944,221,,2707,
Macedonia,1981,2138,233,,2196,
Macedonia,1982,1843,209,,2412,
Macedonia,1983,1811,182,,2442,
Macedonia,1984,1811,176,,2387,
Macedonia,1985,1931,182,,2630,
Macedonia,1986,2103,196,,2891,
Macedonia,1987,2050,190,,2766,
Macedonia,1988,1858,168,,2392,
Macedonia,1989,2219,168,,2912,
Macedonia,1990,2307,207,,3066,
Macedonia,1991,2176,175,,3053,
Macedonia,1992,1921,148,,2673,
Macedonia,1993,2076,152,,2819,
Macedonia,1994,2412,147,,3333,
Macedonia,1995,2436,157,,3443,
Macedonia,1996,2505,154,,3397,
Macedonia,1997,2320,178,,3199,
Macedonia,1998,2202,187,,3019,
Macedonia,1999,2188,216,,2984,
Macedonia,2000,1692,162,,2340,
Macedonia,2001,1300,107,,1830,
Macedonia,2002,1628,176,,2424,
Macedonia,2003,1926,118,,2750,
Macedonia,2004,1987,155,,2922,
Macedonia,2005,2821,143,,4176,
Macedonia,2006,3313,140,,4936,
Macedonia,2007,4037,173,,6133,
Macedonia,2008,4403,162,,6724,
Macedonia,2009,4353,160,,6731,
Macedonia,2010,4223,162,,6195,
Macedonia,2011,4462,172,,6853,
Macedonia,2012,4108,132,,6149,
Macedonia,2013,4230,198,,6484,
Macedonia,2014,3852,130,,6056,
Macedonia,2015,3854,148,,5913,
Macedonia,2016,3902,165,,5971,
Malta,1998,10095,,,,
Malta,1999,11456,12,,1134,
Malta,2000,12654,15,,1169,
Malta,2001,13372,16,,1215,
Malta,2002,14062,16,,1296,
Malta,2003,13979,17,,1171,
Malta,2004,15643,13,47.83,1268,
Malta,2005,15584,16,59.35,1140,
Malta,2006,15549,10,36.15,1186,
Malta,2007,16138,14,49.15,1195,
Malta,2008,15007,15,51.38,1157,
Malta,2009,14877,21,70.9,1048,
Malta,2010,13727,15,49.5,1064,
Malta,2011,14624,17,54.8,1560,
Malta,2012,14546,9,28.78,1590,
Malta,2013,14070,18,56.06,1564,
Malta,2014,14473,10,30,1786,
Malta,2015,15504,11,31.9,1700,
Mexico,1970,19801,2598,,14653,
Mexico,1971,22019,2806,,16407,
Mexico,1972,24118,3076,,18117,
Mexico,1973,26128,3979,,18474,
Mexico,1974,25523,3603,,18296,
Mexico,1975,24459,3711,,18500,
Mexico,1976,23922,3811,,18678,
Mexico,1977,27702,4264,,19046,
Mexico,1978,33004,4556,,22754,
Mexico,1979,38670,5238,,26213,
Mexico,1980,53582,6172,,31363,
Mexico,1981,60572,5717,,31432,
Mexico,1982,56610,5085,,27076,
Mexico,1983,46140,4276,,23225,
Mexico,1984,50847,4345,,25289,
Mexico,1985,54723,4627,,27881,
Mexico,1986,42902,3342,,20846,
Mexico,1987,51199,4695,,28133,
Mexico,1988,54973,4863,,30459,
Mexico,1989,59549,5139,,34698,
Mexico,1990,65001,5469,,36160,
Mexico,1991,68113,5734,,36642,
Mexico,1992,66728,5481,,37416,
Mexico,1993,63804,5252,,35461,
Mexico,1994,65155,5115,,36268,
Mexico,1995,58270,4678,,33860,
Mexico,1996,58156,4810,,33325,
Mexico,1997,61147,4975,,34952,
Mexico,1998,60951,5064,,35086,
Mexico,1999,60507,5106,,36528,
Mexico,2000,61146,5224,334.62,38434,
Mexico,2001,57428,5147,297.51,38676,
Mexico,2002,42606,4864,258.94,35454,
Mexico,2003,33033,4650,234.77,31464,
Mexico,2004,30665,4603,220.47,31274,
Mexico,2005,29444,4710,212.75,32268,
Mexico,2006,29030,4908,197.05,33168,
Mexico,2007,30551,5398,201.82,33580,
Mexico,2008,30379,5379,183.66,32769,
Mexico,2009,16011,4869,157.62,31656,
Mexico,2010,14581,5032,159.06,28617,
Mexico,2011,11473,4406,132.4,26045,
Mexico,2012,12888,4539,130.15,24736,
Mexico,2013,21636,3849,104.75,20693,
Mexico,2014,17909,3774,99.25,17408,
Mexico,2015,16994,3490,99.83,15470,
Mexico,2016,12553,3371,,11163,
Moldova,1970,3063,585,,2992,
Moldova,1971,3008,647,,3541,
Moldova,1972,3070,628,,3574,
Moldova,1973,3191,675,,3871,
Moldova,1974,3457,801,,4134,
Moldova,1975,3736,797,,3584,
Moldova,1976,3642,796,,4333,
Moldova,1977,4257,911,,4767,
Moldova,1978,4235,911,,4768,
Moldova,1979,4155,884,,4676,
Moldova,1980,4401,931,,4125,
Moldova,1981,3873,925,,4963,
Moldova,1982,3923,959,,5018,
Moldova,1983,4394,973,,5574,
Moldova,1984,4595,951,,5790,
Moldova,1985,4355,811,,4658,
Moldova,1986,4490,823,,4867,
Moldova,1987,4572,741,,5170,
Moldova,1988,5172,872,,5642,
Moldova,1989,6434,1147,,7220,
Moldova,1990,6049,1127,,6687,
Moldova,1991,5052,968,,5554,
Moldova,1992,3740,756,,4200,
Moldova,1993,2436,422,,2704,
Moldova,1994,2647,540,,2976,
Moldova,1995,2695,544,,3069,
Moldova,1996,3208,554,,3717,
Moldova,1997,3412,569,,3986,
Moldova,1998,3037,492,,3616,
Moldova,1999,2669,396,,3095,
Moldova,2000,2580,406,,3148,
Moldova,2001,2752,419,,3378,
Moldova,2002,2899,412,,3505,
Moldova,2003,2670,425,,3215,
Moldova,2004,2447,405,,2888,
Moldova,2005,2289,391,,2770,
Moldova,2006,2298,382,,2807,
Moldova,2007,2437,464,,2984,
Moldova,2008,2869,500,,3494,
Moldova,2009,2729,487,,2801,
Moldova,2010,2921,452,,3735,
Moldova,2011,2825,433,,3543,
Moldova,2012,2713,442,,3510,
Moldova,2013,2603,295,,3221,
Moldova,2014,2564,324,,3080,
Moldova,2015,2559,300,,3063,
Moldova,2016,2472,311,,2924,
Montenegro,2005,1347,95,,1942,
Montenegro,2006,1554,85,,2257,
Montenegro,2007,1874,122,,2796,
Montenegro,2008,1760,112,,2473,
Montenegro,2009,1718,100,,2478,
Montenegro,2010,1520,95,,2099,
Montenegro,2011,1451,58,,2075,
Montenegro,2012,1217,46,,1722,
Montenegro,2013,1266,74,,1812,
Montenegro,2014,1334,65,,1835,
Montenegro,2015,1554,51,,2173,
Montenegro,2016,1698,65,,2358,
Netherlands,1970,59000,3180,,68230,
Netherlands,1971,62000,3170,,72160,
Netherlands,1972,60000,3260,,70090,
Netherlands,1973,60000,3090,,70360,
Netherlands,1974,57000,2550,,66210,
Netherlands,1975,52365,2321,,59979,
Netherlands,1976,54000,2430,,62320,
Netherlands,1977,56000,2580,,64480,
Netherlands,1978,54000,2290,,62130,
Netherlands,1979,48000,1980,,56620,
Netherlands,1980,49396,1997,,56623,
