Entity,Year,Colonial Regimes (Minner and Wim (2006))
Czech Republic,1826,Austria-Hungary
Czech Republic,1827,Austria-Hungary
Czech Republic,1828,Austria-Hungary
Czech Republic,1829,Austria-Hungary
Czech Republic,1830,Austria-Hungary
Czech Republic,1831,Austria-Hungary
Czech Republic,1832,Austria-Hungary
Czech Republic,1833,Austria-Hungary
Czech Republic,1834,Austria-Hungary
Czech Republic,1835,Austria-Hungary
Czech Republic,1836,Austria-Hungary
Czech Republic,1837,Austria-Hungary
Czech Republic,1838,Austria-Hungary
Czech Republic,1839,Austria-Hungary
Czech Republic,1840,Austria-Hungary
Czech Republic,1841,Austria-Hungary
Czech Republic,1842,Austria-Hungary
Czech Republic,1843,Austria-Hungary
Czech Republic,1844,Austria-Hungary
Czech Republic,1845,Austria-Hungary
Czech Republic,1846,Austria-Hungary
Czech Republic,1847,Austria-Hungary
Czech Republic,1848,Austria-Hungary
Czech Republic,1849,Austria-Hungary
Czech Republic,1850,Austria-Hungary
Czech Republic,1851,Austria-Hungary
Czech Republic,1852,Austria-Hungary
Czech Republic,1853,Austria-Hungary
Czech Republic,1854,Austria-Hungary
Czech Republic,1855,Austria-Hungary
Czech Republic,1856,Austria-Hungary
Czech Republic,1857,Austria-Hungary
Czech Republic,1858,Austria-Hungary
Czech Republic,1859,Austria-Hungary
Czech Republic,1860,Austria-Hungary
Czech Republic,1861,Austria-Hungary
Czech Republic,1862,Austria-Hungary
Czech Republic,1863,Austria-Hungary
Czech Republic,1864,Austria-Hungary
Czech Republic,1865,Austria-Hungary
Czech Republic,1866,Austria-Hungary
Czech Republic,1867,Austria-Hungary
Czech Republic,1868,Austria-Hungary
Czech Republic,1869,Austria-Hungary
Czech Republic,1870,Austria-Hungary
Czech Republic,1871,Austria-Hungary
Czech Republic,1872,Austria-Hungary
Czech Republic,1873,Austria-Hungary
Czech Republic,1874,Austria-Hungary
Czech Republic,1875,Austria-Hungary
Czech Republic,1876,Austria-Hungary
Czech Republic,1877,Austria-Hungary
Czech Republic,1878,Austria-Hungary
Czech Republic,1879,Austria-Hungary
Czech Republic,1880,Austria-Hungary
Czech Republic,1881,Austria-Hungary
Czech Republic,1882,Austria-Hungary
Czech Republic,1883,Austria-Hungary
Czech Republic,1884,Austria-Hungary
Czech Republic,1885,Austria-Hungary
Czech Republic,1886,Austria-Hungary
Czech Republic,1887,Austria-Hungary
Czech Republic,1888,Austria-Hungary
Czech Republic,1889,Austria-Hungary
Czech Republic,1890,Austria-Hungary
Czech Republic,1891,Austria-Hungary
Czech Republic,1892,Austria-Hungary
Czech Republic,1893,Austria-Hungary
Czech Republic,1894,Austria-Hungary
Czech Republic,1895,Austria-Hungary
Czech Republic,1896,Austria-Hungary
Czech Republic,1897,Austria-Hungary
Czech Republic,1898,Austria-Hungary
Czech Republic,1899,Austria-Hungary
Czech Republic,1900,Austria-Hungary
Czech Republic,1901,Austria-Hungary
Czech Republic,1902,Austria-Hungary
Czech Republic,1903,Austria-Hungary
Czech Republic,1904,Austria-Hungary
Czech Republic,1905,Austria-Hungary
Czech Republic,1906,Austria-Hungary
Czech Republic,1907,Austria-Hungary
Czech Republic,1908,Austria-Hungary
Czech Republic,1909,Austria-Hungary
Czech Republic,1910,Austria-Hungary
Czech Republic,1911,Austria-Hungary
Czech Republic,1912,Austria-Hungary
Czech Republic,1913,Austria-Hungary
Czech Republic,1914,Austria-Hungary
Czech Republic,1915,Austria-Hungary
Czech Republic,1916,Austria-Hungary
Czech Republic,1917,Austria-Hungary
Czech Republic,1918,Czechoslovakia
Czech Republic,1919,Czechoslovakia
Czech Republic,1920,Czechoslovakia
Czech Republic,1921,Czechoslovakia
Czech Republic,1922,Czechoslovakia
Czech Republic,1923,Czechoslovakia
Czech Republic,1924,Czechoslovakia
Czech Republic,1925,Czechoslovakia
Czech Republic,1926,Czechoslovakia
Czech Republic,1927,Czechoslovakia
Czech Republic,1928,Czechoslovakia
Czech Republic,1929,Czechoslovakia
Czech Republic,1930,Czechoslovakia
Czech Republic,1931,Czechoslovakia
Czech Republic,1932,Czechoslovakia
Czech Republic,1933,Czechoslovakia
Czech Republic,1934,Czechoslovakia
Czech Republic,1935,Czechoslovakia
Czech Republic,1936,Czechoslovakia
Czech Republic,1937,Czechoslovakia
Czech Republic,1938,Czechoslovakia
Czech Republic,1939,Czechoslovakia
Czech Republic,1940,Czechoslovakia
Czech Republic,1941,Czechoslovakia
Czech Republic,1942,Czechoslovakia
Czech Republic,1943,Czechoslovakia
Czech Republic,1944,Czechoslovakia
Czech Republic,1945,Czechoslovakia
Czech Republic,1946,Czechoslovakia
Czech Republic,1947,Czechoslovakia
Czech Republic,1948,Czechoslovakia
Czech Republic,1949,Czechoslovakia
Czech Republic,1950,Czechoslovakia
Czech Republic,1951,Czechoslovakia
Czech Republic,1952,Czechoslovakia
Czech Republic,1953,Czechoslovakia
Czech Republic,1954,Czechoslovakia
Czech Republic,1955,Czechoslovakia
Czech Republic,1956,Czechoslovakia
Czech Republic,1957,Czechoslovakia
Czech Republic,1958,Czechoslovakia
Czech Republic,1959,Czechoslovakia
Czech Republic,1960,Czechoslovakia
Czech Republic,1961,Czechoslovakia
Czech Republic,1962,Czechoslovakia
Czech Republic,1963,Czechoslovakia
Czech Republic,1964,Czechoslovakia
Czech Republic,1965,Czechoslovakia
Czech Republic,1966,Czechoslovakia
Czech Republic,1967,Czechoslovakia
Czech Republic,1968,Czechoslovakia
Czech Republic,1969,Czechoslovakia
Czech Republic,1970,Czechoslovakia
Czech Republic,1971,Czechoslovakia
Czech Republic,1972,Czechoslovakia
Czech Republic,1973,Czechoslovakia
Czech Republic,1974,Czechoslovakia
Czech Republic,1975,Czechoslovakia
Czech Republic,1976,Czechoslovakia
Czech Republic,1977,Czechoslovakia
Czech Republic,1978,Czechoslovakia
Czech Republic,1979,Czechoslovakia
Czech Republic,1980,Czechoslovakia
Czech Republic,1981,Czechoslovakia
Czech Republic,1982,Czechoslovakia
Czech Republic,1983,Czechoslovakia
Czech Republic,1984,Czechoslovakia
Czech Republic,1985,Czechoslovakia
Czech Republic,1986,Czechoslovakia
Czech Republic,1987,Czechoslovakia
Czech Republic,1988,Czechoslovakia
Czech Republic,1989,Czechoslovakia
Czech Republic,1990,Czechoslovakia
Czech Republic,1991,Czechoslovakia
Czech Republic,1992,Czechoslovakia
Democratic Republic of Congo,1816,Belgium
Democratic Republic of Congo,1817,Belgium
Democratic Republic of Congo,1818,Belgium
Democratic Republic of Congo,1819,Belgium
Democratic Republic of Congo,1820,Belgium
Democratic Republic of Congo,1821,Belgium
Democratic Republic of Congo,1822,Belgium
Democratic Republic of Congo,1823,Belgium
Democratic Republic of Congo,1824,Belgium
Democratic Republic of Congo,1825,Belgium
Democratic Republic of Congo,1826,Belgium
Democratic Republic of Congo,1827,Belgium
Democratic Republic of Congo,1828,Belgium
Democratic Republic of Congo,1829,Belgium
Democratic Republic of Congo,1830,Belgium
Democratic Republic of Congo,1831,Belgium
Democratic Republic of Congo,1832,Belgium
Democratic Republic of Congo,1833,Belgium
Democratic Republic of Congo,1834,Belgium
Democratic Republic of Congo,1835,Belgium
Democratic Republic of Congo,1836,Belgium
Democratic Republic of Congo,1837,Belgium
Democratic Republic of Congo,1838,Belgium
Democratic Republic of Congo,1839,Belgium
Democratic Republic of Congo,1840,Belgium
Democratic Republic of Congo,1841,Belgium
Democratic Republic of Congo,1842,Belgium
Democratic Republic of Congo,1843,Belgium
Democratic Republic of Congo,1844,Belgium
Democratic Republic of Congo,1845,Belgium
Democratic Republic of Congo,1846,Belgium
Democratic Republic of Congo,1847,Belgium
Democratic Republic of Congo,1848,Belgium
Democratic Republic of Congo,1849,Belgium
Democratic Republic of Congo,1850,Belgium
Democratic Republic of Congo,1851,Belgium
Democratic Republic of Congo,1852,Belgium
Democratic Republic of Congo,1853,Belgium
Democratic Republic of Congo,1854,Belgium
Democratic Republic of Congo,1855,Belgium
Democratic Republic of Congo,1856,Belgium
Democratic Republic of Congo,1857,Belgium
Democratic Republic of Congo,1858,Belgium
Democratic Republic of Congo,1859,Belgium
Democratic Republic of Congo,1860,Belgium
Democratic Republic of Congo,1861,Belgium
Democratic Republic of Congo,1862,Belgium
Democratic Republic of Congo,1863,Belgium
Democratic Republic of Congo,1864,Belgium
Democratic Republic of Congo,1865,Belgium
Democratic Republic of Congo,1866,Belgium
Democratic Republic of Congo,1867,Belgium
Democratic Republic of Congo,1868,Belgium
Democratic Republic of Congo,1869,Belgium
Democratic Republic of Congo,1870,Belgium
Democratic Republic of Congo,1871,Belgium
Democratic Republic of Congo,1872,Belgium
Democratic Republic of Congo,1873,Belgium
Democratic Republic of Congo,1874,Belgium
Democratic Republic of Congo,1875,Belgium
Democratic Republic of Congo,1876,Belgium
Democratic Republic of Congo,1877,Belgium
Democratic Republic of Congo,1878,Belgium
Democratic Republic of Congo,1879,Belgium
Democratic Republic of Congo,1880,Belgium
Democratic Republic of Congo,1881,Belgium
Democratic Republic of Congo,1882,Belgium
Democratic Republic of Congo,1883,Belgium
Democratic Republic of Congo,1884,Belgium
Democratic Republic of Congo,1885,Belgium
Democratic Republic of Congo,1886,Belgium
Democratic Republic of Congo,1887,Belgium
Democratic Republic of Congo,1888,Belgium
Democratic Republic of Congo,1889,Belgium
Democratic Republic of Congo,1890,Belgium
Democratic Republic of Congo,1891,Belgium
Democratic Republic of Congo,1892,Belgium
Democratic Republic of Congo,1893,Belgium
Democratic Republic of Congo,1894,Belgium
Democratic Republic of Congo,1895,Belgium
Democratic Republic of Congo,1896,Belgium
Democratic Republic of Congo,1897,Belgium
Democratic Republic of Congo,1898,Belgium
Democratic Republic of Congo,1899,Belgium
Democratic Republic of Congo,1900,Belgium
Democratic Republic of Congo,1901,Belgium
Democratic Republic of Congo,1902,Belgium
Democratic Republic of Congo,1903,Belgium
Democratic Republic of Congo,1904,Belgium
Democratic Republic of Congo,1905,Belgium
Democratic Republic of Congo,1906,Belgium
Democratic Republic of Congo,1907,Belgium
Democratic Republic of Congo,1908,Belgium
Democratic Republic of Congo,1909,Belgium
Democratic Republic of Congo,1910,Belgium
Democratic Republic of Congo,1911,Belgium
Democratic Republic of Congo,1912,Belgium
Democratic Republic of Congo,1913,Belgium
Democratic Republic of Congo,1914,Belgium
Democratic Republic of Congo,1915,Belgium
Democratic Republic of Congo,1916,Belgium
Democratic Republic of Congo,1917,Belgium
Democratic Republic of Congo,1918,Belgium
Democratic Republic of Congo,1919,Belgium
Democratic Republic of Congo,1920,Belgium
Democratic Republic of Congo,1921,Belgium
Democratic Republic of Congo,1922,Belgium
Democratic Republic of Congo,1923,Belgium
Democratic Republic of Congo,1924,Belgium
Democratic Republic of Congo,1925,Belgium
Democratic Republic of Congo,1926,Belgium
Democratic Republic of Congo,1927,Belgium
Democratic Republic of Congo,1928,Belgium
Democratic Republic of Congo,1929,Belgium
Democratic Republic of Congo,1930,Belgium
Democratic Republic of Congo,1931,Belgium
Democratic Republic of Congo,1932,Belgium
Democratic Republic of Congo,1933,Belgium
Democratic Republic of Congo,1934,Belgium
Democratic Republic of Congo,1935,Belgium
Democratic Republic of Congo,1936,Belgium
Democratic Republic of Congo,1937,Belgium
Democratic Republic of Congo,1938,Belgium
Democratic Republic of Congo,1939,Belgium
Democratic Republic of Congo,1940,Belgium
Democratic Republic of Congo,1941,Belgium
Democratic Republic of Congo,1942,Belgium
Democratic Republic of Congo,1943,Belgium
Democratic Republic of Congo,1944,Belgium
Democratic Republic of Congo,1945,Belgium
Democratic Republic of Congo,1946,Belgium
Democratic Republic of Congo,1947,Belgium
Democratic Republic of Congo,1948,Belgium
Democratic Republic of Congo,1949,Belgium
Democratic Republic of Congo,1950,Belgium
Democratic Republic of Congo,1951,Belgium
Democratic Republic of Congo,1952,Belgium
Democratic Republic of Congo,1953,Belgium
Democratic Republic of Congo,1954,Belgium
Democratic Republic of Congo,1955,Belgium
Democratic Republic of Congo,1956,Belgium
Democratic Republic of Congo,1957,Belgium
Democratic Republic of Congo,1958,Belgium
Democratic Republic of Congo,1959,Belgium
Djibouti,1816,France
Djibouti,1817,France
Djibouti,1818,France
Djibouti,1819,France
Djibouti,1820,France
Djibouti,1821,France
Djibouti,1822,France
Djibouti,1823,France
Djibouti,1824,France
Djibouti,1825,France
Djibouti,1826,France
Djibouti,1827,France
Djibouti,1828,France
Djibouti,1829,France
Djibouti,1830,France
Djibouti,1831,France
Djibouti,1832,France
Djibouti,1833,France
Djibouti,1834,France
Djibouti,1835,France
Djibouti,1836,France
Djibouti,1837,France
Djibouti,1838,France
Djibouti,1839,France
Djibouti,1840,France
Djibouti,1841,France
Djibouti,1842,France
Djibouti,1843,France
Djibouti,1844,France
Djibouti,1845,France
Djibouti,1846,France
Djibouti,1847,France
Djibouti,1848,France
Djibouti,1849,France
Djibouti,1850,France
Djibouti,1851,France
Djibouti,1852,France
Djibouti,1853,France
Djibouti,1854,France
Djibouti,1855,France
Djibouti,1856,France
Djibouti,1857,France
Djibouti,1858,France
Djibouti,1859,France
Djibouti,1860,France
Djibouti,1861,France
Djibouti,1862,France
Djibouti,1863,France
Djibouti,1864,France
Djibouti,1865,France
Djibouti,1866,France
Djibouti,1867,France
Djibouti,1868,France
Djibouti,1869,France
Djibouti,1870,France
Djibouti,1871,France
Djibouti,1872,France
Djibouti,1873,France
Djibouti,1874,France
Djibouti,1875,France
Djibouti,1876,France
Djibouti,1877,France
Djibouti,1878,France
Djibouti,1879,France
Djibouti,1880,France
Djibouti,1881,France
Djibouti,1882,France
Djibouti,1883,France
Djibouti,1884,France
Djibouti,1885,France
Djibouti,1886,France
Djibouti,1887,France
Djibouti,1888,France
Djibouti,1889,France
Djibouti,1890,France
Djibouti,1891,France
Djibouti,1892,France
Djibouti,1893,France
Djibouti,1894,France
Djibouti,1895,France
Djibouti,1896,France
Djibouti,1897,France
Djibouti,1898,France
Djibouti,1899,France
Djibouti,1900,France
Djibouti,1901,France
Djibouti,1902,France
Djibouti,1903,France
Djibouti,1904,France
Djibouti,1905,France
Djibouti,1906,France
Djibouti,1907,France
Djibouti,1908,France
Djibouti,1909,France
Djibouti,1910,France
Djibouti,1911,France
Djibouti,1912,France
Djibouti,1913,France
Djibouti,1914,France
Djibouti,1915,France
Djibouti,1916,France
Djibouti,1917,France
Djibouti,1918,France
Djibouti,1919,France
Djibouti,1920,France
Djibouti,1921,France
Djibouti,1922,France
Djibouti,1923,France
Djibouti,1924,France
Djibouti,1925,France
Djibouti,1926,France
Djibouti,1927,France
Djibouti,1928,France
Djibouti,1929,France
Djibouti,1930,France
Djibouti,1931,France
Djibouti,1932,France
Djibouti,1933,France
Djibouti,1934,France
Djibouti,1935,France
Djibouti,1936,France
Djibouti,1937,France
Djibouti,1938,France
Djibouti,1939,France
Djibouti,1940,France
Djibouti,1941,France
Djibouti,1942,France
Djibouti,1943,France
Djibouti,1944,France
Djibouti,1945,France
Djibouti,1946,France
Djibouti,1947,France
Djibouti,1948,France
Djibouti,1949,France
Djibouti,1950,France
Djibouti,1951,France
Djibouti,1952,France
Djibouti,1953,France
Djibouti,1954,France
Djibouti,1955,France
Djibouti,1956,France
Djibouti,1957,France
Djibouti,1958,France
Djibouti,1959,France
Djibouti,1960,France
Djibouti,1961,France
Djibouti,1962,France
Djibouti,1963,France
Djibouti,1964,France
Djibouti,1965,France
Djibouti,1966,France
Djibouti,1967,France
Djibouti,1968,France
Djibouti,1969,France
Djibouti,1970,France
Djibouti,1971,France
Djibouti,1972,France
Djibouti,1973,France
Djibouti,1974,France
Djibouti,1975,France
Djibouti,1976,France
Dominican Republic,1816,Spain
Dominican Republic,1817,Spain
Dominican Republic,1818,Spain
Dominican Republic,1819,Spain
Dominican Republic,1820,Spain
Dominican Republic,1821,Spain
Dominican Republic,1822,Haiti
Dominican Republic,1823,Haiti
Dominican Republic,1824,Haiti
Dominican Republic,1825,Haiti
Dominican Republic,1826,Haiti
Dominican Republic,1827,Haiti
Dominican Republic,1828,Haiti
Dominican Republic,1829,Haiti
Dominican Republic,1830,Haiti
Dominican Republic,1831,Haiti
Dominican Republic,1832,Haiti
Dominican Republic,1833,Haiti
Dominican Republic,1834,Haiti
Dominican Republic,1835,Haiti
Dominican Republic,1836,Haiti
Dominican Republic,1837,Haiti
Dominican Republic,1838,Haiti
Dominican Republic,1839,Haiti
Dominican Republic,1840,Haiti
Dominican Republic,1841,Haiti
Dominican Republic,1842,Haiti
Dominican Republic,1843,Haiti
Dominican Republic,1844,Haiti
Dominican Republic,1861,Spain
Dominican Republic,1862,Spain
Dominican Republic,1863,Spain
Dominican Republic,1864,Spain
Dominican Republic,1865,Spain
Dominican Republic,1866,USA
Dominican Republic,1867,USA
Dominican Republic,1868,USA
Dominican Republic,1869,USA
Dominican Republic,1870,USA
Dominican Republic,1871,USA
Dominican Republic,1872,USA
Dominican Republic,1873,USA
Dominican Republic,1874,USA
Dominican Republic,1875,USA
Dominican Republic,1876,USA
Dominican Republic,1877,USA
Dominican Republic,1878,USA
Dominican Republic,1879,USA
Dominican Republic,1880,USA
Dominican Republic,1881,USA
Dominican Republic,1882,USA
Dominican Republic,1883,USA
Dominican Republic,1884,USA
Dominican Republic,1885,USA
Dominican Republic,1886,USA
Dominican Republic,1887,USA
Dominican Republic,1888,USA
Dominican Republic,1889,USA
Dominican Republic,1890,USA
Dominican Republic,1891,USA
Dominican Republic,1892,USA
Dominican Republic,1893,USA
Dominican Republic,1894,USA
Dominican Republic,1895,USA
Dominican Republic,1896,USA
Dominican Republic,1897,USA
Dominican Republic,1898,USA
Dominican Republic,1899,USA
Dominican Republic,1900,USA
Dominican Republic,1901,USA
Dominican Republic,1902,USA
Dominican Republic,1903,USA
Dominican Republic,1904,USA
Dominican Republic,1905,USA
Dominican Republic,1906,USA
Dominican Republic,1907,USA
Dominican Republic,1908,USA
Dominican Republic,1909,USA
Dominican Republic,1910,USA
Dominican Republic,1911,USA
Dominican Republic,1912,USA
Dominican Republic,1913,USA
Dominican Republic,1914,USA
Dominican Republic,1915,USA
Dominican Republic,1916,USA
Dominican Republic,1917,USA
Dominican Republic,1918,USA
Dominican Republic,1919,USA
Dominican Republic,1920,USA
Dominican Republic,1921,USA
Dominican Republic,1922,USA
Dominican Republic,1923,USA
Ecuador,1816,Spain
Ecuador,1817,Spain
Ecuador,1818,Spain
Ecuador,1819,Spain
Ecuador,1820,Spain
Ecuador,1821,Spain
Ecuador,1822,Spain
Ecuador,1823,Spain
Ecuador,1824,Spain
Ecuador,1825,Spain
Ecuador,1826,Spain
Ecuador,1827,Spain
Ecuador,1828,Spain
Ecuador,1829,Spain
Egypt,1816,United Kingdom
Egypt,1817,United Kingdom
Egypt,1818,United Kingdom
Egypt,1819,United Kingdom
Egypt,1820,United Kingdom
Egypt,1821,United Kingdom
Egypt,1822,United Kingdom
Egypt,1823,United Kingdom
Egypt,1824,United Kingdom
Egypt,1825,United Kingdom
Egypt,1826,United Kingdom
Egypt,1827,United Kingdom
Egypt,1828,United Kingdom
Egypt,1829,United Kingdom
Egypt,1830,United Kingdom
Egypt,1831,United Kingdom
Egypt,1832,United Kingdom
Egypt,1833,United Kingdom
Egypt,1834,United Kingdom
Egypt,1835,United Kingdom
Egypt,1836,United Kingdom
Egypt,1837,United Kingdom
Egypt,1838,United Kingdom
Egypt,1839,United Kingdom
Egypt,1840,United Kingdom
Egypt,1841,United Kingdom
Egypt,1842,United Kingdom
Egypt,1843,United Kingdom
Egypt,1844,United Kingdom
Egypt,1845,United Kingdom
Egypt,1846,United Kingdom
Egypt,1847,United Kingdom
Egypt,1848,United Kingdom
Egypt,1849,United Kingdom
Egypt,1850,United Kingdom
Egypt,1851,United Kingdom
Egypt,1852,United Kingdom
Egypt,1853,United Kingdom
Egypt,1854,United Kingdom
Egypt,1855,United Kingdom
Egypt,1856,United Kingdom
Egypt,1857,United Kingdom
Egypt,1858,United Kingdom
Egypt,1859,United Kingdom
Egypt,1860,United Kingdom
Egypt,1861,United Kingdom
Egypt,1862,United Kingdom
Egypt,1863,United Kingdom
Egypt,1864,United Kingdom
Egypt,1865,United Kingdom
Egypt,1866,United Kingdom
Egypt,1867,United Kingdom
Egypt,1868,United Kingdom
Egypt,1869,United Kingdom
Egypt,1870,United Kingdom
Egypt,1871,United Kingdom
Egypt,1872,United Kingdom
Egypt,1873,United Kingdom
Egypt,1874,United Kingdom
Egypt,1875,United Kingdom
Egypt,1876,United Kingdom
Egypt,1877,United Kingdom
Egypt,1878,United Kingdom
Egypt,1879,United Kingdom
Egypt,1880,United Kingdom
Egypt,1881,United Kingdom
Egypt,1882,United Kingdom
Egypt,1883,United Kingdom
Egypt,1884,United Kingdom
Egypt,1885,United Kingdom
Egypt,1886,United Kingdom
Egypt,1887,United Kingdom
Egypt,1888,United Kingdom
Egypt,1889,United Kingdom
Egypt,1890,United Kingdom
Egypt,1891,United Kingdom
Egypt,1892,United Kingdom
Egypt,1893,United Kingdom
Egypt,1894,United Kingdom
Egypt,1895,United Kingdom
Egypt,1896,United Kingdom
Egypt,1897,United Kingdom
Egypt,1898,United Kingdom
Egypt,1899,United Kingdom
Egypt,1900,United Kingdom
Egypt,1901,United Kingdom
Egypt,1902,United Kingdom
Egypt,1903,United Kingdom
Egypt,1904,United Kingdom
Egypt,1905,United Kingdom
Egypt,1906,United Kingdom
Egypt,1907,United Kingdom
Egypt,1908,United Kingdom
Egypt,1909,United Kingdom
Egypt,1910,United Kingdom
Egypt,1911,United Kingdom
Egypt,1912,United Kingdom
Egypt,1913,United Kingdom
Egypt,1914,United Kingdom
Egypt,1915,United Kingdom
Egypt,1916,United Kingdom
Egypt,1917,United Kingdom
Egypt,1918,United Kingdom
Egypt,1919,United Kingdom
Egypt,1920,United Kingdom
Egypt,1921,United Kingdom
El Salvador,1816,Spain
El Salvador,1817,Spain
El Salvador,1818,Spain
El Salvador,1819,Spain
El Salvador,1820,Spain
Equatorial Guinea,1827,United Kingdom
Equatorial Guinea,1828,United Kingdom
Equatorial Guinea,1829,United Kingdom
Equatorial Guinea,1830,United Kingdom
Equatorial Guinea,1831,United Kingdom
Equatorial Guinea,1832,United Kingdom
Equatorial Guinea,1833,United Kingdom
Equatorial Guinea,1834,United Kingdom
Equatorial Guinea,1835,United Kingdom
Equatorial Guinea,1836,United Kingdom
Equatorial Guinea,1837,United Kingdom
Equatorial Guinea,1838,United Kingdom
Equatorial Guinea,1839,United Kingdom
Equatorial Guinea,1840,United Kingdom
Equatorial Guinea,1841,United Kingdom
Equatorial Guinea,1842,United Kingdom
Equatorial Guinea,1843,United Kingdom
Equatorial Guinea,1844,United Kingdom
Equatorial Guinea,1845,United Kingdom
Equatorial Guinea,1846,United Kingdom
Equatorial Guinea,1847,United Kingdom
Equatorial Guinea,1848,United Kingdom
Equatorial Guinea,1849,United Kingdom
Equatorial Guinea,1850,United Kingdom
Equatorial Guinea,1851,United Kingdom
Equatorial Guinea,1852,United Kingdom
Equatorial Guinea,1853,United Kingdom
Equatorial Guinea,1854,United Kingdom
Equatorial Guinea,1855,United Kingdom
Equatorial Guinea,1856,United Kingdom
Equatorial Guinea,1857,United Kingdom
Equatorial Guinea,1858,Spain
Equatorial Guinea,1859,Spain
Equatorial Guinea,1860,Spain
Equatorial Guinea,1861,Spain
Equatorial Guinea,1862,Spain
Equatorial Guinea,1863,Spain
Equatorial Guinea,1864,Spain
Equatorial Guinea,1865,Spain
Equatorial Guinea,1866,Spain
Equatorial Guinea,1867,Spain
Equatorial Guinea,1868,Spain
Equatorial Guinea,1869,Spain
Equatorial Guinea,1870,Spain
Equatorial Guinea,1871,Spain
Equatorial Guinea,1872,Spain
Equatorial Guinea,1873,Spain
Equatorial Guinea,1874,Spain
Equatorial Guinea,1875,Spain
Equatorial Guinea,1876,Spain
Equatorial Guinea,1877,Spain
Equatorial Guinea,1878,Spain
Equatorial Guinea,1879,Spain
Equatorial Guinea,1880,Spain
Equatorial Guinea,1881,Spain
Equatorial Guinea,1882,Spain
Equatorial Guinea,1883,Spain
Equatorial Guinea,1884,Spain
Equatorial Guinea,1885,Spain
Equatorial Guinea,1886,Spain
Equatorial Guinea,1887,Spain
Equatorial Guinea,1888,Spain
Equatorial Guinea,1889,Spain
Equatorial Guinea,1890,Spain
Equatorial Guinea,1891,Spain
Equatorial Guinea,1892,Spain
Equatorial Guinea,1893,Spain
Equatorial Guinea,1894,Spain
Equatorial Guinea,1895,Spain
Equatorial Guinea,1896,Spain
Equatorial Guinea,1897,Spain
Equatorial Guinea,1898,Spain
Equatorial Guinea,1899,Spain
Equatorial Guinea,1900,Spain
Equatorial Guinea,1901,Spain
Equatorial Guinea,1902,Spain
Equatorial Guinea,1903,Spain
Equatorial Guinea,1904,Spain
Equatorial Guinea,1905,Spain
Equatorial Guinea,1906,Spain
Equatorial Guinea,1907,Spain
Equatorial Guinea,1908,Spain
Equatorial Guinea,1909,Spain
Equatorial Guinea,1910,Spain
Equatorial Guinea,1911,Spain
Equatorial Guinea,1912,Spain
Equatorial Guinea,1913,Spain
Equatorial Guinea,1914,Spain
Equatorial Guinea,1915,Spain
Equatorial Guinea,1916,Spain
Equatorial Guinea,1917,Spain
Equatorial Guinea,1918,Spain
Equatorial Guinea,1919,Spain
Equatorial Guinea,1920,Spain
Equatorial Guinea,1921,Spain
Equatorial Guinea,1922,Spain
Equatorial Guinea,1923,Spain
Equatorial Guinea,1924,Spain
Equatorial Guinea,1925,Spain
Equatorial Guinea,1926,Spain
Equatorial Guinea,1927,Spain
Equatorial Guinea,1928,Spain
Equatorial Guinea,1929,Spain
Equatorial Guinea,1930,Spain
Equatorial Guinea,1931,Spain
Equatorial Guinea,1932,Spain
Equatorial Guinea,1933,Spain
Equatorial Guinea,1934,Spain
Equatorial Guinea,1935,Spain
Equatorial Guinea,1936,Spain
Equatorial Guinea,1937,Spain
Equatorial Guinea,1938,Spain
Equatorial Guinea,1939,Spain
Equatorial Guinea,1940,Spain
Equatorial Guinea,1941,Spain
Equatorial Guinea,1942,Spain
Equatorial Guinea,1943,Spain
Equatorial Guinea,1944,Spain
Equatorial Guinea,1945,Spain
Equatorial Guinea,1946,Spain
Equatorial Guinea,1947,Spain
Equatorial Guinea,1948,Spain
Equatorial Guinea,1949,Spain
Equatorial Guinea,1950,Spain
Equatorial Guinea,1951,Spain
Equatorial Guinea,1952,Spain
Equatorial Guinea,1953,Spain
Equatorial Guinea,1954,Spain
Equatorial Guinea,1955,Spain
Equatorial Guinea,1956,Spain
Equatorial Guinea,1957,Spain
Equatorial Guinea,1958,Spain
Equatorial Guinea,1959,Spain
Equatorial Guinea,1960,Spain
Equatorial Guinea,1961,Spain
Equatorial Guinea,1962,Spain
Equatorial Guinea,1963,Spain
Equatorial Guinea,1964,Spain
Equatorial Guinea,1965,Spain
Equatorial Guinea,1966,Spain
Equatorial Guinea,1967,Spain
Eritrea,1816,Turkey
Eritrea,1817,Turkey
Eritrea,1818,Turkey
Eritrea,1819,Turkey
Eritrea,1820,Turkey
Eritrea,1821,Turkey
Eritrea,1822,Turkey
Eritrea,1823,Turkey
Eritrea,1824,Turkey
Eritrea,1825,Turkey
Eritrea,1826,Turkey
Eritrea,1827,Turkey
Eritrea,1828,Turkey
Eritrea,1829,Turkey
Eritrea,1830,Turkey
Eritrea,1831,Turkey
Eritrea,1832,Turkey
Eritrea,1833,Turkey
Eritrea,1834,Turkey
Eritrea,1835,Turkey
Eritrea,1836,Turkey
Eritrea,1837,Turkey
Eritrea,1838,Turkey
Eritrea,1839,Turkey
Eritrea,1840,Turkey
Eritrea,1841,Turkey
Eritrea,1842,Turkey
Eritrea,1843,Turkey
Eritrea,1844,Turkey
Eritrea,1845,Turkey
Eritrea,1846,Turkey
Eritrea,1847,Turkey
Eritrea,1848,Turkey
Eritrea,1849,Turkey
