Entity,Year,Colonial Regimes (Minner and Wim (2006))
Bangladesh,1914,United Kingdom
Bangladesh,1915,United Kingdom
Bangladesh,1916,United Kingdom
Bangladesh,1917,United Kingdom
Bangladesh,1918,United Kingdom
Bangladesh,1919,United Kingdom
Bangladesh,1920,United Kingdom
Bangladesh,1921,United Kingdom
Bangladesh,1922,United Kingdom
Bangladesh,1923,United Kingdom
Bangladesh,1924,United Kingdom
Bangladesh,1925,United Kingdom
Bangladesh,1926,United Kingdom
Bangladesh,1927,United Kingdom
Bangladesh,1928,United Kingdom
Bangladesh,1929,United Kingdom
Bangladesh,1930,United Kingdom
Bangladesh,1931,United Kingdom
Bangladesh,1932,United Kingdom
Bangladesh,1933,United Kingdom
Bangladesh,1934,United Kingdom
Bangladesh,1935,United Kingdom
Bangladesh,1936,United Kingdom
Bangladesh,1937,United Kingdom
Bangladesh,1938,United Kingdom
Bangladesh,1939,United Kingdom
Bangladesh,1940,United Kingdom
Bangladesh,1941,United Kingdom
Bangladesh,1942,United Kingdom
Bangladesh,1943,United Kingdom
Bangladesh,1944,United Kingdom
Bangladesh,1945,United Kingdom
Bangladesh,1946,United Kingdom
Bangladesh,1947,Pakistan
Bangladesh,1948,Pakistan
Bangladesh,1949,Pakistan
Bangladesh,1950,Pakistan
Bangladesh,1951,Pakistan
Bangladesh,1952,Pakistan
Bangladesh,1953,Pakistan
Bangladesh,1954,Pakistan
Bangladesh,1955,Pakistan
Bangladesh,1956,Pakistan
Bangladesh,1957,Pakistan
Bangladesh,1958,Pakistan
Bangladesh,1959,Pakistan
Bangladesh,1960,Pakistan
Bangladesh,1961,Pakistan
Bangladesh,1962,Pakistan
Bangladesh,1963,Pakistan
Bangladesh,1964,Pakistan
Bangladesh,1965,Pakistan
Bangladesh,1966,Pakistan
Bangladesh,1967,Pakistan
Bangladesh,1968,Pakistan
Bangladesh,1969,Pakistan
Bangladesh,1970,Pakistan
Belarus,1816,Russia
Belarus,1817,Russia
Belarus,1818,Russia
Belarus,1819,Russia
Belarus,1820,Russia
Belarus,1821,Russia
Belarus,1822,Russia
Belarus,1823,Russia
Belarus,1824,Russia
Belarus,1825,Russia
Belarus,1826,Russia
Belarus,1827,Russia
Belarus,1828,Russia
Belarus,1829,Russia
Belarus,1830,Russia
Belarus,1831,Russia
Belarus,1832,Russia
Belarus,1833,Russia
Belarus,1834,Russia
Belarus,1835,Russia
Belarus,1836,Russia
Belarus,1837,Russia
Belarus,1838,Russia
Belarus,1839,Russia
Belarus,1840,Russia
Belarus,1841,Russia
Belarus,1842,Russia
Belarus,1843,Russia
Belarus,1844,Russia
Belarus,1845,Russia
Belarus,1846,Russia
Belarus,1847,Russia
Belarus,1848,Russia
Belarus,1849,Russia
Belarus,1850,Russia
Belarus,1851,Russia
Belarus,1852,Russia
Belarus,1853,Russia
Belarus,1854,Russia
Belarus,1855,Russia
Belarus,1856,Russia
Belarus,1857,Russia
Belarus,1858,Russia
Belarus,1859,Russia
Belarus,1860,Russia
Belarus,1861,Russia
Belarus,1862,Russia
Belarus,1863,Russia
Belarus,1864,Russia
Belarus,1865,Russia
Belarus,1866,Russia
Belarus,1867,Russia
Belarus,1868,Russia
Belarus,1869,Russia
Belarus,1870,Russia
Belarus,1871,Russia
Belarus,1872,Russia
Belarus,1873,Russia
Belarus,1874,Russia
Belarus,1875,Russia
Belarus,1876,Russia
Belarus,1877,Russia
Belarus,1878,Russia
Belarus,1879,Russia
Belarus,1880,Russia
Belarus,1881,Russia
Belarus,1882,Russia
Belarus,1883,Russia
Belarus,1884,Russia
Belarus,1885,Russia
Belarus,1886,Russia
Belarus,1887,Russia
Belarus,1888,Russia
Belarus,1889,Russia
Belarus,1890,Russia
Belarus,1891,Russia
Belarus,1892,Russia
Belarus,1893,Russia
Belarus,1894,Russia
Belarus,1895,Russia
Belarus,1896,Russia
Belarus,1897,Russia
Belarus,1898,Russia
Belarus,1899,Russia
Belarus,1900,Russia
Belarus,1901,Russia
Belarus,1902,Russia
Belarus,1903,Russia
Belarus,1904,Russia
Belarus,1905,Russia
Belarus,1906,Russia
Belarus,1907,Russia
Belarus,1908,Russia
Belarus,1909,Russia
Belarus,1910,Russia
Belarus,1911,Russia
Belarus,1912,Russia
Belarus,1913,Russia
Belarus,1914,Russia
Belarus,1915,Russia
Belarus,1916,Russia
Belarus,1917,Russia
Belarus,1918,Russia
Belarus,1919,Russia
Belarus,1920,Russia
Belarus,1921,Russia
Belarus,1922,Russia
Belarus,1923,Russia
Belarus,1924,Russia
Belarus,1925,Russia
Belarus,1926,Russia
Belarus,1927,Russia
Belarus,1928,Russia
Belarus,1929,Russia
Belarus,1930,Russia
Belarus,1931,Russia
Belarus,1932,Russia
Belarus,1933,Russia
Belarus,1934,Russia
Belarus,1935,Russia
Belarus,1936,Russia
Belarus,1937,Russia
Belarus,1938,Russia
Belarus,1939,Russia
Belarus,1940,Russia
Belarus,1941,Russia
Belarus,1942,Russia
Belarus,1943,Russia
Belarus,1944,Russia
Belarus,1945,Russia
Belarus,1946,Russia
Belarus,1947,Russia
Belarus,1948,Russia
Belarus,1949,Russia
Belarus,1950,Russia
Belarus,1951,Russia
Belarus,1952,Russia
Belarus,1953,Russia
Belarus,1954,Russia
Belarus,1955,Russia
Belarus,1956,Russia
Belarus,1957,Russia
Belarus,1958,Russia
Belarus,1959,Russia
Belarus,1960,Russia
Belarus,1961,Russia
Belarus,1962,Russia
Belarus,1963,Russia
Belarus,1964,Russia
Belarus,1965,Russia
Belarus,1966,Russia
Belarus,1967,Russia
Belarus,1968,Russia
Belarus,1969,Russia
Belarus,1970,Russia
Belarus,1971,Russia
Belarus,1972,Russia
Belarus,1973,Russia
Belarus,1974,Russia
Belarus,1975,Russia
Belarus,1976,Russia
Belarus,1977,Russia
Belarus,1978,Russia
Belarus,1979,Russia
Belarus,1980,Russia
Belarus,1981,Russia
Belarus,1982,Russia
Belarus,1983,Russia
Belarus,1984,Russia
Belarus,1985,Russia
Belarus,1986,Russia
Belarus,1987,Russia
Belarus,1988,Russia
Belarus,1989,Russia
Belarus,1990,Russia
Belgium,1816,Netherlands
Belgium,1817,Netherlands
Belgium,1818,Netherlands
Belgium,1819,Netherlands
Belgium,1820,Netherlands
Belgium,1821,Netherlands
Belgium,1822,Netherlands
Belgium,1823,Netherlands
Belgium,1824,Netherlands
Belgium,1825,Netherlands
Belgium,1826,Netherlands
Belgium,1827,Netherlands
Belgium,1828,Netherlands
Belgium,1829,Netherlands
Belgium,1830,Netherlands
Belgium,1831,Netherlands
Belgium,1832,Germany
Belgium,1833,Germany
Belgium,1834,Germany
Belgium,1835,Germany
Belgium,1836,Germany
Belgium,1837,Germany
Belgium,1838,Germany
Belgium,1839,Germany
Belgium,1840,Germany
Belgium,1841,Germany
Belgium,1842,Germany
Belgium,1843,Germany
Belgium,1844,Germany
Belgium,1845,Germany
Belgium,1846,Germany
Belgium,1847,Germany
Belgium,1848,Germany
Belgium,1849,Germany
Belgium,1850,Germany
Belgium,1851,Germany
Belgium,1852,Germany
Belgium,1853,Germany
Belgium,1854,Germany
Belgium,1855,Germany
Belgium,1856,Germany
Belgium,1857,Germany
Belgium,1858,Germany
Belgium,1859,Germany
Belgium,1860,Germany
Belgium,1861,Germany
Belgium,1862,Germany
Belgium,1863,Germany
Belgium,1864,Germany
Belgium,1865,Germany
Belgium,1866,Germany
Belgium,1867,Germany
Belgium,1868,Germany
Belgium,1869,Germany
Belgium,1870,Germany
Belgium,1871,Germany
Belgium,1872,Germany
Belgium,1873,Germany
Belgium,1874,Germany
Belgium,1875,Germany
Belgium,1876,Germany
Belgium,1877,Germany
Belgium,1878,Germany
Belgium,1879,Germany
Belgium,1880,Germany
Belgium,1881,Germany
Belgium,1882,Germany
Belgium,1883,Germany
Belgium,1884,Germany
Belgium,1885,Germany
Belgium,1886,Germany
Belgium,1887,Germany
Belgium,1888,Germany
Belgium,1889,Germany
Belgium,1890,Germany
Belgium,1891,Germany
Belgium,1892,Germany
Belgium,1893,Germany
Belgium,1894,Germany
Belgium,1895,Germany
Belgium,1896,Germany
Belgium,1897,Germany
Belgium,1898,Germany
Belgium,1899,Germany
Belgium,1900,Germany
Belgium,1901,Germany
Belgium,1902,Germany
Belgium,1903,Germany
Belgium,1904,Germany
Belgium,1905,Germany
Belgium,1906,Germany
Belgium,1907,Germany
Belgium,1908,Germany
Belgium,1909,Germany
Belgium,1910,Germany
Belgium,1911,Germany
Belgium,1912,Germany
Belgium,1913,Germany
Belgium,1914,Germany
Belgium,1915,Germany
Belgium,1916,Germany
Belgium,1917,Germany
Belgium,1918,Germany
Belgium,1919,Germany
Belgium,1920,Germany
Belgium,1921,Germany
Belgium,1922,Germany
Belgium,1923,Germany
Belgium,1924,Germany
Belgium,1925,Germany
Belgium,1926,Germany
Belgium,1927,Germany
Belgium,1928,Germany
Belgium,1929,Germany
Belgium,1930,Germany
Belgium,1931,Germany
Belgium,1932,Germany
Belgium,1933,Germany
Belgium,1934,Germany
Belgium,1935,Germany
Belgium,1936,Germany
Belgium,1937,Germany
Belgium,1938,Germany
Belize,1816,United Kingdom
Belize,1817,United Kingdom
Belize,1818,United Kingdom
Belize,1819,United Kingdom
Belize,1820,United Kingdom
Belize,1821,United Kingdom
Belize,1822,United Kingdom
Belize,1823,United Kingdom
Belize,1824,United Kingdom
Belize,1825,United Kingdom
Belize,1826,United Kingdom
Belize,1827,United Kingdom
Belize,1828,United Kingdom
Belize,1829,United Kingdom
Belize,1830,United Kingdom
Belize,1831,United Kingdom
Belize,1832,United Kingdom
Belize,1833,United Kingdom
Belize,1834,United Kingdom
Belize,1835,United Kingdom
Belize,1836,United Kingdom
Belize,1837,United Kingdom
Belize,1838,United Kingdom
Belize,1839,United Kingdom
Belize,1840,United Kingdom
Belize,1841,United Kingdom
Belize,1842,United Kingdom
Belize,1843,United Kingdom
Belize,1844,United Kingdom
Belize,1845,United Kingdom
Belize,1846,United Kingdom
Belize,1847,United Kingdom
Belize,1848,United Kingdom
Belize,1849,United Kingdom
Belize,1850,United Kingdom
Belize,1851,United Kingdom
Belize,1852,United Kingdom
Belize,1853,United Kingdom
Belize,1854,United Kingdom
Belize,1855,United Kingdom
Belize,1856,United Kingdom
Belize,1857,United Kingdom
Belize,1858,United Kingdom
Belize,1859,United Kingdom
Belize,1860,United Kingdom
Belize,1861,United Kingdom
Belize,1862,United Kingdom
Belize,1863,United Kingdom
Belize,1864,United Kingdom
Belize,1865,United Kingdom
Belize,1866,United Kingdom
Belize,1867,United Kingdom
Belize,1868,United Kingdom
Belize,1869,United Kingdom
Belize,1870,United Kingdom
Belize,1871,United Kingdom
Belize,1872,United Kingdom
Belize,1873,United Kingdom
Belize,1874,United Kingdom
Belize,1875,United Kingdom
Belize,1876,United Kingdom
Belize,1877,United Kingdom
Belize,1878,United Kingdom
Belize,1879,United Kingdom
Belize,1880,United Kingdom
Belize,1881,United Kingdom
Belize,1882,United Kingdom
Belize,1883,United Kingdom
Belize,1884,United Kingdom
Belize,1885,United Kingdom
Belize,1886,United Kingdom
Belize,1887,United Kingdom
Belize,1888,United Kingdom
Belize,1889,United Kingdom
Belize,1890,United Kingdom
Belize,1891,United Kingdom
Belize,1892,United Kingdom
Belize,1893,United Kingdom
Belize,1894,United Kingdom
Belize,1895,United Kingdom
Belize,1896,United Kingdom
Belize,1897,United Kingdom
Belize,1898,United Kingdom
Belize,1899,United Kingdom
Belize,1900,United Kingdom
Belize,1901,United Kingdom
Belize,1902,United Kingdom
Belize,1903,United Kingdom
Belize,1904,United Kingdom
Belize,1905,United Kingdom
Belize,1906,United Kingdom
Belize,1907,United Kingdom
Belize,1908,United Kingdom
Belize,1909,United Kingdom
Belize,1910,United Kingdom
Belize,1911,United Kingdom
Belize,1912,United Kingdom
Belize,1913,United Kingdom
Belize,1914,United Kingdom
Belize,1915,United Kingdom
Belize,1916,United Kingdom
Belize,1917,United Kingdom
Belize,1918,United Kingdom
Belize,1919,United Kingdom
Belize,1920,United Kingdom
Belize,1921,United Kingdom
Belize,1922,United Kingdom
Belize,1923,United Kingdom
Belize,1924,United Kingdom
Belize,1925,United Kingdom
Belize,1926,United Kingdom
Belize,1927,United Kingdom
Belize,1928,United Kingdom
Belize,1929,United Kingdom
Belize,1930,United Kingdom
Belize,1931,United Kingdom
Belize,1932,United Kingdom
Belize,1933,United Kingdom
Belize,1934,United Kingdom
Belize,1935,United Kingdom
Belize,1936,United Kingdom
Belize,1937,United Kingdom
Belize,1938,United Kingdom
Belize,1939,United Kingdom
Belize,1940,United Kingdom
Belize,1941,United Kingdom
Belize,1942,United Kingdom
Belize,1943,United Kingdom
Belize,1944,United Kingdom
Belize,1945,United Kingdom
Belize,1946,United Kingdom
Belize,1947,United Kingdom
Belize,1948,United Kingdom
Belize,1949,United Kingdom
Belize,1950,United Kingdom
Belize,1951,United Kingdom
Belize,1952,United Kingdom
Belize,1953,United Kingdom
Belize,1954,United Kingdom
Belize,1955,United Kingdom
Belize,1956,United Kingdom
Belize,1957,United Kingdom
Belize,1958,United Kingdom
Belize,1959,United Kingdom
Belize,1960,United Kingdom
Belize,1961,United Kingdom
Belize,1962,United Kingdom
Belize,1963,United Kingdom
Belize,1964,United Kingdom
Belize,1965,United Kingdom
Belize,1966,United Kingdom
Belize,1967,United Kingdom
Belize,1968,United Kingdom
Belize,1969,United Kingdom
Belize,1970,United Kingdom
Belize,1971,United Kingdom
Belize,1972,United Kingdom
Belize,1973,United Kingdom
Belize,1974,United Kingdom
Belize,1975,United Kingdom
Belize,1976,United Kingdom
Belize,1977,United Kingdom
Belize,1978,United Kingdom
Belize,1979,United Kingdom
Belize,1980,United Kingdom
Benin,1816,France
Benin,1817,France
Benin,1818,France
Benin,1819,France
Benin,1820,France
Benin,1821,France
Benin,1822,France
Benin,1823,France
Benin,1824,France
Benin,1825,France
Benin,1826,France
Benin,1827,France
Benin,1828,France
Benin,1829,France
Benin,1830,France
Benin,1831,France
Benin,1832,France
Benin,1833,France
Benin,1834,France
Benin,1835,France
Benin,1836,France
Benin,1837,France
Benin,1838,France
Benin,1839,France
Benin,1840,France
Benin,1841,France
Benin,1842,France
Benin,1843,France
Benin,1844,France
Benin,1845,France
Benin,1846,France
Benin,1847,France
Benin,1848,France
Benin,1849,France
Benin,1850,France
Benin,1851,France
Benin,1852,France
Benin,1853,France
Benin,1854,France
Benin,1855,France
Benin,1856,France
Benin,1857,France
Benin,1858,France
Benin,1859,France
Benin,1860,France
Benin,1861,France
Benin,1862,France
Benin,1863,France
Benin,1864,France
Benin,1865,France
Benin,1866,France
Benin,1867,France
Benin,1868,France
Benin,1869,France
Benin,1870,France
Benin,1871,France
Benin,1872,France
Benin,1873,France
Benin,1874,France
Benin,1875,France
Benin,1876,France
Benin,1877,France
Benin,1878,France
Benin,1879,France
Benin,1880,France
Benin,1881,France
Benin,1882,France
Benin,1883,France
Benin,1884,France
Benin,1885,France
Benin,1886,France
Benin,1887,France
Benin,1888,France
Benin,1889,France
Benin,1890,France
Benin,1891,France
Benin,1892,France
Benin,1893,France
Benin,1894,France
Benin,1895,France
Benin,1896,France
Benin,1897,France
Benin,1898,France
Benin,1899,France
Benin,1900,France
Benin,1901,France
Benin,1902,France
Benin,1903,France
Benin,1904,France
Benin,1905,France
Benin,1906,France
Benin,1907,France
Benin,1908,France
Benin,1909,France
Benin,1910,France
Benin,1911,France
Benin,1912,France
Benin,1913,France
Benin,1914,France
Benin,1915,France
Benin,1916,France
Benin,1917,France
Benin,1918,France
Benin,1919,France
Benin,1920,France
Benin,1921,France
Benin,1922,France
Benin,1923,France
Benin,1924,France
Benin,1925,France
Benin,1926,France
Benin,1927,France
Benin,1928,France
Benin,1929,France
Benin,1930,France
Benin,1931,France
Benin,1932,France
Benin,1933,France
Benin,1934,France
Benin,1935,France
Benin,1936,France
Benin,1937,France
Benin,1938,France
Benin,1939,France
Benin,1940,France
Benin,1941,France
Benin,1942,France
Benin,1943,France
Benin,1944,France
Benin,1945,France
Benin,1946,France
Benin,1947,France
Benin,1948,France
Benin,1949,France
Benin,1950,France
Benin,1951,France
Benin,1952,France
Benin,1953,France
Benin,1954,France
Benin,1955,France
Benin,1956,France
Benin,1957,France
Benin,1958,France
Benin,1959,France
Bolivia,1816,Spain
Bolivia,1817,Spain
Bolivia,1818,Spain
Bolivia,1819,Spain
Bolivia,1820,Spain
Bolivia,1821,Spain
Bolivia,1822,Spain
Bolivia,1823,Spain
Bosnia and Herzegovina,1816,Turkey
Bosnia and Herzegovina,1817,Turkey
Bosnia and Herzegovina,1818,Turkey
Bosnia and Herzegovina,1819,Turkey
Bosnia and Herzegovina,1820,Turkey
Bosnia and Herzegovina,1821,Turkey
Bosnia and Herzegovina,1822,Turkey
Bosnia and Herzegovina,1823,Turkey
Bosnia and Herzegovina,1824,Turkey
Bosnia and Herzegovina,1825,Turkey
Bosnia and Herzegovina,1826,Turkey
Bosnia and Herzegovina,1827,Turkey
Bosnia and Herzegovina,1828,Turkey
Bosnia and Herzegovina,1829,Turkey
Bosnia and Herzegovina,1830,Turkey
Bosnia and Herzegovina,1831,Turkey
Bosnia and Herzegovina,1832,Turkey
Bosnia and Herzegovina,1833,Turkey
Bosnia and Herzegovina,1834,Turkey
Bosnia and Herzegovina,1835,Turkey
Bosnia and Herzegovina,1836,Turkey
Bosnia and Herzegovina,1837,Turkey
Bosnia and Herzegovina,1838,Turkey
Bosnia and Herzegovina,1839,Turkey
Bosnia and Herzegovina,1840,Turkey
Bosnia and Herzegovina,1841,Turkey
Bosnia and Herzegovina,1842,Turkey
Bosnia and Herzegovina,1843,Turkey
Bosnia and Herzegovina,1844,Turkey
Bosnia and Herzegovina,1845,Turkey
Bosnia and Herzegovina,1846,Turkey
Bosnia and Herzegovina,1847,Turkey
Bosnia and Herzegovina,1848,Turkey
Bosnia and Herzegovina,1849,Turkey
Bosnia and Herzegovina,1850,Turkey
Bosnia and Herzegovina,1851,Turkey
Bosnia and Herzegovina,1852,Turkey
Bosnia and Herzegovina,1853,Turkey
Bosnia and Herzegovina,1854,Turkey
Bosnia and Herzegovina,1855,Turkey
Bosnia and Herzegovina,1856,Turkey
Bosnia and Herzegovina,1857,Turkey
Bosnia and Herzegovina,1858,Turkey
Bosnia and Herzegovina,1859,Turkey
Bosnia and Herzegovina,1860,Turkey
Bosnia and Herzegovina,1861,Turkey
Bosnia and Herzegovina,1862,Turkey
Bosnia and Herzegovina,1863,Turkey
Bosnia and Herzegovina,1864,Turkey
Bosnia and Herzegovina,1865,Turkey
Bosnia and Herzegovina,1866,Turkey
Bosnia and Herzegovina,1867,Turkey
Bosnia and Herzegovina,1868,Turkey
Bosnia and Herzegovina,1869,Turkey
Bosnia and Herzegovina,1870,Turkey
Bosnia and Herzegovina,1871,Turkey
Bosnia and Herzegovina,1872,Turkey
Bosnia and Herzegovina,1873,Turkey
Bosnia and Herzegovina,1874,Turkey
Bosnia and Herzegovina,1875,Turkey
Bosnia and Herzegovina,1876,Turkey
Bosnia and Herzegovina,1877,Turkey
Bosnia and Herzegovina,1878,Turkey
Bosnia and Herzegovina,1879,Austria-Hungary
Bosnia and Herzegovina,1880,Austria-Hungary
Bosnia and Herzegovina,1881,Austria-Hungary
Bosnia and Herzegovina,1882,Austria-Hungary
Bosnia and Herzegovina,1883,Austria-Hungary
Bosnia and Herzegovina,1884,Austria-Hungary
Bosnia and Herzegovina,1885,Austria-Hungary
Bosnia and Herzegovina,1886,Austria-Hungary
Bosnia and Herzegovina,1887,Austria-Hungary
Bosnia and Herzegovina,1888,Austria-Hungary
Bosnia and Herzegovina,1889,Austria-Hungary
Bosnia and Herzegovina,1890,Austria-Hungary
Bosnia and Herzegovina,1891,Austria-Hungary
Bosnia and Herzegovina,1892,Austria-Hungary
Bosnia and Herzegovina,1893,Austria-Hungary
Bosnia and Herzegovina,1894,Austria-Hungary
Bosnia and Herzegovina,1895,Austria-Hungary
Bosnia and Herzegovina,1896,Austria-Hungary
Bosnia and Herzegovina,1897,Austria-Hungary
Bosnia and Herzegovina,1898,Austria-Hungary
Bosnia and Herzegovina,1899,Austria-Hungary
Bosnia and Herzegovina,1900,Austria-Hungary
Bosnia and Herzegovina,1901,Austria-Hungary
Bosnia and Herzegovina,1902,Austria-Hungary
Bosnia and Herzegovina,1903,Austria-Hungary
Bosnia and Herzegovina,1904,Austria-Hungary
Bosnia and Herzegovina,1905,Austria-Hungary
Bosnia and Herzegovina,1906,Austria-Hungary
Bosnia and Herzegovina,1907,Austria-Hungary
Bosnia and Herzegovina,1908,Austria-Hungary
Bosnia and Herzegovina,1909,Austria-Hungary
Bosnia and Herzegovina,1910,Austria-Hungary
Bosnia and Herzegovina,1911,Austria-Hungary
Bosnia and Herzegovina,1912,Austria-Hungary
Bosnia and Herzegovina,1913,Austria-Hungary
Bosnia and Herzegovina,1914,Austria-Hungary
Bosnia and Herzegovina,1915,Austria-Hungary
Bosnia and Herzegovina,1916,Austria-Hungary
Bosnia and Herzegovina,1917,Austria-Hungary
Bosnia and Herzegovina,1918,Yugoslavia
Bosnia and Herzegovina,1919,Yugoslavia
Bosnia and Herzegovina,1920,Yugoslavia
Bosnia and Herzegovina,1921,Yugoslavia
Bosnia and Herzegovina,1922,Yugoslavia
Bosnia and Herzegovina,1923,Yugoslavia
Bosnia and Herzegovina,1924,Yugoslavia
Bosnia and Herzegovina,1925,Yugoslavia
Bosnia and Herzegovina,1926,Yugoslavia
Bosnia and Herzegovina,1927,Yugoslavia
Bosnia and Herzegovina,1928,Yugoslavia
Bosnia and Herzegovina,1929,Yugoslavia
Bosnia and Herzegovina,1930,Yugoslavia
Bosnia and Herzegovina,1931,Yugoslavia
Bosnia and Herzegovina,1932,Yugoslavia
Bosnia and Herzegovina,1933,Yugoslavia
Bosnia and Herzegovina,1934,Yugoslavia
Bosnia and Herzegovina,1935,Yugoslavia
Bosnia and Herzegovina,1936,Yugoslavia
Bosnia and Herzegovina,1937,Yugoslavia
Bosnia and Herzegovina,1938,Yugoslavia
Bosnia and Herzegovina,1939,Yugoslavia
Bosnia and Herzegovina,1940,Yugoslavia
Bosnia and Herzegovina,1941,Yugoslavia
Bosnia and Herzegovina,1942,Yugoslavia
Bosnia and Herzegovina,1943,Yugoslavia
Bosnia and Herzegovina,1944,Yugoslavia
Bosnia and Herzegovina,1945,Yugoslavia
Bosnia and Herzegovina,1946,Yugoslavia
Bosnia and Herzegovina,1947,Yugoslavia
Bosnia and Herzegovina,1948,Yugoslavia
Bosnia and Herzegovina,1949,Yugoslavia
Bosnia and Herzegovina,1950,Yugoslavia
Bosnia and Herzegovina,1951,Yugoslavia
Bosnia and Herzegovina,1952,Yugoslavia
Bosnia and Herzegovina,1953,Yugoslavia
Bosnia and Herzegovina,1954,Yugoslavia
Bosnia and Herzegovina,1955,Yugoslavia
Bosnia and Herzegovina,1956,Yugoslavia
Bosnia and Herzegovina,1957,Yugoslavia
Bosnia and Herzegovina,1958,Yugoslavia
Bosnia and Herzegovina,1959,Yugoslavia
