Entity,Year,Mean male height (cm),Mean female height (cm),Male-to-female height ratio,Change in male height (cm),Change in female height (cm),Change in male height (%),Change in female height (%)
Andorra,1947,170.4225111,158.8428154,1.072900343,,,,
Andorra,1948,170.6059026,158.9535546,1.073306621,,,,
Andorra,1949,170.7924256,159.0662847,1.073718582,,,,
Andorra,1950,170.9812523,159.1822748,1.074122433,,,,
Andorra,1951,171.1703153,159.3014758,1.074505521,,,,
Andorra,1952,171.359027,159.4241487,1.074862425,,,,
Andorra,1953,171.5476979,159.5507711,1.075191907,,,,
Andorra,1954,171.7362271,159.6813536,1.075493307,,,,
Andorra,1955,171.9232323,159.8161702,1.075756177,,,,
Andorra,1956,172.1075893,159.9545665,1.075977967,,,,
Andorra,1957,172.2907925,160.0964722,1.076168576,,,,
Andorra,1958,172.4736932,160.2414642,1.076336228,,,,
Andorra,1959,172.6553023,160.3881937,1.076483863,,,,
Andorra,1960,172.8347233,160.5362735,1.076608542,,,,
Andorra,1961,173.0120745,160.6845087,1.076719068,,,,
Andorra,1962,173.186525,160.8309535,1.076823343,,,,
Andorra,1963,173.3563271,160.9725841,1.076930759,,,,
Andorra,1964,173.5184326,161.106624,1.077040958,,,,
Andorra,1965,173.6728537,161.2314958,1.077164563,,,,
Andorra,1966,173.8208885,161.3471174,1.077310158,,,,
Andorra,1967,173.9649027,161.4552676,1.077480501,,,,
Andorra,1968,174.1066692,161.556463,1.077683096,,,,
Andorra,1969,174.2487238,161.6524239,1.077922122,,,,
Andorra,1970,174.3909095,161.7431342,1.078196675,,,,
Andorra,1971,174.5317418,161.8291948,1.078493544,,,,
Andorra,1972,174.6697597,161.9104633,1.078804644,,,,
Andorra,1973,174.8034882,161.9867555,1.079122103,,,,
Andorra,1974,174.9311468,162.0578052,1.079436727,,,,
Andorra,1975,175.0503646,162.1228905,1.079738734,,,,
Andorra,1976,175.1592567,162.1817634,1.080018203,,,,
Andorra,1977,175.2565967,162.2343946,1.080267826,,,,
Andorra,1978,175.3428519,162.2811702,1.080487968,,,,
Andorra,1979,175.4190826,162.3233837,1.080676601,,,,
Andorra,1980,175.4868618,162.3629305,1.080830835,,,,
Andorra,1981,175.5496307,162.4013896,1.080961383,,,,
Andorra,1982,175.6093817,162.4399344,1.08107272,,,,
Andorra,1983,175.6648608,162.4791995,1.081152919,,,,
Andorra,1984,175.7151374,162.5185616,1.081200422,,,,
Andorra,1985,175.7591258,162.5575755,1.081211535,,,,
Andorra,1986,175.7975305,162.5954353,1.081195977,,,,
Andorra,1987,175.8305023,162.6317253,1.081157455,,,,
Andorra,1988,175.8594058,162.6656952,1.081109361,,,,
Andorra,1989,175.8859513,162.697649,1.08106019,,,,
Andorra,1990,175.910951,162.7276554,1.081014475,,,,
Andorra,1991,175.9355289,162.7573859,1.080968018,,,,
Andorra,1992,175.9600699,162.7868484,1.080923131,,,,
Andorra,1993,175.9847517,162.8165906,1.080877268,,,,
Andorra,1994,176.0096714,162.8458602,1.08083602,,,,
Andorra,1995,176.0349116,162.875298,1.080795638,,,,
Andorra,1996,176.0601667,162.9048767,1.080754427,12.67248,10.466057,7.756080189,6.865742611
Angola,1896,162.1711478,152.6015823,1.062709478,,,,
Angola,1897,162.2595798,152.7064287,1.062558932,,,,
Angola,1898,162.3484483,152.8116444,1.062408882,,,,
Angola,1899,162.4373794,152.9171742,1.062257266,,,,
Angola,1900,162.5262226,153.0222495,1.062108439,,,,
Angola,1901,162.6152241,153.1268579,1.061964089,,,,
Angola,1902,162.7046377,153.2314954,1.061822423,,,,
Angola,1903,162.7941997,153.3352967,1.061687708,,,,
Angola,1904,162.8837687,153.4379143,1.06156141,,,,
Angola,1905,162.9734767,153.5395032,1.061443298,,,,
Angola,1906,163.0629911,153.6400389,1.061331358,,,,
Angola,1907,163.1528351,153.7394361,1.061229566,,,,
Angola,1908,163.2438054,153.8375709,1.061143935,,,,
Angola,1909,163.3351261,153.9348776,1.061066398,,,,
Angola,1910,163.4274939,154.0322725,1.060995149,,,,
Angola,1911,163.5218882,154.1303728,1.060932282,,,,
Angola,1912,163.6189371,154.229708,1.060878214,,,,
Angola,1913,163.7187621,154.3304691,1.060832401,,,,
Angola,1914,163.8207391,154.4328705,1.060789316,,,,
Angola,1915,163.9244158,154.5370056,1.060745387,,,,
Angola,1916,164.0301025,154.6428472,1.06070281,,,,
Angola,1917,164.1375216,154.7506499,1.060658044,,,,
Angola,1918,164.2468547,154.8599701,1.060615307,,,,
Angola,1919,164.3570846,154.9704842,1.060570246,,,,
Angola,1920,164.4680897,155.082253,1.060521668,,,,
Angola,1921,164.5791806,155.1943585,1.060471413,,,,
Angola,1922,164.6898421,155.3062873,1.060419671,,,,
Angola,1923,164.8011362,155.4172561,1.060378624,,,,
Angola,1924,164.913194,155.5276986,1.060346134,,,,
Angola,1925,165.027853,155.6396371,1.060320212,,,,
Angola,1926,165.1467414,155.7531082,1.060311048,,,,
Angola,1927,165.2704179,155.8681879,1.060321674,,,,
Angola,1928,165.3996565,155.9850556,1.060355788,,,,
Angola,1929,165.5340624,156.1040221,1.060408695,,,,
Angola,1930,165.6722924,156.2246396,1.060474793,,,,
Angola,1931,165.8136278,156.3461133,1.060554844,,,,
Angola,1932,165.9566472,156.4688617,1.060636892,,,,
Angola,1933,166.1021988,156.5931858,1.060724309,,,,
Angola,1934,166.2497402,156.7195766,1.060810294,,,,
Angola,1935,166.398901,156.8480006,1.060892714,,,,
Angola,1936,166.5486879,156.9780603,1.060967931,,,,
Angola,1937,166.6977283,157.1091598,1.061031251,,,,
Angola,1938,166.8458323,157.2399436,1.061090639,,,,
Angola,1939,166.9923368,157.3700285,1.061144478,,,,
Angola,1940,167.1368586,157.4983366,1.061197611,,,,
Angola,1941,167.2800465,157.6246571,1.061255578,,,,
Angola,1942,167.4224992,157.7489741,1.061322269,,,,
Angola,1943,167.5658579,157.8721329,1.061402382,,,,
Angola,1944,167.7095556,157.9940396,1.061492927,,,,
Angola,1945,167.8529608,158.1142686,1.061592747,,,,
Angola,1946,167.9960208,158.2321006,1.061706317,,,,
Angola,1947,168.138106,158.3476776,1.061828683,,,,
Angola,1948,168.2787478,158.4595725,1.061966438,,,,
Angola,1949,168.4168896,158.5672873,1.062116231,,,,
Angola,1950,168.551474,158.6709285,1.062270673,,,,
Angola,1951,168.681152,158.769442,1.062428323,,,,
Angola,1952,168.8052166,158.8609185,1.062597511,,,,
Angola,1953,168.9240682,158.9448732,1.062784001,,,,
Angola,1954,169.0367655,159.0204016,1.062987917,,,,
Angola,1955,169.1442705,159.0873685,1.063216219,,,,
Angola,1956,169.2467278,159.1454871,1.063471738,,,,
Angola,1957,169.344842,159.1956449,1.063752982,,,,
Angola,1958,169.439135,159.2389948,1.064055543,,,,
Angola,1959,169.5291095,159.2754009,1.064377227,,,,
Angola,1960,169.6146216,159.3056647,1.064711804,,,,
Angola,1961,169.6947007,159.3294922,1.065055178,,,,
Angola,1962,169.7669763,159.3468287,1.065392877,,,,
Angola,1963,169.8298449,159.3566646,1.065721633,,,,
Angola,1964,169.8814517,159.3578784,1.066037358,,,,
Angola,1965,169.922472,159.3507978,1.066342148,,,,
Angola,1966,169.9542562,159.3365524,1.066636962,,,,
Angola,1967,169.9772579,159.3161613,1.06691786,,,,
Angola,1968,169.9933032,159.2899943,1.067193856,,,,
Angola,1969,170.0035064,159.2581634,1.067471223,,,,
Angola,1970,170.0093012,159.2204438,1.067760503,,,,
Angola,1971,170.0106235,159.1766474,1.068062598,,,,
Angola,1972,170.0075419,159.1271361,1.068375552,,,,
Angola,1973,170.0002259,159.072247,1.068698212,,,,
Angola,1974,169.9883762,159.013279,1.069020004,,,,
Angola,1975,169.9695362,158.9499111,1.069327658,,,,
Angola,1976,169.9425127,158.8819598,1.069614907,,,,
Angola,1977,169.9048441,158.809066,1.069868669,,,,
Angola,1978,169.8552831,158.7318257,1.070077046,,,,
Angola,1979,169.7942249,158.6507449,1.070239065,,,,
Angola,1980,169.721557,158.5683493,1.07033691,,,,
Angola,1981,169.6381431,158.4860528,1.070366383,,,,
Angola,1982,169.5437257,158.4053361,1.070315747,,,,
Angola,1983,169.4371074,158.3267809,1.070173387,,,,
Angola,1984,169.318901,158.2498602,1.069946607,,,,
Angola,1985,169.18836,158.1738175,1.069635687,,,,
Angola,1986,169.0455025,158.0977568,1.069246686,,,,
Angola,1987,168.8917837,158.0207781,1.068794786,,,,
Angola,1988,168.7288957,157.9421342,1.068295655,,,,
Angola,1989,168.55946,157.8627467,1.067759579,,,,
Angola,1990,168.3844385,157.7826916,1.067192078,,,,
Angola,1991,168.2065796,157.7032075,1.066602146,,,,
Angola,1992,168.0276195,157.6239499,1.066003102,,,,
Angola,1993,167.8480603,157.54439,1.065401696,,,,
Angola,1994,167.6688227,157.4644082,1.064804578,,,,
Angola,1995,167.4899227,157.3847897,1.064206541,,,,
Angola,1996,167.3107273,157.3052103,1.063605757,5.1395795,4.703628,3.169231747,3.082293073
Antigua and Barbuda,1896,161.7119395,150.6060811,1.073741102,,,,
Antigua and Barbuda,1897,161.881215,150.7975476,1.073500316,,,,
Antigua and Barbuda,1898,162.0504734,150.9896249,1.073255686,,,,
Antigua and Barbuda,1899,162.2193553,151.1815825,1.073010036,,,,
Antigua and Barbuda,1900,162.3881866,151.3733676,1.072765898,,,,
Antigua and Barbuda,1901,162.557262,151.5648024,1.072526467,,,,
Antigua and Barbuda,1902,162.7264219,151.7557981,1.072291299,,,,
Antigua and Barbuda,1903,162.8956216,151.9460664,1.072062117,,,,
Antigua and Barbuda,1904,163.0647927,152.1348626,1.071843691,,,,
Antigua and Barbuda,1905,163.2337043,152.3226468,1.071631223,,,,
Antigua and Barbuda,1906,163.4026446,152.5091169,1.071428698,,,,
Antigua and Barbuda,1907,163.5721644,152.6945289,1.071237886,,,,
Antigua and Barbuda,1908,163.7429774,152.8791709,1.071061391,,,,
Antigua and Barbuda,1909,163.9140868,153.0628999,1.070893645,,,,
Antigua and Barbuda,1910,164.0866174,153.246441,1.070736888,,,,
Antigua and Barbuda,1911,164.2614597,153.4303157,1.070593246,,,,
Antigua and Barbuda,1912,164.4384015,153.6149464,1.070458346,,,,
Antigua and Barbuda,1913,164.6176998,153.8010879,1.070328579,,,,
Antigua and Barbuda,1914,164.7990455,153.9885126,1.070203502,,,,
Antigua and Barbuda,1915,164.9825191,154.1776386,1.070080724,,,,
Antigua and Barbuda,1916,165.1680939,154.3681936,1.069961953,,,,
Antigua and Barbuda,1917,165.3556442,154.5603071,1.069845469,,,,
Antigua and Barbuda,1918,165.5449824,154.7535161,1.069733254,,,,
Antigua and Barbuda,1919,165.7345082,154.9471288,1.069619744,,,,
Antigua and Barbuda,1920,165.9241293,155.1410016,1.069505338,,,,
Antigua and Barbuda,1921,166.1126917,155.3333875,1.069394638,,,,
Antigua and Barbuda,1922,166.29886,155.5237343,1.069282838,,,,
Antigua and Barbuda,1923,166.4819647,155.7111885,1.069171498,,,,
Antigua and Barbuda,1924,166.6619218,155.8951195,1.069064396,,,,
Antigua and Barbuda,1925,166.8401637,156.0769258,1.068961109,,,,
Antigua and Barbuda,1926,167.0166979,156.2563024,1.068863754,,,,
Antigua and Barbuda,1927,167.1926603,156.4338629,1.068775374,,,,
Antigua and Barbuda,1928,167.3677067,156.609184,1.068696627,,,,
Antigua and Barbuda,1929,167.541259,156.7823069,1.068623509,,,,
Antigua and Barbuda,1930,167.7125126,156.9522794,1.068557355,,,,
Antigua and Barbuda,1931,167.8798807,157.117921,1.068496067,,,,
Antigua and Barbuda,1932,168.0428443,157.2783608,1.068442241,,,,
Antigua and Barbuda,1933,168.2017339,157.4349789,1.068388582,,,,
Antigua and Barbuda,1934,168.3566693,157.5886457,1.068329946,,,,
Antigua and Barbuda,1935,168.5084397,157.7402303,1.06826546,,,,
Antigua and Barbuda,1936,168.6572568,157.8901332,1.068193771,,,,
Antigua and Barbuda,1937,168.8029918,158.0374276,1.068120346,,,,
Antigua and Barbuda,1938,168.9449174,158.1821602,1.068040272,,,,
Antigua and Barbuda,1939,169.0828168,158.3227589,1.067962799,,,,
Antigua and Barbuda,1940,169.2171709,158.4592065,1.067891066,,,,
Antigua and Barbuda,1941,169.3489208,158.5913922,1.067831731,,,,
Antigua and Barbuda,1942,169.4798009,158.7190659,1.067797369,,,,
Antigua and Barbuda,1943,169.6109204,158.844598,1.067778965,,,,
Antigua and Barbuda,1944,169.7424683,158.9677406,1.067779335,,,,
Antigua and Barbuda,1945,169.873571,159.0889752,1.067789712,,,,
Antigua and Barbuda,1946,170.0040664,159.2088266,1.067805536,,,,
Antigua and Barbuda,1947,170.1327531,159.3267542,1.067822877,,,,
Antigua and Barbuda,1948,170.2594582,159.442438,1.067842792,,,,
Antigua and Barbuda,1949,170.3837586,159.5553415,1.067866215,,,,
Antigua and Barbuda,1950,170.5045291,159.664718,1.067891086,,,,
Antigua and Barbuda,1951,170.6199925,159.770152,1.067909058,,,,
Antigua and Barbuda,1952,170.7300385,159.8704812,1.06792722,,,,
Antigua and Barbuda,1953,170.8347714,159.9654912,1.067947656,,,,
Antigua and Barbuda,1954,170.9348215,160.0550074,1.067975468,,,,
Antigua and Barbuda,1955,171.0312829,160.1396349,1.068013443,,,,
Antigua and Barbuda,1956,171.1243078,160.2194625,1.068061927,,,,
Antigua and Barbuda,1957,171.215985,160.2947715,1.068132063,,,,
Antigua and Barbuda,1958,171.307101,160.3663583,1.068223428,,,,
Antigua and Barbuda,1959,171.3973028,160.4338857,1.068336044,,,,
Antigua and Barbuda,1960,171.4876299,160.4972096,1.068477329,,,,
Antigua and Barbuda,1961,171.5769624,160.5563684,1.06864003,,,,
Antigua and Barbuda,1962,171.663582,160.6111025,1.068815165,,,,
Antigua and Barbuda,1963,171.745316,160.6601493,1.068997612,,,,
Antigua and Barbuda,1964,171.8203928,160.7020926,1.069185784,,,,
Antigua and Barbuda,1965,171.888931,160.7365579,1.069382928,,,,
Antigua and Barbuda,1966,171.9511479,160.7638801,1.069588192,,,,
Antigua and Barbuda,1967,172.0083035,160.7845826,1.069805952,,,,
Antigua and Barbuda,1968,172.0608971,160.7997056,1.070032414,,,,
Antigua and Barbuda,1969,172.1115064,160.8104687,1.07027551,,,,
Antigua and Barbuda,1970,172.1611527,160.8178121,1.07053535,,,,
Antigua and Barbuda,1971,172.2098186,160.8231901,1.070802155,,,,
Antigua and Barbuda,1972,172.257149,160.8273373,1.071068836,,,,
Antigua and Barbuda,1973,172.3025046,160.8305378,1.071329531,,,,
Antigua and Barbuda,1974,172.3443477,160.8338789,1.071567439,,,,
Antigua and Barbuda,1975,172.382362,160.8361003,1.071788993,,,,
Antigua and Barbuda,1976,172.4148716,160.8363311,1.071989584,,,,
Antigua and Barbuda,1977,172.4407368,160.8344148,1.072163175,,,,
Antigua and Barbuda,1978,172.4609811,160.8309237,1.072312321,,,,
Antigua and Barbuda,1979,172.475544,160.8264668,1.072432588,,,,
Antigua and Barbuda,1980,172.4867285,160.8224907,1.072528648,,,,
Antigua and Barbuda,1981,172.4957725,160.8194859,1.072604924,,,,
Antigua and Barbuda,1982,172.5036928,160.8175736,1.072666929,,,,
Antigua and Barbuda,1983,172.5103172,160.8167422,1.072713667,,,,
Antigua and Barbuda,1984,172.5166275,160.81605,1.072757523,,,,
Antigua and Barbuda,1985,172.5228219,160.8143763,1.072807207,,,,
Antigua and Barbuda,1986,172.5295634,160.8103456,1.072876019,,,,
Antigua and Barbuda,1987,172.5381747,160.8032319,1.072977033,,,,
Antigua and Barbuda,1988,172.5484157,160.7922093,1.073114279,,,,
Antigua and Barbuda,1989,172.5615023,160.778115,1.073289747,,,,
Antigua and Barbuda,1990,172.5775578,160.7615327,1.073500326,,,,
Antigua and Barbuda,1991,172.5966367,160.7435327,1.073739228,,,,
Antigua and Barbuda,1992,172.6180381,160.7253147,1.07399409,,,,
Antigua and Barbuda,1993,172.6406552,160.7069972,1.07425724,,,,
Antigua and Barbuda,1994,172.6630327,160.688833,1.074517933,,,,
Antigua and Barbuda,1995,172.6850575,160.6707761,1.074775772,,,,
Antigua and Barbuda,1996,172.7069903,160.6526419,1.075033614,10.9950508,10.0465608,6.799158327,6.670753748
Argentina,1896,162.3372683,150.5902533,1.078006476,,,,
Argentina,1897,162.4842397,150.7424146,1.077893306,,,,
Argentina,1898,162.6316052,150.894785,1.077781483,,,,
Argentina,1899,162.7791616,151.0468354,1.077673433,,,,
Argentina,1900,162.9267593,151.1987512,1.077566832,,,,
Argentina,1901,163.074704,151.3503969,1.07746466,,,,
Argentina,1902,163.2227898,151.5017905,1.077365418,,,,
Argentina,1903,163.371243,151.6523744,1.077274547,,,,
Argentina,1904,163.5187457,151.8019233,1.07718494,,,,
Argentina,1905,163.6661738,151.9502816,1.077103458,,,,
Argentina,1906,163.813514,152.0977553,1.077027821,,,,
Argentina,1907,163.9604494,152.2443817,1.076955665,,,,
Argentina,1908,164.1085083,152.3903246,1.076895851,,,,
Argentina,1909,164.2572743,152.5352203,1.07684818,,,,
Argentina,1910,164.4070407,152.6801182,1.076807135,,,,
Argentina,1911,164.5592209,152.8255857,1.07677795,,,,
Argentina,1912,164.7137227,152.972465,1.07675406,,,,
Argentina,1913,164.8707723,153.1210237,1.076735045,,,,
Argentina,1914,165.0300959,153.2715278,1.076717237,,,,
Argentina,1915,165.1918193,153.424102,1.076700578,,,,
Argentina,1916,165.3560249,153.5789543,1.076684144,,,,
Argentina,1917,165.5229227,153.7367682,1.076664513,,,,
Argentina,1918,165.6919712,153.8965285,1.076645281,,,,
Argentina,1919,165.8622035,154.0574637,1.076625562,,,,
Argentina,1920,166.0332692,154.2200214,1.076599962,,,,
Argentina,1921,166.2044027,154.3829596,1.076572202,,,,
Argentina,1922,166.3749556,154.5448777,1.076547849,,,,
Argentina,1923,166.5440738,154.704808,1.076528105,,,,
Argentina,1924,166.7124468,154.8629925,1.076515726,,,,
Argentina,1925,166.8819161,155.0203837,1.076515953,,,,
Argentina,1926,167.0528722,155.1764329,1.076535071,,,,
Argentina,1927,167.2266028,155.3319082,1.07657599,,,,
Argentina,1928,167.402401,155.4864662,1.076636476,,,,
Argentina,1929,167.5794444,155.6399701,1.076712134,,,,
Argentina,1930,167.7562284,155.7913135,1.076800912,,,,
Argentina,1931,167.9315069,155.938467,1.076908797,,,,
Argentina,1932,168.104531,156.0809831,1.077034035,,,,
Argentina,1933,168.2758382,156.2195907,1.077175004,,,,
Argentina,1934,168.4452655,156.3552694,1.07732388,,,,
Argentina,1935,168.6138449,156.4885211,1.077483791,,,,
Argentina,1936,168.7815573,156.6201038,1.077649377,,,,
Argentina,1937,168.9478219,156.7496871,1.077819197,,,,
Argentina,1938,169.1121629,156.8765758,1.077994991,,,,
Argentina,1939,169.2743571,156.9997781,1.078182142,,,,
Argentina,1940,169.4346744,157.1184882,1.078387886,,,,
Argentina,1941,169.5937314,157.2327022,1.078616147,,,,
Argentina,1942,169.7521438,157.3426777,1.078869041,,,,
Argentina,1943,169.9106828,157.4498849,1.079141359,,,,
Argentina,1944,170.0683839,157.5549247,1.079422838,,,,
Argentina,1945,170.2245776,157.6577028,1.079709869,,,,
Argentina,1946,170.3785348,157.7592172,1.079991,,,,
Argentina,1947,170.5292393,157.8601719,1.080254996,,,,
Argentina,1948,170.6767137,157.960539,1.080502224,,,,
Argentina,1949,170.8194199,158.060342,1.080722829,,,,
Argentina,1950,170.9559516,158.1592133,1.080910483,,,,
Argentina,1951,171.0855324,158.2567318,1.081063222,,,,
Argentina,1952,171.2071173,158.3517914,1.081182068,,,,
Argentina,1953,171.3207348,158.4448988,1.081263809,,,,
Argentina,1954,171.427998,158.5353008,1.081323826,,,,
Argentina,1955,171.5292595,158.6241034,1.081356842,,,,
Argentina,1956,171.6252123,158.7109296,1.081369838,,,,
Argentina,1957,171.7187648,158.796256,1.081377919,,,,
Argentina,1958,171.8114726,158.8803224,1.081389249,,,,
Argentina,1959,171.9040239,158.9627506,1.081410728,,,,
Argentina,1960,171.9971549,159.0435944,1.081446603,,,,
Argentina,1961,172.0910912,159.1219723,1.081504262,,,,
Argentina,1962,172.1844978,159.1975013,1.081577892,,,,
Argentina,1963,172.2759908,159.2677712,1.081675153,,,,
Argentina,1964,172.3648053,159.3306722,1.081805549,,,,
Argentina,1965,172.4508141,159.3855225,1.081972888,,,,
Argentina,1966,172.5346699,159.4320162,1.082183328,,,,
Argentina,1967,172.6176569,159.4706937,1.082441249,,,,
Argentina,1968,172.7010882,159.5022088,1.082750449,,,,
Argentina,1969,172.7867664,159.527544,1.083115568,,,,
Argentina,1970,172.8760681,159.5469335,1.083543659,,,,
Argentina,1971,172.9684156,159.5622385,1.084018482,,,,
Argentina,1972,173.0638744,159.5740136,1.084536702,,,,
Argentina,1973,173.1609416,159.5827147,1.085085825,,,,
Argentina,1974,173.2574691,159.5881027,1.085654044,,,,
Argentina,1975,173.3517526,159.5890727,1.086238235,,,,
Argentina,1976,173.4419057,159.5847913,1.0868323,,,,
Argentina,1977,173.5261889,159.5755841,1.087423179,,,,
Argentina,1978,173.6046004,159.5620821,1.088006612,,,,
Argentina,1979,173.677181,159.5451514,1.088576992,,,,
Argentina,1980,173.7452466,159.5268374,1.089128635,,,,
Argentina,1981,173.8100463,159.5082305,1.08966193,,,,
Argentina,1982,173.8729394,159.4904188,1.09017796,,,,
Argentina,1983,173.9330646,159.4735178,1.09067052,,,,
Argentina,1984,173.9904028,159.457144,1.091142099,,,,
Argentina,1985,174.0450401,159.4406059,1.09159796,,,,
Argentina,1986,174.09778,159.4225892,1.092052142,,,,
Argentina,1987,174.1474837,159.402585,1.092501001,,,,
Argentina,1988,174.1953468,159.3795992,1.092958871,,,,
