Entity,Year,Mean male height (cm),Mean female height (cm),Male-to-female height ratio,Change in male height (cm),Change in female height (cm),Change in male height (%),Change in female height (%)
Djibouti,1985,168.1736403,156.8387995,1.072270642,,,,
Djibouti,1986,168.0602544,156.7732548,1.071995696,,,,
Djibouti,1987,167.9344099,156.7072259,1.071644329,,,,
Djibouti,1988,167.7983241,156.6404479,1.071232407,,,,
Djibouti,1989,167.6545118,156.573864,1.07076946,,,,
Djibouti,1990,167.5047108,156.5069547,1.070270079,,,,
Djibouti,1991,167.3511717,156.4410274,1.069739662,,,,
Djibouti,1992,167.1960535,156.3756215,1.069195133,,,,
Djibouti,1993,167.0403141,156.3103964,1.068644939,,,,
Djibouti,1994,166.884532,156.2450498,1.068094843,,,,
Djibouti,1995,166.7290972,156.1795449,1.067547593,,,,
Djibouti,1996,166.5732512,156.1137802,1.066999025,5.0661152,4.323587,3.136774836,2.848396796
Dominica,1896,164.4652394,152.8116509,1.076261126,,,,
Dominica,1897,164.6312032,153.0079568,1.07596498,,,,
Dominica,1898,164.797408,153.2044096,1.075670135,,,,
Dominica,1899,164.9635287,153.4009569,1.075374835,,,,
Dominica,1900,165.1294179,153.5972126,1.075080824,,,,
Dominica,1901,165.295537,153.7930054,1.074792294,,,,
Dominica,1902,165.4617956,153.9884188,1.07450805,,,,
Dominica,1903,165.6281418,154.1829945,1.074230931,,,,
Dominica,1904,165.7942258,154.3762501,1.073961997,,,,
Dominica,1905,165.9605734,154.5683881,1.073703203,,,,
Dominica,1906,166.1266485,154.7594087,1.073451042,,,,
Dominica,1907,166.2934163,154.9492737,1.073211977,,,,
Dominica,1908,166.4614725,155.1384209,1.072986766,,,,
Dominica,1909,166.6303625,155.3266433,1.072773859,,,,
Dominica,1910,166.800505,155.5146773,1.07257082,,,,
Dominica,1911,166.9731695,155.7033076,1.072380363,,,,
Dominica,1912,167.1482973,155.892913,1.072199461,,,,
Dominica,1913,167.3259732,156.0841175,1.072024341,,,,
Dominica,1914,167.5057272,156.276507,1.071854819,,,,
Dominica,1915,167.6877531,156.4704522,1.071689579,,,,
Dominica,1916,167.8715792,156.6658817,1.071526087,,,,
Dominica,1917,168.0573893,156.8630414,1.071363833,,,,
Dominica,1918,168.2451376,157.0612549,1.07120714,,,,
Dominica,1919,168.4330624,157.2599838,1.071048453,,,,
Dominica,1920,168.6206939,157.459287,1.070884399,,,,
Dominica,1921,168.8070553,157.657805,1.070718036,,,,
Dominica,1922,168.991051,157.8545848,1.070548893,,,,
Dominica,1923,169.1720021,158.0486096,1.070379566,,,,
Dominica,1924,169.350417,158.2397334,1.070214246,,,,
Dominica,1925,169.5267738,158.4286504,1.07005124,,,,
Dominica,1926,169.7020021,158.6153313,1.06989659,,,,
Dominica,1927,169.8765859,158.8001444,1.069750828,,,,
Dominica,1928,170.0502773,158.9827361,1.069614736,,,,
Dominica,1929,170.2226129,159.1632711,1.069484258,,,,
Dominica,1930,170.3927239,159.3407987,1.069360297,,,,
Dominica,1931,170.5589509,159.5140374,1.069241013,,,,
Dominica,1932,170.7208851,159.6826569,1.06912603,,,,
Dominica,1933,170.8788501,159.8477531,1.069010022,,,,
Dominica,1934,171.0332028,160.0105953,1.068886735,,,,
Dominica,1935,171.1844057,160.1715303,1.06875676,,,,
Dominica,1936,171.3326203,160.3310871,1.068617593,,,,
Dominica,1937,171.477674,160.4887159,1.068471843,,,,
Dominica,1938,171.6191146,160.6440155,1.068319377,,,,
Dominica,1939,171.7562285,160.7961263,1.068161482,,,,
Dominica,1940,171.890077,160.9447286,1.068006877,,,,
Dominica,1941,172.0211843,161.0892001,1.067862924,,,,
Dominica,1942,172.1515987,161.2299586,1.067739521,,,,
Dominica,1943,172.281982,161.3687557,1.067629116,,,,
Dominica,1944,172.4126473,161.505777,1.067532385,,,,
Dominica,1945,172.5431847,161.6414912,1.067443658,,,,
Dominica,1946,172.6732833,161.7759121,1.067360901,,,,
Dominica,1947,172.8016845,161.908839,1.067277646,,,,
Dominica,1948,172.9286695,162.0397501,1.067199063,,,,
Dominica,1949,173.0530572,162.1684951,1.067118845,,,,
Dominica,1950,173.1741224,162.2943703,1.06703715,,,,
Dominica,1951,173.2902701,162.4166369,1.066949011,,,,
Dominica,1952,173.400806,162.5344933,1.066855425,,,,
Dominica,1953,173.5064147,162.6473199,1.066764671,,,,
Dominica,1954,173.6077264,162.7550231,1.066681219,,,,
Dominica,1955,173.7054968,162.8581677,1.066605988,,,,
Dominica,1956,173.8004255,162.9569618,1.066541887,,,,
Dominica,1957,173.8949879,163.0516901,1.06650221,,,,
Dominica,1958,173.9901972,163.142994,1.066488931,,,,
Dominica,1959,174.0857149,163.2307861,1.066500499,,,,
Dominica,1960,174.1825277,163.315193,1.066542093,,,,
Dominica,1961,174.2795888,163.3963378,1.066606456,,,,
Dominica,1962,174.3750556,163.4736444,1.066686047,,,,
Dominica,1963,174.4671302,163.5459788,1.066777254,,,,
Dominica,1964,174.5538602,163.6116952,1.066878868,,,,
Dominica,1965,174.6352317,163.6703007,1.066994018,,,,
Dominica,1966,174.7112285,163.7216977,1.06712324,,,,
Dominica,1967,174.7835089,163.7670876,1.067268836,,,,
Dominica,1968,174.8527973,163.8074201,1.067429041,,,,
Dominica,1969,174.9214874,163.843685,1.067612019,,,,
Dominica,1970,174.990782,163.8764033,1.067821715,,,,
Dominica,1971,175.0605152,163.9069914,1.068047883,,,,
Dominica,1972,175.1303832,163.9364592,1.06828209,,,,
Dominica,1973,175.1999264,163.9649303,1.068520726,,,,
Dominica,1974,175.2672602,163.9933834,1.068745925,,,,
Dominica,1975,175.3320069,164.0204886,1.068964057,,,,
Dominica,1976,175.3923601,164.0456501,1.069168003,,,,
Dominica,1977,175.4467351,164.0685606,1.069350121,,,,
Dominica,1978,175.4961573,164.0900036,1.06951157,,,,
Dominica,1979,175.5407528,164.110219,1.069651566,,,,
Dominica,1980,175.5824521,164.1309814,1.069770318,,,,
Dominica,1981,175.6223806,164.1525567,1.069872953,,,,
Dominica,1982,175.6615038,164.1749999,1.069965,,,,
Dominica,1983,175.6996378,164.1984659,1.070044332,,,,
Dominica,1984,175.7375775,164.2218996,1.070122669,,,,
Dominica,1985,175.7751599,164.244146,1.070206544,,,,
Dominica,1986,175.8138914,164.2640702,1.070312523,,,,
Dominica,1987,175.8542803,164.2807027,1.070450013,,,,
Dominica,1988,175.896542,164.2934492,1.070624196,,,,
Dominica,1989,175.9414677,164.3031639,1.070834326,,,,
Dominica,1990,175.9893377,164.3102189,1.071079686,,,,
Dominica,1991,176.0403854,164.3160339,1.071352449,,,,
Dominica,1992,176.0939042,164.3214563,1.071642792,,,,
Dominica,1993,176.1487639,164.3266092,1.071943033,,,,
Dominica,1994,176.2035628,164.3320638,1.072240917,,,,
Dominica,1995,176.2583357,164.3376589,1.072537706,,,,
Dominica,1996,176.3131916,164.3433887,1.072834101,11.8479522,11.5317378,7.203924819,7.546373416
Dominican Republic,1896,160.2625691,148.9246605,1.076131841,,,,
Dominican Republic,1897,160.4129146,149.0957332,1.075905468,,,,
Dominican Republic,1898,160.5635256,149.267147,1.075678934,,,,
Dominican Republic,1899,160.7138147,149.4386503,1.075450122,,,,
Dominican Republic,1900,160.8641592,149.6098815,1.07522416,,,,
Dominican Republic,1901,161.0148604,149.7806208,1.075004627,,,,
Dominican Republic,1902,161.1658642,149.9509029,1.074790889,,,,
Dominican Republic,1903,161.3172913,150.1203458,1.074586462,,,,
Dominican Republic,1904,161.4686966,150.2884318,1.074392052,,,,
Dominican Republic,1905,161.6202287,150.4551612,1.074208604,,,,
Dominican Republic,1906,161.7716157,150.6204804,1.074034655,,,,
Dominican Republic,1907,161.9234139,150.7842998,1.073874496,,,,
Dominican Republic,1908,162.0765918,150.9471985,1.073730373,,,,
Dominican Republic,1909,162.2303874,151.1091806,1.073597162,,,,
Dominican Republic,1910,162.3853292,151.2707753,1.073474562,,,,
Dominican Republic,1911,162.5428692,151.4326723,1.073367238,,,,
Dominican Republic,1912,162.7029424,151.5953236,1.073271514,,,,
Dominican Republic,1913,162.8657239,151.7595053,1.073183018,,,,
Dominican Republic,1914,163.0307652,151.9249859,1.073100414,,,,
Dominican Republic,1915,163.1981615,152.0919189,1.073023226,,,,
Dominican Republic,1916,163.3674554,152.2604679,1.072947283,,,,
Dominican Republic,1917,163.5388152,152.430723,1.072873053,,,,
Dominican Republic,1918,163.7121813,152.601941,1.072805367,,,,
Dominican Republic,1919,163.8860419,152.7733476,1.072739745,,,,
Dominican Republic,1920,164.0600077,152.9450902,1.072672601,,,,
Dominican Republic,1921,164.2334988,153.1157958,1.072609772,,,,
Dominican Republic,1922,164.404909,153.284116,1.072550198,,,,
Dominican Republic,1923,164.5737986,153.4494148,1.072495446,,,,
Dominican Republic,1924,164.74026,153.6115967,1.072446765,,,,
Dominican Republic,1925,164.9055824,153.7716573,1.072405574,,,,
Dominican Republic,1926,165.0700531,153.9290213,1.072377721,,,,
Dominican Republic,1927,165.2344201,154.0844363,1.072362817,,,,
Dominican Republic,1928,165.39827,154.2373229,1.072362168,,,,
Dominican Republic,1929,165.5611538,154.387659,1.072372979,,,,
Dominican Republic,1930,165.7220843,154.5345889,1.072394766,,,,
Dominican Republic,1931,165.879419,154.6772521,1.072422847,,,,
Dominican Republic,1932,166.0327898,154.8146551,1.07246171,,,,
Dominican Republic,1933,166.1829497,154.9481793,1.072506631,,,,
Dominican Republic,1934,166.3301049,155.0790841,1.072550214,,,,
Dominican Republic,1935,166.4748938,155.2079847,1.072592329,,,,
Dominican Republic,1936,166.6177363,155.3351507,1.072633821,,,,
Dominican Republic,1937,166.7579489,155.4600476,1.072673986,,,,
Dominican Republic,1938,166.8953608,155.582129,1.072715497,,,,
Dominican Republic,1939,167.0296467,155.7000977,1.072765202,,,,
Dominican Republic,1940,167.1616567,155.8139229,1.072828754,,,,
Dominican Republic,1941,167.2922252,155.9234812,1.072912328,,,,
Dominican Republic,1942,167.4229804,156.0286928,1.073026873,,,,
Dominican Republic,1943,167.5548911,156.1313227,1.07316641,,,,
Dominican Republic,1944,167.6878226,156.231702,1.073327759,,,,
Dominican Republic,1945,167.8217564,156.3303606,1.073507128,,,,
Dominican Republic,1946,167.9566233,156.4275461,1.073702346,,,,
Dominican Republic,1947,168.0914197,156.5228906,1.073909503,,,,
Dominican Republic,1948,168.2259194,156.6159093,1.074130464,,,,
Dominican Republic,1949,168.3593892,156.7061088,1.074363919,,,,
Dominican Republic,1950,168.4908139,156.7931309,1.074605838,,,,
Dominican Republic,1951,168.6184673,156.8763026,1.074849831,,,,
Dominican Republic,1952,168.7412189,156.9544434,1.075096794,,,,
Dominican Republic,1953,168.8602711,157.0276703,1.075353603,,,,
Dominican Republic,1954,168.9763516,157.0957355,1.075626598,,,,
Dominican Republic,1955,169.0907232,157.1592109,1.075919905,,,,
Dominican Republic,1956,169.2033511,157.2186906,1.076229235,,,,
Dominican Republic,1957,169.3164304,157.2742554,1.076567999,,,,
Dominican Republic,1958,169.4307844,157.3268019,1.076935286,,,,
Dominican Republic,1959,169.5463096,157.3768271,1.077327029,,,,
Dominican Republic,1960,169.66356,157.4243357,1.077746711,,,,
Dominican Republic,1961,169.7817552,157.4694734,1.078188372,,,,
Dominican Republic,1962,169.8987712,157.5121598,1.07863908,,,,
Dominican Republic,1963,170.0129187,157.5512129,1.079096223,,,,
Dominican Republic,1964,170.1222893,157.5859081,1.079552679,,,,
Dominican Republic,1965,170.2263118,157.6157158,1.080008494,,,,
Dominican Republic,1966,170.3256314,157.6410648,1.080464862,,,,
Dominican Republic,1967,170.421612,157.6634347,1.080920331,,,,
Dominican Republic,1968,170.5147806,157.6840357,1.081369968,,,,
Dominican Republic,1969,170.6074281,157.7042744,1.081818668,,,,
Dominican Republic,1970,170.7008062,157.7252463,1.082266855,,,,
Dominican Republic,1971,170.794973,157.7485116,1.082704181,,,,
Dominican Republic,1972,170.8892186,157.7750809,1.083119195,,,,
Dominican Republic,1973,170.9830711,157.8056762,1.083503935,,,,
Dominican Republic,1974,171.0748402,157.8407901,1.083844297,,,,
Dominican Republic,1975,171.1641336,157.8793756,1.084144987,,,,
Dominican Republic,1976,171.2489412,157.9203531,1.084400698,,,,
Dominican Republic,1977,171.3285133,157.9632027,1.084610279,,,,
Dominican Republic,1978,171.4037952,158.0078289,1.084780396,,,,
Dominican Republic,1979,171.4749245,158.0542228,1.08491201,,,,
Dominican Republic,1980,171.5435822,158.1039256,1.085005205,,,,
Dominican Republic,1981,171.6112858,158.1572206,1.085067663,,,,
Dominican Republic,1982,171.6787291,158.2139844,1.085104643,,,,
Dominican Republic,1983,171.7455027,158.2742184,1.085113573,,,,
Dominican Republic,1984,171.8125825,158.3367821,1.085108465,,,,
Dominican Republic,1985,171.8800763,158.4004347,1.085098514,,,,
Dominican Republic,1986,171.9487527,158.4632802,1.085101561,,,,
Dominican Republic,1987,172.0194757,158.5246146,1.085127859,,,,
Dominican Republic,1988,172.0921238,158.5833419,1.085184117,,,,
Dominican Republic,1989,172.1673363,158.6400719,1.085270161,,,,
Dominican Republic,1990,172.2457366,158.6954196,1.085385684,,,,
Dominican Republic,1991,172.3271291,158.7501542,1.085524168,,,,
Dominican Republic,1992,172.4106974,158.8053216,1.085673299,,,,
Dominican Republic,1993,172.4950046,158.8607414,1.085825252,,,,
Dominican Republic,1994,172.5791175,158.9163404,1.085974652,,,,
Dominican Republic,1995,172.6629355,158.9719931,1.086121726,,,,
Dominican Republic,1996,172.7469432,159.027605,1.086270168,12.4843741,10.1029445,7.789950061,6.783929852
Ecuador,1896,155.6286833,143.0013786,1.088301979,,,,
Ecuador,1897,155.7518756,143.1720711,1.087864933,,,,
Ecuador,1898,155.8750222,143.34303,1.087426589,,,,
Ecuador,1899,155.9982455,143.5139586,1.086990053,,,,
Ecuador,1900,156.1216707,143.6845951,1.08655817,,,,
Ecuador,1901,156.2455371,143.8554388,1.086128814,,,,
Ecuador,1902,156.3696675,144.0257242,1.085706518,,,,
Ecuador,1903,156.4943676,144.1955159,1.085292886,,,,
Ecuador,1904,156.6186857,144.3641114,1.08488657,,,,
Ecuador,1905,156.7428333,144.5319271,1.084485874,,,,
Ecuador,1906,156.8664143,144.6986293,1.084090534,,,,
Ecuador,1907,156.9903703,144.8645642,1.083704432,,,,
Ecuador,1908,157.1158647,145.0297862,1.083335147,,,,
Ecuador,1909,157.2421007,145.1942067,1.082977787,,,,
Ecuador,1910,157.3694286,145.3585469,1.082629346,,,,
Ecuador,1911,157.4993832,145.5236335,1.082294191,,,,
Ecuador,1912,157.6317413,145.6899661,1.081967039,,,,
Ecuador,1913,157.7664654,145.8579102,1.081644905,,,,
Ecuador,1914,157.9033096,146.0274195,1.08132644,,,,
Ecuador,1915,158.0429626,146.1989218,1.081013188,,,,
Ecuador,1916,158.184599,146.3722,1.08070111,,,,
Ecuador,1917,158.3284524,146.5476216,1.080389096,,,,
Ecuador,1918,158.4742825,146.7247653,1.080078623,,,,
Ecuador,1919,158.6207653,146.9029483,1.079765703,,,,
Ecuador,1920,158.7672646,147.0817633,1.079449016,,,,
Ecuador,1921,158.9132713,147.2600983,1.079133269,,,,
Ecuador,1922,159.0577089,147.437281,1.078816076,,,,
Ecuador,1923,159.200758,147.6124049,1.078505279,,,,
Ecuador,1924,159.3426045,147.7860752,1.078197687,,,,
Ecuador,1925,159.4845484,147.9587958,1.077898394,,,,
Ecuador,1926,159.6276939,148.1307146,1.077613744,,,,
Ecuador,1927,159.7725972,148.3020974,1.077345499,,,,
Ecuador,1928,159.9195437,148.4729322,1.077095612,,,,
Ecuador,1929,160.0676239,148.6428952,1.076860241,,,,
Ecuador,1930,160.2161683,148.8107143,1.076644038,,,,
Ecuador,1931,160.3634151,148.9748532,1.076446203,,,,
Ecuador,1932,160.5097081,149.1350762,1.076270668,,,,
Ecuador,1933,160.6549971,149.2922567,1.076110715,,,,
Ecuador,1934,160.8000172,149.4476134,1.07596243,,,,
Ecuador,1935,160.9458737,149.6014524,1.075830957,,,,
Ecuador,1936,161.0919448,149.7546045,1.075706122,,,,
Ecuador,1937,161.2382541,149.9062434,1.075593988,,,,
Ecuador,1938,161.3840827,150.0556833,1.075494637,,,,
Ecuador,1939,161.529404,150.2020411,1.075414174,,,,
Ecuador,1940,161.6740045,150.3445595,1.075356535,,,,
Ecuador,1941,161.8193374,150.482818,1.075334311,,,,
Ecuador,1942,161.9661708,150.6164664,1.075355004,,,,
Ecuador,1943,162.1165452,150.7474034,1.075418492,,,,
Ecuador,1944,162.2699159,150.8757156,1.075520439,,,,
Ecuador,1945,162.4259256,151.0016222,1.075656826,,,,
Ecuador,1946,162.58434,151.125808,1.075821146,,,,
Ecuador,1947,162.7436656,151.2479906,1.076005473,,,,
Ecuador,1948,162.9030758,151.3671101,1.076211838,,,,
Ecuador,1949,163.0609303,151.4832241,1.076428966,,,,
Ecuador,1950,163.21657,151.5957863,1.076656377,,,,
Ecuador,1951,163.3682594,151.7039845,1.076888389,,,,
Ecuador,1952,163.51527,151.8067656,1.077127685,,,,
Ecuador,1953,163.6573151,151.9045349,1.077369515,,,,
Ecuador,1954,163.7946164,151.9969195,1.077618,,,,
Ecuador,1955,163.9279601,152.0845619,1.07787377,,,,
Ecuador,1956,164.0572247,152.1678552,1.078133253,,,,
Ecuador,1957,164.1840751,152.2471453,1.07840495,,,,
Ecuador,1958,164.3091155,152.3228469,1.078689893,,,,
Ecuador,1959,164.4326798,152.3952403,1.07898829,,,,
Ecuador,1960,164.5550462,152.4646302,1.079299809,,,,
Ecuador,1961,164.6759152,152.5312184,1.079621057,,,,
Ecuador,1962,164.7938879,152.5947508,1.079944671,,,,
Ecuador,1963,164.907626,152.6541332,1.080269643,,,,
Ecuador,1964,165.0154754,152.7079855,1.080594933,,,,
Ecuador,1965,165.1173193,152.7561998,1.080920575,,,,
Ecuador,1966,165.213283,152.7995742,1.081241776,,,,
Ecuador,1967,165.3048707,152.8388981,1.081562827,,,,
Ecuador,1968,165.3932491,152.8747134,1.08188755,,,,
Ecuador,1969,165.4802595,152.9086841,1.082216229,,,,
Ecuador,1970,165.5674084,152.9412207,1.082555819,,,,
Ecuador,1971,165.6539746,152.9736139,1.08289247,,,,
Ecuador,1972,165.7405317,153.0069149,1.083222492,,,,
Ecuador,1973,165.8263015,153.0419958,1.083534625,,,,
Ecuador,1974,165.9098616,153.0793815,1.083815861,,,,
Ecuador,1975,165.9901877,153.1183199,1.084064845,,,,
Ecuador,1976,166.0661807,153.1578753,1.084281043,,,,
Ecuador,1977,166.1361138,153.198474,1.084450187,,,,
Ecuador,1978,166.2004974,153.2402208,1.084574902,,,,
Ecuador,1979,166.2598334,153.2839861,1.084652335,,,,
Ecuador,1980,166.3153912,153.3313148,1.084679874,,,,
Ecuador,1981,166.3688107,153.3824371,1.084666627,,,,
Ecuador,1982,166.4203982,153.4378463,1.084611145,,,,
Ecuador,1983,166.4697191,153.4969234,1.084515021,,,,
Ecuador,1984,166.5170411,153.5583306,1.084389498,,,,
Ecuador,1985,166.5619614,153.6205511,1.084242702,,,,
Ecuador,1986,166.6056965,153.6818811,1.084094594,,,,
Ecuador,1987,166.6482398,153.7420555,1.083947,,,,
Ecuador,1988,166.6905992,153.7999237,1.083814577,,,,
Ecuador,1989,166.733635,153.8560573,1.083698867,,,,
Ecuador,1990,166.77815,153.9103867,1.083605555,,,,
Ecuador,1991,166.8251714,153.964401,1.083530805,,,,
Ecuador,1992,166.8743523,154.0185486,1.083469191,,,,
Ecuador,1993,166.924823,154.0722792,1.083418924,,,,
Ecuador,1994,166.9755614,154.1257672,1.083372135,,,,
Ecuador,1995,167.0260104,154.1797171,1.083320255,,,,
Ecuador,1996,167.076619,154.2335466,1.083270292,11.4479357,11.232168,7.355929162,7.854587214
Egypt,1896,158.6356864,148.7154916,1.06670586,,,,
Egypt,1897,158.8412649,148.9044584,1.066732767,,,,
Egypt,1898,159.0470198,149.0936091,1.066759473,,,,
Egypt,1899,159.2532253,149.2827016,1.066789545,,,,
Egypt,1900,159.4592165,149.471587,1.066819586,,,,
Egypt,1901,159.664999,149.6599717,1.066851725,,,,
Egypt,1902,159.8708617,149.8479186,1.066887436,,,,
Egypt,1903,160.0771625,150.0349982,1.066932145,,,,
Egypt,1904,160.2834919,150.2209582,1.066984886,,,,
Egypt,1905,160.490093,150.4057798,1.067047378,,,,
Egypt,1906,160.6966236,150.5897308,1.067115418,,,,
Egypt,1907,160.9036767,150.7730981,1.06719089,,,,
Egypt,1908,161.1113947,150.9557786,1.067275438,,,,
Egypt,1909,161.3197753,151.1381932,1.067366044,,,,
Egypt,1910,161.52948,151.3203683,1.067466871,,,,
Egypt,1911,161.7410482,151.5030722,1.067576029,,,,
Egypt,1912,161.9551984,151.6862156,1.067698853,,,,
Egypt,1913,162.1713638,151.8704733,1.067826815,,,,
Egypt,1914,162.3892188,152.0554872,1.067960268,,,,
Egypt,1915,162.6086902,152.2417274,1.06809541,,,,
Egypt,1916,162.8297917,152.4292649,1.068231824,,,,
Egypt,1917,163.0523862,152.6182517,1.06836754,,,,
Egypt,1918,163.2770701,152.8088626,1.068505238,,,,
Egypt,1919,163.5018804,152.999965,1.068639986,,,,
Egypt,1920,163.725989,153.1914962,1.068766825,,,,
Egypt,1921,163.9480309,153.3822609,1.068885215,,,,
Egypt,1922,164.166042,153.572187,1.068982901,,,,
Egypt,1923,164.379449,153.7604829,1.069061737,,,,
Egypt,1924,164.5874605,153.9472474,1.069115968,,,,
Egypt,1925,164.7908133,154.1335339,1.069143159,,,,
Egypt,1926,164.9896803,154.3187651,1.069148526,,,,
Egypt,1927,165.1860087,154.5030565,1.069143954,,,,
Egypt,1928,165.3798547,154.6863575,1.069130189,,,,
Egypt,1929,165.5715947,154.869386,1.06910474,,,,
Egypt,1930,165.7614532,155.0526132,1.069065847,,,,
Egypt,1931,165.9489059,155.234846,1.069018395,,,,
Egypt,1932,166.1332544,155.4166177,1.068954253,,,,
Egypt,1933,166.3151019,155.5981547,1.068875799,,,,
Egypt,1934,166.4950606,155.7800626,1.068782858,,,,
Egypt,1935,166.6736072,155.9615553,1.068683926,,,,
Egypt,1936,166.8497611,156.1418211,1.068578296,,,,
Egypt,1937,167.0236633,156.3199264,1.068473272,,,,
Egypt,1938,167.1954412,156.4947162,1.068377548,,,,
Egypt,1939,167.3649206,156.666344,1.068288927,,,,
Egypt,1940,167.5324228,156.8340048,1.068214913,,,,
Egypt,1941,167.6982006,156.9972655,1.068160009,,,,
Egypt,1942,167.8632289,157.155728,1.068133062,,,,
Egypt,1943,168.0280523,157.3102085,1.068131903,,,,
Egypt,1944,168.1914593,157.4609487,1.068147123,,,,
Egypt,1945,168.3524358,157.6075565,1.068174899,,,,
Egypt,1946,168.5097864,157.7496621,1.068210126,,,,
Egypt,1947,168.6613496,157.8862317,1.06824609,,,,
Egypt,1948,168.8068904,158.0159183,1.068290412,,,,
Egypt,1949,168.9448604,158.1388602,1.068332352,,,,
Egypt,1950,169.0748231,158.2548737,1.068370402,,,,
Egypt,1951,169.1963226,158.3641688,1.068400282,,,,
Egypt,1952,169.3097484,158.465346,1.068433905,,,,
Egypt,1953,169.4174684,158.5584868,1.068485654,,,,
Egypt,1954,169.5206989,158.6435364,1.06856354,,,,
Egypt,1955,169.6191686,158.7204207,1.068666324,,,,
Egypt,1956,169.7130039,158.7880681,1.068801995,,,,
Egypt,1957,169.8036752,158.8478894,1.068970295,,,,
Egypt,1958,169.8921614,158.9005064,1.069173191,,,,
Egypt,1959,169.9773855,158.9449941,1.069410122,,,,
Egypt,1960,170.0594323,158.9822598,1.069675526,,,,
Egypt,1961,170.1373708,159.0124074,1.069962864,,,,
Egypt,1962,170.20977,159.0347365,1.070267878,,,,
Egypt,1963,170.2745963,159.0481926,1.070584918,,,,
Egypt,1964,170.3302886,159.0527421,1.070904446,,,,
Egypt,1965,170.3778129,159.0484645,1.071232051,,,,
Egypt,1966,170.4195261,159.0374898,1.071568259,,,,
Egypt,1967,170.4557572,159.0211907,1.071905929,,,,
Egypt,1968,170.4862785,158.9994708,1.072244314,,,,
Egypt,1969,170.5122307,158.9718942,1.072593565,,,,
Egypt,1970,170.5326797,158.9377791,1.072952451,,,,
Egypt,1971,170.5454998,158.8975151,1.073305015,,,,
Egypt,1972,170.5489845,158.8516253,1.073637013,,,,
Egypt,1973,170.5421694,158.8011895,1.073935088,,,,
Egypt,1974,170.5237299,158.7486523,1.074174347,,,,
Egypt,1975,170.490815,158.6932159,1.074342177,,,,
Egypt,1976,170.4405487,158.6354015,1.074416852,,,,
Egypt,1977,170.3697032,158.5740653,1.074385669,,,,
Egypt,1978,170.2777114,158.5098932,1.074240276,,,,
Egypt,1979,170.1658305,158.4435991,1.073983622,,,,
Egypt,1980,170.0358824,158.3769487,1.073615092,,,,
Egypt,1981,169.8903973,158.3111414,1.073142394,,,,
Egypt,1982,169.7308485,158.2476882,1.072564474,,,,
Egypt,1983,169.5573433,158.1868667,1.071880029,,,,
Egypt,1984,169.3705865,158.1278732,1.071098871,,,,
Egypt,1985,169.172193,158.070453,1.07023286,,,,
Egypt,1986,168.96302,158.0133744,1.069295689,,,,
Egypt,1987,168.745328,157.9552384,1.068311059,,,,
Egypt,1988,168.5216427,157.8946007,1.067304657,,,,
Egypt,1989,168.2946758,157.8309114,1.066297307,,,,
Egypt,1990,168.0652173,157.7636542,1.065297442,,,,
Egypt,1991,167.8354907,157.694547,1.06430751,,,,
Egypt,1992,167.6059211,157.6234854,1.063330891,,,,
Egypt,1993,167.3762197,157.551178,1.062360954,,,,
Egypt,1994,167.1456288,157.4768797,1.061397896,,,,
Egypt,1995,166.9148499,157.4018772,1.060437479,,,,
Egypt,1996,166.6840579,157.326818,1.059476445,8.0483715,8.6113264,5.073493665,5.790470318
El Salvador,1896,158.4736089,141.2099364,1.122255366,,,,
El Salvador,1897,158.6502203,141.4209877,1.12182939,,,,
El Salvador,1898,158.8270373,141.6322343,1.121404588,,,,
El Salvador,1899,159.0038713,141.8435054,1.120980977,,,,
El Salvador,1900,159.1804186,142.0544169,1.120559445,,,,
El Salvador,1901,159.357036,142.2651811,1.120140816,,,,
El Salvador,1902,159.5343886,142.4753023,1.119733638,,,,
El Salvador,1903,159.7120324,142.6844337,1.119337466,,,,
El Salvador,1904,159.8895344,142.8923072,1.11895131,,,,
El Salvador,1905,160.0671304,143.0994114,1.118572948,,,,
El Salvador,1906,160.2446847,143.3057053,1.11820171,,,,
El Salvador,1907,160.4226117,143.5111498,1.117840753,,,,
El Salvador,1908,160.6019224,143.7159059,1.117495808,,,,
El Salvador,1909,160.7816295,143.9200384,1.11715944,,,,
El Salvador,1910,160.962174,144.124373,1.116828269,,,,
El Salvador,1911,161.1447261,144.3295316,1.116505571,,,,
El Salvador,1912,161.329634,144.5362541,1.116188011,,,,
El Salvador,1913,161.5165681,144.7449414,1.11587021,,,,
El Salvador,1914,161.7053656,144.9556451,1.11555066,,,,
El Salvador,1915,161.8959868,145.1687252,1.115226345,,,,
El Salvador,1916,162.0880536,145.384186,1.114894667,,,,
El Salvador,1917,162.2817214,145.6021184,1.114556046,,,,
El Salvador,1918,162.4768521,145.8221481,1.114212445,,,,
El Salvador,1919,162.6723061,146.0436475,1.113860883,,,,
El Salvador,1920,162.8675973,146.2661442,1.11350168,,,,
El Salvador,1921,163.0618706,146.4885417,1.113137374,,,,
El Salvador,1922,163.253401,146.7093885,1.112767238,,,,
El Salvador,1923,163.4409661,146.9278172,1.112389534,,,,
El Salvador,1924,163.6245098,147.143698,1.112004877,,,,
El Salvador,1925,163.80502,147.3577566,1.111614507,,,,
El Salvador,1926,163.9826072,147.5699131,1.111219786,,,,
El Salvador,1927,164.1578927,147.7803441,1.110823592,,,,
El Salvador,1928,164.3307204,147.9887684,1.110426975,,,,
