Entity,Year,"Household expenditure on Housing, water, electricity, gas and other fuels as a share of GDP"
Ireland,1997,8.17251600027424
Ireland,1998,8.25236349834219
Ireland,1999,8.0902648047044
Ireland,2000,8.09535646573488
Ireland,2001,8.24649240412125
Ireland,2002,8.34364331265034
Ireland,2003,8.6202248191176
Ireland,2004,8.45330653066591
Ireland,2005,8.31950990906857
Ireland,2006,8.31827055312413
Ireland,2007,8.89651805420248
Ireland,2008,10.2610987932355
Ireland,2009,9.80285311541251
Ireland,2010,9.77580246344462
Ireland,2011,9.81835924922664
Ireland,2012,9.75927615504722
Ireland,2013,9.77736002445986
Ireland,2014,9.3221546595071
Ireland,2015,7.41929135045686
Ireland,2016,7.56630024570139
Ireland,2017,7.38883492773126
Israel,1995,12.437937355709
Israel,1996,11.6753828924346
Israel,1997,11.5570131448573
Israel,1998,11.9054742821092
Israel,1999,12.0400883553291
Israel,2000,11.6532918384772
Israel,2001,12.1089334169806
Israel,2002,13.0836105354648
Israel,2003,12.5073997543439
Israel,2004,12.3975370036324
Israel,2005,12.3383947507733
Israel,2006,12.1712098941385
Israel,2007,12.1351485447975
Israel,2008,12.7708926261949
Israel,2009,13.272153035846
Israel,2010,13.4761276518292
Israel,2011,13.412251362022
Israel,2012,13.7457515032124
Israel,2013,13.6281244031294
Israel,2014,13.8063890645989
Israel,2015,13.6237409138736
Israel,2016,13.6017783225543
Israel,2017,13.777742321569
Italy,1970,7.82478153420916
Italy,1971,8.2114588997937
Italy,1972,8.5378301957017
Italy,1973,8.42505855314194
Italy,1974,8.36589669593677
Italy,1975,8.45063476166877
Italy,1976,7.96650485015801
Italy,1977,7.47592740828587
Italy,1978,7.3051188232576
Italy,1979,7.62681553259124
Italy,1980,8.20133085539712
Italy,1981,8.26343182907056
Italy,1982,8.45289847616082
Italy,1983,8.80442153192343
Italy,1984,9.44827510618505
Italy,1985,9.32712977932231
Italy,1986,9.43451964478716
Italy,1987,9.43961310472289
Italy,1988,9.00045735157591
Italy,1989,9.11672985067376
Italy,1990,9.20773134213442
Italy,1991,9.77338908287478
Italy,1992,10.1205562492398
Italy,1993,10.6841143030687
Italy,1994,10.7236347395717
Italy,1995,10.9906014659739
Italy,1996,10.9171843773542
Italy,1997,10.909703659852
Italy,1998,11.0005684722891
Italy,1999,11.3255432581615
Italy,2000,11.3101034055392
Italy,2001,11.2570100228641
Italy,2002,11.4216348978172
Italy,2003,11.7213543359448
Italy,2004,12.0120878561703
Italy,2005,12.3060322186873
Italy,2006,12.4271879646108
Italy,2007,12.4225715646875
Italy,2008,12.8984221310923
Italy,2009,13.7667167256361
Italy,2010,13.8440444134347
Italy,2011,13.9735074303057
Italy,2012,14.719683375019
Italy,2013,15.0205618337939
Italy,2014,14.6645277622672
Italy,2015,14.6354238104156
Italy,2016,14.3090127780031
Italy,2017,14.2974148013759
Japan,1980,9.94697610145024
Japan,1981,10.1837778453301
Japan,1982,10.3747315718051
Japan,1983,10.5841404146708
Japan,1984,10.5068664038327
Japan,1985,10.3594685553701
Japan,1986,10.1455900004872
Japan,1987,10.1467818617235
Japan,1988,9.95500803964203
Japan,1989,9.87336058601459
Japan,1990,9.78882524084945
Japan,1991,9.81842092923127
Japan,1992,10.1623451751635
Japan,1993,10.6517073211156
Japan,1994,10.9689736169604
Japan,1995,10.9586162980622
Japan,1996,11.1420612281599
Japan,1997,11.4415708534095
Japan,1998,11.807091472735
Japan,1999,12.1597535651068
Japan,2000,12.1989320113937
Japan,2001,12.559189733161
Japan,2002,12.7916773416039
Japan,2003,12.9331245814964
Japan,2004,13.037741223017
Japan,2005,13.2543217521266
Japan,2006,13.5337710580018
Japan,2007,13.5780128304327
Japan,2008,14.1393091302168
Japan,2009,14.935044948655
Japan,2010,14.7366444289181
Japan,2011,15.0136531410363
Japan,2012,15.1167167495612
Japan,2013,14.9562825799625
Japan,2014,14.7354491226151
Japan,2015,14.087357874889
Japan,2016,13.7852325058476
Japan,2017,13.659701413629
Kenya,1996,4.84917477798136
Kenya,1997,5.07807466928744
Kenya,1998,5.1583180278502
Kenya,1999,5.70790355249421
Kenya,2000,6.13690356102499
Kenya,2001,6.05959364414607
Kenya,2002,6.1643558633536
Kenya,2003,5.90504528297293
Kenya,2004,5.86977147864269
Kenya,2005,6.18884991051006
Kenya,2006,6.19959204200587
Kenya,2007,5.98174167981348
Kenya,2008,5.88708536589153
Kenya,2009,5.86744712279272
Kenya,2010,5.90161836340635
Kenya,2011,5.11854323848582
Kenya,2012,5.26265062758795
Kenya,2013,8.24169795626391
Kenya,2014,7.97329463283759
Kenya,2015,7.60443888165741
Kenya,2016,7.82846433940087
Kenya,2017,7.49515733662952
Kenya,2018,7.4287520998469
Kyrgyzstan,2000,3.45528237596373
Kyrgyzstan,2001,4.81637934418197
Kyrgyzstan,2002,5.43701661343803
Kyrgyzstan,2003,8.49393596879039
Kyrgyzstan,2004,5.76042544265981
Kyrgyzstan,2005,6.58389759284514
Kyrgyzstan,2008,7.67660734318872
Kyrgyzstan,2011,6.68154835271694
Kyrgyzstan,2014,7.3774501240348
Laos,2002,7.7984574712789
Laos,2003,8.245217311326
Laos,2004,8.45811210022167
Laos,2005,9.18111792833768
Latvia,1995,11.2135905944776
Latvia,1996,12.1255177821204
Latvia,1997,12.048610673392
Latvia,1998,12.1162962780913
Latvia,1999,12.6117881447648
Latvia,2000,11.1422338947259
Latvia,2001,10.8240810196517
Latvia,2002,11.5444114302047
Latvia,2003,11.9368527190146
Latvia,2004,11.4075251886348
Latvia,2005,11.0257661265175
Latvia,2006,12.2929866622087
Latvia,2007,12.2203541579053
Latvia,2008,13.0745021289884
Latvia,2009,13.7658424849277
Latvia,2010,13.2975334937796
Latvia,2011,13.2816467671564
Latvia,2012,13.7129961781739
Latvia,2013,13.2159414659159
Latvia,2014,13.3969055933774
Latvia,2015,12.9551563540025
Latvia,2016,12.9828951418107
Latvia,2017,12.4916879541847
Lebanon,1997,12.691602799067
Lithuania,1995,13.4138632919825
Lithuania,1996,12.4730496416557
Lithuania,1997,11.6749479742745
Lithuania,1998,10.8599073955484
Lithuania,1999,11.1816425205225
Lithuania,2000,11.1107687042506
Lithuania,2001,10.364728039697
Lithuania,2002,10.4741485908867
Lithuania,2003,9.81491678172557
Lithuania,2004,9.70523709875119
Lithuania,2005,9.63418349275292
Lithuania,2006,9.56548800091539
Lithuania,2007,9.00650516902026
Lithuania,2008,9.56507787076459
Lithuania,2009,11.0082862123482
Lithuania,2010,10.4443014882488
Lithuania,2011,10.4217606362986
Lithuania,2012,10.4705150954539
Lithuania,2013,10.4383682601491
Lithuania,2014,10.388256974918
Lithuania,2015,9.94615462466823
Lithuania,2016,9.96976885782119
Lithuania,2017,9.31960602273546
Luxembourg,1995,9.90721214963934
Luxembourg,1996,9.66477856224011
Luxembourg,1997,9.49599229639451
Luxembourg,1998,9.58167221543978
Luxembourg,1999,8.82574681130394
Luxembourg,2000,8.96359708657937
Luxembourg,2001,9.51226200261654
Luxembourg,2002,9.70181844772004
Luxembourg,2003,9.6783179877653
Luxembourg,2004,9.432489405953
Luxembourg,2005,9.16448406646465
Luxembourg,2006,8.56421866163439
Luxembourg,2007,8.09435086836889
Luxembourg,2008,8.34871168624077
Luxembourg,2009,8.81040561708112
Luxembourg,2010,8.52197908297617
Luxembourg,2011,8.23058043396672
Luxembourg,2012,8.65191562632475
Luxembourg,2013,8.59477391848532
Luxembourg,2014,8.45216841915122
Luxembourg,2015,8.38886203273044
Luxembourg,2016,8.36220906703187
Luxembourg,2017,8.41853773458663
Macao,1993,7.79296831009707
Macao,1994,7.96022960229602
Macao,1995,7.87900236556336
Macao,1996,8.95637177673619
Macao,1997,9.0940066953758
Macao,1998,7.93084546961935
Macao,1999,10.8627510322316
Macao,2000,11.2629315139605
Macao,2001,10.8501772725611
Macao,2002,10.0533777581342
Macao,2003,8.92384458575471
Macao,2004,7.04780970325012
Macao,2005,6.72949871996036
Macao,2006,6.37073467525224
Macao,2007,5.92948935419522
Macao,2008,5.99010491177873
Macao,2009,5.96208016702922
Macao,2010,4.59673585098489
Macao,2011,3.8342500518096
Macao,2012,3.84156734086057
Macao,2013,3.80634431184976
Macao,2014,4.28167484787477
Macao,2015,5.91281925276012
Macao,2016,5.99934870679663
Macao,2017,5.30594642549102
Macedonia,1997,13.4186954020826
Macedonia,1998,13.1155411082838
Macedonia,1999,12.5066757564898
Macedonia,2000,12.6768241157583
Macedonia,2001,12.2002485283787
Macedonia,2002,13.8478631499775
Macedonia,2003,16.8546923198991
Macedonia,2004,17.1737257326916
Macedonia,2005,14.7094137397514
Macedonia,2006,14.618114207138
Macedonia,2007,14.0954213258965
Macedonia,2008,14.5684349960892
Macedonia,2009,15.0082481992183
Macedonia,2010,14.4054630571702
Macedonia,2011,14.4665381755093
Malaysia,2010,8.13783595181097
Malaysia,2011,7.91799792263744
Malaysia,2012,7.96415348436863
Malaysia,2013,8.24384263771556
Malaysia,2014,8.3247022502273
Malta,1995,8.20782637290365
Malta,1996,8.19774718397998
Malta,1997,8.13843888070692
Malta,1998,8.23513062812674
Malta,1999,8.02576235541535
Malta,2000,7.81725888324873
Malta,2001,7.90288529204785
Malta,2002,7.80585106382979
Malta,2003,7.86089514603908
Malta,2004,7.83388293487222
Malta,2005,7.84424160031074
Malta,2006,7.8332714444857
Malta,2007,7.41705749522321
Malta,2008,7.71577745146027
Malta,2009,8.16908291252647
Malta,2010,8.17575757575758
Malta,2011,8.09941520467836
Malta,2012,7.78459821428571
Malta,2013,7.36194713425805
Malta,2014,6.42182333490789
Malta,2015,5.88451443569554
Malta,2016,5.79764243614931
Malta,2017,5.57001795332136
Mauritania,1999,5.38096561396113
Mauritania,2000,5.13080997211301
Mauritania,2001,5.20603533955234
Mauritania,2002,5.09993709890572
Mauritania,2003,4.83910794573807
Mauritania,2004,4.52881696384649
Mauritania,2005,4.58354021847071
Mauritania,2006,3.96406676812732
Mauritania,2007,4.22055890867994
Mauritania,2008,2.05896319251928
Mauritania,2009,2.34971628517493
Mexico,1988,5.43020913502882
Mexico,1989,7.31332457575548
Mexico,1990,8.09265913066427
Mexico,1991,8.54382532284757
Mexico,1992,8.76857205898727
Mexico,1993,9.30883426627389
Mexico,1994,9.45699522913292
Mexico,1995,9.83165462157938
Mexico,1996,9.28760299363888
Mexico,1997,9.11127499125102
Mexico,1998,9.54063624625816
Mexico,1999,9.07948473967762
Mexico,2000,8.87672624314216
Mexico,2001,9.07937723667385
Mexico,2002,9.14037219042595
Mexico,2003,16.9631187031475
Mexico,2004,15.4872915431037
Mexico,2005,15.3838733227054
Mexico,2006,14.7717955118748
Mexico,2007,14.6651264348898
Mexico,2008,15.0695870690822
Mexico,2009,14.1079720103588
Mexico,2010,13.8212292932161
Mexico,2011,13.3577455870226
Mexico,2012,12.5437118363626
Mexico,2013,12.8691392435442
Mexico,2014,12.8545410985631
Mexico,2015,12.1003514814337
Mexico,2016,11.8197173294447
Mexico,2017,11.6236088229161
Moldova,1993,2.39999780350725
Moldova,1996,3.36215345257915
Moldova,2000,11.3911195302642
Moldova,2005,14.3684766352502
Mongolia,2000,13.7137419211269
Mongolia,2001,13.0733241487969
Mongolia,2002,13.2339116932678
Mongolia,2003,12.2423787953028
Mongolia,2004,10.0228248454989
Mongolia,2005,8.95541870382487
Mongolia,2006,8.12549037134146
Mongolia,2007,7.73195605903181
Mongolia,2008,9.25866095549281
Mongolia,2009,10.973122488863
Mongolia,2010,9.17268225886298
Mongolia,2011,7.97309811899376
Mongolia,2012,7.79361712327125
Mongolia,2013,7.94734591273691
Mongolia,2014,7.59217351791282
Mongolia,2015,8.64417029511369
Mongolia,2016,8.53914939293068
Mongolia,2017,6.04942926524438
Mongolia,2018,6.22135823711461
Montenegro,2010,12.5717850864068
Montenegro,2011,12.6378236032114
Montenegro,2012,13.5229096109254
Montenegro,2013,13.2622878084615
Namibia,1993,9.22382283379918
Namibia,1994,8.7540046757295
Namibia,1995,8.31890445458838
Namibia,1996,8.77356605156219
Namibia,1997,8.9308101008895
Namibia,1998,8.85092341263505
Namibia,1999,8.96345000966931
Namibia,2000,8.95852898121611
Namibia,2001,13.5450154340632
Namibia,2002,13.463319306576
Namibia,2003,13.8725098949486
Namibia,2004,9.27168519233868
Namibia,2005,8.5843482585974
Namibia,2006,8.28952606343919
Namibia,2007,8.79839155331317
Namibia,2008,8.67081257587799
Namibia,2009,8.698442849142
Namibia,2010,8.68735698735669
Namibia,2011,9.22445115391882
Namibia,2012,9.83499135782895
Namibia,2013,9.04481119084128
Namibia,2014,8.07678579388604
Namibia,2015,9.57437509457682
Namibia,2016,9.00083854200199
Namibia,2017,8.26157683733432
Netherlands,1980,8.08996204572907
Netherlands,1981,8.64600993861444
Netherlands,1982,8.83526911703527
Netherlands,1983,9.08884221466773
Netherlands,1984,9.42664941785252
Netherlands,1985,9.61125745044242
Netherlands,1986,9.52281967118016
Netherlands,1987,8.95915110210068
Netherlands,1988,8.96110222614386
Netherlands,1989,8.90623032261146
Netherlands,1990,9.03009209856681
Netherlands,1991,9.3047110247693
Netherlands,1992,9.476367783704
Netherlands,1993,9.76765587128143
Netherlands,1994,10.1262549646955
Netherlands,1995,9.46905904165415
Netherlands,1996,9.81211461733769
Netherlands,1997,9.51669981519919
Netherlands,1998,9.3488377991098
Netherlands,1999,9.21162735809698
Netherlands,2000,9.05251467344532
Netherlands,2001,9.03916112069162
Netherlands,2002,9.0591993806085
Netherlands,2003,9.36760203584173
Netherlands,2004,9.53265342366887
Netherlands,2005,9.70423846805946
Netherlands,2006,9.53081536782392
Netherlands,2007,9.21184811925642
Netherlands,2008,9.22422504395873
Netherlands,2009,9.83784700772355
Netherlands,2010,9.99128580524948
Netherlands,2011,9.95065802118522
Netherlands,2012,10.3604169282934
Netherlands,2013,10.7083969881734
Netherlands,2014,10.7040324021681
Netherlands,2015,10.7556723980012
Netherlands,2016,10.6511448646619
Netherlands,2017,10.5027081004222
Netherlands Antilles,1997,15.3871347876169
Netherlands Antilles,1998,15.1583548391959
Netherlands Antilles,1999,15.202209405611
Netherlands Antilles,2000,15.3167810856777
Netherlands Antilles,2001,15.7546790173032
Netherlands Antilles,2002,16.5949270896228
Netherlands Antilles,2003,16.0889917421572
Netherlands Antilles,2004,19.9809309362867
Netherlands Antilles,2005,20.4916762513828
Netherlands Antilles,2006,20.0649827358744
Netherlands Antilles,2007,21.9260249005937
Netherlands Antilles,2008,22.5847359843059
New Zealand,1987,11.1547878417976
New Zealand,1988,12.440146319577
New Zealand,1989,12.7242139117149
New Zealand,1990,13.4209011709728
New Zealand,1991,13.8290661975432
New Zealand,1992,13.4040230191043
New Zealand,1993,12.7509729426389
New Zealand,1994,12.6595092936385
New Zealand,1995,14.4291117669064
New Zealand,1996,14.8129098624148
New Zealand,1997,15.2258741592329
New Zealand,1998,15.6104319173235
New Zealand,1999,15.0208868752705
New Zealand,2000,14.5002878862474
New Zealand,2001,13.7003542793213
New Zealand,2002,13.7778238066
New Zealand,2003,13.8344105963931
New Zealand,2004,13.8943704345913
New Zealand,2005,13.9925247181426
New Zealand,2006,14.1779771311704
New Zealand,2007,13.939822099483
New Zealand,2008,14.6283580672721
New Zealand,2009,14.8879542447658
New Zealand,2010,14.8888583029385
New Zealand,2011,14.8629953901923
New Zealand,2012,15.2644236296
New Zealand,2013,14.7757947765685
New Zealand,2014,14.8085766890414
New Zealand,2015,14.6393460644513
New Zealand,2016,14.333865531311
Nicaragua,2006,11.7458685323942
Nicaragua,2007,11.4205376478584
Nicaragua,2008,10.8539237729521
Nicaragua,2009,11.4288608556361
Nicaragua,2010,11.2633560990545
Nicaragua,2011,10.9360358733804
Nicaragua,2012,10.5224695653279
Nicaragua,2013,10.515284037141
Nicaragua,2014,10.3769509957872
Niger,1997,9.95698156011521
Niger,1998,10.0145348129017
Niger,1999,10.0250390707688
Niger,2000,10.0544986678855
Niger,2001,7.38319629365504
Niger,2002,7.45132263746709
Niger,2003,7.69489286477456
Niger,2004,8.18690523795709
Niger,2005,7.3259739331599
Niger,2006,7.21508970090259
Niger,2007,7.31775035838374
Niger,2008,6.97579075355402
Niger,2009,7.41094478323465
Niger,2010,7.22554403952992
Niger,2011,7.50415802821838
Niger,2012,6.82258211053257
Niger,2013,6.77852414543514
Niger,2014,6.41952054878687
Niger,2015,6.54351935381353
Nigeria,2005,8.13965925794776
Nigeria,2006,7.02641287913669
Nigeria,2007,7.02641287972036
Nigeria,2008,7.02641287972034
Nigeria,2009,7.02609376032802
Norway,1970,10.2827480781709
Norway,1971,9.99647563291759
Norway,1972,9.83975037021367
Norway,1973,9.69655097462331
Norway,1974,9.63434620241262
Norway,1975,9.68634523760567
Norway,1976,9.67087199089219
Norway,1977,9.88085164772338
Norway,1978,9.89238307645113
Norway,1979,9.94750232049514
Norway,1980,9.34670907756301
Norway,1981,9.29032472625386
Norway,1982,9.76466992665037
Norway,1983,9.88714132701956
Norway,1984,9.71571584418918
Norway,1985,9.53058475975324
Norway,1986,9.91220756290156
Norway,1987,9.86615120081815
Norway,1988,10.3783176985328
Norway,1989,10.6104028630151
Norway,1990,11.0015374418706
Norway,1991,11.0638435012408
Norway,1992,11.1424106437363
Norway,1993,10.9952415546243
Norway,1994,10.6258825885547
Norway,1995,10.1135471652664
Norway,1996,9.70599920163617
Norway,1997,9.26301383305705
Norway,1998,9.25608154113852
Norway,1999,8.78675137334963
Norway,2000,7.89456755654443
Norway,2001,8.39462221611482
Norway,2002,8.96178071646815
Norway,2003,9.38810691195983
Norway,2004,8.7294982381967
Norway,2005,8.1816362669198
Norway,2006,7.92610702239685
Norway,2007,7.6645685755921
Norway,2008,7.45674172140752
Norway,2009,8.38746988110388
Norway,2010,8.68144404660608
Norway,2011,8.06977006211202
Norway,2012,7.7064055752566
Norway,2013,8.03482275672029
Norway,2014,8.09199581143846
Norway,2015,8.76734540985646
Norway,2016,9.18207185211022
Norway,2017,9.10553954846798
Norway,2018,9.14395424078998
Papua New Guinea,1994,3.52063519246402
Papua New Guinea,1995,3.29636386201504
Papua New Guinea,1996,3.09799429612497
Papua New Guinea,1997,3.07078096943852
Papua New Guinea,1998,2.77436104778144
Papua New Guinea,1999,2.55543222525942
Papua New Guinea,2000,2.4877201459298
Papua New Guinea,2001,2.47204431707008
Papua New Guinea,2002,2.23214285714286
Papua New Guinea,2003,2.12211607446286
Philippines,1992,3.10974215702015
Philippines,1993,3.1595360190226
Philippines,1994,3.04619441300655
Philippines,1995,2.97274169168043
Philippines,1996,2.92404607531946
Philippines,1997,3.01436946557588
Philippines,1998,3.12270643062445
Philippines,1999,3.10963919872634
Philippines,2000,3.19185340808554
Philippines,2001,3.41128698704713
Philippines,2002,3.31715975764107
Philippines,2003,3.40369131512774
Philippines,2004,3.25885697505274
Philippines,2005,9.21070729461729
Philippines,2006,9.14397083482246
Philippines,2007,9.54620500148603
Philippines,2008,9.12714191849615
Philippines,2009,8.87464594722435
Philippines,2010,8.94639294188401
Philippines,2011,9.05745951526242
Philippines,2012,9.14444690727041
Philippines,2013,9.20491109893034
Philippines,2014,9.12509386203625
Philippines,2015,8.82013961552025
Philippines,2016,8.56936108174891
Philippines,2017,8.69244494251155
Philippines,2018,8.84512312901423
Poland,1995,10.1121030047899
Poland,1996,10.3808479159227
Poland,1997,11.453482689562
Poland,1998,11.6237920104807
Poland,1999,12.1430831131449
Poland,2000,12.0441159147132
Poland,2001,13.1694862014808
Poland,2002,13.9793021858658
Poland,2003,13.8037780903857
Poland,2004,13.5498284144033
Poland,2005,13.8164180973035
Poland,2006,13.5201243570198
Poland,2007,12.9456679619907
Poland,2008,12.9694518723334
Poland,2009,13.8849066613808
Poland,2010,13.8456083105353
Poland,2011,13.8348276513508
Poland,2012,13.1782806818356
Poland,2013,12.8955365306794
Poland,2014,12.9197003074813
Poland,2015,12.4895013298316
Poland,2016,12.3496436539015
Poland,2017,12.0992291562957
Portugal,1988,6.70198930182576
Portugal,1989,6.56925054067299
Portugal,1990,6.43770926250447
Portugal,1991,6.70620300126878
Portugal,1992,6.52848036764708
Portugal,1993,6.86994762428666
Portugal,1994,6.76438985919138
Portugal,1995,8.38032308677219
Portugal,1996,8.4119291655913
Portugal,1997,8.17501271653339
Portugal,1998,7.93778397457192
Portugal,1999,7.8238077914973
Portugal,2000,7.79347633446355
Portugal,2001,7.96152343852669
Portugal,2002,8.26418634166823
Portugal,2003,8.76570000045704
Portugal,2004,8.98138143364812
Portugal,2005,9.27457217550819
Portugal,2006,9.36512977339326
Portugal,2007,9.51348218658364
Portugal,2008,9.97098599477357
Portugal,2009,10.6232050007287
Portugal,2010,10.9992728720241
Portugal,2011,11.5076612318598
Portugal,2012,12.5705870308992
Portugal,2013,12.7395816863715
Portugal,2014,13.088925751299
Portugal,2015,12.856061869185
Portugal,2016,12.6948610430745
Portugal,2017,12.5196541511693
Russia,2008,4.48545123745531
Russia,2009,5.30589996703719
Russia,2010,5.28769043077995
Russia,2011,9.26190661998047
Russia,2012,9.38023526420841
Russia,2013,9.28180290509373
San Marino,2007,9.00137551581843
San Marino,2008,8.74055147450229
San Marino,2009,9.20155221072437
San Marino,2010,9.79384634433232
San Marino,2011,10.7546531302876
San Marino,2012,11.0246895961182
Senegal,2014,10.4911090380304
Senegal,2015,10.1664818982457
Senegal,2016,10.0095308185585
Senegal,2017,9.51613928623507
Serbia,2002,19.436576353487
Serbia,2003,19.216493292475
Serbia,2004,18.8206189504105
Serbia,2005,16.8034861715323
Serbia,2006,15.9784379239651
Serbia,2007,15.2289313630389
Serbia,2008,14.5763964814894
Serbia,2009,15.2224985582048
Serbia,2010,15.6937702954545
Serbia,2011,15.5792034718283
Serbia,2012,15.6544076211402
Serbia,2013,14.9285411390972
Serbia,2014,15.4697066838332
Serbia,2015,15.0302032905671
Serbia,2016,14.7840402276359
Serbia,2017,14.5059086421627
Sierra Leone,2001,9.41915270829278
Sierra Leone,2002,8.10328212051461
Sierra Leone,2003,6.76769825999834
Sierra Leone,2004,6.01158660747212
Sierra Leone,2005,6.10902285790079
Sierra Leone,2006,5.96513646390507
Sierra Leone,2007,6.20908940013969
Sierra Leone,2008,6.28513931805863
Sierra Leone,2009,6.38940223709366
Sierra Leone,2010,5.62792745067063
Sierra Leone,2011,5.89876830082276
Slovakia,1993,11.8828692268825
Slovakia,1994,10.5163129553373
Slovakia,1995,9.43367338593374
Slovakia,1996,9.94768464464143
Slovakia,1997,10.01298595235
Slovakia,1998,10.2873295368862
Slovakia,1999,11.4821174691022
Slovakia,2000,12.25868466239
Slovakia,2001,12.2182599895741
Slovakia,2002,12.3710878388379
Slovakia,2003,13.6895387745045
Slovakia,2004,14.8384173912504
Slovakia,2005,14.5607172550632
Slovakia,2006,14.8014560465098
Slovakia,2007,14.3168742568459
Slovakia,2008,14.103634250279
Slovakia,2009,15.0994732975982
Slovakia,2010,14.3938197105513
Slovakia,2011,14.2845564963246
Slovakia,2012,14.3781374085734
Slovakia,2013,13.9890639963749
Slovakia,2014,13.7418988479216
Slovakia,2015,13.3398641834879
Slovakia,2016,13.1515246342144
Slovakia,2017,12.7917928105254
Slovenia,1995,10.9193597962297
Slovenia,1996,11.1368980196479
Slovenia,1997,10.9691098635502
Slovenia,1998,10.8630584590792
Slovenia,1999,10.7682279633861
Slovenia,2000,11.0303122206341
Slovenia,2001,11.0097023914319
Slovenia,2002,10.6495335069888
Slovenia,2003,10.3121863237365
Slovenia,2004,10.3520383005417
Slovenia,2005,10.6121290194549
Slovenia,2006,10.2743638172864
Slovenia,2007,9.73154275928381
Slovenia,2008,9.95674497776091
Slovenia,2009,11.3246036354386
Slovenia,2010,11.6341433946442
Slovenia,2011,11.5448215674742
Slovenia,2012,11.804320866169
Slovenia,2013,12.0212990352988
Slovenia,2014,11.3428414527448
Slovenia,2015,11.1850812977797
Slovenia,2016,11.0163284370571
Slovenia,2017,10.6307167259306
South Africa,1946,9.51008645533141
South Africa,1947,9.46157867224255
South Africa,1948,9.03928064363464
South Africa,1949,8.94273127753304
South Africa,1950,8.26351865955826
South Africa,1951,7.95374912403644
South Africa,1952,8.23260372427311
South Africa,1953,8.19672131147541
South Africa,1954,8.46914239914507
South Africa,1955,8.81682290347099
South Africa,1956,8.72120357310766
South Africa,1957,8.97977328295177
South Africa,1958,9.27123760241483
South Africa,1959,9.38709020566076
South Africa,1960,9.33815138836059
South Africa,1961,9.32249322493225
South Africa,1962,9.12173618175653
South Africa,1963,9.16042208288729
South Africa,1964,9.26775045157705
South Africa,1965,9.16147092505408
South Africa,1966,9.29038281979459
South Africa,1967,9.27921330683126
South Africa,1968,9.70986460348163
South Africa,1969,9.93650248841599
South Africa,1970,10.3119380814635
South Africa,1971,10.4202037351443
South Africa,1972,10.2300507741491
South Africa,1973,9.18946301925025
South Africa,1974,8.15174856860403
South Africa,1975,5.70947553343337
South Africa,1976,5.89989626556017
South Africa,1977,6.1352558302443
South Africa,1978,6.01786076720114
South Africa,1979,5.71125265392781
South Africa,1980,5.13789255539614
South Africa,1981,5.92121562474193
South Africa,1982,6.1252455676554
South Africa,1983,7.60042395336513
South Africa,1984,7.63944151052594
South Africa,1985,7.35826580353924
South Africa,1986,7.60065597911577
South Africa,1987,7.86672545191157
South Africa,1988,7.59685706516294
South Africa,1989,7.47667636167136
South Africa,1990,7.82427471223121
South Africa,1991,7.49442737514308
South Africa,1992,7.72247968298744
South Africa,1993,7.51948335378861
South Africa,1994,7.2988052766946
South Africa,1995,7.38733807699325
South Africa,1996,7.37546807691187
South Africa,1997,7.42449652195471
South Africa,1998,8.26199045289484
South Africa,1999,8.45562706852669
South Africa,2000,8.34757544342123
South Africa,2001,8.25151199942746
South Africa,2002,8.24371566221439
South Africa,2003,8.1491002182889
South Africa,2004,9.01414917687182
South Africa,2005,9.21803454498205
South Africa,2006,9.0996520604545
South Africa,2007,8.94580806275604
South Africa,2008,8.6257731432216
South Africa,2009,9.01009181006964
South Africa,2010,9.08290971989143
South Africa,2011,9.07080215111879
South Africa,2012,9.15246380012819
South Africa,2013,8.91981581001447
South Africa,2014,8.81732053637907
South Africa,2015,8.86729316040264
South Africa,2016,8.85482405936069
South Africa,2017,8.77171086797121
South Africa,2018,8.8567636965789
South Korea,1970,6.91506612374329
South Korea,1971,6.85398165671859
South Korea,1972,6.297894414185
South Korea,1973,5.6683033278778
South Korea,1974,5.52935478114564
South Korea,1975,5.33699822481819
South Korea,1976,4.75546118189136
South Korea,1977,4.92703491514431
South Korea,1978,4.92810095932202
South Korea,1979,4.80945041092813
South Korea,1980,5.67584429398409
South Korea,1981,5.95144171972003
South Korea,1982,6.21418287553285
South Korea,1983,5.84178474651759
South Korea,1984,5.75365737322522
South Korea,1985,5.65851916764587
South Korea,1986,5.52585879280748
South Korea,1987,5.33643891461799
South Korea,1988,5.20740822972173
South Korea,1989,5.42945061817512
South Korea,1990,5.98920070142144
South Korea,1991,6.41309053952803
South Korea,1992,7.065106222433
South Korea,1993,7.84404689223782
South Korea,1994,8.42668826073813
South Korea,1995,8.92107306812743
South Korea,1996,9.40936623957062
South Korea,1997,10.185084447525
South Korea,1998,11.0161593420338
South Korea,1999,10.306032803072
South Korea,2000,10.506977026836
South Korea,2001,10.3898498746449
South Korea,2002,9.96805649376873
South Korea,2003,10.0027462794203
South Korea,2004,9.71453019298015
South Korea,2005,9.74885444869212
South Korea,2006,9.64925791979045
South Korea,2007,9.25843065827066
South Korea,2008,9.21900580194229
South Korea,2009,9.05835664219692
South Korea,2010,8.67335858146791
South Korea,2011,8.66794079003152
South Korea,2012,8.85668493245559
South Korea,2013,8.8999831682973
South Korea,2014,8.78394578270487
South Korea,2015,8.49088745463195
South Korea,2016,8.35333594025044
South Korea,2017,8.21988114298527
Spain,1995,9.25167022907597
Spain,1996,9.46245277959022
