Entity,Year,Age-standardised diabetes prevalence (male),Age-standardised diabetes prevalence (female),Crude diabetes prevalence (male),Crude diabetes prevalence (female)
Ecuador,2000,0.057080294,0.067653088,0.055531413,0.055531413
Ecuador,2001,0.058060548,0.068715006,0.056853109,0.056853109
Ecuador,2002,0.058989347,0.069704605,0.058147608,0.058147608
Ecuador,2003,0.059924909,0.070650176,0.059434941,0.059434941
Ecuador,2004,0.060896134,0.071604595,0.060756309,0.060756309
Ecuador,2005,0.061890901,0.072555008,0.062099258,0.062099258
Ecuador,2006,0.062958125,0.073577667,0.063528535,0.063528535
Ecuador,2007,0.06411695,0.074661583,0.065038079,0.065038079
Ecuador,2008,0.065398787,0.075842366,0.066668288,0.066668288
Ecuador,2009,0.066718983,0.07708521,0.068400052,0.068400052
Ecuador,2010,0.068081705,0.078384143,0.070235437,0.070235437
Ecuador,2011,0.069556967,0.079774884,0.072209784,0.072209784
Ecuador,2012,0.071179876,0.081283533,0.074344701,0.074344701
Ecuador,2013,0.072885306,0.082877743,0.076605862,0.076605862
Ecuador,2014,0.074656134,0.084553857,0.078982064,0.078982064
Egypt,1980,0.06474038,0.079959215,0.071500732,0.071500732
Egypt,1981,0.066296057,0.081719214,0.073049842,0.073049842
Egypt,1982,0.067963889,0.083631237,0.074723285,0.074723285
Egypt,1983,0.069734283,0.085666703,0.076504749,0.076504749
Egypt,1984,0.071616146,0.087793126,0.078378706,0.078378706
Egypt,1985,0.073596997,0.089997122,0.080344031,0.080344031
Egypt,1986,0.075610401,0.092199835,0.082331169,0.082331169
Egypt,1987,0.077654615,0.09442826,0.084364724,0.084364724
Egypt,1988,0.079745254,0.096734047,0.086498385,0.086498385
Egypt,1989,0.081884683,0.099106834,0.088729768,0.088729768
Egypt,1990,0.084065526,0.101591932,0.091103132,0.091103132
Egypt,1991,0.086252982,0.104126362,0.09356154,0.09356154
Egypt,1992,0.088456893,0.106728984,0.096115406,0.096115406
Egypt,1993,0.090671612,0.109399512,0.098751808,0.098751808
Egypt,1994,0.092923613,0.112198564,0.101508415,0.101508415
Egypt,1995,0.095225159,0.115160512,0.104401427,0.104401427
Egypt,1996,0.097602674,0.118311124,0.107460785,0.107460785
Egypt,1997,0.100085097,0.121683316,0.110713795,0.110713795
Egypt,1998,0.102689947,0.125205285,0.114058251,0.114058251
Egypt,1999,0.105418278,0.128900245,0.117468299,0.117468299
Egypt,2000,0.108229321,0.132699103,0.120850649,0.120850649
Egypt,2001,0.111116674,0.136541361,0.124137697,0.124137697
Egypt,2002,0.114055105,0.140449406,0.127376144,0.127376144
Egypt,2003,0.117066354,0.144416559,0.130614672,0.130614672
Egypt,2004,0.120157385,0.148488925,0.133970498,0.133970498
Egypt,2005,0.123292513,0.152644369,0.137480688,0.137480688
Egypt,2006,0.126547731,0.156926519,0.141199107,0.141199107
Egypt,2007,0.129990359,0.161374119,0.145161112,0.145161112
Egypt,2008,0.133718752,0.166086769,0.149481397,0.149481397
Egypt,2009,0.137734182,0.171089143,0.15420703,0.15420703
Egypt,2010,0.141975021,0.176308833,0.159289647,0.159289647
Egypt,2011,0.146480943,0.181747034,0.164747119,0.164747119
Egypt,2012,0.150864072,0.18712956,0.170327629,0.170327629
Egypt,2013,0.155339029,0.192589569,0.176137621,0.176137621
Egypt,2014,0.159915285,0.198157674,0.182179029,0.182179029
El Salvador,1980,0.049485101,0.054751675,0.043037487,0.043037487
El Salvador,1981,0.050390739,0.055581299,0.043825882,0.043825882
El Salvador,1982,0.051340351,0.056470929,0.044662287,0.044662287
El Salvador,1983,0.052395532,0.05748681,0.045605669,0.045605669
El Salvador,1984,0.053533296,0.058610293,0.046645946,0.046645946
El Salvador,1985,0.054766583,0.059852305,0.047797802,0.047797802
El Salvador,1986,0.056072881,0.061185599,0.049040037,0.049040037
El Salvador,1987,0.057467391,0.062632789,0.050392028,0.050392028
El Salvador,1988,0.058869584,0.064133345,0.051804821,0.051804821
El Salvador,1989,0.060287976,0.065696132,0.053287229,0.053287229
El Salvador,1990,0.06171898,0.067309839,0.054832813,0.054832813
El Salvador,1991,0.063151185,0.068976779,0.056436303,0.056436303
El Salvador,1992,0.064638241,0.07072186,0.058121083,0.058121083
El Salvador,1993,0.066181232,0.072547002,0.059911323,0.059911323
El Salvador,1994,0.067784611,0.074420251,0.061809492,0.061809492
El Salvador,1995,0.069494795,0.07636385,0.063853773,0.063853773
El Salvador,1996,0.071272299,0.078360221,0.066045177,0.066045177
El Salvador,1997,0.073134379,0.080423022,0.068383763,0.068383763
El Salvador,1998,0.075070319,0.082519455,0.070797523,0.070797523
El Salvador,1999,0.076997409,0.084580869,0.073161006,0.073161006
El Salvador,2000,0.078827984,0.086524051,0.075348798,0.075348798
El Salvador,2001,0.080487076,0.088315068,0.077309762,0.077309762
El Salvador,2002,0.081943158,0.089958261,0.079058948,0.079058948
El Salvador,2003,0.083218188,0.091436998,0.080601752,0.080601752
El Salvador,2004,0.084359648,0.092844923,0.082054344,0.082054344
El Salvador,2005,0.085424466,0.094208949,0.083468058,0.083468058
El Salvador,2006,0.086295586,0.095437163,0.084771301,0.084771301
El Salvador,2007,0.087146407,0.096669893,0.086084027,0.086084027
El Salvador,2008,0.087856643,0.097850607,0.087354341,0.087354341
El Salvador,2009,0.088524062,0.099061754,0.08865002,0.08865002
El Salvador,2010,0.089376828,0.10046881,0.090118265,0.090118265
El Salvador,2011,0.090364773,0.102044838,0.091738177,0.091738177
El Salvador,2012,0.091219843,0.103491925,0.093259149,0.093259149
El Salvador,2013,0.092103125,0.105002873,0.094881049,0.094881049
El Salvador,2014,0.093025743,0.106596175,0.096655712,0.096655712
Equatorial Guinea,1980,0.025553231,0.028978557,0.030286539,0.030286539
Equatorial Guinea,1981,0.026194643,0.029593851,0.029350535,0.029350535
Equatorial Guinea,1982,0.026901197,0.030250649,0.02813437,0.02813437
Equatorial Guinea,1983,0.027677778,0.030961277,0.027027347,0.027027347
Equatorial Guinea,1984,0.028507701,0.031712176,0.026272694,0.026272694
Equatorial Guinea,1985,0.029438712,0.032562451,0.025969878,0.025969878
Equatorial Guinea,1986,0.030460855,0.033483864,0.026038538,0.026038538
Equatorial Guinea,1987,0.031579242,0.034517996,0.02642541,0.02642541
Equatorial Guinea,1988,0.032793551,0.035643381,0.02703947,0.02703947
Equatorial Guinea,1989,0.034065411,0.036822865,0.02777402,0.02777402
Equatorial Guinea,1990,0.035388973,0.038064716,0.028583756,0.028583756
Equatorial Guinea,1991,0.036733744,0.039335437,0.029438922,0.029438922
Equatorial Guinea,1992,0.038229753,0.04079363,0.030475295,0.030475295
Equatorial Guinea,1993,0.039797533,0.042321275,0.031599175,0.031599175
Equatorial Guinea,1994,0.041426128,0.04395331,0.032825731,0.032825731
Equatorial Guinea,1995,0.043127477,0.04567376,0.034140069,0.034140069
Equatorial Guinea,1996,0.045052814,0.047644228,0.035666587,0.035666587
Equatorial Guinea,1997,0.047472046,0.050099175,0.037588224,0.037588224
Equatorial Guinea,1998,0.049974925,0.052603969,0.039555547,0.039555547
Equatorial Guinea,1999,0.052605093,0.055179214,0.04156917,0.04156917
Equatorial Guinea,2000,0.055289496,0.05775495,0.043553635,0.043553635
Equatorial Guinea,2001,0.058290494,0.060564682,0.045692444,0.045692444
Equatorial Guinea,2002,0.061348616,0.063371034,0.047813919,0.047813919
Equatorial Guinea,2003,0.064418847,0.066110024,0.049884901,0.049884901
Equatorial Guinea,2004,0.06766694,0.068930766,0.052062895,0.052062895
Equatorial Guinea,2005,0.070818761,0.071640283,0.054214753,0.054214753
Equatorial Guinea,2006,0.073816858,0.074142414,0.056263409,0.056263409
Equatorial Guinea,2007,0.076762972,0.076569483,0.058309628,0.058309628
Equatorial Guinea,2008,0.079736165,0.078989251,0.06042361,0.06042361
Equatorial Guinea,2009,0.082436696,0.081213376,0.062453002,0.062453002
Equatorial Guinea,2010,0.084952786,0.083317894,0.064461832,0.064461832
Equatorial Guinea,2011,0.087420672,0.085422081,0.066548454,0.066548454
Equatorial Guinea,2012,0.089953429,0.087569787,0.068740312,0.068740312
Equatorial Guinea,2013,0.09240301,0.089690555,0.070969919,0.070969919
Equatorial Guinea,2014,0.094867882,0.091859882,0.073285951,0.073285951
Eritrea,1980,0.021305134,0.023607855,0.013605261,0.013605261
Eritrea,1981,0.021851648,0.023913254,0.013749072,0.013749072
Eritrea,1982,0.022433328,0.024255031,0.013910288,0.013910288
Eritrea,1983,0.023031298,0.024616651,0.014083379,0.014083379
Eritrea,1984,0.023686134,0.025023986,0.014290212,0.014290212
Eritrea,1985,0.024435079,0.025492978,0.014547754,0.014547754
Eritrea,1986,0.025291281,0.026035382,0.014858263,0.014858263
Eritrea,1987,0.026252322,0.026650754,0.015224394,0.015224394
Eritrea,1988,0.02731172,0.027330983,0.015660919,0.015660919
Eritrea,1989,0.028470966,0.028070249,0.016190545,0.016190545
Eritrea,1990,0.02970618,0.028852452,0.016822313,0.016822313
Eritrea,1991,0.030974628,0.029644735,0.017551496,0.017551496
Eritrea,1992,0.032251514,0.030448117,0.018375626,0.018375626
Eritrea,1993,0.033626518,0.031330389,0.019310347,0.019310347
Eritrea,1994,0.035048545,0.032277699,0.020283812,0.020283812
Eritrea,1995,0.03642679,0.033197443,0.021165351,0.021165351
Eritrea,1996,0.037816773,0.034130761,0.021956398,0.021956398
Eritrea,1997,0.039211755,0.03507437,0.022659995,0.022659995
Eritrea,1998,0.040568662,0.035997704,0.023256341,0.023256341
Eritrea,1999,0.041889703,0.036900685,0.023762517,0.023762517
Eritrea,2000,0.043189769,0.037785841,0.024200855,0.024200855
Eritrea,2001,0.044481127,0.03868431,0.024597108,0.024597108
Eritrea,2002,0.045734155,0.03956165,0.024942286,0.024942286
Eritrea,2003,0.046891745,0.040359309,0.025236145,0.025236145
Eritrea,2004,0.04796049,0.041100951,0.025540438,0.025540438
Eritrea,2005,0.048987984,0.041819108,0.025901305,0.025901305
Eritrea,2006,0.05001158,0.042561203,0.026356618,0.026356618
Eritrea,2007,0.05109677,0.043354239,0.026914698,0.026914698
Eritrea,2008,0.052123291,0.044153182,0.027534349,0.027534349
Eritrea,2009,0.053187245,0.045015992,0.028240341,0.028240341
Eritrea,2010,0.054278279,0.045957217,0.029032267,0.029032267
Eritrea,2011,0.055518566,0.04700282,0.029927627,0.029927627
Eritrea,2012,0.0568178,0.048093334,0.030888566,0.030888566
Eritrea,2013,0.058182303,0.049242389,0.031923847,0.031923847
Eritrea,2014,0.059635541,0.050479592,0.033054191,0.033054191
Estonia,1980,0.059142777,0.064973078,0.081506028,0.081506028
Estonia,1981,0.059340638,0.064743652,0.081381784,0.081381784
Estonia,1982,0.059590295,0.064576779,0.081355096,0.081355096
Estonia,1983,0.059863242,0.064446516,0.081384149,0.081384149
Estonia,1984,0.060173632,0.064350424,0.081449309,0.081449309
Estonia,1985,0.060507362,0.064274566,0.081523449,0.081523449
Estonia,1986,0.060844937,0.064216911,0.081592209,0.081592209
Estonia,1987,0.061202775,0.064198414,0.081691669,0.081691669
Estonia,1988,0.061581613,0.064205925,0.081844514,0.081844514
Estonia,1989,0.061992715,0.064239527,0.082103996,0.082103996
Estonia,1990,0.062396067,0.064238884,0.082434379,0.082434379
Estonia,1991,0.06276962,0.064222671,0.082881193,0.082881193
Estonia,1992,0.063044483,0.064053588,0.08326864,0.08326864
Estonia,1993,0.063310209,0.063884468,0.083729135,0.083729135
Estonia,1994,0.063565316,0.063730719,0.084203,0.084203
Estonia,1995,0.063785961,0.063592918,0.084626714,0.084626714
Estonia,1996,0.064012367,0.063476878,0.084982299,0.084982299
Estonia,1997,0.064260619,0.063422377,0.085328938,0.085328938
Estonia,1998,0.064582952,0.06340173,0.085647658,0.085647658
Estonia,1999,0.064967776,0.063317748,0.085850586,0.085850586
Estonia,2000,0.06549245,0.06332197,0.08614685,0.08614685
Estonia,2001,0.066116653,0.063359054,0.086467981,0.086467981
Estonia,2002,0.066856705,0.063427291,0.086808712,0.086808712
Estonia,2003,0.067709438,0.063539551,0.08721159,0.08721159
Estonia,2004,0.06860761,0.063609445,0.087609106,0.087609106
Estonia,2005,0.069582161,0.06374169,0.08815189,0.08815189
Estonia,2006,0.070571951,0.063900507,0.088811138,0.088811138
Estonia,2007,0.071504751,0.06405458,0.089540287,0.089540287
Estonia,2008,0.072315652,0.064168076,0.090268994,0.090268994
Estonia,2009,0.072986608,0.064229826,0.090944745,0.090944745
Estonia,2010,0.073613167,0.06432599,0.091641919,0.091641919
Estonia,2011,0.074404007,0.064569139,0.092489116,0.092489116
Estonia,2012,0.07523207,0.064793048,0.09328642,0.09328642
Estonia,2013,0.076115804,0.065079867,0.094139887,0.094139887
Estonia,2014,0.077077688,0.065439834,0.09507434,0.09507434
Ethiopia,1980,0.021947713,0.024646388,0.017433452,0.017433452
Ethiopia,1981,0.022492822,0.024966198,0.017702401,0.017702401
Ethiopia,1982,0.023079353,0.025330088,0.017963481,0.017963481
Ethiopia,1983,0.023713627,0.025747716,0.018236549,0.018236549
Ethiopia,1984,0.024391823,0.026196662,0.018522786,0.018522786
Ethiopia,1985,0.025111464,0.026637589,0.018804733,0.018804733
Ethiopia,1986,0.025938639,0.027168878,0.019161531,0.019161531
Ethiopia,1987,0.026892699,0.027808637,0.019603601,0.019603601
Ethiopia,1988,0.027926428,0.028500425,0.020086183,0.020086183
Ethiopia,1989,0.029041682,0.02922605,0.020593894,0.020593894
Ethiopia,1990,0.030226882,0.029992318,0.021131234,0.021131234
Ethiopia,1991,0.031403366,0.030738517,0.021652535,0.021652535
Ethiopia,1992,0.032552405,0.031448944,0.022147691,0.022147691
Ethiopia,1993,0.033753413,0.032206689,0.022682113,0.022682113
Ethiopia,1994,0.034967455,0.032979371,0.023231897,0.023231897
Ethiopia,1995,0.036172643,0.033760018,0.023791735,0.023791735
Ethiopia,1996,0.037396979,0.034562999,0.024372902,0.024372902
Ethiopia,1997,0.038574287,0.035354093,0.024948725,0.024948725
Ethiopia,1998,0.039695438,0.036124187,0.025509965,0.025509965
Ethiopia,1999,0.040818788,0.036912954,0.026084826,0.026084826
Ethiopia,2000,0.041941827,0.037720993,0.026672455,0.026672455
Ethiopia,2001,0.04305528,0.038551212,0.027272141,0.027272141
Ethiopia,2002,0.044157312,0.039369509,0.027859302,0.027859302
Ethiopia,2003,0.045199609,0.040143307,0.028418033,0.028418033
Ethiopia,2004,0.046282309,0.040944526,0.029014231,0.029014231
Ethiopia,2005,0.047352044,0.041764093,0.02964695,0.02964695
Ethiopia,2006,0.048441985,0.04261094,0.03032781,0.03032781
Ethiopia,2007,0.049536945,0.043446155,0.031020517,0.031020517
Ethiopia,2008,0.050629964,0.044314027,0.031739204,0.031739204
Ethiopia,2009,0.051732022,0.045200176,0.032447427,0.032447427
Ethiopia,2010,0.052859784,0.046127384,0.033146855,0.033146855
Ethiopia,2011,0.054048864,0.047094,0.033833878,0.033833878
Ethiopia,2012,0.055305734,0.048097954,0.03451763,0.03451763
Ethiopia,2013,0.056638079,0.049144417,0.035215972,0.035215972
Ethiopia,2014,0.057992061,0.050238509,0.035951689,0.035951689
Fiji,1980,0.083368092,0.104882104,0.073645856,0.073645856
Fiji,1981,0.083865326,0.105738044,0.074160809,0.074160809
Fiji,1982,0.084342688,0.106504359,0.074526662,0.074526662
Fiji,1983,0.08466961,0.107135139,0.074819963,0.074819963
Fiji,1984,0.085055518,0.107874903,0.0753542,0.0753542
Fiji,1985,0.085476038,0.108610114,0.076132326,0.076132326
Fiji,1986,0.08615958,0.10965097,0.077427799,0.077427799
Fiji,1987,0.086907511,0.110777007,0.079044937,0.079044937
Fiji,1988,0.087698634,0.112009034,0.080932223,0.080932223
Fiji,1989,0.08867404,0.113516349,0.08310079,0.08310079
Fiji,1990,0.089847092,0.115215063,0.08539166,0.08539166
Fiji,1991,0.091188093,0.117054913,0.087730923,0.087730923
Fiji,1992,0.092766583,0.119152632,0.090240758,0.090240758
Fiji,1993,0.09448174,0.121390599,0.092860602,0.092860602
Fiji,1994,0.096359709,0.123805696,0.09568856,0.09568856
Fiji,1995,0.098368846,0.126333827,0.098719388,0.098719388
Fiji,1996,0.100506356,0.128973248,0.101947979,0.101947979
Fiji,1997,0.102732599,0.131635165,0.10528654,0.10528654
Fiji,1998,0.104956169,0.134292124,0.108745937,0.108745937
Fiji,1999,0.107416279,0.137141723,0.11253549,0.11253549
Fiji,2000,0.110061503,0.140072752,0.116571276,0.116571276
Fiji,2001,0.112950677,0.143166605,0.120962959,0.120962959
Fiji,2002,0.116075163,0.146457564,0.125719575,0.125719575
Fiji,2003,0.119409402,0.149859616,0.130639556,0.130639556
Fiji,2004,0.12293715,0.15337065,0.135564927,0.135564927
Fiji,2005,0.126516797,0.156890455,0.140289917,0.140289917
Fiji,2006,0.130210978,0.160425987,0.144756002,0.144756002
Fiji,2007,0.133900752,0.163925134,0.148960598,0.148960598
Fiji,2008,0.137532663,0.167398215,0.153057188,0.153057188
Fiji,2009,0.141106051,0.170853766,0.15726575,0.15726575
Fiji,2010,0.144627315,0.174301672,0.161752771,0.161752771
Fiji,2011,0.148038026,0.1777132,0.166540441,0.166540441
Fiji,2012,0.151716915,0.181275732,0.171754867,0.171754867
Fiji,2013,0.155547353,0.184962012,0.177291615,0.177291615
Fiji,2014,0.15946039,0.188754833,0.1830089,0.1830089
Finland,1980,0.05662764,0.043294089,0.053545372,0.053545372
Finland,1981,0.057095446,0.043319446,0.0539883,0.0539883
Finland,1982,0.057617325,0.043411257,0.054464345,0.054464345
Finland,1983,0.058191648,0.043569785,0.054985867,0.054985867
Finland,1984,0.058823621,0.043802565,0.055581548,0.055581548
Finland,1985,0.059545295,0.044103074,0.056260147,0.056260147
Finland,1986,0.06032297,0.04445227,0.057004245,0.057004245
Finland,1987,0.061154478,0.044831574,0.057790259,0.057790259
Finland,1988,0.062024905,0.045218446,0.058592386,0.058592386
Finland,1989,0.062881331,0.045566092,0.05935326,0.05935326
Finland,1990,0.063686333,0.045857708,0.060051234,0.060051234
Finland,1991,0.064336283,0.046026502,0.060608575,0.060608575
Finland,1992,0.064855543,0.046083086,0.061039126,0.061039126
Finland,1993,0.06526586,0.046061395,0.061383511,0.061383511
Finland,1994,0.065569687,0.046003411,0.061693924,0.061693924
Finland,1995,0.065847184,0.045933877,0.062001734,0.062001734
Finland,1996,0.066095474,0.045849647,0.062303577,0.062303577
Finland,1997,0.066315405,0.045779772,0.062634608,0.062634608
Finland,1998,0.0665017,0.045706007,0.062975897,0.062975897
Finland,1999,0.06664286,0.045631691,0.063334244,0.063334244
Finland,2000,0.066774294,0.045571196,0.063729132,0.063729132
Finland,2001,0.066840102,0.045485446,0.06411212,0.06411212
Finland,2002,0.066860489,0.04538305,0.064492715,0.064492715
Finland,2003,0.066792231,0.045253086,0.064855073,0.064855073
Finland,2004,0.066682088,0.045099693,0.065203241,0.065203241
Finland,2005,0.066479831,0.044908341,0.065515429,0.065515429
Finland,2006,0.066233497,0.044703629,0.065821247,0.065821247
Finland,2007,0.065977976,0.044498194,0.06613327,0.06613327
Finland,2008,0.065691461,0.044290311,0.06644143,0.06644143
Finland,2009,0.065296579,0.044026577,0.066666487,0.066666487
Finland,2010,0.064977236,0.043797792,0.066919543,0.066919543
Finland,2011,0.064703251,0.0435974,0.067187983,0.067187983
Finland,2012,0.064440154,0.043414687,0.067459253,0.067459253
Finland,2013,0.064210798,0.043266898,0.067759276,0.067759276
Finland,2014,0.064035424,0.043160987,0.068101355,0.068101355
France,1980,0.051742236,0.047023118,0.059946687,0.059946687
France,1981,0.052338277,0.04669379,0.059576244,0.059576244
France,1982,0.052921085,0.046404696,0.059250859,0.059250859
France,1983,0.053511788,0.046144437,0.05896148,0.05896148
France,1984,0.054106637,0.045909065,0.058709754,0.058709754
France,1985,0.054706974,0.045691381,0.05849264,0.05849264
France,1986,0.055309129,0.045484143,0.058302815,0.058302815
France,1987,0.055923551,0.045306857,0.058162767,0.058162767
France,1988,0.0565885,0.045180453,0.058103017,0.058103017
France,1989,0.057298221,0.045089492,0.058114497,0.058114497
France,1990,0.058037428,0.045030717,0.058198305,0.058198305
France,1991,0.058807738,0.044986845,0.058337237,0.058337237
France,1992,0.059574596,0.044934521,0.058502327,0.058502327
France,1993,0.060335898,0.044874138,0.058689571,0.058689571
France,1994,0.061101007,0.044816023,0.058904741,0.058904741
France,1995,0.061867617,0.044763098,0.059146278,0.059146278
France,1996,0.062648742,0.044713758,0.059413053,0.059413053
France,1997,0.063448068,0.044681244,0.059720131,0.059720131
France,1998,0.06428449,0.044657426,0.060051863,0.060051863
France,1999,0.065158099,0.044630953,0.060384715,0.060384715
France,2000,0.066038824,0.044600573,0.060709475,0.060709475
France,2001,0.066950613,0.044578855,0.061033784,0.061033784
France,2002,0.067818832,0.044538369,0.061327868,0.061327868
France,2003,0.068661975,0.044475579,0.06159805,0.06159805
France,2004,0.069460289,0.044401627,0.061874966,0.061874966
France,2005,0.070171814,0.044325138,0.062180751,0.062180751
France,2006,0.070820033,0.04425924,0.062535446,0.062535446
France,2007,0.071365002,0.044186041,0.062911052,0.062911052
France,2008,0.071833883,0.044114176,0.063308008,0.063308008
France,2009,0.072231534,0.044033162,0.063697395,0.063697395
France,2010,0.072640284,0.044007988,0.064147868,0.064147868
France,2011,0.073083681,0.044025435,0.064639037,0.064639037
France,2012,0.073539831,0.044059281,0.065139096,0.065139096
France,2013,0.074033924,0.044137034,0.065680879,0.065680879
France,2014,0.074588522,0.04425538,0.066258572,0.066258572
French Polynesia,1980,0.102366171,0.114066491,,
French Polynesia,1981,0.106730444,0.116676631,,
French Polynesia,1982,0.111278249,0.119417169,,
French Polynesia,1983,0.115974409,0.12217857,,
French Polynesia,1984,0.120813343,0.125002228,,
French Polynesia,1985,0.125732855,0.127848496,,
French Polynesia,1986,0.130590886,0.130631186,,
French Polynesia,1987,0.13536026,0.133354181,,
French Polynesia,1988,0.140079894,0.135989552,,
French Polynesia,1989,0.144842998,0.138657918,,
French Polynesia,1990,0.149618712,0.141302388,,
French Polynesia,1991,0.154389441,0.143973679,,
French Polynesia,1992,0.15905496,0.146544278,,
French Polynesia,1993,0.163556667,0.149039786,,
French Polynesia,1994,0.167895819,0.151468351,,
French Polynesia,1995,0.172006541,0.153798913,,
French Polynesia,1996,0.1760392,0.1561338,,
French Polynesia,1997,0.179939393,0.158452735,,
French Polynesia,1998,0.183758523,0.160833852,,
French Polynesia,1999,0.187450724,0.163213104,,
French Polynesia,2000,0.190977299,0.165544152,,
French Polynesia,2001,0.194347861,0.167783817,,
French Polynesia,2002,0.197513497,0.169937493,,
French Polynesia,2003,0.200483557,0.17198998,,
French Polynesia,2004,0.203286646,0.173979397,,
French Polynesia,2005,0.205817841,0.175888317,,
French Polynesia,2006,0.208097654,0.177683288,,
French Polynesia,2007,0.210195984,0.179395333,,
French Polynesia,2008,0.212122218,0.181075877,,
French Polynesia,2009,0.213894455,0.182746532,,
French Polynesia,2010,0.21563457,0.184483466,,
French Polynesia,2011,0.217414363,0.186324619,,
French Polynesia,2012,0.219298333,0.188175428,,
French Polynesia,2013,0.221269376,0.190124316,,
French Polynesia,2014,0.22336832,0.19223209,,
Gabon,1980,0.036360528,0.038922725,0.039163942,0.039163942
Gabon,1981,0.038435903,0.040533611,0.040851624,0.040851624
Gabon,1982,0.040511717,0.042080983,0.042448681,0.042448681
Gabon,1983,0.042562068,0.043586833,0.043971316,0.043971316
Gabon,1984,0.044583334,0.045057503,0.045421785,0.045421785
Gabon,1985,0.046565781,0.046456827,0.046758124,0.046758124
Gabon,1986,0.048487698,0.047819028,0.048012807,0.048012807
Gabon,1987,0.050309882,0.049100939,0.0491425,0.0491425
Gabon,1988,0.052221377,0.050524044,0.050366606,0.050366606
Gabon,1989,0.05414518,0.052016779,0.051609856,0.051609856
Gabon,1990,0.05609732,0.053627503,0.052917508,0.052917508
Gabon,1991,0.058055284,0.055323897,0.054254729,0.054254729
Gabon,1992,0.059970088,0.057051846,0.055567894,0.055567894
Gabon,1993,0.061977694,0.058894271,0.056940714,0.056940714
Gabon,1994,0.06401355,0.060842134,0.058365213,0.058365213
Gabon,1995,0.066154316,0.062916726,0.059864888,0.059864888
Gabon,1996,0.068343899,0.065069211,0.061395721,0.061395721
Gabon,1997,0.07055792,0.067263321,0.062924886,0.062924886
Gabon,1998,0.072804046,0.069451879,0.064410143,0.064410143
Gabon,1999,0.074946009,0.07154686,0.065772928,0.065772928
Gabon,2000,0.077025802,0.073585818,0.067048527,0.067048527
Gabon,2001,0.079020177,0.075608624,0.06828104,0.06828104
Gabon,2002,0.080946921,0.077640172,0.069498833,0.069498833
Gabon,2003,0.082809065,0.079654569,0.070686138,0.070686138
Gabon,2004,0.084563692,0.081592522,0.071798669,0.071798669
Gabon,2005,0.0862598,0.083499041,0.072884243,0.072884243
Gabon,2006,0.087879031,0.085310418,0.073893585,0.073893585
Gabon,2007,0.089503423,0.087117544,0.074914052,0.074914052
Gabon,2008,0.09110371,0.088931089,0.075966358,0.075966358
Gabon,2009,0.092506366,0.090633509,0.076963693,0.076963693
Gabon,2010,0.09383221,0.092305418,0.077984696,0.077984696
Gabon,2011,0.095254849,0.094054753,0.079125894,0.079125894
Gabon,2012,0.096788733,0.095908187,0.08040847,0.08040847
Gabon,2013,0.098392547,0.097832757,0.081808597,0.081808597
Gabon,2014,0.100069996,0.099846067,0.083337097,0.083337097
Gambia,1980,0.033020377,0.031697565,0.019286328,0.019286328
Gambia,1981,0.033584857,0.032333372,0.019743645,0.019743645
Gambia,1982,0.034204856,0.033013423,0.020298856,0.020298856
Gambia,1983,0.034932366,0.033803473,0.02093818,0.02093818
Gambia,1984,0.035764437,0.034663986,0.021548475,0.021548475
Gambia,1985,0.036688667,0.035592669,0.022076594,0.022076594
Gambia,1986,0.037755527,0.036634329,0.022522677,0.022522677
Gambia,1987,0.038918742,0.037729136,0.022885901,0.022885901
Gambia,1988,0.040184071,0.038897832,0.023270363,0.023270363
Gambia,1989,0.041572613,0.040145024,0.023789467,0.023789467
Gambia,1990,0.043061385,0.041445079,0.024496602,0.024496602
Gambia,1991,0.044656976,0.042808554,0.025426729,0.025426729
Gambia,1992,0.046283777,0.044197922,0.026522825,0.026522825
Gambia,1993,0.047919162,0.045585629,0.027695589,0.027695589
Gambia,1994,0.049586203,0.046988039,0.028842807,0.028842807
Gambia,1995,0.051290236,0.048405262,0.029884718,0.029884718
Gambia,1996,0.053093523,0.049881654,0.030823844,0.030823844
Gambia,1997,0.055016933,0.05142467,0.031694108,0.031694108
Gambia,1998,0.056997715,0.05297488,0.032506074,0.032506074
Gambia,1999,0.05904419,0.054554156,0.033341499,0.033341499
Gambia,2000,0.061145705,0.056164131,0.03425439,0.03425439
Gambia,2001,0.063281704,0.057788116,0.035246789,0.035246789
Gambia,2002,0.065429301,0.059380539,0.03627522,0.03627522
Gambia,2003,0.067630544,0.0609554,0.037349045,0.037349045
Gambia,2004,0.06987789,0.062502786,0.038450165,0.038450165
Gambia,2005,0.072092447,0.063980305,0.03954081,0.03954081
Gambia,2006,0.074322817,0.06545632,0.040672099,0.040672099
Gambia,2007,0.076604286,0.066964829,0.041869341,0.041869341
Gambia,2008,0.078978379,0.068558302,0.043162899,0.043162899
Gambia,2009,0.081475007,0.07026011,0.044564072,0.044564072
Gambia,2010,0.084088105,0.072045421,0.046051229,0.046051229
Gambia,2011,0.086631963,0.07381632,0.04755584,0.04755584
Gambia,2012,0.089133232,0.075562561,0.049066931,0.049066931
Gambia,2013,0.091704285,0.077375567,0.050653315,0.050653315
Gambia,2014,0.094400826,0.079299876,0.052351226,0.052351226
Georgia,1980,0.055448424,0.055669683,0.062597772,0.062597772
Georgia,1981,0.056377766,0.056666835,0.063919553,0.063919553
Georgia,1982,0.05739124,0.057723324,0.065280459,0.065280459
