Entity,Year,Public expenditure on health %GDP (OWID extrapolated series)
Cote d'Ivoire,1997,2.00328985
Cote d'Ivoire,1998,1.88881311
Cote d'Ivoire,1999,1.79966741
Cote d'Ivoire,2000,1.7880357
Cote d'Ivoire,2001,1.29025786
Cote d'Ivoire,2002,1.40860098
Cote d'Ivoire,2003,1.33833361
Cote d'Ivoire,2004,1.47167442
Cote d'Ivoire,2005,1.26971949
Cote d'Ivoire,2006,1.35840382
Cote d'Ivoire,2007,1.42821313
Cote d'Ivoire,2008,1.52862642
Cote d'Ivoire,2009,1.69681015
Cote d'Ivoire,2010,1.67617217
Cote d'Ivoire,2011,1.63569697
Cote d'Ivoire,2012,1.88504549
Cote d'Ivoire,2013,1.79658788
Cote d'Ivoire,2014,1.67853849
Croatia,1995,5.83066977
Croatia,1996,6.13502177
Croatia,1997,4.89376069
Croatia,1998,5.73309177
Croatia,1999,6.32632459
Croatia,2000,6.60227507
Croatia,2001,5.96435491
Croatia,2002,4.95506417
Croatia,2003,5.24281713
Croatia,2004,5.31415871
Croatia,2005,5.93061726
Croatia,2006,5.98464188
Croatia,2007,6.47762276
Croatia,2008,6.53872294
Croatia,2009,7.00686743
Croatia,2010,7.06496421
Croatia,2011,6.25541215
Croatia,2012,6.36320706
Croatia,2013,6.40302879
Croatia,2014,6.38828759
Cuba,1995,4.64849623
Cuba,1996,4.75670836
Cuba,1997,4.98695114
Cuba,1998,5.22602053
Cuba,1999,5.47499938
Cuba,2000,5.50953372
Cuba,2001,5.67049108
Cuba,2002,5.72484996
Cuba,2003,5.64878905
Cuba,2004,5.46818558
Cuba,2005,8.74444825
Cuba,2006,7.08125008
Cuba,2007,9.8831981
Cuba,2008,10.29335824
Cuba,2009,11.28391889
Cuba,2010,9.70382827
Cuba,2011,10.07101019
Cuba,2012,8.08825537
Cuba,2013,8.96229455
Cuba,2014,10.57366249
Cyprus,1995,1.69705439
Cyprus,1996,1.77481339
Cyprus,1997,1.9483381
Cyprus,1998,2.33811628
Cyprus,1999,2.38812693
Cyprus,2000,2.40283024
Cyprus,2001,2.44925944
Cyprus,2002,2.75451845
Cyprus,2003,3.08262686
Cyprus,2004,2.81346079
Cyprus,2005,2.66267721
Cyprus,2006,2.66382124
Cyprus,2007,2.57804001
Cyprus,2008,2.85082561
Cyprus,2009,3.31147239
Cyprus,2010,3.42530737
Cyprus,2011,3.50763508
Cyprus,2012,3.41160371
Cyprus,2013,3.4707914
Cyprus,2014,3.33201922
Czech Republic,1990,4.286487179
Czech Republic,1991,4.404581631
Czech Republic,1992,4.474873145
Czech Republic,1993,5.949346554
Czech Republic,1994,6.060258792
Czech Republic,1995,6.08404252
Czech Republic,1996,5.8129458
Czech Republic,1997,5.77922505
Czech Republic,1998,5.80385122
Czech Republic,1999,5.74461046
Czech Republic,2000,5.70253492
Czech Republic,2001,5.76490276
Czech Republic,2002,6.14983467
Czech Republic,2003,6.40447404
Czech Republic,2004,6.15449697
Czech Republic,2005,6.05404438
Czech Republic,2006,5.80540882
Czech Republic,2007,5.55662626
Czech Republic,2008,5.62878443
Czech Republic,2009,6.56965403
Czech Republic,2010,6.22493667
Czech Republic,2011,6.31473247
Czech Republic,2012,6.341765
Czech Republic,2013,6.31308785
Czech Republic,2014,6.26497638
Democratic Republic of Congo,2003,0.70002684
Democratic Republic of Congo,2004,0.71835464
Democratic Republic of Congo,2005,0.75246216
Democratic Republic of Congo,2006,0.93899133
Democratic Republic of Congo,2007,1.20943434
Democratic Republic of Congo,2008,2.09987276
Democratic Republic of Congo,2009,2.36297906
Democratic Republic of Congo,2010,1.06259561
Democratic Republic of Congo,2011,1.25526855
Democratic Republic of Congo,2012,1.68717363
Democratic Republic of Congo,2013,1.32344175
Democratic Republic of Congo,2014,1.59835647
Denmark,1880,0.1
Denmark,1890,0.28
Denmark,1900,0.46
Denmark,1910,0.44
Denmark,1920,1.15
Denmark,1930,0.7
Denmark,1960,4.029747067
Denmark,1961,4.540997743
Denmark,1962,4.73281119
Denmark,1963,4.944725204
Denmark,1964,4.859526871
Denmark,1965,5.191318117
Denmark,1966,5.676302537
Denmark,1967,6.200540985
Denmark,1968,6.543295694
Denmark,1969,6.771780468
Denmark,1970,6.524650515
Denmark,1971,6.849994077
Denmark,1972,6.945410495
Denmark,1973,6.748265658
Denmark,1974,7.473198993
Denmark,1975,7.714107038
Denmark,1976,7.752925845
Denmark,1977,7.532321404
Denmark,1978,7.664347429
Denmark,1979,7.83066866
Denmark,1980,7.754293446
Denmark,1981,7.934080279
Denmark,1982,7.966587085
Denmark,1983,7.690331834
Denmark,1984,7.211356144
Denmark,1985,7.156441734
Denmark,1986,6.862407679
Denmark,1987,7.126144128
Denmark,1988,7.285101358
Denmark,1989,7.137926531
Denmark,1990,6.9739197
Denmark,1991,6.963925698
Denmark,1992,6.944884495
Denmark,1993,7.18579254
Denmark,1994,6.945831295
Denmark,1995,6.70534405
Denmark,1996,6.76753736
Denmark,1997,6.70631223
Denmark,1998,6.69465416
Denmark,1999,7.51701933
Denmark,2000,7.29518541
Denmark,2001,7.66053888
Denmark,2002,7.88505009
Denmark,2003,8.03990036
Denmark,2004,8.15281889
Denmark,2005,8.25325496
Denmark,2006,8.39954917
Denmark,2007,8.42901165
Denmark,2008,8.62121482
Denmark,2009,9.7561254
Denmark,2010,9.43381754
Denmark,2011,9.26885262
Denmark,2012,9.41966027
Denmark,2013,9.59321032
Denmark,2014,9.15873411
Djibouti,1995,2.38414841
Djibouti,1996,2.31829368
Djibouti,1997,2.83292067
Djibouti,1998,3.6097572
Djibouti,1999,4.40714816
Djibouti,2000,3.9005063
Djibouti,2001,3.48638026
Djibouti,2002,3.5164494
Djibouti,2003,4.16769658
Djibouti,2004,4.60088829
Djibouti,2005,4.93946776
Djibouti,2006,4.70273219
Djibouti,2007,5.33760059
Djibouti,2008,5.74563286
Djibouti,2009,5.95720603
Djibouti,2010,5.1499391
Djibouti,2011,5.01968371
Djibouti,2012,5.25888563
Djibouti,2013,5.32241749
Djibouti,2014,6.75084759
Dominica,1995,4.15986113
Dominica,1996,4.2172619
Dominica,1997,4.37003662
Dominica,1998,4.15597816
Dominica,1999,4.14995158
Dominica,2000,3.30839648
Dominica,2001,3.23826402
Dominica,2002,3.2902728
Dominica,2003,3.17377598
Dominica,2004,2.97415808
Dominica,2005,3.0197
Dominica,2006,3.09468305
Dominica,2007,3.07791978
Dominica,2008,2.96951027
Dominica,2009,3.65260469
Dominica,2010,4.04718257
Dominica,2011,3.97439009
Dominica,2012,3.66936388
Dominica,2013,3.81221685
Dominica,2014,3.76797285
Dominican Republic,1995,1.15522077
Dominican Republic,1996,1.2382753
Dominican Republic,1997,1.48835433
Dominican Republic,1998,1.79891083
Dominican Republic,1999,2.00188919
Dominican Republic,2000,2.19249507
Dominican Republic,2001,1.92589591
Dominican Republic,2002,2.00873854
Dominican Republic,2003,1.82087737
Dominican Republic,2004,1.38861925
Dominican Republic,2005,1.48594905
Dominican Republic,2006,1.78160583
Dominican Republic,2007,1.99250876
Dominican Republic,2008,2.05127783
Dominican Republic,2009,2.24556022
Dominican Republic,2010,2.26396485
Dominican Republic,2011,2.60438608
Dominican Republic,2012,2.70181226
Dominican Republic,2013,2.62346736
Dominican Republic,2014,2.92737565
Ecuador,1995,1.88152442
Ecuador,1996,2.20420246
Ecuador,1997,1.98748139
Ecuador,1998,1.40074052
Ecuador,1999,1.37514163
Ecuador,2000,0.89600318
Ecuador,2001,1.22846315
Ecuador,2002,1.42887597
Ecuador,2003,1.42571458
Ecuador,2004,1.42931442
Ecuador,2005,1.30987544
Ecuador,2006,1.42365577
Ecuador,2007,1.5062409
Ecuador,2008,1.63035466
Ecuador,2009,2.18659128
Ecuador,2010,2.45940763
Ecuador,2011,2.59738099
Ecuador,2012,2.957293
Ecuador,2013,3.8583853
Ecuador,2014,4.50815657
Egypt,1995,1.64602504
Egypt,1996,1.62066467
Egypt,1997,1.78553945
Egypt,1998,1.96981126
Egypt,1999,2.1234134
Egypt,2000,2.24695839
Egypt,2001,2.32755828
Egypt,2002,2.40381706
Egypt,2003,2.06854796
Egypt,2004,1.98591149
Egypt,2005,1.98504099
Egypt,2006,2.28751928
Egypt,2007,2.04669573
Egypt,2008,2.0297272
Egypt,2009,2.05812685
Egypt,2010,1.87259285
Egypt,2011,1.99080414
Egypt,2012,1.90923133
Egypt,2013,2.0574681
Egypt,2014,2.1553845
El Salvador,1995,2.45676543
El Salvador,1996,3.10632723
El Salvador,1997,3.20477299
El Salvador,1998,3.68357541
El Salvador,1999,3.65173293
El Salvador,2000,3.79630276
El Salvador,2001,3.75344867
El Salvador,2002,3.80568022
El Salvador,2003,3.75017367
El Salvador,2004,3.63530419
El Salvador,2005,3.81255309
El Salvador,2006,4.15313881
El Salvador,2007,3.74476965
El Salvador,2008,3.70671478
El Salvador,2009,4.13369693
El Salvador,2010,4.29012069
El Salvador,2011,4.32790334
El Salvador,2012,4.21047115
El Salvador,2013,4.63229191
El Salvador,2014,4.46950833
Equatorial Guinea,1995,3.88385813
Equatorial Guinea,1996,2.73299809
Equatorial Guinea,1997,2.25124564
Equatorial Guinea,1998,3.05595426
Equatorial Guinea,1999,1.92225661
Equatorial Guinea,2000,2.16627168
Equatorial Guinea,2001,1.33552519
Equatorial Guinea,2002,1.11172151
Equatorial Guinea,2003,1.52759716
Equatorial Guinea,2004,1.35245463
Equatorial Guinea,2005,0.91398212
Equatorial Guinea,2006,1.46745206
Equatorial Guinea,2007,1.64082836
Equatorial Guinea,2008,1.79507957
Equatorial Guinea,2009,4.4611084
Equatorial Guinea,2010,3.05717111
Equatorial Guinea,2011,2.59665433
Equatorial Guinea,2012,3.32588194
Equatorial Guinea,2013,2.96178991
Equatorial Guinea,2014,2.93271044
Eritrea,1995,2.1719744
Eritrea,1996,1.32110035
Eritrea,1997,1.77092697
Eritrea,1998,1.85142628
Eritrea,1999,1.9965689
Eritrea,2000,1.58851117
Eritrea,2001,1.38678138
Eritrea,2002,1.64046934
Eritrea,2003,1.291689
Eritrea,2004,1.23601456
Eritrea,2005,1.09593914
Eritrea,2006,1.47045053
Eritrea,2007,1.49033813
Eritrea,2008,1.93142961
Eritrea,2009,1.39796022
Eritrea,2010,1.42486356
Eritrea,2011,1.40782257
Eritrea,2012,1.38397646
Eritrea,2013,1.37826626
Eritrea,2014,1.52746401
Estonia,1995,5.67149484
Estonia,1996,5.80962437
Estonia,1997,5.51790868
Estonia,1998,4.79702497
Estonia,1999,4.53643744
Estonia,2000,4.07551484
Estonia,2001,3.81748706
Estonia,2002,3.73572585
Estonia,2003,3.77500917
Estonia,2004,3.87711768
Estonia,2005,3.85004156
Estonia,2006,3.67354922
Estonia,2007,3.89924275
Estonia,2008,4.71242341
Estonia,2009,5.21671676
Estonia,2010,4.9273468
Estonia,2011,4.62588548
Estonia,2012,5.11576165
Estonia,2013,5.13860337
Estonia,2014,5.0283959
Ethiopia,1995,1.20108991
Ethiopia,1996,1.11333172
Ethiopia,1997,1.30828311
Ethiopia,1998,1.63413601
Ethiopia,1999,1.84274281
Ethiopia,2000,2.38265541
Ethiopia,2001,2.2308182
Ethiopia,2002,2.55028135
Ethiopia,2003,2.55636891
Ethiopia,2004,2.37364068
Ethiopia,2005,2.58033435
Ethiopia,2006,2.52940563
Ethiopia,2007,2.5714771
Ethiopia,2008,2.22132219
Ethiopia,2009,2.4215197
Ethiopia,2010,3.71673604
Ethiopia,2011,3.73515573
Ethiopia,2012,3.31059512
Ethiopia,2013,2.95363772
Ethiopia,2014,2.86756675
Fiji,1995,2.46368722
Fiji,1996,2.64361075
Fiji,1997,2.89240714
Fiji,1998,2.60443361
Fiji,1999,2.50533762
Fiji,2000,3.23557116
Fiji,2001,2.62817835
Fiji,2002,2.85448819
Fiji,2003,2.70026476
Fiji,2004,2.88766334
Fiji,2005,2.93605582
Fiji,2006,3.01236199
Fiji,2007,2.7919826
Fiji,2008,2.78032904
Fiji,2009,2.95390616
Fiji,2010,2.96520594
Fiji,2011,2.6771442
Fiji,2012,2.76214864
Fiji,2013,2.90224387
Fiji,2014,2.95320811
Finland,1880,0.23
Finland,1890,0.34
Finland,1900,0.35
Finland,1910,0.38
Finland,1920,0.19
Finland,1930,1.28
Finland,1960,1.926910541
Finland,1961,1.947007185
Finland,1962,2.127583618
Finland,1963,2.273560611
Finland,1964,2.482939539
Finland,1965,2.940124464
Finland,1966,3.14600606
Finland,1967,3.647383474
Finland,1968,3.800562993
Finland,1969,3.872091302
Finland,1970,3.81655688
Finland,1971,4.031834407
Finland,1972,4.029793352
Finland,1973,4.033445766
Finland,1974,4.040858016
Finland,1975,4.669287923
Finland,1976,4.943756028
Finland,1977,5.14517587
Finland,1978,5.042800878
Finland,1979,4.9589028
Finland,1980,4.949986615
Finland,1981,5.090497097
Finland,1982,5.186426654
Finland,1983,5.190401338
Finland,1984,5.192764665
Finland,1985,5.545007684
Finland,1986,5.684014231
Finland,1987,5.826243496
Finland,1988,5.650390546
Finland,1989,5.726876374
Finland,1990,6.229190604
Finland,1991,7.171728041
Finland,1992,7.218457444
Finland,1993,6.338333302
Finland,1994,5.851702964
Finland,1995,5.62718698
Finland,1996,5.75353562
Finland,1997,5.56313205
Finland,1998,5.3265931
Finland,1999,5.26877805
Finland,2000,5.14446416
Finland,2001,5.34361309
Finland,2002,5.65716003
Finland,2003,5.93223251
Finland,2004,6.0172661
Finland,2005,6.22186548
Finland,2006,6.27918843
Finland,2007,6.03173102
Finland,2008,6.25382194
Finland,2009,6.89682279
Finland,2010,6.73883183
Finland,2011,6.75355116
Finland,2012,7.04083988
Finland,2013,7.20401669
Finland,2014,7.28981427
France,1880,0.25
France,1890,0.29
France,1900,0.27
France,1910,0.26
France,1920,0.23
France,1930,0.32
France,1960,2.264407381
France,1961,2.535075635
France,1962,2.784860548
France,1963,2.998932584
France,1964,3.197794049
France,1965,3.285219252
France,1966,3.452313102
France,1967,3.562881884
France,1968,3.444427234
France,1969,3.765687039
France,1970,4.021751292
France,1975,4.927725725
France,1980,5.5562701
France,1985,6.180669089
France,1990,6.266789513
France,1991,6.411463536
France,1992,6.609613057
France,1993,6.922278908
France,1994,6.859994461
France,1995,8.05821871
France,1996,8.04280869
France,1997,7.94448732
France,1998,7.84424806
France,1999,7.83124775
France,2000,7.75949958
France,2001,7.84866657
France,2002,8.1416539
France,2003,8.12782088
France,2004,8.20640927
France,2005,8.26633717
France,2006,8.17318341
France,2007,8.1182878
France,2008,8.16933746
France,2009,8.74652319
France,2010,8.67910496
France,2011,8.73113595
France,2012,8.82605179
France,2013,8.91069405
France,2014,9.02451437
Gabon,1995,1.2574453
Gabon,1996,1.28647559
Gabon,1997,1.1921763
Gabon,1998,1.7313439
Gabon,1999,1.2139877
Gabon,2000,1.15485616
Gabon,2001,1.28583741
Gabon,2002,1.20729001
Gabon,2003,1.46758131
Gabon,2004,1.36059829
Gabon,2005,1.11498098
Gabon,2006,1.23508614
Gabon,2007,1.26697806
Gabon,2008,1.07624141
Gabon,2009,1.54809965
Gabon,2010,2.44092455
Gabon,2011,2.10328795
Gabon,2012,2.2102012
Gabon,2013,2.93182963
Gabon,2014,2.35058092
Gambia,1995,1.04110457
Gambia,1996,0.89620451
Gambia,1997,0.9212909
Gambia,1998,1.1948231
Gambia,1999,1.25261532
Gambia,2000,1.23486671
Gambia,2001,1.55374665
Gambia,2002,1.40735689
Gambia,2003,2.12397488
Gambia,2004,2.51485024
Gambia,2005,2.897599
Gambia,2006,3.24463094
Gambia,2007,3.40312534
Gambia,2008,3.5270129
Gambia,2009,3.48232827
Gambia,2010,3.43308687
Gambia,2011,3.73512102
Gambia,2012,3.67221276
Gambia,2013,4.18162845
Gambia,2014,5.04561252
Georgia,1996,0.8742158
Georgia,1997,1.4912791
Georgia,1998,1.19565707
Georgia,1999,1.14052741
Georgia,2000,1.18060889
Georgia,2001,1.38819437
Georgia,2002,1.40035004
Georgia,2003,1.25729464
Georgia,2004,1.30724247
Georgia,2005,1.64850458
Georgia,2006,1.7716621
Georgia,2007,1.44962343
Georgia,2008,1.77997441
Georgia,2009,2.27025857
Georgia,2010,2.28992913
Georgia,2011,1.70062438
Georgia,2012,1.21034891
Georgia,2013,1.27612024
Georgia,2014,1.55273054
Germany,1880,0
Germany,1890,0
Germany,1900,0
Germany,1910,0
Germany,1930,0.06
Germany,1960,3.126596089
Germany,1961,3.210501846
Germany,1962,3.310338694
Germany,1963,3.372494486
Germany,1964,3.360435841
Germany,1965,3.577081267
Germany,1966,3.929575972
Germany,1967,4.084347914
Germany,1968,4.255762058
Germany,1969,4.244460362
Germany,1970,4.033772962
Germany,1971,4.486320424
Germany,1972,4.79065538
Germany,1973,5.124257115
Germany,1974,5.610421824
Germany,1975,6.189627207
Germany,1976,6.202975231
Germany,1977,6.136630607
Germany,1978,6.193285554
Germany,1979,6.065540018
Germany,1980,6.232242011
Germany,1981,6.466178497
Germany,1982,6.289193581
Germany,1983,6.206930202
Germany,1984,6.315098636
Germany,1985,6.421981705
Germany,1986,6.364634637
Germany,1987,6.433747741
Germany,1988,6.549628368
Germany,1989,5.98960459
Germany,1990,5.990098961
Germany,1992,7.232750592
Germany,1993,7.15879265
Germany,1994,7.371866668
Germany,1995,7.67867348
Germany,1996,8.11736955
Germany,1997,8.08569888
Germany,1998,8.04040666
Germany,1999,8.01233001
Germany,2000,7.99875265
Germany,2001,8.03376379
Germany,2002,8.18158775
Germany,2003,8.28938597
Germany,2004,7.91981926
Germany,2005,8.00670184
Germany,2006,7.85851875
Germany,2007,7.73251951
Germany,2008,7.90173866
Germany,2009,8.70986229
Germany,2010,8.5757308
Germany,2011,8.3076223
Germany,2012,8.36111454
Germany,2013,8.56949398
Germany,2014,8.69723732
Ghana,1995,1.62287138
Ghana,1996,2.0189271
Ghana,1997,1.43560553
Ghana,1998,1.77275378
Ghana,1999,1.59337754
Ghana,2000,1.49809434
Ghana,2001,2.04500369
Ghana,2002,1.50885023
Ghana,2003,1.58056238
Ghana,2004,2.39904382
Ghana,2005,2.92394495
Ghana,2006,3.04422816
Ghana,2007,3.72988789
Ghana,2008,3.2230545
Ghana,2009,3.67496336
Ghana,2010,3.82937674
Ghana,2011,3.57552049
Ghana,2012,3.14067583
Ghana,2013,3.24216013
Ghana,2014,2.12888509
Greece,1880,0
Greece,1890,0
Greece,1900,0
Greece,1910,0
Greece,1920,0
Greece,1930,0
Greece,1960,1.353739713
Greece,1961,1.292347128
Greece,1962,1.378436317
Greece,1963,1.379106201
Greece,1964,1.532749477
Greece,1965,1.629024314
Greece,1966,1.679686917
Greece,1967,1.633194662
Greece,1968,1.575334911
Greece,1969,1.575764773
Greece,1970,1.573684111
Greece,1971,1.674380305
Greece,1972,1.670774822
Greece,1973,1.588217806
Greece,1974,1.736065723
Greece,1975,1.790596053
Greece,1976,1.993636483
Greece,1977,2.222800459
Greece,1978,2.293274505
Greece,1979,2.327251437
Greece,1980,2.601179794
Greece,1981,2.762820604
Greece,1982,2.945109605
Greece,1983,2.965740315
Greece,1984,2.90335954
Greece,1985,2.875599271
Greece,1986,3.156796876
Greece,1987,3.024569589
Greece,1988,3.028496763
Greece,1989,3.45696904
Greece,1990,3.352963978
Greece,1991,3.277537343
Greece,1992,3.681309694
Greece,1993,4.129684805
Greece,1994,4.183677619
Greece,1995,4.3013595
Greece,1996,4.32564739
Greece,1997,4.232331
Greece,1998,4.11854775
Greece,1999,4.34042636
Greece,2000,4.5622111
Greece,2001,5.14607034
Greece,2002,5.05564637
Greece,2003,5.14686853
Greece,2004,4.90873744
Greece,2005,5.6273191
Greece,2006,5.79083234
Greece,2007,5.67782836
Greece,2008,5.84985855
Greece,2009,6.78107986
Greece,2010,6.21635375
Greece,2011,6.6828024
Greece,2012,6.27443023
Greece,2013,6.06628752
Greece,2014,4.98503919
Grenada,1995,3.00643432
Grenada,1996,3.01674292
Grenada,1997,3.15786917
Grenada,1998,3.15148881
Grenada,1999,3.70731924
Grenada,2000,3.44699932
Grenada,2001,4.5132388
Grenada,2002,3.52454987
Grenada,2003,3.05506691
Grenada,2004,2.70056389
Grenada,2005,2.9189364
Grenada,2006,3.20818176
Grenada,2007,2.89789097
Grenada,2008,2.69154161
Grenada,2009,3.07333463
Grenada,2010,3.10052625
Grenada,2011,3.04019063
Grenada,2012,3.04594194
Grenada,2013,2.78244427
Grenada,2014,2.82735742
Guatemala,1995,1.56825183
Guatemala,1996,1.47408881
Guatemala,1997,1.65235263
Guatemala,1998,1.68789776
Guatemala,1999,1.82256832
Guatemala,2000,1.90628799
Guatemala,2001,2.16538254
Guatemala,2002,2.12695041
Guatemala,2003,2.25078009
Guatemala,2004,2.18862221
Guatemala,2005,2.15193385
Guatemala,2006,2.38932787
Guatemala,2007,2.26818626
Guatemala,2008,2.31978797
Guatemala,2009,2.5169934
Guatemala,2010,2.37549694
Guatemala,2011,2.15314798
Guatemala,2012,2.14774653
Guatemala,2013,2.3218893
Guatemala,2014,2.33472902
Guinea,1995,1.24440635
Guinea,1996,0.76922423
Guinea,1997,0.75397171
Guinea,1998,0.94858287
Guinea,1999,1.034079
Guinea,2000,1.09593945
Guinea,2001,1.27041596
Guinea,2002,1.31330023
Guinea,2003,1.31331175
Guinea,2004,0.87968225
Guinea,2005,0.55486584
Guinea,2006,0.66542757
Guinea,2008,0.7846244
Guinea,2009,1.34649864
Guinea,2010,2.01176889
Guinea,2011,1.97715897
Guinea,2012,2.09894618
Guinea,2013,2.37824284
Guinea,2014,2.73624478
Guinea-Bissau,1995,1.59182256
Guinea-Bissau,1996,2.10738801
Guinea-Bissau,1997,2.24932414
Guinea-Bissau,1998,2.20708166
Guinea-Bissau,1999,1.45868903
Guinea-Bissau,2000,0.51596524
Guinea-Bissau,2002,1.29016916
Guinea-Bissau,2003,1.29615357
Guinea-Bissau,2004,0.85529617
Guinea-Bissau,2005,1.08353819
Guinea-Bissau,2006,1.06854651
Guinea-Bissau,2007,1.36320144
Guinea-Bissau,2008,1.15778754
Guinea-Bissau,2009,1.91662708
Guinea-Bissau,2010,1.84945341
Guinea-Bissau,2011,1.04697493
Guinea-Bissau,2012,1.59137059
Guinea-Bissau,2013,1.62501237
Guinea-Bissau,2014,1.14512231
Guyana,1995,4.12369198
Guyana,1996,4.04218257
Guyana,1997,4.26722281
Guyana,1998,4.31401355
Guyana,1999,3.81580525
Guyana,2000,4.95494348
Guyana,2001,4.89801031
Guyana,2002,4.94658054
Guyana,2003,4.74972888
Guyana,2004,4.54830727
Guyana,2005,4.35965865
Guyana,2006,3.04494427
Guyana,2007,4.68579605
Guyana,2008,5.59724601
Guyana,2009,5.30091141
Guyana,2010,4.46058371
Guyana,2011,4.57147769
Guyana,2012,4.33943785
Guyana,2013,2.89615344
Guyana,2014,3.11969809
Haiti,1995,2.70077832
Haiti,1996,2.4568023
Haiti,1997,2.44421813
Haiti,1998,2.03184279
Haiti,1999,1.6966529
Haiti,2000,1.67955659
Haiti,2001,1.47257876
Haiti,2002,1.41110647
Haiti,2003,1.5853491
Haiti,2004,2.02926952
Haiti,2005,0.93849496
Haiti,2006,1.35559353
Haiti,2007,1.32660942
Haiti,2008,1.35599984
Haiti,2009,1.3726482
Haiti,2010,1.41058325
Haiti,2011,1.80632117
Haiti,2012,0.98027129
Haiti,2013,1.72454126
Haiti,2014,1.55951642
Honduras,1995,2.86657957
Honduras,1996,2.46060758
Honduras,1997,2.37295217
Honduras,1998,2.92390839
Honduras,1999,2.90275734
Honduras,2000,3.59297017
Honduras,2001,3.61645901
Honduras,2002,3.90616853
Honduras,2003,4.73308694
Honduras,2004,4.20717731
Honduras,2005,3.90589865
Honduras,2006,3.48897019
Honduras,2007,3.63946928
Honduras,2008,3.7255736
Honduras,2009,4.55417153
Honduras,2010,4.21561072
Honduras,2011,3.91684188
Honduras,2012,4.45364758
Honduras,2013,4.45707485
Honduras,2014,4.41783425
Hungary,1991,6.098501515
Hungary,1992,6.476475576
Hungary,1993,6.498467188
Hungary,1994,6.933316108
Hungary,1995,6.06578493
Hungary,1996,5.70763144
Hungary,1997,5.48077096
Hungary,1998,5.29304724
Hungary,1999,5.21569248
Hungary,2000,4.99226279
Hungary,2001,4.90774789
Hungary,2002,5.24166092
Hungary,2003,5.98682946
Hungary,2004,5.62590499
Hungary,2005,5.7983159
Hungary,2006,5.65115926
Hungary,2007,5.05082807
Hungary,2008,4.91256727
Hungary,2009,4.95861491
Hungary,2010,5.11749481
Hungary,2011,5.02988706
Hungary,2012,4.91010603
Hungary,2013,4.9058284
Hungary,2014,4.88308191
Iceland,1960,1.760338907
Iceland,1961,2.290236843
Iceland,1962,2.557757386
Iceland,1963,2.152932476
Iceland,1964,2.55049103
Iceland,1965,2.43581779
Iceland,1966,2.609804775
Iceland,1967,3.153097467
Iceland,1968,3.461164577
Iceland,1969,3.420087019
Iceland,1970,3.237981019
Iceland,1971,3.558795294
Iceland,1972,4.277029892
Iceland,1973,3.94394172
Iceland,1974,4.795707853
Iceland,1975,5.159374958
Iceland,1976,4.83125983
Iceland,1977,4.798353089
Iceland,1978,5.301688679
Iceland,1979,5.986593297
Iceland,1980,5.431093645
Iceland,1981,5.583670883
Iceland,1982,5.865758897
Iceland,1983,6.471200612
Iceland,1984,5.9139022
Iceland,1985,6.128695398
Iceland,1986,6.505482877
Iceland,1987,6.728635023
Iceland,1988,7.248371078
Iceland,1989,7.038868352
Iceland,1990,6.734137114
Iceland,1991,6.897824345
Iceland,1992,6.929038135
Iceland,1993,6.881635498
Iceland,1994,6.751701484
Iceland,1995,6.88713759
Iceland,1996,6.79741297
Iceland,1997,6.49311732
Iceland,1998,7.03736898
Iceland,1999,7.77504317
Iceland,2000,7.54498042
Iceland,2001,7.40536903
Iceland,2002,8.074376
Iceland,2003,8.23128934
Iceland,2004,7.79429638
Iceland,2005,7.49948502
Iceland,2006,7.34951034
Iceland,2007,7.22544354
Iceland,2008,7.27430979
Iceland,2009,7.47948052
Iceland,2010,7.11606407
Iceland,2011,6.97224335
Iceland,2012,6.99404794
Iceland,2013,7.06758083
Iceland,2014,7.17970594
India,1995,1.05151096
India,1996,1.00671418
India,1997,1.07253618
India,1998,1.1043344
India,1999,1.13045899
India,2000,1.11244301
India,2001,1.07799618
India,2002,1.02576199
India,2003,0.98493051
India,2004,1.02268177
India,2005,1.1342577
India,2006,1.11061062
India,2007,1.09960072
India,2008,1.16274094
India,2009,1.22097108
India,2010,1.16101581
India,2011,1.17537664
India,2012,1.18387275
India,2013,1.28688659
India,2014,1.40723762
Indonesia,1995,0.70897905
Indonesia,1996,0.72678213
Indonesia,1997,0.6768522
Indonesia,1998,0.70806503
Indonesia,1999,0.77264556
Indonesia,2000,0.72468259
Indonesia,2001,0.9635658
Indonesia,2002,0.88427274
Indonesia,2003,1.01530118
Indonesia,2004,0.93487114
Indonesia,2005,0.803211
Indonesia,2006,0.91258309
Indonesia,2007,1.12642589
Indonesia,2008,1.00579762
Indonesia,2009,1.01954942
Indonesia,2010,1.03300414
Indonesia,2011,1.02891405
Indonesia,2012,1.14773652
Indonesia,2013,1.15362899
Indonesia,2014,1.0755363
Iran,1995,1.67607169
Iran,1996,1.72567844
Iran,1997,1.94221657
Iran,1998,2.13765103
Iran,1999,1.86003165
Iran,2000,1.8631225
Iran,2001,2.19473642
Iran,2002,2.18927472
Iran,2003,2.34823934
Iran,2004,2.23931692
Iran,2005,2.3334582
Iran,2006,2.56809019
Iran,2007,2.42396485
Iran,2008,2.43782038
Iran,2009,2.87914109
Iran,2010,2.68468208
Iran,2011,2.47903326
Iran,2012,2.68760016
Iran,2013,2.73404016
Iran,2014,2.84080215
Iraq,2003,1.97933709
Iraq,2004,4.05040922
Iraq,2005,2.78387228
Iraq,2006,1.91357157
Iraq,2007,2.56524357
