Entity,Year,all_species_number,bau_habitat_loss_all,combined_habitat_loss_all,diets_habitat_loss_all,waste_habitat_loss_all,trade_habitat_loss_all,yields_habitat_loss_all,amphibian_species_number,bau_habitat_loss_amphibians,combined_habitat_loss_amphibians,diets_habitat_loss_amphibians,waste_habitat_loss_amphibians,trade_habitat_loss_amphibians,yields_habitat_loss_amphibians,bird_species_number,bau_habitat_loss_birds,combined_habitat_loss_birds,diets_habitat_loss_birds,waste_habitat_loss_birds,trade_habitat_loss_birds,yields_habitat_loss_birds,mammal_species_number,bau_habitat_loss_mammals,combined_habitat_loss_mammals,diets_habitat_loss_mammals,waste_habitat_loss_mammals,trade_habitat_loss_mammals,yields_habitat_loss_mammals,bau_change_cropland_km2,combined_change_cropland_km2,diets_change_cropland_km2,yields_change_cropland_km2,waste_change_cropland_km2,trade_change_cropland_km2,countries_losing_25_species,bau_change_pct,combined_change_pct,diets_change_pct,yields_change_pct,waste_change_pct,trade_change_pct,species_losing_more_25pct,species_losing_more_50pct,species_losing_more_75pct,species_losing_more_90pct,species_losing_more_25pct_yields,species_losing_more_50pct_yields,species_losing_more_75pct_yields,species_losing_more_90pct_yields,species_losing_more_25pct_combined,species_losing_more_50pct_combined,species_losing_more_75pct_combined,species_losing_more_90pct_combined
Jamaica,2050,343,-3.965180007,4.632268179,2.123649974,-1.387262364,-4.185546333,-1.830770855,20,-1.554859935,10.45621356,7.891088498,1.220736115,-1.574680896,3.938346598,309,-4.111227572,4.251962547,1.730606028,-1.536209212,-4.341906933,-2.234454852,14,-4.185015987,4.706234777,2.559493443,-1.825504775,-4.464252288,-1.162484723,58.724763,-692.793612,-532.888941,-255.959272,-109.045522,58.724763,,3.83224156,-45.2101011,-34.77509388,-16.70330725,-7.116057349,3.83224156,,,,,,,,,,,,
Japan,2050,742,-0.882761866,3.018685135,0.914238378,0.824958079,-1.052145231,0.72900063,44,-0.558407516,0.228424409,-1.125622159,0.599319436,-0.59057322,-0.422182572,597,-1.14526307,3.206904191,1.020970381,0.560837539,-1.306579785,0.714622865,101,0.527551274,3.121701918,1.172009245,2.484443851,0.25070883,1.315491588,-1251.51661,-1641.94568,3928.56365,-1635.47575,-5848.90027,-1251.51661,,-3.940859872,-5.170269248,12.37052606,-5.149896296,-18.41741147,-3.940859872,,,,,,,,,,,,
Jersey,2050,2,-3.393922927,15.89903497,10.88881936,6.330675627,-9.523039859,-3.397086931,,,,,,,,,,,,,,,2,-3.393922927,15.89903497,10.88881936,6.330675627,-9.523039859,-3.397086931,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,2050,504,-2.673573699,3.864943261,-0.060642756,-0.718341192,-2.748734507,1.572371079,4,-0.720829578,5.880810496,0.885164437,1.92867109,-1.864149542,4.951531868,422,-2.583534166,3.621278244,0.009862304,-0.786910683,-2.602137592,1.318584515,78,-3.260851383,5.079855678,-0.490596144,-0.483106885,-3.587224738,2.772131163,-398.593549,-512.693912,-315.912816,-626.372489,-682.484147,-276.296838,,-21.0399073,-27.06273699,-16.67557436,-33.06330255,-36.02517709,-14.58443037,,,,,,,,,,,,
Kazakhstan,2050,659,0.043709111,5.440040786,2.904009145,2.023420055,-0.442622504,2.533515029,8,2.162098731,5.126121417,4.408788302,3.332892699,1.512352785,2.95240585,496,-0.953690075,4.234392085,1.608043835,0.801398639,-1.215417557,1.793282611,155,3.126050268,9.314318918,6.973432113,5.8663029,1.929419713,4.880638592,-40348.9475,-65183.1834,-56247.74416,-40348.9477,-57043.6453,-31124.7726,,-26.34184762,-42.55490146,-36.7213917,-26.34184775,-37.24099649,-20.31983652,,,,,,,,,,,,
Kenya,2050,1542,-14.89488846,3.220018934,-11.47730869,-11.57700231,-11.17129756,0.215955716,65,-19.02330786,3.735962104,-14.79442024,-15.36121883,-13.66609148,-0.049219639,1130,-12.17094339,2.863518839,-9.325527109,-9.347559616,-9.221245658,0.21553506,347,-22.99203737,4.284309427,-17.86319035,-18.12828811,-17.05428616,0.266998194,58381.55406,-9214.34208,48604.55418,1561.92995,45785.62263,36878.16351,422,118.8177096,-18.75296125,98.91963129,3.17882835,93.18256253,75.05416722,,,,,,,,,,,,
Kiribati,2050,79,-2.665078901,-0.508908458,-1.484799722,-1.899983083,-2.680240708,-2.00998277,,,,,,,,78,-2.69924658,-0.515432925,-1.503835616,-1.92434184,-2.714602769,-2.035751779,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2050,388,-2.490380867,3.805015614,0.242476423,-0.676540227,-2.516361995,1.467125741,,,,,,,,357,-2.105395728,3.868788024,0.562281878,-0.35530411,-2.187934194,1.478324916,31,-6.923919394,3.07060431,-3.440444458,-4.375936808,-6.298578928,1.338154591,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,2050,431,-0.976609739,4.764311979,1.824337369,1.042031148,-1.343493979,2.035794874,2,0,0,0,0,0,0,352,-1.47402979,4.190629886,1.198724538,0.365438743,-1.683636818,1.681629432,77,1.271944008,7.510607055,4.731667125,4.162090746,0.176548766,3.707714686,2949.155074,-417.916599,633.730384,2949.155054,1038.066724,3985.811884,,30.30773742,-4.294825545,6.512690447,30.30773722,10.66795503,40.96120311,,,,,,,,,,,,
Laos,2050,1031,-1.248130961,4.019190057,1.512571498,1.001574934,-1.500423118,1.248177282,75,0.044389388,5.167203913,2.976924173,2.455454729,-0.193822156,1.680866058,724,-1.327230915,4.211590996,1.571234302,0.935641176,-1.563677776,1.416241948,232,-1.419125181,3.047641268,0.856113217,0.737329486,-1.725417514,0.583821781,3757.56294,-1386.458879,1340.17446,-1136.430975,2026.02286,4954.53418,,34.52634502,-12.73946927,12.31418516,-10.44208934,18.61609916,45.52470824,,,,,,,,,,,,
Latin America,2050,7935,-4.19,0.96,-0.31,-2.59,-4.4,-2.09,1977,-5.05,-0.43,-1.49,-3.48,-5.37,-2.62,4433,-3.98,-0.5,-1.09,-2.6,-4.14,-2.39,1525,-4.83,-0.43,-1.13,-3.2,-5.12,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2050,398,-0.371096782,5.547976473,2.845531355,1.677783135,-0.93307778,2.369921269,7,1.983235829,6.641070316,5.531700812,3.816984496,0.905037933,3.079603008,327,-1.067211776,4.712551133,1.833681656,0.823024293,-1.415130858,1.861837397,64,2.928110639,9.696920683,7.721651126,5.811091444,1.328868262,4.888290862,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,2050,452,-1.875816593,4.71213281,0.963768367,0.261194753,-2.185933716,2.093038084,6,-1.432629128,7.005629812,0.935618047,1.880493135,-2.937059401,5.577770113,377,-1.813131773,4.098513368,0.791944048,0.038263343,-1.997140205,1.638959205,69,-2.256849954,7.865372629,1.905024459,1.338431725,-3.152142408,4.27099961,295.174779,-339.876185,416.51608,-596.921549,-302.682814,540.755719,,10.89750462,-12.5478278,15.37728231,-22.0376394,-11.17469242,19.96406321,,,,,,,,,,,,
Lesotho,2050,412,-7.709501718,3.27398627,-4.297915994,-5.561416892,-6.648739806,1.315919875,19,-7.593360006,5.038368441,-2.380810313,-5.081437141,-7.891823637,3.048285073,317,-6.811230442,2.892801075,-3.864190068,-4.878620895,-5.804729178,1.085866924,76,-11.48527391,4.422834239,-6.586286076,-8.529389872,-9.858381601,1.842391543,1193.858069,-518.52953,669.489228,-443.630678,667.787114,1481.297502,36,51.41609521,-22.33160237,28.8330102,-19.10592035,28.75970496,63.79529977,,,,,,,,,,,,
Liberia,2050,818,-13.52517738,2.43213353,-9.840875385,-10.51093256,-10.83512601,-0.4867587,53,-33.73224446,4.528979785,-26.97154123,-27.85858107,-27.52815662,-1.578634787,594,-9.380824971,2.110674909,-6.488021807,-7.090096023,-7.582390701,-0.235773088,171,-21.65833982,2.898879551,-16.1781253,-17.01708185,-16.96023799,-1.020185724,4648.15615,-3173.288092,3108.012947,-2204.092701,3370.208192,2518.877945,174,77.49206578,-52.90369808,51.81545886,-36.7456882,56.18666553,41.99365278,,,,,,,,,,,,
Libya,2050,411,-2.872400073,3.481342716,-0.465936554,-0.996340806,-2.965182207,1.179277859,2,-0.077685498,-0.004816487,-0.05037608,-0.03182574,-0.111382819,-0.01519784,331,-2.482805351,3.725789988,0.082433736,-0.635845399,-2.574919655,1.307216083,78,-4.597339588,2.53339748,-2.80365049,-2.550866574,-4.694470713,0.666988106,269.411488,-3566.965454,210.688255,-990.990001,-1012.805556,883.271599,,3.721661577,-49.27421016,2.910456378,-13.68957737,-13.99093836,12.20155086,,,,,,,,,,,,
Liechtenstein,2050,301,-0.152107389,6.404132747,3.446256058,2.256345444,-0.931684063,2.723947945,5,0.397075539,5.394543605,3.940125223,2.846883832,-1.019673219,1.135616467,242,-0.932722144,5.040532775,2.020819329,1.080822359,-1.332201339,2.039396764,54,3.295352906,12.60856124,9.788595739,7.469750897,0.871373838,5.938819117,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,2050,334,0.49980346,6.302961306,3.950233281,2.636178591,-0.253009396,2.846223386,6,2.313775134,7.747915368,6.453650947,4.453148579,1.055877589,3.592870176,259,-0.176435502,5.328784419,2.879509574,1.728182806,-0.681250225,2.275769477,69,2.880413039,9.834006079,7.751638124,5.886455236,1.240629052,4.922566602,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,2050,352,-0.19347062,6.128816474,3.350564244,2.11064368,-0.861354347,2.582796839,8,1.860623084,14.52297744,10.57277414,7.983250258,-1.496705515,3.457227448,285,-0.904990228,4.71575894,2.001839225,0.965601335,-1.211172319,1.90963251,59,2.965009696,11.81641155,8.886309182,6.845494793,0.914593644,5.715955976,,,,,,,,,,,,,,,,,,,,,,,,,
Macao,2050,55,-1.166231565,3.63861676,1.216256563,0.620798228,-1.220947719,1.29471893,8,1.137852338,4.120224993,2.562811791,2.940763473,1.14081483,2.033800597,45,-1.593018659,3.523916868,0.947181492,0.153473267,-1.649832908,1.165277012,2,-0.779857553,4.292931385,1.88422473,1.855748885,-1.018081159,1.250835411,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,2050,642,-8.686755746,1.208992146,-6.682959972,-6.964647623,-8.364622076,0.584985592,167,-8.686867679,1.102559551,-7.069445368,-7.165026584,-8.684383838,1.110395242,279,-6.871054499,1.297775536,-4.757195839,-5.225508845,-6.35754402,0.196486193,196,-11.27125552,1.173296625,-9.094924931,-9.26952738,-10.94918618,0.690332126,42792.91788,-5900.41846,34871.85873,-5622.60262,35294.50283,42792.91788,43,136.7628891,-18.85728564,111.4477906,-17.96940748,112.7985287,136.7628891,,,,,,,,,,,,
Malawi,2050,917,-12.66853076,3.484574084,-8.635016583,-9.785565346,-9.549814028,1.074835076,62,-12.53764711,2.843400194,-8.332779769,-9.749572956,-8.568769369,0.989876326,660,-10.62781602,3.162691995,-7.154682742,-8.129571676,-8.153618375,0.944479125,195,-19.61717957,4.77788157,-13.74147308,-15.40191073,-14.58732121,1.543052357,37442.92351,-21832.95313,15936.01777,-12285.10251,27431.51929,22786.11588,204,104.4691957,-60.9159446,44.46295331,-34.2765644,76.53645842,63.57535622,,,,,,,,,,,,
Malaysia,2050,1221,-3.706959031,2.209447946,-1.019472077,-0.720992174,-3.806368028,-2.25003918,145,-6.941588046,1.264657441,-3.600341168,-1.975013746,-7.041093046,-6.671889319,775,-2.609943505,2.720636788,-0.053593152,-0.265595694,-2.711548545,-0.670365251,301,-4.973290679,1.348395691,-2.263093835,-1.289427868,-5.066999163,-4.187178796,99310.25903,861.34787,69659.34173,99310.25903,42182.58493,99310.25903,,133.7788839,1.160304664,93.83672019,133.7788839,56.82332507,133.7788839,,,,,,,,,,,,
Maldives,2050,172,-3.966818156,3.717433642,-0.443898731,-1.705087658,-3.865813122,0.690619233,1,-0.007697912,-0.002893157,-0.015211178,-0.034592319,-0.00295153,-0.006839556,169,-4.009355244,3.754611088,-0.464877307,-1.728251839,-3.904798693,0.687051107,2,-2.351994362,2.436102932,1.114447196,-0.582962044,-2.502963179,1.340855311,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,2050,785,-12.35193802,2.642290099,-9.234016682,-9.672760503,-10.38526681,-0.770932045,20,-27.68261527,3.631166158,-22.57753941,-22.61426903,-22.76727854,-3.709449697,621,-10.47295033,2.787577837,-7.538910168,-8.015042245,-8.883011327,-0.302298845,144,-18.32581172,1.878392832,-14.69089648,-15.02423875,-15.14401976,-2.383785267,68735.38133,23872.78707,65219.47373,15392.0415,54880.21763,78142.29693,192,148.37581,51.533054,140.7861869,33.22607048,118.4673248,168.6820728,,,,,,,,,,,,
Malta,2050,379,-2.034120749,4.260450735,0.733348042,-0.075171539,-2.245474662,1.561984164,1,-0.00895622,-0.005599876,-0.011672196,-0.003640544,-0.013607918,-0.008845887,360,-2.189367087,4.067744218,0.538446892,-0.30017352,-2.326304158,1.42189448,18,0.95829687,8.351583888,4.67276105,4.420894153,-0.752877328,4.45104618,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,2050,100,-2.749210505,0.31652879,-1.192903086,-1.73911885,-2.732158847,-1.370764238,,,,,,,,99,-2.776980308,0.31972605,-1.204952612,-1.756685707,-2.759756411,-1.384610341,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,2050,273,-4.076695376,3.01726685,0.61394101,-1.873440859,-4.267659403,-2.221261076,4,0,0,0,0,0,0,260,-4.116734102,2.871761392,0.483802697,-1.901693847,-4.287319238,-2.275619917,9,-4.731885673,8.561765344,4.646354931,-1.889883835,-5.596446129,-1.638121703,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,2050,639,-9.326136782,2.330208294,-6.539235656,-7.056576241,-8.097656696,-0.465908753,10,-16.79324483,1.543255347,-14.29541814,-13.80348481,-14.0080376,-2.671151319,534,-8.608920123,2.680583257,-5.811933504,-6.355690781,-7.523832397,-0.168164366,95,-12.57163799,0.443569337,-9.810999072,-10.28608939,-10.70100793,-1.907414826,5202.476815,2472.989257,5237.344751,1479.24639,4439.80984,5910.022901,113,150.7149808,71.64213154,151.7250997,42.85354825,128.6206318,171.2124858,,,,,,,,,,,,
Mauritius,2050,146,-6.417963321,-2.194093372,-4.739732259,-5.35780979,-6.197763719,-3.562254327,1,0,0,0,0,0,0,136,-6.567194597,-2.27015394,-4.862567889,-5.501476957,-6.343412714,-3.651512642,9,-4.876019956,-1.288521831,-3.410186318,-3.782151476,-4.685485993,-2.609268048,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,2050,88,-4.906517391,1.01325855,-2.842548022,-3.4628462,-4.417730151,-0.625918169,,,,,,,,84,-4.259992459,0.938680043,-2.268421089,-2.909793029,-3.86869927,-0.683790244,4,-18.48354095,2.579407205,-14.89921362,-15.07696279,-15.94737866,0.589395399,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2050,1858,-3.503322808,4.731465894,2.486172683,-1.176764395,-3.720779681,-0.856767534,280,-3.453120627,9.20740814,6.092541639,-0.28182158,-3.562751107,0.955904069,1132,-3.241563277,3.161005867,1.282841542,-1.336118335,-3.479814169,-1.247340698,446,-4.19921608,5.907467958,3.276279284,-1.334153024,-4.431589007,-1.003447415,15023.8354,-68935.97672,-50453.9183,-11729.8465,-4100.1605,15023.8354,,9.210117621,-42.26007787,-30.92995294,-7.19079137,-2.513536621,9.210117621,,,,,,,,,,,,
Micronesia,2050,166,-2.956391428,0.877376427,-1.20859088,-1.655006365,-2.90672028,-1.035809568,,,,,,,,160,-2.864834188,1.048193088,-1.090817603,-1.536359246,-2.813295192,-0.927664899,6,-5.397917837,-3.677734513,-4.349211586,-4.818929526,-5.398055968,-3.919667415,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,2050,322,0.149207518,7.432952825,4.117160827,2.758060593,-0.594606612,3.691753963,8,1.900300063,5.521885956,4.336984642,3.347917327,1.095957314,3.32704276,242,-1.120438321,5.595293953,2.178431583,1.061852627,-1.429397158,2.409369376,72,4.222062415,13.82186924,10.60902036,8.393664396,2.023376734,8.042514511,3156.25265,-4169.60338,-995.65633,-2322.39812,278.30712,4722.52213,,19.72466317,-26.05749011,-6.222247684,-14.51357852,1.739250563,29.51289667,,,,,,,,,,,,
Monaco,2050,64,0.288999112,6.524678514,3.517266911,3.058094208,-0.9096809,2.943003604,2,-3.042541744,13.12419441,1.889991141,4.442102547,-7.048694383,8.239447785,35,-1.577128941,1.730292556,-0.269663471,-0.521984224,-1.66393567,0.319605953,27,2.954834801,12.25077025,8.546789685,7.596417483,0.522798503,5.951375065,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,2050,538,0.248376007,4.955907906,2.614936597,2.182315874,-0.104555639,2.245042103,3,1.455568739,4.629274342,2.811396859,3.351850911,1.381512217,2.026497602,402,-0.401730574,4.605190609,2.076055031,1.499221542,-0.673708778,1.861864462,133,2.186129897,6.023338391,4.239305084,4.220626521,1.582221491,3.408147707,-213.314367,-85.754549,223.596988,-624.127907,-442.464476,-91.244226,,-12.5007405,-5.025425052,13.10332709,-36.57541268,-25.92949398,-5.34713347,,,,,,,,,,,,
Montenegro,2050,479,-0.322193612,6.047330822,2.997055159,2.10185005,-1.065732104,2.639591498,9,2.134351793,10.98083782,7.288756529,7.753539799,-0.640433532,3.527499912,383,-1.15492595,4.428884702,1.533230359,0.69230112,-1.464428177,1.757161196,87,3.089617615,12.66185152,8.997280287,7.722448123,0.645450756,6.432460809,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,2050,233,-4.136017395,3.148816717,0.758962083,-1.831665886,-4.355929303,-2.241844541,2,0,0,0,0,0,0,222,-4.174652386,3.108664803,0.688043599,-1.851117258,-4.380235897,-2.309838979,9,-4.102135918,4.838967656,2.676942933,-1.758902254,-4.724350936,-1.062836089,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,2050,544,-3.404523872,3.771741456,-0.674179403,-1.198568707,-3.656476138,1.266354286,9,-15.13452757,13.02836857,-8.885529379,-5.169870492,-20.28122028,11.14379423,435,-2.681147649,3.399664395,-0.124231655,-0.850569875,-2.752622411,0.887213215,100,-5.495510113,4.557180228,-2.327430607,-2.354946466,-6.092012882,2.026648346,30462.54889,-17181.05195,18888.63942,-17095.66211,16215.73291,38607.68971,,44.04353136,-24.8408038,27.30967739,-24.71734499,23.44512088,55.81998403,,,,,,,,,,,,
Mozambique,2050,994,-11.25803221,3.170690947,-7.444066432,-8.646384583,-8.650744241,0.816805222,65,-9.103364138,2.310767415,-5.65036784,-7.114884898,-6.444832814,0.68276963,715,-9.535178319,2.764242285,-6.269147309,-7.26720604,-7.436416622,0.651539597,214,-17.66875165,4.789877038,-11.91442896,-13.7195628,-13.37798017,1.4096895,29841.90926,-19551.9864,19846.42569,-11408.71367,22172.84695,14205.69598,175,61.73444292,-40.44751218,41.05662353,-23.60139148,45.86932902,29.38755426,,,,,,,,,,,,
Myanmar,2050,1459,-1.701266319,3.860235624,1.216454234,0.620820831,-1.942615522,0.928364394,95,-1.199481554,5.701526404,2.674928551,1.878915373,-1.54776281,1.55004376,1083,-1.758970724,3.79692993,1.111670721,0.460660602,-1.96222396,0.966470714,281,-1.648510737,3.481721183,1.127221081,0.812758718,-2.000533918,0.571322814,37921.1855,-2194.2112,5167.8768,26576.2658,18284.8309,54102.5618,,23.70057449,-1.371372369,3.229900316,16.61004947,11.42793905,33.81386365,,,,,,,,,,,,
Namibia,2050,859,-8.420295246,2.678310024,-5.451466018,-6.271319533,-6.603843039,0.812206677,36,-4.340583567,2.105936696,-2.550931593,-3.067891099,-3.072323714,1.300614305,647,-7.549544556,2.418672638,-4.835198671,-5.585593547,-5.99362431,0.632173207,176,-12.45578,3.74984882,-8.310239951,-9.447388493,-9.569446526,1.374132703,-2020.829565,-2359.689951,-2207.79521,-2020.829573,-2294.01259,-1874.306221,107,-52.99802335,-61.88493343,-57.90136096,-52.99802356,-60.16248718,-49.15532046,,,,,,,,,,,,
Nauru,2050,56,-2.218463635,-0.761723819,-1.482313208,-1.683696674,-2.208673289,-1.66093984,,,,,,,,55,-2.258799337,-0.775573343,-1.509264357,-1.714309341,-2.248830985,-1.691138746,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,2050,1093,-2.244595145,4.840493865,1.716722394,0.192482366,-2.494318826,2.221494966,38,-2.35689748,8.053072825,3.552310576,0.915898187,-3.200084283,5.628329971,872,-2.129748332,4.353932139,1.399801016,0.085065569,-2.34700993,1.773955601,183,-2.768523733,6.491880884,2.845701034,0.554108849,-3.049697348,3.646602046,-103.53669,-20669.59562,-6647.23461,-21062.65682,-5208.73893,3621.86419,26,-0.22670831,-45.25901961,-14.55506567,-46.11968302,-11.40527477,7.930586811,,,,,,,,,,,,
Netherlands,2050,525,-1.021007474,5.256048503,2.384271366,1.180852152,-1.571017023,1.718975924,10,-0.350540953,8.223056956,5.463321038,3.710334209,-2.094754174,0.237359315,448,-1.574578385,4.271088765,1.405181187,0.334487517,-1.871328891,1.235892972,67,2.580411968,11.39921086,8.471463959,6.462591494,0.515208179,5.170279335,370.630258,-979.465043,-361.585991,370.630258,-565.679038,881.939226,,6.299551269,-16.64783196,-6.145827113,6.299551269,-9.614768424,14.99019913,,,,,,,,,,,,
New Caledonia,2050,179,-1.555647289,0.651182952,-0.559613803,-0.720843729,-1.508860483,-0.665504361,,,,,,,,173,-1.576901194,0.671781768,-0.561336587,-0.734753437,-1.528306437,-0.658818696,6,-0.94282634,0.057250416,-0.50994018,-0.319780481,-0.948168789,-0.858274364,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2050,375,-1.091919254,1.030928554,-0.086374009,-0.208856836,-1.120925883,-0.367543927,4,3.979730074,13.89642851,9.072749963,7.894735075,3.975610573,3.619819882,351,-1.2596952,0.711512094,-0.342177301,-0.461380355,-1.258969046,-0.531055701,20,0.838218724,4.063587433,2.571148955,2.602212536,0.282424343,1.704614938,82.889042,-19.338817,621.658199,-56.972494,-453.710832,82.889042,,3.329833806,-0.776882505,24.97336725,-2.288709484,-18.2265548,3.329833806,,,,,,,,,,,,
Nicaragua,2050,939,-4.862212306,3.542811698,0.960886908,-2.70635751,-5.47504661,-1.258926806,56,-10.35812,5.911584631,0.751704031,-6.611566238,-12.76760885,-1.210514948,713,-4.091048773,3.150781473,0.919926802,-2.12545751,-4.508678724,-1.300859961,170,-6.286146239,4.406730908,1.201585713,-3.856298755,-7.125851417,-1.099001655,9619.1852,-695.249634,3076.43995,1966.54632,7781.39136,11235.19223,25,94.79844838,-6.851784758,30.3187565,19.38059575,76.68672677,110.7244292,,,,,,,,,,,,
Niger,2050,651,-12.42284027,2.702681988,-9.197954701,-9.688082133,-10.5917481,-0.749305298,14,-26.48556788,2.30767304,-22.00742996,-21.77575937,-22.00002017,-4.03915668,505,-10.78396789,2.922911417,-7.714492324,-8.237172337,-9.297439846,-0.363927109,132,-17.20126728,1.902032471,-13.51474142,-13.9568849,-14.33348945,-1.87474519,248430.5852,28661.5529,165541.5143,47076.9679,198276.7141,277938.0823,163,220.8468018,25.47919889,147.1610831,41.84991067,176.2616231,247.0780179,,,,,,,,,,,,
Nigeria,2050,1279,-14.0980563,3.126010122,-10.02876142,-10.66345284,-11.15893999,-0.840834109,84,-25.2878489,3.029785348,-18.13679292,-18.98423937,-18.78059344,-3.261500855,923,-9.87427793,2.232299659,-6.896130443,-7.455781876,-8.065478652,-0.320890302,272,-24.97528004,6.18842791,-18.15502521,-18.97865222,-19.30249119,-1.857643399,381307.419,-174674.5602,208507.0415,10093.0666,210331.9277,214460.4782,293,84.18733586,-38.56569564,46.0354335,2.228407698,46.43834281,47.34986892,,,,,,,,,,,,
Niue,2050,54,-2.115419157,-1.117646022,-1.641613323,-1.747732656,-2.077234291,-1.604354195,,,,,,,,52,-2.181542327,-1.162413985,-1.694936719,-1.812254205,-2.141855185,-1.661070895,2,-0.396216748,0.046321009,-0.255205037,-0.070172377,-0.397091069,-0.129719993,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,2050,78,-1.895152311,-0.805901871,-1.37278703,-1.477244219,-1.882366365,-1.564123837,,,,,,,,77,-1.919764679,-0.816368129,-1.390615433,-1.496429209,-1.906812681,-1.584437134,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
North Africa,2050,1032,-2.86,1.87,1.08,-1.29,-2.97,0.48,46,-3.4,-0.4,-2.69,-1.91,-4.37,-0.6,673,-3.55,-0.64,-2.52,-2.56,-3.39,-1.13,313,-3.7,-0.5,-2.84,-2.44,-3.91,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,
North America,2050,1341,-3.67,1.83,0.52,-0.86,-3.86,-3.11,196,-6.57,-0.05,-0.08,-0.83,-6.7,-6.53,773,-3.12,-0.39,-0.66,-1.28,-3.29,-2.57,372,-4.07,-0.06,-0.13,-0.75,-4.28,-3.88,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,2050,443,0.151948605,5.325659544,2.600091227,2.465004633,-0.127081847,2.16559758,14,1.848300337,7.517427749,3.459033375,5.469064287,1.454474853,4.061060682,364,-0.28548143,4.732508345,2.157619896,1.799772726,-0.517000542,1.736102668,65,2.236188734,8.175233108,4.892927759,5.543275077,1.715819863,4.162515501,1988.68629,-2832.59212,5379.11744,-8230.38653,-2387.95536,4387.59332,,7.270313462,-10.35549585,19.66517803,-30.08895384,-8.72997621,16.0403272,,,,,,,,,,,,
North Macedonia,2050,426,-0.288724405,6.933723291,3.407023223,2.386529679,-1.090483985,3.30457363,8,1.936030994,9.876090548,7.174978214,5.613662236,-0.059861598,4.000300634,336,-1.3930051,4.891901408,1.541933968,0.64159157,-1.705224876,2.041706858,82,4.01908377,15.01315274,10.6817348,9.221677781,1.327905777,8.411371427,-12418.3188,-19118.86756,-16124.45302,-14785.42185,-17149.0565,-10201.86918,,-31.41587938,-48.36693653,-40.79166265,-37.40417982,-43.38370589,-25.80870219,,,,,,,,,,,,
Northern Mariana Islands,2050,162,-3.186471851,1.829094661,-0.870088741,-1.503629521,-3.14892795,-0.683839961,1,0,0,0,0,0,0,157,-3.159171243,1.950387197,-0.809095916,-1.44486215,-3.120426397,-0.633331347,4,-5.054638685,-2.474363699,-3.481579309,-4.186156219,-5.054845882,-2.837263052,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2050,506,-1.068144049,4.424154038,1.811952013,0.781640695,-1.435783454,1.408270313,4,0.763732154,2.402165663,1.93134375,1.457167925,0.363980334,1.178990207,445,-1.605268842,3.88666201,1.122754425,0.167819984,-1.834108722,1.02087157,57,2.996645921,8.762257653,7.184151311,5.526344328,1.547649683,4.448788929,-91.195305,-303.069175,68.043385,-91.195305,-552.591391,176.559801,,-2.70911587,-9.003199361,2.021347636,-2.70911587,-16.41569275,5.245017371,,,,,,,,,,,,
Oceania,2050,2386,-1.18,0.26,-0.54,-0.6,-1.19,-0.68,339,-0.7,-0.1,-0.8,-0.41,-0.82,-0.58,1581,-1.74,-0.94,-1.42,-1.34,-1.71,-1.33,466,-0.99,-0.27,-0.94,-0.56,-1.09,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,2050,529,-3.331835708,3.339494311,-0.683408377,-1.473708303,-3.164306091,1.08106692,,,,,,,,477,-3.207289832,3.324732822,-0.536030919,-1.382630881,-3.056067352,1.020480814,52,-4.474304614,3.474902584,-2.035313134,-2.309168497,-4.157188377,1.63682793,499.137772,-848.746569,620.424312,-577.68282,-503.79251,768.048966,,17.88994664,-30.42052051,22.23706251,-20.70513475,-18.05678037,27.52818118,,,,,,,,,,,,
