Entity,Year,Sex ratio by age (one-year olds),Sex ratio by age (five-year olds),Sex ratio by age (10 year olds),Sex ratio by age (15 year olds),Sex ratio by age (20 year olds),Sex ratio by age (30 year olds),Sex ratio by age (40 year olds),Sex ratio by age (50 year olds),Sex ratio by age (60 year olds),Sex ratio by age (70 year olds),Sex ratio by age (80 year olds),Sex ratio by age (90 year olds),Sex ratio by age (100 year olds)
Chad,1976,100.8275662,100.4976915,99.54707659,98.03717842,95.57860401,100.2934555,96.9506589,91.37378057,88.71602804,79.58283873,,,
Chad,1977,101.0411176,100.6175915,99.8309253,98.37740385,96.3025849,100.5876197,97.7566868,91.70221274,89.38179737,79.09774436,,,
Chad,1978,101.2045228,100.7211574,100.0882248,98.73817727,96.91808393,100.1025803,98.41701956,91.93473503,89.57310162,79.06477198,,,
Chad,1979,101.3362799,100.8206596,100.2886952,99.09283797,97.29917931,98.53559628,98.84395956,92.00552704,89.16100196,79.60288809,,,
Chad,1980,101.411045,100.9394485,100.431088,99.41995607,97.56300669,96.53824482,99.08211362,92.01563009,88.40168436,80.36499919,,,
Chad,1981,101.5090281,101.0578033,100.551073,99.66631689,97.85042435,94.92920207,99.1840346,92.06749418,87.83710407,81.09509153,,,
Chad,1982,101.3716588,101.1753668,100.6641712,99.94647563,98.17645098,93.44024701,99.16694919,92.0973423,87.26364609,81.65756505,,,
Chad,1983,101.3175217,101.2784451,100.7745872,100.2107757,98.49981277,92.71116754,99.24362104,92.41195845,86.96455273,82.24551374,,,
Chad,1984,101.281974,101.3468512,100.9087397,100.4097803,98.82820578,92.9345573,99.48598353,93.14185595,87.03929068,82.91347207,,,
Chad,1985,101.2867415,101.3586238,101.0579784,100.5510928,99.17663997,93.70305164,99.75378788,94.09803679,87.31740849,83.5713189,,,
Chad,1986,101.2584207,101.373655,101.1898363,100.6378009,99.47398539,94.43557516,99.87780232,94.95700957,87.66516069,84.28139183,,,
Chad,1987,101.4231896,101.3634536,101.305388,100.7387127,99.75959475,95.2020853,100.1586635,95.77278732,88.02965209,84.96654275,,,
Chad,1988,101.5065104,101.3416671,101.38844,100.8710744,99.98752365,95.85822157,99.60161166,96.39990557,88.26894379,85.12,,,
Chad,1989,101.5585118,101.328554,101.420569,101.0253961,100.1659303,96.2511379,97.93796864,96.77699843,88.32615235,84.62409741,,,
Chad,1990,101.5622202,101.3453458,101.3978264,101.1785857,100.3329952,96.46599327,95.90981013,97.00591985,88.31861224,83.8346381,73.01587302,52.55813953,16.66666667
Chad,1991,101.5983039,101.3709944,101.374997,101.2527459,100.437669,96.80623432,94.19407528,97.10558728,88.37282285,83.27507394,73.89202256,56.8627451,16.66666667
Chad,1992,101.4354611,101.4028881,101.3566483,101.3684316,100.518912,97.19282813,92.65203587,97.06833251,88.40512583,82.77040347,74.26210153,59.43060498,16.66666667
Chad,1993,101.3501357,101.4253861,101.3465347,101.4617702,100.609032,97.59210027,91.89279285,97.09208401,88.71861012,82.51352047,74.70019342,60.26936027,28.57142857
Chad,1994,101.2767817,101.4170605,101.3602246,101.4907446,100.7452685,97.96974424,92.1206004,97.26100394,89.42035464,82.55534472,75.34246575,58.45070423,28.57142857
Chad,1995,101.231415,101.3602342,101.391194,101.4663059,100.9232999,98.28686029,92.9447754,97.44415694,90.32965427,82.72478887,75.85046729,52.96442688,28.57142857
Chad,1996,101.1578254,101.2993637,101.4024073,101.3937803,101.0512544,98.66276048,93.61417799,97.52459703,91.14635905,82.99595142,76.84551674,55.22875817,28.57142857
Chad,1997,101.2141841,101.2191616,101.4085888,101.347835,101.147589,99.04557715,94.34377061,97.74248793,91.88461266,83.27092644,77.42275281,56.76470588,25
Chad,1998,101.2399887,101.1379843,101.3983051,101.3465914,101.18238,99.39698492,94.99706255,97.1246167,92.43709162,83.41428741,77.32418525,57.82122905,37.5
Chad,1999,101.2894678,101.0785625,101.3459364,101.3795633,101.1826526,99.65051458,95.46129374,95.43008215,92.77354382,83.3545402,76.49216405,57.05882353,33.33333333
Chad,2000,101.3596991,101.0597222,101.250674,101.4214565,101.1960098,99.79739686,95.84800687,93.40183647,92.97067234,83.23393721,75.3875969,53.48837209,33.33333333
Chad,2001,101.4645269,101.091674,101.1666083,101.3933669,101.1813201,100.0196055,96.22084611,91.73310438,93.09917894,83.30574865,75.29339098,56.70391061,33.33333333
Chad,2002,101.4849698,101.1519,101.1070552,101.4179928,101.1368436,100.2568862,96.67184631,90.22757697,93.09535886,83.32794134,75.05228563,58.08080808,30
Chad,2003,101.5642853,101.2280119,101.0731365,101.4306881,101.0942566,100.5204875,97.15932596,89.47981084,93.13525224,83.65435217,74.93434491,59.47242206,30
Chad,2004,101.6413916,101.3050726,101.0798345,101.3841925,101.1033333,100.7574453,97.70455586,89.68495575,93.29112383,84.36344969,74.89982828,59.19395466,27.27272727
Chad,2005,101.7089989,101.368934,101.1261007,101.2974977,101.1709877,100.9024197,98.30544153,90.45606928,93.43691883,85.22704541,74.85970819,56.90140845,27.27272727
Chad,2006,101.8029344,101.4624813,101.1677095,101.1864125,101.2109624,101.0367067,98.79174272,91.13884771,93.58212503,86.07283465,75.46145494,60.57007126,25
Chad,2007,101.806454,101.5647135,101.2174095,101.1293059,101.2372462,101.1810178,99.29671213,91.86541013,93.86709084,86.78716412,75.91609134,62.33766234,25
Chad,2008,101.8413188,101.6610967,101.2783615,101.1238119,101.2030735,101.289684,99.76580796,92.52455499,93.32002282,87.31873756,76.06993737,62.70491803,30.76923077
Chad,2009,101.8556764,101.7357929,101.3561187,101.146253,101.1190169,101.2999573,100.1738763,93.00786779,91.68942436,87.66004825,75.89651639,61.45610278,30.76923077
Chad,2010,101.8493395,101.7774748,101.4460044,101.1719811,101.0401019,101.1926744,100.5561685,93.40148999,89.72578966,87.86341817,75.55778391,57.41176471,28.57142857
Chad,2011,101.7854493,101.7744478,101.5351895,101.1719531,100.969102,101.0680046,100.7920407,93.87561323,88.20653692,88.12189055,75.96130593,59.76331361,26.66666667
Chad,2012,101.8311115,101.7309132,101.6119198,101.1983172,100.8883403,100.9281066,101.0088064,94.36130991,86.84889569,88.17883085,76.08951708,60.86175943,26.66666667
Chad,2013,101.8064135,101.663652,101.6620276,101.2625599,100.8218857,100.8333637,101.2007847,94.871484,86.18330483,88.24275209,76.50046168,61.5780446,31.25
Chad,2014,101.7911639,101.5935272,101.6563696,101.3499957,100.8131913,100.78419,101.3676482,95.43094496,86.39005161,88.41605596,77.22436043,60.75949367,31.25
Chad,2015,101.7937035,101.5405614,101.593154,101.436515,100.8740981,100.7251094,101.529745,96.02078133,87.10943759,88.56415729,77.96985816,57.8313253,29.41176471
Channel Islands,1950,105.4406964,101.2678288,104.9306626,106.231454,87.21910112,98.74125874,102.1683673,91.61931818,75.04187605,75.83148559,,,
Channel Islands,1951,106.3720452,102.0926756,104.0561622,103.9473684,94.02560455,100.2728513,100.6418485,93.32386364,76.80672269,75.44247788,,,
Channel Islands,1952,105.7649667,102.722063,104.2042042,102.9368576,96.46393211,100.6802721,99.48051948,94.38202247,77.70382696,74.61706783,,,
Channel Islands,1953,106.2709966,103.1029619,104.9786629,102.560241,94.87534626,99.03047091,98.54111406,94.75862069,78.11993517,72.96137339,,,
Channel Islands,1954,106.6666667,103.0172414,105.3941909,102.5757576,92.6128591,98.30508475,98.38492598,94.58728011,78.70662461,72,,,
Channel Islands,1955,107.1753986,102.1505376,105.3370787,103.0434783,92.22222222,101.8439716,99.19893191,94.25901202,79.87616099,72.46376812,,,
Channel Islands,1956,108.2884822,103.0656934,103.8904899,102.9535865,97.28571429,103.9270687,98.53723404,95.21276596,81.08527132,72.01646091,,,
Channel Islands,1957,107.5757576,103.6516854,104.1724618,101.8413598,100,104.2016807,97.57412399,96.44268775,81.87403994,71.13821138,,,
Channel Islands,1958,107.8638498,104.1493776,105.2562418,99.85250737,100.6858711,102.1126761,95.9778086,97.39921977,82.58258258,69.52191235,,,
Channel Islands,1959,108.0094229,104.0787623,105.8524173,98.65269461,99.73190349,101.4224751,95.19094767,97.56722151,83.33333333,68.22612086,,,
Channel Islands,1960,108.1463991,103.1390135,105.6774194,99.71671388,98.34938102,105.0359712,96.07293128,96.85929648,84.83547926,68.58237548,,,
Channel Islands,1961,109.0217391,103.8406828,104.1835358,101.4550265,99.02234637,108.3094556,97.52747253,95.32237674,85.87731812,69.67370441,,,
Channel Islands,1962,107.7751196,104.4414536,104.4235925,101.3071895,99.05660377,109.3617021,97.81420765,94.52229299,86.84582744,70.15209125,,,
Channel Islands,1963,107.5630252,104.8906049,105.5627426,99.72677596,99.625,107.6495132,96.81440443,94.07216495,87.46518106,69.96268657,,,
Channel Islands,1964,107.3317308,104.7858942,106.125,98.4375,99.88109394,105.745554,96.34831461,94.41558442,87.8248974,69.94535519,,,
Channel Islands,1965,107.0913462,103.7179487,105.8968059,99.30747922,99.02912621,106.5663475,98.03094233,95.37275064,88.25910931,70.89285714,,,
Channel Islands,1966,108.0957811,104.2446941,104.5283019,101.1508951,98.63354037,109.1906722,100.1383126,94.7503201,89.15662651,72.01426025,,,
Channel Islands,1967,105.9737157,104.8019208,104.6717172,101.517067,98.45422117,110.5834464,100.6858711,93.5316947,90.18567639,72.74336283,,,
Channel Islands,1968,105.363528,105.1843318,105.4794521,100.2638522,98.91304348,110,99.45130316,91.93121693,91.06438896,73.29842932,,,
Channel Islands,1969,105.0359712,105.1111111,106.0606061,99.03978052,99.38271605,108.6007702,99.03181189,91.52086137,91.41742523,73.84615385,,,
Channel Islands,1970,104.8780488,104.4711014,105.9649123,99.59294437,98.73551106,108,100.8391608,93.04812834,91.53846154,74.62437396,,,
Channel Islands,1971,105.0322581,104.4052863,105.3167421,100.9987516,98.01762115,107.1895425,103.7762238,95.10582011,91.32653061,75.16447368,,,
Channel Islands,1972,105.897772,104.1526375,105.6229327,101.4285714,96.73790776,106.1497326,106.302521,96.77002584,91.19496855,74.95961228,,,
Channel Islands,1973,106.7493113,103.6908881,106.3991323,101.1587486,96.04395604,104.7306176,107.3611111,96.96586599,90.71518193,74.7217806,,,
Channel Islands,1974,107.2150072,102.9691211,106.5005417,101.0192525,96.3273872,103.649635,106.8119891,96.33838384,89.94845361,75.31446541,,,
Channel Islands,1975,107.1856287,102.0731707,105.5921053,101.7679558,96.65314402,103.5126235,105.4521277,96.26769627,89.35879945,76.71875,,,
Channel Islands,1976,110.3174603,102.9077118,104.5054945,102.3354565,96.3190184,103.2520325,104.5278137,96.45669291,88.26895565,78.62714509,,,
Channel Islands,1977,103.957382,104.2328042,104.2128603,103.3195021,94.92900609,103.0534351,103.7593985,96.67553191,86.92421991,80.03120125,,,
Channel Islands,1978,101.9667171,105.409154,104.4018059,103.9134912,93.97828233,102.4141133,103.2019704,97.05882353,86.30952381,81.15264798,,,
Channel Islands,1979,100.4484305,106.0606061,105,103.9256198,94.16267943,101.5023474,102.5925926,97.72423025,86.8115942,81.14374034,,,
Channel Islands,1980,100.2962963,105.3019146,106.1818182,103.6344756,95.39473684,100.6769826,102.1223471,98.79356568,88.2602546,80.95238095,,,
Channel Islands,1981,98.85222382,104.0178571,106.1712846,102.8865979,96.9416126,100.3902439,102.0253165,100.2710027,89.67468175,80.55130168,,,
Channel Islands,1982,103.2448378,102.6745914,106.3968668,102.9288703,97.04830054,100.5946482,101.5404365,101.6371078,91.42053446,80.12139605,,,
Channel Islands,1983,105.7268722,101.3254786,106.4602961,103.7919827,96.30266552,100.6993007,101.2642225,102.578019,92.6183844,79.30513595,,,
Channel Islands,1984,107.7034884,100.4373178,105.914718,104.3869516,95.68527919,100.3933137,101.0688836,103.3333333,93.2132964,78.23439878,,,
Channel Islands,1985,108.8445078,100.4354136,104.2995839,104.5191194,96.11734254,100.1906578,101.0905125,104.0364583,93.35180055,77.63975155,,,
Channel Islands,1986,111.7812062,101.7316017,103.0769231,103.3371692,96.94856146,99.72118959,100.8121827,104.7254151,92.90681502,77.35247209,,,
Channel Islands,1987,107.0855615,103.4334764,102.1067416,103.9379475,96.40410959,99.81751825,100.4730369,105.2303861,92.88702929,76.92307692,,,
Channel Islands,1988,105.4123711,105.0847458,101.5492958,105.1898734,94.94195688,100,100.4541326,105.2696078,93.15642458,77.24252492,,,
Channel Islands,1989,104.2659975,105.9722222,102.266289,105.2700922,94.14191419,100,100.4537205,104.7852761,94.52247191,78.01652893,,,
Channel Islands,1990,103.7082818,105.2917232,103.7089872,104.1168659,94.7459087,99.83388704,100.2785515,103.5846724,96.32768362,79.2822186,59.25925926,30,14.28571429
Channel Islands,1991,102.5089606,104.9803408,104.6808511,101.6993464,96.1682243,98.79614767,100.4716981,102.3809524,97.58179232,80.55105348,60.30368764,32.74336283,14.28571429
Channel Islands,1992,105.4726368,104.1666667,106.056338,100.9234828,96.48946841,98.19749216,100.8729389,100.9020619,98.42406877,82.12560386,61.02783726,33.33333333,12.5
Channel Islands,1993,106.8181818,102.919708,107.093185,101.7567568,95.41666667,97.53656659,101.2896825,99.48453608,99.14040115,83.30658106,60.63829787,33.6,12.5
Channel Islands,1994,108.2156611,101.8867925,107.1815718,103.4435262,93.98734177,96.88449848,101.182266,98.90909091,100.2828854,83.89694042,59.35483871,33.33333333,11.11111111
Channel Islands,1995,108.6675291,101.3872832,105.8517555,104.9792531,93.97201292,96.16252822,100.4770992,99.23161361,101.800554,83.84491115,58.02197802,31.4516129,11.11111111
Channel Islands,1996,113.2596685,102.5611176,103.9702233,105.2845528,95.72553431,95.17804154,99.63065559,99.500998,102.5745257,83.81877023,58.08656036,34.55882353,11.11111111
Channel Islands,1997,107.0512821,104.6428571,102.4881517,106.6037736,96.51972158,94.62048637,99.46140036,99.90900819,103.4210526,83.95461912,58.21596244,34.96503497,10
Channel Islands,1998,105.5766793,107.1165644,101.6,107.6,96.71746776,94.47348768,99.82547993,100.1730104,103.5019455,84.55284553,59.18854415,36.05442177,9.090909091
Channel Islands,1999,104.1301627,109.2055485,102.3809524,106.8387097,97.18640094,94.60292984,99.74683544,100.2610966,102.4836601,85.73770492,61.04513064,34.72222222,9.090909091
Channel Islands,2000,102.8430161,109.7839898,104.7508691,105.1597052,98.70588235,94.85943775,98.7012987,99.63800905,101.7356475,87.08609272,63.25581395,33.79310345,8.333333333
Channel Islands,2001,100.4860267,108.7674714,106.042654,103.6513545,100.817757,95.58333333,97.86561265,99.06015038,100.9333333,88.59504132,64.90825688,36.70886076,7.692307692
Channel Islands,2002,101.216545,107.6142132,105.9311981,103.6004646,101.4976959,96.58411614,97.51552795,98.31302718,100.6459948,89.68903437,66.14349776,37.7245509,7.142857143
Channel Islands,2003,100.8474576,106.7430025,105.1886792,105.0707547,100.5605381,97.5,97.68160742,98.10810811,100.9673519,90.38461538,66.73960613,37.27810651,13.33333333
Channel Islands,2004,100.8464329,106.5300896,104.6044864,106.3701923,99.89010989,98.36065574,98.203125,98.44693701,101.2629162,90.69400631,67.45689655,36.41975309,11.76470588
Channel Islands,2005,101.7010936,107.5520833,104.9160671,105.8752998,100.6615215,99.13793103,98.56687898,98.81756757,101.2629162,90.52132701,69.01709402,34.66666667,11.11111111
Channel Islands,2006,98.00936768,105.9278351,106.495098,105.2386496,104.9605411,98.50877193,100.1597444,97.70603229,101.754386,92.61637239,71.7062635,36.84210526,10
Channel Islands,2007,105.5137845,103.034134,108.9084065,103.5028249,109.2272203,98.66190901,101.6813451,97.7739726,107.0489845,95.92833876,74.45887446,37.66233766,9.523809524
Channel Islands,2008,108.1946223,99.62871287,110.8834827,102.1205357,112.2093023,99.54792043,102.8869286,98.8869863,113.3727811,98.55305466,76.67386609,38.85350318,13.04347826
Channel Islands,2009,110.1694915,96.58952497,110.1542416,102.9411765,112.2706422,100.6386861,102.4,100.4219409,112.6256983,96.03053435,78.37259101,39.1025641,12
Channel Islands,2010,111.2433862,94.88428745,105.6746532,105.7176196,110.3023516,101.8348624,99.84051037,102.2277228,104.2268041,88.17663818,79.28118393,38.65030675,11.11111111
Channel Islands,2011,120.0549451,97.04797048,101.8587361,108.3432658,106.8777293,102.8624192,96.1752988,103.8897893,94.99518768,80.80536913,79.20168067,41.47727273,10.34482759
Channel Islands,2012,109.1390728,100.75,98.16625917,111.7791411,103.4006376,103.8961039,92.27707006,105.7416268,86.66666667,73.39218159,78.88198758,42.47311828,9.677419355
Channel Islands,2013,106.8421053,105.2229299,95.63106796,112.9837703,101.572327,105.3370787,90.01597444,107.0189274,82.32758621,71.93195626,79.42386831,43.75,12.12121212
Channel Islands,2014,104.8366013,108.7968952,95.85870889,110.3233831,102.5450689,107.0409134,90.55690073,107.4626866,83.2054561,78.49331713,81.61157025,44.68085106,11.42857143
Channel Islands,2015,103.5202086,109.4682231,99.13473424,105.5147059,105.349345,108.9147287,92.79869067,107.3957514,87.11340206,89.6039604,84.16666667,47.82608696,11.11111111
Chile,1950,102.6435062,101.9350997,100.5232498,99.09824788,98.09171126,96.39392566,95.513411,94.54707879,91.57297468,82.5613895,,,
Chile,1951,102.7336001,102.1405203,100.8477237,99.28972825,98.16513761,96.33944173,95.27939905,94.21388526,91.21597648,82.63413667,,,
Chile,1952,102.5025035,102.2942392,101.1167499,99.49052542,98.26019216,96.27038074,95.053653,93.88033113,90.83333333,82.57613088,,,
Chile,1953,102.4251124,102.4037663,101.3446539,99.74730294,98.3736769,96.19812642,94.83681761,93.56379506,90.42993858,82.41938598,,,
Chile,1954,102.3537862,102.4645431,101.5491786,100.0548934,98.51873317,96.13363524,94.62179964,93.27222241,90.02278116,82.18961835,,,
Chile,1955,102.2891425,102.4642504,101.736138,100.3591177,98.70061666,96.08436858,94.40502895,93.00758214,89.63209179,81.87284464,,,
Chile,1956,102.1264084,102.4069057,101.9175187,100.6121563,98.82454274,95.99069485,94.13338134,92.64055591,89.2133118,81.8174076,,,
Chile,1957,102.2155484,102.3108514,102.0810899,100.866395,99.00956801,95.91937167,93.89106534,92.30533133,88.80918852,81.57743707,,,
Chile,1958,102.1958431,102.1978983,102.1996575,101.1138813,99.27736345,95.86546413,93.67900375,91.98426285,88.40592222,81.23180996,,,
Chile,1959,102.1817399,102.0977258,102.2221961,101.3495543,99.60658255,95.82670906,93.49798882,91.6708793,88.0028827,80.84994359,,,
Chile,1960,102.1748946,102.0396807,102.1506817,101.5685917,99.95401947,95.80423508,93.33511128,91.38145797,87.61039827,80.43400158,,,
Chile,1961,102.1949617,101.9898365,102.0767912,101.7268668,100.1925338,95.81525852,93.1721433,91.06562703,87.24443715,80.27224986,,,
Chile,1962,102.1578278,101.9517654,102.0014041,101.8968742,100.4560041,95.85788057,93.031935,90.79028698,86.88869981,79.9667332,,,
Chile,1963,102.1633465,101.9239335,101.9265732,102.0045456,100.7219922,95.9495901,92.92941013,90.54129057,86.5625993,79.55160417,,,
Chile,1964,102.1864157,101.9014566,101.8675689,102.0113644,100.9689507,96.08476755,92.86650694,90.31051253,86.2821452,79.09764056,,,
Chile,1965,102.2260449,101.8812709,101.8259413,101.9534988,101.1983739,96.2525075,92.82850194,90.10213871,86.03023308,78.64404704,,,
Chile,1966,102.2883101,101.8893082,101.7754146,101.8583653,101.3396241,96.40740741,92.76633803,89.85105262,85.73858906,78.45931806,,,
Chile,1967,102.307256,101.9142186,101.7367013,101.778854,101.5161494,96.57869356,92.73686388,89.64559856,85.45684477,78.17357513,,,
Chile,1968,102.3705144,101.9493572,101.7122892,101.7188345,101.6442978,96.86288697,92.72029878,89.46650622,85.1638162,77.78930981,,,
Chile,1969,102.4436744,101.9897196,101.7082373,101.6856409,101.6729251,97.27139625,92.71244618,89.31243414,84.88151015,77.3475041,,,
Chile,1970,102.5227273,102.0282578,101.7216409,101.6707816,101.6381864,97.72958859,92.72492214,89.19340174,84.63226852,76.90006647,,,
Chile,1971,102.6337654,102.1105803,101.7513977,101.6457128,101.5824605,98.09372518,92.73458031,89.03442442,84.35955207,76.69611693,,,
Chile,1972,102.6499799,102.2059907,101.7961286,101.6359489,101.5548705,98.42459848,92.79914814,88.92147444,84.12958443,76.38695139,,,
Chile,1973,102.7305658,102.3056197,101.8550065,101.6482284,101.552625,98.72303759,92.9004524,88.86190748,83.930697,76.06385763,,,
Chile,1974,102.816092,102.3970394,101.9328118,101.6840177,101.5677785,99.02609564,93.03716122,88.84205963,83.74630598,75.76814231,,,
Chile,1975,102.9049502,102.4703062,102.0231858,101.7353429,101.593987,99.36090381,93.21688555,88.84252244,83.58379666,75.47096524,,,
Chile,1976,103.0108613,102.5744836,102.13228,101.8162956,101.6165241,99.66364672,93.41556221,88.79797478,83.3712133,75.34253003,,,
Chile,1977,103.0621115,102.672904,102.2370215,101.8881377,101.6803301,99.9382832,93.63257548,88.79533395,83.19366144,75.10082015,,,
Chile,1978,103.1384019,102.7659319,102.3353924,101.967403,101.7749269,100.1362023,93.96159994,88.81050111,83.0321675,74.76730337,,,
Chile,1979,103.2160746,102.8536413,102.4280882,102.0648727,101.8723374,100.2643845,94.4299889,88.83222096,82.89855923,74.41073056,,,
Chile,1980,103.2934083,102.9308793,102.5139227,102.1714681,101.9505772,100.3727445,94.95893139,88.87900356,82.81898939,74.08710577,,,
Chile,1981,103.3703877,103.0253428,102.5914417,102.225079,101.9244882,100.4482533,95.43684537,88.92873882,82.8005224,74.09203028,,,
Chile,1982,103.4443178,103.1136619,102.6789291,102.2785167,101.920098,100.4784946,95.89174248,89.03950504,82.80158686,74.06255255,,,
Chile,1983,103.511333,103.1970732,102.7732133,102.3378324,101.9484986,100.4983045,96.29108188,89.18033434,82.84466284,74.01041236,,,
Chile,1984,103.5687847,103.2755394,102.867521,102.4116837,102.0066558,100.5512279,96.64642919,89.34456673,82.92541101,73.93829401,,,
Chile,1985,103.6157525,103.3509024,102.9557095,102.5050377,102.0799115,100.6500005,96.9950059,89.55747751,83.02814211,73.86345822,,,
Chile,1986,103.641791,103.4009604,102.9958746,102.5157835,102.0374957,100.7363885,97.37163385,89.85088985,83.19804594,73.95833333,,,
Chile,1987,103.644317,103.4523461,103.0545545,102.5531263,102.0062423,100.812371,97.75825759,90.17379679,83.39304481,74.05334826,,,
Chile,1988,103.6507778,103.4989432,103.1279275,102.6077264,101.9979605,100.8582524,98.10094144,90.65109139,83.5833372,74.14614629,,,
Chile,1989,103.6597756,103.5407472,103.2053711,102.6738669,102.0223552,100.8649264,98.34952081,91.28812459,83.77451092,74.26235336,,,
Chile,1990,103.6776564,103.5750184,103.2836573,102.7558374,102.0786686,100.8494285,98.5229633,91.9868654,83.9991965,74.4327461,60.40096785,39.52321205,21.60493827
Chile,1991,103.6585197,103.5750059,103.3242197,102.8102308,102.1077846,100.8329151,98.67835313,92.64838906,84.24645507,74.58915786,60.70365359,41.02564103,20.83333333
Chile,1992,103.6981095,103.5740889,103.3707865,102.8911593,102.1652859,100.8130644,98.80585896,93.28387471,84.59139114,74.76117309,60.78677686,41.46012931,20.05012531
Chile,1993,103.7204221,103.5718862,103.4135483,102.9826428,102.2400222,100.7984642,98.93463894,93.86268494,84.96215165,74.9959409,60.75241158,41.52714358,19.45701357
Chile,1994,103.7412508,103.5701711,103.4416943,103.0662457,102.3250474,100.7928634,99.08343126,94.39528897,85.33553401,75.29558962,60.65053797,40.56204924,19.01840491
Chile,1995,103.7564249,103.572206,103.4531697,103.1372485,102.4214951,100.7945544,99.23706214,94.915279,85.75388371,75.63821809,60.51890467,39.23296808,18.51851852
Chile,1996,103.8019621,103.5840752,103.4533996,103.1757867,102.4896575,100.7949868,99.35868476,95.38711439,86.15035008,75.96134371,60.99323582,41.12591319,18.12080537
Chile,1997,103.7674373,103.5979848,103.4486723,103.2209293,102.5695166,100.7833747,99.47192939,95.861678,86.60149278,76.26782774,61.27989297,41.80701407,17.68292683
Chile,1998,103.7644411,103.6114616,103.4423859,103.2606917,102.6499697,100.7840578,99.55209918,96.28889563,87.22049166,76.5571332,61.44266537,41.95542236,17.3370319
Chile,1999,103.7635157,103.6215065,103.4456707,103.2849976,102.7264036,100.8100101,99.58409967,96.61686709,88.00541396,76.8689186,61.57225796,41.21896999,17.17171717
Chile,2000,103.7658572,103.6203544,103.4600944,103.2951354,102.801421,100.8598767,99.58103837,96.85770531,88.83628118,77.24506112,61.69176936,40.26093348,17.0310702
Chile,2001,103.7760427,103.6330458,103.4872155,103.3259699,102.9043381,100.9476054,99.57716702,96.98645903,89.37527077,77.52269222,62.13750247,41.92439863,17.01680672
Chile,2002,103.7784261,103.6405414,103.5027002,103.355873,103.0122675,101.0467568,99.57782449,97.10267763,89.89878977,77.84608548,62.2979907,42.69553975,16.9865643
Chile,2003,103.7881847,103.645946,103.5117982,103.3892553,103.1077757,101.1615035,99.5846659,97.23499348,90.38210891,78.1311983,62.42539213,43.03234708,16.97287839
Chile,2004,103.8013244,103.6519249,103.5214427,103.4235455,103.1821925,101.2952668,99.60342361,97.40613341,90.85356377,78.37142244,62.66466272,42.50750751,16.93163752
Chile,2005,103.8174879,103.6592225,103.5330512,103.4522202,103.2461866,101.4470352,99.63202076,97.60641278,91.35948053,78.6513947,62.97915266,42.06545455,16.88218391
Chile,2006,103.8342803,103.6805544,103.5816382,103.5238293,103.3415571,101.6246545,99.65752318,97.71062454,91.66164144,78.87409201,63.46836669,43.69338921,16.81759379
Chile,2007,103.8262465,103.6973636,103.6063626,103.5967546,103.4402195,101.8195672,99.68927317,97.85170396,92.00308945,79.09987102,63.57433611,44.38266144,16.70547148
Chile,2008,103.8332081,103.7118099,103.6174235,103.667725,103.5391242,102.029206,99.74484573,97.98914503,92.36227286,79.49616845,63.47881419,44.42446043,16.6316894
Chile,2009,103.8453374,103.7237178,103.6311518,103.7244973,103.6412259,102.2496764,99.83840199,98.08923166,92.69801641,80.08652418,63.46356533,43.58159784,16.44549763
Chile,2010,103.8625625,103.7353413,103.6531916,103.7551093,103.7439631,102.4803197,99.96584618,98.16476831,93.00507758,80.7514805,63.64697146,42.84889094,16.21505376
Chile,2011,103.8660402,103.7534373,103.7155531,103.8226024,103.8496877,102.6758781,100.0928238,98.16514584,93.12429489,81.29903587,64.23735839,44.20305677,15.94202899
Chile,2012,103.8677167,103.7644835,103.7442679,103.8899863,103.975215,102.8788723,100.2386212,98.21634417,93.24288127,81.7688289,64.56129747,44.74744345,15.67644953
Chile,2013,103.8792448,103.771481,103.7526105,103.9608377,104.1020894,103.078169,100.4114625,98.29814791,93.39458349,82.14739403,64.55812428,44.7772883,15.39724228
Chile,2014,103.8942489,103.7759979,103.7577181,104.0198229,104.2125705,103.2694689,100.6124713,98.39741962,93.61831333,82.49248304,64.4460933,43.9242554,15.17533253
Chile,2015,103.913126,103.7824475,103.768834,104.0494841,104.3069862,103.4610247,100.8337356,98.50725191,93.91114132,82.88873983,64.51007821,43.37492032,14.98462399
China,1950,106.6219224,111.8841155,116.4523279,114.7913321,114.5688347,109.3386646,106.8513907,107.7755917,97.08023644,76.48171205,,,
China,1951,105.6273162,110.2862481,115.8120932,115.5127074,113.8934965,108.7665086,107.3476656,106.1852898,97.29970702,76.9724325,,,
China,1952,106.3312743,108.7276633,115.0420812,116.1063142,113.0503869,108.0542155,107.893244,104.7465321,97.14407852,76.93060985,,,
China,1953,106.457315,107.3868276,113.9914727,116.4030161,112.6753573,108.1197932,108.4843349,103.6371967,96.9564595,76.82042971,,,
China,1954,106.5783414,106.4050957,112.476035,116.2193132,113.1125499,109.3592207,109.0589205,102.9913783,97.01925671,77.02404919,,,
China,1955,106.6329629,105.8969649,110.6226409,115.6222383,114.034041,111.2072072,109.573288,102.7459703,97.27584446,77.54915042,,,
China,1956,107.1223245,105.7624391,109.0580678,114.9850543,114.7396517,112.8523017,109.8552566,102.169603,97.48201341,78.63022145,,,
China,1957,106.4386763,105.8792866,107.684999,114.4013491,115.3347207,114.625398,110.3808746,101.7757419,97.48325321,79.2743013,,,
