Entity,Year,Food exports (% of merchandise exports) (World Bank (2016))
Cameroon,1978,74.24722598
Cameroon,1979,52.7674832
Cameroon,1980,47.9550041
Cameroon,1982,32.86558925
Cameroon,1986,52.48140746
Cameroon,1987,40.13595812
Cameroon,1989,35.5068618
Cameroon,1990,20.42246014
Cameroon,1995,27.03738117
Cameroon,1996,24.28665191
Cameroon,1997,22.36853001
Cameroon,2000,14.94085377
Cameroon,2001,16.79743011
Cameroon,2002,20.59668131
Cameroon,2003,19.68496294
Cameroon,2004,18.76196532
Cameroon,2005,17.11604868
Cameroon,2006,12.01748819
Cameroon,2007,11.54420383
Cameroon,2008,32.28548316
Cameroon,2009,47.82603711
Cameroon,2010,24.43145556
Cameroon,2011,40.08321197
Cameroon,2012,17.15611896
Cameroon,2014,17.49241576
Canada,1962,20.06724626
Canada,1963,21.99035459
Canada,1964,23.15536092
Canada,1965,20.81807105
Canada,1966,20.32515411
Canada,1967,15.44677725
Canada,1968,12.59822624
Canada,1969,10.62312229
Canada,1970,12.20459731
Canada,1971,13.27603279
Canada,1972,12.8934179
Canada,1973,14.1714396
Canada,1974,13.37165632
Canada,1975,13.61970414
Canada,1976,12.16840808
Canada,1977,11.65185944
Canada,1978,11.4299138
Canada,1979,11.40622591
Canada,1980,12.31743012
Canada,1981,12.85171758
Canada,1982,13.41826997
Canada,1983,12.67745061
Canada,1984,10.98331322
Canada,1985,9.288143828
Canada,1986,9.256616011
Canada,1987,9.404433101
Canada,1988,9.508512045
Canada,1989,8.151073053
Canada,1990,8.686283117
Canada,1991,9.053125155
Canada,1992,9.51094519
Canada,1993,8.180710104
Canada,1994,7.841322378
Canada,1995,7.676788989
Canada,1996,8.185760842
Canada,1997,8.326263683
Canada,1998,7.90363384
Canada,1999,6.966275496
Canada,2000,6.753857537
Canada,2001,7.374047444
Canada,2002,7.471007464
Canada,2003,7.39272814
Canada,2004,7.763109619
Canada,2005,7.153052156
Canada,2006,7.448100023
Canada,2007,8.142819845
Canada,2008,9.216385938
Canada,2009,11.46557248
Canada,2010,10.47001266
Canada,2011,10.63538695
Canada,2012,10.56962166
Canada,2013,10.6844414
Canada,2014,10.79882427
Canada,2015,12.69296031
Cape Verde,1978,65.09822202
Cape Verde,1979,72.34044554
Cape Verde,1980,83.7871403
Cape Verde,1984,84.25240699
Cape Verde,1995,21.98598
Cape Verde,1996,23.3318739
Cape Verde,1997,22.14163771
Cape Verde,1998,15.46284996
Cape Verde,1999,16.87807842
Cape Verde,2000,10.16097816
Cape Verde,2001,3.471313977
Cape Verde,2002,6.131875898
Cape Verde,2003,6.398571407
Cape Verde,2004,10.38258478
Cape Verde,2005,44.16582514
Cape Verde,2006,62.12497136
Cape Verde,2007,40.81950336
Cape Verde,2009,72.63372902
Cape Verde,2010,81.60894314
Cape Verde,2011,83.7497871
Cape Verde,2012,87.08980998
Cape Verde,2013,86.15272816
Cape Verde,2014,86.06173022
Cape Verde,2015,86.13989659
Cayman Islands,1980,44.05056469
Central African Republic,1962,35.94397009
Central African Republic,1963,19.11944416
Central African Republic,1964,31.88666522
Central African Republic,1965,20.73983159
Central African Republic,1966,26.24612256
Central African Republic,1967,24.15241107
Central African Republic,1968,17.49952985
Central African Republic,1969,17.89107451
Central African Republic,1970,26.2812496
Central African Republic,1971,27.27222981
Central African Republic,1973,16.73032073
Central African Republic,1974,31.50544971
Central African Republic,1975,25.65122014
Central African Republic,1976,37.30130365
Central African Republic,1977,43.01493156
Central African Republic,1978,32.48936841
Central African Republic,1979,29.24820537
Central African Republic,1980,30.98212628
Central African Republic,1989,31.08254031
Central African Republic,1993,5.337880853
Central African Republic,1994,4.203373604
Central African Republic,1995,4.235770879
Central African Republic,1996,1.256565976
Central African Republic,1997,2.180032509
Central African Republic,1998,5.713732114
Central African Republic,1999,12.30272002
Central African Republic,2000,10.65027712
Central African Republic,2001,2.71498002
Central African Republic,2002,1.682343844
Central African Republic,2003,1.385709061
Central African Republic,2004,1.891392088
Central African Republic,2005,0.835779529
Central African Republic,2006,0.249931784
Central African Republic,2007,2.702868508
Central African Republic,2008,1.445155073
Central African Republic,2009,3.563287265
Central African Republic,2010,1.546074621
Central African Republic,2011,1.237972649
Central African Republic,2012,0.435470354
Central African Republic,2013,0.12662978
Central African Republic,2014,0.102848986
Chad,1962,16.76081001
Chad,1963,16.11648409
Chad,1964,11.25805956
Chad,1965,11.95781287
Chad,1966,15.34814426
Chad,1967,11.15286751
Chad,1968,8.637967206
Chad,1969,11.02314154
Chad,1970,22.64577675
Chad,1971,23.85415038
Chad,1972,18.42875916
Chad,1973,16.91968614
Chad,1974,19.18577028
Chad,1975,16.15485761
Chile,1962,6.621494813
Chile,1963,6.298733881
Chile,1964,7.069724732
Chile,1965,5.217454722
Chile,1966,6.056141806
Chile,1967,4.374296121
Chile,1968,5.324586491
Chile,1969,4.495809331
Chile,1970,4.543584675
Chile,1971,8.65487061
Chile,1972,6.161929423
Chile,1973,3.791938564
Chile,1974,4.49467548
Chile,1975,10.31860708
Chile,1976,10.0139287
Chile,1977,14.01782031
Chile,1978,15.41041637
Chile,1979,13.04204965
Chile,1980,14.91178377
Chile,1981,17.92859265
Chile,1982,19.7608413
Chile,1983,19.33769552
Chile,1984,22.38047504
Chile,1985,24.22029851
Chile,1986,27.12164562
Chile,1987,26.5557998
Chile,1988,23.42041847
Chile,1989,22.47341068
Chile,1990,23.68950954
Chile,1991,27.10411967
Chile,1992,28.46463163
Chile,1993,28.04266818
Chile,1994,26.73486389
Chile,1995,24.21631289
Chile,1996,27.55531979
Chile,1997,25.28780101
Chile,1998,28.5097639
Chile,1999,27.89829351
Chile,2000,24.67689957
Chile,2001,26.45379033
Chile,2002,27.87977173
Chile,2003,28.14460719
Chile,2004,21.76622908
Chile,2005,19.42060573
Chile,2006,15.61513759
Chile,2007,15.33960957
Chile,2008,19.14515357
Chile,2009,20.30274659
Chile,2010,16.85848415
Chile,2011,17.80174971
Chile,2012,18.88565603
Chile,2013,21.13832553
Chile,2014,22.45194092
Chile,2015,24.22448218
China,1984,15.27033876
China,1985,12.56623055
China,1986,12.41722901
China,1987,14.58959598
China,1988,14.60111186
China,1989,13.9132578
China,1990,12.65325995
China,1991,12.26012411
China,1992,11.32161769
China,1993,10.81448285
China,1994,10.04584434
China,1995,8.246257162
China,1996,8.211302772
China,1997,7.126008042
China,1998,6.620434944
China,1999,6.013620875
China,2000,5.436696221
China,2001,5.340035256
China,2002,4.958419133
China,2003,4.387797641
China,2004,3.504805838
China,2005,3.228991483
China,2006,2.87082381
China,2007,2.714097345
China,2008,2.505044408
China,2009,2.935867921
China,2010,2.795647371
China,2011,2.851016789
China,2012,2.746377375
China,2013,2.713149212
China,2014,2.707725228
China,2015,2.768578186
Colombia,1962,77.26458611
Colombia,1963,74.49805337
Colombia,1964,77.07835506
Colombia,1965,72.59434187
Colombia,1966,73.92264635
Colombia,1967,72.98676051
Colombia,1968,73.41552594
Colombia,1969,68.76151031
Colombia,1970,74.99955903
Colombia,1971,70.14738201
Colombia,1972,64.12048041
Colombia,1973,62.54416817
Colombia,1974,57.97883066
Colombia,1975,64.7363554
Colombia,1976,68.49660843
Colombia,1977,70.54249299
Colombia,1978,74.37451509
Colombia,1979,70.66108636
Colombia,1980,71.79533409
Colombia,1981,62.84692364
Colombia,1982,63.33748537
Colombia,1983,61.13376565
Colombia,1984,62.04268692
Colombia,1985,59.27764697
Colombia,1986,67.22401993
Colombia,1987,41.77369553
Colombia,1988,43.42606092
Colombia,1989,37.44953755
Colombia,1990,32.82971875
Colombia,1991,32.43728786
Colombia,1992,33.10133166
Colombia,1993,29.89514419
Colombia,1994,38.03669793
Colombia,1995,31.35501988
Colombia,1996,27.20300387
Colombia,1997,32.13125787
Colombia,1998,31.64809669
Colombia,1999,24.0821583
Colombia,2000,19.01695935
Colombia,2001,18.16099943
Colombia,2002,18.67285902
Colombia,2003,18.21612256
Colombia,2004,17.45329101
Colombia,2005,17.6714128
Colombia,2006,16.37015759
Colombia,2007,15.66942148
Colombia,2008,14.75809754
Colombia,2009,15.5125333
Colombia,2010,11.89804377
Colombia,2011,10.69526788
Colombia,2012,9.230803161
Colombia,2013,9.166071096
Colombia,2014,10.92345723
Comoros,1962,44.20935324
Comoros,1995,76.38931471
Comoros,1996,63.88561881
Comoros,1997,61.52278393
Comoros,1998,62.32796332
Comoros,1999,88.98889963
Comoros,2000,88.33203063
Comoros,2001,95.97867974
Comoros,2002,97.20992494
Comoros,2003,97.54091104
Comoros,2004,96.25611105
Comoros,2005,86.87847752
Comoros,2006,86.24704726
Comoros,2007,13.78497039
Comoros,2008,68.44095626
Comoros,2009,74.76209619
Comoros,2010,67.56305101
Comoros,2011,78.72309765
Comoros,2012,82.98435323
Comoros,2013,78.20640902
Congo,1962,9.449191338
Congo,1963,8.846612657
Congo,1964,6.368236824
Congo,1965,5.35994101
Congo,1966,5.491652021
Congo,1967,17.58690698
Congo,1968,7.815199913
Congo,1970,17.51478079
Congo,1971,17.48467023
Congo,1972,12.58903761
Congo,1973,2.989190144
Congo,1974,3.849770499
Congo,1975,4.732114354
Congo,1976,4.259637778
Congo,1977,10.11153887
Congo,1978,7.017879853
Congo,1979,3.087186889
Congo,1980,1.018978606
Congo,1983,1.193444922
Congo,1984,1.55195021
Congo,1985,1.455586859
Congo,1986,1.560098648
Congo,1993,1.250293555
Congo,1994,0.908911366
Congo,1995,1.007260886
Congo,2007,0.364611515
Congo,2008,0.398823809
Congo,2009,0.432491682
Congo,2010,0.482828014
Congo,2011,0.146859655
Congo,2012,0.209504429
Congo,2013,0.147893631
Congo,2014,0.248117925
Costa Rica,1965,82.0341155
Costa Rica,1966,78.86082723
Costa Rica,1967,79.44168533
Costa Rica,1968,78.05131207
Costa Rica,1969,79.40215082
Costa Rica,1970,79.03075009
Costa Rica,1971,75.80281278
Costa Rica,1972,78.12826087
Costa Rica,1973,75.78108808
Costa Rica,1974,72.18017939
Costa Rica,1975,73.05683436
Costa Rica,1976,70.37422415
Costa Rica,1977,74.40507386
Costa Rica,1978,69.21273382
Costa Rica,1979,74.26090155
Costa Rica,1980,63.69707122
Costa Rica,1981,65.85196546
Costa Rica,1982,69.30942793
Costa Rica,1983,69.28232851
Costa Rica,1984,72.01143168
Costa Rica,1985,71.6460662
Costa Rica,1986,73.68768739
Costa Rica,1987,68.93207477
Costa Rica,1988,66.99865014
Costa Rica,1989,58.30129969
Costa Rica,1990,58.21664018
Costa Rica,1991,60.93430159
Costa Rica,1992,60.79483125
Costa Rica,1993,65.99794032
Costa Rica,1994,61.18506219
Costa Rica,1995,63.41904312
Costa Rica,1996,65.58627499
Costa Rica,1997,50.4232655
Costa Rica,1998,41.46379516
Costa Rica,1999,28.60596956
Costa Rica,2000,30.03852819
Costa Rica,2001,32.48157755
Costa Rica,2002,31.32901147
Costa Rica,2003,30.13395268
Costa Rica,2004,32.35993822
Costa Rica,2005,29.76277254
Costa Rica,2006,29.76828306
Costa Rica,2007,30.08986813
Costa Rica,2008,31.9091384
Costa Rica,2009,24.73047258
Costa Rica,2010,34.72693447
Costa Rica,2011,35.19432833
Costa Rica,2012,34.00365074
Costa Rica,2013,34.45932423
Cote d'Ivoire,1962,75.44143724
Cote d'Ivoire,1963,73.09855923
Cote d'Ivoire,1964,70.47915113
Cote d'Ivoire,1965,64.24889742
Cote d'Ivoire,1966,67.3008792
Cote d'Ivoire,1967,62.06025227
Cote d'Ivoire,1968,65.58021952
Cote d'Ivoire,1969,60.79005077
Cote d'Ivoire,1970,67.73490918
Cote d'Ivoire,1971,65.96489701
Cote d'Ivoire,1972,58.16930989
Cote d'Ivoire,1973,51.9117984
Cote d'Ivoire,1974,63.04507007
Cote d'Ivoire,1975,62.48914806
Cote d'Ivoire,1976,66.76752451
Cote d'Ivoire,1977,71.20993767
Cote d'Ivoire,1978,74.08885523
Cote d'Ivoire,1979,68.39882422
Cote d'Ivoire,1981,64.72859163
Cote d'Ivoire,1982,60.26749052
Cote d'Ivoire,1983,58.4875821
Cote d'Ivoire,1985,67.9925254
Cote d'Ivoire,1995,63.26180917
Cote d'Ivoire,1996,62.75636746
Cote d'Ivoire,1997,58.47201053
Cote d'Ivoire,1998,59.40230233
Cote d'Ivoire,1999,55.34215062
Cote d'Ivoire,2000,50.2582609
Cote d'Ivoire,2001,53.63002808
Cote d'Ivoire,2002,58.81953196
Cote d'Ivoire,2003,55.01085653
Cote d'Ivoire,2004,45.3842193
Cote d'Ivoire,2005,38.33417506
Cote d'Ivoire,2006,35.16316657
Cote d'Ivoire,2007,39.62569874
Cote d'Ivoire,2008,40.55995843
Cote d'Ivoire,2009,48.17242053
Cote d'Ivoire,2010,49.5168193
Cote d'Ivoire,2011,50.65687578
Cote d'Ivoire,2012,46.75525735
Cote d'Ivoire,2013,38.45150766
Cote d'Ivoire,2014,51.9848815
Croatia,1992,12.64595353
Croatia,1993,12.15761472
Croatia,1994,11.17749959
Croatia,1995,10.75030603
Croatia,1996,11.3901424
Croatia,1997,12.0673647
Croatia,1998,11.38393433
Croatia,1999,9.503080251
Croatia,2000,8.887828934
Croatia,2001,9.775067263
Croatia,2002,11.12115245
Croatia,2003,12.15807657
Croatia,2004,9.020952145
Croatia,2005,10.45985111
Croatia,2006,11.35504211
Croatia,2007,10.45989349
Croatia,2008,9.756891033
Croatia,2009,12.79054656
Croatia,2010,11.30578962
Croatia,2011,11.50504277
Croatia,2012,12.90606023
Croatia,2013,12.21790169
Croatia,2014,12.44985606
Croatia,2015,13.31516045
Cuba,1975,95.35277497
Cuba,1976,92.6158283
Cuba,1977,88.99237385
Cuba,1978,91.95332242
Cuba,1979,91.70304982
Cuba,1980,88.46474802
Cuba,1999,58.74394825
Cuba,2000,49.90229774
Cuba,2001,59.01637509
Cuba,2002,53.11656667
Cuba,2003,40.02890758
Cuba,2004,30.09315901
Cuba,2005,23.28901398
Cuba,2006,10.46250563
Cyprus,1970,49.78520146
Cyprus,1971,60.77547247
Cyprus,1972,63.22048364
Cyprus,1973,59.80720818
Cyprus,1974,53.75536728
Cyprus,1975,44.81491729
Cyprus,1976,49.74910028
Cyprus,1977,47.04926661
Cyprus,1978,42.86118813
Cyprus,1979,38.09301102
Cyprus,1980,33.55200531
Cyprus,1981,32.94486149
Cyprus,1982,37.30496259
Cyprus,1983,32.93307598
Cyprus,1984,34.91398015
Cyprus,1985,32.1177811
Cyprus,1986,36.69408643
Cyprus,1987,32.16169119
Cyprus,1988,32.29298105
Cyprus,1989,37.65700199
Cyprus,1990,42.03863914
Cyprus,1991,40.79543413
Cyprus,1992,37.84630979
Cyprus,1993,38.28864651
Cyprus,1994,39.21365752
Cyprus,1995,45.73570631
Cyprus,1996,43.03503832
Cyprus,1997,36.33586412
Cyprus,1998,38.62484308
Cyprus,1999,38.6699174
Cyprus,2000,33.28998898
Cyprus,2001,33.35092524
Cyprus,2002,35.42081374
Cyprus,2003,41.27361793
Cyprus,2004,46.14439397
Cyprus,2005,45.12967816
Cyprus,2006,39.62051154
Cyprus,2007,39.78662611
Cyprus,2008,37.78627151
Cyprus,2009,37.10473808
Cyprus,2010,34.43892605
Cyprus,2011,37.72061318
Cyprus,2012,36.43093858
Cyprus,2013,37.9777498
Cyprus,2014,36.77656725
Cyprus,2015,31.78623472
Czech Republic,1993,8.072290939
Czech Republic,1994,7.041014885
Czech Republic,1995,5.952354591
Czech Republic,1996,5.442612156
Czech Republic,1997,5.245746443
Czech Republic,1998,4.531638775
Czech Republic,1999,4.145371427
Czech Republic,2000,4.124318798
Czech Republic,2001,3.771330007
Czech Republic,2002,3.360037624
Czech Republic,2003,3.415988595
Czech Republic,2004,3.424249382
Czech Republic,2005,3.967236293
Czech Republic,2006,3.494629666
Czech Republic,2007,3.844765075
Czech Republic,2008,4.027160894
Czech Republic,2009,4.51821176
Czech Republic,2010,3.873084028
Czech Republic,2011,4.072839869
Czech Republic,2012,4.722869969
Czech Republic,2013,4.928825327
Czech Republic,2014,4.841471844
Czech Republic,2015,5.028134875
Democratic Republic of Congo,1962,95.15259483
Democratic Republic of Congo,1965,15.50874767
Democratic Republic of Congo,1970,11.98438942
Democratic Republic of Congo,1972,14.03964071
Democratic Republic of Congo,1973,13.66523462
Democratic Republic of Congo,1974,11.98754965
Democratic Republic of Congo,1975,17.70833954
Democratic Republic of Congo,1976,25.66681447
Democratic Republic of Congo,1977,27.90231466
Democratic Republic of Congo,1978,32.50930347
Denmark,1962,53.64629527
Denmark,1963,52.72902145
Denmark,1964,50.80696427
Denmark,1965,49.29746591
Denmark,1966,48.23683742
Denmark,1967,45.33217977
Denmark,1968,41.20341005
Denmark,1969,37.75053016
Denmark,1970,36.68498972
Denmark,1971,36.69666399
Denmark,1972,35.72491459
Denmark,1973,36.64286515
Denmark,1974,33.69680097
Denmark,1975,34.9316714
Denmark,1976,33.84495361
Denmark,1977,34.1167895
Denmark,1978,35.99347842
Denmark,1979,33.69677445
Denmark,1980,33.14177316
Denmark,1981,33.44144515
Denmark,1982,33.9981733
Denmark,1983,31.31324
Denmark,1984,31.11398805
Denmark,1985,30.32434074
Denmark,1986,31.01583472
Denmark,1987,29.57139802
Denmark,1988,27.65510915
Denmark,1989,27.58712074
Denmark,1990,27.17252279
Denmark,1991,27.22364405
Denmark,1992,26.10942926
Denmark,1993,25.71461473
Denmark,1994,25.09905773
Denmark,1995,23.97937526
Denmark,1996,22.95393205
Denmark,1997,23.38796962
Denmark,1998,22.53244146
Denmark,1999,20.75934057
Denmark,2000,19.70644685
Denmark,2001,20.14655829
Denmark,2002,19.37791664
Denmark,2003,19.29073434
Denmark,2004,18.5900738
Denmark,2005,17.73412081
Denmark,2006,17.51929748
Denmark,2007,17.22138229
Denmark,2008,17.06159847
Denmark,2009,18.97933614
Denmark,2010,18.39958703
Denmark,2011,17.76314024
Denmark,2012,18.17429293
Denmark,2013,18.54407266
Denmark,2014,18.54114782
Denmark,2015,18.26762528
Djibouti,1962,2.045108983
Djibouti,1986,33.24945212
Djibouti,1987,29.16624959
Djibouti,1988,31.96636513
Djibouti,1989,44.04181945
Djibouti,1990,39.14339888
Djibouti,1991,27.17645201
Djibouti,2009,0.428769488
Dominica,1977,84.90329288
Dominica,1978,81.66693687
Dominica,1979,71.07976548
Dominica,1980,45.5937603
Dominica,1981,56.61322431
Dominica,1983,58.91365866
Dominica,1985,64.42803934
Dominica,1986,75.19304738
Dominica,1987,77.22384994
Dominica,1988,76.15524903
Dominica,1989,65.75475653
Dominica,1990,67.1651378
Dominica,1991,69.50761101
Dominica,1993,67.1295485
Dominica,1994,58.78216712
Dominica,1995,51.62627097
Dominica,1996,48.7483697
Dominica,1997,50.05692197
Dominica,1999,43.89316488
Dominica,2000,39.40965091
Dominica,2001,37.66464522
Dominica,2002,42.04936514
Dominica,2003,35.79370646
Dominica,2004,38.32461002
Dominica,2005,35.82572802
Dominica,2006,35.1495033
Dominica,2007,35.20015382
Dominica,2008,40.49624499
Dominica,2009,50.78716383
Dominica,2010,27.12995141
Dominica,2012,13.74225241
Dominican Republic,1971,87.83193271
Dominican Republic,1972,76.03331686
Dominican Republic,1973,73.26875174
Dominican Republic,1974,79.04148225
Dominican Republic,1975,82.42760869
Dominican Republic,1976,74.34953514
Dominican Republic,1977,79.01214737
Dominican Republic,1978,74.43782632
Dominican Republic,1979,70.81811255
Dominican Republic,1980,73.16095016
Dominican Republic,1981,79.17432385
Dominican Republic,1982,82.1577254
Dominican Republic,1983,75.3102311
Dominican Republic,1985,58.55806901
Dominican Republic,1986,57.65113596
Dominican Republic,1987,46.9047682
Dominican Republic,1988,35.1750486
Dominican Republic,1992,21.45475604
Dominican Republic,1993,20.6746135
Dominican Republic,1994,20.50327764
Dominican Republic,1995,19.03982016
Dominican Republic,1996,10.66391798
Dominican Republic,1997,10.86002254
Dominican Republic,2001,40.79946107
Dominican Republic,2002,14.22904263
Dominican Republic,2003,13.0689841
Dominican Republic,2004,12.27368484
Dominican Republic,2005,12.26191897
Dominican Republic,2006,14.48917782
Dominican Republic,2007,14.56522049
Dominican Republic,2008,17.28941459
Dominican Republic,2009,23.85773706
Dominican Republic,2010,27.52549071
Dominican Republic,2011,24.55966358
Dominican Republic,2012,23.70391673
Dominican Republic,2013,26.05361113
Dominican Republic,2014,26.5461923
Ecuador,1962,96.44528011
Ecuador,1963,95.73934325
Ecuador,1964,94.48719407
Ecuador,1965,92.15460488
Ecuador,1966,93.44179801
Ecuador,1967,93.77966234
Ecuador,1968,94.28533013
Ecuador,1969,92.96153015
Ecuador,1970,94.12071855
Ecuador,1971,93.18512535
Ecuador,1972,76.1999459
Ecuador,1973,41.99675527
Ecuador,1974,34.47707677
Ecuador,1975,35.52406401
Ecuador,1976,37.15194137
Ecuador,1977,46.72812526
Ecuador,1978,49.9747712
Ecuador,1979,39.82054315
Ecuador,1980,32.68511937
Ecuador,1981,33.15921508
Ecuador,1982,31.66496665
Ecuador,1983,24.30260098
Ecuador,1984,28.66990883
Ecuador,1985,32.11268811
Ecuador,1986,52.54178561
Ecuador,1987,55.40983323
Ecuador,1988,51.64836981
Ecuador,1989,46.94968834
Ecuador,1990,44.14470549
Ecuador,1991,55.16512568
Ecuador,1992,49.99325575
Ecuador,1993,48.07673998
Ecuador,1994,54.97535453
Ecuador,1995,52.91957287
Ecuador,1996,51.17453422
Ecuador,1997,57.76380659
Ecuador,1998,63.05691977
Ecuador,1999,53.12630468
Ecuador,2000,36.51337593
Ecuador,2001,42.05517961
Ecuador,2002,42.60421839
Ecuador,2003,40.7665688
Ecuador,2004,31.41662454
Ecuador,2005,28.2752843
Ecuador,2006,27.03424168
Ecuador,2007,27.2390709
Ecuador,2008,25.35324323
Ecuador,2009,35.82752235
Ecuador,2010,30.01273746
Ecuador,2011,29.99497722
Ecuador,2012,28.5585329
Ecuador,2013,31.1434389
Ecuador,2014,35.31270243
Ecuador,2015,47.76246769
Egypt,1965,14.59141755
Egypt,1966,15.30571167
Egypt,1967,20.61803529
Egypt,1968,24.46116832
Egypt,1969,27.32301618
Egypt,1970,21.28210319
Egypt,1971,18.38834585
Egypt,1972,15.31548747
Egypt,1973,19.14601859
Egypt,1974,16.55393422
Egypt,1975,17.40851962
Egypt,1976,19.71945018
Egypt,1977,18.60077611
Egypt,1978,15.84800541
Egypt,1979,9.596146689
Egypt,1980,6.777625262
Egypt,1981,7.182611407
Egypt,1982,7.416141608
Egypt,1983,7.618704298
Egypt,1984,7.340044953
Egypt,1985,5.59523266
Egypt,1986,6.824928819
Egypt,1987,11.37236313
Egypt,1988,9.049820737
Egypt,1989,8.922494064
Egypt,1990,9.678988261
Egypt,1991,8.281496491
Egypt,1992,10.95883461
Egypt,1993,10.0163878
Egypt,1994,8.210523826
Egypt,1995,9.799249199
Egypt,1996,10.48356801
Egypt,1997,7.54005711
Egypt,1998,12.05088393
Egypt,1999,8.913109125
Egypt,2000,7.912570456
Egypt,2001,9.854261262
Egypt,2002,8.692217314
Egypt,2003,8.581261694
Egypt,2004,9.725100664
Egypt,2005,8.717608511
Egypt,2006,6.625929351
Egypt,2007,7.895873386
Egypt,2008,10.69797081
Egypt,2009,17.38493396
Egypt,2010,17.1626935
Egypt,2011,14.98423524
Egypt,2012,14.32457157
Egypt,2013,16.35217626
Egypt,2014,17.10257106
El Salvador,1963,60.09425782
El Salvador,1964,62.55076863
El Salvador,1965,60.73618532
El Salvador,1966,61.49799915
El Salvador,1967,60.79090925
El Salvador,1968,58.42615019
El Salvador,1969,55.99853891
El Salvador,1970,59.36682887
El Salvador,1971,53.32914539
El Salvador,1972,54.30238277
El Salvador,1973,57.35151947
El Salvador,1974,56.45132957
El Salvador,1975,55.67262146
El Salvador,1976,64.89815388
El Salvador,1977,69.70683093
El Salvador,1978,46.92809963
El Salvador,1979,64.98668775
El Salvador,1980,46.79503387
El Salvador,1981,44.57325706
El Salvador,1982,43.22902595
El Salvador,1983,48.7496593
El Salvador,1984,68.48392604
El Salvador,1985,67.58750323
El Salvador,1986,81.72079353
El Salvador,1987,70.97163028
El Salvador,1988,69.59924007
El Salvador,1989,57.77123884
El Salvador,1990,57.23773459
El Salvador,1991,55.37719178
El Salvador,1992,48.09769404
El Salvador,1993,50.35041877
El Salvador,1994,50.87823235
El Salvador,1995,56.99934264
El Salvador,1996,52.38302236
El Salvador,1997,55.11413434
El Salvador,1998,46.63721775
El Salvador,1999,42.07875474
El Salvador,2000,19.20017691
El Salvador,2001,14.72898955
El Salvador,2002,13.46512863
El Salvador,2003,13.54839073
El Salvador,2004,14.2173183
El Salvador,2005,17.20871036
El Salvador,2006,17.73058632
El Salvador,2007,19.15525473
El Salvador,2008,19.69793922
El Salvador,2009,19.55037761
El Salvador,2010,17.82183103
El Salvador,2011,21.43189972
El Salvador,2012,22.94662072
El Salvador,2013,21.88944952
El Salvador,2014,19.14180174
El Salvador,2015,19.58788659
Equatorial Guinea,1979,74.68331423
Equatorial Guinea,1980,87.7518329
Equatorial Guinea,1981,73.93439597
Equatorial Guinea,1982,65.07776483
Equatorial Guinea,1983,57.86694301
Eritrea,2000,53.91474627
Eritrea,2001,26.14568105
Eritrea,2003,41.98671818
Estonia,1995,16.09144334
Estonia,1996,15.42668167
Estonia,1997,16.25466778
Estonia,1998,15.63645552
Estonia,1999,11.01949789
Estonia,2000,8.023346332
Estonia,2001,10.06971521
Estonia,2002,11.7200004
Estonia,2003,10.640348
Estonia,2004,9.319855758
Estonia,2005,8.0841332
Estonia,2006,7.528163567
Estonia,2007,9.291097308
Estonia,2008,9.231034007
Estonia,2009,10.14940104
Estonia,2010,9.898730182
Estonia,2011,8.95345404
Estonia,2012,9.449203147
Estonia,2013,10.2415567
Estonia,2014,10.29004699
Estonia,2015,10.09806756
Ethiopia,1993,69.26708791
Ethiopia,1995,72.52951113
Ethiopia,1997,78.53641588
Ethiopia,1998,80.56700839
Ethiopia,1999,74.37071008
Ethiopia,2000,70.59279155
Ethiopia,2001,60.68070819
Ethiopia,2002,69.28325722
Ethiopia,2003,61.97795544
Ethiopia,2004,75.39404312
Ethiopia,2005,78.72660558
Ethiopia,2006,76.52008307
Ethiopia,2007,62.14598713
Ethiopia,2008,75.28023736
Ethiopia,2009,77.49111191
Ethiopia,2010,78.54184491
Ethiopia,2011,78.37723883
Ethiopia,2012,80.34879677
Ethiopia,2013,66.91643088
Ethiopia,2014,74.00773486
Ethiopia,2015,71.72851686
Faeroe Islands,1976,90.03554251
Faeroe Islands,1977,92.77292886
Faeroe Islands,1978,92.36679492
Faeroe Islands,1979,86.94251765
Faeroe Islands,1980,88.22146847
Faeroe Islands,1981,89.17621622
Faeroe Islands,1982,94.7905336
Faeroe Islands,1983,96.72009885
Faeroe Islands,1984,93.53941211
Faeroe Islands,1985,91.97609978
Faeroe Islands,1986,91.38722876
Faeroe Islands,1987,78.44380815
Faeroe Islands,1988,85.31511201
Faeroe Islands,1989,90.92452624
Faeroe Islands,1990,92.25098229
Faeroe Islands,1991,93.69088307
Faeroe Islands,1992,89.70750749
Faeroe Islands,1993,95.10197224
Faeroe Islands,1994,95.91205308
Faeroe Islands,1996,91.14363896
Faeroe Islands,1997,91.28282552
Faeroe Islands,1998,91.18008027
Faeroe Islands,1999,93.42066057
Faeroe Islands,2000,89.85089461
Faeroe Islands,2001,95.64310452
Faeroe Islands,2002,96.13242126
Faeroe Islands,2003,92.67973747
Faeroe Islands,2004,91.68039016
Faeroe Islands,2005,91.63362206
Faeroe Islands,2006,91.77585909
Faeroe Islands,2007,90.40887845
Faeroe Islands,2008,79.15947005
Faeroe Islands,2009,88.04691907
Fiji,1967,96.10953298
Fiji,1968,94.33833239
Fiji,1969,95.32375194
Fiji,1970,95.64262006
Fiji,1971,95.6285949
Fiji,1972,95.90866085
Fiji,1973,92.99040071
Fiji,1974,94.98310708
