Entity,Year,Adjusted net savings per capita (World Bank (2017))
Croatia,2009,984.07184
Croatia,2010,956.84473
Croatia,2011,1052.4419
Croatia,2012,878.61377
Croatia,2013,1053.9063
Croatia,2014,1084.0931
Croatia,2015,1194.6287
Cyprus,1976,107.93762
Cyprus,1977,167.09923
Cyprus,1978,191.23813
Cyprus,1979,282.33569
Cyprus,1980,434.06512
Cyprus,1981,407.63342
Cyprus,1982,353.66434
Cyprus,1983,253.53041
Cyprus,1984,368.93979
Cyprus,1985,347.63358
Cyprus,1986,640.01685
Cyprus,1987,796.60822
Cyprus,1988,869.00366
Cyprus,1989,923.97205
Cyprus,1990,1017.8494
Cyprus,1991,600.44135
Cyprus,1992,819.48981
Cyprus,1993,1279.8905
Cyprus,1994,1503.765
Cyprus,1995,1574.411
Cyprus,1996,1369.9996
Cyprus,1997,1078.8668
Cyprus,1998,2079.843
Cyprus,1999,1233.2875
Cyprus,2000,1157.8196
Cyprus,2001,1180.7683
Cyprus,2002,1468.5109
Cyprus,2003,1944.8717
Cyprus,2004,2223.9944
Cyprus,2005,2215.0964
Cyprus,2006,2401.5049
Cyprus,2007,2698.3391
Cyprus,2008,1990.3203
Cyprus,2009,2198.5447
Cyprus,2010,1361.2437
Cyprus,2011,1931.3485
Cyprus,2012,621.78485
Cyprus,2013,-37.677307
Cyprus,2014,-210.17441
Cyprus,2015,299.18488
Czech Republic,1993,287.90665
Czech Republic,1994,430.8732
Czech Republic,1995,657.01752
Czech Republic,1996,695.53656
Czech Republic,1997,415.19339
Czech Republic,1998,529.18921
Czech Republic,1999,396.32153
Czech Republic,2000,353.38824
Czech Republic,2001,420.45502
Czech Republic,2002,462.98932
Czech Republic,2003,494.69458
Czech Republic,2004,753.70758
Czech Republic,2005,1102.0363
Czech Republic,2006,1238.0509
Czech Republic,2007,1753.9623
Czech Republic,2008,1839.6945
Czech Republic,2009,734.21271
Czech Republic,2010,611.61255
Czech Republic,2011,782.77795
Czech Republic,2012,957.50763
Czech Republic,2013,909.51672
Democratic Republic of Congo,2005,-24.482798
Democratic Republic of Congo,2006,-43.073067
Democratic Republic of Congo,2007,-60.862854
Democratic Republic of Congo,2008,-83.333969
Democratic Republic of Congo,2009,-67.736534
Democratic Republic of Congo,2010,-52.625088
Democratic Republic of Congo,2011,-56.409897
Democratic Republic of Congo,2012,-53.690628
Democratic Republic of Congo,2013,-92.309845
Democratic Republic of Congo,2014,-79.085991
Democratic Republic of Congo,2015,-59.086903
Denmark,1975,1046.0017
Denmark,1976,1234.7397
Denmark,1977,1307.8781
Denmark,1978,1668.3373
Denmark,1979,1679.1478
Denmark,1980,1270.0249
Denmark,1981,788.7132
Denmark,1982,792.7641
Denmark,1983,982.47723
Denmark,1984,1177.4263
Denmark,1985,1260.7777
Denmark,1986,2014.5823
Denmark,1987,2698.5962
Denmark,1988,2796.1223
Denmark,1989,2553.7166
Denmark,1990,3541.9841
Denmark,1991,2872.3967
Denmark,1992,3808.5195
Denmark,1993,3502.623
Denmark,1994,3725.8806
Denmark,1995,4836.0068
Denmark,1996,5023.4375
Denmark,1997,4814.8291
Denmark,1998,4793.7012
Denmark,1999,4862.6133
Denmark,2000,4539.2856
Denmark,2001,4784.082
Denmark,2002,4840.4492
Denmark,2003,5809.0791
Denmark,2004,7025.9951
Denmark,2005,7714.334
Denmark,2006,8629.0674
Denmark,2007,9004.9141
Denmark,2008,8994.9277
Denmark,2009,6711.7964
Denmark,2010,8115.5811
Denmark,2011,9213.4766
Denmark,2012,8861.9854
Denmark,2013,10565.954
Denmark,2014,11896.887
Denmark,2015,10159.22
Djibouti,1991,244.73346
Djibouti,1992,200.89839
Djibouti,1993,243.1131
Djibouti,1994,157.6068
Djibouti,1995,176.09392
Djibouti,1996,155.68573
Djibouti,1997,140.29102
Djibouti,1998,141.8698
Djibouti,1999,163.41837
Djibouti,2000,125.91829
Djibouti,2001,150.58517
Djibouti,2002,170.8121
Djibouti,2003,258.11221
Djibouti,2004,214.57579
Djibouti,2005,251.19371
Dominica,1980,183.15544
Dominica,1981,132.10139
Dominica,1982,175.9238
Dominica,1983,263.38718
Dominica,1984,271.55594
Dominica,1985,285.02795
Dominica,1986,265.31198
Dominica,1987,300.48004
Dominica,1988,424.51852
Dominica,1989,216.01286
Dominica,1990,356.18597
Dominica,1991,302.50726
Dominica,1992,430.92249
Dominica,1993,430.65863
Dominica,1994,334.06641
Dominica,1995,474.90579
Dominica,1996,448.80023
Dominica,1997,457.57928
Dominica,1998,637.9021
Dominica,1999,517.24408
Dominica,2000,49.349503
Dominica,2001,-78.174072
Dominica,2002,-174.98972
Dominica,2003,-99.362129
Dominica,2004,-65.670349
Dominica,2005,-220.38077
Dominica,2006,145.67691
Dominica,2007,-340.64478
Dominica,2008,-769.40619
Dominica,2009,-704.5719
Dominica,2010,-340.80185
Dominica,2011,-551.80261
Dominica,2012,-1189.8387
Dominica,2013,-607.44556
Dominican Republic,1971,28.939245
Dominican Republic,1972,63.758614
Dominican Republic,1973,79.990822
Dominican Republic,1974,57.976128
Dominican Republic,1975,141.27469
Dominican Republic,1976,109.38676
Dominican Republic,1977,130.86475
Dominican Republic,1978,146.05258
Dominican Republic,1979,197.37715
Dominican Republic,1980,129.47153
Dominican Republic,1981,178.1873
Dominican Republic,1982,145.58261
Dominican Republic,1983,176.09305
Dominican Republic,1984,200.82481
Dominican Republic,1985,39.005066
Dominican Republic,1986,65.886375
Dominican Republic,1987,70.278603
Dominican Republic,1988,81.85862
Dominican Republic,1989,123.91222
Dominican Republic,1990,110.70797
Dominican Republic,1991,122.15394
Dominican Republic,1992,106.15854
Dominican Republic,1993,169.61098
Dominican Republic,1994,227.78003
Dominican Republic,1995,219.77554
Dominican Republic,1996,298.35031
Dominican Republic,1997,344.57153
Dominican Republic,1998,467.49054
Dominican Republic,1999,423.07678
Dominican Republic,2000,386.39984
Dominican Republic,2001,390.51297
Dominican Republic,2002,367.82858
Dominican Republic,2003,262.55438
Dominican Republic,2004,290.90421
Dominican Republic,2005,309.48694
Dominican Republic,2006,322.41675
Dominican Republic,2007,756.61639
Dominican Republic,2008,797.90039
Dominican Republic,2009,727.17328
Dominican Republic,2010,866.93634
Dominican Republic,2011,749.69
Dominican Republic,2012,789.60907
Dominican Republic,2013,887.487
Dominican Republic,2014,985.1958
Dominican Republic,2015,1071.0598
Ecuador,1976,160.49899
Ecuador,1977,226.11864
Ecuador,1978,230.01341
Ecuador,1979,176.24368
Ecuador,1980,239.57529
Ecuador,1981,381.49634
Ecuador,1982,181.80057
Ecuador,1983,99.266312
Ecuador,1984,73.041763
Ecuador,1985,105.04945
Ecuador,1986,149.87488
Ecuador,1987,93.831223
Ecuador,1988,163.01405
Ecuador,1989,247.64192
Ecuador,1990,485.36133
Ecuador,1991,654.29401
Ecuador,1992,1048.4806
Ecuador,1993,1412.412
Ecuador,1994,102.25818
Ecuador,1995,40.935764
Ecuador,1996,73.057465
Ecuador,1997,143.51167
Ecuador,1998,102.4715
Ecuador,1999,120.37111
Ecuador,2000,96.669479
Ecuador,2001,90.304581
Ecuador,2002,114.02638
Ecuador,2003,94.008194
Ecuador,2004,56.894039
Ecuador,2005,95.160347
Ecuador,2006,169.24857
Ecuador,2007,202.02048
Ecuador,2008,438.92816
Ecuador,2009,495.62234
Ecuador,2010,404.63779
Ecuador,2011,532.24292
Ecuador,2012,653.3877
Ecuador,2013,691.30554
Ecuador,2014,733.53314
Ecuador,2015,702.01776
Egypt,1977,62.959064
Egypt,1978,58.102318
Egypt,1979,-3.1925464
Egypt,1980,-17.030052
Egypt,1981,-22.780191
Egypt,1982,6.7414293
Egypt,1983,62.703865
Egypt,1984,35.729939
Egypt,1985,2.7221761
Egypt,1986,30.463808
Egypt,1987,109.42348
Egypt,1988,114.25806
Egypt,1989,90.016327
Egypt,1990,97.520752
Egypt,1991,105.99455
Egypt,1992,146.20746
Egypt,1993,133.56203
Egypt,1994,110.47746
Egypt,1995,115.88032
Egypt,1996,91.114662
Egypt,1997,120.30849
Egypt,1998,166.50821
Egypt,1999,151.9202
Egypt,2000,134.93074
Egypt,2001,166.00478
Egypt,2002,128.85378
Egypt,2003,98.758842
Egypt,2004,92.693947
Egypt,2005,80.621185
Egypt,2006,112.8596
Egypt,2007,158.1223
Egypt,2008,156.71278
Egypt,2009,147.16708
Egypt,2010,197.80634
Egypt,2011,124.74514
Egypt,2012,67.92878
Egypt,2013,138.88441
Egypt,2014,113.66566
Egypt,2015,133.98091
El Salvador,1976,81.842422
El Salvador,1977,140.35631
El Salvador,1978,89.598457
El Salvador,1979,108.78007
El Salvador,1980,68.81424
El Salvador,1981,13.412513
El Salvador,1982,46.368706
El Salvador,1983,61.129787
El Salvador,1984,60.281013
El Salvador,1985,57.456326
El Salvador,1986,106.61804
El Salvador,1987,108.38927
El Salvador,1988,110.09676
El Salvador,1989,118.77742
El Salvador,1990,79.490761
El Salvador,1991,89.662498
El Salvador,1992,148.4601
El Salvador,1993,193.57063
El Salvador,1994,250.7916
El Salvador,1995,245.81841
El Salvador,1996,195.71402
El Salvador,1997,221.77623
El Salvador,1998,285.90051
El Salvador,1999,246.66899
El Salvador,2000,237.84108
El Salvador,2001,285.63712
El Salvador,2002,250.72379
El Salvador,2003,228.96271
El Salvador,2004,226.01167
El Salvador,2005,256.21194
El Salvador,2006,272.16693
El Salvador,2007,202.75841
El Salvador,2008,143.46863
El Salvador,2009,262.82385
El Salvador,2010,217.0043
El Salvador,2011,201.17732
El Salvador,2012,107.33727
El Salvador,2013,87.631554
El Salvador,2014,77.391136
El Salvador,2015,136.3873
Equatorial Guinea,1987,-134.20239
Equatorial Guinea,1988,-138.76797
Equatorial Guinea,1989,-97.763504
Equatorial Guinea,1990,67.841568
Equatorial Guinea,1991,-80.243324
Equatorial Guinea,1992,7.3584771
Equatorial Guinea,1993,51.155346
Equatorial Guinea,1994,75.1968
Equatorial Guinea,1995,-236.17229
Equatorial Guinea,1996,-728.74573
Eritrea,1994,65.738197
Eritrea,1995,-.20512417
Eritrea,1996,-1.5009505
Eritrea,1997,31.453579
Eritrea,1998,-24.264872
Eritrea,1999,7.034153
Eritrea,2000,1.7310828
Estonia,2000,479.65836
Estonia,2001,513.23187
Estonia,2002,586.64838
Estonia,2003,877.44348
Estonia,2004,1021.4337
Estonia,2005,1439.9908
Estonia,2006,1748.1302
Estonia,2007,2243.0481
Estonia,2008,2081.9868
Estonia,2009,1425.3671
Estonia,2010,1394.7993
Estonia,2011,2436.946
Estonia,2012,2426.322
Estonia,2013,2639.3669
Estonia,2014,2806.2844
Estonia,2015,2081.9741
Ethiopia,2011,37.660652
Ethiopia,2012,44.815197
Fiji,1980,421.61163
Fiji,1981,257.43616
Fiji,1982,175.23853
Fiji,1983,115.1385
Fiji,1984,147.90674
Fiji,1985,196.22159
Fiji,1986,239.02396
Fiji,1987,169.76523
Fiji,1988,162.61824
Fiji,1989,120.0238
Fiji,1990,-15.191293
Fiji,1991,35.64621
Fiji,1992,-16.28207
Fiji,1993,-28.760981
Fiji,1994,-53.071609
Fiji,1995,334.53143
Fiji,1996,325.40991
Fiji,1997,332.44003
Fiji,1998,448.46521
Fiji,1999,308.89151
Fiji,2000,240.70381
Fiji,2001,126.38948
Fiji,2002,433.09082
Fiji,2003,387.6387
Fiji,2004,83.601654
Fiji,2005,478.07172
Fiji,2006,77.283546
Fiji,2007,253.57339
Fiji,2008,203.48093
Fiji,2013,167.0677
Fiji,2014,8.6121235
Fiji,2015,18.289852
Finland,1975,1129.0458
Finland,1976,991.15558
Finland,1977,1126.7423
Finland,1978,1076.3618
Finland,1979,1448.7433
Finland,1980,1823.7184
Finland,1981,1644.3732
Finland,1982,1575.3651
Finland,1983,1423.4896
Finland,1984,1604.9635
Finland,1985,1493.2024
Finland,1986,1958.405
Finland,1987,2373.1079
Finland,1988,3165.9954
Finland,1989,3406.0679
Finland,1990,3204.0518
Finland,1991,1107.1006
Finland,1992,471.28091
Finland,1993,669.01245
Finland,1994,1448.3706
Finland,1995,3292.1218
Finland,1996,3172.8354
Finland,1997,3922.4758
Finland,1998,4475.2949
Finland,1999,4643.0034
Finland,2000,4773.5337
Finland,2001,4862.8105
Finland,2002,4955.4229
Finland,2003,4992.8809
Finland,2004,6393.2334
Finland,2005,6106.1479
Finland,2006,6309.4141
Finland,2007,8225.208
Finland,2008,7893.6299
Finland,2009,4396.7695
Finland,2010,4440.1421
Finland,2011,4430.5542
Finland,2012,3599.5151
Finland,2013,3258.2971
Finland,2014,3284.5791
Finland,2015,3153.7651
France,1975,984.72296
France,1976,977.1626
France,1977,1048.098
France,1978,1343.1654
France,1979,1613.9175
France,1980,1665.3235
France,1981,1199.2778
France,1982,1012.6097
France,1983,921.98901
France,1984,860.49536
France,1985,904.07892
France,1986,1446.4749
France,1987,1693.4779
France,1988,2070.0774
France,1989,2146.6174
France,1990,2666.1514
France,1991,2508.0725
France,1992,2623.5481
France,1993,2307.5361
France,1994,2527.812
France,1995,3139.8562
France,1996,3100.927
France,1997,3051.2712
France,1998,3369.9368
France,1999,3468.4858
France,2000,2955.7974
France,2001,2847.9353
France,2002,2726.0298
France,2003,3220.9556
France,2004,3744.8271
France,2005,3648.1062
France,2006,3964.8467
France,2007,4719.897
France,2008,4682.8125
France,2009,2853.1052
France,2010,2986.9358
France,2011,3530.3672
France,2012,2669.4573
France,2013,2728.8469
France,2014,2700.0862
France,2015,2733.2615
Gabon,1978,-223.65027
Gabon,1979,-1350.9412
Gabon,1980,235.17732
Gabon,1981,872.81763
Gabon,1982,956.38452
Gabon,1983,527.4704
Gabon,1984,601.64246
Gabon,1985,134.23425
Gabon,1986,-497.70425
Gabon,1987,-736.42371
Gabon,1988,24.877277
Gabon,1989,-550.87036
Gabon,1990,-1105.5645
Gabon,1991,-283.10782
Gabon,1992,-846.55353
Gabon,1993,-983.14874
Gabon,1994,-328.7662
Gabon,1995,-209.00844
Gabon,1996,230.71558
Gabon,1997,247.76016
Gabon,1998,15.112352
Gabon,1999,124.42932
Gabon,2000,107.66579
Gabon,2001,106.2868
Gabon,2002,209.26541
Gabon,2003,177.72473
Gabon,2004,-95.431549
Gabon,2005,369.77017
Gambia,1980,16.048313
Gambia,1981,41.350368
Gambia,1982,29.916342
Gambia,1983,-6.6551394
Gambia,1984,2.1944561
Gambia,1985,40.528397
Gambia,1986,42.443581
Gambia,1987,80.550438
Gambia,1988,54.782906
Gambia,1989,14.33339
Gambia,1990,29.914572
Gambia,1991,61.906685
Gambia,1992,76.102165
Gambia,1993,-88.774734
Gambia,1994,-86.403694
Gambia,1995,-111.78658
Gambia,1996,-109.00089
Gambia,1997,-79.213646
Gambia,2003,-40.825027
Gambia,2004,-28.584576
Gambia,2005,-51.705124
Gambia,2006,-63.963963
Gambia,2007,-74
Gambia,2008,-92.346207
Gambia,2009,-11.682717
Gambia,2010,-72.154663
Gambia,2011,18.415234
Gambia,2012,3.8748941
Georgia,1998,80.049652
Georgia,1999,62.142757
Georgia,2000,89.647743
Georgia,2001,108.84863
Georgia,2002,100.34806
Georgia,2003,108.09429
Georgia,2004,191.59445
Georgia,2005,205.67776
Georgia,2006,123.61304
Georgia,2007,89.133255
Georgia,2008,-168.39108
Georgia,2009,-209.07407
Georgia,2010,-15.729412
Georgia,2011,69.003471
Georgia,2012,253.30647
Georgia,2013,349.88239
Georgia,2014,417.28049
Georgia,2015,365.21832
Germany,1991,2798.7639
Germany,1992,3052.5547
Germany,1993,2501.7754
Germany,1994,2664.9976
Germany,1995,3187.27
Germany,1996,2864.6948
Germany,1997,2576.7122
Germany,1998,2644.0513
Germany,1999,2442.3435
Germany,2000,2078.5898
Germany,2001,1994.3187
Germany,2002,2061.2815
Germany,2003,2265.728
Germany,2004,3454.1313
Germany,2005,3418.4429
Germany,2006,4436.5835
Germany,2007,6018.6318
Germany,2008,5934.1909
Germany,2009,4044.0864
Germany,2010,4842.4536
Germany,2011,6398.9424
Germany,2012,5550.6675
Germany,2013,5825.2275
Germany,2014,6454.2095
Germany,2015,5800.1304
Ghana,1975,34.867958
Ghana,1976,20.114462
Ghana,1977,34.643322
Ghana,1978,16.896669
Ghana,1979,21.903528
Ghana,1980,12.827896
Ghana,1981,10.57641
Ghana,1982,10.985611
Ghana,1983,7.4322362
Ghana,1984,10.860596
Ghana,1985,17.065744
Ghana,1986,16.144892
Ghana,1987,11.363501
Ghana,1988,18.543736
Ghana,1989,26.016497
Ghana,1990,24.555008
Ghana,1991,37.541431
Ghana,1992,8.8401537
Ghana,1993,11.60889
Ghana,1994,23.86981
Ghana,1995,24.605007
Ghana,1996,25.557383
Ghana,1997,-.47660285
Ghana,1998,29.421495
Ghana,1999,8.8271255
Ghana,2000,15.57166
Ghana,2001,30.440014
Ghana,2002,25.043371
Ghana,2003,26.930868
Ghana,2004,44.946224
Ghana,2005,32.035515
Ghana,2006,29.717648
Ghana,2007,-41.764153
Ghana,2008,-84.378532
Ghana,2009,-34.05471
Ghana,2010,-49.203899
Ghana,2011,-20.629021
Ghana,2012,-32.016869
Ghana,2013,-157.49081
Ghana,2014,-142.74309
Ghana,2015,-148.63506
Greece,1976,920.36334
Greece,1977,870.31958
Greece,1978,1009.2169
Greece,1979,1209.3044
Greece,1980,1097.5918
Greece,1981,751.14594
Greece,1982,928.52112
Greece,1983,706.77954
Greece,1984,738.15527
Greece,1985,756.05127
Greece,1986,856.71875
Greece,1987,658.74158
Greece,1988,989.005
Greece,1989,941.2088
Greece,1990,1210.3666
Greece,1991,1558.887
Greece,1992,1550.2841
Greece,1993,1320.6625
Greece,1994,1390.7047
Greece,1995,1463.3912
Greece,1996,1401.5769
Greece,1997,1500.9735
Greece,1999,737.88647
Greece,2000,777.97418
Greece,2001,853.7442
Greece,2002,760.98071
Greece,2003,1022.3306
Greece,2004,1205.6355
Greece,2005,755.4798
Greece,2006,807.52075
Greece,2007,142.32137
Greece,2008,-858.3244
Greece,2009,-2259.3203
Greece,2010,-2412
Greece,2011,-2813.1025
Greece,2012,-1940.0168
Greece,2013,-1592.7014
Greece,2014,-1450.9484
Greece,2015,-1336.2544
Guatemala,1977,104.51658
Guatemala,1978,91.561668
Guatemala,1979,81.984604
Guatemala,1980,65.073906
Guatemala,1981,35.971519
Guatemala,1982,4.856101
Guatemala,1983,8.2063398
Guatemala,1984,4.5889945
Guatemala,1985,11.438657
Guatemala,1986,16.967396
Guatemala,1987,-5.0251498
Guatemala,1988,.95325059
Guatemala,1989,10.498042
Guatemala,1990,9.3805199
Guatemala,1991,29.428003
Guatemala,1992,28.383759
Guatemala,1993,30.66473
Guatemala,1994,22.018154
Guatemala,1995,28.885675
Guatemala,1996,10.35426
Guatemala,1997,12.839597
Guatemala,1998,44.731052
Guatemala,1999,22.964233
Guatemala,2000,22.78307
Guatemala,2001,44.275356
Guatemala,2002,116.63544
Guatemala,2003,128.06367
Guatemala,2004,162.79846
Guatemala,2005,136.20213
Guatemala,2006,149.16034
Guatemala,2007,150.09099
Guatemala,2008,51.845638
Guatemala,2009,77.563385
Guatemala,2010,33.600296
Guatemala,2011,22.724157
Guatemala,2012,38.028648
Guatemala,2013,23.069592
Guatemala,2014,-.0035901507
Guatemala,2015,82.725098
Guinea,1986,2.2471077
Guinea,1987,8.4690638
Guinea,1988,6.9412193
Guinea,1989,22.896364
Guinea,1990,38.282608
Guinea,1991,46.562519
Guinea,1992,59.08868
Guinea,1993,77.004982
Guinea,1994,63.630489
Guinea,1995,38.223785
Guinea,1996,19.610729
Guinea,1997,39.971844
Guinea,1998,17.134478
Guinea,1999,23.333059
Guinea,2000,18.230253
Guinea,2001,11.7013
Guinea,2002,-1.3823347
Guinea,2003,8.9167452
Guinea,2004,-5.6403542
Guinea,2005,-19.679138
Guinea,2006,-44.094593
Guinea,2007,-96.059662
Guinea,2008,-99.825432
Guinea,2009,-121.79581
Guinea,2010,-142.30537
Guinea,2011,-154.61977
Guinea,2012,-249.18542
Guinea-Bissau,1982,-36.714718
Guinea-Bissau,1983,-26.98213
Guinea-Bissau,1984,-11.787812
Guinea-Bissau,1985,-14.572675
Guinea-Bissau,1986,14.823941
Guinea-Bissau,1987,17.588728
Guinea-Bissau,1988,19.684441
Guinea-Bissau,1989,8.3175697
Guinea-Bissau,1990,28.363295
Guinea-Bissau,1991,2.4588971
Guinea-Bissau,1992,6.4076605
Guinea-Bissau,1993,7.2280684
Guinea-Bissau,1994,6.3804688
Guinea-Bissau,1995,7.9365602
Guinea-Bissau,1996,-.43161619
Guinea-Bissau,1997,16.774015
Guinea-Bissau,2001,-19.5632
Guinea-Bissau,2002,-8.6677856
Guinea-Bissau,2003,-18.224886
Guinea-Bissau,2004,-9.9156332
Guinea-Bissau,2005,-34.281315
Guinea-Bissau,2006,-62.190086
Guinea-Bissau,2007,-48.654243
Guinea-Bissau,2008,-68.761803
Guinea-Bissau,2009,-86.018639
Guinea-Bissau,2010,-90.674316
Guinea-Bissau,2011,-44.033421
Guinea-Bissau,2012,-92.700882
Guyana,1980,78.770813
Guyana,1981,-35.294361
Guyana,1982,-66.124069
Guyana,1983,-92.368881
Guyana,1984,1.648358
Guyana,1985,19.128773
Guyana,1992,90.260033
Guyana,1993,125.40791
Guyana,1994,93.108528
Guyana,1995,179.08769
Guyana,1996,204.49416
Guyana,1997,149.63881
Guyana,1998,119.89043
Guyana,1999,129.93004
Guyana,2000,81.661453
Guyana,2001,34.626793
Guyana,2002,67.9487
Guyana,2003,92.040573
Guyana,2004,63.72097
Guyana,2005,57.696579
Guyana,2006,234.96745
Guyana,2007,235.46021
Guyana,2008,43.779568
Guyana,2009,208.53175
Guyana,2010,138.49435
Guyana,2011,-142.24237
Guyana,2012,-168.58295
Guyana,2013,-367.70911
Guyana,2014,-170.25706
Guyana,2015,-17.207518
Haiti,1996,90.290497
Haiti,1997,87.26326
Haiti,1998,107.60947
Haiti,1999,124.70072
Haiti,2000,116.99568
Haiti,2001,88.452728
Haiti,2002,80.497665
Haiti,2003,87.541763
Haiti,2004,88.4245
Haiti,2005,114.01166
Haiti,2006,119.50776
Haiti,2007,155.49863
Haiti,2008,134.70668
Haiti,2009,142.31664
Haiti,2010,123.532
Haiti,2011,138.82394
Haiti,2012,145.31276
Haiti,2013,147.81323
Haiti,2014,136.6635
Haiti,2015,194.24864
Honduras,1974,38.586967
Honduras,1975,23.421101
Honduras,1976,38.053482
Honduras,1977,62.178711
Honduras,1978,85.46907
Honduras,1979,92.766922
Honduras,1980,59.260033
Honduras,1981,51.556438
Honduras,1982,14.624109
Honduras,1983,25.166307
Honduras,1984,36.878895
Honduras,1985,73.396492
Honduras,1986,75.024529
Honduras,1987,100.09525
Honduras,1988,129.69395
Honduras,1989,92.529709
Honduras,1990,96.764572
Honduras,1991,86.167801
Honduras,1992,90.132248
Honduras,1993,127.12724
Honduras,1994,144.22382
Honduras,1995,152.25829
Honduras,1996,143.15332
Honduras,1997,178.76665
Honduras,1998,199.42949
Honduras,1999,215.48798
Honduras,2000,186.69786
Honduras,2001,179.32518
Honduras,2002,179.01355
Honduras,2003,186.28935
Honduras,2004,210.03619
Honduras,2005,273.9165
Honduras,2006,312.09955
Honduras,2007,334.37964
Honduras,2008,329.75269
Honduras,2009,294.82797
Honduras,2010,274.57239
Honduras,2011,338.20358
Honduras,2012,297.73349
Honduras,2013,218.79491
Honduras,2014,278.66055
Honduras,2015,394.25742
Hungary,1993,-32.966522
Hungary,1994,128.44231
Hungary,1995,171.20993
Hungary,1996,182.05832
Hungary,1997,273.31174
Hungary,1998,297.1781
Hungary,1999,154.10118
Hungary,2000,184.52199
Hungary,2001,291.01105
Hungary,2002,385.89328
Hungary,2003,402.27982
Hungary,2004,563.70087
Hungary,2005,547.02222
Hungary,2006,703.35016
Hungary,2007,683.36847
Hungary,2008,819.90845
Hungary,2009,672.70026
Hungary,2010,790.04559
Hungary,2011,908.50146
Hungary,2012,764.4339
Hungary,2013,1398.0883
Hungary,2014,1542.114
Hungary,2015,1335.9908
Iceland,2011,-311.89175
Iceland,2012,496.3869
Iceland,2013,5120.2422
Iceland,2014,6575.9429
Iceland,2015,7352.8711
India,1975,16.851702
India,1976,20.371349
India,1977,21.600685
India,1978,27.01457
India,1979,28.740896
India,1980,24.08419
India,1981,33.285011
India,1982,33.36515
India,1983,30.413166
India,1984,31.486509
India,1985,35.869434
India,1986,40.521435
India,1987,42.693481
India,1988,47.11879
India,1989,46.097343
India,1990,51.077286
India,1991,37.244198
India,1992,42.094101
India,1993,33.637295
India,1994,47.58408
India,1995,57.09573
India,1996,46.45277
India,1997,60.708511
India,1998,56.168346
India,1999,76.984688
India,2000,64.343384
India,2001,71.682312
India,2002,70.758347
India,2003,92.704346
India,2004,139.29671
India,2005,163.16577
India,2006,190.59143
India,2007,297.78723
India,2008,228.60854
India,2009,288.78171
India,2010,350.15576
India,2011,336.42551
India,2012,311.60608
India,2013,306.15091
India,2014,333.05786
India,2015,312.77243
Indonesia,1981,19.267668
Indonesia,1982,28.634159
Indonesia,1983,61.159508
Indonesia,1984,65.228951
Indonesia,1985,60.804363
Indonesia,1986,65.793999
Indonesia,1987,73.362717
Indonesia,1988,94.255745
Indonesia,1989,110.01965
Indonesia,1990,104.47613
Indonesia,1991,128.50119
Indonesia,1992,157.42851
Indonesia,1993,159.13354
Indonesia,1994,187.50058
Indonesia,1995,194.72794
Indonesia,1996,209.33611
Indonesia,1997,209.38493
Indonesia,1998,53.010635
Indonesia,1999,19.322998
Indonesia,2000,113.85374
Indonesia,2001,125.67796
Indonesia,2002,142.42328
Indonesia,2003,222.29295
Indonesia,2004,167.00282
Indonesia,2005,187.03587
Indonesia,2006,279.23453
Indonesia,2007,292.80753
Indonesia,2008,336.19757
Indonesia,2009,535.93109
Indonesia,2010,772.18707
Indonesia,2011,880.15625
Indonesia,2012,906.88312
Indonesia,2013,851.64496
Indonesia,2014,850.86444
Indonesia,2015,826.98035
Iran,1976,875.88171
Iran,1977,774.63055
Iran,1978,468.55356
Iran,1979,527.97119
Iran,1980,661.10242
Iran,1989,107.76468
Iran,1990,156.61302
Iran,1993,139.79137
Iran,1994,199.68361
Iran,1995,289.19955
Iran,1996,394.23734
Iran,1997,294.64047
Iran,1998,216.0186
Iran,1999,271.31409
Iran,2000,201.94745
Iraq,2005,-57.004189
Iraq,2006,221.61388
Iraq,2007,285.21652
Iraq,2008,809.36829
Iraq,2009,-169.39877
Iraq,2010,116.76933
Iraq,2011,594.53546
Iraq,2012,490.07687
Ireland,2005,9151.832
Ireland,2006,8821.1396
Ireland,2007,8053.5688
Ireland,2008,6015.2065
Ireland,2009,3851.4487
Ireland,2010,3620.5164
Ireland,2011,4483.9399
Ireland,2012,4082.1167
Ireland,2013,5781.1865
Ireland,2014,7414.7422
Ireland,2015,12684.146
Israel,1970,162.99554
Israel,1971,295.22101
Israel,1972,436.24289
Israel,1973,357.40695
Israel,1974,433.47372
Israel,1975,88.77626
Israel,1976,233.36858
Israel,1977,323.7569
Israel,1978,206.65733
Israel,1979,333.66083
Israel,1980,491.90781
Israel,1981,290.90134
Israel,1982,116.70506
Israel,1983,288.01346
Israel,1984,400.37857
Israel,1985,816.71234
Israel,1986,720.45984
Israel,1987,136.3791
Israel,1988,293.58191
Israel,1989,655.28613
Israel,1990,1506.3876
Israel,1991,1225.1165
Israel,1992,1392.0636
Israel,1993,1126.4536
Israel,1994,1175.9528
Israel,1995,1216.9968
Israel,1996,1905.316
Israel,1997,2075.4651
Israel,1998,1856.9701
Israel,1999,1625.5818
Israel,2000,2186.2
Israel,2001,2204.6191
Israel,2002,1693.9377
Israel,2003,1717.6838
Israel,2004,2172.3345
Israel,2005,2451.1685
Israel,2006,2925.3665
Israel,2007,3108.7974
Israel,2008,2904.7571
Israel,2009,3143.6326
Israel,2010,3956.582
