Entity,Year,"Share of workers in financial sector (GGDC, 2017)","Share of population in financial sector (GGDC, 2017)",Share of workers in financial sector
Ethiopia,1980,0.000415457,0.000415457,0.009174924
Ethiopia,1981,0.000413,0.000413,0.042849685
Ethiopia,1982,0.000400188,0.000400188,0.025111926
Ethiopia,1983,0.000421754,0.000421754,0.004522548
Ethiopia,1984,0.000367344,0.000367344,0.037072005
Ethiopia,1985,0.000382262,0.000382262,0.001160289
Ethiopia,1986,0.000370725,0.000370725,0.006969125
Ethiopia,1987,0.000407583,0.000407583,0.027274568
Ethiopia,1988,0.000446821,0.000446821,0.004278634
Ethiopia,1989,0.000426054,0.000426054,0.010484336
Ethiopia,1990,0.000418437,0.000418437,0.045169331
Ethiopia,1991,0.000410185,0.000410185,0.004757544
Ethiopia,1992,0.000382758,0.000382758,0.008512258
Ethiopia,1993,0.000410523,0.000410523,0.032018629
Ethiopia,1994,0.000445961,0.000445961,0.038143038
Ethiopia,1995,0.000476019,0.000476019,0.001251244
Ethiopia,1996,0.000510253,0.000510253,0.006949465
Ethiopia,1997,0.000547473,0.000547473,0.010629705
Ethiopia,1998,0.000559281,0.000559281,0.033391507
Ethiopia,1999,0.000588462,0.000588462,0.054549577
Ethiopia,2000,0.000621265,0.000621265,0.004617935
Ethiopia,2001,0.000674463,0.000674463,0.004784562
Ethiopia,2002,0.000750694,0.000750694,0.045389212
Ethiopia,2003,0.000816999,0.000816999,0.038715803
Ethiopia,2004,0.000864467,0.000864467,0.03178111
Ethiopia,2005,0.000944585,0.000944585,0.055869678
Ethiopia,2006,0.001098087,0.001098087,0.008301017
Ethiopia,2007,0.001254932,0.001254932,0.001262518
Ethiopia,2008,0.001488896,0.001488896,0.006575278
Ethiopia,2009,0.001714469,0.001714469,0.010771453
Ethiopia,2010,0.001964018,0.001964018,0.03406398
Ethiopia,2011,0.002385908,0.002385908,0.056573785
France,1960,0.021199395,0.021199395,0.004926035
France,1961,0.020882958,0.020882958,0.004811474
France,1962,0.019413299,0.019413299,0.042224611
France,1963,0.020025591,0.020025591,0.039379105
France,1964,0.020313601,0.020313601,0.057332036
France,1965,0.021255415,0.021255415,0.03644223
France,1966,0.022192835,0.022192835,0.006797735
France,1967,0.023332267,0.023332267,0.001181527
France,1968,0.024475642,0.024475642,0.010754382
France,1969,0.026121567,0.026121567,0.007968051
France,1970,0.027571492,0.027571492,0.058661265
France,1971,0.028395146,0.028395146,0.03672194
France,1972,0.029321921,0.029321921,0.036669412
France,1973,0.030488526,0.030488526,0.005062502
France,1974,0.031576743,0.031576743,0.039852278
France,1975,0.032053892,0.032053892,0.044375296
France,1976,0.032477033,0.032477033,0.061124938
France,1977,0.03363412,0.03363412,0.005066786
France,1978,0.034561095,0.034561095,0.004700819
France,1979,0.035768242,0.035768242,0.006015883
France,1980,0.036681726,0.036681726,0.010733805
France,1981,0.037323974,0.037323974,0.038960215
France,1982,0.037580902,0.037580902,0.001266694
France,1983,0.03802158,0.03802158,0.06401639
France,1984,0.038488042,0.038488042,0.036766612
France,1985,0.039035838,0.039035838,0.008348228
France,1986,0.04022747,0.04022747,0.004977831
France,1987,0.041813606,0.041813606,0.042386775
France,1988,0.043889708,0.043889708,0.066814962
France,1989,0.046011201,0.046011201,0.039971174
France,1990,0.047450472,0.047450472,0.045173532
France,1991,0.048109373,0.048109373,0.006688323
France,1992,0.048197779,0.048197779,0.005280825
France,1993,0.047538431,0.047538431,0.005146213
France,1994,0.048719714,0.048719714,0.010698776
France,1995,0.049180493,0.049180493,0.080187318
France,1996,0.049719598,0.049719598,0.00130266
France,1997,0.051461819,0.051461819,0.035661993
France,1998,0.054248234,0.054248234,0.044018386
France,1999,0.056862592,0.056862592,0.083303615
France,2000,0.060678845,0.060678845,0.005127101
France,2001,0.063100751,0.063100751,0.040169769
France,2002,0.063187171,0.063187171,0.045900679
France,2003,0.062279817,0.062279817,0.007973112
France,2004,0.062671341,0.062671341,0.04577814
France,2005,0.062954108,0.062954108,0.086531246
France,2006,0.064332152,0.064332152,0.00675901
France,2007,0.066323807,0.066323807,0.010847681
France,2008,0.068047869,0.068047869,0.004691517
France,2009,0.06513535,0.06513535,0.005604169
France,2010,0.066309964,0.066309964,0.036417935
France,2011,0.0680648,0.0680648,0.001343035
Ghana,1960,0.001057198,0.001057198,0.082956119
Ghana,1961,0.001087985,0.001087985,0.049377808
Ghana,1962,0.001095339,0.001095339,0.084029952
Ghana,1963,0.001176521,0.001176521,0.041278841
Ghana,1964,0.001088748,0.001088748,0.048668955
Ghana,1965,0.001084899,0.001084899,0.007466004
Ghana,1966,0.001150903,0.001150903,0.088902996
Ghana,1967,0.001323606,0.001323606,0.010952486
Ghana,1968,0.001233574,0.001233574,0.055087177
Ghana,1969,0.001076606,0.001076606,0.036319197
Ghana,1970,0.001093084,0.001093084,0.004717554
Ghana,1971,0.001147109,0.001147109,0.005924513
Ghana,1972,0.001191266,0.001191266,0.007967885
Ghana,1973,0.001217142,0.001217142,0.085550283
Ghana,1974,0.001298049,0.001298049,0.001376816
Ghana,1975,0.001125272,0.001125272,0.082908643
Ghana,1976,0.001231404,0.001231404,0.056981829
Ghana,1977,0.001422687,0.001422687,0.034882111
Ghana,1978,0.001602345,0.001602345,0.048362054
Ghana,1979,0.001635002,0.001635002,0.081192493
Ghana,1980,0.001736943,0.001736943,0.039364136
Ghana,1981,0.001846298,0.001846298,0.007451475
Ghana,1982,0.001932339,0.001932339,0.011037628
Ghana,1983,0.00201574,0.00201574,0.006402113
Ghana,1984,0.002231715,0.002231715,0.08388044
Ghana,1985,0.002311873,0.002311873,0.00469881
Ghana,1986,0.002515078,0.002515078,0.064307362
Ghana,1987,0.002691915,0.002691915,0.08466648
Ghana,1988,0.002912459,0.002912459,0.007534156
Ghana,1989,0.003077068,0.003077068,0.091619757
Ghana,1990,0.003336805,0.003336805,0.00156462
Ghana,1991,0.003248862,0.003248862,0.033503899
Ghana,1992,0.003419232,0.003419232,0.074423407
Ghana,1993,0.003630951,0.003630951,0.048209484
Ghana,1994,0.003833669,0.003833669,0.039473901
Ghana,1995,0.004009953,0.004009953,0.089656926
Ghana,1996,0.004250017,0.004250017,0.004832241
Ghana,1997,0.004614914,0.004614914,0.006779619
Ghana,1998,0.005002893,0.005002893,0.086185014
Ghana,1999,0.005296263,0.005296263,0.007230392
Ghana,2000,0.005654848,0.005654848,0.079530331
Ghana,2001,0.005844229,0.005844229,0.090639092
Ghana,2002,0.006094256,0.006094256,0.103489106
Ghana,2003,0.006338349,0.006338349,0.112777599
Ghana,2004,0.006562429,0.006562429,0.032157583
Ghana,2005,0.006976779,0.006976779,0.041796167
Ghana,2006,0.007513439,0.007513439,0.120351292
Ghana,2007,0.008046761,0.008046761,0.086515677
Ghana,2008,0.008268959,0.008268959,0.00170171
Ghana,2009,0.008484677,0.008484677,0.04586326
Ghana,2010,0.009654817,0.009654817,0.007943975
Ghana,2011,0.010367943,0.010367943,0.119358049
Great Britain,1960,0.013283384,0.013283384,0.004737156
Great Britain,1961,0.013601992,0.013601992,0.007461637
Great Britain,1962,0.013879648,0.013879648,0.124330384
Great Britain,1963,0.014417983,0.014417983,0.089510964
Great Britain,1964,0.01482555,0.01482555,0.007248917
Great Britain,1965,0.015047393,0.015047393,0.126970629
Great Britain,1966,0.015172141,0.015172141,0.043998883
Great Britain,1967,0.015285475,0.015285475,0.028922979
Great Britain,1968,0.015748631,0.015748631,0.131882104
Great Britain,1969,0.016148773,0.016148773,0.095575728
Great Britain,1970,0.016995075,0.016995075,0.046079039
Great Britain,1971,0.01794014,0.01794014,0.004826537
Great Britain,1972,0.018225959,0.018225959,0.132864682
Great Britain,1973,0.019183529,0.019183529,0.007661819
Great Britain,1974,0.019813649,0.019813649,0.007274689
Great Britain,1975,0.019770398,0.019770398,0.007735146
Great Britain,1976,0.01984891,0.01984891,0.102661535
Great Britain,1977,0.020132225,0.020132225,0.001694176
Great Britain,1978,0.020648347,0.020648347,0.133425792
Great Britain,1979,0.02141278,0.02141278,0.136321978
Great Britain,1980,0.022079412,0.022079412,0.028885943
Great Britain,1981,0.0219316,0.0219316,0.142101095
Great Britain,1982,0.022313782,0.022313782,0.044620288
Great Britain,1983,0.023001801,0.023001801,0.106833921
Great Britain,1984,0.024157825,0.024157825,0.004921343
Great Britain,1985,0.025498584,0.025498584,0.045558584
Great Britain,1986,0.026477706,0.026477706,0.149680229
Great Britain,1987,0.02744509,0.02744509,0.107954783
Great Britain,1988,0.029501079,0.029501079,0.159811926
Great Britain,1989,0.031155408,0.031155408,0.008177099
Great Britain,1990,0.032416857,0.032416857,0.001863809
Great Britain,1991,0.031750347,0.031750347,0.171264419
Great Britain,1992,0.03179639,0.03179639,0.047460483
Great Britain,1993,0.031832705,0.031832705,0.178606693
Great Britain,1994,0.032088096,0.032088096,0.110960342
Great Britain,1995,0.033407995,0.033407995,0.028147237
Great Britain,1996,0.035157933,0.035157933,0.00500904
Great Britain,1997,0.03793786,0.03793786,0.007726755
Great Britain,1998,0.039050216,0.039050216,0.185090566
Great Britain,1999,0.040943303,0.040943303,0.04773182
Great Britain,2000,0.043003896,0.043003896,0.113749929
Great Britain,2001,0.044024719,0.044024719,0.18865303
Great Britain,2002,0.045415492,0.045415492,0.008817643
Great Britain,2003,0.045775168,0.045775168,0.189884236
Great Britain,2004,0.047052067,0.047052067,0.118640115
Great Britain,2005,0.049209162,0.049209162,0.002285735
Great Britain,2006,0.051051919,0.051051919,0.005042701
Great Britain,2007,0.052427838,0.052427838,0.047696739
Great Britain,2008,0.05281805,0.05281805,0.18973628
Great Britain,2009,0.051053574,0.051053574,0.026845405
Great Britain,2010,0.052952028,0.052952028,0.123288969
Great Britain,2011,0.053359042,0.053359042,0.186095794
Hong Kong,1974,0.007268491,0.007268491,0.046906706
Hong Kong,1975,0.012671121,0.012671121,0.182403227
Hong Kong,1976,0.013742807,0.013742807,0.008220339
Hong Kong,1977,0.015346005,0.015346005,0.18264754
Hong Kong,1978,0.017073284,0.017073284,0.122027178
Hong Kong,1979,0.018313476,0.018313476,0.189174404
Hong Kong,1980,0.020200617,0.020200617,0.009427749
Hong Kong,1981,0.022354053,0.022354053,0.197761265
Hong Kong,1982,0.023998964,0.023998964,0.005210161
Hong Kong,1983,0.025773442,0.025773442,0.20377452
Hong Kong,1984,0.027828003,0.027828003,0.204807242
Hong Kong,1985,0.030018931,0.030018931,0.051119457
Hong Kong,1986,0.032543608,0.032543608,0.027929696
Hong Kong,1987,0.033910138,0.033910138,0.124854385
Hong Kong,1988,0.036489403,0.036489403,0.002126088
Hong Kong,1989,0.039259596,0.039259596,0.047022882
Hong Kong,1990,0.040633547,0.040633547,0.201888484
Hong Kong,1991,0.044258249,0.044258249,0.194262535
Hong Kong,1992,0.04442458,0.04442458,0.048808135
Hong Kong,1993,0.054457875,0.054457875,0.128744273
Hong Kong,1994,0.060057316,0.060057316,0.193790127
Hong Kong,1995,0.061677581,0.061677581,0.005478099
Hong Kong,1996,0.062815731,0.062815731,0.009962927
Hong Kong,1997,0.06936692,0.06936692,0.133907092
Hong Kong,1998,0.069673264,0.069673264,0.007875362
Hong Kong,1999,0.073619544,0.073619544,0.027798326
Hong Kong,2000,0.075474172,0.075474172,0.052102135
Hong Kong,2001,0.079123596,0.079123596,0.112789818
Hong Kong,2002,0.07761361,0.07761361,0.04678549
Hong Kong,2003,0.07670257,0.07670257,0.00170742
Hong Kong,2004,0.078023973,0.078023973,0.006252596
Hong Kong,2005,0.081420826,0.081420826,0.054334526
Hong Kong,2006,0.084500101,0.084500101,0.114023727
Hong Kong,2007,0.087330603,0.087330603,0.010627392
Hong Kong,2008,0.091878898,0.091878898,0.112949442
Hong Kong,2009,0.091760127,0.091760127,0.026644726
Hong Kong,2010,0.09177548,0.09177548,0.017223339
Hong Kong,2011,0.096077919,0.096077919,0.008261616
India,1960,0.000908882,0.000908882,0.05372517
India,1961,0.000968999,0.000968999,0.054276868
India,1962,0.001020464,0.001020464,0.047046607
India,1963,0.001069438,0.001069438,0.001941912
India,1964,0.001120987,0.001120987,0.008348106
India,1965,0.001194231,0.001194231,0.011488752
India,1966,0.00125389,0.00125389,0.025526146
India,1967,0.00132894,0.00132894,0.007684471
India,1968,0.001429406,0.001429406,0.017984051
India,1969,0.00151587,0.00151587,0.055672684
India,1970,0.001621979,0.001621979,0.053618339
India,1971,0.001621927,0.001621927,0.012510333
India,1972,0.001602578,0.001602578,0.052348888
India,1973,0.001560684,0.001560684,0.002033768
India,1974,0.001477005,0.001477005,0.008973157
India,1975,0.001493687,0.001493687,0.026653741
India,1976,0.001523527,0.001523527,0.00832772
India,1977,0.001512232,0.001512232,0.018841487
India,1978,0.001520722,0.001520722,0.058098805
India,1979,0.001471981,0.001471981,0.013291874
India,1980,0.00142464,0.00142464,0.055081034
India,1981,0.00141654,0.00141654,0.055638554
India,1982,0.001445215,0.001445215,0.008827861
India,1983,0.001458059,0.001458059,0.028239482
India,1984,0.001475211,0.001475211,0.002142439
India,1985,0.001503179,0.001503179,0.019675721
India,1986,0.001541122,0.001541122,0.060009031
India,1987,0.0015501,0.0015501,0.008800398
India,1988,0.001602626,0.001602626,0.014417127
India,1989,0.0016716,0.0016716,0.057679521
India,1990,0.001694177,0.001694177,0.009081858
India,1991,0.001764782,0.001764782,0.030252505
India,1992,0.002290535,0.002290535,0.055771312
India,1993,0.002883645,0.002883645,0.002161192
India,1994,0.003624533,0.003624533,0.020362229
India,1995,0.004606363,0.004606363,0.062219314
India,1996,0.004623855,0.004623855,0.014951573
India,1997,0.004699322,0.004699322,0.061486431
India,1998,0.004725212,0.004725212,0.009027162
India,1999,0.004783189,0.004783189,0.03213111
India,2000,0.005071248,0.005071248,0.008935694
India,2001,0.005337286,0.005337286,0.055442054
India,2002,0.005501893,0.005501893,0.021095392
India,2003,0.006401587,0.006401587,0.061996572
India,2004,0.006908334,0.006908334,0.00228421
India,2005,0.006896443,0.006896443,0.015618772
India,2006,0.007034836,0.007034836,0.063539363
India,2007,0.00747336,0.00747336,0.033895021
India,2008,0.007827684,0.007827684,0.009486301
India,2009,0.008172135,0.008172135,0.05494966
India,2010,0.008472903,0.008472903,0.02198081
Indonesia,1971,0.001439652,0.001439652,0.061322917
Indonesia,1972,0.000656058,0.000656058,0.008970351
Indonesia,1973,0.000706523,0.000706523,0.016283056
Indonesia,1974,0.000694855,0.000694855,0.035144745
Indonesia,1975,0.00082074,0.00082074,0.065671037
Indonesia,1976,0.001022074,0.001022074,0.009084387
Indonesia,1977,0.00139338,0.00139338,0.002367749
Indonesia,1978,0.00149643,0.00149643,0.031574278
Indonesia,1979,0.001685428,0.001685428,0.06400552
Indonesia,1980,0.002048855,0.002048855,0.022825154
Indonesia,1981,0.002073467,0.002073467,0.055284133
Indonesia,1982,0.002126568,0.002126568,0.03629866
Indonesia,1983,0.002483599,0.002483599,0.03137316
Indonesia,1984,0.002811507,0.002811507,0.016863506
Indonesia,1985,0.002730157,0.002730157,0.00836857
Indonesia,1986,0.002964792,0.002964792,0.066380395
Indonesia,1987,0.002778749,0.002778749,0.008825985
Indonesia,1988,0.002519721,0.002519721,0.002469286
Indonesia,1989,0.002742275,0.002742275,0.071849142
Indonesia,1990,0.00325029,0.00325029,0.033333678
Indonesia,1991,0.003400805,0.003400805,0.037952395
Indonesia,1992,0.003639836,0.003639836,0.023368805
Indonesia,1993,0.00360086,0.00360086,0.055129246
Indonesia,1994,0.003914016,0.003914016,0.008645013
Indonesia,1995,0.004042012,0.004042012,0.017717712
Indonesia,1996,0.004402692,0.004402692,0.067660438
Indonesia,1997,0.004371707,0.004371707,0.035614837
Indonesia,1998,0.00430542,0.00430542,0.065398409
Indonesia,1999,0.004648892,0.004648892,0.041036802
Indonesia,2000,0.006845188,0.006845188,0.002482806
Indonesia,2001,0.008330391,0.008330391,0.008951923
Indonesia,2002,0.006980691,0.006980691,0.024202611
Indonesia,2003,0.00876936,0.00876936,0.034275901
Indonesia,2004,0.007204978,0.007204978,0.009930413
Indonesia,2005,0.006376012,0.006376012,0.056168681
Indonesia,2006,0.007272651,0.007272651,0.018924675
Indonesia,2007,0.007362687,0.007362687,0.064429534
Indonesia,2008,0.007577843,0.007577843,0.069953231
Indonesia,2009,0.007613407,0.007613407,0.04267471
Indonesia,2010,0.008545304,0.008545304,0.033753245
Indonesia,2011,0.011712087,0.011712087,0.024783673
Indonesia,2012,0.013408511,0.013408511,0.002679911
Italy,1960,0.010490749,0.010490749,0.010268075
Italy,1961,0.010660579,0.010660579,0.035360172
Italy,1962,0.010971493,0.010971493,0.06023923
Italy,1963,0.011428513,0.011428513,0.008934717
Italy,1964,0.011612772,0.011612772,0.074549065
Italy,1965,0.011605575,0.011605575,0.068600841
Italy,1966,0.011725218,0.011725218,0.001483174
Italy,1967,0.011723648,0.011723648,0.020156729
Italy,1968,0.012017759,0.012017759,0.043716198
Italy,1969,0.012164207,0.012164207,0.036112876
Italy,1970,0.012232052,0.012232052,0.010671645
Italy,1971,0.01227319,0.01227319,0.025696188
Italy,1972,0.012569788,0.012569788,0.065129673
Italy,1973,0.013186549,0.013186549,0.064568365
Italy,1974,0.013753794,0.013753794,0.044298109
Italy,1975,0.014118228,0.014118228,0.064518468
Italy,1976,0.014640681,0.014640681,0.002648267
Italy,1977,0.014957685,0.014957685,0.001439299
Italy,1978,0.015915013,0.015915013,0.03684912
Italy,1979,0.016794082,0.016794082,0.020196039
Italy,1980,0.017618351,0.017618351,0.009614102
Italy,1981,0.018746431,0.018746431,0.011292485
Italy,1982,0.020066827,0.020066827,0.063325689
Italy,1983,0.021585761,0.021585761,0.034895579
Italy,1984,0.023276171,0.023276171,0.045954873
Italy,1985,0.025991556,0.025991556,0.069159851
Italy,1986,0.027550009,0.027550009,0.066604857
Italy,1987,0.028725608,0.028725608,0.026979419
Italy,1988,0.030687942,0.030687942,0.001395972
Italy,1989,0.032642944,0.032642944,0.020804821
Italy,1990,0.034308245,0.034308245,0.002687288
Italy,1991,0.035995612,0.035995612,0.011722322
Italy,1992,0.036893298,0.036893298,0.033414931
Italy,1993,0.036173438,0.036173438,0.070198383
Italy,1994,0.035809302,0.035809302,0.048183133
Italy,1995,0.037175229,0.037175229,0.010233341
Italy,1996,0.038890065,0.038890065,0.072001812
Italy,1997,0.041091312,0.041091312,0.074024764
Italy,1998,0.04317063,0.04317063,0.032600931
Italy,1999,0.045463237,0.045463237,0.026982306
Italy,2000,0.048698583,0.048698583,0.001338624
Italy,2001,0.051107433,0.051107433,0.011500439
Italy,2002,0.053658487,0.053658487,0.050469276
Italy,2003,0.054933241,0.054933241,0.065298351
Italy,2004,0.055759413,0.055759413,0.023103474
Italy,2005,0.056664296,0.056664296,0.002604869
Italy,2006,0.057918293,0.057918293,0.068820765
Italy,2007,0.059407947,0.059407947,0.079839055
Italy,2008,0.060426188,0.060426188,0.033915931
Italy,2009,0.061251865,0.061251865,0.058253461
Italy,2010,0.061132654,0.061132654,0.012677483
Italy,2011,0.062549546,0.062549546,0.066680491
Japan,1960,0.023025198,0.023025198,0.010767773
Japan,1961,0.023814141,0.023814141,0.001300408
Japan,1962,0.025037709,0.025037709,0.027348052
Japan,1963,0.026740912,0.026740912,0.023178955
Japan,1964,0.028275977,0.028275977,0.075129447
Japan,1965,0.030429714,0.030429714,0.057288565
Japan,1966,0.032878843,0.032878843,0.034683016
Japan,1967,0.036865354,0.036865354,0.076788572
Japan,1968,0.035517226,0.035517226,0.013359393
Japan,1969,0.036391155,0.036391155,0.065409455
Japan,1970,0.038774977,0.038774977,0.002495082
Japan,1971,0.041242975,0.041242975,0.063377236
Japan,1972,0.04119039,0.04119039,0.001330411
Japan,1973,0.042468672,0.042468672,0.035893032
Japan,1974,0.042767918,0.042767918,0.076168242
Japan,1975,0.043238457,0.043238457,0.027217577
Japan,1976,0.044298096,0.044298096,0.012203136
Japan,1977,0.04602746,0.04602746,0.013881504
Japan,1978,0.04658513,0.04658513,0.063786164
Japan,1979,0.047913005,0.047913005,0.086202084
Japan,1980,0.049285666,0.049285666,0.065193865
Japan,1981,0.051049062,0.051049062,0.047278459
Japan,1982,0.051875443,0.051875443,0.078610479
Japan,1983,0.05286327,0.05286327,0.013470611
Japan,1984,0.053085195,0.053085195,0.052704213
Japan,1985,0.053072646,0.053072646,0.001294053
Japan,1986,0.05380642,0.05380642,0.002397938
Japan,1987,0.055204494,0.055204494,0.064605917
Japan,1988,0.055709336,0.055709336,0.027537596
Japan,1989,0.056573818,0.056573818,0.040416155
Japan,1990,0.058740919,0.058740919,0.082963942
Japan,1991,0.059700269,0.059700269,0.012994628
Japan,1992,0.06001803,0.06001803,0.058859868
Japan,1993,0.060518818,0.060518818,0.085874648
Japan,1994,0.060926096,0.060926096,0.01260708
Japan,1995,0.061573288,0.061573288,0.065061606
Japan,1996,0.06187811,0.06187811,0.028003536
Japan,1997,0.062984087,0.062984087,0.061725286
Japan,1998,0.064041001,0.064041001,0.001180435
Japan,1999,0.063292228,0.063292228,0.008998118
Japan,2000,0.065046106,0.065046106,0.028095067
Japan,2001,0.066759911,0.066759911,0.014117756
Japan,2002,0.067299032,0.067299032,0.084354724
Japan,2003,0.0670681,0.0670681,0.002312822
Japan,2004,0.068519977,0.068519977,0.066568658
Japan,2005,0.071659149,0.071659149,0.010373101
Japan,2006,0.073862808,0.073862808,0.042515057
Japan,2007,0.074834348,0.074834348,0.013823652
Japan,2008,0.072301955,0.072301955,0.012316291
Japan,2009,0.06546536,0.06546536,0.005646916
Japan,2010,0.065592866,0.065592866,0.08725239
Japan,2011,0.067388729,0.067388729,0.060417182
Japan,2012,0.067077209,0.067077209,0.078223623
Kenya,1969,0.003209604,0.003209604,0.058127724
Kenya,1970,0.002941244,0.002941244,0.001157698
Kenya,1971,0.002881483,0.002881483,0.02926033
Kenya,1972,0.002732288,0.002732288,0.039443543
Kenya,1973,0.002844865,0.002844865,0.06851507
Kenya,1974,0.002753812,0.002753812,0.080994391
Kenya,1975,0.002718369,0.002718369,0.009400099
Kenya,1976,0.002569475,0.002569475,0.01253486
Kenya,1977,0.002694138,0.002694138,0.064410115
Kenya,1978,0.002602448,0.002602448,0.0108882
Kenya,1979,0.002602308,0.002602308,0.042558482
Kenya,1980,0.00275713,0.00275713,0.086279486
Kenya,1981,0.002613129,0.002613129,0.069064942
Kenya,1982,0.002747487,0.002747487,0.014818364
Kenya,1983,0.002737662,0.002737662,0.00231653
Kenya,1984,0.002872548,0.002872548,0.013045413
Kenya,1985,0.002914134,0.002914134,0.005843197
Kenya,1986,0.002916332,0.002916332,0.069652294
Kenya,1987,0.00285942,0.00285942,0.030517912
Kenya,1988,0.002879727,0.002879727,0.078288887
Kenya,1989,0.002890259,0.002890259,0.001138288
Kenya,1990,0.003108518,0.003108518,0.00914886
Kenya,1991,0.003318781,0.003318781,0.013204791
Kenya,1992,0.003513365,0.003513365,0.050652683
Kenya,1993,0.004020628,0.004020628,0.06918992
Kenya,1994,0.004364893,0.004364893,0.094159306
Kenya,1995,0.004780702,0.004780702,0.071824365
Kenya,1996,0.005232216,0.005232216,0.01135386
Kenya,1997,0.005851578,0.005851578,0.013509036
Kenya,1998,0.006037253,0.006037253,0.016338612
Kenya,1999,0.006409316,0.006409316,0.050126351
Kenya,2000,0.006050136,0.006050136,0.071113019
Kenya,2001,0.005617631,0.005617631,0.081339943
Kenya,2002,0.005253267,0.005253267,0.073105231
Kenya,2003,0.004983693,0.004983693,0.002235261
Kenya,2004,0.004766659,0.004766659,0.032274931
Kenya,2005,0.004605088,0.004605088,0.006050232
Kenya,2006,0.004490467,0.004490467,0.013611451
Kenya,2007,0.004508713,0.004508713,0.001117676
Kenya,2008,0.004517982,0.004517982,0.008769019
Kenya,2009,0.004446044,0.004446044,0.071389994
Kenya,2010,0.004495516,0.004495516,0.011612302
Kenya,2011,0.004648155,0.004648155,0.053578989
Malawi,1966,0.000689554,0.000689554,0.074358724
Malawi,1967,0.00053491,0.00053491,0.014123185
Malawi,1968,0.000596743,0.000596743,0.077260512
Malawi,1969,0.000555024,0.000555024,0.072145132
Malawi,1970,0.000552496,0.000552496,0.016664326
Malawi,1971,0.000484065,0.000484065,0.033479647
Malawi,1972,0.000590634,0.000590634,0.014821594
Malawi,1973,0.000835937,0.000835937,0.049431121
Malawi,1974,0.00099143,0.00099143,0.002082737
Malawi,1975,0.001054011,0.001054011,0.00625944
Malawi,1976,0.00109053,0.00109053,0.008571026
Malawi,1977,0.001156082,0.001156082,0.011698189
Malawi,1978,0.00114032,0.00114032,0.001073152
Malawi,1979,0.00136157,0.00136157,0.015220021
Malawi,1980,0.001898194,0.001898194,0.07598136
Malawi,1981,0.001634537,0.001634537,0.058764712
Malawi,1982,0.001599502,0.001599502,0.024186862
Malawi,1983,0.001635246,0.001635246,0.016358051
Malawi,1984,0.001632527,0.001632527,0.017503297
Malawi,1985,0.001721276,0.001721276,0.03508932
Malawi,1986,0.001669421,0.001669421,0.025309358
Malawi,1987,0.001542415,0.001542415,0.00193287
Malawi,1988,0.001452253,0.001452253,0.012106347
Malawi,1989,0.001774849,0.001774849,0.057829373
Malawi,1990,0.001971379,0.001971379,0.017476638
Malawi,1991,0.002158671,0.002158671,0.008350573
Malawi,1992,0.002273286,0.002273286,0.006454481
Malawi,1993,0.002324378,0.002324378,0.065184776
Malawi,1994,0.002271312,0.002271312,0.026547567
Malawi,1995,0.002553305,0.002553305,0.001054563
Malawi,1996,0.002686754,0.002686754,0.019092608
Malawi,1997,0.003020754,0.003020754,0.029494958
Malawi,1998,0.002883097,0.002883097,0.051372
Malawi,1999,0.002732578,0.002732578,0.037244145
Malawi,2000,0.002654687,0.002654687,0.016449498
Malawi,2001,0.002455279,0.002455279,0.012405776
Malawi,2002,0.002502782,0.002502782,0.019208858
Malawi,2003,0.002163861,0.002163861,0.033908966
Malawi,2004,0.002429051,0.002429051,0.002034613
Malawi,2005,0.002461047,0.002461047,0.06118494
Malawi,2006,0.00265558,0.00265558,0.008062478
Malawi,2007,0.002692127,0.002692127,0.051901711
Malawi,2008,0.002675811,0.002675811,0.00666903
Malawi,2009,0.002750716,0.002750716,0.001049692
Malawi,2010,0.002847531,0.002847531,0.037211424
Malaysia,1975,0.012671811,0.012671811,0.019445279
Malaysia,1976,0.013459906,0.013459906,0.038530012
Malaysia,1977,0.012982792,0.012982792,0.013003434
Malaysia,1978,0.013148156,0.013148156,0.052350998
Malaysia,1979,0.013245667,0.013245667,0.035509829
Malaysia,1980,0.014510312,0.014510312,0.015268234
Malaysia,1981,0.01493328,0.01493328,0.062915058
Malaysia,1982,0.016045497,0.016045497,0.019750887
Malaysia,1983,0.017098035,0.017098035,0.002069947
Malaysia,1984,0.017347715,0.017347715,0.011271602
Malaysia,1985,0.018151064,0.018151064,0.001071038
Malaysia,1986,0.018001106,0.018001106,0.033994832
Malaysia,1987,0.017736465,0.017736465,0.052896214
Malaysia,1988,0.017714418,0.017714418,0.006872695
Malaysia,1989,0.018012223,0.018012223,0.020442946
Malaysia,1990,0.020350156,0.020350156,0.013604326
Malaysia,1991,0.021423268,0.021423268,0.065628761
Malaysia,1992,0.022450244,0.022450244,0.039500192
Malaysia,1993,0.024230352,0.024230352,0.033146716
Malaysia,1994,0.025057717,0.025057717,0.001077253
Malaysia,1995,0.026253033,0.026253033,0.053490022
Malaysia,1996,0.026675948,0.026675948,0.014282377
Malaysia,1997,0.027277756,0.027277756,0.002034085
Malaysia,1998,0.025328632,0.025328632,0.02122729
Malaysia,1999,0.027067392,0.027067392,0.010683976
Malaysia,2000,0.026211166,0.026211166,0.03070988
Malaysia,2001,0.026643153,0.026643153,0.010128631
Malaysia,2002,0.028988917,0.028988917,0.001007217
Malaysia,2003,0.027968062,0.027968062,0.0657426
Malaysia,2004,0.030356968,0.030356968,0.05284969
