Entity,Year,below 1.25$ a day (World Bank (2017)),1.25 - 1.9$ a day (World Bank (2017)),1.9 - 3.10$ a day (World Bank (2017)),3.10 - 10$ a day (World Bank (2017)),above 10$ a day (World Bank (2017))
Mozambique,2005,11.6775440,4.3576355,2.8765011,1.7572784,0.2510413
Mozambique,2008,10.8286150,5.1663847,4.1564150,2.3786850,0.3199001
Mozambique,2010,10.4339760,5.7280302,4.7325878,2.9596844,0.3657214
Mozambique,2011,10.2727860,5.8259840,5.1176891,3.3170185,0.4065222
Mozambique,2012,9.9869518,6.0219593,5.5057926,3.7184639,0.4468324
Mozambique,2013,9.7183113,6.1925488,5.8833179,4.1574383,0.4783837
Myanmar,1981,28.6980840,3.5471478,1.3041458,0.4984474,0.0921751
Myanmar,1984,29.4750540,4.5952206,1.6666794,0.6345787,0.0984676
Myanmar,1987,32.5292050,3.9984779,1.4733238,0.5645866,0.1044063
Myanmar,1990,35.8641010,3.0756912,1.1945229,0.3859863,0.1096982
Myanmar,1993,35.4943890,4.3771782,1.6082001,0.6162682,0.1139650
Myanmar,1996,33.5256230,6.7392807,2.5047874,0.9020767,0.1182318
Myanmar,1999,30.6347580,8.9850426,4.1395874,1.6439896,0.1366225
Myanmar,2002,22.0096660,12.5863800,8.7209015,3.5779228,0.2451292
Myanmar,2005,10.4862240,14.1610100,13.9816300,9.3324013,0.5187345
Myanmar,2008,4.1761117,9.7624035,16.8726810,17.5406610,1.1281438
Myanmar,2010,2.2371359,6.4054317,16.8086170,22.8027380,1.9060785
Myanmar,2011,2.0523300,5.6009398,16.2872090,24.5116960,2.0978248
Myanmar,2012,1.7336601,4.6553869,15.1950190,26.9125230,2.4934103
Myanmar,2013,1.3479900,3.7712851,13.9686750,29.3316440,3.0304062
Namibia,1981,0.3568950,0.1330760,0.1420370,0.2449340,0.1530580
Namibia,1984,0.4182480,0.1415250,0.1488510,0.2513040,0.1500720
Namibia,1987,0.4821250,0.1586250,0.1661250,0.2788750,0.1642500
Namibia,1990,0.5789460,0.1763911,0.1827360,0.3011760,0.1707510
Namibia,1993,0.6240000,0.1964040,0.2043600,0.3396120,0.1956241
Namibia,1996,0.6855390,0.2152889,0.2238391,0.3714119,0.2139210
Namibia,1999,0.3424260,0.3699540,0.4116181,0.5055480,0.2304540
Namibia,2002,0.3369240,0.3755360,0.4484480,0.5452721,0.2538199
Namibia,2005,0.2511110,0.3448970,0.4705539,0.6607651,0.3026730
Namibia,2008,0.1958080,0.3067940,0.4901530,0.7701500,0.3470950
Namibia,2010,0.1788080,0.2899120,0.5077800,0.8224301,0.3710699
Namibia,2011,0.1713840,0.2790540,0.5125980,0.8635799,0.3933841
Namibia,2012,0.1609120,0.2727820,0.5220600,0.8877280,0.4165180
Namibia,2013,0.1484800,0.2656400,0.5342960,0.9277681,0.4438159
Nepal,1981,8.0642004,4.2882996,2.1060247,0.7914753,0.0000000
Nepal,1984,7.3215303,5.0635948,2.8530741,1.1068954,0.0049053
Nepal,1987,6.4413800,5.7072196,3.7756805,1.5294991,0.0262208
Nepal,1990,8.1806250,5.4487495,3.3300009,1.6875000,0.1031246
Nepal,1993,7.3517756,6.3398404,4.2875195,2.2047215,0.1361430
Nepal,1996,6.3422403,6.8349895,5.3895903,3.1360798,0.1971001
Nepal,1999,5.6340270,6.3846097,6.5477791,4.3309975,0.4125868
Nepal,2002,4.6977839,6.4766526,7.0761585,5.6068745,0.7125304
Nepal,2005,3.7844639,6.4869194,7.5945683,6.9817734,0.7922751
Nepal,2008,2.0098321,5.4628239,8.5662804,9.6413670,0.7996965
Nepal,2010,0.7862820,3.3883076,9.0084686,12.9101560,0.9267860
Nepal,2011,0.7652400,3.4353807,9.1090889,13.1074680,0.9128228
Nepal,2012,0.5253500,2.0571599,8.3032951,15.3374560,1.4267391
Nepal,2013,0.4954230,1.9928881,8.2206631,15.7359780,1.5450480
Netherlands,1981,0.0342000,0.0213750,0.0327750,0.4303500,13.7313000
Netherlands,1984,0.0346080,0.0216300,0.0331660,0.4369260,13.8936700
Netherlands,1987,0.0308070,0.0264060,0.0278730,0.4210290,14.1638850
Netherlands,1990,0.0254150,0.0284050,0.0284050,0.3498300,14.5179450
Netherlands,1993,0.0259930,0.0290510,0.0290510,0.3333220,14.8725830
Netherlands,1996,0.0264010,0.0201890,0.0264010,0.2966230,15.1603860
Netherlands,1999,0.0268770,0.0205530,0.0205530,0.2387310,15.5032860
Netherlands,2002,0.0274550,0.0113050,0.0258400,0.2115650,15.8738350
Netherlands,2005,0.0097920,0.0146880,0.0097920,0.1566720,16.1290570
Netherlands,2008,0.0164500,0.0049350,0.0131600,0.1348900,16.2805650
Netherlands,2010,0.0000000,0.0083100,0.0099720,0.0481980,16.5535200
Netherlands,2011,0.0166900,0.0000000,0.0116830,0.0867880,16.5748390
Netherlands,2012,0.0067000,0.0067000,0.0000000,0.0703500,16.6662500
Netherlands,2013,0.0000000,0.0000000,0.0403200,0.0823200,16.6773610
Nicaragua,1981,0.5003320,0.5126900,0.7154280,1.3547040,0.2568460
Nicaragua,1984,0.4774780,0.5350360,0.7706980,1.5153320,0.3214561
Nicaragua,1987,0.4555120,0.5532879,0.8054880,1.6854722,0.3802398
Nicaragua,1990,0.4206240,0.5721481,0.8623620,1.8273962,0.4574698
Nicaragua,1993,0.3942700,0.5829880,0.8926451,2.0103338,0.5497631
Nicaragua,1996,0.3360500,0.5611800,1.0095601,2.2649300,0.5282800
Nicaragua,1999,0.3044250,0.5311350,1.0984051,2.5071750,0.5088598
Nicaragua,2002,0.2822820,0.5635300,1.2040931,2.6439378,0.4761571
Nicaragua,2005,0.2168140,0.6224660,1.2777499,2.7793081,0.4836620
Nicaragua,2008,0.1442220,0.2817360,0.8245250,3.1611452,1.1783718
Nicaragua,2010,0.1268540,0.2835560,0.7892500,3.2637637,1.2765763
Nicaragua,2011,0.1022560,0.2748130,0.7669200,3.3070517,1.3589592
Nicaragua,2012,0.0905520,0.2357880,0.6791401,3.3374879,1.5370320
Nicaragua,2013,0.0737800,0.2177700,0.6128500,3.3522301,1.6933701
Niger,1981,1.5202880,1.7543681,1.8005679,1.0182481,0.0665280
Niger,1984,3.0179520,1.8822722,1.2512641,0.5315514,0.0369603
Niger,1987,3.0231600,2.0979118,1.4976721,0.6566043,0.0446518
Niger,1990,3.4603200,2.2708349,1.5603480,0.6720390,0.0464580
Niger,1993,4.7285161,2.2232599,1.3092036,0.5410080,0.0380124
Niger,1996,6.1718698,1.7273383,1.2343740,0.6412458,0.0451720
Niger,1999,6.4134150,2.1111603,1.5110998,0.8431501,0.0711748
Niger,2002,6.8583570,2.4835143,1.7545767,1.0170927,0.0964594
Niger,2005,7.2621841,2.9432821,2.0579815,1.2271614,0.1293908
Niger,2008,5.7310491,4.3618722,3.2805414,1.7133751,0.1431622
Niger,2010,3.8380480,5.2181673,4.6151876,2.6057978,0.1527993
Niger,2011,2.8643739,5.7236300,5.3585463,2.9582024,0.1552473
Niger,2012,2.7889290,5.5193491,5.6292744,3.6204672,0.1719804
Niger,2013,3.1496871,5.4810829,5.6377363,3.9845667,0.1769273
Nigeria,1981,14.9752320,13.9939930,19.4285530,25.2254140,1.8568082
Nigeria,1984,21.3937490,16.6260030,20.5461460,21.9724010,0.9617004
Nigeria,1987,33.2313190,18.4569510,19.1176990,17.1090240,0.1850067
Nigeria,1990,31.3343050,18.3680570,20.1400760,24.1223600,1.3052020
Nigeria,1993,40.5696490,19.5346760,19.3599850,21.8776020,1.4180887
Nigeria,1996,48.9205130,21.3930320,19.4220500,18.5915600,2.4028440
Nigeria,1999,55.2497900,24.0211300,21.3958660,16.9925920,1.6706220
Nigeria,2002,57.1423450,27.7283900,25.1292500,17.5119860,1.1580294
Nigeria,2005,43.8494640,30.2055510,33.9430470,29.2746580,1.6672797
Nigeria,2008,47.6008110,32.8815500,35.0916820,32.4304890,2.3454680
Nigeria,2010,49.3025210,34.8241650,36.6636960,34.8558880,2.9337292
Nigeria,2011,49.1734730,35.6218610,37.8207240,37.0552060,3.2087355
Nigeria,2012,49.3200420,36.3040960,39.4828030,38.8135910,3.3794677
Nigeria,2013,48.7138020,36.5310630,41.2392040,41.6859440,3.6599865
Norway,1981,0.0106600,0.0020500,0.0069700,0.1074200,3.9728999
Norway,1984,0.0107640,0.0020700,0.0066240,0.0906660,4.0298762
Norway,1987,0.0100560,0.0029330,0.0041900,0.0649450,4.1078758
Norway,1990,0.0101760,0.0029680,0.0050880,0.0716560,4.1501122
Norway,1993,0.0103440,0.0030170,0.0034480,0.0672360,4.2259550
Norway,1996,0.0105120,0.0021900,0.0039420,0.0521220,4.3112340
Norway,1999,0.0107040,0.0017840,0.0013380,0.0468300,4.3993440
Norway,2002,0.0108960,0.0009080,0.0022700,0.0345040,4.4914222
Norway,2005,0.0069300,0.0013860,0.0032340,0.0281820,4.5802679
Norway,2008,0.0071550,0.0038160,0.0028620,0.0233730,4.7327938
Norway,2010,0.0053790,0.0019560,0.0000000,0.0288510,4.8538141
Norway,2011,0.0024750,0.0019800,0.0019800,0.0183150,4.9252501
Norway,2012,0.0060240,0.0000000,0.0025100,0.0185740,4.9928918
Norway,2013,0.0000000,0.0000000,0.0127000,0.0254000,5.0419002
Other high Income,2002,4.7100000,0.3699999,2.5000000,26.4699990,954.2200300
Other high Income,2005,5.3699999,0.4400001,2.4699998,26.2500000,975.7500000
Other high Income,2008,5.0900002,0.3399997,2.5700002,24.8699990,1003.0601000
Other high Income,2010,5.5799999,0.4700003,2.5900002,26.6500020,1016.0300000
Other high Income,2011,5.8600001,0.4699998,2.7700005,27.0899980,1020.3300000
Other high Income,2012,5.4499998,0.7300000,3.0900006,28.0700000,1025.7700000
Other high Income,2013,5.7600002,0.7799997,3.0699997,28.1899990,1031.9199000
Pakistan,1981,24.4521010,26.5906510,19.4164160,9.6759338,0.5648987
Pakistan,1984,26.4745410,29.5262070,21.6471940,10.9574430,0.6246152
Pakistan,1987,28.5735780,32.5669940,24.1080400,12.3540120,0.7573770
Pakistan,1990,29.3320310,32.4009130,29.7412150,15.3767010,0.8291394
Pakistan,1993,15.2708990,33.5773010,42.1817780,24.3890760,1.3309479
Pakistan,1996,2.6951160,20.2763400,55.3506320,45.5147090,2.1032004
Pakistan,1999,5.3080721,24.8612750,54.9629210,46.9601820,3.3175471
Pakistan,2002,7.4205451,33.6166610,59.5234790,41.7893830,2.2999330
Pakistan,2005,3.0166361,21.5320090,61.1792220,63.4570850,4.7250481
Pakistan,2008,1.4891241,17.9349440,63.7868690,74.9143980,5.5146642
Pakistan,2010,1.1256959,15.1286720,64.4887390,84.4613040,5.3555932
Pakistan,2011,0.8360640,13.2899340,63.1924970,90.8522950,6.0092082
Pakistan,2012,0.6938490,11.5997320,59.9378810,98.7044680,6.9740715
Pakistan,2013,0.8903790,11.8474920,60.2368700,101.9029600,6.8322992
Palestine,1981,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Palestine,1984,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Palestine,1987,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Palestine,1990,0.0055440,0.0291060,0.1120680,1.2871979,0.5460841
Palestine,1993,0.0051980,0.0289280,0.0978580,1.4154381,0.7125779
Palestine,1996,0.0059570,0.0367780,0.1160320,1.6379161,0.7933169
Palestine,1999,0.0042750,0.0133950,0.0843600,1.5535350,1.1944350
Palestine,2002,0.0086240,0.0477400,0.2208360,2.0697601,0.7330399
Palestine,2005,0.0000000,0.0305440,0.1357880,1.9282560,1.2254120
Palestine,2008,0.0111600,0.0255600,0.1620000,2.1945601,1.2067200
Palestine,2010,0.0015240,0.0083820,0.1162050,2.1968460,1.4870429
Palestine,2011,0.0062880,0.0015720,0.1116120,2.2868669,1.5236610
Palestine,2012,0.0064800,0.0016200,0.0712800,2.1768749,1.7937450
Palestine,2013,0.0066720,0.0016680,0.1159260,2.3998351,1.6458989
Panama,1981,0.0830270,0.1167250,0.2212700,0.8521940,0.7567840
Panama,1984,0.2180850,0.1145760,0.2263310,0.8745099,0.7364981
Panama,1987,0.3656320,0.1169280,0.2470800,0.9008559,0.6895041
Panama,1990,0.4781920,0.1405430,0.2620670,0.9576190,0.6315790
Panama,1993,0.3676740,0.1023070,0.1927790,0.9596870,1.0075530
Panama,1996,0.3424400,0.1097600,0.2237200,1.0796800,1.0444000
Panama,1999,0.2928420,0.1048410,0.2093850,1.1761198,1.1868122
Panama,2002,0.2119950,0.1638000,0.3109050,1.2316501,1.2316499
Panama,2005,0.1844820,0.1585080,0.2843820,1.3429891,1.3596389
Panama,2008,0.0630080,0.1302400,0.2288000,1.2545280,1.8434240
Panama,2010,0.0575120,0.1088360,0.2231320,1.2605320,1.9899880
Panama,2011,0.0619570,0.0857010,0.2044210,1.1801509,2.1777701
Panama,2012,0.0731380,0.0931190,0.2073500,1.1498500,2.2465429
Panama,2013,0.0368640,0.0729600,0.1966080,1.1904000,2.3431680
Papua New Guinea,1981,1.5884800,0.4753199,0.5338001,0.7000601,0.1023399
Papua New Guinea,1984,1.7844839,0.5261941,0.5678909,0.7025762,0.1088550
Papua New Guinea,1987,1.8832000,0.5712000,0.6408000,0.7844000,0.1204000
Papua New Guinea,1990,2.2118919,0.5697820,0.6413281,0.7680419,0.1189562
Papua New Guinea,1993,1.8455850,0.6877350,0.7528353,1.1671500,0.1966948
Papua New Guinea,1996,1.8865161,0.7856300,0.8508899,1.2816057,0.2153583
Papua New Guinea,1999,2.1247590,0.8508809,0.9605672,1.3124311,0.1813619
Papua New Guinea,2002,2.2625461,0.9762759,1.1772742,1.3009200,0.1429838
Papua New Guinea,2005,2.0829310,1.1332760,1.3774729,1.5686660,0.1476541
Papua New Guinea,2008,1.7511410,1.1963981,1.6832407,1.9779272,0.1812931
Papua New Guinea,2010,1.4269770,1.2314519,1.8222935,2.3775840,0.2516936
Papua New Guinea,2011,1.2867900,1.1690160,1.8095033,2.7015314,0.3031593
Papua New Guinea,2012,1.2029170,1.1197010,1.7653680,2.9972620,0.3447520
Papua New Guinea,2013,1.1863170,1.0914421,1.8162866,3.1240439,0.3719104
Paraguay,1981,0.0170040,0.0513390,0.1847550,1.6938599,1.3230420
Paraguay,1984,0.0114240,0.0560490,0.1834980,1.7525131,1.5665160
Paraguay,1987,0.0105030,0.0517370,0.1423740,1.8395809,1.8458050
Paraguay,1990,0.0113670,0.0387320,0.1275630,1.9151291,2.1172090
Paraguay,1993,0.2088400,0.1575380,0.3241560,1.8831922,1.9662738
Paraguay,1996,0.3350560,0.2371690,0.4475530,1.8890729,1.9611491
Paraguay,1999,0.2906800,0.2402400,0.4742400,2.1975198,1.9973202
Paraguay,2002,0.4237190,0.3096620,0.7085860,2.5241311,1.5439019
Paraguay,2005,0.1960400,0.2070600,0.5295399,2.8153200,2.0520399
Paraguay,2008,0.1210000,0.1796850,0.5523650,2.8562050,2.3407450
Paraguay,2010,0.1807110,0.1962360,0.4582980,2.6585011,2.7162540
Paraguay,2011,0.1566210,0.1830390,0.4239460,2.4669378,3.0594561
Paraguay,2012,0.0861300,0.1505680,0.3796101,2.4218481,3.3418441
Paraguay,2013,0.0685820,0.0731110,0.2659170,2.4980669,3.5643232
Peru,1981,0.9997980,1.5744150,3.2609072,9.2507992,2.7040806
Peru,1984,1.4420500,2.0131400,4.0797596,9.2539501,2.3110995
Peru,1987,0.8998000,1.5337501,3.3926551,10.9162090,3.7075856
Peru,1990,1.8970270,2.4995351,4.5973983,10.4871320,2.3489075
Peru,1993,1.6782321,2.4918499,4.3694305,11.8194810,2.8210065
Peru,1996,2.5002122,1.9845281,3.4680357,10.8195880,5.6676364
Peru,1999,2.5611119,1.9451160,3.4199276,11.6502490,5.9835954
Peru,2002,2.1519399,1.9231801,3.7532597,12.3450610,6.4265590
Peru,2005,1.6897320,2.2226052,3.6445200,12.9214790,7.1316638
Peru,2008,0.8448800,1.4291362,2.7265279,12.4641280,11.1753280
Peru,2010,0.4640460,0.9280920,2.4288988,12.8111930,12.7377690
Peru,2011,0.3779520,0.9136320,2.1873598,12.4545590,13.8264970
Peru,2012,0.4071600,0.8384479,2.0086560,12.0428890,14.8628470
Peru,2013,0.3332130,0.7978771,1.8342000,12.3686230,15.2360870
Philippines,1981,3.7563121,8.0241833,13.2128650,20.8131810,2.9134586
Philippines,1984,4.7688742,9.0354824,14.5233890,21.6344050,2.9078493
Philippines,1987,4.9515843,10.4590760,16.2129990,22.6489120,3.0374284
Philippines,1990,5.3277001,10.2589190,16.3548010,25.6349110,4.3736677
Philippines,1993,6.3184204,10.7573090,16.8424530,27.7597270,4.9720902
Philippines,1996,4.1012301,10.7246440,17.4623790,32.1239170,7.0378294
Philippines,1999,2.7177038,9.4432583,19.9705430,36.1622580,8.0462379
Philippines,2002,2.2778001,8.8264751,20.9069520,40.5936470,8.7451267
Philippines,2005,2.4241869,9.7916451,21.7572940,42.2377970,10.0590780
Philippines,2008,1.9057499,8.6212492,22.5513730,46.1100810,11.5615460
Philippines,2010,2.1651630,9.0824366,23.4324990,47.5773470,11.4725530
Philippines,2011,2.3057759,9.5375290,23.6103820,48.1163980,11.7099160
Philippines,2012,2.2861321,9.3963900,24.1012570,49.0646480,12.0215730
Philippines,2013,1.9499040,8.6957836,24.1571430,51.3573190,12.3198510
Poland,1981,0.0466700,0.0359000,0.1902700,16.3488600,19.2782990
Poland,1984,0.0369000,0.0258300,0.1033200,11.1511790,25.5827710
Poland,1987,0.0263690,0.0188350,0.0753400,9.2630529,28.2864020
Poland,1990,0.0876530,0.0838420,0.2553370,5.4649734,32.2181930
Poland,1993,0.0076920,0.0461520,0.9576540,25.8489670,11.5995360
Poland,1996,0.1622040,0.8303300,6.1058216,27.4819930,4.0396509
Poland,1999,0.0000000,0.0231960,0.3131460,16.9640080,21.3596500
Poland,2002,0.0000000,0.0267610,0.5199280,17.3067230,20.3765890
Poland,2005,0.0038170,0.0496210,0.4694910,16.6192190,21.0278530
Poland,2008,0.0000000,0.0038130,0.1410810,11.6182110,26.3668960
Poland,2010,0.0000000,0.0000000,0.1217280,10.9098720,27.0084000
Poland,2011,0.0000000,0.0076120,0.1255980,11.0602350,26.8665540
Poland,2012,0.0000000,0.0076120,0.0913440,10.9688920,26.9921510
Poland,2013,0.0000000,0.0038040,0.0951000,10.7843400,27.1567570
Portugal,1981,0.0541750,0.0512200,0.1615400,3.4455299,6.1375351
Portugal,1984,0.0610000,0.0460000,0.1690000,3.6910000,6.0330000
Portugal,1987,0.0551650,0.0411230,0.1153450,3.0982671,6.7200999
Portugal,1990,0.0459080,0.0269460,0.0818360,2.2385139,7.5867958
Portugal,1993,0.0428280,0.0229080,0.0737040,1.7031600,8.1174002
Portugal,1996,0.0422520,0.0221320,0.0593540,1.5894800,8.3467817
Portugal,1999,0.0408800,0.0153300,0.0511000,1.2693241,8.8433657
Portugal,2002,0.0395960,0.0166720,0.0510580,1.2097619,9.1029119
Portugal,2005,0.0399000,0.0168000,0.0546000,1.0605000,9.3282003
Portugal,2008,0.0063360,0.0084480,0.0707520,0.9472320,9.5272322
Portugal,2010,0.0073990,0.0073990,0.0306530,0.9713830,9.5531664
Portugal,2011,0.0242880,0.0295680,0.0359040,1.0528319,9.4174080
Portugal,2012,0.0536010,0.0199690,0.0809270,1.2443841,9.1111193
Portugal,2013,0.0512540,0.0271960,0.0774040,1.3336500,8.9704962
Romania,1981,0.0470820,0.0269040,0.1008900,7.2035460,15.0415770
Romania,1984,0.0475860,0.0249260,0.0929060,6.7390838,15.7554980
Romania,1987,0.0459000,0.0252450,0.0849150,6.2997751,16.4941650
Romania,1990,0.0533600,0.0348000,0.1531200,9.3031998,13.6555200
Romania,1993,0.3414000,1.1152401,3.6871195,13.0733440,4.5428963
Romania,1996,0.6401460,1.2486240,4.8972301,14.7210950,1.1129047
Romania,1999,0.3010980,1.1504639,4.4850121,15.4705950,1.0628307
Romania,2002,0.2585870,0.9148331,3.6593318,15.3913590,1.5058885
Romania,2005,0.0000000,0.4583800,2.0637760,15.6360890,3.1617548
Romania,2008,0.0000000,0.0000000,1.0290539,13.1497080,6.3612385
Romania,2010,0.0000000,0.0000000,0.9659250,13.1766750,6.1073999
Romania,2011,0.0000000,0.0000000,0.8986900,13.4521400,5.7991700
Romania,2012,0.0000000,0.0000000,0.8184480,13.1954680,6.0460839
Romania,2013,0.0000000,0.0000000,0.8091900,13.0649220,6.1058879
Russia,1981,0.1819220,0.3358560,3.2186201,103.3876700,32.8159290
Russia,1984,0.2569500,0.6138250,6.7806244,116.0129200,19.0856780
Russia,1987,0.3793660,1.2402350,13.1464910,121.3387500,9.8051567
Russia,1990,0.5931600,2.6099038,22.5400810,117.8757200,4.6711340
Russia,1993,0.0000000,3.5199242,11.4954470,64.7992780,68.7053450
Russia,1996,0.0000000,5.3337598,10.5638080,63.3828430,68.8795930
Russia,1999,1.3396111,3.6655293,13.2194580,85.5731660,43.4122310
Russia,2002,0.2034340,0.8137361,5.1585050,73.8756030,65.2587200
Russia,2005,0.1722240,0.6027840,3.4157760,58.3265300,81.0026860
Russia,2008,0.0285480,0.0713700,0.5281380,35.4280700,106.6838800
Russia,2010,0.0285700,0.0571400,0.5428300,30.2556290,111.9658300
Russia,2011,0.0142960,0.0142960,0.3716960,27.6484640,114.9112500
Russia,2012,0.0000000,0.0286400,0.3293600,25.7330400,117.1089600
Russia,2013,0.0000000,0.0143510,0.3587750,24.6119650,118.5249100
Rwanda,1981,1.1964680,1.8417839,1.5582280,0.7043681,0.0191520
Rwanda,1984,1.6264080,2.0538840,1.5323279,0.6532683,0.0141119
Rwanda,1987,2.2276299,2.2040751,1.5667443,0.6999197,0.0316310
Rwanda,1990,2.8713841,2.1705518,1.4501724,0.6950398,0.0528519
Rwanda,1993,2.5540202,1.7513998,1.2555904,0.6659098,0.0730799
Rwanda,1996,3.5391960,1.3500719,0.7307282,0.4418635,0.0581404
Rwanda,1999,4.3619728,1.5984545,0.9161129,0.6117535,0.1017064
Rwanda,2002,4.4467778,1.7857141,1.2613578,0.8685179,0.1776324
Rwanda,2005,4.3178973,1.9346480,1.4042377,1.1048708,0.2283461
Rwanda,2008,3.9208982,2.2896178,1.7827559,1.4118338,0.3048944
Rwanda,2010,3.7986498,2.5276504,2.0079751,1.5641499,0.3515749
Rwanda,2011,3.7114561,2.6215837,2.1429238,1.6695242,0.3745122
Rwanda,2012,3.6955750,2.7018158,2.2443204,1.7522955,0.3959933
Rwanda,2013,3.9187801,2.7796767,2.2394609,1.7424183,0.3896640
Saint Lucia,1981,0.0546360,0.0269760,0.0228240,0.0147720,0.0007920
Saint Lucia,1984,0.0484200,0.0270360,0.0255120,0.0180120,0.0010200
Saint Lucia,1987,0.0393770,0.0273260,0.0324480,0.0289510,0.0018980
Saint Lucia,1990,0.0297780,0.0241080,0.0366380,0.0455980,0.0038780
Saint Lucia,1993,0.0276500,0.0230860,0.0364000,0.0484820,0.0043820
Saint Lucia,1996,0.0284850,0.0241650,0.0387750,0.0535800,0.0049950
Saint Lucia,1999,0.0284320,0.0247840,0.0409120,0.0599520,0.0059200
Saint Lucia,2002,0.0317920,0.0264640,0.0416160,0.0551680,0.0049600
Saint Lucia,2005,0.0273120,0.0241920,0.0405600,0.0616480,0.0062880
Saint Lucia,2008,0.0250240,0.0235280,0.0414800,0.0716380,0.0083300
Saint Lucia,2010,0.0269110,0.0245650,0.0423300,0.0686970,0.0074970
Saint Lucia,2011,0.0271320,0.0247010,0.0424150,0.0683570,0.0073950
Saint Lucia,2012,0.0281180,0.0252450,0.0427890,0.0668270,0.0070210
Saint Lucia,2013,0.0299880,0.0268380,0.0453780,0.0704520,0.0073440
Samoa,1981,0.0018240,0.0122400,0.0382880,0.0881280,0.0195200
Samoa,1984,0.0018240,0.0119840,0.0378880,0.0885440,0.0197600
Samoa,1987,0.0009920,0.0085920,0.0350720,0.0922080,0.0231360
Samoa,1990,0.0016800,0.0095680,0.0360960,0.0913440,0.0213120
Samoa,1993,0.0019380,0.0104550,0.0391510,0.0962880,0.0221680
Samoa,1996,0.0009350,0.0079730,0.0346800,0.1006740,0.0257380
Samoa,1999,0.0005610,0.0072080,0.0321640,0.1030540,0.0270130
Samoa,2002,0.0002700,0.0038700,0.0233820,0.1117800,0.0406980
Samoa,2005,0.0001440,0.0019080,0.0172440,0.1129320,0.0477720
Samoa,2008,0.0001440,0.0009720,0.0139140,0.1114200,0.0535500
Samoa,2010,0.0001520,0.0020140,0.0177460,0.1183320,0.0517560
Samoa,2011,0.0001520,0.0012730,0.0149720,0.1179900,0.0556130
Samoa,2012,0.0001520,0.0012920,0.0152570,0.1181610,0.0551380
Samoa,2013,0.0001520,0.0020140,0.0170050,0.1179520,0.0528770
Sao Tome and Principe,1981,0.0178500,0.0243800,0.0312000,0.0261500,0.0004200
Sao Tome and Principe,1984,0.0159100,0.0247400,0.0316600,0.0271100,0.0005800
Sao Tome and Principe,1987,0.0163020,0.0257070,0.0354750,0.0317900,0.0007260
Sao Tome and Principe,1990,0.0145200,0.0256520,0.0352880,0.0336490,0.0008910
Sao Tome and Principe,1993,0.0144000,0.0268440,0.0392640,0.0384480,0.0010440
Sao Tome and Principe,1996,0.0146380,0.0277550,0.0418990,0.0443690,0.0013390
Sao Tome and Principe,1999,0.0140280,0.0289520,0.0452340,0.0503020,0.0014840
Sao Tome and Principe,2002,0.0162680,0.0301840,0.0446180,0.0475720,0.0013580
Sao Tome and Principe,2005,0.0193760,0.0346720,0.0517920,0.0523200,0.0018400
Sao Tome and Principe,2008,0.0175440,0.0367880,0.0572390,0.0561170,0.0023120
Sao Tome and Principe,2010,0.0179350,0.0369410,0.0608940,0.0525300,0.0017000
Sao Tome and Principe,2011,0.0171900,0.0395820,0.0630720,0.0583200,0.0018360
Sao Tome and Principe,2012,0.0168660,0.0386100,0.0634140,0.0592200,0.0018900
Sao Tome and Principe,2013,0.0145920,0.0408880,0.0668610,0.0654170,0.0022420
Senegal,1981,2.7795498,0.9861252,0.9395499,0.9079251,0.1368499
Senegal,1984,3.1242430,1.0730741,1.0026255,0.9491611,0.1408964
Senegal,1987,3.3354490,1.1816351,1.1237588,1.0858641,0.1632930
Senegal,1990,3.8661840,1.2791517,1.1725559,1.0841045,0.1580039
Senegal,1993,3.3154430,1.8127842,1.7127166,1.2942548,0.1348014
Senegal,1996,2.7708330,2.3178482,2.2057228,1.5419426,0.1336534
Senegal,1999,2.4491701,2.4829450,2.5118947,2.0158854,0.1901049
Senegal,2002,2.4824800,2.6239200,2.7112799,2.3670402,0.2152800
Senegal,2005,1.9845001,2.4345002,3.1466250,3.3806248,0.3037500
Senegal,2008,1.9910401,2.5388198,3.4684601,3.8332400,0.3684399
Senegal,2010,2.1150041,2.7002802,3.6524835,4.0387926,0.4134397
Senegal,2011,2.2344000,2.8382199,3.7625709,4.0578289,0.4069803
Senegal,2012,2.2563901,2.8961802,3.8469596,4.2524805,0.4479896
Senegal,2013,2.3001480,2.9948521,3.9338312,4.4096766,0.4814922
Serbia,1981,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Serbia,1984,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Serbia,1987,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Serbia,1990,0.0182160,0.0728640,0.4341480,5.2788448,1.7859272
Serbia,1993,0.0100100,0.0446600,0.3149300,4.9580302,2.3723700
Serbia,1996,0.0060960,0.0335280,0.2141220,4.4577003,2.9085536
Serbia,1999,0.0060320,0.0331760,0.1862380,4.3023238,3.0122299
Serbia,2002,0.0000000,0.0127500,0.0832500,3.2070000,4.1970000
Serbia,2005,0.0349680,0.0453840,0.2165040,3.8122559,3.3308883
Serbia,2008,0.0029400,0.0022050,0.0529200,2.6665800,4.6253552
