Entity,Year,below 1.25$ a day (World Bank (2017)),1.25 - 1.9$ a day (World Bank (2017)),1.9 - 3.10$ a day (World Bank (2017)),3.10 - 10$ a day (World Bank (2017)),above 10$ a day (World Bank (2017))
Chad,1999,4.0328641,1.7221680,1.4463959,0.7951560,0.0434161
Chad,2002,4.1849999,1.9386001,1.7756996,1.0422001,0.0585003
Chad,2005,1.9404889,2.0683780,2.6796274,3.0985389,0.2829669
Chad,2008,2.5343010,2.1625588,2.8971391,3.2466211,0.2893800
Chad,2010,2.3934569,2.0165443,3.1627398,3.9046760,0.4125830
Chad,2011,2.6792200,2.0438268,3.2433310,3.9131360,0.4104863
Chad,2012,2.5547101,2.0132639,3.3846726,4.2845416,0.4728117
Chad,2013,2.5248990,2.0574713,3.4728847,4.5626755,0.5120696
Chile,1981,0.2985840,0.3626480,1.1279839,5.4214158,4.2293682
Chile,1984,0.5143710,0.6138880,1.7949030,5.7060409,3.3607972
Chile,1987,0.4746430,0.5904710,1.7021680,6.0293508,3.7933671
Chile,1990,0.4183840,0.6302240,1.7172281,6.4836283,3.9905360
Chile,1993,0.2692720,0.3914160,1.4185361,6.8747640,4.9260120
Chile,1996,0.2146000,0.2711500,1.1571000,6.7396002,6.1175499
Chile,1999,0.2940600,0.3196960,1.1159201,7.0423603,6.3079634
Chile,2002,0.3405160,0.3202100,1.0887141,7.4647980,6.4057617
Chile,2005,0.2277150,0.2261000,0.8398000,7.4790654,7.3773198
Chile,2008,0.2165800,0.1682660,0.5997599,7.1188183,8.5565758
Chile,2010,0.1919870,0.1614050,0.5368840,7.1476927,8.9520311
Chile,2011,0.1354850,0.1320550,0.4973500,6.9388905,9.4462194
Chile,2012,0.1125150,0.0934740,0.3513930,6.2004418,10.5521760
Chile,2013,0.0925380,0.0680940,0.2566620,5.6500559,11.3926500
China,1981,669.7824700,208.0211800,107.5388800,8.5474854,-0.0000146
China,1984,455.6868000,329.8156400,208.5064700,42.5100100,0.3110791
China,1987,333.5591100,325.9707900,306.8917200,117.2932100,0.3251562
China,1990,407.7602500,348.0491900,256.7800300,119.3084700,3.2920508
China,1993,353.8855300,317.8252900,298.2631200,201.3954500,7.0706153
China,1996,223.1769300,288.8028600,358.5684200,329.8343500,17.1674310
China,1999,237.8953200,269.9654800,333.7299500,381.9603900,29.1888520
China,2002,188.9870300,220.1007700,313.0578300,497.8194600,60.4349140
China,2005,78.8750610,165.5724300,299.9859600,641.2999300,117.9866000
China,2008,62.6564180,131.4062800,242.5452400,687.4985400,200.5535600
China,2010,38.2585070,111.2974800,214.8362000,701.3613300,271.9564500
China,2011,23.1190380,83.0672300,192.7482300,738.1962300,306.9992700
China,2012,16.7486800,70.6416090,169.9180600,731.8092700,361.5824000
China,2013,3.9364018,21.1751290,125.4219200,778.3217200,428.5248400
Colombia,1981,1.4502180,1.0727639,3.6808860,14.6298890,7.5462427
Colombia,1984,1.5599899,1.2261400,3.9697800,15.6150750,7.9790149
Colombia,1987,1.6450881,1.2023040,4.0303040,16.7967030,8.6455994
Colombia,1990,1.7100730,1.1069210,4.1055460,17.7655660,9.5818939
Colombia,1993,2.1973400,1.0968599,3.7032599,18.5343990,10.6681410
Colombia,1996,3.9191501,2.0242603,4.7942996,18.3248830,8.9874086
Colombia,1999,5.1726179,2.5206065,5.4951596,18.0942080,8.5374069
Colombia,2002,3.1426919,2.9514697,5.6576772,18.8270530,10.9911080
Colombia,2005,2.0865779,2.4155822,5.3939333,21.2120990,12.1818080
Colombia,2008,2.5637901,2.2450001,5.4104490,20.1915280,14.4892310
Colombia,2010,1.6577120,2.0434401,4.3807678,21.1966740,16.6414070
Colombia,2011,1.4479920,1.6057862,4.0515928,20.9262680,18.3783610
Colombia,2012,1.6876799,1.6361121,4.2707682,20.7115840,18.5738540
Colombia,2013,1.4770080,1.4202000,3.6309779,20.6781120,20.1337010
Comoros,1981,0.0094720,0.0260160,0.0537600,0.1714240,0.0593280
Comoros,1984,0.0076650,0.0248500,0.0561750,0.1895600,0.0717500
Comoros,1987,0.0101460,0.0288420,0.0620920,0.2044780,0.0744420
Comoros,1990,0.0127510,0.0333740,0.0694540,0.2189810,0.0754400
Comoros,1993,0.0166500,0.0373500,0.0816750,0.2349450,0.0793800
Comoros,1996,0.0249410,0.0477260,0.0983920,0.2463720,0.0725690
Comoros,1999,0.0269770,0.0527880,0.1073250,0.2644170,0.0784930
Comoros,2002,0.0237690,0.0516990,0.1068180,0.2937210,0.0939930
Comoros,2005,0.0289140,0.0552050,0.1126060,0.3149430,0.0983320
Comoros,2008,0.0434940,0.0608520,0.1224960,0.3369300,0.0962280
Comoros,2010,0.0523020,0.0631350,0.1272360,0.3507960,0.0965310
Comoros,2011,0.0570840,0.0643260,0.1290070,0.3616030,0.0979800
Comoros,2012,0.0613440,0.0642960,0.1269360,0.3680640,0.0993600
Comoros,2013,0.0653420,0.0654160,0.1277980,0.3775480,0.1038960
Congo,1981,0.5184270,0.4061610,0.4137211,0.4806269,0.0710640
Congo,1984,0.3686670,0.3870900,0.4986631,0.6872400,0.1283400
Congo,1987,0.5427000,0.4716000,0.5010750,0.6306750,0.1039500
Congo,1990,0.6121960,0.5172800,0.5389959,0.6688041,0.1027240
Congo,1993,0.7115250,0.5723999,0.5745201,0.6876749,0.1038801
Congo,1996,0.8596800,0.6168961,0.6120000,0.6923521,0.0990719
Congo,1999,1.0804740,0.6603421,0.6204639,0.6901722,0.0885478
Congo,2002,1.0417550,0.7140541,0.7307630,0.8074880,0.1159400
Congo,2005,1.0683841,0.7990558,0.8020321,0.9188402,0.1316879
Congo,2008,1.1124001,0.7782680,0.9167000,1.1441240,0.1685079
Congo,2010,0.9394600,0.7063511,1.0149679,1.4860148,0.2432062
Congo,2011,0.9691990,0.6981481,1.0215148,1.5726371,0.2485011
Congo,2012,0.9713740,0.7236691,1.0403609,1.6330009,0.2615951
Congo,2013,0.9832500,0.7443250,1.0554500,1.6933749,0.2736001
Costa Rica,1981,0.5544350,0.3177650,0.4875500,0.9197300,0.1705200
Costa Rica,1984,0.3319680,0.2138640,0.4285260,1.4435819,0.2420601
Costa Rica,1987,0.2212770,0.1397690,0.3228750,1.6447970,0.5412821
Costa Rica,1990,0.1922000,0.1153200,0.2573000,1.5503099,0.9848701
Costa Rica,1993,0.1766860,0.0908480,0.2595180,1.5938480,1.2191001
Costa Rica,1996,0.1850400,0.1015200,0.2905200,1.6988399,1.3240801
Costa Rica,1999,0.1309000,0.1143450,0.2410100,1.7779299,1.5858151
Costa Rica,2002,0.1619940,0.0954100,0.2285780,1.6970801,1.8769379
Costa Rica,2005,0.1037000,0.0820250,0.1972000,1.8003001,2.0667748
Costa Rica,2008,0.0748670,0.0451860,0.1404310,1.6989050,2.4706111
Costa Rica,2010,0.0441350,0.0291200,0.1051050,1.4778399,2.8938000
Costa Rica,2011,0.0368000,0.0437000,0.1067200,1.4940801,2.9187000
Costa Rica,2012,0.0372000,0.0427800,0.1092750,1.4205749,3.0401702
Costa Rica,2013,0.0372090,0.0419190,0.1069170,1.4205360,3.1034188
Cote d'Ivoire,1981,0.1411580,0.2286240,0.7672761,4.6227074,2.9002345
Cote d'Ivoire,1984,0.2221580,0.4688910,1.1058750,5.5903211,2.4427547
Cote d'Ivoire,1987,0.1630960,0.5223480,1.9130720,6.6395497,1.7819343
Cote d'Ivoire,1990,0.5570580,1.2122760,2.8932662,6.6724257,0.9349742
Cote d'Ivoire,1993,1.1413560,1.9313161,3.5425622,6.1957369,0.8090287
Cote d'Ivoire,1996,0.9300000,2.2019999,4.3575001,6.4589996,1.0515003
Cote d'Ivoire,1999,1.4996001,2.5069399,4.6226802,6.6732197,0.9975603
Cote d'Ivoire,2002,1.5997770,2.4318001,5.5253963,6.7951441,1.0178825
Cote d'Ivoire,2005,2.2429819,2.7381620,5.2745838,7.0590668,1.0252055
Cote d'Ivoire,2008,2.7826500,2.8996496,5.1090002,7.5835514,1.1251488
Cote d'Ivoire,2010,3.0946801,3.3415196,5.3794808,7.5377989,1.0465206
Cote d'Ivoire,2011,3.7745399,3.7849898,5.6576295,6.8175812,0.8652595
Cote d'Ivoire,2012,3.4057798,3.8277545,5.7105718,7.5098524,0.9660415
Cote d'Ivoire,2013,3.2229989,3.7876279,5.9033394,7.9816999,1.0743339
Croatia,1981,0.0018440,0.0013830,0.0059930,1.1363651,3.4644148
Croatia,1984,0.0018720,0.0009360,0.0032760,0.7015320,3.9723840
Croatia,1987,0.0014220,0.0009480,0.0018960,0.4156980,4.3200359
Croatia,1990,0.0062140,0.0062140,0.0186420,0.3761860,4.3727441
Croatia,1993,0.0116000,0.0083520,0.0306240,0.5479840,4.0414400
Croatia,1996,0.0152660,0.0053880,0.0350220,0.5531680,3.8811560
Croatia,1999,0.0072800,0.0036400,0.0122850,0.9527700,3.5740249
Croatia,2002,0.0008880,0.0022200,0.0035520,0.5345760,3.8987641
Croatia,2005,0.0000000,0.0000000,0.0062160,0.2544120,4.1793718
Croatia,2008,0.0000000,0.0000000,0.0053160,0.2857350,4.1389489
Croatia,2010,0.0000000,0.0000000,0.0022100,0.3279640,4.0898261
Croatia,2011,0.0175480,0.0136960,0.0509320,0.8928080,3.3050160
Croatia,2012,0.0286090,0.0085400,0.0567910,0.9581879,3.2178721
Croatia,2013,0.0200220,0.0119280,0.0528240,1.0326240,3.1426020
Cyprus,1981,0.0012420,0.0020700,0.0197340,0.4611960,0.2057580
Cyprus,1984,0.0010500,0.0015400,0.0089600,0.3838100,0.3046400
Cyprus,1987,0.0010800,0.0008640,0.0056160,0.3476160,0.3648240
Cyprus,1990,0.0011550,0.0002310,0.0023100,0.2583350,0.5079690
Cyprus,1993,0.0012300,0.0002460,0.0024600,0.2731420,0.5429220
Cyprus,1996,0.0007830,0.0005220,0.0010440,0.1207560,0.7468950
Cyprus,1999,0.0008370,0.0005580,0.0009300,0.0950460,0.8326290
Cyprus,2002,0.0008820,0.0003920,0.0004900,0.0669340,0.9113020
Cyprus,2005,0.0001030,0.0004120,0.0002060,0.0379040,0.9913750
Cyprus,2008,0.0001080,0.0000000,0.0001080,0.0335880,1.0461960
Cyprus,2010,0.0004440,0.0006660,0.0002220,0.0372960,1.0713720
Cyprus,2011,0.0001120,0.0002240,0.0002240,0.0489440,1.0704960
Cyprus,2012,0.0000000,0.0002280,0.0000000,0.0691980,1.0705740
Cyprus,2013,0.0000000,0.0028500,0.0000000,0.0847020,1.0524480
Czech Republic,1981,0.0000000,0.0000000,0.0000000,0.5623800,9.7376204
Czech Republic,1984,0.0000000,0.0000000,0.0000000,0.4369590,9.8930407
Czech Republic,1987,0.0000000,0.0000000,0.0000000,0.3332700,10.0167300
Czech Republic,1990,0.0000000,0.0000000,0.0010330,0.4679490,9.8610182
Czech Republic,1993,0.0000000,0.0020660,0.0010330,1.7199451,8.6069555
Czech Republic,1996,0.0113520,0.0041280,0.0113520,0.8111520,9.4820156
Czech Republic,1999,0.0071960,0.0030840,0.0061680,0.8583800,9.4051723
Czech Republic,2002,0.0030600,0.0020400,0.0030600,0.8445600,9.3472795
Czech Republic,2005,0.0000000,0.0000000,0.0061260,0.6820280,9.5218458
Czech Republic,2008,0.0031140,0.0000000,0.0093420,0.3892500,9.9782944
Czech Republic,2010,0.0010470,0.0031410,0.0083760,0.4240350,10.0334010
Czech Republic,2011,0.0021000,0.0031500,0.0052500,0.4441500,10.0453500
Czech Republic,2012,0.0031530,0.0000000,0.0252240,0.3258100,10.1558130
Czech Republic,2013,0.0000000,0.0000000,0.0000000,0.4687460,10.0412540
Democratic Republic of Congo,1981,10.6916160,6.0028801,5.5891685,4.4534874,0.3028479
Democratic Republic of Congo,1984,11.6421760,6.4821110,5.9666901,4.7203522,0.3086711
Democratic Republic of Congo,1987,12.6656010,6.9838953,6.4636497,5.0826378,0.3342164
Democratic Republic of Congo,1990,17.1734810,7.2231083,5.9390755,4.0770588,0.1972765
Democratic Republic of Congo,1993,28.1323360,5.5759850,3.2889023,1.7706490,0.0621281
Democratic Republic of Congo,1996,33.3092770,5.1281242,2.8613129,1.4156876,0.0555988
Democratic Republic of Congo,1999,38.7074700,4.0483818,2.2169685,0.8996391,0.0275406
Democratic Republic of Congo,2002,43.9738310,3.4040756,1.8191566,0.6279869,0.0149496
Democratic Republic of Congo,2005,46.9700280,4.4018974,2.4473228,0.9033737,0.0273781
Democratic Republic of Congo,2008,45.5552020,7.8420639,4.6183052,2.2759476,0.0784808
Democratic Republic of Congo,2010,45.7640340,9.5231514,6.0390739,3.0840569,0.1096835
Democratic Republic of Congo,2011,43.9952470,11.1072120,7.4848633,3.9825859,0.1400919
Democratic Republic of Congo,2012,41.7742880,12.8233800,8.7052765,5.4701118,0.2069440
Democratic Republic of Congo,2013,40.1888200,13.9573210,10.1345750,6.7397385,0.2995456
Denmark,1981,0.0158720,0.0000000,0.0051200,0.0788480,5.0201602
Denmark,1984,0.0158410,0.0000000,0.0035770,0.0516110,5.0389709
Denmark,1987,0.0159030,0.0000000,0.0035910,0.0410400,5.0694661
Denmark,1990,0.0159340,0.0000000,0.0035980,0.0436900,5.0767779
Denmark,1993,0.0160890,0.0000000,0.0020760,0.0410010,5.1308341
Denmark,1996,0.0131500,0.0031560,0.0021040,0.0347160,5.2068739
Denmark,1999,0.0117040,0.0047880,0.0010640,0.0303240,5.2721200
Denmark,2002,0.0118360,0.0048420,0.0010760,0.0306660,5.3315802
Denmark,2005,0.0092140,0.0043360,0.0016260,0.0368560,5.3679681
Denmark,2008,0.0060390,0.0021960,0.0115290,0.0296460,5.4405899
Denmark,2010,0.0083250,0.0022200,0.0055500,0.0555000,5.4784050
Denmark,2011,0.0000000,0.0000000,0.0027850,0.0740810,5.4931340
Denmark,2012,0.0000000,0.0000000,0.0139750,0.0553410,5.5206838
Denmark,2013,0.0134640,0.0000000,0.0112200,0.0431970,5.5421190
Djibouti,1981,0.0583490,0.0705220,0.1036740,0.1262070,0.0112480
Djibouti,1984,0.0378840,0.0584660,0.1108640,0.1822450,0.0205410
Djibouti,1987,0.0247450,0.0491470,0.1101520,0.2617090,0.0442470
Djibouti,1990,0.0146320,0.0371110,0.1010080,0.3513450,0.0859040
Djibouti,1993,0.0265980,0.0551800,0.1292080,0.3445960,0.0644180
Djibouti,1996,0.0394240,0.0722560,0.1519360,0.3278720,0.0485120
Djibouti,1999,0.0518700,0.0884100,0.1771700,0.3385900,0.0439600
Djibouti,2002,0.0579000,0.0968250,0.1911750,0.3587250,0.0453750
Djibouti,2005,0.0681720,0.0897780,0.1902420,0.3772081,0.0546000
Djibouti,2008,0.0751940,0.0779820,0.1808100,0.4150840,0.0709300
Djibouti,2010,0.0844050,0.0732700,0.1722950,0.4383450,0.0816850
Djibouti,2011,0.0891750,0.0722100,0.1680840,0.4519650,0.0885660
Djibouti,2012,0.0928400,0.0683760,0.1642080,0.4600640,0.0945120
Djibouti,2013,0.0829800,0.1197000,0.1847700,0.4378500,0.0747000
Dominican Republic,1981,1.3988700,0.8927820,1.3460040,2.0047500,0.2975940
Dominican Republic,1984,1.4446250,0.9359900,1.4306550,2.2028148,0.3359152
Dominican Republic,1987,1.4743559,1.0092680,1.5013962,2.3781676,0.3968122
Dominican Republic,1990,1.2414221,0.9262198,1.3886120,2.7564020,0.8673441
Dominican Republic,1993,0.1346970,0.2511300,0.7746981,3.9442627,2.5052121
Dominican Republic,1996,0.1734480,0.2224310,0.6239311,3.8640361,3.1461537
Dominican Republic,1999,0.1736580,0.2722890,0.5749259,3.7091999,3.6999271
Dominican Republic,2002,0.2251650,0.2905070,0.6869740,3.9311159,3.6962380
Dominican Republic,2005,0.1977360,0.3418800,0.9332401,4.6033678,3.1637762
Dominican Republic,2008,0.0935080,0.2689560,0.9196560,4.8730202,3.4848602
Dominican Republic,2010,0.0554400,0.2029500,0.8801100,4.7807102,3.9807901
Dominican Republic,2011,0.0922760,0.1985940,0.7121301,5.0521107,3.9748890
Dominican Republic,2012,0.0761250,0.1867600,0.7744451,5.1978149,3.9148550
Dominican Republic,2013,0.0688760,0.1696200,0.6990400,5.2849483,4.0575161
East Asia and Pacific,1981,818.3400300,292.0900300,174.7999300,79.9699710,14.7399900
East Asia and Pacific,1984,594.7800300,425.6200000,289.1200000,123.2800300,16.3599850
East Asia and Pacific,1987,472.4200100,431.5499600,398.4500700,204.0799600,17.4499510
East Asia and Pacific,1990,526.6599700,456.9300500,365.8400300,227.0000000,25.9499510
East Asia and Pacific,1993,465.9800100,431.2800000,412.6400100,325.1899400,36.0700680
East Asia and Pacific,1996,310.0300000,399.4200100,486.8200100,483.0699500,55.9300540
East Asia and Pacific,1999,309.7099900,381.8800400,486.3999600,548.6999500,68.6800540
East Asia and Pacific,2002,238.2899900,315.4500100,475.1600300,706.9000200,111.2299800
East Asia and Pacific,2005,111.6400000,251.1700000,464.9099700,882.2000700,183.7299800
East Asia and Pacific,2008,85.3600010,208.0200000,401.0700100,962.4800400,279.9099100
East Asia and Pacific,2010,51.5999980,169.5900000,353.2500000,1014.1900000,376.1300000
East Asia and Pacific,2011,34.4100000,135.6299900,328.0600000,1058.3301000,422.3599900
East Asia and Pacific,2012,26.1500000,118.1800000,304.2799700,1058.9800000,485.4799800
East Asia and Pacific,2013,11.5900000,62.2700000,256.8499800,1113.5901000,563.1999500
Ecuador,1981,1.0822140,0.7362000,1.3292499,3.8822281,1.1501080
Ecuador,1984,1.2674340,0.8476020,1.5099840,4.0933623,1.1016177
Ecuador,1987,1.3148000,0.8863499,1.5884001,4.4574003,1.2530499
Ecuador,1990,1.2979400,0.9208219,1.7343340,4.8217959,1.4451082
Ecuador,1993,1.1749350,0.8606700,1.8406951,5.2888498,1.7848504
Ecuador,1996,1.0967520,0.9600960,2.2484002,5.3938236,1.9809281
Ecuador,1999,1.6429999,1.0626800,2.1377602,5.4882393,2.0683208
Ecuador,2002,1.2887020,1.0599771,2.1356382,6.1206803,2.4650023
Ecuador,2005,0.9769139,0.8917261,1.8397859,6.4770360,3.5545380
Ecuador,2008,0.6834850,0.6112350,1.6631949,7.2235551,4.2685299
Ecuador,2010,0.5255360,0.5270290,1.4720980,7.7158232,4.6895137
Ecuador,2011,0.4720980,0.4174500,1.3176241,7.6264324,5.3463950
Ecuador,2012,0.4826460,0.4240500,1.2474778,7.4833260,5.7825003
Ecuador,2013,0.3178980,0.3758400,1.1290860,7.8550553,5.9821205
Egypt,1981,0.8003940,6.3895855,15.3521900,21.2353120,1.4425189
Egypt,1984,0.5473440,5.5467453,15.7263660,25.2120340,1.8375102
Egypt,1987,0.4564020,5.1902461,16.4357780,28.7851700,2.2024043
Egypt,1990,0.3100140,4.1507425,16.4077780,33.7054140,2.8360522
Egypt,1993,0.2573760,3.6093922,18.6413760,35.9774890,2.7943661
Egypt,1996,0.2012830,2.5777211,19.8231280,39.5878220,2.7400472
Egypt,1999,0.2058900,1.5441749,15.8672560,46.8948780,4.1178007
Egypt,2002,0.2105110,2.0978513,16.0351300,49.4120100,4.8344994
Egypt,2005,0.2533740,3.0558438,19.5174770,49.4079320,4.5453734
Egypt,2008,0.2752300,2.9222953,19.4603810,53.7588960,4.5331984
Egypt,2010,0.2102750,2.5401220,18.3528020,57.7835730,5.2232280
Egypt,2011,0.1889800,2.2505798,17.4377000,60.4306490,5.5920930
Egypt,2012,0.1844010,1.9581630,16.3238770,63.6446880,5.6988702
Egypt,2013,0.1706390,1.7512951,15.6628650,66.1360860,6.0891137
El Salvador,1981,0.5251820,0.2623580,0.5205219,2.2074423,1.1444958
El Salvador,1984,0.5997240,0.3086100,0.6011821,2.3444638,1.0060202
El Salvador,1987,0.6357950,0.3292600,0.6373100,2.4416752,1.0059597
El Salvador,1990,0.6531000,0.3769500,0.7040250,2.4848251,1.0310998
El Salvador,1993,0.6591350,0.5015991,0.9326350,2.4872093,0.8894217
El Salvador,1996,0.7098841,0.5358149,1.0755990,2.5594385,0.7892637
El Salvador,1999,0.6366360,0.3119050,0.6733651,2.6748040,1.5332900
El Salvador,2002,0.4455000,0.3314520,0.6444901,2.7508140,1.7677441
El Salvador,2005,0.2761740,0.2996910,0.6831990,3.0819333,1.6890028
El Salvador,2008,0.1515280,0.2712840,0.7124261,3.3000107,1.6747512
El Salvador,2010,0.1829520,0.2630320,0.6966959,3.2980640,1.7192560
El Salvador,2011,0.0711850,0.2092220,0.6505690,3.6217690,1.6372552
El Salvador,2012,0.0740180,0.1847340,0.5877900,3.6187959,1.7546623
El Salvador,2013,0.0550000,0.1481250,0.5175000,3.5349998,1.9943752
Estonia,1981,0.0007450,0.0004470,0.0026820,0.3888900,1.0972360
Estonia,1984,0.0006080,0.0004560,0.0019760,0.3097760,1.2071840
Estonia,1987,0.0006200,0.0003100,0.0015500,0.2388550,1.3086650
Estonia,1990,0.0042390,0.0069080,0.0378370,0.4747680,1.0462480
Estonia,1993,0.0077480,0.0119200,0.0663050,0.8235230,0.5805040
Estonia,1996,0.0011360,0.0041180,0.0543860,0.8105360,0.5498240
Estonia,1999,0.0025020,0.0098690,0.0512910,0.7746470,0.5516910
Estonia,2002,0.0052440,0.0129720,0.0502320,0.7674180,0.5441340
Estonia,2005,0.0049950,0.0056700,0.0129600,0.2828250,1.0435500
Estonia,2008,0.0030820,0.0021440,0.0056280,0.1259600,1.2031860
Estonia,2010,0.0081130,0.0019950,0.0119700,0.1843380,1.1235840
Estonia,2011,0.0089110,0.0041230,0.0081130,0.1669150,1.1419380
Estonia,2012,0.0055440,0.0040920,0.0080520,0.1400520,1.1622601
Estonia,2013,0.0096360,0.0033000,0.0068640,0.1386000,1.1616000
Ethiopia,1981,9.4887238,10.2400190,9.1094646,6.5810661,0.7007266
Ethiopia,1984,11.2513450,11.1011660,9.7100658,6.7421112,0.7153125
Ethiopia,1987,12.0989180,12.2598310,10.7637750,7.5759583,0.7915175
Ethiopia,1990,15.7831380,13.2247510,10.9837570,7.3048706,0.7934836
Ethiopia,1993,22.7930740,14.3888650,9.8334618,5.8080063,0.7065938
Ethiopia,1996,19.2743280,16.9138430,14.0505030,8.1167488,0.8045771
Ethiopia,1999,15.6299510,21.5832940,19.2304040,7.7567978,0.4395529
Ethiopia,2002,11.0685010,22.4189990,25.5562480,10.9204560,0.5357971
Ethiopia,2005,6.4529929,21.2849010,30.3236940,17.8167080,0.8517041
Ethiopia,2008,8.1516399,20.9031330,31.8912110,21.1609950,1.0730206
Ethiopia,2010,9.3838997,20.2499310,33.2382970,23.5474510,1.2804215
Ethiopia,2011,8.8789301,18.6943780,34.4801480,26.4566880,1.5398529
Ethiopia,2012,7.9498401,16.5282730,35.2288820,30.9119380,1.8210654
Ethiopia,2013,6.6802559,13.8634280,35.4414140,36.6749840,2.2299201
Europe and Central Asia,1987,1.4100000,4.4500003,27.6300010,261.6600000,151.4299900
Europe and Central Asia,1990,1.5900000,6.4899998,39.1200030,271.8799700,145.1700100
Europe and Central Asia,1993,10.3900000,15.8900000,42.6900020,241.3200100,158.8199800
Europe and Central Asia,1996,14.2300000,20.7099990,51.4100000,235.2800000,148.7399900
Europe and Central Asia,1999,15.3400000,22.2400020,56.7999950,245.8899800,130.6700100
Europe and Central Asia,2002,11.1800000,18.1199990,38.1300010,239.1499900,163.0800200
Europe and Central Asia,2005,9.2799997,13.9299990,27.0700000,211.0900000,208.8500100
Europe and Central Asia,2008,5.4899998,9.3100004,20.1300010,166.5000000,270.9700000
Europe and Central Asia,2010,4.5000000,9.1999998,20.8600010,163.1700000,278.2200300
Europe and Central Asia,2011,4.1700001,8.4099998,21.2300010,155.2900100,288.8200100
Europe and Central Asia,2012,3.8000000,7.9099998,21.3100010,151.5699900,295.4200100
Europe and Central Asia,2013,3.2500000,7.1599998,20.7600000,146.3200100,304.8499800
Fiji,1981,0.0090350,0.0407550,0.1270750,0.3894150,0.0837200
Fiji,1984,0.0147700,0.0588700,0.1532300,0.3980200,0.0751100
Fiji,1987,0.0211680,0.0735840,0.1668240,0.3926880,0.0657360
Fiji,1990,0.0121180,0.0500050,0.1515480,0.4297510,0.0865780
Fiji,1993,0.0118560,0.0497040,0.1519240,0.4529600,0.0935560
Fiji,1996,0.0080340,0.0411840,0.1373580,0.4797000,0.1137240
Fiji,1999,0.0076140,0.0370170,0.1296810,0.5031720,0.1325160
Fiji,2002,0.0060680,0.0346860,0.1271000,0.5123360,0.1398100
Fiji,2005,0.0036900,0.0268140,0.1066820,0.5253741,0.1574400
Fiji,2008,0.0027720,0.0259560,0.1013880,0.5491080,0.1607760
Fiji,2010,0.0024080,0.0241660,0.1093060,0.5722441,0.1518760
Fiji,2011,0.0022620,0.0204450,0.1112730,0.5847269,0.1512930
Fiji,2012,0.0018270,0.0177480,0.1119690,0.5925570,0.1458990
Fiji,2013,0.0014080,0.0114400,0.1039280,0.6068480,0.1563760
Finland,1981,0.0019200,0.0014400,0.0019200,0.2006400,4.5940800
Finland,1984,0.0019520,0.0004880,0.0029280,0.1429840,4.7316480
Finland,1987,0.0014790,0.0009860,0.0019720,0.0798660,4.8456969
Finland,1990,0.0014970,0.0009980,0.0014970,0.0543910,4.9316168
Finland,1993,0.0020280,0.0005070,0.0030420,0.0917670,4.9726558
Finland,1996,0.0015360,0.0010240,0.0015360,0.0614400,5.0544639
Finland,1999,0.0015510,0.0005170,0.0020680,0.0408430,5.1250210
Finland,2002,0.0015600,0.0005200,0.0015600,0.0322400,5.1641202
Finland,2005,0.0026250,0.0005250,0.0021000,0.0168000,5.2279501
Finland,2008,0.0005310,0.0021240,0.0042480,0.0217710,5.2813258
Finland,2010,0.0016080,0.0010720,0.0010720,0.0192960,5.3369522
Finland,2011,0.0021560,0.0005390,0.0005390,0.0150920,5.3716741
Finland,2012,0.0027050,0.0000000,0.0000000,0.0227220,5.3845730
Finland,2013,0.0000000,0.0000000,0.0000000,0.0255680,5.4144320
France,1981,0.0277950,0.0166770,0.0500310,1.9567679,53.5387310
France,1984,0.0282350,0.0169410,0.0508230,1.7392759,54.6347240
France,1987,0.0229920,0.0172440,0.0517320,1.3220398,56.0659900
France,1990,0.0175530,0.0234040,0.0409570,0.9829680,57.4451180
France,1993,0.0177330,0.0236440,0.0413770,0.9634930,58.0637510
France,1996,0.0119500,0.0298750,0.0358500,0.8365001,58.8358230
France,1999,0.0121000,0.0181500,0.0363000,0.6292000,59.8042490
France,2002,0.0123620,0.0185430,0.0370860,0.4326700,61.3093380
France,2005,0.0189540,0.0063180,0.0063180,0.6381180,62.5102920
France,2008,0.0064370,0.0000000,0.0064370,0.3797830,63.9773450
France,2010,0.0455210,0.0065030,0.0260120,0.5007310,64.4512330
France,2011,0.0000000,0.0196020,0.0196020,0.4769820,64.8238140
France,2012,0.0065660,0.0000000,0.0131320,0.5252799,65.1150210
France,2013,0.0000000,0.0000000,0.0000000,0.4752000,65.5248030
Gabon,1981,0.0059250,0.0201000,0.0835500,0.4444500,0.1959750
Gabon,1984,0.0059130,0.0207360,0.0869940,0.4766850,0.2196720
Gabon,1987,0.0188320,0.0565840,0.1520640,0.5160320,0.1364880
Gabon,1990,0.0101650,0.0389500,0.1244500,0.5716150,0.2048200
Gabon,1993,0.0112270,0.0434660,0.1394620,0.6192360,0.2166090
Gabon,1996,0.0109890,0.0402930,0.1410810,0.6650010,0.2526360
Gabon,1999,0.0159600,0.0584400,0.1695600,0.7213200,0.2347200
Gabon,2002,0.0219300,0.0774000,0.2034330,0.7705170,0.2167200
Gabon,2005,0.0249200,0.0866600,0.2304400,0.8271200,0.2308600
Gabon,2008,0.0443520,0.1128820,0.2990680,0.8759521,0.2077460
Gabon,2010,0.0465760,0.1185720,0.3189800,0.9323399,0.2235321
Gabon,2011,0.0397800,0.1176400,0.3126300,0.9807301,0.2492200
Gabon,2012,0.0399520,0.1168640,0.3111680,1.0259041,0.2661120
